match_id,team_name,opponent,team_type,team_score,opponent_score,goal_difference,win,draw,loss,total_windows,momentum_wins,change_wins,relative_wins,momentum_superiority,change_superiority,relative_superiority,momentum_superiority_vs_team_score_correlation,momentum_superiority_vs_team_score_p_value,momentum_superiority_vs_goal_difference_correlation,momentum_superiority_vs_goal_difference_p_value,momentum_superiority_vs_win_correlation,momentum_superiority_vs_win_p_value,change_superiority_vs_team_score_correlation,change_superiority_vs_team_score_p_value,change_superiority_vs_goal_difference_correlation,change_superiority_vs_goal_difference_p_value,change_superiority_vs_win_correlation,change_superiority_vs_win_p_value,relative_superiority_vs_team_score_correlation,relative_superiority_vs_team_score_p_value,relative_superiority_vs_goal_difference_correlation,relative_superiority_vs_goal_difference_p_value,relative_superiority_vs_win_correlation,relative_superiority_vs_win_p_value
3930169,Switzerland,Scotland,home,1,1,0,0,1,0,90,54,43,44,0.6,0.4777777777777778,0.4888888888888889,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930169,Scotland,Switzerland,away,1,1,0,0,1,0,90,36,47,46,0.4,0.5222222222222223,0.5111111111111111,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930170,Slovenia,Serbia,home,1,1,0,0,1,0,92,36,43,43,0.391304347826087,0.4673913043478261,0.4673913043478261,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930170,Serbia,Slovenia,away,1,1,0,0,1,0,92,56,49,49,0.6086956521739131,0.532608695652174,0.532608695652174,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930171,Denmark,England,home,1,1,0,0,1,0,89,51,43,42,0.5730337078651685,0.48314606741573035,0.47191011235955055,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930171,England,Denmark,away,1,1,0,0,1,0,89,38,46,47,0.42696629213483145,0.5168539325842697,0.5280898876404494,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930172,Italy,Spain,home,1,0,1,1,0,0,92,23,49,48,0.25,0.532608695652174,0.5217391304347826,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930172,Spain,Italy,away,0,1,-1,0,0,1,92,69,43,44,0.75,0.4673913043478261,0.4782608695652174,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930173,Netherlands,France,home,0,0,0,0,1,0,91,27,41,40,0.2967032967032967,0.45054945054945056,0.43956043956043955,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930173,France,Netherlands,away,0,0,0,0,1,0,91,64,50,51,0.7032967032967034,0.5494505494505495,0.5604395604395604,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930174,Portugal,Turkey,home,0,3,-3,0,0,1,91,53,49,48,0.5824175824175825,0.5384615384615384,0.5274725274725275,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930174,Turkey,Portugal,away,3,0,3,1,0,0,91,38,42,43,0.4175824175824176,0.46153846153846156,0.4725274725274725,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930175,Belgium,Romania,home,2,0,2,1,0,0,90,56,47,47,0.6222222222222222,0.5222222222222223,0.5222222222222223,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930175,Romania,Belgium,away,0,2,-2,0,0,1,90,34,43,43,0.37777777777777777,0.4777777777777778,0.4777777777777778,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930176,Switzerland,Germany,home,1,1,0,0,1,0,90,28,43,43,0.3111111111111111,0.4777777777777778,0.4777777777777778,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930176,Germany,Switzerland,away,1,1,0,0,1,0,90,62,47,47,0.6888888888888889,0.5222222222222223,0.5222222222222223,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930177,Hungary,Scotland,home,0,1,-1,0,0,1,97,48,51,51,0.4948453608247423,0.5257731958762887,0.5257731958762887,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930177,Scotland,Hungary,away,1,0,1,1,0,0,97,49,46,46,0.5051546391752577,0.4742268041237113,0.4742268041237113,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930178,Italy,Croatia,home,1,1,0,0,1,0,95,43,48,48,0.45263157894736844,0.5052631578947369,0.5052631578947369,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930178,Croatia,Italy,away,1,1,0,0,1,0,95,52,47,47,0.5473684210526316,0.49473684210526314,0.49473684210526314,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930179,Albania,Spain,home,0,1,-1,0,0,1,90,29,42,43,0.32222222222222224,0.4666666666666667,0.4777777777777778,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930179,Spain,Albania,away,1,0,1,1,0,0,90,61,48,47,0.6777777777777778,0.5333333333333333,0.5222222222222223,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930180,Netherlands,Austria,home,2,3,-1,0,0,1,93,48,49,48,0.5161290322580645,0.5268817204301075,0.5161290322580645,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930180,Austria,Netherlands,away,3,2,1,1,0,0,93,45,44,45,0.4838709677419355,0.4731182795698925,0.4838709677419355,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930181,Slovenia,England,home,0,0,0,0,1,0,90,17,41,42,0.18888888888888888,0.45555555555555555,0.4666666666666667,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930181,England,Slovenia,away,0,0,0,0,1,0,90,73,49,48,0.8111111111111111,0.5444444444444444,0.5333333333333333,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930182,Denmark,Serbia,home,0,0,0,0,1,0,91,61,48,47,0.6703296703296703,0.5274725274725275,0.5164835164835165,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930182,Serbia,Denmark,away,0,0,0,0,1,0,91,30,43,44,0.32967032967032966,0.4725274725274725,0.4835164835164835,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930183,Slovakia,Romania,home,1,1,0,0,1,0,90,53,53,52,0.5888888888888889,0.5888888888888889,0.5777777777777777,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930183,Romania,Slovakia,away,1,1,0,0,1,0,90,37,37,38,0.4111111111111111,0.4111111111111111,0.4222222222222222,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930184,Czech Republic,Turkey,home,1,2,-1,0,0,1,93,30,47,47,0.3225806451612903,0.5053763440860215,0.5053763440860215,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3930184,Turkey,Czech Republic,away,2,1,1,1,0,0,93,63,46,46,0.6774193548387096,0.4946236559139785,0.4946236559139785,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
3938637,Netherlands,Poland,home,1,2,-1,0,0,1,91,65,42,41,0.7142857142857143,0.46153846153846156,0.45054945054945056,0.052118529374574424,0.6028978132087027,0.07029947154617351,0.4826112572372605,0.06287131689367854,0.5301579172118817,-0.07348478230239922,0.46294487670433704,-0.09911909304686624,0.3216076634744421,-0.08971141459164017,0.36988749359555434,-0.00773957511079837,0.9384615271052718,-0.010439435778601801,0.9170609922460805,-0.013772680253034283,0.8907229757058501
