event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Spain_score,France_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
8587,3942752,2,49,56,00:04:56.511,Duel,Jules Koundé,France,Spain,9.3,73.6,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,2,1,-1,2,3,0,3,1,1,0,Dispossessed,Nicholas Williams Arthuer,Spain,49.0,56.0,Pass,Marc Cucurella Saseta,Spain,False,110.7,False,False,False
8588,3942752,2,50,14,00:05:14.926,Pass,Marc Cucurella Saseta,Spain,Spain,106.8,0.1,,2.91595,From Throw In,Aymeric Laporte,30.63201,Low Pass,,2.8570151,77.4,8.7,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,2,1,1,5,0,0,11,2,0,0,Duel,Jules Koundé,France,49.0,56.0,Ball Receipt*,Aymeric Laporte,Spain,True,13.200000000000003,False,True,False
8589,3942752,2,50,17,00:05:17.842,Ball Receipt*,Aymeric Laporte,Spain,Spain,77.4,8.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,2,1,1,5,0,0,11,2,0,0,Pass,Marc Cucurella Saseta,Spain,50.0,14.0,Carry,Aymeric Laporte,Spain,True,42.599999999999994,False,False,False
8590,3942752,2,50,17,00:05:17.842,Carry,Aymeric Laporte,Spain,Spain,77.4,8.7,,1.158781,From Throw In,,,,,,,,,,,,False,74.9,12.3,4.382921400162226,,False,,"{'id': 5, 'name': 'Left Center Back'}",,2,1,1,5,0,0,11,2,0,0,Ball Receipt*,Aymeric Laporte,Spain,50.0,17.0,Pass,Aymeric Laporte,Spain,True,42.599999999999994,False,False,False
8591,3942752,2,50,19,00:05:19.000,Pass,Aymeric Laporte,Spain,Spain,74.9,12.3,,1.500729,From Throw In,José Ignacio Fernández Iglesias,21.135752,Ground Pass,,2.0852478,64.5,30.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,2,1,1,5,0,0,11,2,0,0,Carry,Aymeric Laporte,Spain,50.0,17.0,Ball Receipt*,José Ignacio Fernández Iglesias,Spain,True,45.099999999999994,False,False,False
8592,3942752,2,50,20,00:05:20.501,Ball Receipt*,José Ignacio Fernández Iglesias,Spain,Spain,64.5,30.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,2,1,1,5,0,0,11,2,0,0,Pass,Aymeric Laporte,Spain,50.0,19.0,Pass,José Ignacio Fernández Iglesias,Spain,True,55.5,False,False,False
8593,3942752,2,50,20,00:05:20.501,Pass,José Ignacio Fernández Iglesias,Spain,Spain,64.5,30.7,,0.816167,From Throw In,Fabián Ruiz Peña,11.142711,Ground Pass,,0.36717382,74.9,34.7,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,2,1,1,5,0,0,11,2,0,0,Ball Receipt*,José Ignacio Fernández Iglesias,Spain,50.0,20.0,Ball Receipt*,Fabián Ruiz Peña,Spain,True,55.5,False,False,False
8594,3942752,2,50,21,00:05:21.317,Ball Receipt*,Fabián Ruiz Peña,Spain,Spain,74.9,34.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,2,1,1,5,0,0,11,2,2,0,Pass,José Ignacio Fernández Iglesias,Spain,50.0,20.0,Carry,Fabián Ruiz Peña,Spain,True,45.099999999999994,False,False,False
8595,3942752,2,50,21,00:05:21.317,Carry,Fabián Ruiz Peña,Spain,Spain,74.9,34.7,,4.592552,From Throw In,,,,,,,,,,,,False,75.3,40.0,5.315072906367321,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,2,1,1,5,0,0,11,2,2,0,Ball Receipt*,Fabián Ruiz Peña,Spain,50.0,21.0,Pass,Fabián Ruiz Peña,Spain,True,45.099999999999994,False,False,False
8596,3942752,2,50,25,00:05:25.910,Pass,Fabián Ruiz Peña,Spain,Spain,75.3,40.0,,1.386633,From Throw In,Aymeric Laporte,22.022034,Ground Pass,,-2.1525018,63.2,21.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,2,1,1,5,0,0,11,2,2,0,Carry,Fabián Ruiz Peña,Spain,50.0,21.0,Ball Receipt*,Aymeric Laporte,Spain,True,44.7,False,False,False
8597,3942752,2,50,27,00:05:27.296,Ball Receipt*,Aymeric Laporte,Spain,Spain,63.2,21.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,2,1,1,5,0,0,11,2,0,0,Pass,Fabián Ruiz Peña,Spain,50.0,25.0,Carry,Aymeric Laporte,Spain,True,56.8,False,False,False
8598,3942752,2,50,27,00:05:27.296,Carry,Aymeric Laporte,Spain,Spain,63.2,21.6,,4.265633,From Throw In,,,,,,,,,,,,False,92.4,23.6,29.26841300788275,,False,,"{'id': 5, 'name': 'Left Center Back'}",,2,1,1,5,0,0,11,2,0,0,Ball Receipt*,Aymeric Laporte,Spain,50.0,27.0,Pass,Aymeric Laporte,Spain,True,56.8,False,False,False
8599,3942752,2,50,31,00:05:31.562,Pass,Aymeric Laporte,Spain,Spain,92.4,23.6,,2.581706,From Throw In,Nicholas Williams Arthuer,28.779333,Ground Pass,,-0.50406104,117.6,9.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,2,1,1,5,0,0,11,2,0,0,Carry,Aymeric Laporte,Spain,50.0,27.0,Ball Receipt*,Nicholas Williams Arthuer,Spain,True,27.599999999999994,False,False,False
8600,3942752,2,50,34,00:05:34.144,Ball Receipt*,Nicholas Williams Arthuer,Spain,Spain,117.6,9.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,2,1,1,5,0,0,11,2,1,0,Pass,Aymeric Laporte,Spain,50.0,31.0,Carry,Nicholas Williams Arthuer,Spain,True,2.4000000000000057,False,True,False
8601,3942752,2,50,34,00:05:34.144,Carry,Nicholas Williams Arthuer,Spain,Spain,117.6,9.7,True,3.390072,From Throw In,,,,,,,,,,,,False,116.3,10.8,1.7029386365926389,,False,,"{'id': 21, 'name': 'Left Wing'}",,2,1,1,5,0,0,11,2,1,0,Ball Receipt*,Nicholas Williams Arthuer,Spain,50.0,34.0,Pressure,Jules Koundé,France,False,2.4000000000000057,False,True,False
8602,3942752,2,50,36,00:05:36.733,Pressure,Jules Koundé,France,Spain,3.8,68.2,,1.096712,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,2,1,-1,2,3,0,3,1,1,0,Carry,Nicholas Williams Arthuer,Spain,50.0,34.0,Miscontrol,Nicholas Williams Arthuer,Spain,False,116.2,False,False,False
8603,3942752,2,50,37,00:05:37.534,Miscontrol,Nicholas Williams Arthuer,Spain,Spain,116.3,10.8,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,2,1,1,5,0,0,11,2,1,0,Pressure,Jules Koundé,France,50.0,36.0,Pass,Jules Koundé,France,False,3.700000000000003,False,True,True
8604,3942752,2,50,50,00:05:50.188,Pass,Jules Koundé,France,France,12.2,80.0,,1.737614,From Throw In,Randal Kolo Muani,29.316378,High Pass,,-0.33361623,39.9,70.4,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,2,1,-1,2,3,0,3,1,1,0,Miscontrol,Nicholas Williams Arthuer,Spain,50.0,37.0,Pressure,Aymeric Laporte,Spain,False,107.8,False,False,False
8605,3942752,2,50,51,00:05:51.829,Pressure,Aymeric Laporte,Spain,France,78.6,10.3,,0.359057,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,2,1,1,5,0,0,11,2,0,0,Pass,Jules Koundé,France,50.0,50.0,Ball Receipt*,Randal Kolo Muani,France,False,41.400000000000006,False,False,False
8606,3942752,2,50,51,00:05:51.925,Ball Receipt*,Randal Kolo Muani,France,France,39.9,70.4,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,2,1,-1,2,3,0,3,1,0,1,Pressure,Aymeric Laporte,Spain,50.0,51.0,Pass,Randal Kolo Muani,France,True,80.1,False,False,True
8607,3942752,2,50,51,00:05:51.925,Pass,Randal Kolo Muani,France,France,39.7,70.4,True,0.69962,From Throw In,N'Golo Kanté,7.1554174,Low Pass,,-1.1071488,42.9,64.0,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,2,1,-1,2,3,0,3,1,0,1,Ball Receipt*,Randal Kolo Muani,France,50.0,51.0,Ball Receipt*,N'Golo Kanté,France,True,80.3,False,False,False
8608,3942752,2,50,52,00:05:52.625,Ball Receipt*,N'Golo Kanté,France,France,42.9,64.0,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,2,1,-1,2,3,0,3,1,0,0,Pass,Randal Kolo Muani,France,50.0,51.0,Carry,N'Golo Kanté,France,True,77.1,False,False,False
8609,3942752,2,50,52,00:05:52.625,Carry,N'Golo Kanté,France,France,42.9,64.0,True,4.544148,From Throw In,,,,,,,,,,,,False,77.7,74.8,36.43734348165354,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,2,1,-1,2,3,0,3,1,0,0,Ball Receipt*,N'Golo Kanté,France,50.0,52.0,Pressure,Marc Cucurella Saseta,Spain,False,77.1,False,False,False
8610,3942752,2,50,57,00:05:57.018,Pressure,Marc Cucurella Saseta,Spain,France,44.8,6.7,,0.199185,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,2,1,1,5,0,0,11,2,0,0,Carry,N'Golo Kanté,France,50.0,52.0,Pass,N'Golo Kanté,France,False,75.2,False,False,False
8611,3942752,2,50,57,00:05:57.169,Pass,N'Golo Kanté,France,France,77.7,74.8,True,0.157779,From Throw In,Ousmane Dembélé,1.8027756,Ground Pass,Incomplete,-2.8023,76.0,74.2,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,2,1,-1,2,3,0,3,1,0,0,Pressure,Marc Cucurella Saseta,Spain,50.0,57.0,Ball Receipt*,Ousmane Dembélé,France,True,42.3,False,False,True
8612,3942752,2,50,57,00:05:57.327,Ball Receipt*,Ousmane Dembélé,France,France,65.2,72.4,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,2,1,-1,2,3,0,3,1,1,0,Pass,N'Golo Kanté,France,50.0,57.0,Block,Marc Cucurella Saseta,Spain,False,54.8,False,False,False
8613,3942752,2,50,57,00:05:57.327,Block,Marc Cucurella Saseta,Spain,France,44.1,5.9,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,2,1,1,5,0,0,11,2,0,0,Ball Receipt*,Ousmane Dembélé,France,50.0,57.0,Ball Recovery,N'Golo Kanté,France,False,75.9,False,False,False
8614,3942752,2,50,57,00:05:57.800,Ball Recovery,N'Golo Kanté,France,France,77.5,73.6,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,2,1,-1,2,3,0,3,1,0,0,Block,Marc Cucurella Saseta,Spain,50.0,57.0,Carry,N'Golo Kanté,France,True,42.5,False,False,False
8615,3942752,2,50,57,00:05:57.800,Carry,N'Golo Kanté,France,France,77.5,73.6,True,0.941613,From Throw In,,,,,,,,,,,,False,77.7,74.0,0.4472135954999643,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,2,1,-1,2,3,0,3,1,0,0,Ball Recovery,N'Golo Kanté,France,50.0,57.0,Pressure,Aymeric Laporte,Spain,False,42.5,False,False,False
8616,3942752,2,50,58,00:05:58.337,Pressure,Aymeric Laporte,Spain,France,42.4,7.7,,0.493082,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,2,1,1,5,0,0,11,2,0,0,Carry,N'Golo Kanté,France,50.0,57.0,Pass,N'Golo Kanté,France,False,77.6,False,False,False
8617,3942752,2,50,58,00:05:58.742,Pass,N'Golo Kanté,France,France,77.7,74.0,True,0.706659,From Throw In,Ousmane Dembélé,4.0261645,Ground Pass,Incomplete,-2.89059,73.8,73.0,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,2,1,-1,2,3,0,3,1,0,0,Pressure,Aymeric Laporte,Spain,50.0,58.0,Ball Receipt*,Ousmane Dembélé,France,True,42.3,False,False,True
8618,3942752,2,50,59,00:05:59.449,Ball Receipt*,Ousmane Dembélé,France,France,70.6,73.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,2,1,-1,2,3,0,3,1,1,0,Pass,N'Golo Kanté,France,50.0,58.0,Interception,Rodrigo Hernández Cascante,Spain,False,49.400000000000006,False,False,False
8619,3942752,2,50,59,00:05:59.449,Interception,Rodrigo Hernández Cascante,Spain,France,46.3,7.1,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,2,1,1,5,0,0,11,2,1,0,Ball Receipt*,Ousmane Dembélé,France,50.0,59.0,Carry,Rodrigo Hernández Cascante,Spain,True,73.7,False,False,False
8620,3942752,2,50,59,00:05:59.449,Carry,Rodrigo Hernández Cascante,Spain,France,46.3,7.1,True,1.572045,From Throw In,,,,,,,,,,,,False,43.9,3.7,4.161730409336961,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,2,1,1,5,0,0,11,2,1,0,Interception,Rodrigo Hernández Cascante,Spain,50.0,59.0,Pressure,Ousmane Dembélé,France,False,73.7,False,False,False
8621,3942752,2,51,0,00:06:00.231,Pressure,Ousmane Dembélé,France,France,73.6,73.2,,0.569752,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,2,1,-1,2,3,0,3,1,1,0,Carry,Rodrigo Hernández Cascante,Spain,50.0,59.0,Pressure,N'Golo Kanté,France,True,46.400000000000006,False,False,False
8622,3942752,2,51,0,00:06:00.830,Pressure,N'Golo Kanté,France,France,78.5,75.3,,0.214236,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,2,1,-1,2,3,0,3,1,0,0,Pressure,Ousmane Dembélé,France,51.0,0.0,Pass,Rodrigo Hernández Cascante,Spain,False,41.5,False,False,True
8623,3942752,2,51,1,00:06:01.021,Pass,Rodrigo Hernández Cascante,Spain,France,43.9,3.7,True,0.103727,From Throw In,Jesús Navas González,1.7117243,Ground Pass,Incomplete,3.024484,42.2,3.9,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,2,1,1,5,0,0,11,2,1,0,Pressure,N'Golo Kanté,France,51.0,0.0,Ball Receipt*,Jesús Navas González,Spain,True,76.1,False,False,True
8624,3942752,2,51,1,00:06:01.124,Ball Receipt*,Jesús Navas González,Spain,France,40.2,4.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,2,1,1,5,0,0,11,2,0,0,Pass,Rodrigo Hernández Cascante,Spain,51.0,1.0,Block,N'Golo Kanté,France,False,79.8,False,False,False
8625,3942752,2,51,1,00:06:01.124,Block,N'Golo Kanté,France,France,77.9,76.2,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,2,1,-1,2,3,0,3,1,0,0,Ball Receipt*,Jesús Navas González,Spain,51.0,1.0,Block,Rodrigo Hernández Cascante,Spain,False,42.099999999999994,False,False,False
8626,3942752,2,51,1,00:06:01.183,Block,Rodrigo Hernández Cascante,Spain,France,42.6,2.6,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,2,1,1,5,0,0,11,2,1,0,Block,N'Golo Kanté,France,51.0,1.0,Pass,Jules Koundé,France,False,77.4,False,False,False
8627,3942752,2,51,14,00:06:14.379,Pass,Jules Koundé,France,France,79.3,80.0,,2.48602,From Throw In,Dayotchanculle Upamecano,23.468277,Low Pass,,-2.8387077,56.9,73.0,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,2,1,-1,2,3,0,3,1,1,0,Block,Rodrigo Hernández Cascante,Spain,51.0,1.0,Ball Receipt*,Dayotchanculle Upamecano,France,True,40.7,False,False,False
8628,3942752,2,51,16,00:06:16.865,Ball Receipt*,Dayotchanculle Upamecano,France,France,56.9,73.0,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,2,1,-1,2,3,0,3,1,0,0,Pass,Jules Koundé,France,51.0,14.0,Carry,Dayotchanculle Upamecano,France,True,63.1,False,False,False
8629,3942752,2,51,16,00:06:16.865,Carry,Dayotchanculle Upamecano,France,France,56.9,73.0,,1.112803,From Throw In,,,,,,,,,,,,False,57.4,68.9,4.130375285612671,,False,,"{'id': 3, 'name': 'Right Center Back'}",,2,1,-1,2,3,0,3,1,0,0,Ball Receipt*,Dayotchanculle Upamecano,France,51.0,16.0,Pass,Dayotchanculle Upamecano,France,True,63.1,False,False,False
8630,3942752,2,51,17,00:06:17.978,Pass,Dayotchanculle Upamecano,France,France,57.4,68.9,,1.482371,From Throw In,Aurélien Djani Tchouaméni,17.799158,Ground Pass,,-2.0369565,49.4,53.0,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,2,1,-1,2,3,0,3,1,0,0,Carry,Dayotchanculle Upamecano,France,51.0,16.0,Ball Receipt*,Aurélien Djani Tchouaméni,France,True,62.6,False,False,False
8631,3942752,2,51,19,00:06:19.461,Ball Receipt*,Aurélien Djani Tchouaméni,France,France,49.4,53.0,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,2,1,-1,2,3,0,3,1,0,0,Pass,Dayotchanculle Upamecano,France,51.0,17.0,Carry,Aurélien Djani Tchouaméni,France,True,70.6,False,False,False
8632,3942752,2,51,19,00:06:19.461,Carry,Aurélien Djani Tchouaméni,France,France,49.4,53.0,,2.246035,From Throw In,,,,,,,,,,,,False,56.1,40.8,13.918692467326093,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,2,1,-1,2,3,0,3,1,0,0,Ball Receipt*,Aurélien Djani Tchouaméni,France,51.0,19.0,Pass,Aurélien Djani Tchouaméni,France,True,70.6,False,False,False
8633,3942752,2,51,21,00:06:21.707,Pass,Aurélien Djani Tchouaméni,France,France,56.1,40.8,,1.397414,From Throw In,William Saliba,15.31176,Ground Pass,,-1.5316007,56.7,25.5,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,2,1,-1,2,3,0,3,1,0,0,Carry,Aurélien Djani Tchouaméni,France,51.0,19.0,Ball Receipt*,William Saliba,France,True,63.9,False,False,False
8634,3942752,2,51,23,00:06:23.104,Ball Receipt*,William Saliba,France,France,56.7,25.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,2,1,-1,2,3,0,3,1,0,0,Pass,Aurélien Djani Tchouaméni,France,51.0,21.0,Carry,William Saliba,France,True,63.3,False,False,False
8635,3942752,2,51,23,00:06:23.104,Carry,William Saliba,France,France,56.7,25.5,,3.268786,From Throw In,,,,,,,,,,,,False,71.2,12.4,19.541238445912274,,False,,"{'id': 5, 'name': 'Left Center Back'}",,2,1,-1,2,3,0,3,1,0,0,Ball Receipt*,William Saliba,France,51.0,23.0,Pass,William Saliba,France,True,63.3,False,False,False
8636,3942752,2,51,26,00:06:26.373,Pass,William Saliba,France,France,71.2,12.4,,1.134691,From Throw In,Adrien Rabiot,15.306208,Ground Pass,,0.117872104,86.4,14.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,2,1,-1,2,3,0,3,1,0,0,Carry,William Saliba,France,51.0,23.0,Ball Receipt*,Adrien Rabiot,France,True,48.8,False,False,False
8637,3942752,2,51,27,00:06:27.508,Ball Receipt*,Adrien Rabiot,France,France,86.4,14.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,2,1,-1,2,3,0,3,1,0,0,Pass,William Saliba,France,51.0,26.0,Carry,Adrien Rabiot,France,True,33.599999999999994,False,False,False
8638,3942752,2,51,27,00:06:27.508,Carry,Adrien Rabiot,France,France,86.4,14.2,,1.077031,From Throw In,,,,,,,,,,,,False,92.9,13.5,6.5375836514724615,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,2,1,-1,2,3,0,3,1,0,0,Ball Receipt*,Adrien Rabiot,France,51.0,27.0,Pass,Adrien Rabiot,France,True,33.599999999999994,False,False,False
8639,3942752,2,51,28,00:06:28.585,Pass,Adrien Rabiot,France,France,92.9,13.5,,1.200689,From Throw In,Kylian Mbappé Lottin,11.031773,Ground Pass,,-0.77257836,100.8,5.8,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,2,1,-1,2,3,0,3,1,0,0,Carry,Adrien Rabiot,France,51.0,27.0,Ball Receipt*,Kylian Mbappé Lottin,France,True,27.099999999999994,False,False,False
8640,3942752,2,51,29,00:06:29.785,Ball Receipt*,Kylian Mbappé Lottin,France,France,100.8,5.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,2,1,-1,2,3,0,3,1,1,0,Pass,Adrien Rabiot,France,51.0,28.0,Carry,Kylian Mbappé Lottin,France,True,19.200000000000003,False,True,False
8641,3942752,2,51,29,00:06:29.785,Carry,Kylian Mbappé Lottin,France,France,100.8,5.8,,6.428071,From Throw In,,,,,,,,,,,,False,112.1,16.2,15.357408635573904,,False,,"{'id': 21, 'name': 'Left Wing'}",,2,1,-1,2,3,0,3,1,1,0,Ball Receipt*,Kylian Mbappé Lottin,France,51.0,29.0,Pass,Kylian Mbappé Lottin,France,True,19.200000000000003,False,True,False
8642,3942752,2,51,36,00:06:36.213,Pass,Kylian Mbappé Lottin,France,France,112.1,16.2,,2.226414,From Throw In,Ousmane Dembélé,40.119946,High Pass,,1.4934509,115.2,56.2,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,2,1,-1,2,3,0,3,1,1,0,Carry,Kylian Mbappé Lottin,France,51.0,29.0,Ball Receipt*,Ousmane Dembélé,France,True,7.900000000000006,False,True,False
8643,3942752,2,51,38,00:06:38.440,Ball Receipt*,Ousmane Dembélé,France,France,115.2,56.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,2,1,-1,2,3,0,3,1,1,0,Pass,Kylian Mbappé Lottin,France,51.0,36.0,Carry,Ousmane Dembélé,France,True,4.799999999999997,False,True,False
8644,3942752,2,51,38,00:06:38.440,Carry,Ousmane Dembélé,France,France,115.2,56.2,,3.798961,From Throw In,,,,,,,,,,,,False,114.7,58.4,2.2561028345356915,,False,,"{'id': 17, 'name': 'Right Wing'}",,2,1,-1,2,3,0,3,1,1,0,Ball Receipt*,Ousmane Dembélé,France,51.0,38.0,Pass,Ousmane Dembélé,France,True,4.799999999999997,False,True,False
8645,3942752,2,51,42,00:06:42.239,Pass,Ousmane Dembélé,France,France,114.7,58.4,,0.822114,From Throw In,Adrien Rabiot,16.162302,High Pass,Incomplete,-1.3903894,117.6,42.5,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,2,1,-1,2,3,0,3,1,1,0,Carry,Ousmane Dembélé,France,51.0,38.0,Ball Receipt*,Adrien Rabiot,France,True,5.299999999999997,False,True,False
8646,3942752,2,51,43,00:06:43.061,Ball Receipt*,Adrien Rabiot,France,France,115.0,37.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,2,1,-1,2,3,0,3,1,0,0,Pass,Ousmane Dembélé,France,51.0,42.0,Ball Recovery,Unai Simón Mendibil,Spain,False,5.0,False,True,False
8647,3942752,2,51,43,00:06:43.061,Ball Recovery,Unai Simón Mendibil,Spain,Spain,2.5,37.6,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,2,1,1,5,0,0,11,2,0,0,Ball Receipt*,Adrien Rabiot,France,51.0,43.0,Pass,Unai Simón Mendibil,Spain,True,117.5,False,False,False
8648,3942752,2,51,58,00:06:58.274,Pass,Unai Simón Mendibil,Spain,Spain,6.6,37.1,,2.134733,Regular Play,Aymeric Laporte,10.044899,Ground Pass,,-0.8135597,13.5,29.8,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,2,1,1,5,0,0,11,2,0,0,Ball Recovery,Unai Simón Mendibil,Spain,51.0,43.0,Ball Receipt*,Aymeric Laporte,Spain,True,113.4,False,False,False
8649,3942752,2,52,0,00:07:00.408,Ball Receipt*,Aymeric Laporte,Spain,Spain,13.5,29.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,2,1,1,5,0,0,11,2,0,0,Pass,Unai Simón Mendibil,Spain,51.0,58.0,Pressure,Randal Kolo Muani,France,False,106.5,False,False,False
8650,3942752,2,52,1,00:07:01.439,Pressure,Randal Kolo Muani,France,Spain,93.5,60.9,,0.966921,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,2,1,-1,2,3,0,3,1,0,1,Ball Receipt*,Aymeric Laporte,Spain,52.0,0.0,Pass,Aymeric Laporte,Spain,False,26.5,False,False,False
8651,3942752,2,52,2,00:07:02.121,Pass,Aymeric Laporte,Spain,Spain,27.5,15.8,True,1.080744,Regular Play,Nicholas Williams Arthuer,20.647518,Ground Pass,,0.067856826,48.1,17.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,2,1,1,5,0,0,11,2,0,0,Pressure,Randal Kolo Muani,France,52.0,1.0,Ball Receipt*,Nicholas Williams Arthuer,Spain,True,92.5,False,False,True
8652,3942752,2,52,3,00:07:03.202,Ball Receipt*,Nicholas Williams Arthuer,Spain,Spain,48.1,17.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,2,1,1,5,0,0,11,2,1,0,Pass,Aymeric Laporte,Spain,52.0,2.0,Carry,Nicholas Williams Arthuer,Spain,True,71.9,False,False,False
8653,3942752,2,52,3,00:07:03.202,Carry,Nicholas Williams Arthuer,Spain,Spain,48.1,17.2,True,3.039984,Regular Play,,,,,,,,,,,,False,42.6,5.7,12.747548783981962,,False,,"{'id': 21, 'name': 'Left Wing'}",,2,1,1,5,0,0,11,2,1,0,Ball Receipt*,Nicholas Williams Arthuer,Spain,52.0,3.0,Pressure,Jules Koundé,France,False,71.9,False,False,False
