event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Spain_score,France_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
6797,3942752,1,0,0,00:00:00.000,Starting XI,,Spain,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,5,0,0,11,2,0,0,,,,,,Starting XI,,France,False,,False,,False
6798,3942752,1,0,0,00:00:00.000,Starting XI,,France,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,3,0,3,1,0,0,Starting XI,,Spain,0.0,0.0,Half Start,,Spain,False,,False,,False
6799,3942752,1,0,0,00:00:00.000,Half Start,,Spain,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,5,0,0,11,2,0,0,Starting XI,,France,0.0,0.0,Half Start,,France,False,,False,,False
6800,3942752,1,0,0,00:00:00.000,Half Start,,France,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,3,0,3,1,0,0,Half Start,,Spain,0.0,0.0,Pass,Adrien Rabiot,France,True,,False,,False
6801,3942752,1,0,0,00:00:00.467,Pass,Adrien Rabiot,France,France,61.0,40.1,,1.158161,From Kick Off,N'Golo Kanté,14.637281,Ground Pass,,2.6351578,48.2,47.2,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,2,3,0,3,1,0,0,Half Start,,France,0.0,0.0,Ball Receipt*,N'Golo Kanté,France,True,59.0,False,False,False
6802,3942752,1,0,1,00:00:01.625,Ball Receipt*,N'Golo Kanté,France,France,48.2,47.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,2,3,0,3,1,0,0,Pass,Adrien Rabiot,France,0.0,0.0,Carry,N'Golo Kanté,France,True,71.8,False,False,False
6803,3942752,1,0,1,00:00:01.625,Carry,N'Golo Kanté,France,France,48.2,47.2,,0.914223,From Kick Off,,,,,,,,,,,,False,50.3,51.3,4.6065171225124,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,2,3,0,3,1,0,0,Ball Receipt*,N'Golo Kanté,France,0.0,1.0,Pass,N'Golo Kanté,France,True,71.8,False,False,False
6804,3942752,1,0,2,00:00:02.539,Pass,N'Golo Kanté,France,France,50.3,51.3,,1.66588,From Kick Off,Jules Koundé,23.186419,Ground Pass,,1.814729,44.7,73.8,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,2,3,0,3,1,0,0,Carry,N'Golo Kanté,France,0.0,1.0,Ball Receipt*,Jules Koundé,France,True,69.7,False,False,False
6805,3942752,1,0,4,00:00:04.205,Ball Receipt*,Jules Koundé,France,France,44.7,73.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,3,0,3,1,1,0,Pass,N'Golo Kanté,France,0.0,2.0,Carry,Jules Koundé,France,True,75.3,False,False,False
6806,3942752,1,0,4,00:00:04.205,Carry,Jules Koundé,France,France,44.7,73.8,,0.465988,From Kick Off,,,,,,,,,,,,False,46.1,73.7,1.4035668847618181,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,3,0,3,1,1,0,Ball Receipt*,Jules Koundé,France,0.0,4.0,Pass,Jules Koundé,France,True,75.3,False,False,False
6807,3942752,1,0,4,00:00:04.671,Pass,Jules Koundé,France,France,46.1,73.7,,1.12639,From Kick Off,Dayotchanculle Upamecano,13.041856,Ground Pass,,-2.481222,35.8,65.7,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,3,0,3,1,1,0,Carry,Jules Koundé,France,0.0,4.0,Ball Receipt*,Dayotchanculle Upamecano,France,True,73.9,False,False,False
6808,3942752,1,0,5,00:00:05.798,Ball Receipt*,Dayotchanculle Upamecano,France,France,35.8,65.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,3,0,3,1,0,0,Pass,Jules Koundé,France,0.0,4.0,Carry,Dayotchanculle Upamecano,France,True,84.2,False,False,False
6809,3942752,1,0,5,00:00:05.798,Carry,Dayotchanculle Upamecano,France,France,35.8,65.7,,2.796129,From Kick Off,,,,,,,,,,,,False,34.5,63.8,2.3021728866442706,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,3,0,3,1,0,0,Ball Receipt*,Dayotchanculle Upamecano,France,0.0,5.0,Pass,Dayotchanculle Upamecano,France,True,84.2,False,False,False
6810,3942752,1,0,8,00:00:08.594,Pass,Dayotchanculle Upamecano,France,France,34.5,63.8,,1.436434,From Kick Off,Jules Koundé,21.95928,Ground Pass,,0.6854091,51.5,77.7,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,3,0,3,1,0,0,Carry,Dayotchanculle Upamecano,France,0.0,5.0,Ball Receipt*,Jules Koundé,France,True,85.5,False,False,False
6811,3942752,1,0,10,00:00:10.030,Ball Receipt*,Jules Koundé,France,France,51.5,77.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,3,0,3,1,1,0,Pass,Dayotchanculle Upamecano,France,0.0,8.0,Carry,Jules Koundé,France,True,68.5,False,False,False
6812,3942752,1,0,10,00:00:10.030,Carry,Jules Koundé,France,France,51.5,77.7,True,0.780722,From Kick Off,,,,,,,,,,,,False,52.6,77.7,1.1000000000000014,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,3,0,3,1,1,0,Ball Receipt*,Jules Koundé,France,0.0,10.0,Pressure,Nicholas Williams Arthuer,Spain,False,68.5,False,False,False
6813,3942752,1,0,10,00:00:10.682,Pressure,Nicholas Williams Arthuer,Spain,France,65.9,5.5,,0.43066,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,5,0,0,11,2,1,0,Carry,Jules Koundé,France,0.0,10.0,Pass,Jules Koundé,France,False,54.099999999999994,False,False,False
6814,3942752,1,0,10,00:00:10.811,Pass,Jules Koundé,France,France,52.6,77.7,True,1.251871,From Kick Off,Ousmane Dembélé,11.311056,Ground Pass,,0.044218946,63.9,78.2,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,3,0,3,1,1,0,Pressure,Nicholas Williams Arthuer,Spain,0.0,10.0,Ball Receipt*,Ousmane Dembélé,France,True,67.4,False,False,True
6815,3942752,1,0,12,00:00:12.063,Ball Receipt*,Ousmane Dembélé,France,France,63.9,78.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,3,0,3,1,1,0,Pass,Jules Koundé,France,0.0,10.0,Carry,Ousmane Dembélé,France,True,56.1,False,False,False
6816,3942752,1,0,12,00:00:12.063,Carry,Ousmane Dembélé,France,France,63.9,78.2,True,2.350421,From Kick Off,,,,,,,,,,,,False,59.4,70.7,8.74642784226795,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,3,0,3,1,1,0,Ball Receipt*,Ousmane Dembélé,France,0.0,12.0,Pressure,Nicholas Williams Arthuer,Spain,False,56.1,False,False,False
6817,3942752,1,0,12,00:00:12.743,Pressure,Nicholas Williams Arthuer,Spain,France,60.3,3.6,,1.353411,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,5,0,0,11,2,1,0,Carry,Ousmane Dembélé,France,0.0,12.0,Pressure,Daniel Olmo Carvajal,Spain,True,59.7,False,False,False
6818,3942752,1,0,13,00:00:13.945,Pressure,Daniel Olmo Carvajal,Spain,France,62.3,12.0,,0.53406,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,5,0,0,11,2,2,0,Pressure,Nicholas Williams Arthuer,Spain,0.0,12.0,Dribbled Past,Daniel Olmo Carvajal,Spain,True,57.7,False,False,True
6819,3942752,1,0,14,00:00:14.413,Dribbled Past,Daniel Olmo Carvajal,Spain,France,60.7,9.4,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,5,0,0,11,2,2,0,Pressure,Daniel Olmo Carvajal,Spain,0.0,13.0,Dribble,Ousmane Dembélé,France,False,59.3,False,False,True
6820,3942752,1,0,14,00:00:14.413,Dribble,Ousmane Dembélé,France,France,59.4,70.7,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,Incomplete,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,3,0,3,1,1,0,Dribbled Past,Daniel Olmo Carvajal,Spain,0.0,14.0,Ball Recovery,Álvaro Borja Morata Martín,Spain,False,60.6,False,False,False
6821,3942752,1,0,15,00:00:15.888,Ball Recovery,Álvaro Borja Morata Martín,Spain,Spain,69.2,11.0,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,5,0,0,11,2,1,0,Dribble,Ousmane Dembélé,France,0.0,14.0,Carry,Álvaro Borja Morata Martín,Spain,True,50.8,False,False,False
6822,3942752,1,0,15,00:00:15.888,Carry,Álvaro Borja Morata Martín,Spain,Spain,69.2,11.0,,0.79468,Regular Play,,,,,,,,,,,,False,69.3,12.4,1.40356688476182,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,5,0,0,11,2,1,0,Ball Recovery,Álvaro Borja Morata Martín,Spain,0.0,15.0,Pass,Álvaro Borja Morata Martín,Spain,True,50.8,False,False,False
6823,3942752,1,0,16,00:00:16.683,Pass,Álvaro Borja Morata Martín,Spain,Spain,69.3,12.4,,0.59594,Regular Play,Daniel Olmo Carvajal,5.4571056,Ground Pass,,-2.9010584,64.0,11.1,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,5,0,0,11,2,1,0,Carry,Álvaro Borja Morata Martín,Spain,0.0,15.0,Ball Receipt*,Daniel Olmo Carvajal,Spain,True,50.7,False,False,False
6824,3942752,1,0,17,00:00:17.279,Ball Receipt*,Daniel Olmo Carvajal,Spain,Spain,64.0,11.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,5,0,0,11,2,2,0,Pass,Álvaro Borja Morata Martín,Spain,0.0,16.0,Carry,Daniel Olmo Carvajal,Spain,True,56.0,False,False,False
6825,3942752,1,0,17,00:00:17.279,Carry,Daniel Olmo Carvajal,Spain,Spain,64.0,11.1,,0.43931,Regular Play,,,,,,,,,,,,False,64.2,12.0,0.9219544457292896,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,5,0,0,11,2,2,0,Ball Receipt*,Daniel Olmo Carvajal,Spain,0.0,17.0,Pass,Daniel Olmo Carvajal,Spain,True,56.0,False,False,False
6826,3942752,1,0,17,00:00:17.718,Pass,Daniel Olmo Carvajal,Spain,Spain,64.2,12.0,,1.135717,Regular Play,Rodrigo Hernández Cascante,19.000263,Ground Pass,,1.5655332,64.3,31.0,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,5,0,0,11,2,2,0,Carry,Daniel Olmo Carvajal,Spain,0.0,17.0,Ball Receipt*,Rodrigo Hernández Cascante,Spain,True,55.8,False,False,False
6827,3942752,1,0,18,00:00:18.854,Ball Receipt*,Rodrigo Hernández Cascante,Spain,Spain,64.3,31.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,5,0,0,11,2,1,0,Pass,Daniel Olmo Carvajal,Spain,0.0,17.0,Carry,Rodrigo Hernández Cascante,Spain,True,55.7,False,False,False
6828,3942752,1,0,18,00:00:18.854,Carry,Rodrigo Hernández Cascante,Spain,Spain,64.3,31.0,True,0.670041,Regular Play,,,,,,,,,,,,False,64.7,31.7,0.8062257748298571,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,5,0,0,11,2,1,0,Ball Receipt*,Rodrigo Hernández Cascante,Spain,0.0,18.0,Pressure,Adrien Rabiot,France,False,55.7,False,False,False
6829,3942752,1,0,18,00:00:18.922,Pressure,Adrien Rabiot,France,Spain,58.7,49.6,,0.445959,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,2,3,0,3,1,0,0,Carry,Rodrigo Hernández Cascante,Spain,0.0,18.0,Dribble,Rodrigo Hernández Cascante,Spain,False,61.3,False,False,False
6830,3942752,1,0,19,00:00:19.524,Dribble,Rodrigo Hernández Cascante,Spain,Spain,64.7,31.7,True,0.0,Regular Play,,,,,,,,,,,,False,,,,Incomplete,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,5,0,0,11,2,1,0,Pressure,Adrien Rabiot,France,0.0,18.0,Duel,Adrien Rabiot,France,False,55.3,False,False,True
6831,3942752,1,0,19,00:00:19.524,Duel,Adrien Rabiot,France,France,55.4,48.4,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,2,3,0,3,1,0,0,Dribble,Rodrigo Hernández Cascante,Spain,0.0,19.0,Pass,Randal Kolo Muani,France,True,64.6,False,False,False
6832,3942752,1,0,20,00:00:20.290,Pass,Randal Kolo Muani,France,France,60.0,49.1,,1.645778,Regular Play,Aurélien Djani Tchouaméni,16.900888,Ground Pass,,-2.778667,44.2,43.1,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,3,0,3,1,0,0,Duel,Adrien Rabiot,France,0.0,19.0,Pressure,Álvaro Borja Morata Martín,Spain,False,60.0,False,False,False
6833,3942752,1,0,21,00:00:21.804,Pressure,Álvaro Borja Morata Martín,Spain,France,78.6,36.6,,0.314861,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,5,0,0,11,2,1,0,Pass,Randal Kolo Muani,France,0.0,20.0,Ball Receipt*,Aurélien Djani Tchouaméni,France,False,41.400000000000006,False,False,False
6834,3942752,1,0,21,00:00:21.936,Ball Receipt*,Aurélien Djani Tchouaméni,France,France,44.2,43.1,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,2,3,0,3,1,0,0,Pressure,Álvaro Borja Morata Martín,Spain,0.0,21.0,Pass,Aurélien Djani Tchouaméni,France,True,75.8,False,False,True
6835,3942752,1,0,21,00:00:21.936,Pass,Aurélien Djani Tchouaméni,France,France,43.1,43.2,True,0.692295,Regular Play,Adrien Rabiot,6.9065185,Ground Pass,,0.043450896,50.0,43.5,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,2,3,0,3,1,0,0,Ball Receipt*,Aurélien Djani Tchouaméni,France,0.0,21.0,Ball Receipt*,Adrien Rabiot,France,True,76.9,False,False,False
6836,3942752,1,0,22,00:00:22.628,Ball Receipt*,Adrien Rabiot,France,France,50.0,43.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,2,3,0,3,1,0,0,Pass,Aurélien Djani Tchouaméni,France,0.0,21.0,Pass,Adrien Rabiot,France,True,70.0,False,False,False
6837,3942752,1,0,22,00:00:22.628,Pass,Adrien Rabiot,France,France,50.0,43.5,,1.587869,Regular Play,William Saliba,22.063545,Ground Pass,,-2.3690143,34.2,28.1,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,2,3,0,3,1,0,0,Ball Receipt*,Adrien Rabiot,France,0.0,22.0,Ball Receipt*,William Saliba,France,True,70.0,False,False,False
6838,3942752,1,0,24,00:00:24.216,Ball Receipt*,William Saliba,France,France,34.2,28.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,3,0,3,1,0,0,Pass,Adrien Rabiot,France,0.0,22.0,Carry,William Saliba,France,True,85.8,False,False,False
6839,3942752,1,0,24,00:00:24.216,Carry,William Saliba,France,France,34.2,28.1,,0.91387,Regular Play,,,,,,,,,,,,False,34.2,28.1,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,3,0,3,1,0,0,Ball Receipt*,William Saliba,France,0.0,24.0,Pass,William Saliba,France,True,85.8,False,False,False
6840,3942752,1,0,25,00:00:25.130,Pass,William Saliba,France,France,34.2,28.1,,2.392309,Regular Play,Mike Maignan,27.321054,Ground Pass,,2.506876,12.2,44.3,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,3,0,3,1,0,0,Carry,William Saliba,France,0.0,24.0,Ball Receipt*,Mike Maignan,France,True,85.8,False,False,False
6841,3942752,1,0,27,00:00:27.522,Ball Receipt*,Mike Maignan,France,France,12.2,44.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,3,0,3,1,0,0,Pass,William Saliba,France,0.0,25.0,Carry,Mike Maignan,France,True,107.8,False,False,False
6842,3942752,1,0,27,00:00:27.522,Carry,Mike Maignan,France,France,12.2,44.3,,0.027630001,Regular Play,,,,,,,,,,,,False,12.2,44.3,0.0,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,3,0,3,1,0,0,Ball Receipt*,Mike Maignan,France,0.0,27.0,Pass,Mike Maignan,France,True,107.8,False,False,False
6843,3942752,1,0,27,00:00:27.550,Pass,Mike Maignan,France,France,12.2,44.3,,1.722622,Regular Play,Dayotchanculle Upamecano,22.1,Ground Pass,,1.080839,22.6,63.8,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,3,0,3,1,0,0,Carry,Mike Maignan,France,0.0,27.0,Ball Receipt*,Dayotchanculle Upamecano,France,True,107.8,False,False,False
6844,3942752,1,0,29,00:00:29.272,Ball Receipt*,Dayotchanculle Upamecano,France,France,22.6,63.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,3,0,3,1,0,0,Pass,Mike Maignan,France,0.0,27.0,Carry,Dayotchanculle Upamecano,France,True,97.4,False,False,False
6845,3942752,1,0,29,00:00:29.272,Carry,Dayotchanculle Upamecano,France,France,22.6,63.8,True,2.295493,Regular Play,,,,,,,,,,,,False,33.7,63.4,11.107204868912792,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,3,0,3,1,0,0,Ball Receipt*,Dayotchanculle Upamecano,France,0.0,29.0,Pressure,Álvaro Borja Morata Martín,Spain,False,97.4,False,False,False
6846,3942752,1,0,31,00:00:31.201,Pressure,Álvaro Borja Morata Martín,Spain,France,90.9,17.4,,0.549256,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,5,0,0,11,2,1,0,Carry,Dayotchanculle Upamecano,France,0.0,29.0,Pass,Dayotchanculle Upamecano,France,False,29.099999999999994,False,False,False
6847,3942752,1,0,31,00:00:31.568,Pass,Dayotchanculle Upamecano,France,France,33.7,63.4,True,5.460529,Regular Play,Theo Bernard François Hernández,63.00992,High Pass,Out,-1.4434886,41.7,0.9,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,3,0,3,1,0,0,Pressure,Álvaro Borja Morata Martín,Spain,0.0,31.0,Ball Receipt*,Theo Bernard François Hernández,France,True,86.3,False,False,True
6848,3942752,1,0,37,00:00:37.028,Ball Receipt*,Theo Bernard François Hernández,France,France,39.2,11.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,3,0,3,1,1,0,Pass,Dayotchanculle Upamecano,France,0.0,31.0,Pass,Jesús Navas González,Spain,False,80.8,False,False,False
6849,3942752,1,0,50,00:00:50.874,Pass,Jesús Navas González,Spain,Spain,68.7,80.0,,0.740221,From Throw In,Daniel Olmo Carvajal,13.200378,Low Pass,,-0.9197196,76.7,69.5,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,5,0,0,11,2,0,0,Ball Receipt*,Theo Bernard François Hernández,France,0.0,37.0,Ball Receipt*,Daniel Olmo Carvajal,Spain,True,51.3,False,False,False
6850,3942752,1,0,51,00:00:51.615,Ball Receipt*,Daniel Olmo Carvajal,Spain,Spain,76.7,69.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,5,0,0,11,2,2,0,Pass,Jesús Navas González,Spain,0.0,50.0,Carry,Daniel Olmo Carvajal,Spain,True,43.3,False,False,False
6851,3942752,1,0,51,00:00:51.615,Carry,Daniel Olmo Carvajal,Spain,Spain,76.7,69.5,,0.040000003,From Throw In,,,,,,,,,,,,False,75.9,69.7,0.82462112512353,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,5,0,0,11,2,2,0,Ball Receipt*,Daniel Olmo Carvajal,Spain,0.0,51.0,Pass,Daniel Olmo Carvajal,Spain,True,43.3,False,False,False
6852,3942752,1,0,51,00:00:51.655,Pass,Daniel Olmo Carvajal,Spain,Spain,75.9,69.7,,0.866609,From Throw In,Jesús Navas González,9.433981,Low Pass,,2.1293957,70.9,77.7,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,5,0,0,11,2,2,0,Carry,Daniel Olmo Carvajal,Spain,0.0,51.0,Ball Receipt*,Jesús Navas González,Spain,True,44.099999999999994,False,False,False
6853,3942752,1,0,52,00:00:52.521,Ball Receipt*,Jesús Navas González,Spain,Spain,70.9,77.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,5,0,0,11,2,0,0,Pass,Daniel Olmo Carvajal,Spain,0.0,51.0,Carry,Jesús Navas González,Spain,True,49.099999999999994,False,False,False
6854,3942752,1,0,52,00:00:52.521,Carry,Jesús Navas González,Spain,Spain,70.9,77.7,,1.019649,From Throw In,,,,,,,,,,,,False,70.9,77.7,0.0,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,5,0,0,11,2,0,0,Ball Receipt*,Jesús Navas González,Spain,0.0,52.0,Pass,Jesús Navas González,Spain,True,49.099999999999994,False,False,False
6855,3942752,1,0,53,00:00:53.541,Pass,Jesús Navas González,Spain,Spain,70.9,77.7,,2.979066,From Throw In,Aymeric Laporte,51.402042,High Pass,,-2.2832208,37.3,38.8,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,5,0,0,11,2,0,0,Carry,Jesús Navas González,Spain,0.0,52.0,Ball Receipt*,Aymeric Laporte,Spain,True,49.099999999999994,False,False,False
6856,3942752,1,0,56,00:00:56.520,Ball Receipt*,Aymeric Laporte,Spain,Spain,37.3,38.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,5,0,0,11,2,0,0,Pass,Jesús Navas González,Spain,0.0,53.0,Carry,Aymeric Laporte,Spain,True,82.7,False,False,False
6857,3942752,1,0,56,00:00:56.520,Carry,Aymeric Laporte,Spain,Spain,37.3,38.8,,8.67758,From Throw In,,,,,,,,,,,,False,70.1,12.4,42.10463157421045,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,5,0,0,11,2,0,0,Ball Receipt*,Aymeric Laporte,Spain,0.0,56.0,Pass,Aymeric Laporte,Spain,True,82.7,False,False,False
6858,3942752,1,1,5,00:01:05.197,Pass,Aymeric Laporte,Spain,Spain,70.1,12.4,,0.934208,From Throw In,Nicholas Williams Arthuer,12.631706,Ground Pass,,0.4069708,81.7,17.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,5,0,0,11,2,0,0,Carry,Aymeric Laporte,Spain,0.0,56.0,Ball Receipt*,Nicholas Williams Arthuer,Spain,True,49.900000000000006,False,False,False
6859,3942752,1,1,6,00:01:06.132,Ball Receipt*,Nicholas Williams Arthuer,Spain,Spain,81.7,17.4,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,5,0,0,11,2,1,0,Pass,Aymeric Laporte,Spain,1.0,5.0,Carry,Nicholas Williams Arthuer,Spain,True,38.3,False,False,False
6860,3942752,1,1,6,00:01:06.132,Carry,Nicholas Williams Arthuer,Spain,Spain,81.7,17.4,,0.040000003,From Throw In,,,,,,,,,,,,False,81.7,17.4,0.0,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,5,0,0,11,2,1,0,Ball Receipt*,Nicholas Williams Arthuer,Spain,1.0,6.0,Pass,Nicholas Williams Arthuer,Spain,True,38.3,False,False,False
6861,3942752,1,1,6,00:01:06.172,Pass,Nicholas Williams Arthuer,Spain,Spain,81.7,17.4,,1.046298,From Throw In,Marc Cucurella Saseta,16.256075,Low Pass,,-1.1594425,88.2,2.5,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,5,0,0,11,2,1,0,Carry,Nicholas Williams Arthuer,Spain,1.0,6.0,Ball Receipt*,Marc Cucurella Saseta,Spain,True,38.3,False,False,False
6862,3942752,1,1,7,00:01:07.218,Ball Receipt*,Marc Cucurella Saseta,Spain,Spain,88.2,2.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,5,0,0,11,2,0,0,Pass,Nicholas Williams Arthuer,Spain,1.0,6.0,Carry,Marc Cucurella Saseta,Spain,True,31.799999999999997,False,False,False
6863,3942752,1,1,7,00:01:07.218,Carry,Marc Cucurella Saseta,Spain,Spain,88.2,2.5,,0.040000003,From Throw In,,,,,,,,,,,,False,88.2,2.5,0.0,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,5,0,0,11,2,0,0,Ball Receipt*,Marc Cucurella Saseta,Spain,1.0,7.0,Miscontrol,Marc Cucurella Saseta,Spain,True,31.799999999999997,False,False,False
6864,3942752,1,1,7,00:01:07.258,Miscontrol,Marc Cucurella Saseta,Spain,Spain,88.2,2.5,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,5,0,0,11,2,0,0,Carry,Marc Cucurella Saseta,Spain,1.0,7.0,Pass,Jules Koundé,France,False,31.799999999999997,False,False,False
6865,3942752,1,1,18,00:01:18.738,Pass,Jules Koundé,France,France,34.2,80.0,,0.976565,From Throw In,N'Golo Kanté,14.003214,Low Pass,,-1.5922216,33.9,66.0,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,3,0,3,1,1,0,Miscontrol,Marc Cucurella Saseta,Spain,1.0,7.0,Ball Receipt*,N'Golo Kanté,France,True,85.8,False,False,False
