event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Netherlands_score,England_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
0,3942819,1,0,0,00:00:00.000,Starting XI,,Netherlands,Netherlands,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,3,1,1,9,5,0,0,,,,,,Starting XI,,England,False,,False,,False
1,3942819,1,0,0,00:00:00.000,Starting XI,,England,Netherlands,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,3,0,5,3,0,0,Starting XI,,Netherlands,0.0,0.0,Half Start,,Netherlands,False,,False,,False
2,3942819,1,0,0,00:00:00.000,Half Start,,Netherlands,Netherlands,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,3,1,1,9,5,0,0,Starting XI,,England,0.0,0.0,Half Start,,England,False,,False,,False
3,3942819,1,0,0,00:00:00.000,Half Start,,England,Netherlands,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,3,0,5,3,0,0,Half Start,,Netherlands,0.0,0.0,Pass,Kobbie Mainoo,England,True,,False,,False
4,3942819,1,0,0,00:00:00.355,Pass,Kobbie Mainoo,England,England,60.0,40.0,,2.455156,From Kick Off,Jordan Pickford,34.738163,Ground Pass,,-2.9825964,25.7,34.5,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Half Start,,England,0.0,0.0,Ball Receipt*,Jordan Pickford,England,True,60.0,False,False,False
5,3942819,1,0,2,00:00:02.810,Ball Receipt*,Jordan Pickford,England,England,25.7,34.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,3,0,5,3,0,0,Pass,Kobbie Mainoo,England,0.0,0.0,Carry,Jordan Pickford,England,True,94.3,False,False,False
6,3942819,1,0,2,00:00:02.810,Carry,Jordan Pickford,England,England,25.7,34.5,True,2.483781,From Kick Off,,,,,,,,,,,,False,30.4,24.1,11.412712210513327,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Jordan Pickford,England,0.0,2.0,Pressure,Memphis Depay,Netherlands,False,94.3,False,False,False
7,3942819,1,0,4,00:00:04.188,Pressure,Memphis Depay,Netherlands,England,81.2,47.6,,1.267798,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,3,1,1,9,5,1,0,Carry,Jordan Pickford,England,0.0,2.0,Pass,Jordan Pickford,England,False,38.8,False,False,False
8,3942819,1,0,5,00:00:05.294,Pass,Jordan Pickford,England,England,30.4,24.1,True,3.438864,From Kick Off,,65.69574,High Pass,Incomplete,0.46228614,89.2,53.4,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,3,0,5,3,0,0,Pressure,Memphis Depay,Netherlands,0.0,4.0,Pass,Virgil van Dijk,Netherlands,False,89.6,False,False,True
9,3942819,1,0,8,00:00:08.732,Pass,Virgil van Dijk,Netherlands,England,30.9,26.7,,2.819638,From Kick Off,Memphis Depay,30.236732,High Pass,Incomplete,0.34057677,59.4,36.8,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,1,1,9,5,0,0,Pass,Jordan Pickford,England,0.0,5.0,Ball Receipt*,Memphis Depay,Netherlands,True,89.1,False,False,False
10,3942819,1,0,11,00:00:11.552,Ball Receipt*,Memphis Depay,Netherlands,England,65.6,46.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,3,1,1,9,5,1,0,Pass,Virgil van Dijk,Netherlands,0.0,8.0,Pass,John Stones,England,False,54.400000000000006,False,False,False
11,3942819,1,0,11,00:00:11.552,Pass,John Stones,England,England,60.7,43.3,,2.247506,From Kick Off,Harry Kane,25.678005,High Pass,,0.3168245,85.1,51.3,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Memphis Depay,Netherlands,0.0,11.0,Pressure,Virgil van Dijk,Netherlands,False,59.3,False,False,False
12,3942819,1,0,13,00:00:13.703,Pressure,Virgil van Dijk,Netherlands,England,35.5,29.9,,0.529064,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,1,1,9,5,0,0,Pass,John Stones,England,0.0,11.0,Ball Receipt*,Harry Kane,England,False,84.5,False,False,False
13,3942819,1,0,13,00:00:13.800,Ball Receipt*,Harry Kane,England,England,85.1,51.3,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,3,0,5,3,2,0,Pressure,Virgil van Dijk,Netherlands,0.0,13.0,Carry,Harry Kane,England,True,34.900000000000006,False,False,True
14,3942819,1,0,13,00:00:13.800,Carry,Harry Kane,England,England,85.1,51.3,True,1.137295,From Kick Off,,,,,,,,,,,,False,81.3,49.9,4.049691346263314,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,3,0,5,3,2,0,Ball Receipt*,Harry Kane,England,0.0,13.0,Pressure,Tijjani Reijnders,Netherlands,False,34.900000000000006,False,False,False
15,3942819,1,0,14,00:00:14.349,Pressure,Tijjani Reijnders,Netherlands,England,38.5,29.1,,0.620624,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,3,1,1,9,5,0,0,Carry,Harry Kane,England,0.0,13.0,Miscontrol,Harry Kane,England,False,81.5,False,False,False
16,3942819,1,0,14,00:00:14.937,Miscontrol,Harry Kane,England,England,81.3,49.9,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,3,0,5,3,2,0,Pressure,Tijjani Reijnders,Netherlands,0.0,14.0,Ball Recovery,Cody Mathès Gakpo,Netherlands,False,38.7,False,False,True
17,3942819,1,0,16,00:00:16.384,Ball Recovery,Cody Mathès Gakpo,Netherlands,Netherlands,50.0,29.3,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,1,1,9,5,3,0,Miscontrol,Harry Kane,England,0.0,14.0,Carry,Cody Mathès Gakpo,Netherlands,True,70.0,False,False,False
18,3942819,1,0,16,00:00:16.384,Carry,Cody Mathès Gakpo,Netherlands,Netherlands,50.0,29.3,True,0.359997,Regular Play,,,,,,,,,,,,False,50.5,29.3,0.5,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,1,1,9,5,3,0,Ball Recovery,Cody Mathès Gakpo,Netherlands,0.0,16.0,Pressure,Kyle Walker,England,False,70.0,False,False,False
19,3942819,1,0,16,00:00:16.471,Pressure,Kyle Walker,England,Netherlands,69.6,50.8,,0.190009,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,3,0,5,3,0,0,Carry,Cody Mathès Gakpo,Netherlands,0.0,16.0,Foul Committed,Kyle Walker,England,True,50.400000000000006,False,False,False
20,3942819,1,0,16,00:00:16.744,Foul Committed,Kyle Walker,England,Netherlands,69.6,50.8,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,3,0,5,3,0,0,Pressure,Kyle Walker,England,0.0,16.0,Foul Won,Cody Mathès Gakpo,Netherlands,False,50.400000000000006,False,False,True
21,3942819,1,0,16,00:00:16.744,Foul Won,Cody Mathès Gakpo,Netherlands,Netherlands,50.5,29.3,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,1,1,9,5,3,0,Foul Committed,Kyle Walker,England,0.0,16.0,Pass,Nathan Aké,Netherlands,True,69.5,False,False,False
22,3942819,1,0,23,00:00:23.802,Pass,Nathan Aké,Netherlands,Netherlands,50.1,16.3,,1.19504,From Free Kick,Virgil van Dijk,15.160475,Ground Pass,,2.6011732,37.1,24.1,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,3,1,1,9,5,0,0,Foul Won,Cody Mathès Gakpo,Netherlands,0.0,16.0,Ball Receipt*,Virgil van Dijk,Netherlands,True,69.9,False,False,False
23,3942819,1,0,24,00:00:24.997,Ball Receipt*,Virgil van Dijk,Netherlands,Netherlands,37.1,24.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,1,1,9,5,0,0,Pass,Nathan Aké,Netherlands,0.0,23.0,Carry,Virgil van Dijk,Netherlands,True,82.9,False,False,False
24,3942819,1,0,24,00:00:24.997,Carry,Virgil van Dijk,Netherlands,Netherlands,37.1,24.1,,2.677231,From Free Kick,,,,,,,,,,,,False,35.0,36.5,12.57656550891379,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,1,1,9,5,0,0,Ball Receipt*,Virgil van Dijk,Netherlands,0.0,24.0,Pass,Virgil van Dijk,Netherlands,True,82.9,False,False,False
25,3942819,1,0,27,00:00:27.675,Pass,Virgil van Dijk,Netherlands,Netherlands,35.0,36.5,,1.068205,From Free Kick,Nathan Aké,12.971122,Ground Pass,,-1.0899091,41.0,25.0,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,1,1,9,5,0,0,Carry,Virgil van Dijk,Netherlands,0.0,24.0,Ball Receipt*,Nathan Aké,Netherlands,True,85.0,False,False,False
26,3942819,1,0,28,00:00:28.743,Ball Receipt*,Nathan Aké,Netherlands,Netherlands,41.0,25.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,3,1,1,9,5,0,0,Pass,Virgil van Dijk,Netherlands,0.0,27.0,Carry,Nathan Aké,Netherlands,True,79.0,False,False,False
27,3942819,1,0,28,00:00:28.743,Carry,Nathan Aké,Netherlands,Netherlands,41.0,25.0,,1.257426,From Free Kick,,,,,,,,,,,,False,41.0,25.0,0.0,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,3,1,1,9,5,0,0,Ball Receipt*,Nathan Aké,Netherlands,0.0,28.0,Pass,Nathan Aké,Netherlands,True,79.0,False,False,False
28,3942819,1,0,30,00:00:30.000,Pass,Nathan Aké,Netherlands,Netherlands,41.0,25.0,,1.057122,From Free Kick,Virgil van Dijk,18.11767,Ground Pass,,2.4539213,27.0,36.5,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,3,1,1,9,5,0,0,Carry,Nathan Aké,Netherlands,0.0,28.0,Ball Receipt*,Virgil van Dijk,Netherlands,True,79.0,False,False,False
29,3942819,1,0,31,00:00:31.057,Ball Receipt*,Virgil van Dijk,Netherlands,Netherlands,27.0,36.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,1,1,9,5,0,0,Pass,Nathan Aké,Netherlands,0.0,30.0,Carry,Virgil van Dijk,Netherlands,True,93.0,False,False,False
30,3942819,1,0,31,00:00:31.057,Carry,Virgil van Dijk,Netherlands,Netherlands,27.0,36.5,,1.3434,From Free Kick,,,,,,,,,,,,False,26.5,38.2,1.7720045146669376,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,1,1,9,5,0,0,Ball Receipt*,Virgil van Dijk,Netherlands,0.0,31.0,Pass,Virgil van Dijk,Netherlands,True,93.0,False,False,False
31,3942819,1,0,32,00:00:32.401,Pass,Virgil van Dijk,Netherlands,Netherlands,26.5,38.2,,1.581416,From Free Kick,Stefan de Vrij,23.80084,Ground Pass,,1.5623932,26.7,62.0,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,1,1,9,5,0,0,Carry,Virgil van Dijk,Netherlands,0.0,31.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,93.5,False,False,False
32,3942819,1,0,33,00:00:33.982,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,26.7,62.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,1,9,5,1,0,Pass,Virgil van Dijk,Netherlands,0.0,32.0,Carry,Stefan de Vrij,Netherlands,True,93.3,False,False,False
33,3942819,1,0,33,00:00:33.982,Carry,Stefan de Vrij,Netherlands,Netherlands,26.7,62.0,,4.086353,From Free Kick,,,,,,,,,,,,False,29.7,61.4,3.0594117081556713,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,1,9,5,1,0,Ball Receipt*,Stefan de Vrij,Netherlands,0.0,33.0,Pass,Stefan de Vrij,Netherlands,True,93.3,False,False,False
34,3942819,1,0,38,00:00:38.068,Pass,Stefan de Vrij,Netherlands,Netherlands,29.7,61.4,,0.990934,From Free Kick,Jerdy Schouten,11.764353,Ground Pass,,-0.3109983,40.9,57.8,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,1,9,5,1,0,Carry,Stefan de Vrij,Netherlands,0.0,33.0,Ball Receipt*,Jerdy Schouten,Netherlands,True,90.3,False,False,False
35,3942819,1,0,39,00:00:39.059,Ball Receipt*,Jerdy Schouten,Netherlands,Netherlands,40.9,57.8,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,3,1,1,9,5,0,0,Pass,Stefan de Vrij,Netherlands,0.0,38.0,Carry,Jerdy Schouten,Netherlands,True,79.1,False,False,False
36,3942819,1,0,39,00:00:39.059,Carry,Jerdy Schouten,Netherlands,Netherlands,40.9,57.8,,0.039999,From Free Kick,,,,,,,,,,,,False,41.0,57.8,0.10000000000000142,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,3,1,1,9,5,0,0,Ball Receipt*,Jerdy Schouten,Netherlands,0.0,39.0,Pass,Jerdy Schouten,Netherlands,True,79.1,False,False,False
37,3942819,1,0,39,00:00:39.099,Pass,Jerdy Schouten,Netherlands,Netherlands,41.0,57.8,,0.930397,From Free Kick,Stefan de Vrij,12.734991,Ground Pass,,2.8794727,28.7,61.1,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,3,1,1,9,5,0,0,Carry,Jerdy Schouten,Netherlands,0.0,39.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,79.0,False,False,False
38,3942819,1,0,40,00:00:40.030,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,28.7,61.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,1,9,5,1,0,Pass,Jerdy Schouten,Netherlands,0.0,39.0,Carry,Stefan de Vrij,Netherlands,True,91.3,False,False,False
39,3942819,1,0,40,00:00:40.030,Carry,Stefan de Vrij,Netherlands,Netherlands,28.7,61.1,,3.104113,From Free Kick,,,,,,,,,,,,False,28.7,61.4,0.29999999999999716,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,1,9,5,1,0,Ball Receipt*,Stefan de Vrij,Netherlands,0.0,40.0,Pass,Stefan de Vrij,Netherlands,True,91.3,False,False,False
40,3942819,1,0,43,00:00:43.134,Pass,Stefan de Vrij,Netherlands,Netherlands,28.7,61.4,,1.618807,From Free Kick,Virgil van Dijk,27.553585,Ground Pass,,-1.805212,22.3,34.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,1,9,5,1,0,Carry,Stefan de Vrij,Netherlands,0.0,40.0,Ball Receipt*,Virgil van Dijk,Netherlands,True,91.3,False,False,False
41,3942819,1,0,44,00:00:44.753,Ball Receipt*,Virgil van Dijk,Netherlands,Netherlands,22.3,34.6,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,1,1,9,5,0,0,Pass,Stefan de Vrij,Netherlands,0.0,43.0,Carry,Virgil van Dijk,Netherlands,True,97.7,False,False,False
42,3942819,1,0,44,00:00:44.753,Carry,Virgil van Dijk,Netherlands,Netherlands,22.3,34.6,,2.388833,From Free Kick,,,,,,,,,,,,False,22.9,35.3,0.9219544457292841,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,1,1,9,5,0,0,Ball Receipt*,Virgil van Dijk,Netherlands,0.0,44.0,Pass,Virgil van Dijk,Netherlands,True,97.7,False,False,False
43,3942819,1,0,47,00:00:47.142,Pass,Virgil van Dijk,Netherlands,Netherlands,22.9,35.3,,1.20587,From Free Kick,Stefan de Vrij,25.5196,Low Pass,,1.6099919,21.9,60.8,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,1,1,9,5,0,0,Carry,Virgil van Dijk,Netherlands,0.0,44.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,97.1,False,False,False
44,3942819,1,0,48,00:00:48.347,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,21.9,60.8,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,1,9,5,1,0,Pass,Virgil van Dijk,Netherlands,0.0,47.0,Carry,Stefan de Vrij,Netherlands,True,98.1,False,False,False
45,3942819,1,0,48,00:00:48.347,Carry,Stefan de Vrij,Netherlands,Netherlands,21.9,60.8,,1.630979,From Free Kick,,,,,,,,,,,,False,18.3,60.8,3.599999999999998,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,1,9,5,1,0,Ball Receipt*,Stefan de Vrij,Netherlands,0.0,48.0,Pass,Stefan de Vrij,Netherlands,True,98.1,False,False,False
46,3942819,1,0,49,00:00:49.978,Pass,Stefan de Vrij,Netherlands,Netherlands,18.3,60.8,,1.35473,From Free Kick,Denzel Dumfries,17.286121,Ground Pass,,0.9539093,28.3,74.9,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,1,9,5,1,0,Carry,Stefan de Vrij,Netherlands,0.0,48.0,Ball Receipt*,Denzel Dumfries,Netherlands,True,101.7,False,False,False
47,3942819,1,0,51,00:00:51.333,Ball Receipt*,Denzel Dumfries,Netherlands,Netherlands,28.3,74.9,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,1,1,9,5,0,0,Pass,Stefan de Vrij,Netherlands,0.0,49.0,Carry,Denzel Dumfries,Netherlands,True,91.7,False,False,False
48,3942819,1,0,51,00:00:51.333,Carry,Denzel Dumfries,Netherlands,Netherlands,28.3,74.9,,0.751259,From Free Kick,,,,,,,,,,,,False,27.8,74.9,0.5,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,1,1,9,5,0,0,Ball Receipt*,Denzel Dumfries,Netherlands,0.0,51.0,Pass,Denzel Dumfries,Netherlands,True,91.7,False,False,False
49,3942819,1,0,52,00:00:52.084,Pass,Denzel Dumfries,Netherlands,Netherlands,27.8,74.9,,1.378777,From Free Kick,Stefan de Vrij,15.4858,Ground Pass,,-2.3516283,16.9,63.9,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,1,1,9,5,0,0,Carry,Denzel Dumfries,Netherlands,0.0,51.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,92.2,False,False,False
50,3942819,1,0,53,00:00:53.463,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,16.9,63.9,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,1,9,5,1,0,Pass,Denzel Dumfries,Netherlands,0.0,52.0,Carry,Stefan de Vrij,Netherlands,True,103.1,False,False,False
51,3942819,1,0,53,00:00:53.463,Carry,Stefan de Vrij,Netherlands,Netherlands,16.9,63.9,,3.702846,From Free Kick,,,,,,,,,,,,False,26.5,60.8,10.088111815399353,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,1,9,5,1,0,Ball Receipt*,Stefan de Vrij,Netherlands,0.0,53.0,Pass,Stefan de Vrij,Netherlands,True,103.1,False,False,False
52,3942819,1,0,57,00:00:57.166,Pass,Stefan de Vrij,Netherlands,Netherlands,26.5,60.8,,1.297993,From Free Kick,Denzel Dumfries,20.71835,Ground Pass,,0.98814845,37.9,78.1,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,1,9,5,1,0,Carry,Stefan de Vrij,Netherlands,0.0,53.0,Ball Receipt*,Denzel Dumfries,Netherlands,True,93.5,False,False,False
53,3942819,1,0,58,00:00:58.464,Ball Receipt*,Denzel Dumfries,Netherlands,Netherlands,37.9,78.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,1,1,9,5,0,0,Pass,Stefan de Vrij,Netherlands,0.0,57.0,Carry,Denzel Dumfries,Netherlands,True,82.1,False,False,False
54,3942819,1,0,58,00:00:58.464,Carry,Denzel Dumfries,Netherlands,Netherlands,37.9,78.1,,1.475367,From Free Kick,,,,,,,,,,,,False,40.2,76.5,2.8017851452243803,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,1,1,9,5,0,0,Ball Receipt*,Denzel Dumfries,Netherlands,0.0,58.0,Pass,Denzel Dumfries,Netherlands,True,82.1,False,False,False
55,3942819,1,0,59,00:00:59.939,Pass,Denzel Dumfries,Netherlands,Netherlands,40.2,76.5,,2.311099,From Free Kick,Donyell Malen,43.304157,High Pass,Pass Offside,-0.013855926,83.5,75.9,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,1,1,9,5,0,0,Carry,Denzel Dumfries,Netherlands,0.0,58.0,Ball Receipt*,Donyell Malen,Netherlands,True,79.8,False,False,False
56,3942819,1,1,2,00:01:02.251,Ball Receipt*,Donyell Malen,Netherlands,Netherlands,83.5,75.9,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,3,1,1,9,5,2,0,Pass,Denzel Dumfries,Netherlands,0.0,59.0,Pass,Marc Guehi,England,False,36.5,False,False,False
57,3942819,1,1,20,00:01:20.961,Pass,Marc Guehi,England,England,36.4,4.2,,1.556736,From Free Kick,Jordan Pickford,40.968525,Ground Pass,,2.2871006,9.5,35.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Donyell Malen,Netherlands,1.0,2.0,Ball Receipt*,Jordan Pickford,England,True,83.6,False,False,False
58,3942819,1,1,22,00:01:22.518,Ball Receipt*,Jordan Pickford,England,England,9.5,35.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,3,0,5,3,0,0,Pass,Marc Guehi,England,1.0,20.0,Pass,Jordan Pickford,England,True,110.5,False,False,False
59,3942819,1,1,23,00:01:23.603,Pass,Jordan Pickford,England,England,13.2,32.3,,2.050302,From Free Kick,John Stones,20.890429,Ground Pass,,0.9588939,25.2,49.4,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Jordan Pickford,England,1.0,22.0,Ball Receipt*,John Stones,England,True,106.8,False,False,False
60,3942819,1,1,25,00:01:25.653,Ball Receipt*,John Stones,England,England,25.2,49.4,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,3,0,5,3,0,0,Pass,Jordan Pickford,England,1.0,23.0,Carry,John Stones,England,True,94.8,False,False,False
61,3942819,1,1,25,00:01:25.653,Carry,John Stones,England,England,25.2,49.4,,2.958227,From Free Kick,,,,,,,,,,,,False,30.0,49.1,4.80936586256442,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,John Stones,England,1.0,25.0,Pass,John Stones,England,True,94.8,False,False,False
62,3942819,1,1,28,00:01:28.612,Pass,John Stones,England,England,30.0,49.1,,1.383603,From Free Kick,Declan Rice,21.270872,Ground Pass,,-1.3189763,35.3,28.5,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,3,0,5,3,0,0,Carry,John Stones,England,1.0,25.0,Ball Receipt*,Declan Rice,England,True,90.0,False,False,False
63,3942819,1,1,29,00:01:29.995,Ball Receipt*,Declan Rice,England,England,35.3,28.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Pass,John Stones,England,1.0,28.0,Carry,Declan Rice,England,True,84.7,False,False,False
64,3942819,1,1,29,00:01:29.995,Carry,Declan Rice,England,England,35.3,28.5,,0.690361,From Free Kick,,,,,,,,,,,,False,35.3,28.5,0.0,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Ball Receipt*,Declan Rice,England,1.0,29.0,Pass,Declan Rice,England,True,84.7,False,False,False
65,3942819,1,1,30,00:01:30.686,Pass,Declan Rice,England,England,35.3,28.5,,0.964425,From Free Kick,Jude Bellingham,14.499655,Ground Pass,,-0.4266275,48.5,22.5,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,3,0,5,3,0,0,Carry,Declan Rice,England,1.0,29.0,Ball Receipt*,Jude Bellingham,England,True,84.7,False,False,False
66,3942819,1,1,31,00:01:31.650,Ball Receipt*,Jude Bellingham,England,England,48.5,22.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,3,0,5,3,3,0,Pass,Declan Rice,England,1.0,30.0,Carry,Jude Bellingham,England,True,71.5,False,False,False
67,3942819,1,1,31,00:01:31.650,Carry,Jude Bellingham,England,England,48.5,22.5,,0.92098,From Free Kick,,,,,,,,,,,,False,44.6,20.3,4.477722635447621,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,3,0,5,3,3,0,Ball Receipt*,Jude Bellingham,England,1.0,31.0,Pass,Jude Bellingham,England,True,71.5,False,False,False
68,3942819,1,1,32,00:01:32.571,Pass,Jude Bellingham,England,England,44.6,20.3,,1.453497,From Free Kick,Marc Guehi,19.382982,Ground Pass,,-1.9905921,36.7,2.6,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,3,0,5,3,3,0,Carry,Jude Bellingham,England,1.0,31.0,Ball Receipt*,Marc Guehi,England,True,75.4,False,False,False
