event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Netherlands_score,England_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
2596,3942819,2,68,53,00:23:53.310,Carry,Luke Shaw,England,England,46.1,5.1,,0.079999,From Free Kick,,,,,,,,,,,,False,46.1,5.1,0.0,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,2,3,0,5,3,0,0,Ball Receipt*,Luke Shaw,England,68.0,53.0,Pass,Luke Shaw,England,True,73.9,False,False,False
2597,3942819,2,68,53,00:23:53.390,Pass,Luke Shaw,England,England,46.1,5.1,,1.574818,From Free Kick,Marc Guehi,26.565014,Ground Pass,,2.8317463,20.8,13.2,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,2,3,0,5,3,0,0,Carry,Luke Shaw,England,68.0,53.0,Ball Receipt*,Marc Guehi,England,True,73.9,False,False,False
2598,3942819,2,68,54,00:23:54.965,Ball Receipt*,Marc Guehi,England,England,20.8,13.2,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,2,3,0,5,3,0,0,Pass,Luke Shaw,England,68.0,53.0,Carry,Marc Guehi,England,True,99.2,False,False,False
2599,3942819,2,68,54,00:23:54.965,Carry,Marc Guehi,England,England,20.8,13.2,,1.046747,From Free Kick,,,,,,,,,,,,False,20.8,13.2,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,2,3,0,5,3,0,0,Ball Receipt*,Marc Guehi,England,68.0,54.0,Pass,Marc Guehi,England,True,99.2,False,False,False
2600,3942819,2,68,56,00:23:56.012,Pass,Marc Guehi,England,England,20.8,13.2,,2.216443,From Free Kick,John Stones,47.325363,Ground Pass,,1.3837609,29.6,59.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,2,3,0,5,3,0,0,Carry,Marc Guehi,England,68.0,54.0,Ball Receipt*,John Stones,England,True,99.2,False,False,False
2601,3942819,2,68,58,00:23:58.228,Ball Receipt*,John Stones,England,England,29.6,59.7,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,2,3,0,5,3,0,0,Pass,Marc Guehi,England,68.0,56.0,Carry,John Stones,England,True,90.4,False,False,False
2602,3942819,2,68,58,00:23:58.228,Carry,John Stones,England,England,29.6,59.7,,7.175001,From Free Kick,,,,,,,,,,,,False,51.8,53.6,23.02281477143922,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,2,3,0,5,3,0,0,Ball Receipt*,John Stones,England,68.0,58.0,Pass,John Stones,England,True,90.4,False,False,False
2603,3942819,2,69,5,00:24:05.403,Pass,John Stones,England,England,51.8,53.6,,1.136892,From Free Kick,Marc Guehi,14.727526,Ground Pass,,-2.1531494,43.7,41.3,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,2,3,0,5,3,0,0,Carry,John Stones,England,68.0,58.0,Ball Receipt*,Marc Guehi,England,True,68.2,False,False,False
2604,3942819,2,69,6,00:24:06.540,Ball Receipt*,Marc Guehi,England,England,43.7,41.3,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,2,3,0,5,3,0,0,Pass,John Stones,England,69.0,5.0,Carry,Marc Guehi,England,True,76.3,False,False,False
2605,3942819,2,69,6,00:24:06.540,Carry,Marc Guehi,England,England,43.7,41.3,,3.586455,From Free Kick,,,,,,,,,,,,False,47.7,40.2,4.148493702538307,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,2,3,0,5,3,0,0,Ball Receipt*,Marc Guehi,England,69.0,6.0,Pass,Marc Guehi,England,True,76.3,False,False,False
2606,3942819,2,69,10,00:24:10.127,Pass,Marc Guehi,England,England,47.7,40.2,,1.071992,From Free Kick,John Stones,14.534442,Ground Pass,,1.3909428,50.3,54.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,2,3,0,5,3,0,0,Carry,Marc Guehi,England,69.0,6.0,Ball Receipt*,John Stones,England,True,72.3,False,False,False
2607,3942819,2,69,11,00:24:11.199,Ball Receipt*,John Stones,England,England,50.3,54.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,2,3,0,5,3,0,0,Pass,Marc Guehi,England,69.0,10.0,Carry,John Stones,England,True,69.7,False,False,False
2608,3942819,2,69,11,00:24:11.199,Carry,John Stones,England,England,50.3,54.5,,3.578913,From Free Kick,,,,,,,,,,,,False,52.4,51.4,3.744329045369813,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,2,3,0,5,3,0,0,Ball Receipt*,John Stones,England,69.0,11.0,Pass,John Stones,England,True,69.7,False,False,False
2609,3942819,2,69,14,00:24:14.778,Pass,John Stones,England,England,52.4,51.4,,6.038733,From Free Kick,Jude Bellingham,75.48987,High Pass,Out,-0.46127793,120.0,17.8,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,2,3,0,5,3,0,0,Carry,John Stones,England,69.0,11.0,Pressure,Jerdy Schouten,Netherlands,False,67.6,False,False,False
2610,3942819,2,69,18,00:24:18.632,Pressure,Jerdy Schouten,Netherlands,England,5.1,63.6,,1.042152,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Pass,John Stones,England,69.0,14.0,Ball Receipt*,Jude Bellingham,England,False,114.9,False,False,False
2611,3942819,2,69,20,00:24:20.816,Ball Receipt*,Jude Bellingham,England,England,100.7,22.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,1,0,2,3,0,5,3,3,0,Pressure,Jerdy Schouten,Netherlands,69.0,18.0,Pass,Virgil van Dijk,Netherlands,False,19.299999999999997,False,True,False
2612,3942819,2,69,47,00:24:47.861,Pass,Virgil van Dijk,Netherlands,Netherlands,3.6,31.7,,0.989565,From Goal Kick,Bart Verbruggen,10.903669,Ground Pass,,1.4327903,5.1,42.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Jude Bellingham,England,69.0,20.0,Ball Receipt*,Bart Verbruggen,Netherlands,True,116.4,False,False,False
2613,3942819,2,69,48,00:24:48.850,Ball Receipt*,Bart Verbruggen,Netherlands,Netherlands,5.1,42.5,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,1,0,3,1,1,9,5,0,0,Pass,Virgil van Dijk,Netherlands,69.0,47.0,Pass,Bart Verbruggen,Netherlands,True,114.9,False,False,False
2614,3942819,2,69,50,00:24:50.756,Pass,Bart Verbruggen,Netherlands,Netherlands,5.1,42.5,,1.55779,From Goal Kick,Jerdy Schouten,23.201939,Ground Pass,,0.40772143,26.4,51.7,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Bart Verbruggen,Netherlands,69.0,48.0,Ball Receipt*,Jerdy Schouten,Netherlands,True,114.9,False,False,False
2615,3942819,2,69,52,00:24:52.313,Ball Receipt*,Jerdy Schouten,Netherlands,Netherlands,26.4,51.7,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Pass,Bart Verbruggen,Netherlands,69.0,50.0,Carry,Jerdy Schouten,Netherlands,True,93.6,False,False,False
2616,3942819,2,69,52,00:24:52.313,Carry,Jerdy Schouten,Netherlands,Netherlands,26.4,51.7,,1.055969,From Goal Kick,,,,,,,,,,,,False,27.0,51.7,0.6000000000000014,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Jerdy Schouten,Netherlands,69.0,52.0,Pass,Jerdy Schouten,Netherlands,True,93.6,False,False,False
2617,3942819,2,69,53,00:24:53.369,Pass,Jerdy Schouten,Netherlands,Netherlands,27.0,51.7,,1.038388,From Goal Kick,Xavi Simons,17.463104,Ground Pass,Incomplete,0.35072795,43.4,57.7,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Carry,Jerdy Schouten,Netherlands,69.0,52.0,Ball Receipt*,Xavi Simons,Netherlands,True,93.0,False,False,False
2618,3942819,2,69,54,00:24:54.408,Ball Receipt*,Xavi Simons,Netherlands,Netherlands,49.9,63.8,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,3,1,1,9,5,0,1,Pass,Jerdy Schouten,Netherlands,69.0,53.0,Interception,Declan Rice,England,False,70.1,False,False,False
2619,3942819,2,69,54,00:24:54.408,Interception,Declan Rice,England,Netherlands,76.7,22.4,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,2,3,0,5,3,0,0,Ball Receipt*,Xavi Simons,Netherlands,69.0,54.0,Carry,Declan Rice,England,True,43.3,False,False,False
2620,3942819,2,69,54,00:24:54.408,Carry,Declan Rice,England,Netherlands,76.7,22.4,,1.322505,From Goal Kick,,,,,,,,,,,,False,84.3,16.5,9.621330469326988,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,2,3,0,5,3,0,0,Interception,Declan Rice,England,69.0,54.0,Pass,Declan Rice,England,True,43.3,False,False,False
2621,3942819,2,69,55,00:24:55.730,Pass,Declan Rice,England,Netherlands,84.3,16.5,,2.412754,From Goal Kick,,34.0147,High Pass,Incomplete,0.61409783,112.1,36.1,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,2,3,0,5,3,0,0,Carry,Declan Rice,England,69.0,54.0,Ball Recovery,Bart Verbruggen,Netherlands,False,35.7,False,False,False
2622,3942819,2,69,58,00:24:58.143,Ball Recovery,Bart Verbruggen,Netherlands,Netherlands,8.0,44.0,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,1,0,3,1,1,9,5,0,0,Pass,Declan Rice,England,69.0,55.0,Pass,Bart Verbruggen,Netherlands,True,112.0,False,False,False
2623,3942819,2,70,3,00:25:03.310,Pass,Bart Verbruggen,Netherlands,Netherlands,8.0,44.0,,0.966124,From Goal Kick,Virgil van Dijk,16.168179,Ground Pass,,-1.2823017,12.6,28.5,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,1,0,3,1,1,9,5,0,0,Ball Recovery,Bart Verbruggen,Netherlands,69.0,58.0,Ball Receipt*,Virgil van Dijk,Netherlands,True,112.0,False,False,False
2624,3942819,2,70,4,00:25:04.276,Ball Receipt*,Virgil van Dijk,Netherlands,Netherlands,12.6,28.5,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,3,1,1,9,5,0,0,Pass,Bart Verbruggen,Netherlands,70.0,3.0,Pass,Virgil van Dijk,Netherlands,True,107.4,False,False,False
2625,3942819,2,70,4,00:25:04.720,Pass,Virgil van Dijk,Netherlands,Netherlands,13.4,28.5,,1.239769,From Goal Kick,Tijjani Reijnders,16.2,Ground Pass,,0.0,29.6,28.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Virgil van Dijk,Netherlands,70.0,4.0,Ball Receipt*,Tijjani Reijnders,Netherlands,True,106.6,False,False,False
2626,3942819,2,70,5,00:25:05.960,Ball Receipt*,Tijjani Reijnders,Netherlands,Netherlands,29.6,28.5,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Pass,Virgil van Dijk,Netherlands,70.0,4.0,Carry,Tijjani Reijnders,Netherlands,True,90.4,False,False,False
2627,3942819,2,70,5,00:25:05.960,Carry,Tijjani Reijnders,Netherlands,Netherlands,29.6,28.5,,1.454232,From Goal Kick,,,,,,,,,,,,False,29.6,28.5,0.0,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Tijjani Reijnders,Netherlands,70.0,5.0,Pass,Tijjani Reijnders,Netherlands,True,90.4,False,False,False
2628,3942819,2,70,7,00:25:07.414,Pass,Tijjani Reijnders,Netherlands,Netherlands,29.6,28.5,,1.100395,From Goal Kick,Nathan Aké,19.043371,Ground Pass,,-1.760983,26.0,9.8,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Carry,Tijjani Reijnders,Netherlands,70.0,5.0,Ball Receipt*,Nathan Aké,Netherlands,True,90.4,False,False,False
2629,3942819,2,70,8,00:25:08.514,Ball Receipt*,Nathan Aké,Netherlands,Netherlands,26.0,9.8,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,1,0,3,1,1,9,5,0,0,Pass,Tijjani Reijnders,Netherlands,70.0,7.0,Carry,Nathan Aké,Netherlands,True,94.0,False,False,False
2630,3942819,2,70,8,00:25:08.514,Carry,Nathan Aké,Netherlands,Netherlands,26.0,9.8,,3.390228,From Goal Kick,,,,,,,,,,,,False,25.5,16.9,7.117583859709695,,False,,"{'id': 6, 'name': 'Left Back'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Nathan Aké,Netherlands,70.0,8.0,Pass,Nathan Aké,Netherlands,True,94.0,False,False,False
2631,3942819,2,70,11,00:25:11.904,Pass,Nathan Aké,Netherlands,Netherlands,25.5,16.9,,0.677674,From Goal Kick,Joey Veerman,9.676776,Ground Pass,,0.3152147,34.7,19.9,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,1,0,3,1,1,9,5,0,0,Carry,Nathan Aké,Netherlands,70.0,8.0,Ball Receipt*,Joey Veerman,Netherlands,True,94.5,False,False,False
2632,3942819,2,70,12,00:25:12.582,Ball Receipt*,Joey Veerman,Netherlands,Netherlands,34.7,19.9,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,1,0,3,1,1,9,5,0,0,Pass,Nathan Aké,Netherlands,70.0,11.0,Carry,Joey Veerman,Netherlands,True,85.3,False,False,False
2633,3942819,2,70,12,00:25:12.582,Carry,Joey Veerman,Netherlands,Netherlands,34.7,19.9,,0.784774,From Goal Kick,,,,,,,,,,,,False,31.6,19.3,3.1575306807693897,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Joey Veerman,Netherlands,70.0,12.0,Pass,Joey Veerman,Netherlands,True,85.3,False,False,False
2634,3942819,2,70,13,00:25:13.367,Pass,Joey Veerman,Netherlands,Netherlands,31.6,19.3,,1.149664,From Goal Kick,Virgil van Dijk,18.64886,Ground Pass,,2.6803432,14.9,27.6,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,1,0,3,1,1,9,5,0,0,Carry,Joey Veerman,Netherlands,70.0,12.0,Ball Receipt*,Virgil van Dijk,Netherlands,True,88.4,False,False,False
2635,3942819,2,70,14,00:25:14.517,Ball Receipt*,Virgil van Dijk,Netherlands,Netherlands,14.9,27.6,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,3,1,1,9,5,0,0,Pass,Joey Veerman,Netherlands,70.0,13.0,Carry,Virgil van Dijk,Netherlands,True,105.1,False,False,False
2636,3942819,2,70,14,00:25:14.517,Carry,Virgil van Dijk,Netherlands,Netherlands,14.9,27.6,,1.51651,From Goal Kick,,,,,,,,,,,,False,14.9,27.6,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Virgil van Dijk,Netherlands,70.0,14.0,Pass,Virgil van Dijk,Netherlands,True,105.1,False,False,False
2637,3942819,2,70,16,00:25:16.033,Pass,Virgil van Dijk,Netherlands,Netherlands,14.9,27.6,,1.552737,From Goal Kick,Stefan de Vrij,34.634087,Ground Pass,,1.3258177,23.3,61.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,3,1,1,9,5,0,0,Carry,Virgil van Dijk,Netherlands,70.0,14.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,105.1,False,False,False
2638,3942819,2,70,17,00:25:17.586,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,23.3,61.2,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,3,1,1,9,5,1,0,Pass,Virgil van Dijk,Netherlands,70.0,16.0,Carry,Stefan de Vrij,Netherlands,True,96.7,False,False,False
2639,3942819,2,70,17,00:25:17.586,Carry,Stefan de Vrij,Netherlands,Netherlands,23.3,61.2,,0.84385,From Goal Kick,,,,,,,,,,,,False,23.3,61.2,0.0,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,3,1,1,9,5,1,0,Ball Receipt*,Stefan de Vrij,Netherlands,70.0,17.0,Pass,Stefan de Vrij,Netherlands,True,96.7,False,False,False
2640,3942819,2,70,18,00:25:18.430,Pass,Stefan de Vrij,Netherlands,Netherlands,23.3,61.2,,1.421287,From Goal Kick,Xavi Simons,22.622555,Ground Pass,,0.6284713,41.6,74.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,3,1,1,9,5,1,0,Carry,Stefan de Vrij,Netherlands,70.0,17.0,Ball Receipt*,Xavi Simons,Netherlands,True,96.7,False,False,False
2641,3942819,2,70,19,00:25:19.851,Ball Receipt*,Xavi Simons,Netherlands,Netherlands,41.6,74.5,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,3,1,1,9,5,0,1,Pass,Stefan de Vrij,Netherlands,70.0,18.0,Carry,Xavi Simons,Netherlands,True,78.4,False,False,False
2642,3942819,2,70,19,00:25:19.851,Carry,Xavi Simons,Netherlands,Netherlands,41.6,74.5,,0.468796,From Goal Kick,,,,,,,,,,,,False,41.6,74.5,0.0,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,3,1,1,9,5,0,1,Ball Receipt*,Xavi Simons,Netherlands,70.0,19.0,Pass,Xavi Simons,Netherlands,True,78.4,False,False,False
2643,3942819,2,70,20,00:25:20.320,Pass,Xavi Simons,Netherlands,Netherlands,41.6,74.5,,1.00809,From Goal Kick,Jerdy Schouten,15.520632,Ground Pass,,-1.5192292,42.4,59.0,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,3,1,1,9,5,0,1,Carry,Xavi Simons,Netherlands,70.0,19.0,Ball Receipt*,Jerdy Schouten,Netherlands,True,78.4,False,False,False
2644,3942819,2,70,21,00:25:21.328,Ball Receipt*,Jerdy Schouten,Netherlands,Netherlands,42.4,59.0,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Pass,Xavi Simons,Netherlands,70.0,20.0,Carry,Jerdy Schouten,Netherlands,True,77.6,False,False,False
2645,3942819,2,70,21,00:25:21.328,Carry,Jerdy Schouten,Netherlands,Netherlands,42.4,59.0,,0.003953001,From Goal Kick,,,,,,,,,,,,False,42.4,59.0,0.0,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Jerdy Schouten,Netherlands,70.0,21.0,Pass,Jerdy Schouten,Netherlands,True,77.6,False,False,False
2646,3942819,2,70,21,00:25:21.332,Pass,Jerdy Schouten,Netherlands,Netherlands,42.4,59.0,,0.98421,From Goal Kick,Xavi Simons,15.331015,Ground Pass,,1.7016237,40.4,74.2,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Carry,Jerdy Schouten,Netherlands,70.0,21.0,Ball Receipt*,Xavi Simons,Netherlands,True,77.6,False,False,False
2647,3942819,2,70,22,00:25:22.316,Ball Receipt*,Xavi Simons,Netherlands,Netherlands,40.4,74.2,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,3,1,1,9,5,0,1,Pass,Jerdy Schouten,Netherlands,70.0,21.0,Carry,Xavi Simons,Netherlands,True,79.6,False,False,False
2648,3942819,2,70,22,00:25:22.316,Carry,Xavi Simons,Netherlands,Netherlands,40.4,74.2,,0.776457,From Goal Kick,,,,,,,,,,,,False,41.9,75.0,1.6999999999999986,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,3,1,1,9,5,0,1,Ball Receipt*,Xavi Simons,Netherlands,70.0,22.0,Pass,Xavi Simons,Netherlands,True,79.6,False,False,False
2649,3942819,2,70,23,00:25:23.092,Pass,Xavi Simons,Netherlands,Netherlands,41.9,75.0,,1.114864,From Goal Kick,Stefan de Vrij,18.55694,Ground Pass,,-2.101974,32.5,59.0,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,3,1,1,9,5,0,1,Carry,Xavi Simons,Netherlands,70.0,22.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,78.1,False,False,False
2650,3942819,2,70,24,00:25:24.207,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,32.5,59.0,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,3,1,1,9,5,1,0,Pass,Xavi Simons,Netherlands,70.0,23.0,Carry,Stefan de Vrij,Netherlands,True,87.5,False,False,False
2651,3942819,2,70,24,00:25:24.207,Carry,Stefan de Vrij,Netherlands,Netherlands,32.5,59.0,,0.99809,From Goal Kick,,,,,,,,,,,,False,32.5,59.0,0.0,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,3,1,1,9,5,1,0,Ball Receipt*,Stefan de Vrij,Netherlands,70.0,24.0,Pass,Stefan de Vrij,Netherlands,True,87.5,False,False,False
2652,3942819,2,70,25,00:25:25.205,Pass,Stefan de Vrij,Netherlands,Netherlands,32.5,59.0,,1.353381,From Goal Kick,Tijjani Reijnders,14.8556385,Ground Pass,,-1.1402692,38.7,45.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,3,1,1,9,5,1,0,Carry,Stefan de Vrij,Netherlands,70.0,24.0,Ball Receipt*,Tijjani Reijnders,Netherlands,True,87.5,False,False,False
2653,3942819,2,70,26,00:25:26.559,Ball Receipt*,Tijjani Reijnders,Netherlands,Netherlands,38.7,45.5,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Pass,Stefan de Vrij,Netherlands,70.0,25.0,Carry,Tijjani Reijnders,Netherlands,True,81.3,False,False,False
2654,3942819,2,70,26,00:25:26.559,Carry,Tijjani Reijnders,Netherlands,Netherlands,38.7,45.5,,2.543328,From Goal Kick,,,,,,,,,,,,False,42.4,47.1,4.031128874149272,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Tijjani Reijnders,Netherlands,70.0,26.0,Pass,Tijjani Reijnders,Netherlands,True,81.3,False,False,False
2655,3942819,2,70,29,00:25:29.102,Pass,Tijjani Reijnders,Netherlands,Netherlands,42.4,47.1,,3.682211,From Goal Kick,Xavi Simons,40.881413,Ground Pass,,0.58868104,76.4,69.8,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Carry,Tijjani Reijnders,Netherlands,70.0,26.0,Ball Receipt*,Xavi Simons,Netherlands,True,77.6,False,False,False
2656,3942819,2,70,32,00:25:32.784,Ball Receipt*,Xavi Simons,Netherlands,Netherlands,76.4,69.8,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,3,1,1,9,5,0,1,Pass,Tijjani Reijnders,Netherlands,70.0,29.0,Carry,Xavi Simons,Netherlands,True,43.599999999999994,False,False,False
2657,3942819,2,70,32,00:25:32.784,Carry,Xavi Simons,Netherlands,Netherlands,76.4,69.8,,2.959885,From Goal Kick,,,,,,,,,,,,False,84.4,68.4,8.12157620169878,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,3,1,1,9,5,0,1,Ball Receipt*,Xavi Simons,Netherlands,70.0,32.0,Pass,Xavi Simons,Netherlands,True,43.599999999999994,False,False,False
2658,3942819,2,70,35,00:25:35.744,Pass,Xavi Simons,Netherlands,Netherlands,84.4,68.4,,0.778273,From Goal Kick,Tijjani Reijnders,10.7415085,Ground Pass,,-0.9440534,90.7,59.7,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,3,1,1,9,5,0,1,Carry,Xavi Simons,Netherlands,70.0,32.0,Ball Receipt*,Tijjani Reijnders,Netherlands,True,35.599999999999994,False,False,False
2659,3942819,2,70,36,00:25:36.522,Ball Receipt*,Tijjani Reijnders,Netherlands,Netherlands,90.7,59.7,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Pass,Xavi Simons,Netherlands,70.0,35.0,Carry,Tijjani Reijnders,Netherlands,True,29.299999999999997,False,False,False
2660,3942819,2,70,36,00:25:36.522,Carry,Tijjani Reijnders,Netherlands,Netherlands,90.7,59.7,,0.04,From Goal Kick,,,,,,,,,,,,False,90.7,59.7,0.0,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Ball Receipt*,Tijjani Reijnders,Netherlands,70.0,36.0,Pass,Tijjani Reijnders,Netherlands,True,29.299999999999997,False,False,False
2661,3942819,2,70,36,00:25:36.562,Pass,Tijjani Reijnders,Netherlands,Netherlands,90.7,59.7,,2.161538,From Goal Kick,Xavi Simons,14.280406,Ground Pass,,1.9435005,85.5,73.0,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,3,1,1,9,5,0,0,Carry,Tijjani Reijnders,Netherlands,70.0,36.0,Ball Receipt*,Xavi Simons,Netherlands,True,29.299999999999997,False,False,False
2662,3942819,2,70,38,00:25:38.724,Ball Receipt*,Xavi Simons,Netherlands,Netherlands,85.5,73.0,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,3,1,1,9,5,0,1,Pass,Tijjani Reijnders,Netherlands,70.0,36.0,Carry,Xavi Simons,Netherlands,True,34.5,False,False,False
