event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Denmark_score,England_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
21928,3930171,1,0,0,00:00:00.000,Starting XI,,Denmark,Denmark,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,0,1,1,0,0,,,,,,Starting XI,,England,False,,False,,False
21929,3930171,1,0,0,00:00:00.000,Starting XI,,England,Denmark,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,1,0,0,0,Starting XI,,Denmark,0.0,0.0,Half Start,,England,True,,False,,False
21930,3930171,1,0,0,00:00:00.000,Half Start,,England,Denmark,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,1,0,0,0,Starting XI,,England,0.0,0.0,Half Start,,Denmark,False,,False,,False
21931,3930171,1,0,0,00:00:00.000,Half Start,,Denmark,Denmark,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,0,1,1,0,0,Half Start,,England,0.0,0.0,Pass,Bukayo Saka,England,False,,False,,False
21932,3930171,1,0,0,00:00:00.864,Pass,Bukayo Saka,England,England,60.0,40.0,,2.554003,From Kick Off,Jordan Pickford,33.574394,Ground Pass,,-2.9921136,26.8,35.0,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,1,0,0,0,Half Start,,Denmark,0.0,0.0,Ball Receipt*,Jordan Pickford,England,True,60.0,False,False,False
21933,3930171,1,0,3,00:00:03.418,Ball Receipt*,Jordan Pickford,England,England,26.8,35.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,1,0,0,0,Pass,Bukayo Saka,England,0.0,0.0,Carry,Jordan Pickford,England,True,93.2,False,False,False
21934,3930171,1,0,3,00:00:03.418,Carry,Jordan Pickford,England,England,26.8,35.0,,1.671796,From Kick Off,,,,,,,,,,,,False,27.6,33.9,1.3601470508735458,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Jordan Pickford,England,0.0,3.0,Pass,Jordan Pickford,England,True,93.2,False,False,False
21935,3930171,1,0,5,00:00:05.090,Pass,Jordan Pickford,England,England,27.6,33.9,,3.743306,From Kick Off,,76.669815,High Pass,Incomplete,0.066568166,104.1,39.0,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,1,0,0,0,Carry,Jordan Pickford,England,0.0,3.0,Pass,Jannik Vestergaard,Denmark,False,92.4,False,False,False
21936,3930171,1,0,8,00:00:08.833,Pass,Jannik Vestergaard,Denmark,Denmark,16.0,41.1,,2.379021,Regular Play,Christian Dannemann Eriksen,21.737526,Low Pass,,-0.4471882,35.6,31.7,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,1,0,1,1,0,0,Pass,Jordan Pickford,England,0.0,5.0,Pressure,Declan Rice,England,False,104.0,False,False,False
21937,3930171,1,0,10,00:00:10.885,Pressure,Declan Rice,England,Denmark,84.6,45.1,,0.399126,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Pass,Jannik Vestergaard,Denmark,0.0,8.0,Ball Receipt*,Christian Dannemann Eriksen,Denmark,False,35.400000000000006,False,False,False
21938,3930171,1,0,11,00:00:11.212,Ball Receipt*,Christian Dannemann Eriksen,Denmark,Denmark,35.6,31.7,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,1,0,1,1,1,0,Pressure,Declan Rice,England,0.0,10.0,Carry,Christian Dannemann Eriksen,Denmark,True,84.4,False,False,True
21939,3930171,1,0,11,00:00:11.212,Carry,Christian Dannemann Eriksen,Denmark,Denmark,35.6,31.7,True,0.09852,Regular Play,,,,,,,,,,,,False,36.0,31.1,0.7211102550927952,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,1,0,1,1,1,0,Ball Receipt*,Christian Dannemann Eriksen,Denmark,0.0,11.0,Pass,Christian Dannemann Eriksen,Denmark,True,84.4,False,False,False
21940,3930171,1,0,11,00:00:11.311,Pass,Christian Dannemann Eriksen,Denmark,Denmark,36.0,31.1,,3.741666,Regular Play,Rasmus Winther Højlund,57.833553,High Pass,,-0.29112557,91.4,14.5,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,1,0,1,1,1,0,Carry,Christian Dannemann Eriksen,Denmark,0.0,11.0,Ball Receipt*,Rasmus Winther Højlund,Denmark,True,84.0,False,False,False
21941,3930171,1,0,15,00:00:15.052,Ball Receipt*,Rasmus Winther Højlund,Denmark,Denmark,91.4,14.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,1,0,1,1,0,0,Pass,Christian Dannemann Eriksen,Denmark,0.0,11.0,Carry,Rasmus Winther Højlund,Denmark,True,28.599999999999994,False,False,False
21942,3930171,1,0,15,00:00:15.052,Carry,Rasmus Winther Højlund,Denmark,Denmark,91.4,14.5,True,5.135279,Regular Play,,,,,,,,,,,,False,98.4,10.8,7.9177016867270265,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,1,0,1,1,0,0,Ball Receipt*,Rasmus Winther Højlund,Denmark,0.0,15.0,Pressure,Kyle Walker,England,False,28.599999999999994,False,False,False
21943,3930171,1,0,15,00:00:15.591,Pressure,Kyle Walker,England,Denmark,23.3,65.4,,2.117592,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,Rasmus Winther Højlund,Denmark,0.0,15.0,Pass,Rasmus Winther Højlund,Denmark,False,96.7,False,False,False
21944,3930171,1,0,20,00:00:20.188,Pass,Rasmus Winther Højlund,Denmark,Denmark,98.4,10.8,,1.053454,Regular Play,Pierre-Emile Højbjerg,18.183784,Ground Pass,,2.3911996,85.1,23.2,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,1,0,1,1,0,0,Pressure,Kyle Walker,England,0.0,15.0,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,True,21.599999999999994,False,True,False
21945,3930171,1,0,21,00:00:21.241,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,Denmark,85.1,23.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,0,1,1,0,0,Pass,Rasmus Winther Højlund,Denmark,0.0,20.0,Carry,Pierre-Emile Højbjerg,Denmark,True,34.900000000000006,False,False,False
21946,3930171,1,0,21,00:00:21.241,Carry,Pierre-Emile Højbjerg,Denmark,Denmark,85.1,23.2,,1.081675,Regular Play,,,,,,,,,,,,False,91.4,24.1,6.363961030678939,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,0,1,1,0,0,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,0.0,21.0,Pass,Pierre-Emile Højbjerg,Denmark,True,34.900000000000006,False,False,False
21947,3930171,1,0,22,00:00:22.323,Pass,Pierre-Emile Højbjerg,Denmark,Denmark,91.4,24.1,,0.676756,Regular Play,Christian Dannemann Eriksen,13.727709,Ground Pass,,0.89378005,100.0,34.8,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,0,1,1,0,0,Carry,Pierre-Emile Højbjerg,Denmark,0.0,21.0,Ball Receipt*,Christian Dannemann Eriksen,Denmark,True,28.599999999999994,False,False,False
21948,3930171,1,0,22,00:00:22.999,Ball Receipt*,Christian Dannemann Eriksen,Denmark,Denmark,100.0,34.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,1,0,1,1,1,0,Pass,Pierre-Emile Højbjerg,Denmark,0.0,22.0,Pass,Christian Dannemann Eriksen,Denmark,True,20.0,False,True,False
21949,3930171,1,0,22,00:00:22.999,Pass,Christian Dannemann Eriksen,Denmark,Denmark,99.8,34.5,,0.697593,Regular Play,Pierre-Emile Højbjerg,7.5960517,Ground Pass,,-1.9341894,97.1,27.4,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,1,0,1,1,1,0,Ball Receipt*,Christian Dannemann Eriksen,Denmark,0.0,22.0,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,True,20.200000000000003,False,True,False
21950,3930171,1,0,23,00:00:23.697,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,Denmark,97.1,27.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,0,1,1,0,0,Pass,Christian Dannemann Eriksen,Denmark,0.0,22.0,Shot,Pierre-Emile Højbjerg,Denmark,True,22.900000000000006,False,True,False
21951,3930171,1,0,23,00:00:23.738,Shot,Pierre-Emile Højbjerg,Denmark,Denmark,97.1,27.4,,0.949771,Regular Play,,,,,,,,Saved,0.025765574,Right Foot,Half Volley,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,0,1,1,0,0,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,0.0,23.0,Goal Keeper,Jordan Pickford,England,False,22.900000000000006,False,True,False
21952,3930171,1,0,24,00:00:24.687,Goal Keeper,Jordan Pickford,England,England,2.6,42.0,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,1,0,0,0,Shot,Pierre-Emile Højbjerg,Denmark,0.0,23.0,Pass,Jordan Pickford,England,True,117.4,False,False,False
21953,3930171,1,0,32,00:00:32.291,Pass,Jordan Pickford,England,England,15.5,46.3,,1.569615,From Keeper,John Stones,7.600658,Ground Pass,,1.5839535,15.4,53.9,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,1,0,0,0,Goal Keeper,Jordan Pickford,England,0.0,24.0,Ball Receipt*,John Stones,England,True,104.5,False,False,False
21954,3930171,1,0,33,00:00:33.860,Ball Receipt*,John Stones,England,England,15.4,53.9,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Jordan Pickford,England,0.0,32.0,Carry,John Stones,England,True,104.6,False,False,False
21955,3930171,1,0,33,00:00:33.860,Carry,John Stones,England,England,15.4,53.9,,3.580898,From Keeper,,,,,,,,,,,,False,19.9,49.3,6.435060217278467,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,John Stones,England,0.0,33.0,Pass,John Stones,England,True,104.6,False,False,False
21956,3930171,1,0,37,00:00:37.441,Pass,John Stones,England,England,19.9,49.3,,1.255502,From Keeper,Declan Rice,12.928264,Ground Pass,,-1.1313654,25.4,37.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,John Stones,England,0.0,33.0,Ball Receipt*,Declan Rice,England,True,100.1,False,False,False
21957,3930171,1,0,38,00:00:38.697,Ball Receipt*,Declan Rice,England,England,25.4,37.6,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Pass,John Stones,England,0.0,37.0,Carry,Declan Rice,England,True,94.6,False,False,False
21958,3930171,1,0,38,00:00:38.697,Carry,Declan Rice,England,England,25.4,37.6,,1.901265,From Keeper,,,,,,,,,,,,False,26.8,36.3,1.9104973174542845,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Declan Rice,England,0.0,38.0,Pass,Declan Rice,England,True,94.6,False,False,False
21959,3930171,1,0,40,00:00:40.598,Pass,Declan Rice,England,England,26.8,36.3,,1.416688,From Keeper,John Stones,13.5,Ground Pass,,1.5707964,26.8,49.8,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Carry,Declan Rice,England,0.0,38.0,Ball Receipt*,John Stones,England,True,93.2,False,False,False
21960,3930171,1,0,42,00:00:42.015,Ball Receipt*,John Stones,England,England,26.8,49.8,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Declan Rice,England,0.0,40.0,Carry,John Stones,England,True,93.2,False,False,False
21961,3930171,1,0,42,00:00:42.015,Carry,John Stones,England,England,26.8,49.8,,2.212015,From Keeper,,,,,,,,,,,,False,26.8,49.3,0.5,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,John Stones,England,0.0,42.0,Pass,John Stones,England,True,93.2,False,False,False
21962,3930171,1,0,44,00:00:44.227,Pass,John Stones,England,England,26.8,49.3,,1.566137,From Keeper,Declan Rice,19.359753,Ground Pass,,-1.2229079,33.4,31.1,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,John Stones,England,0.0,42.0,Ball Receipt*,Declan Rice,England,True,93.2,False,False,False
21963,3930171,1,0,45,00:00:45.793,Ball Receipt*,Declan Rice,England,England,33.4,31.1,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Pass,John Stones,England,0.0,44.0,Carry,Declan Rice,England,True,86.6,False,False,False
21964,3930171,1,0,45,00:00:45.793,Carry,Declan Rice,England,England,33.4,31.1,,1.897352,From Keeper,,,,,,,,,,,,False,37.1,24.8,7.306161783043135,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Declan Rice,England,0.0,45.0,Pass,Declan Rice,England,True,86.6,False,False,False
21965,3930171,1,0,47,00:00:47.690,Pass,Declan Rice,England,England,37.1,24.8,,1.605728,From Keeper,Kieran Trippier,23.469555,Ground Pass,,-1.2274858,45.0,2.7,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Carry,Declan Rice,England,0.0,45.0,Ball Receipt*,Kieran Trippier,England,True,82.9,False,False,False
21966,3930171,1,0,49,00:00:49.296,Ball Receipt*,Kieran Trippier,England,England,45.0,2.7,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Declan Rice,England,0.0,47.0,Carry,Kieran Trippier,England,True,75.0,False,False,False
21967,3930171,1,0,49,00:00:49.296,Carry,Kieran Trippier,England,England,45.0,2.7,,1.086961,From Keeper,,,,,,,,,,,,False,45.9,3.0,0.9486832980505123,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Kieran Trippier,England,0.0,49.0,Pass,Kieran Trippier,England,True,75.0,False,False,False
21968,3930171,1,0,50,00:00:50.383,Pass,Kieran Trippier,England,England,45.9,3.0,,0.074961,From Keeper,Phil Foden,4.509989,Ground Pass,Incomplete,-0.066568166,50.4,2.7,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,Kieran Trippier,England,0.0,49.0,Ball Receipt*,Phil Foden,England,True,74.1,False,False,False
21969,3930171,1,0,50,00:00:50.458,Ball Receipt*,Phil Foden,England,England,59.2,1.4,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,1,0,0,0,Pass,Kieran Trippier,England,0.0,50.0,Block,Joakim Mæhle,Denmark,False,60.8,False,False,False
21970,3930171,1,0,50,00:00:50.458,Block,Joakim Mæhle,Denmark,England,69.7,77.4,,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,1,0,1,1,0,0,Ball Receipt*,Phil Foden,England,0.0,50.0,Pressure,Kieran Trippier,England,False,50.3,False,False,False
21971,3930171,1,0,52,00:00:52.066,Pressure,Kieran Trippier,England,England,41.7,5.3,,0.708899,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Block,Joakim Mæhle,Denmark,0.0,50.0,Ball Recovery,Jonas Older Wind,Denmark,False,78.3,False,False,False
21972,3930171,1,0,52,00:00:52.413,Ball Recovery,Jonas Older Wind,Denmark,England,80.5,72.0,True,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,1,0,1,1,0,0,Pressure,Kieran Trippier,England,0.0,52.0,Carry,Jonas Older Wind,Denmark,True,39.5,False,False,True
21973,3930171,1,0,52,00:00:52.413,Carry,Jonas Older Wind,Denmark,England,80.5,72.0,True,0.625349,From Keeper,,,,,,,,,,,,False,80.9,72.9,0.984885780179618,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,1,0,1,1,0,0,Ball Recovery,Jonas Older Wind,Denmark,0.0,52.0,Dispossessed,Jonas Older Wind,Denmark,True,39.5,False,False,False
21974,3930171,1,0,53,00:00:53.039,Dispossessed,Jonas Older Wind,Denmark,England,80.9,72.9,True,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,1,0,1,1,0,0,Carry,Jonas Older Wind,Denmark,0.0,52.0,Duel,Kieran Trippier,England,False,39.099999999999994,False,False,False
21975,3930171,1,0,53,00:00:53.039,Duel,Kieran Trippier,England,England,39.2,7.2,True,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Dispossessed,Jonas Older Wind,Denmark,0.0,53.0,Ball Recovery,Trent Alexander-Arnold,England,True,80.8,False,False,False
21976,3930171,1,0,54,00:00:54.618,Ball Recovery,Trent Alexander-Arnold,England,England,41.0,29.7,,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Duel,Kieran Trippier,England,0.0,53.0,Carry,Trent Alexander-Arnold,England,True,79.0,False,False,False
21977,3930171,1,0,54,00:00:54.618,Carry,Trent Alexander-Arnold,England,England,41.0,29.7,,0.742604,From Keeper,,,,,,,,,,,,False,42.0,30.5,1.2806248474865702,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Ball Recovery,Trent Alexander-Arnold,England,0.0,54.0,Pass,Trent Alexander-Arnold,England,True,79.0,False,False,False
21978,3930171,1,0,55,00:00:55.361,Pass,Trent Alexander-Arnold,England,England,42.0,30.5,,1.149115,From Keeper,Bukayo Saka,32.662212,Ground Pass,Incomplete,0.87645006,62.9,55.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Carry,Trent Alexander-Arnold,England,0.0,54.0,Ball Receipt*,Bukayo Saka,England,True,78.0,False,False,False
21979,3930171,1,0,56,00:00:56.510,Ball Receipt*,Bukayo Saka,England,England,63.4,73.0,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,1,0,0,0,Pass,Trent Alexander-Arnold,England,0.0,55.0,Ball Recovery,Victor Bernth Kristansen,Denmark,False,56.6,False,False,False
21980,3930171,1,0,56,00:00:56.510,Ball Recovery,Victor Bernth Kristansen,Denmark,England,57.2,24.5,,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,1,0,1,1,0,0,Ball Receipt*,Bukayo Saka,England,0.0,56.0,Carry,Victor Bernth Kristansen,Denmark,True,62.8,False,False,False
21981,3930171,1,0,56,00:00:56.510,Carry,Victor Bernth Kristansen,Denmark,England,57.2,24.5,,4.785833,From Keeper,,,,,,,,,,,,False,78.8,28.2,21.91460700081112,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,1,0,1,1,0,0,Ball Recovery,Victor Bernth Kristansen,Denmark,0.0,56.0,Pass,Victor Bernth Kristansen,Denmark,True,62.8,False,False,False
21982,3930171,1,1,1,00:01:01.296,Pass,Victor Bernth Kristansen,Denmark,England,78.8,28.2,,0.728266,From Keeper,Rasmus Winther Højlund,13.682105,Ground Pass,,0.66104317,89.6,36.6,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,1,0,1,1,0,0,Carry,Victor Bernth Kristansen,Denmark,0.0,56.0,Ball Receipt*,Rasmus Winther Højlund,Denmark,True,41.2,False,False,False
21983,3930171,1,1,2,00:01:02.024,Ball Receipt*,Rasmus Winther Højlund,Denmark,England,89.6,36.6,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,1,0,1,1,0,0,Pass,Victor Bernth Kristansen,Denmark,1.0,1.0,Carry,Rasmus Winther Højlund,Denmark,True,30.400000000000006,False,False,False
21984,3930171,1,1,2,00:01:02.024,Carry,Rasmus Winther Højlund,Denmark,England,89.6,36.6,,0.580788,From Keeper,,,,,,,,,,,,False,90.5,36.9,0.9486832980505183,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,1,0,1,1,0,0,Ball Receipt*,Rasmus Winther Højlund,Denmark,1.0,2.0,Pass,Rasmus Winther Højlund,Denmark,True,30.400000000000006,False,False,False
21985,3930171,1,1,2,00:01:02.605,Pass,Rasmus Winther Højlund,Denmark,England,90.5,36.9,,1.659996,From Keeper,Victor Bernth Kristansen,14.250614,Ground Pass,Incomplete,-3.057286,76.3,35.7,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,1,0,1,1,0,0,Carry,Rasmus Winther Højlund,Denmark,1.0,2.0,Ball Receipt*,Victor Bernth Kristansen,Denmark,True,29.5,False,False,False
21986,3930171,1,1,4,00:01:04.265,Ball Receipt*,Victor Bernth Kristansen,Denmark,England,79.1,36.2,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,1,0,1,1,0,0,Pass,Rasmus Winther Højlund,Denmark,1.0,2.0,Ball Recovery,Harry Kane,England,False,40.900000000000006,False,False,False
21987,3930171,1,1,4,00:01:04.265,Ball Recovery,Harry Kane,England,England,43.8,44.4,,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Victor Bernth Kristansen,Denmark,1.0,4.0,Carry,Harry Kane,England,True,76.2,False,False,False
21988,3930171,1,1,4,00:01:04.265,Carry,Harry Kane,England,England,43.8,44.4,,1.714147,From Keeper,,,,,,,,,,,,False,44.3,51.4,7.0178344238090995,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,1,0,0,0,Ball Recovery,Harry Kane,England,1.0,4.0,Pass,Harry Kane,England,True,76.2,False,False,False
21989,3930171,1,1,5,00:01:05.979,Pass,Harry Kane,England,England,44.3,51.4,,3.463399,From Keeper,Bukayo Saka,38.641945,High Pass,,0.6900995,74.1,76.0,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,1,0,0,0,Carry,Harry Kane,England,1.0,4.0,Pressure,Pierre-Emile Højbjerg,Denmark,False,75.7,False,False,False
21990,3930171,1,1,8,00:01:08.512,Pressure,Pierre-Emile Højbjerg,Denmark,England,50.5,6.6,,1.02331,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,0,1,1,0,0,Pass,Harry Kane,England,1.0,5.0,Ball Receipt*,Bukayo Saka,England,False,69.5,False,False,False
21991,3930171,1,1,9,00:01:09.442,Ball Receipt*,Bukayo Saka,England,England,74.1,76.0,True,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,1,0,0,0,Pressure,Pierre-Emile Højbjerg,Denmark,1.0,8.0,Carry,Bukayo Saka,England,True,45.900000000000006,False,False,True
21992,3930171,1,1,9,00:01:09.442,Carry,Bukayo Saka,England,England,74.1,76.0,True,0.092723005,From Keeper,,,,,,,,,,,,False,75.3,76.5,1.3000000000000027,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Bukayo Saka,England,1.0,9.0,Dribble,Bukayo Saka,England,True,45.900000000000006,False,False,False
21993,3930171,1,1,9,00:01:09.535,Dribble,Bukayo Saka,England,England,75.3,76.5,True,0.0,From Keeper,,,,,,,,,,,,False,,,,Incomplete,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,1,0,0,0,Carry,Bukayo Saka,England,1.0,9.0,Duel,Pierre-Emile Højbjerg,Denmark,False,44.7,False,False,False
21994,3930171,1,1,9,00:01:09.535,Duel,Pierre-Emile Højbjerg,Denmark,England,44.8,3.6,True,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,0,1,1,0,0,Dribble,Bukayo Saka,England,1.0,9.0,Pass,Harry Kane,England,False,75.2,False,False,False
21995,3930171,1,1,15,00:01:15.292,Pass,Harry Kane,England,England,72.0,80.0,,2.159026,From Throw In,Kyle Walker,25.177172,Low Pass,,-2.9091375,47.5,74.2,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,1,0,0,0,Duel,Pierre-Emile Højbjerg,Denmark,1.0,9.0,Ball Receipt*,Kyle Walker,England,True,48.0,False,False,False
21996,3930171,1,1,17,00:01:17.451,Ball Receipt*,Kyle Walker,England,England,47.5,74.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Harry Kane,England,1.0,15.0,Pass,Kyle Walker,England,True,72.5,False,False,False
21997,3930171,1,1,23,00:01:23.631,Pass,Kyle Walker,England,England,50.8,61.1,,1.319132,From Throw In,John Stones,20.984756,Ground Pass,,-1.7625844,46.8,40.5,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Kyle Walker,England,1.0,17.0,Ball Receipt*,John Stones,England,True,69.2,False,False,False
