event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Ukraine_score,Belgium_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
35154,3938645,1,0,0,00:00:00.000,Starting XI,,Ukraine,Ukraine,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,1,2,4,0,0,,,,,,Starting XI,,Belgium,False,,False,,False
35155,3938645,1,0,0,00:00:00.000,Starting XI,,Belgium,Ukraine,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,1,2,1,0,0,Starting XI,,Ukraine,0.0,0.0,Half Start,,Belgium,True,,False,,False
35156,3938645,1,0,0,00:00:00.000,Half Start,,Belgium,Ukraine,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,1,2,1,0,0,Starting XI,,Belgium,0.0,0.0,Half Start,,Ukraine,False,,False,,False
35157,3938645,1,0,0,00:00:00.000,Half Start,,Ukraine,Ukraine,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,1,2,4,0,0,Half Start,,Belgium,0.0,0.0,Pass,Kevin De Bruyne,Belgium,False,,False,,False
35158,3938645,1,0,1,00:00:01.181,Pass,Kevin De Bruyne,Belgium,Belgium,60.0,40.0,,0.733966,From Kick Off,Youri Tielemans,5.162364,Ground Pass,,-1.1938871,61.9,35.2,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,1,2,1,1,0,Half Start,,Ukraine,0.0,0.0,Ball Receipt*,Youri Tielemans,Belgium,True,60.0,False,False,False
35159,3938645,1,0,1,00:00:01.915,Ball Receipt*,Youri Tielemans,Belgium,Belgium,61.9,35.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,1,2,1,1,0,Pass,Kevin De Bruyne,Belgium,0.0,1.0,Carry,Youri Tielemans,Belgium,True,58.1,False,False,False
35160,3938645,1,0,1,00:00:01.915,Carry,Youri Tielemans,Belgium,Belgium,61.9,35.2,,0.53438,From Kick Off,,,,,,,,,,,,False,60.7,35.2,1.1999999999999957,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,1,2,1,1,0,Ball Receipt*,Youri Tielemans,Belgium,0.0,1.0,Pass,Youri Tielemans,Belgium,True,58.1,False,False,False
35161,3938645,1,0,2,00:00:02.449,Pass,Youri Tielemans,Belgium,Belgium,60.7,35.2,,3.209448,From Kick Off,Jan Vertonghen,27.982315,Ground Pass,,-2.5109572,38.1,18.7,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,1,2,1,1,0,Carry,Youri Tielemans,Belgium,0.0,1.0,Ball Receipt*,Jan Vertonghen,Belgium,True,59.3,False,False,False
35162,3938645,1,0,5,00:00:05.659,Ball Receipt*,Jan Vertonghen,Belgium,Belgium,38.1,18.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,2,1,0,0,Pass,Youri Tielemans,Belgium,0.0,2.0,Carry,Jan Vertonghen,Belgium,True,81.9,False,False,False
35163,3938645,1,0,5,00:00:05.659,Carry,Jan Vertonghen,Belgium,Belgium,38.1,18.7,,2.419657,From Kick Off,,,,,,,,,,,,False,23.6,18.1,14.512408483776909,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,2,1,0,0,Ball Receipt*,Jan Vertonghen,Belgium,0.0,5.0,Pass,Jan Vertonghen,Belgium,True,81.9,False,False,False
35164,3938645,1,0,8,00:00:08.079,Pass,Jan Vertonghen,Belgium,Belgium,23.6,18.1,,1.407869,From Kick Off,Koen Casteels,19.708374,Ground Pass,,2.428013,8.7,31.0,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,2,1,0,0,Carry,Jan Vertonghen,Belgium,0.0,5.0,Ball Receipt*,Koen Casteels,Belgium,True,96.4,False,False,False
35165,3938645,1,0,9,00:00:09.486,Ball Receipt*,Koen Casteels,Belgium,Belgium,8.7,31.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,1,2,1,0,0,Pass,Jan Vertonghen,Belgium,0.0,8.0,Carry,Koen Casteels,Belgium,True,111.3,False,False,False
35166,3938645,1,0,9,00:00:09.486,Carry,Koen Casteels,Belgium,Belgium,8.7,31.0,True,1.77627,From Kick Off,,,,,,,,,,,,False,10.3,33.7,3.1384709652950464,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,1,2,1,0,0,Ball Receipt*,Koen Casteels,Belgium,0.0,9.0,Pressure,Artem Dovbyk,Ukraine,False,111.3,False,False,False
35167,3938645,1,0,11,00:00:11.077,Pressure,Artem Dovbyk,Ukraine,Belgium,105.8,54.2,,0.43356,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,1,2,4,0,0,Carry,Koen Casteels,Belgium,0.0,9.0,Pass,Koen Casteels,Belgium,False,14.200000000000003,False,True,False
35168,3938645,1,0,11,00:00:11.263,Pass,Koen Casteels,Belgium,Belgium,10.3,33.7,True,1.858349,From Kick Off,Wout Faes,32.050587,Ground Pass,,1.4456674,14.3,65.5,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,1,2,1,0,0,Pressure,Artem Dovbyk,Ukraine,0.0,11.0,Ball Receipt*,Wout Faes,Belgium,True,109.7,False,False,True
35169,3938645,1,0,13,00:00:13.121,Ball Receipt*,Wout Faes,Belgium,Belgium,14.3,65.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,1,0,0,Pass,Koen Casteels,Belgium,0.0,11.0,Carry,Wout Faes,Belgium,True,105.7,False,False,False
35170,3938645,1,0,13,00:00:13.121,Carry,Wout Faes,Belgium,Belgium,14.3,65.5,True,3.40047,From Kick Off,,,,,,,,,,,,False,18.1,69.9,5.813776741499458,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,1,0,0,Ball Receipt*,Wout Faes,Belgium,0.0,13.0,Pressure,Roman Yaremchuk,Ukraine,False,105.7,False,False,False
35171,3938645,1,0,15,00:00:15.862,Pressure,Roman Yaremchuk,Ukraine,Belgium,101.6,14.0,,0.760821,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,1,0,1,2,4,1,0,Carry,Wout Faes,Belgium,0.0,13.0,Pass,Wout Faes,Belgium,False,18.400000000000006,False,True,False
35172,3938645,1,0,16,00:00:16.522,Pass,Wout Faes,Belgium,Belgium,18.1,69.9,True,1.847628,From Kick Off,Romelu Lukaku Menama,37.454105,High Pass,Incomplete,-0.2261985,54.6,61.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,1,0,0,Pressure,Roman Yaremchuk,Ukraine,0.0,15.0,Ball Receipt*,Romelu Lukaku Menama,Belgium,True,101.9,False,False,True
35173,3938645,1,0,18,00:00:18.369,Ball Receipt*,Romelu Lukaku Menama,Belgium,Belgium,57.5,61.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,1,2,1,0,0,Pass,Wout Faes,Belgium,0.0,16.0,Pass,Oleksandr Svatok,Ukraine,False,62.5,False,False,False
35174,3938645,1,0,18,00:00:18.369,Pass,Oleksandr Svatok,Ukraine,Ukraine,65.5,18.6,,2.484971,From Counter,Artem Dovbyk,30.513767,High Pass,,0.25849137,95.0,26.4,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,0,1,2,4,0,0,Ball Receipt*,Romelu Lukaku Menama,Belgium,0.0,18.0,Ball Receipt*,Artem Dovbyk,Ukraine,True,54.5,False,False,False
35175,3938645,1,0,20,00:00:20.854,Ball Receipt*,Artem Dovbyk,Ukraine,Ukraine,95.0,26.4,,,From Counter,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,1,2,4,0,0,Pass,Oleksandr Svatok,Ukraine,0.0,18.0,Duel,Wout Faes,Belgium,False,25.0,False,True,False
35176,3938645,1,0,20,00:00:20.854,Duel,Wout Faes,Belgium,Ukraine,25.1,53.7,True,0.0,From Counter,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,1,0,0,Ball Receipt*,Artem Dovbyk,Ukraine,0.0,20.0,Pass,Artem Dovbyk,Ukraine,False,94.9,False,False,False
35177,3938645,1,0,20,00:00:20.854,Pass,Artem Dovbyk,Ukraine,Ukraine,95.0,26.4,True,2.279434,From Counter,Roman Yaremchuk,21.602083,Low Pass,,-0.16743177,116.3,22.8,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,1,2,4,0,0,Duel,Wout Faes,Belgium,0.0,20.0,Ball Receipt*,Roman Yaremchuk,Ukraine,True,25.0,False,True,False
35178,3938645,1,0,23,00:00:23.134,Ball Receipt*,Roman Yaremchuk,Ukraine,Ukraine,116.3,22.8,,,From Counter,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,1,0,1,2,4,1,0,Pass,Artem Dovbyk,Ukraine,0.0,20.0,Carry,Roman Yaremchuk,Ukraine,True,3.700000000000003,False,True,False
35179,3938645,1,0,23,00:00:23.134,Carry,Roman Yaremchuk,Ukraine,Ukraine,116.3,22.8,,0.742919,From Counter,,,,,,,,,,,,False,118.8,22.6,2.5079872407968904,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,1,0,1,2,4,1,0,Ball Receipt*,Roman Yaremchuk,Ukraine,0.0,23.0,Pass,Roman Yaremchuk,Ukraine,True,3.700000000000003,False,True,False
35180,3938645,1,0,23,00:00:23.877,Pass,Roman Yaremchuk,Ukraine,Ukraine,118.8,22.6,,0.120081,From Counter,Artem Dovbyk,2.4207437,Low Pass,Incomplete,2.4733033,116.9,24.1,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,1,0,1,2,4,1,0,Carry,Roman Yaremchuk,Ukraine,0.0,23.0,Ball Receipt*,Artem Dovbyk,Ukraine,True,1.2000000000000028,False,True,False
35181,3938645,1,0,23,00:00:23.997,Ball Receipt*,Artem Dovbyk,Ukraine,Ukraine,110.2,32.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,1,2,4,0,0,Pass,Roman Yaremchuk,Ukraine,0.0,23.0,Block,Timothy Castagne,Belgium,False,9.799999999999997,False,True,False
35182,3938645,1,0,23,00:00:23.997,Block,Timothy Castagne,Belgium,Ukraine,3.2,56.0,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,1,2,1,0,0,Ball Receipt*,Artem Dovbyk,Ukraine,0.0,23.0,Pass,Georgiy Sudakov,Ukraine,False,116.8,False,False,False
35183,3938645,1,0,41,00:00:41.283,Pass,Georgiy Sudakov,Ukraine,Ukraine,120.0,0.1,,0.846302,From Corner,Mykola Shaparenko,10.625442,Ground Pass,,2.5300956,111.3,6.2,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,4,0,0,Block,Timothy Castagne,Belgium,0.0,23.0,Ball Receipt*,Mykola Shaparenko,Ukraine,True,0.0,False,True,False
35184,3938645,1,0,42,00:00:42.129,Ball Receipt*,Mykola Shaparenko,Ukraine,Ukraine,111.3,6.2,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,4,1,0,Pass,Georgiy Sudakov,Ukraine,0.0,41.0,Carry,Mykola Shaparenko,Ukraine,True,8.700000000000003,False,True,False
35185,3938645,1,0,42,00:00:42.129,Carry,Mykola Shaparenko,Ukraine,Ukraine,111.3,6.2,,1.134233,From Corner,,,,,,,,,,,,False,112.3,7.7,1.8027756377319946,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,4,1,0,Ball Receipt*,Mykola Shaparenko,Ukraine,0.0,42.0,Pass,Mykola Shaparenko,Ukraine,True,8.700000000000003,False,True,False
35186,3938645,1,0,43,00:00:43.263,Pass,Mykola Shaparenko,Ukraine,Ukraine,112.3,7.7,,1.856288,From Corner,Georgiy Sudakov,13.281567,Ground Pass,,2.819842,99.7,11.9,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,4,1,0,Carry,Mykola Shaparenko,Ukraine,0.0,42.0,Ball Receipt*,Georgiy Sudakov,Ukraine,True,7.700000000000003,False,True,False
35187,3938645,1,0,45,00:00:45.120,Ball Receipt*,Georgiy Sudakov,Ukraine,Ukraine,99.7,11.9,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,4,0,0,Pass,Mykola Shaparenko,Ukraine,0.0,43.0,Carry,Georgiy Sudakov,Ukraine,True,20.299999999999997,False,True,False
35188,3938645,1,0,45,00:00:45.120,Carry,Georgiy Sudakov,Ukraine,Ukraine,99.7,11.9,,1.584682,From Corner,,,,,,,,,,,,False,103.7,11.0,4.1000000000000005,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,4,0,0,Ball Receipt*,Georgiy Sudakov,Ukraine,0.0,45.0,Pass,Georgiy Sudakov,Ukraine,True,20.299999999999997,False,True,False
35189,3938645,1,0,46,00:00:46.704,Pass,Georgiy Sudakov,Ukraine,Ukraine,103.7,11.0,,1.078685,From Corner,,29.934093,High Pass,Incomplete,1.3071812,111.5,39.9,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,4,0,0,Carry,Georgiy Sudakov,Ukraine,0.0,45.0,Clearance,Romelu Lukaku Menama,Belgium,False,16.299999999999997,False,True,False
35190,3938645,1,0,47,00:00:47.783,Clearance,Romelu Lukaku Menama,Belgium,Ukraine,8.6,40.2,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,1,2,1,0,0,Pass,Georgiy Sudakov,Ukraine,0.0,46.0,Pressure,Jeremy Doku,Belgium,True,111.4,False,False,False
35191,3938645,1,0,50,00:00:50.288,Pressure,Jeremy Doku,Belgium,Ukraine,31.4,16.6,,0.159999,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,1,2,1,0,0,Clearance,Romelu Lukaku Menama,Belgium,0.0,47.0,Pass,Vitalii Mykolenko,Ukraine,False,88.6,False,False,False
35192,3938645,1,0,50,00:00:50.366,Pass,Vitalii Mykolenko,Ukraine,Ukraine,89.3,62.0,True,2.782161,From Corner,,30.736624,Ground Pass,Out,-0.04882111,120.0,60.5,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,1,0,1,2,4,0,0,Pressure,Jeremy Doku,Belgium,0.0,50.0,Pass,Wout Faes,Belgium,False,30.700000000000003,False,False,True
35193,3938645,1,1,7,00:01:07.834,Pass,Wout Faes,Belgium,Belgium,3.8,46.8,,0.970123,From Goal Kick,Koen Casteels,8.920202,Ground Pass,,-1.6381102,3.2,37.9,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,1,0,0,Pass,Vitalii Mykolenko,Ukraine,0.0,50.0,Ball Receipt*,Koen Casteels,Belgium,True,116.2,False,False,False
35194,3938645,1,1,8,00:01:08.804,Ball Receipt*,Koen Casteels,Belgium,Belgium,3.2,37.9,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,1,2,1,0,0,Pass,Wout Faes,Belgium,1.0,7.0,Carry,Koen Casteels,Belgium,True,116.8,False,False,False
35195,3938645,1,1,8,00:01:08.804,Carry,Koen Casteels,Belgium,Belgium,3.2,37.9,True,8.585389,From Goal Kick,,,,,,,,,,,,False,8.7,37.9,5.499999999999999,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,1,2,1,0,0,Ball Receipt*,Koen Casteels,Belgium,1.0,8.0,Pressure,Artem Dovbyk,Ukraine,False,116.8,False,False,False
35196,3938645,1,1,16,00:01:16.470,Pressure,Artem Dovbyk,Ukraine,Belgium,108.7,50.2,,1.184474,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,1,2,4,0,0,Carry,Koen Casteels,Belgium,1.0,8.0,Pass,Koen Casteels,Belgium,False,11.299999999999997,False,True,False
35197,3938645,1,1,17,00:01:17.389,Pass,Koen Casteels,Belgium,Belgium,8.7,37.9,True,2.513992,From Goal Kick,Wout Faes,27.338617,Ground Pass,,1.371966,14.1,64.7,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,1,2,1,0,0,Pressure,Artem Dovbyk,Ukraine,1.0,16.0,Ball Receipt*,Wout Faes,Belgium,True,111.3,False,False,True
35198,3938645,1,1,19,00:01:19.903,Ball Receipt*,Wout Faes,Belgium,Belgium,14.1,64.7,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,1,0,0,Pass,Koen Casteels,Belgium,1.0,17.0,Carry,Wout Faes,Belgium,True,105.9,False,False,False
35199,3938645,1,1,19,00:01:19.903,Carry,Wout Faes,Belgium,Belgium,14.1,64.7,True,0.749714,From Goal Kick,,,,,,,,,,,,False,13.7,64.2,0.6403124237432851,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,1,0,0,Ball Receipt*,Wout Faes,Belgium,1.0,19.0,Pressure,Roman Yaremchuk,Ukraine,False,105.9,False,False,False
35200,3938645,1,1,20,00:01:20.154,Pressure,Roman Yaremchuk,Ukraine,Belgium,100.9,16.1,,0.599453,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,1,0,1,2,4,1,0,Carry,Wout Faes,Belgium,1.0,19.0,Dribbled Past,Roman Yaremchuk,Ukraine,True,19.099999999999994,False,True,False
35201,3938645,1,1,20,00:01:20.653,Dribbled Past,Roman Yaremchuk,Ukraine,Belgium,106.4,15.9,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,1,0,1,2,4,1,0,Pressure,Roman Yaremchuk,Ukraine,1.0,20.0,Dribble,Wout Faes,Belgium,False,13.599999999999994,False,True,True
35202,3938645,1,1,20,00:01:20.653,Dribble,Wout Faes,Belgium,Belgium,13.7,64.2,True,0.0,From Goal Kick,,,,,,,,,,,,False,,,,Complete,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,1,0,0,Dribbled Past,Roman Yaremchuk,Ukraine,1.0,20.0,Carry,Wout Faes,Belgium,True,106.3,False,False,False
35203,3938645,1,1,20,00:01:20.653,Carry,Wout Faes,Belgium,Belgium,13.7,64.2,True,5.16693,From Goal Kick,,,,,,,,,,,,False,21.7,50.7,15.692354826475215,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,1,0,0,Dribble,Wout Faes,Belgium,1.0,20.0,Pass,Wout Faes,Belgium,True,106.3,False,False,False
35204,3938645,1,1,25,00:01:25.820,Pass,Wout Faes,Belgium,Belgium,21.7,50.7,,0.979541,From Goal Kick,Youri Tielemans,18.887562,Ground Pass,,-0.98132527,32.2,35.0,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,1,0,0,Carry,Wout Faes,Belgium,1.0,20.0,Ball Receipt*,Youri Tielemans,Belgium,True,98.3,False,False,False
35205,3938645,1,1,26,00:01:26.799,Ball Receipt*,Youri Tielemans,Belgium,Belgium,32.2,35.0,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,1,2,1,1,0,Pass,Wout Faes,Belgium,1.0,25.0,Carry,Youri Tielemans,Belgium,True,87.8,False,False,False
35206,3938645,1,1,26,00:01:26.799,Carry,Youri Tielemans,Belgium,Belgium,32.2,35.0,,0.834713,From Goal Kick,,,,,,,,,,,,False,31.6,37.5,2.5709920264364885,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,1,2,1,1,0,Ball Receipt*,Youri Tielemans,Belgium,1.0,26.0,Pass,Youri Tielemans,Belgium,True,87.8,False,False,False
35207,3938645,1,1,27,00:01:27.634,Pass,Youri Tielemans,Belgium,Belgium,31.6,37.5,,1.020998,From Goal Kick,Amadou Onana,14.224275,Ground Pass,,1.1889845,36.9,50.7,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,1,2,1,1,0,Carry,Youri Tielemans,Belgium,1.0,26.0,Ball Receipt*,Amadou Onana,Belgium,True,88.4,False,False,False
35208,3938645,1,1,28,00:01:28.655,Ball Receipt*,Amadou Onana,Belgium,Belgium,36.9,50.7,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,1,2,1,0,0,Pass,Youri Tielemans,Belgium,1.0,27.0,Carry,Amadou Onana,Belgium,True,83.1,False,False,False
35209,3938645,1,1,28,00:01:28.655,Carry,Amadou Onana,Belgium,Belgium,36.9,50.7,,1.316719,From Goal Kick,,,,,,,,,,,,False,36.9,53.9,3.1999999999999957,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,1,2,1,0,0,Ball Receipt*,Amadou Onana,Belgium,1.0,28.0,Pass,Amadou Onana,Belgium,True,83.1,False,False,False
35210,3938645,1,1,29,00:01:29.972,Pass,Amadou Onana,Belgium,Belgium,36.9,53.9,,1.486646,From Goal Kick,Leandro Trossard,34.920624,Ground Pass,,0.7266424,63.0,77.1,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,1,2,1,0,0,Carry,Amadou Onana,Belgium,1.0,28.0,Ball Receipt*,Leandro Trossard,Belgium,True,83.1,False,False,False
35211,3938645,1,1,31,00:01:31.459,Ball Receipt*,Leandro Trossard,Belgium,Belgium,63.0,77.1,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,1,2,1,0,0,Pass,Amadou Onana,Belgium,1.0,29.0,Carry,Leandro Trossard,Belgium,True,57.0,False,False,False
35212,3938645,1,1,31,00:01:31.459,Carry,Leandro Trossard,Belgium,Belgium,63.0,77.1,True,1.080851,From Goal Kick,,,,,,,,,,,,False,62.4,75.8,1.4317821063276335,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,1,2,1,0,0,Ball Receipt*,Leandro Trossard,Belgium,1.0,31.0,Pressure,Mykola Matvienko,Ukraine,False,57.0,False,False,False
35213,3938645,1,1,32,00:01:32.103,Pressure,Mykola Matvienko,Ukraine,Belgium,55.0,5.6,,0.584856,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,2,4,0,0,Carry,Leandro Trossard,Belgium,1.0,31.0,Pass,Leandro Trossard,Belgium,False,65.0,False,False,False
35214,3938645,1,1,32,00:01:32.539,Pass,Leandro Trossard,Belgium,Belgium,62.4,75.8,True,1.57787,From Goal Kick,Timothy Castagne,19.643064,Ground Pass,,-3.0753632,42.8,74.5,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,1,2,1,0,0,Pressure,Mykola Matvienko,Ukraine,1.0,32.0,Ball Receipt*,Timothy Castagne,Belgium,True,57.6,False,False,True
35215,3938645,1,1,34,00:01:34.117,Ball Receipt*,Timothy Castagne,Belgium,Belgium,42.8,74.5,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,1,2,1,0,0,Pass,Leandro Trossard,Belgium,1.0,32.0,Carry,Timothy Castagne,Belgium,True,77.2,False,False,False
35216,3938645,1,1,34,00:01:34.117,Carry,Timothy Castagne,Belgium,Belgium,42.8,74.5,,3.874062,From Goal Kick,,,,,,,,,,,,False,44.5,71.8,3.1906112267087674,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,1,2,1,0,0,Ball Receipt*,Timothy Castagne,Belgium,1.0,34.0,Pass,Timothy Castagne,Belgium,True,77.2,False,False,False
35217,3938645,1,1,37,00:01:37.991,Pass,Timothy Castagne,Belgium,Belgium,44.5,71.8,,1.875259,From Goal Kick,Wout Faes,19.849434,Ground Pass,,-2.427502,29.5,58.8,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,1,2,1,0,0,Carry,Timothy Castagne,Belgium,1.0,34.0,Ball Receipt*,Wout Faes,Belgium,True,75.5,False,False,False
35218,3938645,1,1,39,00:01:39.867,Ball Receipt*,Wout Faes,Belgium,Belgium,29.5,58.8,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,1,0,0,Pass,Timothy Castagne,Belgium,1.0,37.0,Carry,Wout Faes,Belgium,True,90.5,False,False,False
35219,3938645,1,1,39,00:01:39.867,Carry,Wout Faes,Belgium,Belgium,29.5,58.8,,0.768914,From Goal Kick,,,,,,,,,,,,False,29.1,58.7,0.4123105625617633,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,1,0,0,Ball Receipt*,Wout Faes,Belgium,1.0,39.0,Pass,Wout Faes,Belgium,True,90.5,False,False,False
35220,3938645,1,1,40,00:01:40.635,Pass,Wout Faes,Belgium,Belgium,29.1,58.7,,1.572193,From Goal Kick,Jan Vertonghen,34.5029,Ground Pass,,-1.7869503,21.7,25.0,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,1,0,0,Carry,Wout Faes,Belgium,1.0,39.0,Ball Receipt*,Jan Vertonghen,Belgium,True,90.9,False,False,False
35221,3938645,1,1,42,00:01:42.208,Ball Receipt*,Jan Vertonghen,Belgium,Belgium,21.7,25.0,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,2,1,0,0,Pass,Wout Faes,Belgium,1.0,40.0,Carry,Jan Vertonghen,Belgium,True,98.3,False,False,False
