event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Ukraine_score,Belgium_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
35765,3938645,1,11,48,00:11:48.487,Ball Receipt*,Wout Faes,Belgium,Belgium,57.3,54.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,1,0,0,Pass,Youri Tielemans,Belgium,11.0,46.0,Carry,Wout Faes,Belgium,True,62.7,False,False,False
35766,3938645,1,11,48,00:11:48.487,Carry,Wout Faes,Belgium,Belgium,57.3,54.1,,3.635229,Regular Play,,,,,,,,,,,,False,80.2,57.3,23.122499864850262,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,1,0,0,Ball Receipt*,Wout Faes,Belgium,11.0,48.0,Pass,Wout Faes,Belgium,True,62.7,False,False,False
35767,3938645,1,11,52,00:11:52.122,Pass,Wout Faes,Belgium,Belgium,80.2,57.3,,1.275013,Regular Play,Timothy Castagne,18.179384,Ground Pass,,0.8126288,92.7,70.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,1,0,0,Carry,Wout Faes,Belgium,11.0,48.0,Ball Receipt*,Timothy Castagne,Belgium,True,39.8,False,False,False
35768,3938645,1,11,53,00:11:53.397,Ball Receipt*,Timothy Castagne,Belgium,Belgium,92.7,70.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,1,2,1,0,0,Pass,Wout Faes,Belgium,11.0,52.0,Carry,Timothy Castagne,Belgium,True,27.299999999999997,False,False,False
35769,3938645,1,11,53,00:11:53.397,Carry,Timothy Castagne,Belgium,Belgium,92.7,70.5,,1.55321,Regular Play,,,,,,,,,,,,False,100.7,69.1,8.121576201698783,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,1,2,1,0,0,Ball Receipt*,Timothy Castagne,Belgium,11.0,53.0,Pass,Timothy Castagne,Belgium,True,27.299999999999997,False,False,False
35770,3938645,1,11,54,00:11:54.950,Pass,Timothy Castagne,Belgium,Belgium,100.7,69.1,,0.83402,Regular Play,Leandro Trossard,12.080149,Ground Pass,,-2.5030584,91.0,61.9,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,1,2,1,0,0,Carry,Timothy Castagne,Belgium,11.0,53.0,Ball Receipt*,Leandro Trossard,Belgium,True,19.299999999999997,False,True,False
35771,3938645,1,11,55,00:11:55.785,Ball Receipt*,Leandro Trossard,Belgium,Belgium,91.0,61.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,1,2,1,0,0,Pass,Timothy Castagne,Belgium,11.0,54.0,Carry,Leandro Trossard,Belgium,True,29.0,False,False,False
35772,3938645,1,11,55,00:11:55.785,Carry,Leandro Trossard,Belgium,Belgium,91.0,61.9,,1.648248,Regular Play,,,,,,,,,,,,False,89.3,62.7,1.878829422805598,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,1,2,1,0,0,Ball Receipt*,Leandro Trossard,Belgium,11.0,55.0,Pass,Leandro Trossard,Belgium,True,29.0,False,False,False
35773,3938645,1,11,57,00:11:57.433,Pass,Leandro Trossard,Belgium,Belgium,89.3,62.7,,0.961162,Regular Play,Amadou Onana,13.407833,Ground Pass,,-1.9609977,84.2,50.3,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,1,2,1,0,0,Carry,Leandro Trossard,Belgium,11.0,55.0,Ball Receipt*,Amadou Onana,Belgium,True,30.700000000000003,False,False,False
35774,3938645,1,11,58,00:11:58.394,Ball Receipt*,Amadou Onana,Belgium,Belgium,84.2,50.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,1,2,1,0,0,Pass,Leandro Trossard,Belgium,11.0,57.0,Carry,Amadou Onana,Belgium,True,35.8,False,False,False
35775,3938645,1,11,58,00:11:58.394,Carry,Amadou Onana,Belgium,Belgium,84.2,50.3,,0.684593,Regular Play,,,,,,,,,,,,False,84.2,50.3,0.0,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,1,2,1,0,0,Ball Receipt*,Amadou Onana,Belgium,11.0,58.0,Pass,Amadou Onana,Belgium,True,35.8,False,False,False
35776,3938645,1,11,59,00:11:59.079,Pass,Amadou Onana,Belgium,Belgium,84.2,50.3,,3.363388,Regular Play,Kevin De Bruyne,36.00111,Ground Pass,Out,0.10574929,120.0,54.1,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,1,2,1,0,0,Carry,Amadou Onana,Belgium,11.0,58.0,Ball Receipt*,Kevin De Bruyne,Belgium,True,35.8,False,False,False
35777,3938645,1,12,2,00:12:02.442,Ball Receipt*,Kevin De Bruyne,Belgium,Belgium,116.5,55.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,1,2,1,1,0,Pass,Amadou Onana,Belgium,11.0,59.0,Pass,Oleksandr Svatok,Ukraine,False,3.5,False,True,False
35778,3938645,1,12,29,00:12:29.161,Pass,Oleksandr Svatok,Ukraine,Ukraine,7.0,32.3,,1.324932,From Goal Kick,Anatolii Trubin,11.388591,Ground Pass,,1.8647763,3.7,43.2,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,0,1,2,4,0,0,Ball Receipt*,Kevin De Bruyne,Belgium,12.0,2.0,Ball Receipt*,Anatolii Trubin,Ukraine,True,113.0,False,False,False
35779,3938645,1,12,30,00:12:30.486,Ball Receipt*,Anatolii Trubin,Ukraine,Ukraine,3.7,43.2,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,1,2,4,0,0,Pass,Oleksandr Svatok,Ukraine,12.0,29.0,Carry,Anatolii Trubin,Ukraine,True,116.3,False,False,False
35780,3938645,1,12,30,00:12:30.486,Carry,Anatolii Trubin,Ukraine,Ukraine,3.7,43.2,,2.499674,From Goal Kick,,,,,,,,,,,,False,8.9,46.4,6.105735008989497,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,1,2,4,0,0,Ball Receipt*,Anatolii Trubin,Ukraine,12.0,30.0,Pass,Anatolii Trubin,Ukraine,True,116.3,False,False,False
35781,3938645,1,12,32,00:12:32.986,Pass,Anatolii Trubin,Ukraine,Ukraine,8.9,46.4,,3.112438,From Goal Kick,Roman Yaremchuk,48.13855,High Pass,Incomplete,-0.17539422,56.3,38.0,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,1,2,4,0,0,Carry,Anatolii Trubin,Ukraine,12.0,30.0,Ball Receipt*,Roman Yaremchuk,Ukraine,True,111.1,False,False,False
35782,3938645,1,12,36,00:12:36.098,Ball Receipt*,Roman Yaremchuk,Ukraine,Ukraine,62.0,34.0,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,1,0,1,2,4,1,0,Pass,Anatolii Trubin,Ukraine,12.0,32.0,Pass,Amadou Onana,Belgium,False,58.0,False,False,False
35783,3938645,1,12,36,00:12:36.098,Pass,Amadou Onana,Belgium,Belgium,63.8,42.1,,2.438939,Regular Play,Kevin De Bruyne,18.617197,High Pass,,-0.68648535,78.2,30.3,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,1,2,1,0,0,Ball Receipt*,Roman Yaremchuk,Ukraine,12.0,36.0,Ball Receipt*,Kevin De Bruyne,Belgium,True,56.2,False,False,False
35784,3938645,1,12,38,00:12:38.537,Ball Receipt*,Kevin De Bruyne,Belgium,Belgium,78.2,30.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,1,2,1,1,0,Pass,Amadou Onana,Belgium,12.0,36.0,Carry,Kevin De Bruyne,Belgium,True,41.8,False,False,False
35785,3938645,1,12,38,00:12:38.537,Carry,Kevin De Bruyne,Belgium,Belgium,78.2,30.3,,0.006424,Regular Play,,,,,,,,,,,,False,78.2,30.3,0.0,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,1,2,1,1,0,Ball Receipt*,Kevin De Bruyne,Belgium,12.0,38.0,Miscontrol,Kevin De Bruyne,Belgium,True,41.8,False,False,False
35786,3938645,1,12,38,00:12:38.544,Miscontrol,Kevin De Bruyne,Belgium,Belgium,78.2,30.3,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,1,2,1,1,0,Carry,Kevin De Bruyne,Belgium,12.0,38.0,Pass,Volodymyr Brazhko,Ukraine,False,41.8,False,False,False
35787,3938645,1,12,39,00:12:39.068,Pass,Volodymyr Brazhko,Ukraine,Belgium,37.1,51.0,,0.151808,Regular Play,,4.7927027,Low Pass,Incomplete,-0.40763152,41.5,49.1,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,4,0,0,Miscontrol,Kevin De Bruyne,Belgium,12.0,38.0,Block,Kevin De Bruyne,Belgium,False,82.9,False,False,False
35788,3938645,1,12,39,00:12:39.219,Block,Kevin De Bruyne,Belgium,Belgium,78.6,31.0,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,1,2,1,1,0,Pass,Volodymyr Brazhko,Ukraine,12.0,39.0,Ball Recovery,Kevin De Bruyne,Belgium,True,41.400000000000006,False,False,False
35789,3938645,1,12,40,00:12:40.223,Ball Recovery,Kevin De Bruyne,Belgium,Belgium,84.9,28.6,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,1,2,1,1,0,Block,Kevin De Bruyne,Belgium,12.0,39.0,Carry,Kevin De Bruyne,Belgium,True,35.099999999999994,False,False,False
35790,3938645,1,12,40,00:12:40.223,Carry,Kevin De Bruyne,Belgium,Belgium,84.9,28.6,True,1.094357,Regular Play,,,,,,,,,,,,False,88.3,26.5,3.9962482405376107,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,1,2,1,1,0,Ball Recovery,Kevin De Bruyne,Belgium,12.0,40.0,Pressure,Volodymyr Brazhko,Ukraine,False,35.099999999999994,False,False,False
35791,3938645,1,12,40,00:12:40.461,Pressure,Volodymyr Brazhko,Ukraine,Belgium,37.9,48.9,,0.775253,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,4,0,0,Carry,Kevin De Bruyne,Belgium,12.0,40.0,Pass,Kevin De Bruyne,Belgium,False,82.1,False,False,False
35792,3938645,1,12,41,00:12:41.317,Pass,Kevin De Bruyne,Belgium,Belgium,88.3,26.5,,0.249553,Regular Play,Romelu Lukaku Menama,4.8754487,Ground Pass,Incomplete,0.44530106,92.7,28.6,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,1,2,1,1,0,Pressure,Volodymyr Brazhko,Ukraine,12.0,40.0,Ball Receipt*,Romelu Lukaku Menama,Belgium,True,31.700000000000003,False,False,True
35793,3938645,1,12,41,00:12:41.566,Ball Receipt*,Romelu Lukaku Menama,Belgium,Belgium,94.6,39.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,1,2,1,0,0,Pass,Kevin De Bruyne,Belgium,12.0,41.0,Interception,Oleksandr Svatok,Ukraine,False,25.400000000000006,False,False,False
35794,3938645,1,12,41,00:12:41.566,Interception,Oleksandr Svatok,Ukraine,Belgium,27.4,51.5,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,0,1,2,4,0,0,Ball Receipt*,Romelu Lukaku Menama,Belgium,12.0,41.0,Pass,Kevin De Bruyne,Belgium,False,92.6,False,False,False
35795,3938645,1,13,14,00:13:14.821,Pass,Kevin De Bruyne,Belgium,Belgium,120.0,0.1,,1.094872,From Corner,Romelu Lukaku Menama,34.963123,High Pass,Incomplete,1.6308957,117.9,35.0,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,1,2,1,1,0,Interception,Oleksandr Svatok,Ukraine,12.0,41.0,Ball Receipt*,Romelu Lukaku Menama,Belgium,True,0.0,False,True,False
35796,3938645,1,13,15,00:13:15.916,Ball Receipt*,Romelu Lukaku Menama,Belgium,Belgium,117.9,33.7,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,1,2,1,0,0,Pass,Kevin De Bruyne,Belgium,13.0,14.0,Duel,Romelu Lukaku Menama,Belgium,True,2.0999999999999943,False,True,False
35797,3938645,1,13,15,00:13:15.916,Duel,Romelu Lukaku Menama,Belgium,Belgium,117.9,35.0,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,1,2,1,0,0,Ball Receipt*,Romelu Lukaku Menama,Belgium,13.0,15.0,Clearance,Illia Zabarnyi,Ukraine,False,2.0999999999999943,False,True,False
35798,3938645,1,13,15,00:13:15.916,Clearance,Illia Zabarnyi,Ukraine,Belgium,2.2,45.1,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,4,0,0,Duel,Romelu Lukaku Menama,Belgium,13.0,15.0,Pass,Kevin De Bruyne,Belgium,False,117.8,False,False,False
35799,3938645,1,13,33,00:13:33.052,Pass,Kevin De Bruyne,Belgium,Belgium,120.0,0.1,,2.739404,From Corner,,51.501553,High Pass,Out,1.5785632,119.6,51.6,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,1,2,1,1,0,Clearance,Illia Zabarnyi,Ukraine,13.0,15.0,Pass,Oleksandr Svatok,Ukraine,False,0.0,False,True,False
35800,3938645,1,13,56,00:13:56.693,Pass,Oleksandr Svatok,Ukraine,Ukraine,5.9,31.8,,1.223099,From Goal Kick,Anatolii Trubin,14.105673,Ground Pass,,1.7417724,3.5,45.7,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,0,1,2,4,0,0,Pass,Kevin De Bruyne,Belgium,13.0,33.0,Ball Receipt*,Anatolii Trubin,Ukraine,True,114.1,False,False,False
35801,3938645,1,13,57,00:13:57.917,Ball Receipt*,Anatolii Trubin,Ukraine,Ukraine,3.5,45.7,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,1,2,4,0,0,Pass,Oleksandr Svatok,Ukraine,13.0,56.0,Carry,Anatolii Trubin,Ukraine,True,116.5,False,False,False
35802,3938645,1,13,57,00:13:57.917,Carry,Anatolii Trubin,Ukraine,Ukraine,3.5,45.7,,2.152393,From Goal Kick,,,,,,,,,,,,False,8.3,46.2,4.825971404805462,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,1,2,4,0,0,Ball Receipt*,Anatolii Trubin,Ukraine,13.0,57.0,Pass,Anatolii Trubin,Ukraine,True,116.5,False,False,False
35803,3938645,1,14,0,00:14:00.069,Pass,Anatolii Trubin,Ukraine,Ukraine,8.3,46.2,,1.240616,From Goal Kick,Mykola Shaparenko,21.114214,Ground Pass,,-0.44034675,27.4,37.2,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,1,2,4,0,0,Carry,Anatolii Trubin,Ukraine,13.0,57.0,Ball Receipt*,Mykola Shaparenko,Ukraine,True,111.7,False,False,False
35804,3938645,1,14,1,00:14:01.310,Ball Receipt*,Mykola Shaparenko,Ukraine,Ukraine,27.4,37.2,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,4,1,0,Pass,Anatolii Trubin,Ukraine,14.0,0.0,Carry,Mykola Shaparenko,Ukraine,True,92.6,False,False,False
35805,3938645,1,14,1,00:14:01.310,Carry,Mykola Shaparenko,Ukraine,Ukraine,27.4,37.2,,4.490239,From Goal Kick,,,,,,,,,,,,False,49.5,26.8,24.42478249647272,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,4,1,0,Ball Receipt*,Mykola Shaparenko,Ukraine,14.0,1.0,Pass,Mykola Shaparenko,Ukraine,True,92.6,False,False,False
35806,3938645,1,14,5,00:14:05.800,Pass,Mykola Shaparenko,Ukraine,Ukraine,49.5,26.8,,0.990414,From Goal Kick,Georgiy Sudakov,15.62594,Ground Pass,,0.057628427,65.1,27.7,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,4,1,0,Carry,Mykola Shaparenko,Ukraine,14.0,1.0,Pressure,Amadou Onana,Belgium,False,70.5,False,False,False
35807,3938645,1,14,6,00:14:06.776,Pressure,Amadou Onana,Belgium,Ukraine,54.8,57.3,,0.239998,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,1,2,1,0,0,Pass,Mykola Shaparenko,Ukraine,14.0,5.0,Ball Receipt*,Georgiy Sudakov,Ukraine,False,65.2,False,False,False
35808,3938645,1,14,6,00:14:06.790,Ball Receipt*,Georgiy Sudakov,Ukraine,Ukraine,65.1,27.7,True,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,4,0,0,Pressure,Amadou Onana,Belgium,14.0,6.0,Carry,Georgiy Sudakov,Ukraine,True,54.900000000000006,False,False,True
35809,3938645,1,14,6,00:14:06.790,Carry,Georgiy Sudakov,Ukraine,Ukraine,65.1,27.7,True,3.890337,From Goal Kick,,,,,,,,,,,,False,73.5,58.4,31.828446396266344,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,4,0,0,Ball Receipt*,Georgiy Sudakov,Ukraine,14.0,6.0,Pass,Georgiy Sudakov,Ukraine,True,54.900000000000006,False,False,False
35810,3938645,1,14,10,00:14:10.681,Pass,Georgiy Sudakov,Ukraine,Ukraine,73.5,58.4,,1.687745,From Goal Kick,Oleksandr Tymchyk,20.632256,Ground Pass,,1.1461744,82.0,77.2,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,4,0,0,Carry,Georgiy Sudakov,Ukraine,14.0,6.0,Ball Receipt*,Oleksandr Tymchyk,Ukraine,True,46.5,False,False,False
35811,3938645,1,14,12,00:14:12.368,Ball Receipt*,Oleksandr Tymchyk,Ukraine,Ukraine,82.0,77.2,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,1,0,1,2,4,0,0,Pass,Georgiy Sudakov,Ukraine,14.0,10.0,Carry,Oleksandr Tymchyk,Ukraine,True,38.0,False,False,False
35812,3938645,1,14,12,00:14:12.368,Carry,Oleksandr Tymchyk,Ukraine,Ukraine,82.0,77.2,,2.062859,From Goal Kick,,,,,,,,,,,,False,89.3,75.1,7.596051605933177,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,1,0,1,2,4,0,0,Ball Receipt*,Oleksandr Tymchyk,Ukraine,14.0,12.0,Pass,Oleksandr Tymchyk,Ukraine,True,38.0,False,False,False
35813,3938645,1,14,14,00:14:14.431,Pass,Oleksandr Tymchyk,Ukraine,Ukraine,89.3,75.1,,1.211337,From Goal Kick,Roman Yaremchuk,20.107958,Ground Pass,,-0.9800351,100.5,58.4,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,1,0,1,2,4,0,0,Carry,Oleksandr Tymchyk,Ukraine,14.0,12.0,Pressure,Wout Faes,Belgium,False,30.700000000000003,False,False,False
35814,3938645,1,14,15,00:14:15.581,Pressure,Wout Faes,Belgium,Ukraine,16.4,23.4,,0.559996,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,1,0,0,Pass,Oleksandr Tymchyk,Ukraine,14.0,14.0,Ball Receipt*,Roman Yaremchuk,Ukraine,False,103.6,False,False,False
35815,3938645,1,14,15,00:14:15.643,Ball Receipt*,Roman Yaremchuk,Ukraine,Ukraine,100.5,58.4,True,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,1,0,1,2,4,1,0,Pressure,Wout Faes,Belgium,14.0,15.0,Carry,Roman Yaremchuk,Ukraine,True,19.5,False,True,True
35816,3938645,1,14,15,00:14:15.643,Carry,Roman Yaremchuk,Ukraine,Ukraine,100.5,58.4,True,1.834692,From Goal Kick,,,,,,,,,,,,False,103.7,70.8,12.806248474865697,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,1,0,1,2,4,1,0,Ball Receipt*,Roman Yaremchuk,Ukraine,14.0,15.0,Pass,Roman Yaremchuk,Ukraine,True,19.5,False,True,False
35817,3938645,1,14,17,00:14:17.477,Pass,Roman Yaremchuk,Ukraine,Ukraine,103.7,70.8,,0.835668,From Goal Kick,Oleksandr Tymchyk,5.93043,Ground Pass,,-3.0402462,97.8,70.2,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,1,0,1,2,4,1,0,Carry,Roman Yaremchuk,Ukraine,14.0,15.0,Ball Receipt*,Oleksandr Tymchyk,Ukraine,True,16.299999999999997,False,True,False
35818,3938645,1,14,18,00:14:18.313,Ball Receipt*,Oleksandr Tymchyk,Ukraine,Ukraine,97.8,70.2,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,1,0,1,2,4,0,0,Pass,Roman Yaremchuk,Ukraine,14.0,17.0,Pass,Oleksandr Tymchyk,Ukraine,True,22.200000000000003,False,True,False
35819,3938645,1,14,18,00:14:18.313,Pass,Oleksandr Tymchyk,Ukraine,Ukraine,97.8,70.2,,1.059173,From Goal Kick,Artem Dovbyk,6.328507,Ground Pass,,1.4758446,98.4,76.5,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,1,0,1,2,4,0,0,Ball Receipt*,Oleksandr Tymchyk,Ukraine,14.0,18.0,Ball Receipt*,Artem Dovbyk,Ukraine,True,22.200000000000003,False,True,False
35820,3938645,1,14,19,00:14:19.372,Ball Receipt*,Artem Dovbyk,Ukraine,Ukraine,98.4,76.5,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,1,2,4,0,0,Pass,Oleksandr Tymchyk,Ukraine,14.0,18.0,Carry,Artem Dovbyk,Ukraine,True,21.599999999999994,False,True,False
35821,3938645,1,14,19,00:14:19.372,Carry,Artem Dovbyk,Ukraine,Ukraine,98.4,76.5,,0.937626,From Goal Kick,,,,,,,,,,,,False,98.2,74.2,2.3086792761230366,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,1,2,4,0,0,Ball Receipt*,Artem Dovbyk,Ukraine,14.0,19.0,Pass,Artem Dovbyk,Ukraine,True,21.599999999999994,False,True,False
35822,3938645,1,14,20,00:14:20.310,Pass,Artem Dovbyk,Ukraine,Ukraine,98.2,74.2,,1.322223,From Goal Kick,Georgiy Sudakov,14.091132,Ground Pass,,-2.5378432,86.6,66.2,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,1,2,4,0,0,Carry,Artem Dovbyk,Ukraine,14.0,19.0,Ball Receipt*,Georgiy Sudakov,Ukraine,True,21.799999999999997,False,True,False
35823,3938645,1,14,21,00:14:21.632,Ball Receipt*,Georgiy Sudakov,Ukraine,Ukraine,86.6,66.2,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,4,0,0,Pass,Artem Dovbyk,Ukraine,14.0,20.0,Carry,Georgiy Sudakov,Ukraine,True,33.400000000000006,False,False,False
35824,3938645,1,14,21,00:14:21.632,Carry,Georgiy Sudakov,Ukraine,Ukraine,86.6,66.2,,0.985175,From Goal Kick,,,,,,,,,,,,False,86.0,64.3,1.9924858845171312,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,4,0,0,Ball Receipt*,Georgiy Sudakov,Ukraine,14.0,21.0,Pass,Georgiy Sudakov,Ukraine,True,33.400000000000006,False,False,False
35825,3938645,1,14,22,00:14:22.617,Pass,Georgiy Sudakov,Ukraine,Ukraine,86.0,64.3,,0.777871,From Goal Kick,Mykola Shaparenko,21.672333,Ground Pass,,-1.7564278,82.0,43.0,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,4,0,0,Carry,Georgiy Sudakov,Ukraine,14.0,21.0,Ball Receipt*,Mykola Shaparenko,Ukraine,True,34.0,False,False,False
35826,3938645,1,14,23,00:14:23.395,Ball Receipt*,Mykola Shaparenko,Ukraine,Ukraine,82.0,43.0,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,4,1,0,Pass,Georgiy Sudakov,Ukraine,14.0,22.0,Carry,Mykola Shaparenko,Ukraine,True,38.0,False,False,False
35827,3938645,1,14,23,00:14:23.395,Carry,Mykola Shaparenko,Ukraine,Ukraine,82.0,43.0,,2.96817,From Goal Kick,,,,,,,,,,,,False,85.3,40.5,4.140048308896888,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,4,1,0,Ball Receipt*,Mykola Shaparenko,Ukraine,14.0,23.0,Pass,Mykola Shaparenko,Ukraine,True,38.0,False,False,False
35828,3938645,1,14,26,00:14:26.363,Pass,Mykola Shaparenko,Ukraine,Ukraine,85.3,40.5,,1.618421,From Goal Kick,Vitalii Mykolenko,25.616402,Ground Pass,,-1.2613908,93.1,16.1,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,4,1,0,Carry,Mykola Shaparenko,Ukraine,14.0,23.0,Ball Receipt*,Vitalii Mykolenko,Ukraine,True,34.7,False,False,False
