event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Georgia_score,Portugal_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
127740,3938644,1,0,0,00:00:00.000,Starting XI,,Georgia,Georgia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,1,2,4,0,0,,,,,,Starting XI,,Portugal,False,,False,,False
127741,3938644,1,0,0,00:00:00.000,Starting XI,,Portugal,Georgia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,0,0,5,1,0,0,Starting XI,,Georgia,0.0,0.0,Half Start,,Georgia,False,,False,,False
127742,3938644,1,0,0,00:00:00.000,Half Start,,Georgia,Georgia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,1,2,4,0,0,Starting XI,,Portugal,0.0,0.0,Half Start,,Portugal,False,,False,,False
127743,3938644,1,0,0,00:00:00.000,Half Start,,Portugal,Georgia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,0,0,5,1,0,0,Half Start,,Georgia,0.0,0.0,Pass,João Neves,Portugal,True,,False,,False
127744,3938644,1,0,0,00:00:00.905,Pass,João Neves,Portugal,Portugal,61.0,40.1,,1.600293,From Kick Off,Gonçalo Bernardo Inácio,22.055386,Ground Pass,,-2.608949,42.0,28.9,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,5,1,0,0,Half Start,,Portugal,0.0,0.0,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,True,59.0,False,False,False
127745,3938644,1,0,2,00:00:02.505,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,Portugal,42.0,28.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,5,1,0,0,Pass,João Neves,Portugal,0.0,0.0,Carry,Gonçalo Bernardo Inácio,Portugal,True,78.0,False,False,False
127746,3938644,1,0,2,00:00:02.505,Carry,Gonçalo Bernardo Inácio,Portugal,Portugal,42.0,28.9,,1.216948,From Kick Off,,,,,,,,,,,,False,43.7,28.9,1.7000000000000028,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,5,1,0,0,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,0.0,2.0,Pass,Gonçalo Bernardo Inácio,Portugal,True,78.0,False,False,False
127747,3938644,1,0,3,00:00:03.722,Pass,Gonçalo Bernardo Inácio,Portugal,Portugal,43.7,28.9,,2.991699,From Kick Off,Cristiano Ronaldo dos Santos Aveiro,51.8788,High Pass,Incomplete,0.536122,88.3,55.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,5,1,0,0,Carry,Gonçalo Bernardo Inácio,Portugal,0.0,2.0,Ball Receipt*,Cristiano Ronaldo dos Santos Aveiro,Portugal,True,76.3,False,False,False
127748,3938644,1,0,6,00:00:06.714,Ball Receipt*,Cristiano Ronaldo dos Santos Aveiro,Portugal,Portugal,93.5,58.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,0,0,5,1,0,0,Pass,Gonçalo Bernardo Inácio,Portugal,0.0,3.0,Pass,Guram Kashia,Georgia,False,26.5,False,False,False
127749,3938644,1,0,6,00:00:06.714,Pass,Guram Kashia,Georgia,Georgia,31.8,24.7,,1.123339,Regular Play,Khvicha Kvaratskhelia,15.807909,High Pass,,-0.031635012,47.6,24.2,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,1,1,2,4,0,0,Ball Receipt*,Cristiano Ronaldo dos Santos Aveiro,Portugal,0.0,6.0,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,True,88.2,False,False,False
127750,3938644,1,0,7,00:00:07.837,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,Georgia,47.6,24.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,1,1,2,4,0,0,Pass,Guram Kashia,Georgia,0.0,6.0,Carry,Khvicha Kvaratskhelia,Georgia,True,72.4,False,False,False
127751,3938644,1,0,7,00:00:07.837,Carry,Khvicha Kvaratskhelia,Georgia,Georgia,47.6,24.2,,0.072850004,Regular Play,,,,,,,,,,,,False,47.7,24.7,0.5099019513592787,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,1,1,2,4,0,0,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,0.0,7.0,Pass,Khvicha Kvaratskhelia,Georgia,True,72.4,False,False,False
127752,3938644,1,0,7,00:00:07.910,Pass,Khvicha Kvaratskhelia,Georgia,Georgia,47.7,24.7,,0.521251,Regular Play,Otar Kiteishvili,8.321658,Ground Pass,,3.069429,39.4,25.3,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,1,1,2,4,0,0,Carry,Khvicha Kvaratskhelia,Georgia,0.0,7.0,Ball Receipt*,Otar Kiteishvili,Georgia,True,72.3,False,False,False
127753,3938644,1,0,8,00:00:08.431,Ball Receipt*,Otar Kiteishvili,Georgia,Georgia,39.4,25.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,1,1,2,4,0,0,Pass,Khvicha Kvaratskhelia,Georgia,0.0,7.0,Carry,Otar Kiteishvili,Georgia,True,80.6,False,False,False
127754,3938644,1,0,8,00:00:08.431,Carry,Otar Kiteishvili,Georgia,Georgia,39.4,25.3,True,0.692058,Regular Play,,,,,,,,,,,,False,43.6,28.2,5.10392006206994,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,1,1,2,4,0,0,Ball Receipt*,Otar Kiteishvili,Georgia,0.0,8.0,Pressure,João Neves,Portugal,False,80.6,False,False,False
127755,3938644,1,0,8,00:00:08.741,Pressure,João Neves,Portugal,Georgia,78.9,51.6,,0.35613,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,5,1,0,0,Carry,Otar Kiteishvili,Georgia,0.0,8.0,Pass,Otar Kiteishvili,Georgia,False,41.099999999999994,False,False,False
127756,3938644,1,0,9,00:00:09.123,Pass,Otar Kiteishvili,Georgia,Georgia,43.6,28.2,,1.296444,Regular Play,Georges Mikautadze,12.083046,Ground Pass,,0.50066775,54.2,34.0,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,1,1,2,4,0,0,Pressure,João Neves,Portugal,0.0,8.0,Pressure,Gonçalo Bernardo Inácio,Portugal,False,76.4,False,False,True
127757,3938644,1,0,10,00:00:10.145,Pressure,Gonçalo Bernardo Inácio,Portugal,Georgia,62.7,44.5,,0.51102,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,5,1,0,0,Pass,Otar Kiteishvili,Georgia,0.0,9.0,Ball Receipt*,Georges Mikautadze,Georgia,False,57.3,False,False,False
127758,3938644,1,0,10,00:00:10.420,Ball Receipt*,Georges Mikautadze,Georgia,Georgia,54.2,34.0,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,1,1,2,4,2,0,Pressure,Gonçalo Bernardo Inácio,Portugal,0.0,10.0,Carry,Georges Mikautadze,Georgia,True,65.8,False,False,True
127759,3938644,1,0,10,00:00:10.420,Carry,Georges Mikautadze,Georgia,Georgia,54.2,34.0,True,0.083103,Regular Play,,,,,,,,,,,,False,55.9,34.0,1.6999999999999957,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,1,1,2,4,2,0,Ball Receipt*,Georges Mikautadze,Georgia,0.0,10.0,Pass,Georges Mikautadze,Georgia,True,65.8,False,False,False
127760,3938644,1,0,10,00:00:10.503,Pass,Georges Mikautadze,Georgia,Georgia,55.9,34.0,True,0.350645,Regular Play,Giorgi Chakvetadze,2.5455844,Ground Pass,Incomplete,2.3561945,54.1,35.8,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,1,1,2,4,2,0,Carry,Georges Mikautadze,Georgia,0.0,10.0,Ball Receipt*,Giorgi Chakvetadze,Georgia,True,64.1,False,False,False
127761,3938644,1,0,10,00:00:10.854,Ball Receipt*,Giorgi Chakvetadze,Georgia,Georgia,51.7,36.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,1,1,2,4,0,0,Pass,Georges Mikautadze,Georgia,0.0,10.0,Block,Gonçalo Bernardo Inácio,Portugal,False,68.3,False,False,False
127762,3938644,1,0,10,00:00:10.854,Block,Gonçalo Bernardo Inácio,Portugal,Georgia,66.0,44.3,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,5,1,0,0,Ball Receipt*,Giorgi Chakvetadze,Georgia,0.0,10.0,Ball Recovery,Cristiano Ronaldo dos Santos Aveiro,Portugal,True,54.0,False,False,False
127763,3938644,1,0,12,00:00:12.648,Ball Recovery,Cristiano Ronaldo dos Santos Aveiro,Portugal,Portugal,77.8,38.0,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,0,0,5,1,0,0,Block,Gonçalo Bernardo Inácio,Portugal,0.0,10.0,Carry,Cristiano Ronaldo dos Santos Aveiro,Portugal,True,42.2,False,False,False
127764,3938644,1,0,12,00:00:12.648,Carry,Cristiano Ronaldo dos Santos Aveiro,Portugal,Portugal,77.8,38.0,True,3.615941,Regular Play,,,,,,,,,,,,False,83.8,8.8,29.810065414218734,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,0,0,5,1,0,0,Ball Recovery,Cristiano Ronaldo dos Santos Aveiro,Portugal,0.0,12.0,Pressure,Giorgi Chakvetadze,Georgia,False,42.2,False,False,False
127765,3938644,1,0,14,00:00:14.557,Pressure,Giorgi Chakvetadze,Georgia,Portugal,43.6,45.8,,1.408644,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,1,1,2,4,0,0,Carry,Cristiano Ronaldo dos Santos Aveiro,Portugal,0.0,12.0,Pressure,Giorgi Gvelesiani,Georgia,True,76.4,False,False,False
127766,3938644,1,0,16,00:00:16.014,Pressure,Giorgi Gvelesiani,Georgia,Portugal,39.4,46.9,,0.393612,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,4,0,0,Pressure,Giorgi Chakvetadze,Georgia,0.0,14.0,Pass,Cristiano Ronaldo dos Santos Aveiro,Portugal,False,80.6,False,False,False
127767,3938644,1,0,16,00:00:16.264,Pass,Cristiano Ronaldo dos Santos Aveiro,Portugal,Portugal,83.8,8.8,True,0.086255,Regular Play,Pedro Lomba Neto,2.7,Ground Pass,Incomplete,3.1415927,81.1,8.8,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,0,0,5,1,0,0,Pressure,Giorgi Gvelesiani,Georgia,0.0,16.0,Ball Receipt*,Pedro Lomba Neto,Portugal,True,36.2,False,False,True
127768,3938644,1,0,16,00:00:16.350,Ball Receipt*,Pedro Lomba Neto,Portugal,Portugal,77.8,8.2,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,0,0,5,1,0,0,Pass,Cristiano Ronaldo dos Santos Aveiro,Portugal,0.0,16.0,Block,Giorgi Chakvetadze,Georgia,False,42.2,False,False,False
127769,3938644,1,0,16,00:00:16.350,Block,Giorgi Chakvetadze,Georgia,Portugal,39.0,71.3,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,1,1,2,4,0,0,Ball Receipt*,Pedro Lomba Neto,Portugal,0.0,16.0,Block,Cristiano Ronaldo dos Santos Aveiro,Portugal,False,81.0,False,False,False
127770,3938644,1,0,16,00:00:16.591,Block,Cristiano Ronaldo dos Santos Aveiro,Portugal,Portugal,83.6,9.6,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,0,0,5,1,0,0,Block,Giorgi Chakvetadze,Georgia,0.0,16.0,Block,Giorgi Chakvetadze,Georgia,False,36.400000000000006,False,False,False
127771,3938644,1,0,16,00:00:16.968,Block,Giorgi Chakvetadze,Georgia,Portugal,41.2,73.8,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,1,1,2,4,0,0,Block,Cristiano Ronaldo dos Santos Aveiro,Portugal,0.0,16.0,50/50,Giorgi Chakvetadze,Georgia,True,78.8,False,False,False
127772,3938644,1,0,17,00:00:17.976,50/50,Giorgi Chakvetadze,Georgia,Portugal,42.6,75.8,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,1,1,2,4,0,0,Block,Giorgi Chakvetadze,Georgia,0.0,16.0,50/50,Pedro Lomba Neto,Portugal,False,77.4,False,False,False
127773,3938644,1,0,17,00:00:17.976,50/50,Pedro Lomba Neto,Portugal,Portugal,77.5,4.3,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,0,0,5,1,0,0,50/50,Giorgi Chakvetadze,Georgia,0.0,17.0,Carry,Pedro Lomba Neto,Portugal,True,42.5,False,False,False
127774,3938644,1,0,17,00:00:17.976,Carry,Pedro Lomba Neto,Portugal,Portugal,77.5,4.3,True,1.621203,Regular Play,,,,,,,,,,,,False,71.6,5.5,6.020797289396153,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,0,0,5,1,0,0,50/50,Pedro Lomba Neto,Portugal,0.0,17.0,Pass,Pedro Lomba Neto,Portugal,True,42.5,False,False,False
127775,3938644,1,0,19,00:00:19.598,Pass,Pedro Lomba Neto,Portugal,Portugal,71.6,5.5,,2.699504,Regular Play,Gonçalo Bernardo Inácio,27.972307,Ground Pass,,3.0305407,43.8,8.6,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,0,0,5,1,0,0,Carry,Pedro Lomba Neto,Portugal,0.0,17.0,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,True,48.400000000000006,False,False,False
127776,3938644,1,0,22,00:00:22.297,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,Portugal,43.8,8.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,5,1,0,0,Pass,Pedro Lomba Neto,Portugal,0.0,19.0,Carry,Gonçalo Bernardo Inácio,Portugal,True,76.2,False,False,False
127777,3938644,1,0,22,00:00:22.297,Carry,Gonçalo Bernardo Inácio,Portugal,Portugal,43.8,8.6,,0.582188,Regular Play,,,,,,,,,,,,False,42.8,8.2,1.077032961426901,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,5,1,0,0,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,0.0,22.0,Pass,Gonçalo Bernardo Inácio,Portugal,True,76.2,False,False,False
127778,3938644,1,0,22,00:00:22.879,Pass,Gonçalo Bernardo Inácio,Portugal,Portugal,42.8,8.2,,1.230038,Regular Play,Pedro Lomba Neto,13.157507,Ground Pass,,-0.34097895,55.2,3.8,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,5,1,0,0,Carry,Gonçalo Bernardo Inácio,Portugal,0.0,22.0,Ball Receipt*,Pedro Lomba Neto,Portugal,True,77.2,False,False,False
127779,3938644,1,0,24,00:00:24.109,Ball Receipt*,Pedro Lomba Neto,Portugal,Portugal,55.2,3.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,0,0,5,1,0,0,Pass,Gonçalo Bernardo Inácio,Portugal,0.0,22.0,Carry,Pedro Lomba Neto,Portugal,True,64.8,False,False,False
127780,3938644,1,0,24,00:00:24.109,Carry,Pedro Lomba Neto,Portugal,Portugal,55.2,3.8,,1.567856,Regular Play,,,,,,,,,,,,False,56.3,7.6,3.956008088970495,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,0,0,5,1,0,0,Ball Receipt*,Pedro Lomba Neto,Portugal,0.0,24.0,Pass,Pedro Lomba Neto,Portugal,True,64.8,False,False,False
127781,3938644,1,0,25,00:00:25.677,Pass,Pedro Lomba Neto,Portugal,Portugal,56.3,7.6,,0.997169,Regular Play,João Félix Sequeira,10.1965685,Ground Pass,,0.46803355,65.4,12.2,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,0,0,5,1,0,0,Carry,Pedro Lomba Neto,Portugal,0.0,24.0,Ball Receipt*,João Félix Sequeira,Portugal,True,63.7,False,False,False
127782,3938644,1,0,26,00:00:26.674,Ball Receipt*,João Félix Sequeira,Portugal,Portugal,65.4,12.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,0,0,5,1,0,0,Pass,Pedro Lomba Neto,Portugal,0.0,25.0,Carry,João Félix Sequeira,Portugal,True,54.599999999999994,False,False,False
127783,3938644,1,0,26,00:00:26.674,Carry,João Félix Sequeira,Portugal,Portugal,65.4,12.2,,2.127778,Regular Play,,,,,,,,,,,,False,56.2,18.4,11.094142598686933,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,0,0,5,1,0,0,Ball Receipt*,João Félix Sequeira,Portugal,0.0,26.0,Pass,João Félix Sequeira,Portugal,True,54.599999999999994,False,False,False
127784,3938644,1,0,28,00:00:28.802,Pass,João Félix Sequeira,Portugal,Portugal,56.2,18.4,,1.907636,Regular Play,Danilo Luís Hélio Pereira,19.13766,Ground Pass,,2.1515527,45.7,34.4,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,0,0,5,1,0,0,Carry,João Félix Sequeira,Portugal,0.0,26.0,Ball Receipt*,Danilo Luís Hélio Pereira,Portugal,True,63.8,False,False,False
127785,3938644,1,0,30,00:00:30.710,Ball Receipt*,Danilo Luís Hélio Pereira,Portugal,Portugal,45.7,34.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,0,0,5,1,0,0,Pass,João Félix Sequeira,Portugal,0.0,28.0,Carry,Danilo Luís Hélio Pereira,Portugal,True,74.3,False,False,False
127786,3938644,1,0,30,00:00:30.710,Carry,Danilo Luís Hélio Pereira,Portugal,Portugal,45.7,34.4,,0.860915,Regular Play,,,,,,,,,,,,False,47.4,34.4,1.6999999999999957,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,0,0,5,1,0,0,Ball Receipt*,Danilo Luís Hélio Pereira,Portugal,0.0,30.0,Pass,Danilo Luís Hélio Pereira,Portugal,True,74.3,False,False,False
127787,3938644,1,0,31,00:00:31.571,Pass,Danilo Luís Hélio Pereira,Portugal,Portugal,47.4,34.4,,1.614323,Regular Play,Gonçalo Bernardo Inácio,18.201649,Ground Pass,,-1.1096057,55.5,18.1,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,0,0,5,1,0,0,Carry,Danilo Luís Hélio Pereira,Portugal,0.0,30.0,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,True,72.6,False,False,False
127788,3938644,1,0,33,00:00:33.185,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,Portugal,55.5,18.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,5,1,0,0,Pass,Danilo Luís Hélio Pereira,Portugal,0.0,31.0,Carry,Gonçalo Bernardo Inácio,Portugal,True,64.5,False,False,False
127789,3938644,1,0,33,00:00:33.185,Carry,Gonçalo Bernardo Inácio,Portugal,Portugal,55.5,18.1,,2.671268,Regular Play,,,,,,,,,,,,False,64.7,12.8,10.617438485811917,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,5,1,0,0,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,0.0,33.0,Pass,Gonçalo Bernardo Inácio,Portugal,True,64.5,False,False,False
127790,3938644,1,0,35,00:00:35.856,Pass,Gonçalo Bernardo Inácio,Portugal,Portugal,64.7,12.8,,1.202962,Regular Play,Pedro Lomba Neto,10.423532,Ground Pass,,-0.8600889,71.5,4.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,5,1,0,0,Carry,Gonçalo Bernardo Inácio,Portugal,0.0,33.0,Ball Receipt*,Pedro Lomba Neto,Portugal,True,55.3,False,False,False
127791,3938644,1,0,37,00:00:37.059,Ball Receipt*,Pedro Lomba Neto,Portugal,Portugal,71.5,4.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,0,0,5,1,0,0,Pass,Gonçalo Bernardo Inácio,Portugal,0.0,35.0,Pass,Pedro Lomba Neto,Portugal,True,48.5,False,False,False
127792,3938644,1,0,37,00:00:37.059,Pass,Pedro Lomba Neto,Portugal,Portugal,73.1,4.1,,1.146331,Regular Play,Gonçalo Bernardo Inácio,10.018483,Ground Pass,,2.664553,64.2,8.7,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,0,0,5,1,0,0,Ball Receipt*,Pedro Lomba Neto,Portugal,0.0,37.0,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,True,46.900000000000006,False,False,False
127793,3938644,1,0,38,00:00:38.206,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,Portugal,64.2,8.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,5,1,0,0,Pass,Pedro Lomba Neto,Portugal,0.0,37.0,Carry,Gonçalo Bernardo Inácio,Portugal,True,55.8,False,False,False
127794,3938644,1,0,38,00:00:38.206,Carry,Gonçalo Bernardo Inácio,Portugal,Portugal,64.2,8.7,,0.611596,Regular Play,,,,,,,,,,,,False,64.2,8.7,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,5,1,0,0,Ball Receipt*,Gonçalo Bernardo Inácio,Portugal,0.0,38.0,Pass,Gonçalo Bernardo Inácio,Portugal,True,55.8,False,False,False
127795,3938644,1,0,38,00:00:38.817,Pass,Gonçalo Bernardo Inácio,Portugal,Portugal,64.2,8.7,,1.884742,Regular Play,Danilo Luís Hélio Pereira,25.24203,Ground Pass,,2.226975,48.8,28.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,5,1,0,0,Carry,Gonçalo Bernardo Inácio,Portugal,0.0,38.0,Ball Receipt*,Danilo Luís Hélio Pereira,Portugal,True,55.8,False,False,False
127796,3938644,1,0,40,00:00:40.702,Ball Receipt*,Danilo Luís Hélio Pereira,Portugal,Portugal,48.8,28.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,0,0,5,1,0,0,Pass,Gonçalo Bernardo Inácio,Portugal,0.0,38.0,Carry,Danilo Luís Hélio Pereira,Portugal,True,71.2,False,False,False
127797,3938644,1,0,40,00:00:40.702,Carry,Danilo Luís Hélio Pereira,Portugal,Portugal,48.8,28.7,,0.712259,Regular Play,,,,,,,,,,,,False,49.7,31.5,2.941088233970551,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,0,0,5,1,0,0,Ball Receipt*,Danilo Luís Hélio Pereira,Portugal,0.0,40.0,Pass,Danilo Luís Hélio Pereira,Portugal,True,71.2,False,False,False
127798,3938644,1,0,41,00:00:41.414,Pass,Danilo Luís Hélio Pereira,Portugal,Portugal,49.7,31.5,,2.205084,Regular Play,António João Pereira Albuquerque Tavares Silva,32.54981,Ground Pass,,1.3161309,57.9,63.0,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,0,0,5,1,0,0,Carry,Danilo Luís Hélio Pereira,Portugal,0.0,40.0,Ball Receipt*,António João Pereira Albuquerque Tavares Silva,Portugal,True,70.3,False,False,False
127799,3938644,1,0,43,00:00:43.619,Ball Receipt*,António João Pereira Albuquerque Tavares Silva,Portugal,Portugal,57.9,63.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,0,0,5,1,0,0,Pass,Danilo Luís Hélio Pereira,Portugal,0.0,41.0,Carry,António João Pereira Albuquerque Tavares Silva,Portugal,True,62.1,False,False,False
127800,3938644,1,0,43,00:00:43.619,Carry,António João Pereira Albuquerque Tavares Silva,Portugal,Portugal,57.9,63.0,,3.706414,Regular Play,,,,,,,,,,,,False,65.4,62.8,7.502666192761084,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,0,0,5,1,0,0,Ball Receipt*,António João Pereira Albuquerque Tavares Silva,Portugal,0.0,43.0,Pass,António João Pereira Albuquerque Tavares Silva,Portugal,True,62.1,False,False,False
127801,3938644,1,0,47,00:00:47.326,Pass,António João Pereira Albuquerque Tavares Silva,Portugal,Portugal,65.4,62.8,,0.58076,Regular Play,João Neves,6.2625875,Ground Pass,,-0.34194982,71.3,60.7,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,0,0,5,1,0,0,Carry,António João Pereira Albuquerque Tavares Silva,Portugal,0.0,43.0,Pressure,Giorgi Kochorashvili,Georgia,False,54.599999999999994,False,False,False
127802,3938644,1,0,47,00:00:47.702,Pressure,Giorgi Kochorashvili,Georgia,Portugal,49.0,19.4,,0.316206,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,1,1,2,4,0,0,Pass,António João Pereira Albuquerque Tavares Silva,Portugal,0.0,47.0,Ball Receipt*,João Neves,Portugal,False,71.0,False,False,False
127803,3938644,1,0,47,00:00:47.906,Ball Receipt*,João Neves,Portugal,Portugal,71.3,60.7,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,5,1,0,0,Pressure,Giorgi Kochorashvili,Georgia,0.0,47.0,Carry,João Neves,Portugal,True,48.7,False,False,True
