event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Italy_score,Albania_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
106192,3930161,1,0,0,00:00:00.000,Starting XI,,Italy,Italy,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Starting XI,,Albania,False,,False,,False
106193,3930161,1,0,0,00:00:00.000,Starting XI,,Albania,Italy,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Italy,0.0,0.0,Half Start,,Albania,True,,False,,False
106194,3930161,1,0,0,00:00:00.000,Half Start,,Albania,Italy,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Albania,0.0,0.0,Half Start,,Italy,False,,False,,False
106195,3930161,1,0,0,00:00:00.000,Half Start,,Italy,Italy,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Half Start,,Albania,0.0,0.0,Pass,Nedim Bajrami,Albania,False,,False,,False
106196,3930161,1,0,0,00:00:00.863,Pass,Nedim Bajrami,Albania,Albania,60.0,40.0,,1.001511,From Kick Off,Ylber Ramadani,15.9380045,Ground Pass,,-3.0725203,44.1,38.9,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Half Start,,Italy,0.0,0.0,Ball Receipt*,Ylber Ramadani,Albania,True,60.0,False,False,False
106197,3930161,1,0,1,00:00:01.864,Ball Receipt*,Ylber Ramadani,Albania,Albania,44.1,38.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Nedim Bajrami,Albania,0.0,0.0,Carry,Ylber Ramadani,Albania,True,75.9,False,False,False
106198,3930161,1,0,1,00:00:01.864,Carry,Ylber Ramadani,Albania,Albania,44.1,38.9,,0.714146,From Kick Off,,,,,,,,,,,,False,45.1,37.7,1.5620499351813275,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Ylber Ramadani,Albania,0.0,1.0,Pass,Ylber Ramadani,Albania,True,75.9,False,False,False
106199,3930161,1,0,2,00:00:02.579,Pass,Ylber Ramadani,Albania,Albania,45.1,37.7,,1.276142,From Kick Off,Kristjan Asllani,19.744873,Ground Pass,,-1.213804,52.0,19.2,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Ylber Ramadani,Albania,0.0,1.0,Ball Receipt*,Kristjan Asllani,Albania,True,74.9,False,False,False
106200,3930161,1,0,3,00:00:03.855,Ball Receipt*,Kristjan Asllani,Albania,Albania,52.0,19.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Ylber Ramadani,Albania,0.0,2.0,Carry,Kristjan Asllani,Albania,True,68.0,False,False,False
106201,3930161,1,0,3,00:00:03.855,Carry,Kristjan Asllani,Albania,Albania,52.0,19.2,,1.128939,From Kick Off,,,,,,,,,,,,False,54.2,22.3,3.8013155617496452,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Kristjan Asllani,Albania,0.0,3.0,Pass,Kristjan Asllani,Albania,True,68.0,False,False,False
106202,3930161,1,0,4,00:00:04.984,Pass,Kristjan Asllani,Albania,Albania,54.2,22.3,,4.917284,From Kick Off,Jasir Asani,79.14828,High Pass,Out,0.80952215,108.8,79.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Kristjan Asllani,Albania,0.0,3.0,Ball Receipt*,Jasir Asani,Albania,True,65.8,False,False,False
106203,3930161,1,0,9,00:00:09.901,Ball Receipt*,Jasir Asani,Albania,Albania,94.4,57.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Pass,Kristjan Asllani,Albania,0.0,4.0,Pass,Federico Dimarco,Italy,False,25.599999999999994,False,False,False
106204,3930161,1,0,20,00:00:20.848,Pass,Federico Dimarco,Italy,Italy,16.3,0.1,,2.078985,From Throw In,,29.285662,Low Pass,Incomplete,1.7876134,10.0,28.7,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Jasir Asani,Albania,0.0,9.0,Error,Federico Dimarco,Italy,True,103.7,False,False,False
106205,3930161,1,0,20,00:00:20.912,Error,Federico Dimarco,Italy,Italy,17.8,2.8,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Federico Dimarco,Italy,0.0,20.0,Interception,Nedim Bajrami,Albania,False,102.2,False,False,False
106206,3930161,1,0,22,00:00:22.927,Interception,Nedim Bajrami,Albania,Italy,110.1,51.4,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Error,Federico Dimarco,Italy,0.0,20.0,Carry,Nedim Bajrami,Albania,True,9.900000000000006,False,True,False
106207,3930161,1,0,22,00:00:22.927,Carry,Nedim Bajrami,Albania,Italy,110.1,51.4,,0.889739,From Throw In,,,,,,,,,,,,False,111.8,51.9,1.7720045146669376,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Interception,Nedim Bajrami,Albania,0.0,22.0,Shot,Nedim Bajrami,Albania,True,9.900000000000006,False,True,False
106208,3930161,1,0,23,00:00:23.817,Shot,Nedim Bajrami,Albania,Italy,111.8,51.9,,0.492063,From Throw In,,,,,,,,Goal,0.08619496,Right Foot,Normal,True,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Nedim Bajrami,Albania,0.0,22.0,Goal Keeper,Gianluigi Donnarumma,Italy,False,8.200000000000003,False,True,False
106209,3930161,1,0,24,00:00:24.309,Goal Keeper,Gianluigi Donnarumma,Italy,Italy,1.7,36.5,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,1,-1,0,0,0,0,0,0,0,Shot,Nedim Bajrami,Albania,0.0,23.0,Pass,Gianluca Scamacca,Italy,True,118.3,False,False,False
106210,3930161,1,1,31,00:01:31.630,Pass,Gianluca Scamacca,Italy,Italy,61.0,40.1,,1.345996,From Kick Off,Riccardo Calafiori,18.866373,Ground Pass,,3.0086908,42.3,42.6,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,-1,0,0,0,0,0,0,0,Goal Keeper,Gianluigi Donnarumma,Italy,0.0,24.0,Ball Receipt*,Riccardo Calafiori,Italy,True,59.0,False,False,False
106211,3930161,1,1,32,00:01:32.976,Ball Receipt*,Riccardo Calafiori,Italy,Italy,42.3,42.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,0,0,0,0,0,0,0,Pass,Gianluca Scamacca,Italy,1.0,31.0,Carry,Riccardo Calafiori,Italy,True,77.7,False,False,False
106212,3930161,1,1,32,00:01:32.976,Carry,Riccardo Calafiori,Italy,Italy,42.3,42.6,,0.357752,From Kick Off,,,,,,,,,,,,False,43.6,42.0,1.4317821063276397,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,0,0,0,0,0,0,0,Ball Receipt*,Riccardo Calafiori,Italy,1.0,32.0,Pass,Riccardo Calafiori,Italy,True,77.7,False,False,False
106213,3930161,1,1,33,00:01:33.334,Pass,Riccardo Calafiori,Italy,Italy,43.6,42.0,,1.742519,From Kick Off,Alessandro Bastoni,2.7166154,Ground Pass,,1.6814536,43.3,44.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,0,0,0,0,0,0,0,Carry,Riccardo Calafiori,Italy,1.0,32.0,Ball Receipt*,Alessandro Bastoni,Italy,True,76.4,False,False,False
106214,3930161,1,1,35,00:01:35.076,Ball Receipt*,Alessandro Bastoni,Italy,Italy,43.3,44.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,0,0,0,0,0,0,Pass,Riccardo Calafiori,Italy,1.0,33.0,Carry,Alessandro Bastoni,Italy,True,76.7,False,False,False
106215,3930161,1,1,35,00:01:35.076,Carry,Alessandro Bastoni,Italy,Italy,43.3,44.7,,1.646003,From Kick Off,,,,,,,,,,,,False,48.8,42.6,5.88727441181401,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,0,0,0,0,0,0,Ball Receipt*,Alessandro Bastoni,Italy,1.0,35.0,Pass,Alessandro Bastoni,Italy,True,76.7,False,False,False
106216,3930161,1,1,36,00:01:36.722,Pass,Alessandro Bastoni,Italy,Italy,48.8,42.6,,0.862454,From Kick Off,Nicolò Barella,13.652839,Ground Pass,,-1.0153025,56.0,31.0,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,0,0,0,0,0,0,Carry,Alessandro Bastoni,Italy,1.0,35.0,Ball Receipt*,Nicolò Barella,Italy,True,71.2,False,False,False
106217,3930161,1,1,37,00:01:37.585,Ball Receipt*,Nicolò Barella,Italy,Italy,56.0,31.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,1,-1,0,0,0,0,0,0,0,Pass,Alessandro Bastoni,Italy,1.0,36.0,Carry,Nicolò Barella,Italy,True,64.0,False,False,False
106218,3930161,1,1,37,00:01:37.585,Carry,Nicolò Barella,Italy,Italy,56.0,31.0,,3.030726,From Kick Off,,,,,,,,,,,,False,64.9,27.3,9.638464608017197,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,1,-1,0,0,0,0,0,0,0,Ball Receipt*,Nicolò Barella,Italy,1.0,37.0,Pass,Nicolò Barella,Italy,True,64.0,False,False,False
106219,3930161,1,1,40,00:01:40.615,Pass,Nicolò Barella,Italy,Italy,64.9,27.3,,1.585469,From Kick Off,Riccardo Calafiori,18.962067,Ground Pass,,-1.1118656,73.3,10.3,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,1,-1,0,0,0,0,0,0,0,Carry,Nicolò Barella,Italy,1.0,37.0,Ball Receipt*,Riccardo Calafiori,Italy,True,55.099999999999994,False,False,False
106220,3930161,1,1,42,00:01:42.201,Ball Receipt*,Riccardo Calafiori,Italy,Italy,73.3,10.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,0,0,0,0,0,0,0,Pass,Nicolò Barella,Italy,1.0,40.0,Carry,Riccardo Calafiori,Italy,True,46.7,False,False,False
106221,3930161,1,1,42,00:01:42.201,Carry,Riccardo Calafiori,Italy,Italy,73.3,10.3,True,2.038724,From Kick Off,,,,,,,,,,,,False,78.4,17.0,8.420213774008358,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,0,0,0,0,0,0,0,Ball Receipt*,Riccardo Calafiori,Italy,1.0,42.0,Pressure,Ylber Ramadani,Albania,False,46.7,False,False,False
106222,3930161,1,1,43,00:01:43.931,Pressure,Ylber Ramadani,Albania,Italy,39.6,63.8,,0.587708,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,1,0,0,0,0,0,0,0,Carry,Riccardo Calafiori,Italy,1.0,42.0,Pass,Riccardo Calafiori,Italy,False,80.4,False,False,False
106223,3930161,1,1,44,00:01:44.239,Pass,Riccardo Calafiori,Italy,Italy,78.4,17.0,True,1.029118,From Kick Off,Jorge Luiz Frello Filho,25.321136,Ground Pass,,1.810028,72.4,41.6,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,0,0,0,0,0,0,0,Pressure,Ylber Ramadani,Albania,1.0,43.0,Ball Receipt*,Jorge Luiz Frello Filho,Italy,True,41.599999999999994,False,False,True
106224,3930161,1,1,45,00:01:45.269,Ball Receipt*,Jorge Luiz Frello Filho,Italy,Italy,72.4,41.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,1,-1,0,0,0,0,0,0,0,Pass,Riccardo Calafiori,Italy,1.0,44.0,Carry,Jorge Luiz Frello Filho,Italy,True,47.599999999999994,False,False,False
106225,3930161,1,1,45,00:01:45.269,Carry,Jorge Luiz Frello Filho,Italy,Italy,72.4,41.6,,1.635466,From Kick Off,,,,,,,,,,,,False,72.8,41.7,0.41231056256175813,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,1,-1,0,0,0,0,0,0,0,Ball Receipt*,Jorge Luiz Frello Filho,Italy,1.0,45.0,Pass,Jorge Luiz Frello Filho,Italy,True,47.599999999999994,False,False,False
106226,3930161,1,1,46,00:01:46.904,Pass,Jorge Luiz Frello Filho,Italy,Italy,72.8,41.7,,2.114631,From Kick Off,Federico Chiesa,39.52379,High Pass,Incomplete,0.59642345,105.5,63.9,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,1,-1,0,0,0,0,0,0,0,Carry,Jorge Luiz Frello Filho,Italy,1.0,45.0,Ball Receipt*,Federico Chiesa,Italy,True,47.2,False,False,False
106227,3930161,1,1,49,00:01:49.019,Ball Receipt*,Federico Chiesa,Italy,Italy,105.4,66.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,-1,0,0,0,0,0,0,0,Pass,Jorge Luiz Frello Filho,Italy,1.0,46.0,Pass,Mario Mitaj,Albania,False,14.599999999999994,False,True,False
106228,3930161,1,1,49,00:01:49.019,Pass,Mario Mitaj,Albania,Italy,14.6,16.2,,1.363101,From Kick Off,Taulant Sulejmanov,8.261961,Low Pass,,-0.9055069,19.7,9.7,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,1,0,0,0,0,0,0,0,Ball Receipt*,Federico Chiesa,Italy,1.0,49.0,Ball Receipt*,Taulant Sulejmanov,Albania,True,105.4,False,False,False
106229,3930161,1,1,50,00:01:50.382,Ball Receipt*,Taulant Sulejmanov,Albania,Italy,19.7,9.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,1,1,0,0,0,0,0,0,0,Pass,Mario Mitaj,Albania,1.0,49.0,Pass,Taulant Sulejmanov,Albania,True,100.3,False,False,False
106230,3930161,1,1,50,00:01:50.382,Pass,Taulant Sulejmanov,Albania,Italy,19.7,8.6,,0.645848,From Kick Off,Mario Mitaj,5.770615,Low Pass,Incomplete,2.6546934,14.6,11.3,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,1,1,0,0,0,0,0,0,0,Ball Receipt*,Taulant Sulejmanov,Albania,1.0,50.0,Ball Receipt*,Mario Mitaj,Albania,True,100.3,False,False,False
106231,3930161,1,1,51,00:01:51.028,Ball Receipt*,Mario Mitaj,Albania,Italy,9.6,15.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,1,0,0,0,0,0,0,0,Pass,Taulant Sulejmanov,Albania,1.0,50.0,Ball Recovery,Federico Chiesa,Italy,False,110.4,False,False,False
106232,3930161,1,1,51,00:01:51.028,Ball Recovery,Federico Chiesa,Italy,Italy,105.5,68.8,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,-1,0,0,0,0,0,0,0,Ball Receipt*,Mario Mitaj,Albania,1.0,51.0,Carry,Federico Chiesa,Italy,True,14.5,False,True,False
106233,3930161,1,1,51,00:01:51.028,Carry,Federico Chiesa,Italy,Italy,105.5,68.8,True,2.715975,From Kick Off,,,,,,,,,,,,False,112.3,64.7,7.940403012442121,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,-1,0,0,0,0,0,0,0,Ball Recovery,Federico Chiesa,Italy,1.0,51.0,Pressure,Taulant Sulejmanov,Albania,False,14.5,False,True,False
106234,3930161,1,1,51,00:01:51.541,Pressure,Taulant Sulejmanov,Albania,Italy,14.2,13.5,,1.053098,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,1,1,0,0,0,0,0,0,0,Carry,Federico Chiesa,Italy,1.0,51.0,Pass,Federico Chiesa,Italy,False,105.8,False,False,False
106235,3930161,1,1,53,00:01:53.744,Pass,Federico Chiesa,Italy,Italy,112.3,64.7,,0.75104,From Kick Off,Gianluca Scamacca,14.8556385,Ground Pass,,-1.9500527,106.8,50.9,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,-1,0,0,0,0,0,0,0,Pressure,Taulant Sulejmanov,Albania,1.0,51.0,Ball Receipt*,Gianluca Scamacca,Italy,True,7.700000000000003,False,True,False
106236,3930161,1,1,54,00:01:54.495,Ball Receipt*,Gianluca Scamacca,Italy,Italy,106.8,50.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,-1,0,0,0,0,0,0,0,Pass,Federico Chiesa,Italy,1.0,53.0,Carry,Gianluca Scamacca,Italy,True,13.200000000000003,False,True,False
106237,3930161,1,1,54,00:01:54.495,Carry,Gianluca Scamacca,Italy,Italy,106.8,50.9,,0.040000003,From Kick Off,,,,,,,,,,,,False,106.8,50.9,0.0,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,-1,0,0,0,0,0,0,0,Ball Receipt*,Gianluca Scamacca,Italy,1.0,54.0,Pass,Gianluca Scamacca,Italy,True,13.200000000000003,False,True,False
106238,3930161,1,1,54,00:01:54.535,Pass,Gianluca Scamacca,Italy,Italy,106.8,50.9,,0.712208,From Kick Off,Lorenzo Pellegrini,8.348653,Ground Pass,,-1.6788081,105.9,42.6,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,-1,0,0,0,0,0,0,0,Carry,Gianluca Scamacca,Italy,1.0,54.0,Ball Receipt*,Lorenzo Pellegrini,Italy,True,13.200000000000003,False,True,False
106239,3930161,1,1,55,00:01:55.241,Ball Receipt*,Lorenzo Pellegrini,Italy,Italy,105.9,42.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,1,-1,0,0,0,0,0,0,0,Pass,Gianluca Scamacca,Italy,1.0,54.0,Shot,Lorenzo Pellegrini,Italy,True,14.099999999999994,False,True,False
106240,3930161,1,1,55,00:01:55.241,Shot,Lorenzo Pellegrini,Italy,Italy,105.9,42.6,,0.895133,From Kick Off,,,,,,,,Off T,0.20114782,Right Foot,Normal,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,1,-1,0,0,0,0,0,0,0,Ball Receipt*,Lorenzo Pellegrini,Italy,1.0,55.0,Goal Keeper,Thomas Strakosha,Albania,False,14.099999999999994,False,True,False
106241,3930161,1,1,56,00:01:56.136,Goal Keeper,Thomas Strakosha,Albania,Italy,2.5,38.6,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,1,1,0,0,0,0,0,0,0,Shot,Lorenzo Pellegrini,Italy,1.0,55.0,Pass,Thomas Strakosha,Albania,True,117.5,False,False,False
106242,3930161,1,2,45,00:02:45.610,Pass,Thomas Strakosha,Albania,Albania,5.0,39.4,,2.585883,From Goal Kick,Taulant Sulejmanov,65.12488,High Pass,,-0.42243385,64.4,12.7,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,1,1,0,0,0,0,0,0,0,Goal Keeper,Thomas Strakosha,Albania,1.0,56.0,Ball Receipt*,Taulant Sulejmanov,Albania,True,115.0,False,False,False
106243,3930161,1,2,48,00:02:48.196,Ball Receipt*,Taulant Sulejmanov,Albania,Albania,64.4,12.7,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,1,1,0,0,0,0,0,0,0,Pass,Thomas Strakosha,Albania,2.0,45.0,Pass,Taulant Sulejmanov,Albania,True,55.599999999999994,False,False,False
106244,3930161,1,2,48,00:02:48.196,Pass,Taulant Sulejmanov,Albania,Albania,64.4,12.7,,2.459244,From Goal Kick,Armando Broja,20.72993,High Pass,Unknown,-0.20401798,84.7,8.5,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,1,1,0,0,0,0,0,0,0,Ball Receipt*,Taulant Sulejmanov,Albania,2.0,48.0,Ball Receipt*,Armando Broja,Albania,True,55.599999999999994,False,False,False
106245,3930161,1,2,50,00:02:50.655,Ball Receipt*,Armando Broja,Albania,Albania,84.7,8.5,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,1,0,0,0,0,0,0,0,Pass,Taulant Sulejmanov,Albania,2.0,48.0,Foul Committed,Armando Broja,Albania,True,35.3,False,False,False
106246,3930161,1,2,50,00:02:50.800,Foul Committed,Armando Broja,Albania,Albania,84.7,8.5,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,1,0,0,0,0,0,0,0,Ball Receipt*,Armando Broja,Albania,2.0,50.0,Foul Won,Alessandro Bastoni,Italy,False,35.3,False,False,False
106247,3930161,1,2,50,00:02:50.800,Foul Won,Alessandro Bastoni,Italy,Albania,35.4,71.6,True,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,0,0,0,0,0,0,Foul Committed,Armando Broja,Albania,2.0,50.0,Pass,Giovanni Di Lorenzo,Italy,True,84.6,False,False,False
106248,3930161,1,3,2,00:03:02.576,Pass,Giovanni Di Lorenzo,Italy,Italy,35.4,71.9,,1.631229,From Free Kick,Alessandro Bastoni,15.367498,Ground Pass,,-2.4668517,23.4,62.3,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,1,-1,0,0,0,0,0,0,0,Foul Won,Alessandro Bastoni,Italy,2.0,50.0,Ball Receipt*,Alessandro Bastoni,Italy,True,84.6,False,False,False
106249,3930161,1,3,4,00:03:04.207,Ball Receipt*,Alessandro Bastoni,Italy,Italy,23.4,62.3,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,0,0,0,0,0,0,Pass,Giovanni Di Lorenzo,Italy,3.0,2.0,Carry,Alessandro Bastoni,Italy,True,96.6,False,False,False
106250,3930161,1,3,4,00:03:04.207,Carry,Alessandro Bastoni,Italy,Italy,23.4,62.3,,1.326743,From Free Kick,,,,,,,,,,,,False,27.4,53.7,9.484724561103496,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,0,0,0,0,0,0,Ball Receipt*,Alessandro Bastoni,Italy,3.0,4.0,Pass,Alessandro Bastoni,Italy,True,96.6,False,False,False
106251,3930161,1,3,5,00:03:05.534,Pass,Alessandro Bastoni,Italy,Italy,27.4,53.7,,2.534124,From Free Kick,Riccardo Calafiori,27.40894,Ground Pass,,-1.1855475,37.7,28.3,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,0,0,0,0,0,0,Carry,Alessandro Bastoni,Italy,3.0,4.0,Ball Receipt*,Riccardo Calafiori,Italy,True,92.6,False,False,False
106252,3930161,1,3,8,00:03:08.068,Ball Receipt*,Riccardo Calafiori,Italy,Italy,37.7,28.3,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,0,0,0,0,0,0,0,Pass,Alessandro Bastoni,Italy,3.0,5.0,Carry,Riccardo Calafiori,Italy,True,82.3,False,False,False
106253,3930161,1,3,8,00:03:08.068,Carry,Riccardo Calafiori,Italy,Italy,37.7,28.3,,1.897412,From Free Kick,,,,,,,,,,,,False,50.9,20.8,15.18189711465599,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,0,0,0,0,0,0,0,Ball Receipt*,Riccardo Calafiori,Italy,3.0,8.0,Pass,Riccardo Calafiori,Italy,True,82.3,False,False,False
106254,3930161,1,3,9,00:03:09.966,Pass,Riccardo Calafiori,Italy,Italy,50.9,20.8,,0.941619,From Free Kick,Federico Dimarco,9.654015,Ground Pass,,-0.8734055,57.1,13.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,0,0,0,0,0,0,0,Carry,Riccardo Calafiori,Italy,3.0,8.0,Ball Receipt*,Federico Dimarco,Italy,True,69.1,False,False,False
106255,3930161,1,3,10,00:03:10.907,Ball Receipt*,Federico Dimarco,Italy,Italy,57.1,13.4,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,-1,0,0,0,0,0,0,0,Pass,Riccardo Calafiori,Italy,3.0,9.0,Carry,Federico Dimarco,Italy,True,62.9,False,False,False
106256,3930161,1,3,10,00:03:10.907,Carry,Federico Dimarco,Italy,Italy,57.1,13.4,True,0.679678,From Free Kick,,,,,,,,,,,,False,56.6,14.8,1.4866068747318508,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,-1,0,0,0,0,0,0,0,Ball Receipt*,Federico Dimarco,Italy,3.0,10.0,Pressure,Jasir Asani,Albania,False,62.9,False,False,False
106257,3930161,1,3,10,00:03:10.909,Pressure,Jasir Asani,Albania,Italy,60.3,66.6,,0.729476,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,1,0,0,0,0,0,0,0,Carry,Federico Dimarco,Italy,3.0,10.0,Pass,Federico Dimarco,Italy,False,59.7,False,False,False
106258,3930161,1,3,11,00:03:11.587,Pass,Federico Dimarco,Italy,Italy,56.6,14.8,True,1.471512,From Free Kick,Riccardo Calafiori,13.075168,Ground Pass,,-3.0343137,43.6,13.4,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,-1,0,0,0,0,0,0,0,Pressure,Jasir Asani,Albania,3.0,10.0,Ball Receipt*,Riccardo Calafiori,Italy,True,63.4,False,False,True
106259,3930161,1,3,13,00:03:13.059,Ball Receipt*,Riccardo Calafiori,Italy,Italy,43.6,13.4,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,0,0,0,0,0,0,0,Pass,Federico Dimarco,Italy,3.0,11.0,Carry,Riccardo Calafiori,Italy,True,76.4,False,False,False
