event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Albania_score,Spain_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
69012,3930179,1,0,0,00:00:00.000,Starting XI,,Albania,Albania,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,1,3,4,0,0,,,,,,Starting XI,,Spain,False,,False,,False
69013,3930179,1,0,0,00:00:00.000,Starting XI,,Spain,Albania,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,0,0,4,0,0,0,Starting XI,,Albania,0.0,0.0,Half Start,,Spain,True,,False,,False
69014,3930179,1,0,0,00:00:00.000,Half Start,,Spain,Albania,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,0,0,4,0,0,0,Starting XI,,Spain,0.0,0.0,Half Start,,Albania,False,,False,,False
69015,3930179,1,0,0,00:00:00.000,Half Start,,Albania,Albania,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,1,3,4,0,0,Half Start,,Spain,0.0,0.0,Pass,Qazim Laçi,Albania,True,,False,,False
69016,3930179,1,0,0,00:00:00.646,Pass,Qazim Laçi,Albania,Albania,60.0,40.0,,1.513716,From Kick Off,Ylber Ramadani,21.612265,Ground Pass,,-3.039622,38.5,37.8,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,1,1,3,4,1,0,Half Start,,Albania,0.0,0.0,Ball Receipt*,Ylber Ramadani,Albania,True,60.0,False,False,False
69017,3930179,1,0,2,00:00:02.160,Ball Receipt*,Ylber Ramadani,Albania,Albania,38.5,37.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,1,1,3,4,0,0,Pass,Qazim Laçi,Albania,0.0,0.0,Carry,Ylber Ramadani,Albania,True,81.5,False,False,False
69018,3930179,1,0,2,00:00:02.160,Carry,Ylber Ramadani,Albania,Albania,38.5,37.8,,1.043689,From Kick Off,,,,,,,,,,,,False,40.2,40.2,2.941088233970555,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,1,1,3,4,0,0,Ball Receipt*,Ylber Ramadani,Albania,0.0,2.0,Pass,Ylber Ramadani,Albania,True,81.5,False,False,False
69019,3930179,1,0,3,00:00:03.203,Pass,Ylber Ramadani,Albania,Albania,40.2,40.2,,2.410254,From Kick Off,Rey Manaj,61.192974,High Pass,,-0.62290907,89.9,4.5,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,1,1,3,4,0,0,Carry,Ylber Ramadani,Albania,0.0,2.0,Ball Receipt*,Rey Manaj,Albania,True,79.8,False,False,False
69020,3930179,1,0,5,00:00:05.614,Ball Receipt*,Rey Manaj,Albania,Albania,89.9,4.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,1,1,3,4,0,0,Pass,Ylber Ramadani,Albania,0.0,3.0,Duel,Jesús Navas González,Spain,False,30.099999999999994,False,False,False
69021,3930179,1,0,5,00:00:05.791,Duel,Jesús Navas González,Spain,Albania,28.8,77.8,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,4,0,0,0,Ball Receipt*,Rey Manaj,Albania,0.0,5.0,Pass,Rey Manaj,Albania,False,91.2,False,False,False
69022,3930179,1,0,5,00:00:05.791,Pass,Rey Manaj,Albania,Albania,91.3,2.3,True,1.262509,From Kick Off,Nedim Bajrami,8.875246,High Pass,Incomplete,2.155674,86.4,9.7,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,1,1,3,4,0,0,Duel,Jesús Navas González,Spain,0.0,5.0,Ball Receipt*,Nedim Bajrami,Albania,True,28.700000000000003,False,False,False
69023,3930179,1,0,7,00:00:07.053,Ball Receipt*,Nedim Bajrami,Albania,Albania,85.3,5.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,1,1,3,4,1,0,Pass,Rey Manaj,Albania,0.0,5.0,Pass,Martín Zubimendi Ibáñez,Spain,False,34.7,False,False,False
69024,3930179,1,0,7,00:00:07.053,Pass,Martín Zubimendi Ibáñez,Spain,Spain,33.7,70.4,,1.300495,Regular Play,Ferrán Torres García,8.832327,Low Pass,,1.036202,38.2,78.0,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,4,0,0,0,Ball Receipt*,Nedim Bajrami,Albania,0.0,7.0,Pressure,Mario Mitaj,Albania,False,86.3,False,False,False
69025,3930179,1,0,8,00:00:08.252,Pressure,Mario Mitaj,Albania,Spain,80.4,1.7,,0.568939,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,1,1,3,4,0,0,Pass,Martín Zubimendi Ibáñez,Spain,0.0,7.0,Ball Receipt*,Ferrán Torres García,Spain,False,39.599999999999994,False,False,False
69026,3930179,1,0,8,00:00:08.354,Ball Receipt*,Ferrán Torres García,Spain,Spain,38.2,78.0,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,0,4,0,0,0,Pressure,Mario Mitaj,Albania,0.0,8.0,Carry,Ferrán Torres García,Spain,True,81.8,False,False,True
69027,3930179,1,0,8,00:00:08.354,Carry,Ferrán Torres García,Spain,Spain,38.2,78.0,True,0.5873,Regular Play,,,,,,,,,,,,False,37.6,79.2,1.341640786499877,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,0,4,0,0,0,Ball Receipt*,Ferrán Torres García,Spain,0.0,8.0,Pass,Ferrán Torres García,Spain,True,81.8,False,False,False
69028,3930179,1,0,8,00:00:08.941,Pass,Ferrán Torres García,Spain,Spain,37.6,79.2,,0.787139,Regular Play,Jesús Navas González,6.1188235,Ground Pass,,-2.9441972,31.6,78.0,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,0,4,0,0,0,Carry,Ferrán Torres García,Spain,0.0,8.0,Pressure,Rey Manaj,Albania,False,82.4,False,False,False
69029,3930179,1,0,9,00:00:09.595,Pressure,Rey Manaj,Albania,Spain,90.7,2.6,,0.47015,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,1,1,3,4,0,0,Pass,Ferrán Torres García,Spain,0.0,8.0,Ball Receipt*,Jesús Navas González,Spain,False,29.299999999999997,False,False,False
69030,3930179,1,0,9,00:00:09.728,Ball Receipt*,Jesús Navas González,Spain,Spain,31.6,78.0,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,4,0,0,0,Pressure,Rey Manaj,Albania,0.0,9.0,Carry,Jesús Navas González,Spain,True,88.4,False,False,True
69031,3930179,1,0,9,00:00:09.728,Carry,Jesús Navas González,Spain,Spain,31.6,78.0,True,0.129161,Regular Play,,,,,,,,,,,,False,31.1,76.4,1.6763054614240156,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,4,0,0,0,Ball Receipt*,Jesús Navas González,Spain,0.0,9.0,Miscontrol,Jesús Navas González,Spain,True,88.4,False,False,False
69032,3930179,1,0,9,00:00:09.857,Miscontrol,Jesús Navas González,Spain,Spain,31.1,76.4,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,4,0,0,0,Carry,Jesús Navas González,Spain,0.0,9.0,Ball Recovery,Rey Manaj,Albania,False,88.9,False,False,False
69033,3930179,1,0,10,00:00:10.255,Ball Recovery,Rey Manaj,Albania,Spain,89.6,4.5,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,1,1,3,4,0,0,Miscontrol,Jesús Navas González,Spain,0.0,9.0,Pass,Jesús Navas González,Spain,False,30.400000000000006,False,False,False
69034,3930179,1,0,25,00:00:25.254,Pass,Jesús Navas González,Spain,Spain,29.2,80.0,,1.599998,From Throw In,Daniel Vivian Moreno,14.136477,Low Pass,,-2.7032561,16.4,74.0,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,4,0,0,0,Ball Recovery,Rey Manaj,Albania,0.0,10.0,Ball Receipt*,Daniel Vivian Moreno,Spain,True,90.8,False,False,False
69035,3930179,1,0,26,00:00:26.854,Ball Receipt*,Daniel Vivian Moreno,Spain,Spain,16.4,74.0,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,0,0,4,0,0,0,Pass,Jesús Navas González,Spain,0.0,25.0,Pass,Daniel Vivian Moreno,Spain,True,103.6,False,False,False
69036,3930179,1,0,27,00:00:27.257,Pass,Daniel Vivian Moreno,Spain,Spain,17.8,74.0,,1.860851,From Throw In,Jesús Navas González,10.248902,Ground Pass,,0.097726904,28.0,75.0,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,0,0,4,0,0,0,Ball Receipt*,Daniel Vivian Moreno,Spain,0.0,26.0,Ball Receipt*,Jesús Navas González,Spain,True,102.2,False,False,False
69037,3930179,1,0,29,00:00:29.117,Ball Receipt*,Jesús Navas González,Spain,Spain,28.0,75.0,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,4,0,0,0,Pass,Daniel Vivian Moreno,Spain,0.0,27.0,Carry,Jesús Navas González,Spain,True,92.0,False,False,False
69038,3930179,1,0,29,00:00:29.117,Carry,Jesús Navas González,Spain,Spain,28.0,75.0,True,2.172485,From Throw In,,,,,,,,,,,,False,40.5,77.0,12.658988901172163,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,4,0,0,0,Ball Receipt*,Jesús Navas González,Spain,0.0,29.0,Pressure,Nedim Bajrami,Albania,False,92.0,False,False,False
69039,3930179,1,0,30,00:00:30.834,Pressure,Nedim Bajrami,Albania,Spain,83.5,3.9,,0.441292,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,1,1,3,4,1,0,Carry,Jesús Navas González,Spain,0.0,29.0,Pass,Jesús Navas González,Spain,False,36.5,False,False,False
69040,3930179,1,0,31,00:00:31.290,Pass,Jesús Navas González,Spain,Spain,40.5,77.0,,5.199686,From Throw In,Alejandro Grimaldo García,71.114624,High Pass,,-1.9330232,15.3,10.5,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,4,0,0,0,Pressure,Nedim Bajrami,Albania,0.0,30.0,Ball Receipt*,Alejandro Grimaldo García,Spain,True,79.5,False,False,True
69041,3930179,1,0,36,00:00:36.490,Ball Receipt*,Alejandro Grimaldo García,Spain,Spain,15.3,10.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,0,4,0,0,0,Pass,Jesús Navas González,Spain,0.0,31.0,Carry,Alejandro Grimaldo García,Spain,True,104.7,False,False,False
69042,3930179,1,0,36,00:00:36.490,Carry,Alejandro Grimaldo García,Spain,Spain,15.3,10.5,,1.503015,From Throw In,,,,,,,,,,,,False,13.8,11.1,1.6155494421403511,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,0,4,0,0,0,Ball Receipt*,Alejandro Grimaldo García,Spain,0.0,36.0,Pass,Alejandro Grimaldo García,Spain,True,104.7,False,False,False
69043,3930179,1,0,37,00:00:37.993,Pass,Alejandro Grimaldo García,Spain,Spain,13.8,11.1,,1.402978,From Throw In,Aymeric Laporte,13.102672,Ground Pass,,1.786154,11.0,23.9,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,0,4,0,0,0,Carry,Alejandro Grimaldo García,Spain,0.0,36.0,Ball Receipt*,Aymeric Laporte,Spain,True,106.2,False,False,False
69044,3930179,1,0,39,00:00:39.396,Ball Receipt*,Aymeric Laporte,Spain,Spain,11.0,23.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,4,0,0,0,Pass,Alejandro Grimaldo García,Spain,0.0,37.0,Carry,Aymeric Laporte,Spain,True,109.0,False,False,False
69045,3930179,1,0,39,00:00:39.396,Carry,Aymeric Laporte,Spain,Spain,11.0,23.9,,1.093417,From Throw In,,,,,,,,,,,,False,10.2,27.2,3.39558536926993,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,4,0,0,0,Ball Receipt*,Aymeric Laporte,Spain,0.0,39.0,Pass,Aymeric Laporte,Spain,True,109.0,False,False,False
69046,3930179,1,0,40,00:00:40.489,Pass,Aymeric Laporte,Spain,Spain,10.2,27.2,,1.323054,From Throw In,David Raya Martin,14.327945,Ground Pass,,1.9124118,5.4,40.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,4,0,0,0,Carry,Aymeric Laporte,Spain,0.0,39.0,Pressure,Qazim Laçi,Albania,False,109.8,False,False,False
69047,3930179,1,0,41,00:00:41.547,Pressure,Qazim Laçi,Albania,Spain,107.3,44.8,,1.282657,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,1,1,3,4,1,0,Pass,Aymeric Laporte,Spain,0.0,40.0,Ball Receipt*,David Raya Martin,Spain,False,12.700000000000003,False,True,False
69048,3930179,1,0,41,00:00:41.812,Ball Receipt*,David Raya Martin,Spain,Spain,5.4,40.7,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,0,0,4,0,0,0,Pressure,Qazim Laçi,Albania,0.0,41.0,Carry,David Raya Martin,Spain,True,114.6,False,False,True
69049,3930179,1,0,41,00:00:41.812,Carry,David Raya Martin,Spain,Spain,5.4,40.7,True,0.94021,From Throw In,,,,,,,,,,,,False,7.2,40.5,1.8110770276274835,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,0,0,4,0,0,0,Ball Receipt*,David Raya Martin,Spain,0.0,41.0,Pass,David Raya Martin,Spain,True,114.6,False,False,False
69050,3930179,1,0,42,00:00:42.752,Pass,David Raya Martin,Spain,Spain,7.2,40.5,True,1.08179,From Throw In,Martín Zubimendi Ibáñez,9.708244,Ground Pass,,-0.20749623,16.7,38.5,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,0,0,4,0,0,0,Carry,David Raya Martin,Spain,0.0,41.0,Pressure,Rey Manaj,Albania,False,112.8,False,False,False
69051,3930179,1,0,43,00:00:43.356,Pressure,Rey Manaj,Albania,Spain,103.7,38.0,,0.580894,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,1,1,3,4,0,0,Pass,David Raya Martin,Spain,0.0,42.0,Ball Receipt*,Martín Zubimendi Ibáñez,Spain,False,16.299999999999997,False,True,False
69052,3930179,1,0,43,00:00:43.834,Ball Receipt*,Martín Zubimendi Ibáñez,Spain,Spain,16.7,38.5,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,4,0,0,0,Pressure,Rey Manaj,Albania,0.0,43.0,Pass,Martín Zubimendi Ibáñez,Spain,True,103.3,False,False,True
69053,3930179,1,0,43,00:00:43.834,Pass,Martín Zubimendi Ibáñez,Spain,Spain,15.9,37.7,True,1.312875,From Throw In,Aymeric Laporte,18.571484,Ground Pass,,-1.9983151,8.2,20.8,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,4,0,0,0,Ball Receipt*,Martín Zubimendi Ibáñez,Spain,0.0,43.0,Ball Receipt*,Aymeric Laporte,Spain,True,104.1,False,False,False
69054,3930179,1,0,45,00:00:45.147,Ball Receipt*,Aymeric Laporte,Spain,Spain,8.2,20.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,4,0,0,0,Pass,Martín Zubimendi Ibáñez,Spain,0.0,43.0,Carry,Aymeric Laporte,Spain,True,111.8,False,False,False
69055,3930179,1,0,45,00:00:45.147,Carry,Aymeric Laporte,Spain,Spain,8.2,20.8,,3.05362,From Throw In,,,,,,,,,,,,False,8.8,21.4,0.8485281374238565,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,4,0,0,0,Ball Receipt*,Aymeric Laporte,Spain,0.0,45.0,Pass,Aymeric Laporte,Spain,True,111.8,False,False,False
69056,3930179,1,0,48,00:00:48.201,Pass,Aymeric Laporte,Spain,Spain,8.8,21.4,,1.682054,From Throw In,Daniel Vivian Moreno,24.708096,Ground Pass,,1.7006733,5.6,45.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,4,0,0,0,Carry,Aymeric Laporte,Spain,0.0,45.0,Ball Receipt*,Daniel Vivian Moreno,Spain,True,111.2,False,False,False
69057,3930179,1,0,49,00:00:49.883,Ball Receipt*,Daniel Vivian Moreno,Spain,Spain,5.6,45.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,0,0,4,0,0,0,Pass,Aymeric Laporte,Spain,0.0,48.0,Carry,Daniel Vivian Moreno,Spain,True,114.4,False,False,False
69058,3930179,1,0,49,00:00:49.883,Carry,Daniel Vivian Moreno,Spain,Spain,5.6,45.9,,2.173196,From Throw In,,,,,,,,,,,,False,9.6,58.5,13.219682295728594,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,0,0,4,0,0,0,Ball Receipt*,Daniel Vivian Moreno,Spain,0.0,49.0,Pass,Daniel Vivian Moreno,Spain,True,114.4,False,False,False
69059,3930179,1,0,52,00:00:52.056,Pass,Daniel Vivian Moreno,Spain,Spain,9.6,58.5,,1.28873,From Throw In,Jesús Navas González,23.331095,Ground Pass,,1.0053821,22.1,78.2,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,0,0,4,0,0,0,Carry,Daniel Vivian Moreno,Spain,0.0,49.0,Ball Receipt*,Jesús Navas González,Spain,True,110.4,False,False,False
69060,3930179,1,0,53,00:00:53.345,Ball Receipt*,Jesús Navas González,Spain,Spain,22.1,78.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,4,0,0,0,Pass,Daniel Vivian Moreno,Spain,0.0,52.0,Carry,Jesús Navas González,Spain,True,97.9,False,False,False
69061,3930179,1,0,53,00:00:53.345,Carry,Jesús Navas González,Spain,Spain,22.1,78.2,,2.364959,From Throw In,,,,,,,,,,,,False,24.9,79.0,2.9120439557122038,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,4,0,0,0,Ball Receipt*,Jesús Navas González,Spain,0.0,53.0,Pass,Jesús Navas González,Spain,True,97.9,False,False,False
69062,3930179,1,0,55,00:00:55.709,Pass,Jesús Navas González,Spain,Spain,24.9,79.0,,0.788347,From Throw In,Ferrán Torres García,18.209887,Ground Pass,Incomplete,-0.0329551,43.1,78.4,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,4,0,0,0,Carry,Jesús Navas González,Spain,0.0,53.0,Ball Receipt*,Ferrán Torres García,Spain,True,95.1,False,False,False
69063,3930179,1,0,56,00:00:56.498,Ball Receipt*,Ferrán Torres García,Spain,Spain,51.9,78.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,0,4,0,0,0,Pass,Jesús Navas González,Spain,0.0,55.0,Interception,Kristjan Asllani,Albania,False,68.1,False,False,False
69064,3930179,1,0,56,00:00:56.498,Interception,Kristjan Asllani,Albania,Spain,77.0,1.7,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,1,3,4,0,0,Ball Receipt*,Ferrán Torres García,Spain,0.0,56.0,Pressure,Jesús Navas González,Spain,False,43.0,False,False,False
69065,3930179,1,0,57,00:00:57.640,Pressure,Jesús Navas González,Spain,Spain,34.6,77.5,,0.485665,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,4,0,0,0,Interception,Kristjan Asllani,Albania,0.0,56.0,Ball Recovery,Nedim Bajrami,Albania,False,85.4,False,False,False
69066,3930179,1,0,58,00:00:58.054,Ball Recovery,Nedim Bajrami,Albania,Albania,83.1,2.6,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,1,1,3,4,1,0,Pressure,Jesús Navas González,Spain,0.0,57.0,Carry,Nedim Bajrami,Albania,True,36.900000000000006,False,False,True
69067,3930179,1,0,58,00:00:58.054,Carry,Nedim Bajrami,Albania,Albania,83.1,2.6,True,0.628035,Regular Play,,,,,,,,,,,,False,77.1,2.3,6.007495318350236,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,1,1,3,4,1,0,Ball Recovery,Nedim Bajrami,Albania,0.0,58.0,Pass,Nedim Bajrami,Albania,True,36.900000000000006,False,False,False
69068,3930179,1,0,58,00:00:58.682,Pass,Nedim Bajrami,Albania,Albania,77.1,2.3,,0.823582,Regular Play,Mario Mitaj,8.109871,Ground Pass,,-3.09225,69.0,1.9,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,1,1,3,4,1,0,Carry,Nedim Bajrami,Albania,0.0,58.0,Ball Receipt*,Mario Mitaj,Albania,True,42.900000000000006,False,False,False
69069,3930179,1,0,59,00:00:59.506,Ball Receipt*,Mario Mitaj,Albania,Albania,69.0,1.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,1,1,3,4,0,0,Pass,Nedim Bajrami,Albania,0.0,58.0,Carry,Mario Mitaj,Albania,True,51.0,False,False,False
69070,3930179,1,0,59,00:00:59.506,Carry,Mario Mitaj,Albania,Albania,69.0,1.9,True,1.134626,Regular Play,,,,,,,,,,,,False,67.9,2.6,1.303840481040525,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,1,1,3,4,0,0,Ball Receipt*,Mario Mitaj,Albania,0.0,59.0,Pressure,Ferrán Torres García,Spain,False,51.0,False,False,False
69071,3930179,1,1,0,00:01:00.004,Pressure,Ferrán Torres García,Spain,Albania,44.6,78.7,,0.611351,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,0,4,0,0,0,Carry,Mario Mitaj,Albania,0.0,59.0,Pass,Mario Mitaj,Albania,False,75.4,False,False,False
69072,3930179,1,1,0,00:01:00.640,Pass,Mario Mitaj,Albania,Albania,67.9,2.6,,1.797149,Regular Play,Berat Djimsiti,29.02585,Low Pass,,2.6887305,41.8,15.3,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,1,1,3,4,0,0,Pressure,Ferrán Torres García,Spain,1.0,0.0,Ball Receipt*,Berat Djimsiti,Albania,True,52.099999999999994,False,False,True
69073,3930179,1,1,2,00:01:02.437,Ball Receipt*,Berat Djimsiti,Albania,Albania,41.8,15.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,3,4,0,0,Pass,Mario Mitaj,Albania,1.0,0.0,Carry,Berat Djimsiti,Albania,True,78.2,False,False,False
69074,3930179,1,1,2,00:01:02.437,Carry,Berat Djimsiti,Albania,Albania,41.8,15.3,,1.21738,Regular Play,,,,,,,,,,,,False,41.0,17.0,1.8788294228055917,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,3,4,0,0,Ball Receipt*,Berat Djimsiti,Albania,1.0,2.0,Pass,Berat Djimsiti,Albania,True,78.2,False,False,False
69075,3930179,1,1,3,00:01:03.655,Pass,Berat Djimsiti,Albania,Albania,41.0,17.0,,2.235384,Regular Play,Thomas Strakosha,32.810974,Ground Pass,,2.364815,17.6,40.0,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,3,4,0,0,Carry,Berat Djimsiti,Albania,1.0,2.0,Ball Receipt*,Thomas Strakosha,Albania,True,79.0,False,False,False
69076,3930179,1,1,5,00:01:05.890,Ball Receipt*,Thomas Strakosha,Albania,Albania,17.6,40.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,1,1,3,4,0,0,Pass,Berat Djimsiti,Albania,1.0,3.0,Carry,Thomas Strakosha,Albania,True,102.4,False,False,False
69077,3930179,1,1,5,00:01:05.890,Carry,Thomas Strakosha,Albania,Albania,17.6,40.0,True,2.069818,Regular Play,,,,,,,,,,,,False,20.4,48.7,9.139474820797968,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,1,1,3,4,0,0,Ball Receipt*,Thomas Strakosha,Albania,1.0,5.0,Pressure,José Luis Sanmartín Mato,Spain,False,102.4,False,False,False
69078,3930179,1,1,6,00:01:06.619,Pressure,José Luis Sanmartín Mato,Spain,Albania,95.8,46.3,,1.399089,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,0,0,4,0,0,0,Carry,Thomas Strakosha,Albania,1.0,5.0,Pass,Thomas Strakosha,Albania,False,24.200000000000003,False,True,False
69079,3930179,1,1,7,00:01:07.960,Pass,Thomas Strakosha,Albania,Albania,20.4,48.7,True,3.090427,Regular Play,Rey Manaj,64.04498,High Pass,Incomplete,-0.4524749,78.0,20.7,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,1,1,3,4,0,0,Pressure,José Luis Sanmartín Mato,Spain,1.0,6.0,Ball Receipt*,Rey Manaj,Albania,True,99.6,False,False,True
69080,3930179,1,1,11,00:01:11.050,Ball Receipt*,Rey Manaj,Albania,Albania,75.6,22.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,1,1,3,4,0,0,Pass,Thomas Strakosha,Albania,1.0,7.0,Clearance,Jesús Navas González,Spain,False,44.400000000000006,False,False,False
