event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Slovakia_score,Ukraine_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
113659,3938640,1,0,0,00:00:00.000,Starting XI,,Slovakia,Slovakia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,1,0,0,0,,,,,,Starting XI,,Ukraine,False,,False,,False
113660,3938640,1,0,0,00:00:00.000,Starting XI,,Ukraine,Slovakia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,0,3,0,0,Starting XI,,Slovakia,0.0,0.0,Half Start,,Slovakia,False,,False,,False
113661,3938640,1,0,0,00:00:00.000,Half Start,,Slovakia,Slovakia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,1,0,0,0,Starting XI,,Ukraine,0.0,0.0,Half Start,,Ukraine,False,,False,,False
113662,3938640,1,0,0,00:00:00.000,Half Start,,Ukraine,Slovakia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,0,3,0,0,Half Start,,Slovakia,0.0,0.0,Pass,Róbert Boženík,Slovakia,False,,False,,False
113663,3938640,1,0,0,00:00:00.450,Pass,Róbert Boženík,Slovakia,Slovakia,60.0,40.0,,1.77001,From Kick Off,Milan Škriniar,23.843657,Ground Pass,,2.9985094,36.4,43.4,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,1,0,0,0,Half Start,,Ukraine,0.0,0.0,Ball Receipt*,Milan Škriniar,Slovakia,True,60.0,False,False,False
113664,3938640,1,0,2,00:00:02.220,Ball Receipt*,Milan Škriniar,Slovakia,Slovakia,36.4,43.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Róbert Boženík,Slovakia,0.0,0.0,Carry,Milan Škriniar,Slovakia,True,83.6,False,False,False
113665,3938640,1,0,2,00:00:02.220,Carry,Milan Škriniar,Slovakia,Slovakia,36.4,43.4,,0.106986,From Kick Off,,,,,,,,,,,,False,36.2,43.4,0.19999999999999574,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Milan Škriniar,Slovakia,0.0,2.0,Pass,Milan Škriniar,Slovakia,True,83.6,False,False,False
113666,3938640,1,0,2,00:00:02.327,Pass,Milan Škriniar,Slovakia,Slovakia,36.2,43.4,,1.685075,From Kick Off,Denis Vavro,2.0880613,Ground Pass,,1.2793396,36.8,45.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,Milan Škriniar,Slovakia,0.0,2.0,Ball Receipt*,Denis Vavro,Slovakia,True,83.8,False,False,False
113667,3938640,1,0,4,00:00:04.012,Ball Receipt*,Denis Vavro,Slovakia,Slovakia,36.8,45.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Milan Škriniar,Slovakia,0.0,2.0,Carry,Denis Vavro,Slovakia,True,83.2,False,False,False
113668,3938640,1,0,4,00:00:04.012,Carry,Denis Vavro,Slovakia,Slovakia,36.8,45.4,,0.159997,From Kick Off,,,,,,,,,,,,False,36.5,45.6,0.3605551275463981,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Denis Vavro,Slovakia,0.0,4.0,Pass,Denis Vavro,Slovakia,True,83.2,False,False,False
113669,3938640,1,0,4,00:00:04.172,Pass,Denis Vavro,Slovakia,Slovakia,36.5,45.6,,3.349049,From Kick Off,Dávid Hancko,68.12342,High Pass,,-0.3979528,99.3,19.2,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,Denis Vavro,Slovakia,0.0,4.0,Ball Receipt*,Dávid Hancko,Slovakia,True,83.5,False,False,False
113670,3938640,1,0,7,00:00:07.521,Ball Receipt*,Dávid Hancko,Slovakia,Slovakia,94.6,11.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Denis Vavro,Slovakia,0.0,4.0,Pass,Dávid Hancko,Slovakia,True,25.400000000000006,False,False,False
113671,3938640,1,0,7,00:00:07.524,Pass,Dávid Hancko,Slovakia,Slovakia,99.3,19.2,True,1.095029,From Kick Off,,3.9217343,Low Pass,Incomplete,2.8037145,95.6,20.5,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Dávid Hancko,Slovakia,0.0,7.0,Duel,Andriy Yarmolenko,Ukraine,False,20.700000000000003,False,True,False
113672,3938640,1,0,7,00:00:07.524,Duel,Andriy Yarmolenko,Ukraine,Slovakia,20.4,61.3,True,1.057591,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,0,1,0,3,0,0,Pass,Dávid Hancko,Slovakia,0.0,7.0,Pass,Mykola Shaparenko,Ukraine,True,99.6,False,False,False
113673,3938640,1,0,8,00:00:08.619,Pass,Mykola Shaparenko,Ukraine,Slovakia,24.5,59.6,,2.595774,From Kick Off,,25.89363,High Pass,Incomplete,0.4048918,48.3,69.8,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,3,0,0,Duel,Andriy Yarmolenko,Ukraine,0.0,7.0,Pass,Stanislav Lobotka,Slovakia,False,95.5,False,False,False
113674,3938640,1,0,11,00:00:11.215,Pass,Stanislav Lobotka,Slovakia,Slovakia,71.8,10.3,,2.827256,From Kick Off,Denis Vavro,28.802778,High Pass,,2.2281854,54.2,33.1,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Pass,Mykola Shaparenko,Ukraine,0.0,8.0,Ball Receipt*,Denis Vavro,Slovakia,True,48.2,False,False,False
113675,3938640,1,0,14,00:00:14.042,Ball Receipt*,Denis Vavro,Slovakia,Slovakia,54.2,33.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Stanislav Lobotka,Slovakia,0.0,11.0,Pass,Denis Vavro,Slovakia,True,65.8,False,False,False
113676,3938640,1,0,14,00:00:14.042,Pass,Denis Vavro,Slovakia,Slovakia,54.2,33.1,,0.727556,From Kick Off,Stanislav Lobotka,12.121056,Low Pass,,-0.6567017,63.8,25.7,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Denis Vavro,Slovakia,0.0,14.0,Ball Receipt*,Stanislav Lobotka,Slovakia,True,65.8,False,False,False
113677,3938640,1,0,14,00:00:14.769,Ball Receipt*,Stanislav Lobotka,Slovakia,Slovakia,63.8,25.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Pass,Denis Vavro,Slovakia,0.0,14.0,Carry,Stanislav Lobotka,Slovakia,True,56.2,False,False,False
113678,3938640,1,0,14,00:00:14.769,Carry,Stanislav Lobotka,Slovakia,Slovakia,63.8,25.7,,0.115679,From Kick Off,,,,,,,,,,,,False,64.0,25.2,0.5385164807134515,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Stanislav Lobotka,Slovakia,0.0,14.0,Pass,Stanislav Lobotka,Slovakia,True,56.2,False,False,False
113679,3938640,1,0,14,00:00:14.885,Pass,Stanislav Lobotka,Slovakia,Slovakia,64.0,25.2,,1.090764,From Kick Off,Milan Škriniar,22.914188,Low Pass,,-2.3376782,48.1,8.7,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Carry,Stanislav Lobotka,Slovakia,0.0,14.0,Ball Receipt*,Milan Škriniar,Slovakia,True,56.0,False,False,False
113680,3938640,1,0,15,00:00:15.976,Ball Receipt*,Milan Škriniar,Slovakia,Slovakia,48.1,8.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Stanislav Lobotka,Slovakia,0.0,14.0,Carry,Milan Škriniar,Slovakia,True,71.9,False,False,False
113681,3938640,1,0,15,00:00:15.976,Carry,Milan Škriniar,Slovakia,Slovakia,48.1,8.7,,2.123762,From Kick Off,,,,,,,,,,,,False,41.2,11.4,7.40945342113708,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Milan Škriniar,Slovakia,0.0,15.0,Pass,Milan Škriniar,Slovakia,True,71.9,False,False,False
113682,3938640,1,0,18,00:00:18.100,Pass,Milan Škriniar,Slovakia,Slovakia,41.2,11.4,,2.166635,From Kick Off,Denis Vavro,38.949455,Ground Pass,,1.7228601,35.3,49.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,Milan Škriniar,Slovakia,0.0,15.0,Ball Receipt*,Denis Vavro,Slovakia,True,78.8,False,False,False
113683,3938640,1,0,20,00:00:20.266,Ball Receipt*,Denis Vavro,Slovakia,Slovakia,35.3,49.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Milan Škriniar,Slovakia,0.0,18.0,Carry,Denis Vavro,Slovakia,True,84.7,False,False,False
113684,3938640,1,0,20,00:00:20.266,Carry,Denis Vavro,Slovakia,Slovakia,35.3,49.9,,1.4214981,From Kick Off,,,,,,,,,,,,False,35.1,46.4,3.5057096285916205,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Denis Vavro,Slovakia,0.0,20.0,Pass,Denis Vavro,Slovakia,True,84.7,False,False,False
113685,3938640,1,0,21,00:00:21.688,Pass,Denis Vavro,Slovakia,Slovakia,35.1,46.4,,1.537265,From Kick Off,Milan Škriniar,33.916664,Ground Pass,,-1.4138879,40.4,12.9,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,Denis Vavro,Slovakia,0.0,20.0,Ball Receipt*,Milan Škriniar,Slovakia,True,84.9,False,False,False
113686,3938640,1,0,23,00:00:23.225,Ball Receipt*,Milan Škriniar,Slovakia,Slovakia,40.4,12.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Denis Vavro,Slovakia,0.0,21.0,Carry,Milan Škriniar,Slovakia,True,79.6,False,False,False
113687,3938640,1,0,23,00:00:23.225,Carry,Milan Škriniar,Slovakia,Slovakia,40.4,12.9,,0.736048,From Kick Off,,,,,,,,,,,,False,43.6,16.8,5.044799302251778,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Milan Škriniar,Slovakia,0.0,23.0,Pass,Milan Škriniar,Slovakia,True,79.6,False,False,False
113688,3938640,1,0,23,00:00:23.961,Pass,Milan Škriniar,Slovakia,Slovakia,43.6,16.8,,0.743,From Kick Off,Ondrej Duda,9.340771,Ground Pass,,0.65634835,51.0,22.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,Milan Škriniar,Slovakia,0.0,23.0,Ball Receipt*,Ondrej Duda,Slovakia,True,76.4,False,False,False
113689,3938640,1,0,24,00:00:24.704,Ball Receipt*,Ondrej Duda,Slovakia,Slovakia,51.0,22.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,1,0,0,0,Pass,Milan Škriniar,Slovakia,0.0,23.0,Carry,Ondrej Duda,Slovakia,True,69.0,False,False,False
113690,3938640,1,0,24,00:00:24.704,Carry,Ondrej Duda,Slovakia,Slovakia,51.0,22.5,,0.04,From Kick Off,,,,,,,,,,,,False,51.2,23.7,1.2165525060596438,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Ondrej Duda,Slovakia,0.0,24.0,Pass,Ondrej Duda,Slovakia,True,69.0,False,False,False
113691,3938640,1,0,24,00:00:24.744,Pass,Ondrej Duda,Slovakia,Slovakia,51.2,23.7,,2.392865,From Kick Off,Denis Vavro,33.0929,Ground Pass,,1.8619636,41.7,55.4,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,1,0,0,0,Carry,Ondrej Duda,Slovakia,0.0,24.0,Ball Receipt*,Denis Vavro,Slovakia,True,68.8,False,False,False
113692,3938640,1,0,27,00:00:27.137,Ball Receipt*,Denis Vavro,Slovakia,Slovakia,41.7,55.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Ondrej Duda,Slovakia,0.0,24.0,Carry,Denis Vavro,Slovakia,True,78.3,False,False,False
113693,3938640,1,0,27,00:00:27.137,Carry,Denis Vavro,Slovakia,Slovakia,41.7,55.4,,2.388693,From Kick Off,,,,,,,,,,,,False,47.8,52.8,6.630987860040157,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Denis Vavro,Slovakia,0.0,27.0,Pass,Denis Vavro,Slovakia,True,78.3,False,False,False
113694,3938640,1,0,29,00:00:29.526,Pass,Denis Vavro,Slovakia,Slovakia,47.8,52.8,,3.423005,From Kick Off,Dávid Hancko,75.31826,High Pass,,-0.70833826,105.0,3.8,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,Denis Vavro,Slovakia,0.0,27.0,Ball Receipt*,Dávid Hancko,Slovakia,True,72.2,False,False,False
113695,3938640,1,0,32,00:00:32.949,Ball Receipt*,Dávid Hancko,Slovakia,Slovakia,105.0,3.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Denis Vavro,Slovakia,0.0,29.0,Carry,Dávid Hancko,Slovakia,True,15.0,False,True,False
113696,3938640,1,0,32,00:00:32.949,Carry,Dávid Hancko,Slovakia,Slovakia,105.0,3.8,,0.115691,From Kick Off,,,,,,,,,,,,False,105.0,3.8,0.0,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Dávid Hancko,Slovakia,0.0,32.0,Pass,Dávid Hancko,Slovakia,True,15.0,False,True,False
113697,3938640,1,0,33,00:00:33.064,Pass,Dávid Hancko,Slovakia,Slovakia,105.0,3.8,,1.519429,From Kick Off,,26.875454,Low Pass,Out,0.97866577,120.0,26.1,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,Dávid Hancko,Slovakia,0.0,32.0,Pass,Mykola Matvienko,Ukraine,False,15.0,False,True,False
113698,3938640,1,0,51,00:00:51.608,Pass,Mykola Matvienko,Ukraine,Ukraine,7.0,33.9,,1.54504,From Goal Kick,Anatolii Trubin,9.749359,Ground Pass,,2.039031,2.6,42.6,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,0,3,0,0,Pass,Dávid Hancko,Slovakia,0.0,33.0,Ball Receipt*,Anatolii Trubin,Ukraine,True,113.0,False,False,False
113699,3938640,1,0,53,00:00:53.153,Ball Receipt*,Anatolii Trubin,Ukraine,Ukraine,2.6,42.6,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,1,0,3,0,0,Pass,Mykola Matvienko,Ukraine,0.0,51.0,Carry,Anatolii Trubin,Ukraine,True,117.4,False,False,False
113700,3938640,1,0,53,00:00:53.153,Carry,Anatolii Trubin,Ukraine,Ukraine,2.6,42.6,,9.698385,From Goal Kick,,,,,,,,,,,,False,17.7,43.2,15.111915828246266,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,1,0,3,0,0,Ball Receipt*,Anatolii Trubin,Ukraine,0.0,53.0,Pass,Anatolii Trubin,Ukraine,True,117.4,False,False,False
113701,3938640,1,1,2,00:01:02.851,Pass,Anatolii Trubin,Ukraine,Ukraine,17.7,43.2,,1.469399,From Goal Kick,Mykola Matvienko,16.834488,Ground Pass,,-1.7378981,14.9,26.6,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,1,0,3,0,0,Carry,Anatolii Trubin,Ukraine,0.0,53.0,Ball Receipt*,Mykola Matvienko,Ukraine,True,102.3,False,False,False
113702,3938640,1,1,4,00:01:04.321,Ball Receipt*,Mykola Matvienko,Ukraine,Ukraine,14.9,26.6,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,0,3,0,0,Pass,Anatolii Trubin,Ukraine,1.0,2.0,Carry,Mykola Matvienko,Ukraine,True,105.1,False,False,False
113703,3938640,1,1,4,00:01:04.321,Carry,Mykola Matvienko,Ukraine,Ukraine,14.9,26.6,,1.99284,From Goal Kick,,,,,,,,,,,,False,17.6,26.6,2.700000000000001,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,0,3,0,0,Ball Receipt*,Mykola Matvienko,Ukraine,1.0,4.0,Pass,Mykola Matvienko,Ukraine,True,105.1,False,False,False
113704,3938640,1,1,6,00:01:06.314,Pass,Mykola Matvienko,Ukraine,Ukraine,17.6,26.6,,1.164697,From Goal Kick,Illia Zabarnyi,30.203476,Ground Pass,,1.6869379,14.1,56.6,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,0,3,0,0,Carry,Mykola Matvienko,Ukraine,1.0,4.0,Ball Receipt*,Illia Zabarnyi,Ukraine,True,102.4,False,False,False
113705,3938640,1,1,7,00:01:07.478,Ball Receipt*,Illia Zabarnyi,Ukraine,Ukraine,14.1,56.6,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,3,0,0,Pass,Mykola Matvienko,Ukraine,1.0,6.0,Carry,Illia Zabarnyi,Ukraine,True,105.9,False,False,False
113706,3938640,1,1,7,00:01:07.478,Carry,Illia Zabarnyi,Ukraine,Ukraine,14.1,56.6,True,3.029092,From Goal Kick,,,,,,,,,,,,False,26.8,60.6,13.315029102484155,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,3,0,0,Ball Receipt*,Illia Zabarnyi,Ukraine,1.0,7.0,Pressure,Róbert Boženík,Slovakia,False,105.9,False,False,False
113707,3938640,1,1,10,00:01:10.381,Pressure,Róbert Boženík,Slovakia,Ukraine,95.0,23.7,,0.474256,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,1,0,0,0,Carry,Illia Zabarnyi,Ukraine,1.0,7.0,Pass,Illia Zabarnyi,Ukraine,False,25.0,False,True,False
113708,3938640,1,1,10,00:01:10.507,Pass,Illia Zabarnyi,Ukraine,Ukraine,26.8,60.6,True,3.571496,From Goal Kick,,61.855637,High Pass,Incomplete,0.20183434,87.4,73.0,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,3,0,0,Pressure,Róbert Boženík,Slovakia,1.0,10.0,Ball Recovery,Milan Škriniar,Slovakia,False,93.2,False,False,True
113709,3938640,1,1,14,00:01:14.079,Ball Recovery,Milan Škriniar,Slovakia,Slovakia,32.7,7.1,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Illia Zabarnyi,Ukraine,1.0,10.0,Carry,Milan Škriniar,Slovakia,True,87.3,False,False,False
113710,3938640,1,1,14,00:01:14.079,Carry,Milan Škriniar,Slovakia,Slovakia,32.7,7.1,,1.324906,Regular Play,,,,,,,,,,,,False,28.3,2.0,6.7357256476195655,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Recovery,Milan Škriniar,Slovakia,1.0,14.0,Pass,Milan Škriniar,Slovakia,True,87.3,False,False,False
113711,3938640,1,1,15,00:01:15.404,Pass,Milan Škriniar,Slovakia,Slovakia,28.3,2.0,,0.769099,Regular Play,Dávid Hancko,6.873136,Ground Pass,,0.14601226,35.1,3.0,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,Milan Škriniar,Slovakia,1.0,14.0,Ball Receipt*,Dávid Hancko,Slovakia,True,91.7,False,False,False
113712,3938640,1,1,16,00:01:16.173,Ball Receipt*,Dávid Hancko,Slovakia,Slovakia,35.1,3.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Milan Škriniar,Slovakia,1.0,15.0,Carry,Dávid Hancko,Slovakia,True,84.9,False,False,False
113713,3938640,1,1,16,00:01:16.173,Carry,Dávid Hancko,Slovakia,Slovakia,35.1,3.0,,0.499928,Regular Play,,,,,,,,,,,,False,33.8,2.8,1.3152946437965947,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Dávid Hancko,Slovakia,1.0,16.0,Pass,Dávid Hancko,Slovakia,True,84.9,False,False,False
113714,3938640,1,1,16,00:01:16.673,Pass,Dávid Hancko,Slovakia,Slovakia,33.8,2.8,,0.096372,Regular Play,Lukáš Haraslín,2.2,Low Pass,Incomplete,0.0,36.0,2.8,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,Dávid Hancko,Slovakia,1.0,16.0,Ball Receipt*,Lukáš Haraslín,Slovakia,True,86.2,False,False,False
113715,3938640,1,1,16,00:01:16.769,Ball Receipt*,Lukáš Haraslín,Slovakia,Slovakia,42.9,6.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,1,0,0,0,Pass,Dávid Hancko,Slovakia,1.0,16.0,Block,Andriy Yarmolenko,Ukraine,False,77.1,False,False,False
113716,3938640,1,1,16,00:01:16.769,Block,Andriy Yarmolenko,Ukraine,Slovakia,84.1,77.3,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,0,1,0,3,0,0,Ball Receipt*,Lukáš Haraslín,Slovakia,1.0,16.0,Pass,Dávid Hancko,Slovakia,False,35.900000000000006,False,False,False
113717,3938640,1,1,26,00:01:26.712,Pass,Dávid Hancko,Slovakia,Slovakia,37.8,0.1,,1.6629,From Throw In,Milan Škriniar,16.831518,Low Pass,,3.0165007,21.1,2.2,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Block,Andriy Yarmolenko,Ukraine,1.0,16.0,Ball Receipt*,Milan Škriniar,Slovakia,True,82.2,False,False,False
113718,3938640,1,1,28,00:01:28.375,Ball Receipt*,Milan Škriniar,Slovakia,Slovakia,21.1,2.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Dávid Hancko,Slovakia,1.0,26.0,Carry,Milan Škriniar,Slovakia,True,98.9,False,False,False
113719,3938640,1,1,28,00:01:28.375,Carry,Milan Škriniar,Slovakia,Slovakia,21.1,2.2,,5.260799,From Throw In,,,,,,,,,,,,False,19.1,11.6,9.610411021387169,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Milan Škriniar,Slovakia,1.0,28.0,Pass,Milan Škriniar,Slovakia,True,98.9,False,False,False
113720,3938640,1,1,33,00:01:33.636,Pass,Milan Škriniar,Slovakia,Slovakia,19.1,11.6,,1.040253,From Throw In,Ondrej Duda,10.720075,Ground Pass,,0.24497867,29.5,14.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,Milan Škriniar,Slovakia,1.0,28.0,Pressure,Mykola Shaparenko,Ukraine,False,100.9,False,False,False
113721,3938640,1,1,34,00:01:34.505,Pressure,Mykola Shaparenko,Ukraine,Slovakia,89.9,65.9,,0.319106,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,3,0,0,Pass,Milan Škriniar,Slovakia,1.0,33.0,Ball Receipt*,Ondrej Duda,Slovakia,False,30.099999999999994,False,False,False
113722,3938640,1,1,34,00:01:34.676,Ball Receipt*,Ondrej Duda,Slovakia,Slovakia,29.5,14.2,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,1,0,0,0,Pressure,Mykola Shaparenko,Ukraine,1.0,34.0,Pass,Ondrej Duda,Slovakia,True,90.5,False,False,True
113723,3938640,1,1,34,00:01:34.676,Pass,Ondrej Duda,Slovakia,Slovakia,28.3,13.6,True,0.925546,From Throw In,Milan Škriniar,14.440222,Ground Pass,,-2.5036316,16.7,5.0,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Ondrej Duda,Slovakia,1.0,34.0,Ball Receipt*,Milan Škriniar,Slovakia,True,91.7,False,False,False
113724,3938640,1,1,35,00:01:35.601,Ball Receipt*,Milan Škriniar,Slovakia,Slovakia,16.7,5.0,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Ondrej Duda,Slovakia,1.0,34.0,Carry,Milan Škriniar,Slovakia,True,103.3,False,False,False
113725,3938640,1,1,35,00:01:35.601,Carry,Milan Škriniar,Slovakia,Slovakia,16.7,5.0,,1.339738,From Throw In,,,,,,,,,,,,False,20.4,3.4,4.031128874149274,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Milan Škriniar,Slovakia,1.0,35.0,Pass,Milan Škriniar,Slovakia,True,103.3,False,False,False
