event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Slovakia_score,Ukraine_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
114028,3938640,1,8,14,00:08:14.546,Ball Receipt*,Peter Pekarík,Slovakia,Slovakia,75.1,78.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Milan Škriniar,Slovakia,8.0,11.0,Duel,Peter Pekarík,Slovakia,True,44.900000000000006,False,False,False
114029,3938640,1,8,14,00:08:14.546,Duel,Peter Pekarík,Slovakia,Slovakia,74.3,76.6,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Peter Pekarík,Slovakia,8.0,14.0,Pass,Oleksandr Zinchenko,Ukraine,False,45.7,False,False,False
114030,3938640,1,8,14,00:08:14.546,Pass,Oleksandr Zinchenko,Ukraine,Slovakia,45.8,3.5,True,1.054032,Regular Play,Mykhailo Mudryk,9.638465,Low Pass,Incomplete,1.1768034,49.5,12.4,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,0,3,0,0,Duel,Peter Pekarík,Slovakia,8.0,14.0,Ball Receipt*,Mykhailo Mudryk,Ukraine,True,74.2,False,False,False
114031,3938640,1,8,15,00:08:15.600,Ball Receipt*,Mykhailo Mudryk,Ukraine,Slovakia,51.9,13.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,0,0,0,0,1,0,3,0,0,Pass,Oleksandr Zinchenko,Ukraine,8.0,14.0,Pass,Ivan Schranz,Slovakia,False,68.1,False,False,False
114032,3938640,1,8,15,00:08:15.600,Pass,Ivan Schranz,Slovakia,Slovakia,70.6,67.7,,2.849902,Regular Play,Peter Pekarík,10.729865,High Pass,,2.4552073,62.3,74.5,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,1,0,1,0,Ball Receipt*,Mykhailo Mudryk,Ukraine,8.0,15.0,Ball Receipt*,Peter Pekarík,Slovakia,True,49.400000000000006,False,False,False
114033,3938640,1,8,18,00:08:18.450,Ball Receipt*,Peter Pekarík,Slovakia,Slovakia,62.3,74.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Ivan Schranz,Slovakia,8.0,15.0,Duel,Oleksandr Zinchenko,Ukraine,False,57.7,False,False,False
114034,3938640,1,8,18,00:08:18.450,Duel,Oleksandr Zinchenko,Ukraine,Slovakia,58.4,5.6,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,0,3,0,0,Ball Receipt*,Peter Pekarík,Slovakia,8.0,18.0,Pass,Peter Pekarík,Slovakia,False,61.6,False,False,False
114035,3938640,1,8,18,00:08:18.450,Pass,Peter Pekarík,Slovakia,Slovakia,61.7,74.5,True,0.073325,Regular Play,,1.0630146,Low Pass,Incomplete,-0.71883,62.5,73.8,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,1,0,0,0,Duel,Oleksandr Zinchenko,Ukraine,8.0,18.0,Block,Oleksandr Zinchenko,Ukraine,False,58.3,False,False,False
114036,3938640,1,8,18,00:08:18.524,Block,Oleksandr Zinchenko,Ukraine,Slovakia,57.6,6.3,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,0,3,0,0,Pass,Peter Pekarík,Slovakia,8.0,18.0,Pass,Stanislav Lobotka,Slovakia,False,62.4,False,False,False
114037,3938640,1,8,19,00:08:19.638,Pass,Stanislav Lobotka,Slovakia,Slovakia,55.5,57.2,,4.553195,Regular Play,Martin Dúbravka,40.13303,High Pass,,-2.9637449,16.0,50.1,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Block,Oleksandr Zinchenko,Ukraine,8.0,18.0,Ball Receipt*,Martin Dúbravka,Slovakia,True,64.5,False,False,False
114038,3938640,1,8,24,00:08:24.191,Ball Receipt*,Martin Dúbravka,Slovakia,Slovakia,16.0,50.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,1,0,0,0,Pass,Stanislav Lobotka,Slovakia,8.0,19.0,Carry,Martin Dúbravka,Slovakia,True,104.0,False,False,False
114039,3938640,1,8,24,00:08:24.191,Carry,Martin Dúbravka,Slovakia,Slovakia,16.0,50.1,,0.16,Regular Play,,,,,,,,,,,,False,16.0,50.1,0.0,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Martin Dúbravka,Slovakia,8.0,24.0,Pass,Martin Dúbravka,Slovakia,True,104.0,False,False,False
114040,3938640,1,8,24,00:08:24.351,Pass,Martin Dúbravka,Slovakia,Slovakia,16.0,50.1,,1.934921,Regular Play,Milan Škriniar,21.85795,Ground Pass,,-1.2736428,22.4,29.2,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,1,0,0,0,Carry,Martin Dúbravka,Slovakia,8.0,24.0,Ball Receipt*,Milan Škriniar,Slovakia,True,104.0,False,False,False
114041,3938640,1,8,26,00:08:26.286,Ball Receipt*,Milan Škriniar,Slovakia,Slovakia,22.4,29.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Martin Dúbravka,Slovakia,8.0,24.0,Carry,Milan Škriniar,Slovakia,True,97.6,False,False,False
114042,3938640,1,8,26,00:08:26.286,Carry,Milan Škriniar,Slovakia,Slovakia,22.4,29.2,,6.070353,Regular Play,,,,,,,,,,,,False,41.9,20.9,21.192923347193044,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Milan Škriniar,Slovakia,8.0,26.0,Pass,Milan Škriniar,Slovakia,True,97.6,False,False,False
114043,3938640,1,8,32,00:08:32.356,Pass,Milan Škriniar,Slovakia,Slovakia,41.9,20.9,,1.051325,Regular Play,Ondrej Duda,12.938702,Ground Pass,,0.07736466,54.8,21.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,Milan Škriniar,Slovakia,8.0,26.0,Pressure,Mykola Shaparenko,Ukraine,False,78.1,False,False,False
114044,3938640,1,8,33,00:08:33.238,Pressure,Mykola Shaparenko,Ukraine,Slovakia,63.1,57.6,,0.326922,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,3,0,0,Pass,Milan Škriniar,Slovakia,8.0,32.0,Ball Receipt*,Ondrej Duda,Slovakia,False,56.9,False,False,False
114045,3938640,1,8,33,00:08:33.408,Ball Receipt*,Ondrej Duda,Slovakia,Slovakia,54.8,21.9,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,1,0,0,0,Pressure,Mykola Shaparenko,Ukraine,8.0,33.0,Pass,Ondrej Duda,Slovakia,True,65.2,False,False,True
114046,3938640,1,8,33,00:08:33.408,Pass,Ondrej Duda,Slovakia,Slovakia,55.3,22.5,True,1.43997,Regular Play,Milan Škriniar,17.920101,Ground Pass,,-2.9847007,37.6,19.7,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Ondrej Duda,Slovakia,8.0,33.0,Ball Receipt*,Milan Škriniar,Slovakia,True,64.7,False,False,False
114047,3938640,1,8,34,00:08:34.848,Ball Receipt*,Milan Škriniar,Slovakia,Slovakia,37.6,19.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Ondrej Duda,Slovakia,8.0,33.0,Carry,Milan Škriniar,Slovakia,True,82.4,False,False,False
114048,3938640,1,8,34,00:08:34.848,Carry,Milan Škriniar,Slovakia,Slovakia,37.6,19.7,,1.164594,Regular Play,,,,,,,,,,,,False,34.0,19.7,3.6000000000000014,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Milan Škriniar,Slovakia,8.0,34.0,Pass,Milan Škriniar,Slovakia,True,82.4,False,False,False
114049,3938640,1,8,36,00:08:36.012,Pass,Milan Škriniar,Slovakia,Slovakia,34.0,19.7,,2.310344,Regular Play,Denis Vavro,40.858414,Ground Pass,,1.4382448,39.4,60.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,Milan Škriniar,Slovakia,8.0,34.0,Ball Receipt*,Denis Vavro,Slovakia,True,86.0,False,False,False
114050,3938640,1,8,38,00:08:38.323,Ball Receipt*,Denis Vavro,Slovakia,Slovakia,39.4,60.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Milan Škriniar,Slovakia,8.0,36.0,Carry,Denis Vavro,Slovakia,True,80.6,False,False,False
114051,3938640,1,8,38,00:08:38.323,Carry,Denis Vavro,Slovakia,Slovakia,39.4,60.2,,2.668985,Regular Play,,,,,,,,,,,,False,50.8,63.0,11.73882447266335,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Denis Vavro,Slovakia,8.0,38.0,Pass,Denis Vavro,Slovakia,True,80.6,False,False,False
114052,3938640,1,8,40,00:08:40.992,Pass,Denis Vavro,Slovakia,Slovakia,50.8,63.0,,3.680182,Regular Play,Lukáš Haraslín,72.273094,High Pass,,-1.0204104,88.6,1.4,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,Denis Vavro,Slovakia,8.0,38.0,Ball Receipt*,Lukáš Haraslín,Slovakia,True,69.2,False,False,False
114053,3938640,1,8,44,00:08:44.672,Ball Receipt*,Lukáš Haraslín,Slovakia,Slovakia,88.6,1.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,1,0,0,0,Pass,Denis Vavro,Slovakia,8.0,40.0,Pass,Lukáš Haraslín,Slovakia,True,31.400000000000006,False,False,False
114054,3938640,1,8,44,00:08:44.699,Pass,Lukáš Haraslín,Slovakia,Slovakia,88.6,1.4,,2.136537,Regular Play,Dávid Hancko,23.076395,High Pass,,0.46752355,109.2,11.8,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Lukáš Haraslín,Slovakia,8.0,44.0,Ball Receipt*,Dávid Hancko,Slovakia,True,31.400000000000006,False,False,False
114055,3938640,1,8,46,00:08:46.835,Ball Receipt*,Dávid Hancko,Slovakia,Slovakia,109.2,11.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Lukáš Haraslín,Slovakia,8.0,44.0,Carry,Dávid Hancko,Slovakia,True,10.799999999999997,False,True,False
114056,3938640,1,8,46,00:08:46.835,Carry,Dávid Hancko,Slovakia,Slovakia,109.2,11.8,True,1.944734,Regular Play,,,,,,,,,,,,False,107.1,3.4,8.658521813797089,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Dávid Hancko,Slovakia,8.0,46.0,Pressure,Illia Zabarnyi,Ukraine,False,10.799999999999997,False,True,False
114057,3938640,1,8,47,00:08:47.028,Pressure,Illia Zabarnyi,Ukraine,Slovakia,9.0,69.3,,1.751829,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,3,0,0,Carry,Dávid Hancko,Slovakia,8.0,46.0,Dispossessed,Dávid Hancko,Slovakia,False,111.0,False,False,False
114058,3938640,1,8,48,00:08:48.780,Dispossessed,Dávid Hancko,Slovakia,Slovakia,107.1,3.4,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Pressure,Illia Zabarnyi,Ukraine,8.0,47.0,Duel,Illia Zabarnyi,Ukraine,False,12.900000000000006,False,True,True
114059,3938640,1,8,48,00:08:48.780,Duel,Illia Zabarnyi,Ukraine,Ukraine,13.0,76.7,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,3,0,0,Dispossessed,Dávid Hancko,Slovakia,8.0,48.0,Carry,Illia Zabarnyi,Ukraine,True,107.0,False,False,False
114060,3938640,1,8,48,00:08:48.780,Carry,Illia Zabarnyi,Ukraine,Ukraine,13.0,76.7,,1.412465,Regular Play,,,,,,,,,,,,False,23.2,76.9,10.20196059588548,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,3,0,0,Duel,Illia Zabarnyi,Ukraine,8.0,48.0,Pass,Illia Zabarnyi,Ukraine,True,107.0,False,False,False
114061,3938640,1,8,50,00:08:50.192,Pass,Illia Zabarnyi,Ukraine,Ukraine,23.2,76.9,,1.067374,Regular Play,Mykola Shaparenko,11.677756,Ground Pass,,-1.1377904,28.1,66.3,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,3,0,0,Carry,Illia Zabarnyi,Ukraine,8.0,48.0,Ball Receipt*,Mykola Shaparenko,Ukraine,True,96.8,False,False,False
114062,3938640,1,8,51,00:08:51.260,Ball Receipt*,Mykola Shaparenko,Ukraine,Ukraine,28.1,66.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,3,0,0,Pass,Illia Zabarnyi,Ukraine,8.0,50.0,Carry,Mykola Shaparenko,Ukraine,True,91.9,False,False,False
114063,3938640,1,8,51,00:08:51.260,Carry,Mykola Shaparenko,Ukraine,Ukraine,28.1,66.3,,0.402974,Regular Play,,,,,,,,,,,,False,28.5,66.1,0.4472135954999579,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,3,0,0,Ball Receipt*,Mykola Shaparenko,Ukraine,8.0,51.0,Pass,Mykola Shaparenko,Ukraine,True,91.9,False,False,False
114064,3938640,1,8,51,00:08:51.663,Pass,Mykola Shaparenko,Ukraine,Ukraine,28.5,66.1,,1.29433,Regular Play,Georgiy Sudakov,11.800424,Ground Pass,,-0.9357696,35.5,56.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,3,0,0,Carry,Mykola Shaparenko,Ukraine,8.0,51.0,Ball Receipt*,Georgiy Sudakov,Ukraine,True,91.5,False,False,False
114065,3938640,1,8,52,00:08:52.957,Ball Receipt*,Georgiy Sudakov,Ukraine,Ukraine,35.5,56.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,3,0,0,Pass,Mykola Shaparenko,Ukraine,8.0,51.0,Carry,Georgiy Sudakov,Ukraine,True,84.5,False,False,False
114066,3938640,1,8,52,00:08:52.957,Carry,Georgiy Sudakov,Ukraine,Ukraine,35.5,56.6,,0.526823,Regular Play,,,,,,,,,,,,False,35.3,56.6,0.20000000000000284,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,3,0,0,Ball Receipt*,Georgiy Sudakov,Ukraine,8.0,52.0,Pass,Georgiy Sudakov,Ukraine,True,84.5,False,False,False
114067,3938640,1,8,53,00:08:53.484,Pass,Georgiy Sudakov,Ukraine,Ukraine,35.3,56.6,,2.850732,Regular Play,Andriy Yarmolenko,35.592415,Ground Pass,,0.6699143,63.2,78.7,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,3,0,0,Carry,Georgiy Sudakov,Ukraine,8.0,52.0,Ball Receipt*,Andriy Yarmolenko,Ukraine,True,84.7,False,False,False
114068,3938640,1,8,56,00:08:56.335,Ball Receipt*,Andriy Yarmolenko,Ukraine,Ukraine,63.2,78.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,0,1,0,3,0,0,Pass,Georgiy Sudakov,Ukraine,8.0,53.0,Carry,Andriy Yarmolenko,Ukraine,True,56.8,False,False,False
114069,3938640,1,8,56,00:08:56.335,Carry,Andriy Yarmolenko,Ukraine,Ukraine,63.2,78.7,,2.664356,Regular Play,,,,,,,,,,,,False,87.2,76.7,24.08318915758459,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,0,1,0,3,0,0,Ball Receipt*,Andriy Yarmolenko,Ukraine,8.0,56.0,Pass,Andriy Yarmolenko,Ukraine,True,56.8,False,False,False
114070,3938640,1,8,58,00:08:58.999,Pass,Andriy Yarmolenko,Ukraine,Ukraine,87.2,76.7,,2.134507,Regular Play,Oleksandr Tymchyk,34.60361,Ground Pass,Incomplete,-0.7465629,112.6,53.2,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,0,1,0,3,0,0,Carry,Andriy Yarmolenko,Ukraine,8.0,56.0,Ball Receipt*,Oleksandr Tymchyk,Ukraine,True,32.8,False,False,False
114071,3938640,1,9,1,00:09:01.133,Ball Receipt*,Oleksandr Tymchyk,Ukraine,Ukraine,99.6,61.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,1,0,3,0,0,Pass,Andriy Yarmolenko,Ukraine,8.0,58.0,Goal Keeper,Martin Dúbravka,Slovakia,False,20.400000000000006,False,True,False
114072,3938640,1,9,1,00:09:01.133,Goal Keeper,Martin Dúbravka,Slovakia,Slovakia,7.5,26.9,,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Oleksandr Tymchyk,Ukraine,9.0,1.0,Carry,Martin Dúbravka,Slovakia,True,112.5,False,False,False
114073,3938640,1,9,1,00:09:01.133,Carry,Martin Dúbravka,Slovakia,Slovakia,7.5,26.9,,9.650508,From Keeper,,,,,,,,,,,,False,10.6,45.2,18.56071119327059,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,1,0,0,0,Goal Keeper,Martin Dúbravka,Slovakia,9.0,1.0,Pass,Martin Dúbravka,Slovakia,True,112.5,False,False,False
114074,3938640,1,9,10,00:09:10.784,Pass,Martin Dúbravka,Slovakia,Slovakia,10.6,45.2,,1.752855,From Keeper,Milan Škriniar,17.45623,Ground Pass,,-1.256292,16.0,28.6,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,1,0,0,0,Carry,Martin Dúbravka,Slovakia,9.0,1.0,Ball Receipt*,Milan Škriniar,Slovakia,True,109.4,False,False,False
114075,3938640,1,9,12,00:09:12.537,Ball Receipt*,Milan Škriniar,Slovakia,Slovakia,16.0,28.6,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Martin Dúbravka,Slovakia,9.0,10.0,Carry,Milan Škriniar,Slovakia,True,104.0,False,False,False
114076,3938640,1,9,12,00:09:12.537,Carry,Milan Škriniar,Slovakia,Slovakia,16.0,28.6,,10.058378,From Keeper,,,,,,,,,,,,False,37.4,24.8,21.73476477903545,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Milan Škriniar,Slovakia,9.0,12.0,Pass,Milan Škriniar,Slovakia,True,104.0,False,False,False
114077,3938640,1,9,22,00:09:22.595,Pass,Milan Škriniar,Slovakia,Slovakia,37.4,24.8,,0.806853,From Keeper,Ondrej Duda,11.552056,Ground Pass,,-0.28067777,48.5,21.6,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Carry,Milan Škriniar,Slovakia,9.0,12.0,Pressure,Mykola Shaparenko,Ukraine,False,82.6,False,False,False
114078,3938640,1,9,23,00:09:23.214,Pressure,Mykola Shaparenko,Ukraine,Slovakia,69.7,58.5,,0.183647,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,3,0,0,Pass,Milan Škriniar,Slovakia,9.0,22.0,Ball Receipt*,Ondrej Duda,Slovakia,False,50.3,False,False,False
114079,3938640,1,9,23,00:09:23.402,Ball Receipt*,Ondrej Duda,Slovakia,Slovakia,48.5,21.6,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,1,0,0,0,Pressure,Mykola Shaparenko,Ukraine,9.0,23.0,Pass,Ondrej Duda,Slovakia,True,71.5,False,False,True
114080,3938640,1,9,23,00:09:23.402,Pass,Ondrej Duda,Slovakia,Slovakia,48.1,22.1,,0.742783,From Keeper,Stanislav Lobotka,12.539936,Ground Pass,,1.3374226,51.0,34.3,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Ondrej Duda,Slovakia,9.0,23.0,Pressure,Georgiy Sudakov,Ukraine,False,71.9,False,False,False
114081,3938640,1,9,24,00:09:24.032,Pressure,Georgiy Sudakov,Ukraine,Slovakia,71.2,49.5,,1.961775,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,3,0,0,Pass,Ondrej Duda,Slovakia,9.0,23.0,Ball Receipt*,Stanislav Lobotka,Slovakia,False,48.8,False,False,False
114082,3938640,1,9,24,00:09:24.145,Ball Receipt*,Stanislav Lobotka,Slovakia,Slovakia,51.0,34.3,True,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Pressure,Georgiy Sudakov,Ukraine,9.0,24.0,Carry,Stanislav Lobotka,Slovakia,True,69.0,False,False,True
114083,3938640,1,9,24,00:09:24.145,Carry,Stanislav Lobotka,Slovakia,Slovakia,51.0,34.3,True,2.54756,From Keeper,,,,,,,,,,,,False,68.4,23.3,20.585431741889703,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Stanislav Lobotka,Slovakia,9.0,24.0,Pass,Stanislav Lobotka,Slovakia,True,69.0,False,False,False
114084,3938640,1,9,26,00:09:26.692,Pass,Stanislav Lobotka,Slovakia,Slovakia,68.4,23.3,,1.644644,From Keeper,Lukáš Haraslín,26.960897,Ground Pass,,-0.93545526,84.4,1.6,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,1,0,0,0,Carry,Stanislav Lobotka,Slovakia,9.0,24.0,Ball Receipt*,Lukáš Haraslín,Slovakia,True,51.599999999999994,False,False,False
114085,3938640,1,9,28,00:09:28.337,Ball Receipt*,Lukáš Haraslín,Slovakia,Slovakia,84.4,1.6,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,1,0,0,0,Pass,Stanislav Lobotka,Slovakia,9.0,26.0,Carry,Lukáš Haraslín,Slovakia,True,35.599999999999994,False,False,False
114086,3938640,1,9,28,00:09:28.337,Carry,Lukáš Haraslín,Slovakia,Slovakia,84.4,1.6,True,5.155959,From Keeper,,,,,,,,,,,,False,102.7,19.7,25.739075352467495,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Lukáš Haraslín,Slovakia,9.0,28.0,Dribbled Past,Oleksandr Tymchyk,Ukraine,False,35.599999999999994,False,False,False
114087,3938640,1,9,33,00:09:33.493,Dribbled Past,Oleksandr Tymchyk,Ukraine,Slovakia,17.4,60.4,,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,1,0,3,0,0,Carry,Lukáš Haraslín,Slovakia,9.0,28.0,Dribble,Lukáš Haraslín,Slovakia,False,102.6,False,False,False
114088,3938640,1,9,33,00:09:33.493,Dribble,Lukáš Haraslín,Slovakia,Slovakia,102.7,19.7,True,0.0,From Keeper,,,,,,,,,,,,False,,,,Complete,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,1,0,0,0,Dribbled Past,Oleksandr Tymchyk,Ukraine,9.0,33.0,Carry,Lukáš Haraslín,Slovakia,True,17.299999999999997,False,True,False
114089,3938640,1,9,33,00:09:33.493,Carry,Lukáš Haraslín,Slovakia,Slovakia,102.7,19.7,True,1.549158,From Keeper,,,,,,,,,,,,False,108.9,26.0,8.839117603018982,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,1,0,0,0,Dribble,Lukáš Haraslín,Slovakia,9.0,33.0,Shot,Lukáš Haraslín,Slovakia,True,17.299999999999997,False,True,False
114090,3938640,1,9,35,00:09:35.042,Shot,Lukáš Haraslín,Slovakia,Slovakia,108.9,26.0,,0.398531,From Keeper,,,,,,,,Saved,0.054630604,Left Foot,Normal,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,1,0,0,0,Carry,Lukáš Haraslín,Slovakia,9.0,33.0,Goal Keeper,Anatolii Trubin,Ukraine,False,11.099999999999994,False,True,False
114091,3938640,1,9,35,00:09:35.441,Goal Keeper,Anatolii Trubin,Ukraine,Slovakia,2.1,43.6,,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,1,0,3,0,0,Shot,Lukáš Haraslín,Slovakia,9.0,35.0,Ball Recovery,Andriy Yarmolenko,Ukraine,True,117.9,False,False,False
114092,3938640,1,9,37,00:09:37.782,Ball Recovery,Andriy Yarmolenko,Ukraine,Slovakia,16.4,65.5,,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,0,1,0,3,0,0,Goal Keeper,Anatolii Trubin,Ukraine,9.0,35.0,Carry,Andriy Yarmolenko,Ukraine,True,103.6,False,False,False
