event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Switzerland_score,Germany_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
148915,3930176,1,0,0,00:00:00.000,Starting XI,,Switzerland,Switzerland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,1,0,4,2,0,0,,,,,,Starting XI,,Germany,False,,False,,False
148916,3930176,1,0,0,00:00:00.000,Starting XI,,Germany,Switzerland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,0,0,7,1,0,0,Starting XI,,Switzerland,0.0,0.0,Half Start,,Switzerland,False,,False,,False
148917,3930176,1,0,0,00:00:00.000,Half Start,,Switzerland,Switzerland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,1,0,4,2,0,0,Starting XI,,Germany,0.0,0.0,Half Start,,Germany,False,,False,,False
148918,3930176,1,0,0,00:00:00.000,Half Start,,Germany,Switzerland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,0,0,7,1,0,0,Half Start,,Switzerland,0.0,0.0,Pass,Kai Havertz,Germany,True,,False,,False
148919,3930176,1,0,0,00:00:00.393,Pass,Kai Havertz,Germany,Germany,61.0,40.1,,0.855631,From Kick Off,Toni Kroos,12.93561,Ground Pass,,-2.802729,48.8,35.8,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,0,0,7,1,1,0,Half Start,,Germany,0.0,0.0,Ball Receipt*,Toni Kroos,Germany,True,59.0,False,False,False
148920,3930176,1,0,1,00:00:01.248,Ball Receipt*,Toni Kroos,Germany,Germany,48.8,35.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Pass,Kai Havertz,Germany,0.0,0.0,Carry,Toni Kroos,Germany,True,71.2,False,False,False
148921,3930176,1,0,1,00:00:01.248,Carry,Toni Kroos,Germany,Germany,48.8,35.8,,0.076126,From Kick Off,,,,,,,,,,,,False,48.6,36.4,0.6324555320336759,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Ball Receipt*,Toni Kroos,Germany,0.0,1.0,Pass,Toni Kroos,Germany,True,71.2,False,False,False
148922,3930176,1,0,1,00:00:01.324,Pass,Toni Kroos,Germany,Germany,48.6,36.4,,0.771849,From Kick Off,Robert Andrich,10.801851,Ground Pass,,1.55228,48.8,47.2,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Carry,Toni Kroos,Germany,0.0,1.0,Ball Receipt*,Robert Andrich,Germany,True,71.4,False,False,False
148923,3930176,1,0,2,00:00:02.096,Ball Receipt*,Robert Andrich,Germany,Germany,48.8,47.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Pass,Toni Kroos,Germany,0.0,1.0,Carry,Robert Andrich,Germany,True,71.2,False,False,False
148924,3930176,1,0,2,00:00:02.096,Carry,Robert Andrich,Germany,Germany,48.8,47.2,,0.060688,From Kick Off,,,,,,,,,,,,False,49.2,46.9,0.5000000000000071,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Ball Receipt*,Robert Andrich,Germany,0.0,2.0,Pass,Robert Andrich,Germany,True,71.2,False,False,False
148925,3930176,1,0,2,00:00:02.157,Pass,Robert Andrich,Germany,Germany,49.2,46.9,,1.194958,From Kick Off,Toni Kroos,6.9856997,Ground Pass,,-1.9832067,46.4,40.5,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Carry,Robert Andrich,Germany,0.0,2.0,Ball Receipt*,Toni Kroos,Germany,True,70.8,False,False,False
148926,3930176,1,0,3,00:00:03.352,Ball Receipt*,Toni Kroos,Germany,Germany,46.4,40.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Pass,Robert Andrich,Germany,0.0,2.0,Carry,Toni Kroos,Germany,True,73.6,False,False,False
148927,3930176,1,0,3,00:00:03.352,Carry,Toni Kroos,Germany,Germany,46.4,40.5,,0.797437,From Kick Off,,,,,,,,,,,,False,47.7,35.8,4.8764741360946475,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Ball Receipt*,Toni Kroos,Germany,0.0,3.0,Pass,Toni Kroos,Germany,True,73.6,False,False,False
148928,3930176,1,0,4,00:00:04.149,Pass,Toni Kroos,Germany,Germany,47.7,35.8,,1.804221,From Kick Off,Maximilian Mittelstädt,20.796635,Ground Pass,,-1.4016951,51.2,15.3,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Carry,Toni Kroos,Germany,0.0,3.0,Ball Receipt*,Maximilian Mittelstädt,Germany,True,72.3,False,False,False
148929,3930176,1,0,5,00:00:05.954,Ball Receipt*,Maximilian Mittelstädt,Germany,Germany,51.2,15.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,0,7,1,0,0,Pass,Toni Kroos,Germany,0.0,4.0,Carry,Maximilian Mittelstädt,Germany,True,68.8,False,False,False
148930,3930176,1,0,5,00:00:05.954,Carry,Maximilian Mittelstädt,Germany,Germany,51.2,15.3,,0.900079,From Kick Off,,,,,,,,,,,,False,50.1,13.9,1.7804493814764868,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,0,7,1,0,0,Ball Receipt*,Maximilian Mittelstädt,Germany,0.0,5.0,Pass,Maximilian Mittelstädt,Germany,True,68.8,False,False,False
148931,3930176,1,0,6,00:00:06.854,Pass,Maximilian Mittelstädt,Germany,Germany,50.1,13.9,,0.852122,From Kick Off,Jonathan Tah,15.253197,Ground Pass,,2.6574202,36.6,21.0,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,0,7,1,0,0,Carry,Maximilian Mittelstädt,Germany,0.0,5.0,Ball Receipt*,Jonathan Tah,Germany,True,69.9,False,False,False
148932,3930176,1,0,7,00:00:07.706,Ball Receipt*,Jonathan Tah,Germany,Germany,36.6,21.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,7,1,0,0,Pass,Maximilian Mittelstädt,Germany,0.0,6.0,Carry,Jonathan Tah,Germany,True,83.4,False,False,False
148933,3930176,1,0,7,00:00:07.706,Carry,Jonathan Tah,Germany,Germany,36.6,21.0,True,0.926031,From Kick Off,,,,,,,,,,,,False,36.9,20.3,0.761577310586389,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,7,1,0,0,Ball Receipt*,Jonathan Tah,Germany,0.0,7.0,Pressure,Breel-Donald Embolo,Switzerland,False,83.4,False,False,False
148934,3930176,1,0,7,00:00:07.863,Pressure,Breel-Donald Embolo,Switzerland,Germany,83.0,58.1,,1.031835,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,1,0,4,2,1,0,Carry,Jonathan Tah,Germany,0.0,7.0,Pass,Jonathan Tah,Germany,False,37.0,False,False,False
148935,3930176,1,0,8,00:00:08.632,Pass,Jonathan Tah,Germany,Germany,36.9,20.3,True,1.071039,From Kick Off,Maximilian Mittelstädt,14.98566,Ground Pass,,-1.1878116,42.5,6.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,0,7,1,0,0,Pressure,Breel-Donald Embolo,Switzerland,0.0,7.0,Ball Receipt*,Maximilian Mittelstädt,Germany,True,83.1,False,False,True
148936,3930176,1,0,9,00:00:09.703,Ball Receipt*,Maximilian Mittelstädt,Germany,Germany,42.5,6.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,0,7,1,0,0,Pass,Jonathan Tah,Germany,0.0,8.0,Carry,Maximilian Mittelstädt,Germany,True,77.5,False,False,False
148937,3930176,1,0,9,00:00:09.703,Carry,Maximilian Mittelstädt,Germany,Germany,42.5,6.4,True,1.334141,From Kick Off,,,,,,,,,,,,False,46.0,5.7,3.5693136595149495,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,0,7,1,0,0,Ball Receipt*,Maximilian Mittelstädt,Germany,0.0,9.0,Pressure,Fabian Rieder,Switzerland,False,77.5,False,False,False
148938,3930176,1,0,10,00:00:10.398,Pressure,Fabian Rieder,Switzerland,Germany,77.6,73.7,,0.510322,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,1,1,0,4,2,0,0,Carry,Maximilian Mittelstädt,Germany,0.0,9.0,Foul Committed,Fabian Rieder,Switzerland,True,42.400000000000006,False,False,False
148939,3930176,1,0,11,00:00:11.037,Foul Committed,Fabian Rieder,Switzerland,Germany,74.1,74.4,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,1,1,0,4,2,0,0,Pressure,Fabian Rieder,Switzerland,0.0,10.0,Foul Won,Maximilian Mittelstädt,Germany,False,45.900000000000006,False,False,True
148940,3930176,1,0,11,00:00:11.037,Foul Won,Maximilian Mittelstädt,Germany,Germany,46.0,5.7,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,0,7,1,0,0,Foul Committed,Fabian Rieder,Switzerland,0.0,11.0,Pass,Toni Kroos,Germany,True,74.0,False,False,False
148941,3930176,1,0,28,00:00:28.022,Pass,Toni Kroos,Germany,Germany,47.5,6.9,,0.455488,From Free Kick,Robert Andrich,9.604687,Ground Pass,,1.8233505,45.1,16.2,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Foul Won,Maximilian Mittelstädt,Germany,0.0,11.0,Ball Receipt*,Robert Andrich,Germany,True,72.5,False,False,False
148942,3930176,1,0,28,00:00:28.478,Ball Receipt*,Robert Andrich,Germany,Germany,45.1,16.2,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Pass,Toni Kroos,Germany,0.0,28.0,Pass,Robert Andrich,Germany,True,74.9,False,False,False
148943,3930176,1,0,29,00:00:29.067,Pass,Robert Andrich,Germany,Germany,45.1,16.0,,1.90195,From Free Kick,Toni Kroos,9.425497,Ground Pass,,-1.2691773,47.9,7.0,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Ball Receipt*,Robert Andrich,Germany,0.0,28.0,Ball Receipt*,Toni Kroos,Germany,True,74.9,False,False,False
148944,3930176,1,0,30,00:00:30.969,Ball Receipt*,Toni Kroos,Germany,Germany,47.9,7.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Pass,Robert Andrich,Germany,0.0,29.0,Pass,Toni Kroos,Germany,True,72.1,False,False,False
148945,3930176,1,0,32,00:00:32.421,Pass,Toni Kroos,Germany,Germany,47.3,8.2,,0.462355,From Free Kick,Robert Andrich,8.720665,Ground Pass,,2.0344439,43.4,16.0,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Ball Receipt*,Toni Kroos,Germany,0.0,30.0,Ball Receipt*,Robert Andrich,Germany,True,72.7,False,False,False
148946,3930176,1,0,32,00:00:32.883,Ball Receipt*,Robert Andrich,Germany,Germany,43.4,16.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Pass,Toni Kroos,Germany,0.0,32.0,Carry,Robert Andrich,Germany,True,76.6,False,False,False
148947,3930176,1,0,32,00:00:32.883,Carry,Robert Andrich,Germany,Germany,43.4,16.0,,0.070568,From Free Kick,,,,,,,,,,,,False,43.4,16.0,0.0,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Ball Receipt*,Robert Andrich,Germany,0.0,32.0,Pass,Robert Andrich,Germany,True,76.6,False,False,False
148948,3930176,1,0,32,00:00:32.954,Pass,Robert Andrich,Germany,Germany,43.4,16.0,,0.383205,From Free Kick,Florian Wirtz,7.125307,Ground Pass,,0.08430673,50.5,16.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Carry,Robert Andrich,Germany,0.0,32.0,Ball Receipt*,Florian Wirtz,Germany,True,76.6,False,False,False
148949,3930176,1,0,33,00:00:33.337,Ball Receipt*,Florian Wirtz,Germany,Germany,50.5,16.6,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,0,0,7,1,1,0,Pass,Robert Andrich,Germany,0.0,32.0,Carry,Florian Wirtz,Germany,True,69.5,False,False,False
148950,3930176,1,0,33,00:00:33.337,Carry,Florian Wirtz,Germany,Germany,50.5,16.6,,0.08,From Free Kick,,,,,,,,,,,,False,50.5,16.6,0.0,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,0,0,7,1,1,0,Ball Receipt*,Florian Wirtz,Germany,0.0,33.0,Pass,Florian Wirtz,Germany,True,69.5,False,False,False
148951,3930176,1,0,33,00:00:33.417,Pass,Florian Wirtz,Germany,Germany,50.5,16.6,,0.560056,From Free Kick,Robert Andrich,4.9517674,Ground Pass,Incomplete,2.3847582,46.9,20.0,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,0,0,7,1,1,0,Carry,Florian Wirtz,Germany,0.0,33.0,Pressure,Robert Andrich,Germany,True,69.5,False,False,False
148952,3930176,1,0,33,00:00:33.748,Pressure,Robert Andrich,Germany,Germany,47.5,20.7,,0.328032,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Pass,Florian Wirtz,Germany,0.0,33.0,Ball Receipt*,Robert Andrich,Germany,True,72.5,False,False,False
148953,3930176,1,0,33,00:00:33.977,Ball Receipt*,Robert Andrich,Germany,Germany,44.9,20.3,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Pressure,Robert Andrich,Germany,0.0,33.0,Interception,Granit Xhaka,Switzerland,False,75.1,False,False,True
148954,3930176,1,0,33,00:00:33.977,Interception,Granit Xhaka,Switzerland,Germany,73.2,60.1,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,1,0,4,2,0,0,Ball Receipt*,Robert Andrich,Germany,0.0,33.0,Pressure,Florian Wirtz,Germany,False,46.8,False,False,False
148955,3930176,1,0,34,00:00:34.114,Pressure,Florian Wirtz,Germany,Germany,48.4,19.7,,0.318839,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,0,0,7,1,1,0,Interception,Granit Xhaka,Switzerland,0.0,33.0,Ball Recovery,Florian Wirtz,Germany,True,71.6,False,False,False
148956,3930176,1,0,34,00:00:34.836,Ball Recovery,Florian Wirtz,Germany,Germany,49.7,21.0,,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,0,0,7,1,1,0,Pressure,Florian Wirtz,Germany,0.0,34.0,Carry,Florian Wirtz,Germany,True,70.3,False,False,True
148957,3930176,1,0,34,00:00:34.836,Carry,Florian Wirtz,Germany,Germany,49.7,21.0,True,1.328275,From Free Kick,,,,,,,,,,,,False,44.0,26.9,8.203657720797475,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,0,0,7,1,1,0,Ball Recovery,Florian Wirtz,Germany,0.0,34.0,Pressure,Fabian Rieder,Switzerland,False,70.3,False,False,False
148958,3930176,1,0,34,00:00:34.945,Pressure,Fabian Rieder,Switzerland,Germany,75.4,58.6,,1.26349,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,1,1,0,4,2,0,0,Carry,Florian Wirtz,Germany,0.0,34.0,Pass,Florian Wirtz,Germany,False,44.599999999999994,False,False,False
148959,3930176,1,0,36,00:00:36.165,Pass,Florian Wirtz,Germany,Germany,44.0,26.9,True,0.49464,From Free Kick,Jamal Musiala,6.8593,Ground Pass,,0.79570705,48.8,31.8,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,0,0,7,1,1,0,Pressure,Fabian Rieder,Switzerland,0.0,34.0,Ball Receipt*,Jamal Musiala,Germany,True,76.0,False,False,False
148960,3930176,1,0,36,00:00:36.659,Ball Receipt*,Jamal Musiala,Germany,Germany,48.8,31.8,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,0,7,1,2,0,Pass,Florian Wirtz,Germany,0.0,36.0,Carry,Jamal Musiala,Germany,True,71.2,False,False,False
148961,3930176,1,0,36,00:00:36.659,Carry,Jamal Musiala,Germany,Germany,48.8,31.8,,1.293366,From Free Kick,,,,,,,,,,,,False,49.0,32.6,0.8246211251235335,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,0,7,1,2,0,Ball Receipt*,Jamal Musiala,Germany,0.0,36.0,Pass,Jamal Musiala,Germany,True,71.2,False,False,False
148962,3930176,1,0,37,00:00:37.953,Pass,Jamal Musiala,Germany,Germany,49.0,32.6,,1.843633,From Free Kick,Joshua Kimmich,22.073061,Ground Pass,,1.8982775,41.9,53.5,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,0,7,1,2,0,Carry,Jamal Musiala,Germany,0.0,36.0,Ball Receipt*,Joshua Kimmich,Germany,True,71.0,False,False,False
148963,3930176,1,0,39,00:00:39.796,Ball Receipt*,Joshua Kimmich,Germany,Germany,41.9,53.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,7,1,0,0,Pass,Jamal Musiala,Germany,0.0,37.0,Carry,Joshua Kimmich,Germany,True,78.1,False,False,False
148964,3930176,1,0,39,00:00:39.796,Carry,Joshua Kimmich,Germany,Germany,41.9,53.5,,2.050949,From Free Kick,,,,,,,,,,,,False,49.4,58.4,8.958794561770015,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,7,1,0,0,Ball Receipt*,Joshua Kimmich,Germany,0.0,39.0,Pass,Joshua Kimmich,Germany,True,78.1,False,False,False
148965,3930176,1,0,41,00:00:41.847,Pass,Joshua Kimmich,Germany,Germany,49.4,58.4,,1.037062,From Free Kick,Robert Andrich,6.902898,Ground Pass,,-1.541819,49.6,51.5,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,7,1,0,0,Carry,Joshua Kimmich,Germany,0.0,39.0,Ball Receipt*,Robert Andrich,Germany,True,70.6,False,False,False
148966,3930176,1,0,42,00:00:42.884,Ball Receipt*,Robert Andrich,Germany,Germany,49.6,51.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Pass,Joshua Kimmich,Germany,0.0,41.0,Carry,Robert Andrich,Germany,True,70.4,False,False,False
148967,3930176,1,0,42,00:00:42.884,Carry,Robert Andrich,Germany,Germany,49.6,51.5,,3.881624,From Free Kick,,,,,,,,,,,,False,56.3,55.0,7.559100475585699,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Ball Receipt*,Robert Andrich,Germany,0.0,42.0,Pass,Robert Andrich,Germany,True,70.4,False,False,False
148968,3930176,1,0,46,00:00:46.766,Pass,Robert Andrich,Germany,Germany,56.3,55.0,,1.636782,From Free Kick,Joshua Kimmich,20.81658,Ground Pass,,1.1867217,64.1,74.3,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Carry,Robert Andrich,Germany,0.0,42.0,Ball Receipt*,Joshua Kimmich,Germany,True,63.7,False,False,False
148969,3930176,1,0,48,00:00:48.403,Ball Receipt*,Joshua Kimmich,Germany,Germany,64.1,74.3,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,7,1,0,0,Pass,Robert Andrich,Germany,0.0,46.0,Carry,Joshua Kimmich,Germany,True,55.900000000000006,False,False,False
148970,3930176,1,0,48,00:00:48.403,Carry,Joshua Kimmich,Germany,Germany,64.1,74.3,,0.796293,From Free Kick,,,,,,,,,,,,False,64.0,74.6,0.31622776601683344,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,7,1,0,0,Ball Receipt*,Joshua Kimmich,Germany,0.0,48.0,Pass,Joshua Kimmich,Germany,True,55.900000000000006,False,False,False
148971,3930176,1,0,49,00:00:49.199,Pass,Joshua Kimmich,Germany,Germany,64.0,74.6,,1.490943,From Free Kick,Kai Havertz,16.834488,Ground Pass,,0.22768933,80.4,78.4,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,7,1,0,0,Carry,Joshua Kimmich,Germany,0.0,48.0,Ball Receipt*,Kai Havertz,Germany,True,56.0,False,False,False
148972,3930176,1,0,50,00:00:50.690,Ball Receipt*,Kai Havertz,Germany,Germany,80.4,78.4,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,0,0,7,1,1,0,Pass,Joshua Kimmich,Germany,0.0,49.0,Carry,Kai Havertz,Germany,True,39.599999999999994,False,False,False
148973,3930176,1,0,50,00:00:50.690,Carry,Kai Havertz,Germany,Germany,80.4,78.4,True,1.558283,From Free Kick,,,,,,,,,,,,False,77.8,76.9,3.0016662039607342,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,0,0,7,1,1,0,Ball Receipt*,Kai Havertz,Germany,0.0,50.0,Pressure,Ricardo Iván Rodríguez Araya,Switzerland,False,39.599999999999994,False,False,False
148974,3930176,1,0,51,00:00:51.893,Pressure,Ricardo Iván Rodríguez Araya,Switzerland,Germany,42.2,3.2,,1.223975,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,4,2,0,0,Carry,Kai Havertz,Germany,0.0,50.0,Dribbled Past,Michel Aebischer,Switzerland,True,77.8,False,False,False
148975,3930176,1,0,52,00:00:52.248,Dribbled Past,Michel Aebischer,Switzerland,Germany,42.3,3.2,,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,1,1,0,4,2,1,0,Pressure,Ricardo Iván Rodríguez Araya,Switzerland,0.0,51.0,Dribble,Kai Havertz,Germany,False,77.7,False,False,True
148976,3930176,1,0,52,00:00:52.248,Dribble,Kai Havertz,Germany,Germany,77.8,76.9,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,Complete,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,0,0,7,1,1,0,Dribbled Past,Michel Aebischer,Switzerland,0.0,52.0,Carry,Kai Havertz,Germany,True,42.2,False,False,False
148977,3930176,1,0,52,00:00:52.248,Carry,Kai Havertz,Germany,Germany,77.8,76.9,True,0.658917,From Free Kick,,,,,,,,,,,,False,74.5,76.4,3.3376638536557244,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,0,0,7,1,1,0,Dribble,Kai Havertz,Germany,0.0,52.0,Pass,Kai Havertz,Germany,True,42.2,False,False,False
148978,3930176,1,0,52,00:00:52.907,Pass,Kai Havertz,Germany,Germany,74.5,76.4,True,0.96679,From Free Kick,Joshua Kimmich,10.688779,Ground Pass,,2.953371,64.0,78.4,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,0,0,7,1,1,0,Carry,Kai Havertz,Germany,0.0,52.0,Ball Receipt*,Joshua Kimmich,Germany,True,45.5,False,False,False
148979,3930176,1,0,53,00:00:53.874,Ball Receipt*,Joshua Kimmich,Germany,Germany,64.0,78.4,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,7,1,0,0,Pass,Kai Havertz,Germany,0.0,52.0,Carry,Joshua Kimmich,Germany,True,56.0,False,False,False
148980,3930176,1,0,53,00:00:53.874,Carry,Joshua Kimmich,Germany,Germany,64.0,78.4,,0.053997,From Free Kick,,,,,,,,,,,,False,64.0,78.4,0.0,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,7,1,0,0,Ball Receipt*,Joshua Kimmich,Germany,0.0,53.0,Pass,Joshua Kimmich,Germany,True,56.0,False,False,False
148981,3930176,1,0,53,00:00:53.928,Pass,Joshua Kimmich,Germany,Germany,64.0,78.4,,1.777527,From Free Kick,Antonio Rüdiger,16.011246,Ground Pass,,-2.6891177,49.6,71.4,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,0,7,1,0,0,Carry,Joshua Kimmich,Germany,0.0,53.0,Ball Receipt*,Antonio Rüdiger,Germany,True,56.0,False,False,False
148982,3930176,1,0,55,00:00:55.705,Ball Receipt*,Antonio Rüdiger,Germany,Germany,49.6,71.4,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,0,0,7,1,0,0,Pass,Joshua Kimmich,Germany,0.0,53.0,Carry,Antonio Rüdiger,Germany,True,70.4,False,False,False
148983,3930176,1,0,55,00:00:55.705,Carry,Antonio Rüdiger,Germany,Germany,49.6,71.4,,2.668099,From Free Kick,,,,,,,,,,,,False,49.2,70.2,1.264911064067354,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,0,0,7,1,0,0,Ball Receipt*,Antonio Rüdiger,Germany,0.0,55.0,Pass,Antonio Rüdiger,Germany,True,70.4,False,False,False
