event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Spain_score,Italy_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
87348,3930172,1,0,0,00:00:00.000,Starting XI,,Spain,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,3,0,0,0,,,,,,Starting XI,,Italy,False,,False,,False
87349,3930172,1,0,0,00:00:00.000,Starting XI,,Italy,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,2,1,0,0,Starting XI,,Spain,0.0,0.0,Half Start,,Spain,False,,False,,False
87350,3930172,1,0,0,00:00:00.000,Half Start,,Spain,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,3,0,0,0,Starting XI,,Italy,0.0,0.0,Half Start,,Italy,False,,False,,False
87351,3930172,1,0,0,00:00:00.000,Half Start,,Italy,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,2,1,0,0,Half Start,,Spain,0.0,0.0,Pass,Jorge Luiz Frello Filho,Italy,True,,False,,False
87352,3930172,1,0,0,00:00:00.977,Pass,Jorge Luiz Frello Filho,Italy,Italy,61.0,40.1,,1.079577,From Kick Off,Nicolò Barella,3.138471,Ground Pass,,1.1784562,62.2,43.0,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Half Start,,Italy,0.0,0.0,Ball Receipt*,Nicolò Barella,Italy,True,59.0,False,False,False
87353,3930172,1,0,2,00:00:02.057,Ball Receipt*,Nicolò Barella,Italy,Italy,62.2,43.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,2,1,1,0,Pass,Jorge Luiz Frello Filho,Italy,0.0,0.0,Carry,Nicolò Barella,Italy,True,57.8,False,False,False
87354,3930172,1,0,2,00:00:02.057,Carry,Nicolò Barella,Italy,Italy,62.2,43.0,,1.287646,From Kick Off,,,,,,,,,,,,False,68.9,45.2,7.051950084905596,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,2,1,1,0,Ball Receipt*,Nicolò Barella,Italy,0.0,2.0,Pass,Nicolò Barella,Italy,True,57.8,False,False,False
87355,3930172,1,0,3,00:00:03.344,Pass,Nicolò Barella,Italy,Italy,68.9,45.2,,2.053739,From Kick Off,Giovanni Di Lorenzo,27.106642,Ground Pass,,1.5929329,68.3,72.3,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,2,1,1,0,Carry,Nicolò Barella,Italy,0.0,2.0,Ball Receipt*,Giovanni Di Lorenzo,Italy,True,51.099999999999994,False,False,False
87356,3930172,1,0,5,00:00:05.398,Ball Receipt*,Giovanni Di Lorenzo,Italy,Italy,68.3,72.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Nicolò Barella,Italy,0.0,3.0,Carry,Giovanni Di Lorenzo,Italy,True,51.7,False,False,False
87357,3930172,1,0,5,00:00:05.398,Carry,Giovanni Di Lorenzo,Italy,Italy,68.3,72.3,,1.892107,From Kick Off,,,,,,,,,,,,False,70.2,77.7,5.724508712544692,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Giovanni Di Lorenzo,Italy,0.0,5.0,Pass,Giovanni Di Lorenzo,Italy,True,51.7,False,False,False
87358,3930172,1,0,7,00:00:07.290,Pass,Giovanni Di Lorenzo,Italy,Italy,70.2,77.7,,1.988733,From Kick Off,Federico Chiesa,30.436985,High Pass,Incomplete,0.04930212,100.6,79.2,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,2,1,0,0,Carry,Giovanni Di Lorenzo,Italy,0.0,5.0,Ball Receipt*,Federico Chiesa,Italy,True,49.8,False,False,False
87359,3930172,1,0,9,00:00:09.279,Ball Receipt*,Federico Chiesa,Italy,Italy,101.6,79.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,2,1,0,0,Pass,Giovanni Di Lorenzo,Italy,0.0,7.0,Interception,Marc Cucurella Saseta,Spain,False,18.400000000000006,False,True,False
87360,3930172,1,0,9,00:00:09.279,Interception,Marc Cucurella Saseta,Spain,Italy,19.5,0.9,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,3,0,0,0,Ball Receipt*,Federico Chiesa,Italy,0.0,9.0,Pass,Giovanni Di Lorenzo,Italy,False,100.5,False,False,False
87361,3930172,1,0,29,00:00:29.252,Pass,Giovanni Di Lorenzo,Italy,Italy,101.2,80.0,,2.714752,From Throw In,Davide Frattesi,30.408058,High Pass,Out,-0.904273,120.0,56.1,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,2,1,0,0,Interception,Marc Cucurella Saseta,Spain,0.0,9.0,Ball Receipt*,Davide Frattesi,Italy,True,18.799999999999997,False,True,False
87362,3930172,1,0,31,00:00:31.967,Ball Receipt*,Davide Frattesi,Italy,Italy,111.9,65.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,0,2,1,0,0,Pass,Giovanni Di Lorenzo,Italy,0.0,29.0,Pass,Aymeric Laporte,Spain,False,8.099999999999994,False,True,False
87363,3930172,1,0,54,00:00:54.941,Pass,Aymeric Laporte,Spain,Spain,5.8,33.8,,3.557982,From Goal Kick,Lamine Yamal Nasraoui Ebana,76.08843,High Pass,Incomplete,0.21724343,80.1,50.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,3,0,0,0,Ball Receipt*,Davide Frattesi,Italy,0.0,31.0,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,True,114.2,False,False,False
87364,3930172,1,0,58,00:00:58.499,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,Spain,76.2,52.9,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,3,0,0,0,Pass,Aymeric Laporte,Spain,0.0,54.0,Pass,Alessandro Bastoni,Italy,False,43.8,False,False,False
87365,3930172,1,0,58,00:00:58.499,Pass,Alessandro Bastoni,Italy,Spain,40.0,29.9,,1.438334,From Goal Kick,Jorge Luiz Frello Filho,13.288341,High Pass,,0.49394137,51.7,36.2,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,1,0,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,0.0,58.0,Ball Receipt*,Jorge Luiz Frello Filho,Italy,True,80.0,False,False,False
87366,3930172,1,0,59,00:00:59.937,Ball Receipt*,Jorge Luiz Frello Filho,Italy,Spain,51.7,36.2,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Pass,Alessandro Bastoni,Italy,0.0,58.0,Carry,Jorge Luiz Frello Filho,Italy,True,68.3,False,False,False
87367,3930172,1,0,59,00:00:59.937,Carry,Jorge Luiz Frello Filho,Italy,Spain,51.7,36.2,,0.021533001,From Goal Kick,,,,,,,,,,,,False,52.5,36.2,0.7999999999999972,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Jorge Luiz Frello Filho,Italy,0.0,59.0,Pass,Jorge Luiz Frello Filho,Italy,True,68.3,False,False,False
87368,3930172,1,0,59,00:00:59.959,Pass,Jorge Luiz Frello Filho,Italy,Spain,52.5,36.2,,1.06183,From Goal Kick,,5.503635,High Pass,Incomplete,-0.03634762,58.0,36.0,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Carry,Jorge Luiz Frello Filho,Italy,0.0,59.0,Pass,Rodrigo Hernández Cascante,Spain,False,67.5,False,False,False
87369,3930172,1,1,1,00:01:01.021,Pass,Rodrigo Hernández Cascante,Spain,Spain,62.1,44.1,,1.946348,From Goal Kick,Nicholas Williams Arthuer,14.207745,High Pass,,-0.39749822,75.2,38.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,3,0,0,0,Pass,Jorge Luiz Frello Filho,Italy,0.0,59.0,Ball Receipt*,Nicholas Williams Arthuer,Spain,True,57.9,False,False,False
87370,3930172,1,1,2,00:01:02.967,Ball Receipt*,Nicholas Williams Arthuer,Spain,Spain,75.2,38.6,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,3,0,0,0,Pass,Rodrigo Hernández Cascante,Spain,1.0,1.0,Carry,Nicholas Williams Arthuer,Spain,True,44.8,False,False,False
87371,3930172,1,1,2,00:01:02.967,Carry,Nicholas Williams Arthuer,Spain,Spain,75.2,38.6,,0.051877,From Goal Kick,,,,,,,,,,,,False,75.4,38.3,0.36055512754640406,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,3,0,0,0,Ball Receipt*,Nicholas Williams Arthuer,Spain,1.0,2.0,Pass,Nicholas Williams Arthuer,Spain,True,44.8,False,False,False
87372,3930172,1,1,3,00:01:03.019,Pass,Nicholas Williams Arthuer,Spain,Spain,75.4,38.3,,0.616458,From Goal Kick,Pedro González López,5.186521,Low Pass,,0.5933502,79.7,41.2,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,3,0,0,0,Carry,Nicholas Williams Arthuer,Spain,1.0,2.0,Ball Receipt*,Pedro González López,Spain,True,44.599999999999994,False,False,False
87373,3930172,1,1,3,00:01:03.635,Ball Receipt*,Pedro González López,Spain,Spain,79.7,41.2,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,3,0,0,0,Pass,Nicholas Williams Arthuer,Spain,1.0,3.0,Carry,Pedro González López,Spain,True,40.3,False,False,False
87374,3930172,1,1,3,00:01:03.635,Carry,Pedro González López,Spain,Spain,79.7,41.2,True,0.585472,From Goal Kick,,,,,,,,,,,,False,78.7,41.6,1.0770329614269003,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,3,0,0,0,Ball Receipt*,Pedro González López,Spain,1.0,3.0,Pressure,Jorge Luiz Frello Filho,Italy,False,40.3,False,False,False
87375,3930172,1,1,3,00:01:03.878,Pressure,Jorge Luiz Frello Filho,Italy,Spain,40.8,39.7,,0.378078,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Carry,Pedro González López,Spain,1.0,3.0,Pass,Pedro González López,Spain,False,79.2,False,False,False
87376,3930172,1,1,4,00:01:04.221,Pass,Pedro González López,Spain,Spain,78.7,41.6,True,1.019431,From Goal Kick,Rodrigo Hernández Cascante,7.640026,Ground Pass,,2.890265,71.3,43.5,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,3,0,0,0,Pressure,Jorge Luiz Frello Filho,Italy,1.0,3.0,Pressure,Nicolò Barella,Italy,False,41.3,False,False,True
87377,3930172,1,1,5,00:01:05.025,Pressure,Nicolò Barella,Italy,Spain,48.8,36.6,,1.144665,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,2,1,1,0,Pass,Pedro González López,Spain,1.0,4.0,Ball Receipt*,Rodrigo Hernández Cascante,Spain,False,71.2,False,False,False
87378,3930172,1,1,5,00:01:05.240,Ball Receipt*,Rodrigo Hernández Cascante,Spain,Spain,71.3,43.5,True,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,3,0,0,0,Pressure,Nicolò Barella,Italy,1.0,5.0,Carry,Rodrigo Hernández Cascante,Spain,True,48.7,False,False,True
87379,3930172,1,1,5,00:01:05.240,Carry,Rodrigo Hernández Cascante,Spain,Spain,71.3,43.5,True,0.92597,From Goal Kick,,,,,,,,,,,,False,70.7,44.7,1.3416407864998738,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,3,0,0,0,Ball Receipt*,Rodrigo Hernández Cascante,Spain,1.0,5.0,Pass,Rodrigo Hernández Cascante,Spain,True,48.7,False,False,False
87380,3930172,1,1,6,00:01:06.166,Pass,Rodrigo Hernández Cascante,Spain,Spain,70.7,44.7,True,1.706215,From Goal Kick,Lamine Yamal Nasraoui Ebana,22.19234,Ground Pass,,1.3203533,76.2,66.2,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,3,0,0,0,Carry,Rodrigo Hernández Cascante,Spain,1.0,5.0,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,True,49.3,False,False,False
87381,3930172,1,1,7,00:01:07.872,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,Spain,76.2,66.2,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,3,0,0,0,Pass,Rodrigo Hernández Cascante,Spain,1.0,6.0,Carry,Lamine Yamal Nasraoui Ebana,Spain,True,43.8,False,False,False
87382,3930172,1,1,7,00:01:07.872,Carry,Lamine Yamal Nasraoui Ebana,Spain,Spain,76.2,66.2,,3.186969,From Goal Kick,,,,,,,,,,,,False,86.7,73.6,12.845621822239664,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,3,0,0,0,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,1.0,7.0,Pass,Lamine Yamal Nasraoui Ebana,Spain,True,43.8,False,False,False
87383,3930172,1,1,11,00:01:11.059,Pass,Lamine Yamal Nasraoui Ebana,Spain,Spain,86.7,73.6,,1.093106,From Goal Kick,Rodrigo Hernández Cascante,6.519202,Ground Pass,,-2.2910693,82.4,68.7,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,3,0,0,0,Carry,Lamine Yamal Nasraoui Ebana,Spain,1.0,7.0,Ball Receipt*,Rodrigo Hernández Cascante,Spain,True,33.3,False,False,False
87384,3930172,1,1,12,00:01:12.153,Ball Receipt*,Rodrigo Hernández Cascante,Spain,Spain,82.4,68.7,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,3,0,0,0,Pass,Lamine Yamal Nasraoui Ebana,Spain,1.0,11.0,Carry,Rodrigo Hernández Cascante,Spain,True,37.599999999999994,False,False,False
87385,3930172,1,1,12,00:01:12.153,Carry,Rodrigo Hernández Cascante,Spain,Spain,82.4,68.7,,0.976644,From Goal Kick,,,,,,,,,,,,False,80.7,68.3,1.746424919657302,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,3,0,0,0,Ball Receipt*,Rodrigo Hernández Cascante,Spain,1.0,12.0,Pass,Rodrigo Hernández Cascante,Spain,True,37.599999999999994,False,False,False
87386,3930172,1,1,13,00:01:13.129,Pass,Rodrigo Hernández Cascante,Spain,Spain,80.7,68.3,,0.796234,From Goal Kick,Fabián Ruiz Peña,8.96772,Ground Pass,,-1.4478245,81.8,59.4,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,3,0,0,0,Carry,Rodrigo Hernández Cascante,Spain,1.0,12.0,Ball Receipt*,Fabián Ruiz Peña,Spain,True,39.3,False,False,False
87387,3930172,1,1,13,00:01:13.925,Ball Receipt*,Fabián Ruiz Peña,Spain,Spain,81.8,59.4,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,3,0,1,0,Pass,Rodrigo Hernández Cascante,Spain,1.0,13.0,Carry,Fabián Ruiz Peña,Spain,True,38.2,False,False,False
87388,3930172,1,1,13,00:01:13.925,Carry,Fabián Ruiz Peña,Spain,Spain,81.8,59.4,True,3.113757,From Goal Kick,,,,,,,,,,,,False,89.1,46.1,15.171684151734766,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,3,0,1,0,Ball Receipt*,Fabián Ruiz Peña,Spain,1.0,13.0,Pressure,Davide Frattesi,Italy,False,38.2,False,False,False
87389,3930172,1,1,16,00:01:16.846,Pressure,Davide Frattesi,Italy,Spain,29.3,36.7,,0.355401,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,0,2,1,0,0,Carry,Fabián Ruiz Peña,Spain,1.0,13.0,Pass,Fabián Ruiz Peña,Spain,False,90.7,False,False,False
87390,3930172,1,1,17,00:01:17.039,Pass,Fabián Ruiz Peña,Spain,Spain,89.1,46.1,True,1.700559,From Goal Kick,Marc Cucurella Saseta,34.608234,Ground Pass,,-1.724544,83.8,11.9,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,3,0,1,0,Pressure,Davide Frattesi,Italy,1.0,16.0,Ball Receipt*,Marc Cucurella Saseta,Spain,True,30.900000000000006,False,False,True
87391,3930172,1,1,18,00:01:18.740,Ball Receipt*,Marc Cucurella Saseta,Spain,Spain,83.8,11.9,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,3,0,0,0,Pass,Fabián Ruiz Peña,Spain,1.0,17.0,Carry,Marc Cucurella Saseta,Spain,True,36.2,False,False,False
87392,3930172,1,1,18,00:01:18.740,Carry,Marc Cucurella Saseta,Spain,Spain,83.8,11.9,,0.823071,From Goal Kick,,,,,,,,,,,,False,84.8,13.2,1.6401219466856718,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,3,0,0,0,Ball Receipt*,Marc Cucurella Saseta,Spain,1.0,18.0,Pass,Marc Cucurella Saseta,Spain,True,36.2,False,False,False
87393,3930172,1,1,19,00:01:19.563,Pass,Marc Cucurella Saseta,Spain,Spain,84.8,13.2,,1.225484,From Goal Kick,Nicholas Williams Arthuer,15.851813,Ground Pass,,-0.5144513,98.6,5.4,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,3,0,0,0,Carry,Marc Cucurella Saseta,Spain,1.0,18.0,Ball Receipt*,Nicholas Williams Arthuer,Spain,True,35.2,False,False,False
87394,3930172,1,1,20,00:01:20.788,Ball Receipt*,Nicholas Williams Arthuer,Spain,Spain,98.6,5.4,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,3,0,0,0,Pass,Marc Cucurella Saseta,Spain,1.0,19.0,Carry,Nicholas Williams Arthuer,Spain,True,21.400000000000006,False,True,False
87395,3930172,1,1,20,00:01:20.788,Carry,Nicholas Williams Arthuer,Spain,Spain,98.6,5.4,,3.328464,From Goal Kick,,,,,,,,,,,,False,113.9,10.9,16.258536219475612,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,3,0,0,0,Ball Receipt*,Nicholas Williams Arthuer,Spain,1.0,20.0,Pass,Nicholas Williams Arthuer,Spain,True,21.400000000000006,False,True,False
87396,3930172,1,1,24,00:01:24.117,Pass,Nicholas Williams Arthuer,Spain,Spain,113.9,10.9,,1.251563,From Goal Kick,Pedro González López,28.411264,High Pass,,1.5989579,113.1,39.3,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,3,0,0,0,Carry,Nicholas Williams Arthuer,Spain,1.0,20.0,Ball Receipt*,Pedro González López,Spain,True,6.099999999999994,False,True,False
87397,3930172,1,1,25,00:01:25.368,Ball Receipt*,Pedro González López,Spain,Spain,113.1,39.3,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,3,0,0,0,Pass,Nicholas Williams Arthuer,Spain,1.0,24.0,Shot,Pedro González López,Spain,True,6.900000000000006,False,True,False
87398,3930172,1,1,25,00:01:25.517,Shot,Pedro González López,Spain,Spain,113.1,39.3,,0.513105,From Goal Kick,,,,,,,,Saved,0.20873496,Head,Normal,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,3,0,0,0,Ball Receipt*,Pedro González López,Spain,1.0,25.0,Goal Keeper,Gianluigi Donnarumma,Italy,False,6.900000000000006,False,True,False
87399,3930172,1,1,26,00:01:26.030,Goal Keeper,Gianluigi Donnarumma,Italy,Spain,1.1,42.3,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,2,1,0,0,Shot,Pedro González López,Spain,1.0,25.0,Pass,Nicholas Williams Arthuer,Spain,False,118.9,False,False,False
87400,3930172,1,1,50,00:01:50.232,Pass,Nicholas Williams Arthuer,Spain,Spain,120.0,0.1,,1.109012,From Corner,Lamine Yamal Nasraoui Ebana,10.47855,Ground Pass,,2.910502,109.8,2.5,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,3,0,0,0,Goal Keeper,Gianluigi Donnarumma,Italy,1.0,26.0,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,True,0.0,False,True,False
87401,3930172,1,1,51,00:01:51.341,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,Spain,109.8,2.5,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,3,0,0,0,Pass,Nicholas Williams Arthuer,Spain,1.0,50.0,Carry,Lamine Yamal Nasraoui Ebana,Spain,True,10.200000000000003,False,True,False
87402,3930172,1,1,51,00:01:51.341,Carry,Lamine Yamal Nasraoui Ebana,Spain,Spain,109.8,2.5,,5.546638,From Corner,,,,,,,,,,,,False,106.5,8.0,6.4140470843298285,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,3,0,0,0,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,1.0,51.0,Pass,Lamine Yamal Nasraoui Ebana,Spain,True,10.200000000000003,False,True,False
87403,3930172,1,1,56,00:01:56.887,Pass,Lamine Yamal Nasraoui Ebana,Spain,Spain,106.5,8.0,,0.845838,From Corner,Nicholas Williams Arthuer,10.176934,Ground Pass,,-2.7483132,97.1,4.1,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,3,0,0,0,Carry,Lamine Yamal Nasraoui Ebana,Spain,1.0,51.0,Pressure,Jorge Luiz Frello Filho,Italy,False,13.5,False,True,False
87404,3930172,1,1,57,00:01:57.726,Pressure,Jorge Luiz Frello Filho,Italy,Spain,20.7,72.1,,1.001712,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Pass,Lamine Yamal Nasraoui Ebana,Spain,1.0,56.0,Ball Receipt*,Nicholas Williams Arthuer,Spain,False,99.3,False,False,False
87405,3930172,1,1,57,00:01:57.733,Ball Receipt*,Nicholas Williams Arthuer,Spain,Spain,97.1,4.1,True,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,3,0,0,0,Pressure,Jorge Luiz Frello Filho,Italy,1.0,57.0,Carry,Nicholas Williams Arthuer,Spain,True,22.900000000000006,False,True,True
87406,3930172,1,1,57,00:01:57.733,Carry,Nicholas Williams Arthuer,Spain,Spain,97.1,4.1,True,0.976006,From Corner,,,,,,,,,,,,False,96.7,10.3,6.212889826803628,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,3,0,0,0,Ball Receipt*,Nicholas Williams Arthuer,Spain,1.0,57.0,Pass,Nicholas Williams Arthuer,Spain,True,22.900000000000006,False,True,False
87407,3930172,1,1,58,00:01:58.709,Pass,Nicholas Williams Arthuer,Spain,Spain,96.7,10.3,True,1.314462,From Corner,Álvaro Borja Morata Martín,30.019327,High Pass,Incomplete,1.0086659,112.7,35.7,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,3,0,0,0,Carry,Nicholas Williams Arthuer,Spain,1.0,57.0,Ball Receipt*,Álvaro Borja Morata Martín,Spain,True,23.299999999999997,False,True,False
87408,3930172,1,2,0,00:02:00.024,Ball Receipt*,Álvaro Borja Morata Martín,Spain,Spain,113.1,36.5,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,3,0,1,0,Pass,Nicholas Williams Arthuer,Spain,1.0,58.0,Duel,Álvaro Borja Morata Martín,Spain,True,6.900000000000006,False,True,False
87409,3930172,1,2,0,00:02:00.024,Duel,Álvaro Borja Morata Martín,Spain,Spain,112.7,35.7,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,3,0,1,0,Ball Receipt*,Álvaro Borja Morata Martín,Spain,2.0,0.0,Pass,Alessandro Bastoni,Italy,False,7.299999999999997,False,True,False
87410,3930172,1,2,0,00:02:00.024,Pass,Alessandro Bastoni,Italy,Italy,7.4,44.4,True,2.268387,Regular Play,Jorge Luiz Frello Filho,24.904617,High Pass,,0.8194759,24.4,62.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,1,0,Duel,Álvaro Borja Morata Martín,Spain,2.0,0.0,Ball Receipt*,Jorge Luiz Frello Filho,Italy,True,112.6,False,False,False
87411,3930172,1,2,2,00:02:02.292,Ball Receipt*,Jorge Luiz Frello Filho,Italy,Italy,24.4,62.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Pass,Alessandro Bastoni,Italy,2.0,0.0,Pass,Jorge Luiz Frello Filho,Italy,True,95.6,False,False,False
87412,3930172,1,2,2,00:02:02.390,Pass,Jorge Luiz Frello Filho,Italy,Italy,24.4,62.6,,0.98271,Regular Play,Federico Chiesa,9.646243,High Pass,,0.3053586,33.6,65.5,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Jorge Luiz Frello Filho,Italy,2.0,2.0,Pressure,Nicholas Williams Arthuer,Spain,False,95.6,False,False,False
