event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Germany_score,Denmark_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
72788,3940983,1,0,0,00:00:00.000,Starting XI,,Germany,Germany,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,1,0,8,2,0,0,,,,,,Starting XI,,Denmark,False,,False,,False
72789,3940983,1,0,0,00:00:00.000,Starting XI,,Denmark,Germany,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,3,0,2,2,0,0,Starting XI,,Germany,0.0,0.0,Half Start,,Germany,False,,False,,False
72790,3940983,1,0,0,00:00:00.000,Half Start,,Germany,Germany,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,1,0,8,2,0,0,Starting XI,,Denmark,0.0,0.0,Half Start,,Denmark,False,,False,,False
72791,3940983,1,0,0,00:00:00.000,Half Start,,Denmark,Germany,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,3,0,2,2,0,0,Half Start,,Germany,0.0,0.0,Pass,Leroy Sané,Germany,False,,False,,False
72792,3940983,1,0,0,00:00:00.546,Pass,Leroy Sané,Germany,Germany,61.0,40.1,,1.386803,From Kick Off,Joshua Kimmich,21.780037,Ground Pass,,2.4374485,44.4,54.2,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,1,0,8,2,0,0,Half Start,,Denmark,0.0,0.0,Ball Receipt*,Joshua Kimmich,Germany,True,59.0,False,False,False
72793,3940983,1,0,1,00:00:01.933,Ball Receipt*,Joshua Kimmich,Germany,Germany,44.4,54.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,1,0,8,2,0,0,Pass,Leroy Sané,Germany,0.0,0.0,Carry,Joshua Kimmich,Germany,True,75.6,False,False,False
72794,3940983,1,0,1,00:00:01.933,Carry,Joshua Kimmich,Germany,Germany,44.4,54.2,,1.282156,From Kick Off,,,,,,,,,,,,False,49.7,57.0,5.994163828258285,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,1,0,8,2,0,0,Ball Receipt*,Joshua Kimmich,Germany,0.0,1.0,Pass,Joshua Kimmich,Germany,True,75.6,False,False,False
72795,3940983,1,0,3,00:00:03.215,Pass,Joshua Kimmich,Germany,Germany,49.7,57.0,,1.2,From Kick Off,Jamal Musiala,26.722649,Ground Pass,,0.88612,66.6,77.7,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,1,0,8,2,0,0,Carry,Joshua Kimmich,Germany,0.0,1.0,Ball Receipt*,Jamal Musiala,Germany,True,70.3,False,False,False
72796,3940983,1,0,4,00:00:04.415,Ball Receipt*,Jamal Musiala,Germany,Germany,66.6,77.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,1,0,8,2,2,0,Pass,Joshua Kimmich,Germany,0.0,3.0,Carry,Jamal Musiala,Germany,True,53.400000000000006,False,False,False
72797,3940983,1,0,4,00:00:04.415,Carry,Jamal Musiala,Germany,Germany,66.6,77.7,,1.408473,From Kick Off,,,,,,,,,,,,False,69.8,78.4,3.2756678708318434,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,1,0,8,2,2,0,Ball Receipt*,Jamal Musiala,Germany,0.0,4.0,Pass,Jamal Musiala,Germany,True,53.400000000000006,False,False,False
72798,3940983,1,0,5,00:00:05.823,Pass,Jamal Musiala,Germany,Germany,69.8,78.4,,2.094227,From Kick Off,Leroy Sané,42.167404,Ground Pass,,-0.42015064,108.3,61.2,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,1,0,8,2,2,0,Carry,Jamal Musiala,Germany,0.0,4.0,Pressure,Andreas Christensen,Denmark,False,50.2,False,False,False
72799,3940983,1,0,7,00:00:07.915,Pressure,Andreas Christensen,Denmark,Germany,13.8,20.9,,2.069163,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,3,0,2,2,0,0,Pass,Jamal Musiala,Germany,0.0,5.0,Ball Receipt*,Leroy Sané,Germany,False,106.2,False,False,False
72800,3940983,1,0,7,00:00:07.918,Ball Receipt*,Leroy Sané,Germany,Germany,108.3,61.2,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,1,0,8,2,0,0,Pressure,Andreas Christensen,Denmark,0.0,7.0,Carry,Leroy Sané,Germany,True,11.700000000000003,False,True,True
72801,3940983,1,0,7,00:00:07.918,Carry,Leroy Sané,Germany,Germany,108.3,61.2,True,2.074459,From Kick Off,,,,,,,,,,,,False,117.8,59.2,9.7082439194738,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,1,0,8,2,0,0,Ball Receipt*,Leroy Sané,Germany,0.0,7.0,Pass,Leroy Sané,Germany,True,11.700000000000003,False,True,False
72802,3940983,1,0,9,00:00:09.992,Pass,Leroy Sané,Germany,Germany,117.8,59.2,,0.888087,From Kick Off,İlkay Gündoğan,13.013839,Low Pass,Incomplete,-1.6169175,117.2,46.2,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,1,0,8,2,0,0,Carry,Leroy Sané,Germany,0.0,7.0,Ball Receipt*,İlkay Gündoğan,Germany,True,2.200000000000003,False,True,False
72803,3940983,1,0,10,00:00:10.880,Ball Receipt*,İlkay Gündoğan,Germany,Germany,113.1,45.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,1,0,8,2,1,0,Pass,Leroy Sané,Germany,0.0,9.0,Clearance,Jannik Vestergaard,Denmark,False,6.900000000000006,False,True,False
72804,3940983,1,0,10,00:00:10.880,Clearance,Jannik Vestergaard,Denmark,Germany,2.9,33.9,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,3,0,2,2,0,0,Ball Receipt*,İlkay Gündoğan,Germany,0.0,10.0,Pass,Joshua Kimmich,Germany,False,117.1,False,False,False
72805,3940983,1,0,19,00:00:19.093,Pass,Joshua Kimmich,Germany,Germany,81.1,80.0,,1.933148,From Throw In,Antonio Rüdiger,21.508139,Low Pass,,-2.6155262,62.5,69.2,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,1,0,8,2,0,0,Clearance,Jannik Vestergaard,Denmark,0.0,10.0,Ball Receipt*,Antonio Rüdiger,Germany,True,38.900000000000006,False,False,False
72806,3940983,1,0,21,00:00:21.026,Ball Receipt*,Antonio Rüdiger,Germany,Germany,62.5,69.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,1,0,8,2,0,0,Pass,Joshua Kimmich,Germany,0.0,19.0,Carry,Antonio Rüdiger,Germany,True,57.5,False,False,False
72807,3940983,1,0,21,00:00:21.026,Carry,Antonio Rüdiger,Germany,Germany,62.5,69.2,,1.800507,From Throw In,,,,,,,,,,,,False,60.9,64.5,4.964876634922567,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,1,0,8,2,0,0,Ball Receipt*,Antonio Rüdiger,Germany,0.0,21.0,Pass,Antonio Rüdiger,Germany,True,57.5,False,False,False
72808,3940983,1,0,22,00:00:22.827,Pass,Antonio Rüdiger,Germany,Germany,60.9,64.5,,1.199998,From Throw In,Nico Schlotterbeck,20.518528,Ground Pass,,-1.816957,55.9,44.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,1,0,8,2,0,0,Carry,Antonio Rüdiger,Germany,0.0,21.0,Ball Receipt*,Nico Schlotterbeck,Germany,True,59.1,False,False,False
72809,3940983,1,0,24,00:00:24.027,Ball Receipt*,Nico Schlotterbeck,Germany,Germany,55.9,44.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,1,0,8,2,0,0,Pass,Antonio Rüdiger,Germany,0.0,22.0,Carry,Nico Schlotterbeck,Germany,True,64.1,False,False,False
72810,3940983,1,0,24,00:00:24.027,Carry,Nico Schlotterbeck,Germany,Germany,55.9,44.6,True,2.067571,From Throw In,,,,,,,,,,,,False,58.7,39.6,5.730619512757763,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,1,0,8,2,0,0,Ball Receipt*,Nico Schlotterbeck,Germany,0.0,24.0,Pressure,Rasmus Winther Højlund,Denmark,False,64.1,False,False,False
72811,3940983,1,0,25,00:00:25.541,Pressure,Rasmus Winther Højlund,Denmark,Germany,57.9,34.6,,0.610799,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,3,0,2,2,0,0,Carry,Nico Schlotterbeck,Germany,0.0,24.0,Pass,Nico Schlotterbeck,Germany,False,62.1,False,False,False
72812,3940983,1,0,26,00:00:26.094,Pass,Nico Schlotterbeck,Germany,Germany,58.7,39.6,True,0.931999,From Throw In,Toni Kroos,15.261062,Ground Pass,,-2.2260923,49.4,27.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,1,0,8,2,0,0,Pressure,Rasmus Winther Højlund,Denmark,0.0,25.0,Ball Receipt*,Toni Kroos,Germany,True,61.3,False,False,True
72813,3940983,1,0,27,00:00:27.026,Ball Receipt*,Toni Kroos,Germany,Germany,49.4,27.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,1,0,8,2,0,0,Pass,Nico Schlotterbeck,Germany,0.0,26.0,Carry,Toni Kroos,Germany,True,70.6,False,False,False
72814,3940983,1,0,27,00:00:27.026,Carry,Toni Kroos,Germany,Germany,49.4,27.5,True,2.699194,From Throw In,,,,,,,,,,,,False,39.1,31.9,11.200446419674527,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,1,0,8,2,0,0,Ball Receipt*,Toni Kroos,Germany,0.0,27.0,Pressure,Andreas Skov Olsen,Denmark,False,70.6,False,False,False
72815,3940983,1,0,28,00:00:28.883,Pressure,Andreas Skov Olsen,Denmark,Germany,74.6,51.5,,0.967921,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,3,0,2,2,0,0,Carry,Toni Kroos,Germany,0.0,27.0,Pass,Toni Kroos,Germany,False,45.400000000000006,False,False,False
72816,3940983,1,0,29,00:00:29.726,Pass,Toni Kroos,Germany,Germany,39.1,31.9,True,2.5028,From Throw In,Manuel Neuer,26.615221,Ground Pass,,2.7806232,14.2,41.3,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,1,0,8,2,0,0,Pressure,Andreas Skov Olsen,Denmark,0.0,28.0,Ball Receipt*,Manuel Neuer,Germany,True,80.9,False,False,True
72817,3940983,1,0,32,00:00:32.228,Ball Receipt*,Manuel Neuer,Germany,Germany,14.2,41.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,1,0,8,2,0,0,Pass,Toni Kroos,Germany,0.0,29.0,Carry,Manuel Neuer,Germany,True,105.8,False,False,False
72818,3940983,1,0,32,00:00:32.228,Carry,Manuel Neuer,Germany,Germany,14.2,41.3,True,2.034593,From Throw In,,,,,,,,,,,,False,15.1,45.5,4.295346318982909,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,1,0,8,2,0,0,Ball Receipt*,Manuel Neuer,Germany,0.0,32.0,Pressure,Rasmus Winther Højlund,Denmark,False,105.8,False,False,False
72819,3940983,1,0,33,00:00:33.536,Pressure,Rasmus Winther Højlund,Denmark,Germany,97.0,44.3,,0.758724,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,3,0,2,2,0,0,Carry,Manuel Neuer,Germany,0.0,32.0,Pass,Manuel Neuer,Germany,False,23.0,False,True,False
72820,3940983,1,0,34,00:00:34.263,Pass,Manuel Neuer,Germany,Germany,15.1,45.5,True,2.241059,From Throw In,Leroy Sané,51.13443,High Pass,Incomplete,0.5608796,58.4,72.7,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,1,0,8,2,0,0,Pressure,Rasmus Winther Højlund,Denmark,0.0,33.0,Ball Receipt*,Leroy Sané,Germany,True,104.9,False,False,True
72821,3940983,1,0,36,00:00:36.504,Ball Receipt*,Leroy Sané,Germany,Germany,59.2,71.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,1,0,8,2,0,0,Pass,Manuel Neuer,Germany,0.0,34.0,Duel,Leroy Sané,Germany,True,60.8,False,False,False
72822,3940983,1,0,36,00:00:36.504,Duel,Leroy Sané,Germany,Germany,58.4,72.7,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,1,0,8,2,0,0,Ball Receipt*,Leroy Sané,Germany,0.0,36.0,Pass,Joakim Mæhle,Denmark,False,61.6,False,False,False
72823,3940983,1,0,36,00:00:36.504,Pass,Joakim Mæhle,Denmark,Germany,61.7,7.4,True,1.912007,From Throw In,Pierre-Emile Højbjerg,21.216267,High Pass,Incomplete,0.8688162,75.4,23.6,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,3,0,2,2,0,0,Duel,Leroy Sané,Germany,0.0,36.0,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,True,58.3,False,False,False
72824,3940983,1,0,38,00:00:38.416,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,Germany,74.9,25.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,3,0,2,2,0,0,Pass,Joakim Mæhle,Denmark,0.0,36.0,Pass,Robert Andrich,Germany,False,45.099999999999994,False,False,False
72825,3940983,1,0,38,00:00:38.416,Pass,Robert Andrich,Germany,Germany,44.7,56.5,,1.515616,From Throw In,Nico Schlotterbeck,18.553976,High Pass,,-1.815775,40.2,38.5,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,1,0,8,2,0,0,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,0.0,38.0,Ball Receipt*,Nico Schlotterbeck,Germany,True,75.3,False,False,False
72826,3940983,1,0,39,00:00:39.932,Ball Receipt*,Nico Schlotterbeck,Germany,Germany,40.2,38.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,1,0,8,2,0,0,Pass,Robert Andrich,Germany,0.0,38.0,Pass,Nico Schlotterbeck,Germany,True,79.8,False,False,False
72827,3940983,1,0,40,00:00:40.028,Pass,Nico Schlotterbeck,Germany,Germany,40.5,39.6,,1.148825,From Throw In,İlkay Gündoğan,12.91201,High Pass,,0.28255495,52.9,43.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,1,0,8,2,0,0,Ball Receipt*,Nico Schlotterbeck,Germany,0.0,39.0,Ball Receipt*,İlkay Gündoğan,Germany,True,79.5,False,False,False
72828,3940983,1,0,41,00:00:41.177,Ball Receipt*,İlkay Gündoğan,Germany,Germany,52.9,43.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,1,0,8,2,1,0,Pass,Nico Schlotterbeck,Germany,0.0,40.0,Pass,İlkay Gündoğan,Germany,True,67.1,False,False,False
72829,3940983,1,0,41,00:00:41.217,Pass,İlkay Gündoğan,Germany,Germany,52.9,43.2,,1.896738,From Throw In,David Raum,32.237244,High Pass,,-1.9455425,41.1,13.2,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,1,0,8,2,1,0,Ball Receipt*,İlkay Gündoğan,Germany,0.0,41.0,Ball Receipt*,David Raum,Germany,True,67.1,False,False,False
72830,3940983,1,0,43,00:00:43.114,Ball Receipt*,David Raum,Germany,Germany,41.1,13.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,1,0,8,2,0,0,Pass,İlkay Gündoğan,Germany,0.0,41.0,Carry,David Raum,Germany,True,78.9,False,False,False
72831,3940983,1,0,43,00:00:43.114,Carry,David Raum,Germany,Germany,41.1,13.2,,1.120822,From Throw In,,,,,,,,,,,,False,44.1,16.2,4.242640687119285,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,1,0,8,2,0,0,Ball Receipt*,David Raum,Germany,0.0,43.0,Pass,David Raum,Germany,True,78.9,False,False,False
72832,3940983,1,0,44,00:00:44.234,Pass,David Raum,Germany,Germany,44.1,16.2,,0.84087,From Throw In,Toni Kroos,14.091842,Ground Pass,,1.3344233,47.4,29.9,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,1,0,8,2,0,0,Carry,David Raum,Germany,0.0,43.0,Ball Receipt*,Toni Kroos,Germany,True,75.9,False,False,False
72833,3940983,1,0,45,00:00:45.075,Ball Receipt*,Toni Kroos,Germany,Germany,47.4,29.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,1,0,8,2,0,0,Pass,David Raum,Germany,0.0,44.0,Carry,Toni Kroos,Germany,True,72.6,False,False,False
72834,3940983,1,0,45,00:00:45.075,Carry,Toni Kroos,Germany,Germany,47.4,29.9,True,0.804324,From Throw In,,,,,,,,,,,,False,47.9,26.6,3.3376638536557244,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,1,0,8,2,0,0,Ball Receipt*,Toni Kroos,Germany,0.0,45.0,Pressure,Pierre-Emile Højbjerg,Denmark,False,72.6,False,False,False
72835,3940983,1,0,45,00:00:45.244,Pressure,Pierre-Emile Højbjerg,Denmark,Germany,69.4,50.9,,0.816526,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,3,0,2,2,0,0,Carry,Toni Kroos,Germany,0.0,45.0,Pass,Toni Kroos,Germany,False,50.599999999999994,False,False,False
72836,3940983,1,0,45,00:00:45.880,Pass,Toni Kroos,Germany,Germany,47.9,26.6,True,1.387838,From Throw In,Nico Schlotterbeck,18.988945,Ground Pass,,2.9669204,29.2,29.9,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,1,0,8,2,0,0,Pressure,Pierre-Emile Højbjerg,Denmark,0.0,45.0,Ball Receipt*,Nico Schlotterbeck,Germany,True,72.1,False,False,True
72837,3940983,1,0,47,00:00:47.267,Ball Receipt*,Nico Schlotterbeck,Germany,Germany,29.2,29.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,1,0,8,2,0,0,Pass,Toni Kroos,Germany,0.0,45.0,Carry,Nico Schlotterbeck,Germany,True,90.8,False,False,False
72838,3940983,1,0,47,00:00:47.267,Carry,Nico Schlotterbeck,Germany,Germany,29.2,29.9,,1.25425,From Throw In,,,,,,,,,,,,False,30.0,30.2,0.854400374531754,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,1,0,8,2,0,0,Ball Receipt*,Nico Schlotterbeck,Germany,0.0,47.0,Pass,Nico Schlotterbeck,Germany,True,90.8,False,False,False
72839,3940983,1,0,48,00:00:48.522,Pass,Nico Schlotterbeck,Germany,Germany,30.0,30.2,,1.029874,From Throw In,Robert Andrich,18.787762,Ground Pass,,0.89854914,41.7,44.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,1,0,8,2,0,0,Carry,Nico Schlotterbeck,Germany,0.0,47.0,Ball Receipt*,Robert Andrich,Germany,True,90.0,False,False,False
72840,3940983,1,0,49,00:00:49.551,Ball Receipt*,Robert Andrich,Germany,Germany,41.7,44.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,1,0,8,2,0,0,Pass,Nico Schlotterbeck,Germany,0.0,48.0,Carry,Robert Andrich,Germany,True,78.3,False,False,False
72841,3940983,1,0,49,00:00:49.551,Carry,Robert Andrich,Germany,Germany,41.7,44.9,,1.044568,From Throw In,,,,,,,,,,,,False,41.7,44.9,0.0,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,1,0,8,2,0,0,Ball Receipt*,Robert Andrich,Germany,0.0,49.0,Pass,Robert Andrich,Germany,True,78.3,False,False,False
72842,3940983,1,0,50,00:00:50.596,Pass,Robert Andrich,Germany,Germany,41.7,44.9,,1.273191,From Throw In,Toni Kroos,18.0,Ground Pass,,-1.5707964,41.7,26.9,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,1,0,8,2,0,0,Carry,Robert Andrich,Germany,0.0,49.0,Ball Receipt*,Toni Kroos,Germany,True,78.3,False,False,False
72843,3940983,1,0,51,00:00:51.869,Ball Receipt*,Toni Kroos,Germany,Germany,41.7,26.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,1,0,8,2,0,0,Pass,Robert Andrich,Germany,0.0,50.0,Carry,Toni Kroos,Germany,True,78.3,False,False,False
72844,3940983,1,0,51,00:00:51.869,Carry,Toni Kroos,Germany,Germany,41.7,26.9,,0.925823,From Throw In,,,,,,,,,,,,False,39.4,25.0,2.983286778035262,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,1,0,8,2,0,0,Ball Receipt*,Toni Kroos,Germany,0.0,51.0,Pass,Toni Kroos,Germany,True,78.3,False,False,False
72845,3940983,1,0,52,00:00:52.795,Pass,Toni Kroos,Germany,Germany,39.4,25.0,,0.110521,From Throw In,Jamal Musiala,3.5510561,Ground Pass,Incomplete,0.16977827,42.9,25.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,1,0,8,2,0,0,Carry,Toni Kroos,Germany,0.0,51.0,Ball Receipt*,Jamal Musiala,Germany,True,80.6,False,False,False
72846,3940983,1,0,52,00:00:52.906,Ball Receipt*,Jamal Musiala,Germany,Germany,56.5,23.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,1,0,8,2,2,0,Pass,Toni Kroos,Germany,0.0,52.0,Block,Andreas Skov Olsen,Denmark,False,63.5,False,False,False
72847,3940983,1,0,52,00:00:52.906,Block,Andreas Skov Olsen,Denmark,Germany,77.2,54.5,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,3,0,2,2,0,0,Ball Receipt*,Jamal Musiala,Germany,0.0,52.0,Pressure,Kai Havertz,Germany,False,42.8,False,False,False
72848,3940983,1,0,54,00:00:54.889,Pressure,Kai Havertz,Germany,Germany,67.8,37.2,,0.58857,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,0,8,2,1,0,Block,Andreas Skov Olsen,Denmark,0.0,52.0,Pass,Thomas Delaney,Denmark,False,52.2,False,False,False
72849,3940983,1,0,55,00:00:55.402,Pass,Thomas Delaney,Denmark,Germany,54.0,51.8,True,1.887248,From Throw In,Andreas Skov Olsen,14.052046,High Pass,Incomplete,1.2895641,57.9,65.3,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,3,0,2,2,0,0,Pressure,Kai Havertz,Germany,0.0,54.0,Ball Receipt*,Andreas Skov Olsen,Denmark,True,66.0,False,False,True
72850,3940983,1,0,57,00:00:57.289,Ball Receipt*,Andreas Skov Olsen,Denmark,Germany,58.2,58.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,3,0,2,2,0,0,Pass,Thomas Delaney,Denmark,0.0,55.0,Pass,David Raum,Germany,False,61.8,False,False,False
72851,3940983,1,0,57,00:00:57.289,Pass,David Raum,Germany,Germany,62.2,14.8,,0.838626,From Throw In,Kai Havertz,16.260382,Low Pass,Incomplete,1.0135008,70.8,28.6,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,1,0,8,2,0,0,Ball Receipt*,Andreas Skov Olsen,Denmark,0.0,57.0,Ball Receipt*,Kai Havertz,Germany,True,57.8,False,False,False
72852,3940983,1,0,58,00:00:58.128,Ball Receipt*,Kai Havertz,Germany,Germany,66.1,30.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,0,8,2,1,0,Pass,David Raum,Germany,0.0,57.0,Pass,Thomas Delaney,Denmark,False,53.900000000000006,False,False,False
72853,3940983,1,0,58,00:00:58.128,Pass,Thomas Delaney,Denmark,Germany,49.3,51.5,,3.291025,From Throw In,Rasmus Winther Højlund,23.117525,High Pass,Incomplete,-0.038941342,72.4,50.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,3,0,2,2,0,0,Ball Receipt*,Kai Havertz,Germany,0.0,58.0,Ball Receipt*,Rasmus Winther Højlund,Denmark,True,70.7,False,False,False
72854,3940983,1,1,1,00:01:01.419,Ball Receipt*,Rasmus Winther Højlund,Denmark,Germany,77.2,52.1,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,3,0,2,2,0,0,Pass,Thomas Delaney,Denmark,0.0,58.0,Ball Recovery,Nico Schlotterbeck,Germany,False,42.8,False,False,False
72855,3940983,1,1,1,00:01:01.419,Ball Recovery,Nico Schlotterbeck,Germany,Germany,47.7,29.5,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,1,0,8,2,0,0,Ball Receipt*,Rasmus Winther Højlund,Denmark,1.0,1.0,Carry,Nico Schlotterbeck,Germany,True,72.3,False,False,False
72856,3940983,1,1,1,00:01:01.419,Carry,Nico Schlotterbeck,Germany,Germany,47.7,29.5,True,1.095508,From Throw In,,,,,,,,,,,,False,51.5,26.9,4.604345773288534,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,1,0,8,2,0,0,Ball Recovery,Nico Schlotterbeck,Germany,1.0,1.0,Pressure,Pierre-Emile Højbjerg,Denmark,False,72.3,False,False,False
