event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Germany_score,Denmark_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
75087,3940983,2,61,15,00:16:15.514,Pressure,Leroy Sané,Germany,Denmark,88.8,70.4,,0.577294,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,0,1,2,1,0,8,2,0,0,Carry,Pierre-Emile Højbjerg,Denmark,61.0,15.0,Pass,Pierre-Emile Højbjerg,Denmark,False,31.200000000000003,False,False,False
75088,3940983,2,61,16,00:16:16.122,Pass,Pierre-Emile Højbjerg,Denmark,Denmark,30.3,16.6,,0.781533,Regular Play,Christian Dannemann Eriksen,11.7341385,Ground Pass,,-0.30288488,41.5,13.1,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,3,0,2,2,0,0,Pressure,Leroy Sané,Germany,61.0,15.0,Ball Receipt*,Christian Dannemann Eriksen,Denmark,True,89.7,False,False,True
75089,3940983,2,61,16,00:16:16.903,Ball Receipt*,Christian Dannemann Eriksen,Denmark,Denmark,41.5,13.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,0,3,0,2,2,1,0,Pass,Pierre-Emile Højbjerg,Denmark,61.0,16.0,Carry,Christian Dannemann Eriksen,Denmark,True,78.5,False,False,False
75090,3940983,2,61,16,00:16:16.903,Carry,Christian Dannemann Eriksen,Denmark,Denmark,41.5,13.1,True,1.455887,Regular Play,,,,,,,,,,,,False,41.2,12.4,0.761577310586389,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,0,3,0,2,2,1,0,Ball Receipt*,Christian Dannemann Eriksen,Denmark,61.0,16.0,Pressure,Toni Kroos,Germany,False,78.5,False,False,False
75091,3940983,2,61,17,00:16:17.005,Pressure,Toni Kroos,Germany,Denmark,72.9,68.6,,0.933327,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,1,2,1,0,8,2,0,0,Carry,Christian Dannemann Eriksen,Denmark,61.0,16.0,Pass,Christian Dannemann Eriksen,Denmark,False,47.099999999999994,False,False,False
75092,3940983,2,61,18,00:16:18.359,Pass,Christian Dannemann Eriksen,Denmark,Denmark,41.2,12.4,,0.806802,Regular Play,Joakim Mæhle,10.632968,Ground Pass,,-2.1144416,35.7,3.3,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,0,3,0,2,2,1,0,Pressure,Toni Kroos,Germany,61.0,17.0,Ball Receipt*,Joakim Mæhle,Denmark,True,78.8,False,False,True
75093,3940983,2,61,19,00:16:19.166,Ball Receipt*,Joakim Mæhle,Denmark,Denmark,35.7,3.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,0,-1,0,3,0,2,2,0,0,Pass,Christian Dannemann Eriksen,Denmark,61.0,18.0,Carry,Joakim Mæhle,Denmark,True,84.3,False,False,False
75094,3940983,2,61,19,00:16:19.166,Carry,Joakim Mæhle,Denmark,Denmark,35.7,3.3,True,0.840855,Regular Play,,,,,,,,,,,,False,35.7,3.2,0.09999999999999964,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,0,-1,0,3,0,2,2,0,0,Ball Receipt*,Joakim Mæhle,Denmark,61.0,19.0,Pressure,Kai Havertz,Germany,False,84.3,False,False,False
75095,3940983,2,61,19,00:16:19.369,Pressure,Kai Havertz,Germany,Denmark,83.3,72.2,,0.613565,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,1,2,1,0,8,2,1,1,Carry,Joakim Mæhle,Denmark,61.0,19.0,Pass,Joakim Mæhle,Denmark,False,36.7,False,False,False
75096,3940983,2,61,20,00:16:20.007,Pass,Joakim Mæhle,Denmark,Denmark,35.7,3.2,,1.112948,Regular Play,Christian Dannemann Eriksen,13.251792,Low Pass,,1.4192945,37.7,16.3,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,0,-1,0,3,0,2,2,0,0,Pressure,Kai Havertz,Germany,61.0,19.0,Ball Receipt*,Christian Dannemann Eriksen,Denmark,True,84.3,False,False,True
75097,3940983,2,61,21,00:16:21.120,Ball Receipt*,Christian Dannemann Eriksen,Denmark,Denmark,37.7,16.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,0,3,0,2,2,1,0,Pass,Joakim Mæhle,Denmark,61.0,20.0,Carry,Christian Dannemann Eriksen,Denmark,True,82.3,False,False,False
75098,3940983,2,61,21,00:16:21.120,Carry,Christian Dannemann Eriksen,Denmark,Denmark,37.7,16.3,,1.256941,Regular Play,,,,,,,,,,,,False,41.2,19.0,4.420407221060068,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,0,3,0,2,2,1,0,Ball Receipt*,Christian Dannemann Eriksen,Denmark,61.0,21.0,Pass,Christian Dannemann Eriksen,Denmark,True,82.3,False,False,False
75099,3940983,2,61,22,00:16:22.377,Pass,Christian Dannemann Eriksen,Denmark,Denmark,41.2,19.0,,3.194412,Regular Play,Andreas Skov Olsen,42.586853,High Pass,Incomplete,0.8152896,70.4,50.0,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,0,3,0,2,2,1,0,Carry,Christian Dannemann Eriksen,Denmark,61.0,21.0,Ball Receipt*,Andreas Skov Olsen,Denmark,True,78.8,False,False,False
75100,3940983,2,61,25,00:16:25.571,Ball Receipt*,Andreas Skov Olsen,Denmark,Denmark,62.2,65.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,1,0,-1,0,3,0,2,2,0,0,Pass,Christian Dannemann Eriksen,Denmark,61.0,22.0,Pass,David Raum,Germany,False,57.8,False,False,False
75101,3940983,2,61,25,00:16:25.571,Pass,David Raum,Germany,Denmark,49.7,30.1,,0.968742,Regular Play,Jamal Musiala,16.807438,High Pass,,0.365038,65.4,36.1,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,1,2,1,0,8,2,0,0,Ball Receipt*,Andreas Skov Olsen,Denmark,61.0,25.0,Pressure,Joachim Andersen,Denmark,False,70.3,False,False,False
75102,3940983,2,61,26,00:16:26.316,Pressure,Joachim Andersen,Denmark,Denmark,49.1,44.8,,0.336557,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,0,3,0,2,2,0,0,Pass,David Raum,Germany,61.0,25.0,Ball Receipt*,Jamal Musiala,Germany,False,70.9,False,False,False
75103,3940983,2,61,26,00:16:26.540,Ball Receipt*,Jamal Musiala,Germany,Denmark,65.4,36.1,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,1,2,1,0,8,2,2,0,Pressure,Joachim Andersen,Denmark,61.0,26.0,Pass,Jamal Musiala,Germany,True,54.599999999999994,False,False,True
75104,3940983,2,61,26,00:16:26.644,Pass,Jamal Musiala,Germany,Denmark,66.4,36.5,True,0.62482,Regular Play,İlkay Gündoğan,7.18401,Low Pass,Incomplete,0.28212374,73.3,38.5,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,1,2,1,0,8,2,2,0,Ball Receipt*,Jamal Musiala,Germany,61.0,26.0,Ball Receipt*,İlkay Gündoğan,Germany,True,53.599999999999994,False,False,False
75105,3940983,2,61,27,00:16:27.268,Ball Receipt*,İlkay Gündoğan,Germany,Denmark,76.4,44.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,0,1,2,1,0,8,2,1,0,Pass,Jamal Musiala,Germany,61.0,26.0,Ball Recovery,Pierre-Emile Højbjerg,Denmark,False,43.599999999999994,False,False,False
75106,3940983,2,61,27,00:16:27.268,Ball Recovery,Pierre-Emile Højbjerg,Denmark,Denmark,46.8,41.6,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,3,0,2,2,0,0,Ball Receipt*,İlkay Gündoğan,Germany,61.0,27.0,Carry,Pierre-Emile Højbjerg,Denmark,True,73.2,False,False,False
75107,3940983,2,61,27,00:16:27.268,Carry,Pierre-Emile Højbjerg,Denmark,Denmark,46.8,41.6,,2.638268,Regular Play,,,,,,,,,,,,False,44.6,64.3,22.80635876241536,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,3,0,2,2,0,0,Ball Recovery,Pierre-Emile Højbjerg,Denmark,61.0,27.0,Pass,Pierre-Emile Højbjerg,Denmark,True,73.2,False,False,False
75108,3940983,2,61,29,00:16:29.907,Pass,Pierre-Emile Højbjerg,Denmark,Denmark,44.6,64.3,,0.271706,Regular Play,Alexander Hartmann Bah,2.5553865,Ground Pass,Incomplete,0.5337082,46.8,65.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,3,0,2,2,0,0,Carry,Pierre-Emile Højbjerg,Denmark,61.0,27.0,Ball Receipt*,Alexander Hartmann Bah,Denmark,True,75.4,False,False,False
75109,3940983,2,61,30,00:16:30.178,Ball Receipt*,Alexander Hartmann Bah,Denmark,Denmark,49.6,71.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,0,3,0,2,2,0,0,Pass,Pierre-Emile Højbjerg,Denmark,61.0,29.0,Interception,Jamal Musiala,Germany,False,70.4,False,False,False
75110,3940983,2,61,30,00:16:30.178,Interception,Jamal Musiala,Germany,Denmark,73.3,14.5,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,1,2,1,0,8,2,2,0,Ball Receipt*,Alexander Hartmann Bah,Denmark,61.0,30.0,Pass,Alexander Hartmann Bah,Denmark,False,46.7,False,False,False
75111,3940983,2,61,46,00:16:46.625,Pass,Alexander Hartmann Bah,Denmark,Denmark,50.9,80.0,,1.805695,From Throw In,Rasmus Winther Højlund,28.524376,High Pass,Incomplete,-0.32840234,77.9,70.8,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,0,3,0,2,2,0,0,Interception,Jamal Musiala,Germany,61.0,30.0,Ball Receipt*,Rasmus Winther Højlund,Denmark,True,69.1,False,False,False
75112,3940983,2,61,48,00:16:48.431,Ball Receipt*,Rasmus Winther Højlund,Denmark,Denmark,84.6,68.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,-1,0,3,0,2,2,0,0,Pass,Alexander Hartmann Bah,Denmark,61.0,46.0,Pass,Nico Schlotterbeck,Germany,False,35.400000000000006,False,False,False
75113,3940983,2,61,48,00:16:48.431,Pass,Nico Schlotterbeck,Germany,Germany,42.2,9.3,,0.717044,Regular Play,Toni Kroos,7.2945185,Low Pass,,0.5803982,48.3,13.3,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,1,2,1,0,8,2,0,0,Ball Receipt*,Rasmus Winther Højlund,Denmark,61.0,48.0,Ball Receipt*,Toni Kroos,Germany,True,77.8,False,False,False
75114,3940983,2,61,49,00:16:49.148,Ball Receipt*,Toni Kroos,Germany,Germany,48.3,13.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,1,2,1,0,8,2,0,0,Pass,Nico Schlotterbeck,Germany,61.0,48.0,Pass,Toni Kroos,Germany,True,71.7,False,False,False
75115,3940983,2,61,49,00:16:49.266,Pass,Toni Kroos,Germany,Germany,48.3,13.3,,1.004264,Regular Play,David Raum,10.660675,High Pass,,-1.865847,45.2,3.1,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,1,2,1,0,8,2,0,0,Ball Receipt*,Toni Kroos,Germany,61.0,49.0,Ball Receipt*,David Raum,Germany,True,71.7,False,False,False
75116,3940983,2,61,50,00:16:50.270,Ball Receipt*,David Raum,Germany,Germany,45.2,3.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,1,2,1,0,8,2,0,0,Pass,Toni Kroos,Germany,61.0,49.0,Carry,David Raum,Germany,True,74.8,False,False,False
75117,3940983,2,61,50,00:16:50.270,Carry,David Raum,Germany,Germany,45.2,3.1,,1.696263,Regular Play,,,,,,,,,,,,False,50.3,2.1,5.197114584074508,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,1,2,1,0,8,2,0,0,Ball Receipt*,David Raum,Germany,61.0,50.0,Pass,David Raum,Germany,True,74.8,False,False,False
75118,3940983,2,61,51,00:16:51.966,Pass,David Raum,Germany,Germany,50.3,2.1,,2.249164,Regular Play,Kai Havertz,48.830524,High Pass,Incomplete,0.8259556,83.4,38.0,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,1,2,1,0,8,2,0,0,Carry,David Raum,Germany,61.0,50.0,Ball Receipt*,Kai Havertz,Germany,True,69.7,False,False,False
75119,3940983,2,61,54,00:16:54.215,Ball Receipt*,Kai Havertz,Germany,Germany,81.0,28.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,1,2,1,0,8,2,1,1,Pass,David Raum,Germany,61.0,51.0,Pass,Andreas Christensen,Denmark,False,39.0,False,False,False
75120,3940983,2,61,54,00:16:54.215,Pass,Andreas Christensen,Denmark,Denmark,36.7,42.1,,2.182724,Regular Play,Jannik Vestergaard,22.679728,High Pass,,1.6546699,34.8,64.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,-1,0,3,0,2,2,0,0,Ball Receipt*,Kai Havertz,Germany,61.0,54.0,Ball Receipt*,Jannik Vestergaard,Denmark,True,83.3,False,False,False
75121,3940983,2,61,56,00:16:56.398,Ball Receipt*,Jannik Vestergaard,Denmark,Denmark,34.8,64.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,-1,0,3,0,2,2,0,0,Pass,Andreas Christensen,Denmark,61.0,54.0,Carry,Jannik Vestergaard,Denmark,True,85.2,False,False,False
75122,3940983,2,61,56,00:16:56.398,Carry,Jannik Vestergaard,Denmark,Denmark,34.8,64.7,,0.164543,Regular Play,,,,,,,,,,,,False,35.0,65.0,0.3605551275463981,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,-1,0,3,0,2,2,0,0,Ball Receipt*,Jannik Vestergaard,Denmark,61.0,56.0,Pass,Jannik Vestergaard,Denmark,True,85.2,False,False,False
75123,3940983,2,61,56,00:16:56.563,Pass,Jannik Vestergaard,Denmark,Denmark,35.0,65.0,,0.795894,Regular Play,Thomas Delaney,10.264989,Ground Pass,,-0.8336366,41.9,57.4,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,-1,0,3,0,2,2,0,0,Carry,Jannik Vestergaard,Denmark,61.0,56.0,Ball Receipt*,Thomas Delaney,Denmark,True,85.0,False,False,False
75124,3940983,2,61,57,00:16:57.359,Ball Receipt*,Thomas Delaney,Denmark,Denmark,41.9,57.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,3,0,2,2,0,0,Pass,Jannik Vestergaard,Denmark,61.0,56.0,Carry,Thomas Delaney,Denmark,True,78.1,False,False,False
75125,3940983,2,61,57,00:16:57.359,Carry,Thomas Delaney,Denmark,Denmark,41.9,57.4,,1.110635,Regular Play,,,,,,,,,,,,False,41.9,58.1,0.7000000000000028,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,3,0,2,2,0,0,Ball Receipt*,Thomas Delaney,Denmark,61.0,57.0,Pass,Thomas Delaney,Denmark,True,78.1,False,False,False
75126,3940983,2,61,58,00:16:58.469,Pass,Thomas Delaney,Denmark,Denmark,41.9,58.1,,0.937157,Regular Play,Alexander Hartmann Bah,21.058252,Ground Pass,,1.1964628,49.6,77.7,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,3,0,2,2,0,0,Carry,Thomas Delaney,Denmark,61.0,57.0,Ball Receipt*,Alexander Hartmann Bah,Denmark,True,78.1,False,False,False
75127,3940983,2,61,59,00:16:59.406,Ball Receipt*,Alexander Hartmann Bah,Denmark,Denmark,49.6,77.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,0,3,0,2,2,0,0,Pass,Thomas Delaney,Denmark,61.0,58.0,Carry,Alexander Hartmann Bah,Denmark,True,70.4,False,False,False
75128,3940983,2,61,59,00:16:59.406,Carry,Alexander Hartmann Bah,Denmark,Denmark,49.6,77.7,,1.210368,Regular Play,,,,,,,,,,,,False,55.1,77.0,5.5443665102516455,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,0,3,0,2,2,0,0,Ball Receipt*,Alexander Hartmann Bah,Denmark,61.0,59.0,Pass,Alexander Hartmann Bah,Denmark,True,70.4,False,False,False
75129,3940983,2,62,0,00:17:00.617,Pass,Alexander Hartmann Bah,Denmark,Denmark,55.1,77.0,,1.156095,Regular Play,Rasmus Winther Højlund,22.455511,Ground Pass,,-0.8452635,70.0,60.2,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,0,3,0,2,2,0,0,Carry,Alexander Hartmann Bah,Denmark,61.0,59.0,Pressure,Nico Schlotterbeck,Germany,False,64.9,False,False,False
75130,3940983,2,62,1,00:17:01.588,Pressure,Nico Schlotterbeck,Germany,Denmark,47.0,19.1,,1.029675,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,1,2,1,0,8,2,0,0,Pass,Alexander Hartmann Bah,Denmark,62.0,0.0,Ball Receipt*,Rasmus Winther Højlund,Denmark,False,73.0,False,False,False
75131,3940983,2,62,1,00:17:01.773,Ball Receipt*,Rasmus Winther Højlund,Denmark,Denmark,70.0,60.2,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,-1,0,3,0,2,2,0,0,Pressure,Nico Schlotterbeck,Germany,62.0,1.0,Carry,Rasmus Winther Højlund,Denmark,True,50.0,False,False,True
75132,3940983,2,62,1,00:17:01.773,Carry,Rasmus Winther Højlund,Denmark,Denmark,70.0,60.2,True,1.12671,Regular Play,,,,,,,,,,,,False,71.2,58.2,2.3323807579381217,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,-1,0,3,0,2,2,0,0,Ball Receipt*,Rasmus Winther Højlund,Denmark,62.0,1.0,Pressure,Toni Kroos,Germany,False,50.0,False,False,False
75133,3940983,2,62,2,00:17:02.025,Pressure,Toni Kroos,Germany,Denmark,53.9,19.5,,0.708455,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,1,2,1,0,8,2,0,0,Carry,Rasmus Winther Højlund,Denmark,62.0,1.0,Pass,Rasmus Winther Højlund,Denmark,False,66.1,False,False,False
75134,3940983,2,62,2,00:17:02.900,Pass,Rasmus Winther Højlund,Denmark,Denmark,71.2,58.2,,1.592578,Regular Play,Thomas Delaney,10.707474,Ground Pass,,0.964661,77.3,67.0,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,-1,0,3,0,2,2,0,0,Pressure,Toni Kroos,Germany,62.0,2.0,Ball Receipt*,Thomas Delaney,Denmark,True,48.8,False,False,True
75135,3940983,2,62,4,00:17:04.492,Ball Receipt*,Thomas Delaney,Denmark,Denmark,77.3,67.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,3,0,2,2,0,0,Pass,Rasmus Winther Højlund,Denmark,62.0,2.0,Carry,Thomas Delaney,Denmark,True,42.7,False,False,False
75136,3940983,2,62,4,00:17:04.492,Carry,Thomas Delaney,Denmark,Denmark,77.3,67.0,,0.08,Regular Play,,,,,,,,,,,,False,77.3,67.0,0.0,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,3,0,2,2,0,0,Ball Receipt*,Thomas Delaney,Denmark,62.0,4.0,Pass,Thomas Delaney,Denmark,True,42.7,False,False,False
75137,3940983,2,62,4,00:17:04.572,Pass,Thomas Delaney,Denmark,Denmark,77.3,67.0,,1.466767,Regular Play,Andreas Skov Olsen,24.644066,Ground Pass,,0.44912958,99.5,77.7,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,3,0,2,2,0,0,Carry,Thomas Delaney,Denmark,62.0,4.0,Ball Receipt*,Andreas Skov Olsen,Denmark,True,42.7,False,False,False
75138,3940983,2,62,6,00:17:06.039,Ball Receipt*,Andreas Skov Olsen,Denmark,Denmark,99.5,77.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,1,0,-1,0,3,0,2,2,0,0,Pass,Thomas Delaney,Denmark,62.0,4.0,Carry,Andreas Skov Olsen,Denmark,True,20.5,False,True,False
75139,3940983,2,62,6,00:17:06.039,Carry,Andreas Skov Olsen,Denmark,Denmark,99.5,77.7,True,2.112879,Regular Play,,,,,,,,,,,,False,107.4,66.4,13.787675656179326,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,1,0,-1,0,3,0,2,2,0,0,Ball Receipt*,Andreas Skov Olsen,Denmark,62.0,6.0,Dribbled Past,David Raum,Germany,False,20.5,False,True,False
75140,3940983,2,62,8,00:17:08.152,Dribbled Past,David Raum,Germany,Denmark,12.7,13.7,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,1,0,1,2,1,0,8,2,0,0,Carry,Andreas Skov Olsen,Denmark,62.0,6.0,Dribble,Andreas Skov Olsen,Denmark,False,107.3,False,False,False
75141,3940983,2,62,8,00:17:08.152,Dribble,Andreas Skov Olsen,Denmark,Denmark,107.4,66.4,True,0.0,Regular Play,,,,,,,,,,,,False,,,,Incomplete,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,1,0,-1,0,3,0,2,2,0,0,Dribbled Past,David Raum,Germany,62.0,8.0,Pressure,Andreas Skov Olsen,Denmark,True,12.599999999999994,False,True,False
75142,3940983,2,62,8,00:17:08.552,Pressure,Andreas Skov Olsen,Denmark,Denmark,110.2,64.7,,0.896524,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,1,0,-1,0,3,0,2,2,0,0,Dribble,Andreas Skov Olsen,Denmark,62.0,8.0,Clearance,Nico Schlotterbeck,Germany,False,9.799999999999997,False,True,False
75143,3940983,2,62,9,00:17:09.390,Clearance,Nico Schlotterbeck,Germany,Denmark,2.4,22.3,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,1,2,1,0,8,2,0,0,Pressure,Andreas Skov Olsen,Denmark,62.0,8.0,Pass,Alexander Hartmann Bah,Denmark,False,117.6,False,False,True
75144,3940983,2,62,18,00:17:18.472,Pass,Alexander Hartmann Bah,Denmark,Denmark,108.3,80.0,,0.85898,From Throw In,Joachim Andersen,8.819297,Low Pass,,-2.6322916,100.6,75.7,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,0,3,0,2,2,0,0,Clearance,Nico Schlotterbeck,Germany,62.0,9.0,Ball Receipt*,Joachim Andersen,Denmark,True,11.700000000000003,False,True,False
75145,3940983,2,62,19,00:17:19.331,Ball Receipt*,Joachim Andersen,Denmark,Denmark,100.6,75.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,0,3,0,2,2,0,0,Pass,Alexander Hartmann Bah,Denmark,62.0,18.0,Pressure,Jamal Musiala,Germany,False,19.400000000000006,False,True,False
75146,3940983,2,62,20,00:17:20.981,Pressure,Jamal Musiala,Germany,Denmark,18.8,4.2,,1.800381,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,1,2,1,0,8,2,2,0,Ball Receipt*,Joachim Andersen,Denmark,62.0,19.0,Pass,Joachim Andersen,Denmark,False,101.2,False,False,False
75147,3940983,2,62,22,00:17:22.862,Pass,Joachim Andersen,Denmark,Denmark,96.2,64.3,,0.849567,From Throw In,Christian Dannemann Eriksen,14.389232,Ground Pass,,-1.4593717,97.8,50.0,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,0,3,0,2,2,0,0,Pressure,Jamal Musiala,Germany,62.0,20.0,Pressure,Robert Andrich,Germany,False,23.799999999999997,False,True,False
75148,3940983,2,62,23,00:17:23.352,Pressure,Robert Andrich,Germany,Denmark,15.9,32.0,,1.716983,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,1,2,1,0,8,2,0,0,Pass,Joachim Andersen,Denmark,62.0,22.0,Ball Receipt*,Christian Dannemann Eriksen,Denmark,False,104.1,False,False,False
75149,3940983,2,62,23,00:17:23.712,Ball Receipt*,Christian Dannemann Eriksen,Denmark,Denmark,97.8,50.0,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,0,3,0,2,2,1,0,Pressure,Robert Andrich,Germany,62.0,23.0,Carry,Christian Dannemann Eriksen,Denmark,True,22.200000000000003,False,True,True
75150,3940983,2,62,23,00:17:23.712,Carry,Christian Dannemann Eriksen,Denmark,Denmark,97.8,50.0,True,1.268438,From Throw In,,,,,,,,,,,,False,97.6,52.3,2.3086792761230366,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,0,3,0,2,2,1,0,Ball Receipt*,Christian Dannemann Eriksen,Denmark,62.0,23.0,Miscontrol,Christian Dannemann Eriksen,Denmark,True,22.200000000000003,False,True,False
75151,3940983,2,62,24,00:17:24.981,Miscontrol,Christian Dannemann Eriksen,Denmark,Denmark,97.6,52.3,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,0,3,0,2,2,1,0,Carry,Christian Dannemann Eriksen,Denmark,62.0,23.0,Ball Recovery,Robert Andrich,Germany,False,22.400000000000006,False,True,False
