event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,England_score,Switzerland_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
28169,3942227,2,54,13,00:09:13.302,Ball Receipt*,Michel Aebischer,Switzerland,Switzerland,75.5,15.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,2,0,7,3,1,0,Pass,Remo Freuler,Switzerland,54.0,12.0,Carry,Michel Aebischer,Switzerland,True,44.5,False,False,False
28170,3942227,2,54,13,00:09:13.302,Carry,Michel Aebischer,Switzerland,Switzerland,75.5,15.8,,1.148757,Regular Play,,,,,,,,,,,,False,77.4,18.7,3.466987164671945,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,2,0,7,3,1,0,Ball Receipt*,Michel Aebischer,Switzerland,54.0,13.0,Pass,Michel Aebischer,Switzerland,True,44.5,False,False,False
28171,3942227,2,54,14,00:09:14.451,Pass,Michel Aebischer,Switzerland,Switzerland,77.4,18.7,,0.830521,Regular Play,Granit Xhaka,7.937884,Ground Pass,,1.2370942,80.0,26.2,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,2,0,7,3,1,0,Carry,Michel Aebischer,Switzerland,54.0,13.0,Ball Receipt*,Granit Xhaka,Switzerland,True,42.599999999999994,False,False,False
28172,3942227,2,54,15,00:09:15.282,Ball Receipt*,Granit Xhaka,Switzerland,Switzerland,80.0,26.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Pass,Michel Aebischer,Switzerland,54.0,14.0,Carry,Granit Xhaka,Switzerland,True,40.0,False,False,False
28173,3942227,2,54,15,00:09:15.282,Carry,Granit Xhaka,Switzerland,Switzerland,80.0,26.2,True,0.947902,Regular Play,,,,,,,,,,,,False,85.1,25.2,5.197114584074508,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Ball Receipt*,Granit Xhaka,Switzerland,54.0,15.0,Pressure,Phil Foden,England,False,40.0,False,False,False
28174,3942227,2,54,15,00:09:15.540,Pressure,Phil Foden,England,Switzerland,40.3,53.9,,0.312865,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,2,2,0,4,2,0,0,Carry,Granit Xhaka,Switzerland,54.0,15.0,Dispossessed,Granit Xhaka,Switzerland,False,79.7,False,False,False
28175,3942227,2,54,16,00:09:16.230,Dispossessed,Granit Xhaka,Switzerland,Switzerland,85.1,25.2,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Pressure,Phil Foden,England,54.0,15.0,Duel,Phil Foden,England,False,34.900000000000006,False,False,True
28176,3942227,2,54,16,00:09:16.230,Duel,Phil Foden,England,England,35.0,54.9,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,2,2,0,4,2,0,0,Dispossessed,Granit Xhaka,Switzerland,54.0,16.0,Carry,Phil Foden,England,True,85.0,False,False,False
28177,3942227,2,54,16,00:09:16.230,Carry,Phil Foden,England,England,35.0,54.9,,2.512256,Regular Play,,,,,,,,,,,,False,35.8,48.9,6.053098380168622,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,2,2,0,4,2,0,0,Duel,Phil Foden,England,54.0,16.0,Pass,Phil Foden,England,True,85.0,False,False,False
28178,3942227,2,54,18,00:09:18.742,Pass,Phil Foden,England,England,35.8,48.9,,0.981137,Regular Play,Declan Rice,7.7929454,Ground Pass,,-1.7253969,34.6,41.2,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,2,2,0,4,2,0,0,Carry,Phil Foden,England,54.0,16.0,Ball Receipt*,Declan Rice,England,True,84.2,False,False,False
28179,3942227,2,54,19,00:09:19.723,Ball Receipt*,Declan Rice,England,England,34.6,41.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,4,2,0,0,Pass,Phil Foden,England,54.0,18.0,Carry,Declan Rice,England,True,85.4,False,False,False
28180,3942227,2,54,19,00:09:19.723,Carry,Declan Rice,England,England,34.6,41.2,,1.292219,Regular Play,,,,,,,,,,,,False,36.5,41.2,1.8999999999999986,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,4,2,0,0,Ball Receipt*,Declan Rice,England,54.0,19.0,Pass,Declan Rice,England,True,85.4,False,False,False
28181,3942227,2,54,21,00:09:21.015,Pass,Declan Rice,England,England,36.5,41.2,,0.755876,Regular Play,Kobbie Mainoo,13.4,Ground Pass,,1.5707964,36.5,54.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,4,2,0,0,Carry,Declan Rice,England,54.0,19.0,Ball Receipt*,Kobbie Mainoo,England,True,83.5,False,False,False
28182,3942227,2,54,21,00:09:21.771,Ball Receipt*,Kobbie Mainoo,England,England,36.5,54.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,2,0,4,2,0,0,Pass,Declan Rice,England,54.0,21.0,Carry,Kobbie Mainoo,England,True,83.5,False,False,False
28183,3942227,2,54,21,00:09:21.771,Carry,Kobbie Mainoo,England,England,36.5,54.6,,2.738373,Regular Play,,,,,,,,,,,,False,37.4,70.5,15.925451327984396,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,2,0,4,2,0,0,Ball Receipt*,Kobbie Mainoo,England,54.0,21.0,Pass,Kobbie Mainoo,England,True,83.5,False,False,False
28184,3942227,2,54,24,00:09:24.509,Pass,Kobbie Mainoo,England,England,37.4,70.5,,0.741092,Regular Play,Bukayo Saka,19.78004,Low Pass,Incomplete,0.28177187,56.4,76.0,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,2,0,4,2,0,0,Carry,Kobbie Mainoo,England,54.0,21.0,Ball Receipt*,Bukayo Saka,England,True,82.6,False,False,False
28185,3942227,2,54,25,00:09:25.250,Ball Receipt*,Bukayo Saka,England,England,64.5,79.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,2,2,0,4,2,0,0,Pass,Kobbie Mainoo,England,54.0,24.0,Interception,Michel Aebischer,Switzerland,False,55.5,False,False,False
28186,3942227,2,54,25,00:09:25.250,Interception,Michel Aebischer,Switzerland,England,63.7,4.1,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,2,0,7,3,1,0,Ball Receipt*,Bukayo Saka,England,54.0,25.0,Pass,Kyle Walker,England,False,56.3,False,False,False
28187,3942227,2,55,20,00:10:20.066,Pass,Kyle Walker,England,England,55.0,80.0,,1.44833,From Throw In,Harry Kane,21.220745,High Pass,,-0.8120585,69.6,64.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,2,0,4,2,0,0,Interception,Michel Aebischer,Switzerland,54.0,25.0,Pressure,Manuel Obafemi Akanji,Switzerland,False,65.0,False,False,False
28188,3942227,2,55,21,00:10:21.386,Pressure,Manuel Obafemi Akanji,Switzerland,England,50.4,16.8,,0.475199,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,7,3,0,0,Pass,Kyle Walker,England,55.0,20.0,Ball Receipt*,Harry Kane,England,False,69.6,False,False,False
28189,3942227,2,55,21,00:10:21.515,Ball Receipt*,Harry Kane,England,England,69.6,64.6,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,2,0,4,2,2,0,Pressure,Manuel Obafemi Akanji,Switzerland,55.0,21.0,Carry,Harry Kane,England,True,50.400000000000006,False,False,True
28190,3942227,2,55,21,00:10:21.515,Carry,Harry Kane,England,England,69.6,64.6,True,0.848079,From Throw In,,,,,,,,,,,,False,70.2,53.0,11.615506876585277,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,2,0,4,2,2,0,Ball Receipt*,Harry Kane,England,55.0,21.0,Miscontrol,Harry Kane,England,True,50.400000000000006,False,False,False
28191,3942227,2,55,22,00:10:22.363,Miscontrol,Harry Kane,England,England,70.2,53.0,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,2,0,4,2,2,0,Carry,Harry Kane,England,55.0,21.0,Ball Recovery,Manuel Obafemi Akanji,Switzerland,False,49.8,False,False,False
28192,3942227,2,55,22,00:10:22.583,Ball Recovery,Manuel Obafemi Akanji,Switzerland,Switzerland,49.9,27.1,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,7,3,0,0,Miscontrol,Harry Kane,England,55.0,22.0,Carry,Manuel Obafemi Akanji,Switzerland,True,70.1,False,False,False
28193,3942227,2,55,22,00:10:22.583,Carry,Manuel Obafemi Akanji,Switzerland,Switzerland,49.9,27.1,True,1.682572,Regular Play,,,,,,,,,,,,False,46.9,28.1,3.1622776601683795,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,7,3,0,0,Ball Recovery,Manuel Obafemi Akanji,Switzerland,55.0,22.0,Pressure,Harry Kane,England,False,70.1,False,False,False
28194,3942227,2,55,22,00:10:22.841,Pressure,Harry Kane,England,Switzerland,69.7,52.0,,0.981829,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,2,0,4,2,2,0,Carry,Manuel Obafemi Akanji,Switzerland,55.0,22.0,Foul Committed,Harry Kane,England,True,50.3,False,False,False
28195,3942227,2,55,24,00:10:24.265,Foul Committed,Harry Kane,England,Switzerland,73.2,52.0,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,2,0,4,2,2,0,Pressure,Harry Kane,England,55.0,22.0,Foul Won,Manuel Obafemi Akanji,Switzerland,False,46.8,False,False,False
28196,3942227,2,55,24,00:10:24.265,Foul Won,Manuel Obafemi Akanji,Switzerland,Switzerland,46.9,28.1,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,7,3,0,0,Foul Committed,Harry Kane,England,55.0,24.0,Pass,Manuel Obafemi Akanji,Switzerland,True,73.1,False,False,False
28197,3942227,2,55,30,00:10:30.031,Pass,Manuel Obafemi Akanji,Switzerland,Switzerland,42.7,25.2,,0.711523,From Free Kick,,21.313845,Low Pass,Unknown,0.3247179,62.9,32.0,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,7,3,0,0,Foul Won,Manuel Obafemi Akanji,Switzerland,55.0,24.0,Referee Ball-Drop,,Switzerland,True,77.3,False,False,False
28198,3942227,2,55,45,00:10:45.527,Referee Ball-Drop,,Switzerland,Switzerland,57.6,31.8,,0.0,Other,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,2,0,7,3,0,0,Pass,Manuel Obafemi Akanji,Switzerland,55.0,30.0,Referee Ball-Drop,,England,False,62.4,False,False,False
28199,3942227,2,55,45,00:10:45.637,Referee Ball-Drop,,England,England,62.5,48.3,,0.0,Other,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,2,0,4,2,0,0,Referee Ball-Drop,,Switzerland,55.0,45.0,Ball Recovery,Remo Freuler,Switzerland,False,57.5,False,False,False
28200,3942227,2,55,46,00:10:46.396,Ball Recovery,Remo Freuler,Switzerland,Switzerland,57.6,32.7,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,2,0,7,3,1,0,Referee Ball-Drop,,England,55.0,45.0,Carry,Remo Freuler,Switzerland,True,62.4,False,False,False
28201,3942227,2,55,46,00:10:46.396,Carry,Remo Freuler,Switzerland,Switzerland,57.6,32.7,,2.073863,Regular Play,,,,,,,,,,,,False,57.6,32.1,0.6000000000000014,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,2,0,7,3,1,0,Ball Recovery,Remo Freuler,Switzerland,55.0,46.0,Pass,Remo Freuler,Switzerland,True,62.4,False,False,False
28202,3942227,2,55,48,00:10:48.469,Pass,Remo Freuler,Switzerland,Switzerland,57.6,32.1,,1.035085,Regular Play,Granit Xhaka,8.28734,Ground Pass,,1.9154437,54.8,39.9,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,2,0,7,3,1,0,Carry,Remo Freuler,Switzerland,55.0,46.0,Ball Receipt*,Granit Xhaka,Switzerland,True,62.4,False,False,False
28203,3942227,2,55,49,00:10:49.504,Ball Receipt*,Granit Xhaka,Switzerland,Switzerland,54.8,39.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Pass,Remo Freuler,Switzerland,55.0,48.0,Carry,Granit Xhaka,Switzerland,True,65.2,False,False,False
28204,3942227,2,55,49,00:10:49.504,Carry,Granit Xhaka,Switzerland,Switzerland,54.8,39.9,,0.943702,Regular Play,,,,,,,,,,,,False,55.2,41.8,1.9416487838947596,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Ball Receipt*,Granit Xhaka,Switzerland,55.0,49.0,Pass,Granit Xhaka,Switzerland,True,65.2,False,False,False
28205,3942227,2,55,50,00:10:50.448,Pass,Granit Xhaka,Switzerland,Switzerland,55.2,41.8,,2.344791,Regular Play,Fabian Lukas Schär,34.264996,Ground Pass,,1.0849591,71.2,72.1,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Carry,Granit Xhaka,Switzerland,55.0,49.0,Ball Receipt*,Fabian Lukas Schär,Switzerland,True,64.8,False,False,False
28206,3942227,2,55,52,00:10:52.793,Ball Receipt*,Fabian Lukas Schär,Switzerland,Switzerland,71.2,72.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,2,0,7,3,0,0,Pass,Granit Xhaka,Switzerland,55.0,50.0,Carry,Fabian Lukas Schär,Switzerland,True,48.8,False,False,False
28207,3942227,2,55,52,00:10:52.793,Carry,Fabian Lukas Schär,Switzerland,Switzerland,71.2,72.1,,0.15594201,Regular Play,,,,,,,,,,,,False,70.3,69.5,2.7513632984395175,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,2,0,7,3,0,0,Ball Receipt*,Fabian Lukas Schär,Switzerland,55.0,52.0,Pass,Fabian Lukas Schär,Switzerland,True,48.8,False,False,False
28208,3942227,2,55,52,00:10:52.949,Pass,Fabian Lukas Schär,Switzerland,Switzerland,70.3,69.5,,1.103117,Regular Play,Breel-Donald Embolo,30.36791,Ground Pass,,-1.0953672,84.2,42.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,2,0,7,3,0,0,Carry,Fabian Lukas Schär,Switzerland,55.0,52.0,Ball Receipt*,Breel-Donald Embolo,Switzerland,True,49.7,False,False,False
28209,3942227,2,55,54,00:10:54.052,Ball Receipt*,Breel-Donald Embolo,Switzerland,Switzerland,84.2,42.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,2,0,7,3,1,0,Pass,Fabian Lukas Schär,Switzerland,55.0,52.0,Carry,Breel-Donald Embolo,Switzerland,True,35.8,False,False,False
28210,3942227,2,55,54,00:10:54.052,Carry,Breel-Donald Embolo,Switzerland,Switzerland,84.2,42.5,True,1.275129,Regular Play,,,,,,,,,,,,False,84.6,44.5,2.0396078054371123,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,2,0,7,3,1,0,Ball Receipt*,Breel-Donald Embolo,Switzerland,55.0,54.0,Pressure,John Stones,England,False,35.8,False,False,False
28211,3942227,2,55,54,00:10:54.181,Pressure,John Stones,England,Switzerland,34.6,38.2,,1.09452,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,4,2,0,0,Carry,Breel-Donald Embolo,Switzerland,55.0,54.0,Pass,Breel-Donald Embolo,Switzerland,False,85.4,False,False,False
28212,3942227,2,55,55,00:10:55.327,Pass,Breel-Donald Embolo,Switzerland,Switzerland,84.6,44.5,,0.779198,Regular Play,Granit Xhaka,4.753946,Ground Pass,,-1.959115,82.8,40.1,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,2,0,7,3,1,0,Pressure,John Stones,England,55.0,54.0,Ball Receipt*,Granit Xhaka,Switzerland,True,35.400000000000006,False,False,True
28213,3942227,2,55,56,00:10:56.106,Ball Receipt*,Granit Xhaka,Switzerland,Switzerland,82.8,40.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Pass,Breel-Donald Embolo,Switzerland,55.0,55.0,Carry,Granit Xhaka,Switzerland,True,37.2,False,False,False
28214,3942227,2,55,56,00:10:56.106,Carry,Granit Xhaka,Switzerland,Switzerland,82.8,40.1,True,1.40677,Regular Play,,,,,,,,,,,,False,78.5,37.5,5.024937810560444,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Ball Receipt*,Granit Xhaka,Switzerland,55.0,56.0,Pressure,John Stones,England,False,37.2,False,False,False
28215,3942227,2,55,57,00:10:57.243,Pressure,John Stones,England,Switzerland,36.7,41.5,,0.447551,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,4,2,0,0,Carry,Granit Xhaka,Switzerland,55.0,56.0,Pass,Granit Xhaka,Switzerland,False,83.3,False,False,False
28216,3942227,2,55,57,00:10:57.513,Pass,Granit Xhaka,Switzerland,Switzerland,78.5,37.5,True,2.276815,Regular Play,Ricardo Iván Rodríguez Araya,29.307337,Ground Pass,,-1.350647,84.9,8.9,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Pressure,John Stones,England,55.0,57.0,Ball Receipt*,Ricardo Iván Rodríguez Araya,Switzerland,True,41.5,False,False,True
28217,3942227,2,55,59,00:10:59.790,Ball Receipt*,Ricardo Iván Rodríguez Araya,Switzerland,Switzerland,84.9,8.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,7,3,0,0,Pass,Granit Xhaka,Switzerland,55.0,57.0,Carry,Ricardo Iván Rodríguez Araya,Switzerland,True,35.099999999999994,False,False,False
28218,3942227,2,55,59,00:10:59.790,Carry,Ricardo Iván Rodríguez Araya,Switzerland,Switzerland,84.9,8.9,,2.347845,Regular Play,,,,,,,,,,,,False,97.7,11.6,13.081666560496025,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,7,3,0,0,Ball Receipt*,Ricardo Iván Rodríguez Araya,Switzerland,55.0,59.0,Pass,Ricardo Iván Rodríguez Araya,Switzerland,True,35.099999999999994,False,False,False
28219,3942227,2,56,2,00:11:02.138,Pass,Ricardo Iván Rodríguez Araya,Switzerland,Switzerland,97.7,11.6,,1.528691,Regular Play,Breel-Donald Embolo,35.554184,High Pass,,1.1134379,113.4,43.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,7,3,0,0,Carry,Ricardo Iván Rodríguez Araya,Switzerland,55.0,59.0,Ball Receipt*,Breel-Donald Embolo,Switzerland,True,22.299999999999997,False,True,False
28220,3942227,2,56,3,00:11:03.666,Ball Receipt*,Breel-Donald Embolo,Switzerland,Switzerland,113.4,43.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,2,0,7,3,1,0,Pass,Ricardo Iván Rodríguez Araya,Switzerland,56.0,2.0,Duel,Ezri Konsa Ngoyo,England,False,6.599999999999994,False,True,False
28221,3942227,2,56,3,00:11:03.714,Duel,Ezri Konsa Ngoyo,England,Switzerland,6.7,36.6,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,4,2,0,0,Ball Receipt*,Breel-Donald Embolo,Switzerland,56.0,3.0,Shot,Breel-Donald Embolo,Switzerland,False,113.3,False,False,False
28222,3942227,2,56,3,00:11:03.714,Shot,Breel-Donald Embolo,Switzerland,Switzerland,113.4,43.5,True,0.089863,Regular Play,,,,,,,,Blocked,0.113653235,Head,Normal,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,2,0,7,3,1,0,Duel,Ezri Konsa Ngoyo,England,56.0,3.0,Block,Ezri Konsa Ngoyo,England,False,6.599999999999994,False,True,False
28223,3942227,2,56,3,00:11:03.803,Block,Ezri Konsa Ngoyo,England,Switzerland,5.8,37.0,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,4,2,0,0,Shot,Breel-Donald Embolo,Switzerland,56.0,3.0,Block,Breel-Donald Embolo,Switzerland,False,114.2,False,False,False
28224,3942227,2,56,3,00:11:03.851,Block,Breel-Donald Embolo,Switzerland,Switzerland,109.7,45.0,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,2,0,7,3,1,0,Block,Ezri Konsa Ngoyo,England,56.0,3.0,Goal Keeper,Jordan Pickford,England,False,10.299999999999997,False,True,False
28225,3942227,2,56,3,00:11:03.875,Goal Keeper,Jordan Pickford,England,Switzerland,2.1,38.7,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,2,0,4,2,0,0,Block,Breel-Donald Embolo,Switzerland,56.0,3.0,Ball Recovery,Jordan Pickford,England,True,117.9,False,False,False
28226,3942227,2,56,4,00:11:04.830,Ball Recovery,Jordan Pickford,England,England,2.9,37.3,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,2,0,4,2,0,0,Goal Keeper,Jordan Pickford,England,56.0,3.0,Pass,Jordan Pickford,England,True,117.1,False,False,False
28227,3942227,2,56,22,00:11:22.626,Pass,Jordan Pickford,England,England,11.3,33.3,,2.550023,Regular Play,Kobbie Mainoo,22.400223,Ground Pass,,0.004464256,33.7,33.4,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,2,0,4,2,0,0,Ball Recovery,Jordan Pickford,England,56.0,4.0,Ball Receipt*,Kobbie Mainoo,England,True,108.7,False,False,False
28228,3942227,2,56,25,00:11:25.177,Ball Receipt*,Kobbie Mainoo,England,England,33.7,33.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,2,0,4,2,0,0,Pass,Jordan Pickford,England,56.0,22.0,Pressure,Remo Freuler,Switzerland,False,86.3,False,False,False
28229,3942227,2,56,27,00:11:27.474,Pressure,Remo Freuler,Switzerland,England,78.7,45.4,,0.49147,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,2,0,7,3,1,0,Ball Receipt*,Kobbie Mainoo,England,56.0,25.0,Pass,Kobbie Mainoo,England,False,41.3,False,False,False
28230,3942227,2,56,27,00:11:27.819,Pass,Kobbie Mainoo,England,England,40.7,36.3,True,0.599141,Regular Play,Phil Foden,7.7620873,Ground Pass,,1.3101939,42.7,43.8,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,2,0,4,2,0,0,Pressure,Remo Freuler,Switzerland,56.0,27.0,Ball Receipt*,Phil Foden,England,True,79.3,False,False,True
28231,3942227,2,56,28,00:11:28.418,Ball Receipt*,Phil Foden,England,England,42.7,43.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,2,2,0,4,2,0,0,Pass,Kobbie Mainoo,England,56.0,27.0,Carry,Phil Foden,England,True,77.3,False,False,False
28232,3942227,2,56,28,00:11:28.418,Carry,Phil Foden,England,England,42.7,43.8,,1.309353,Regular Play,,,,,,,,,,,,False,44.2,48.0,4.4598206241955545,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,2,2,0,4,2,0,0,Ball Receipt*,Phil Foden,England,56.0,28.0,Pass,Phil Foden,England,True,77.3,False,False,False
28233,3942227,2,56,29,00:11:29.727,Pass,Phil Foden,England,England,44.2,48.0,,1.949597,Regular Play,Kyle Walker,29.123873,Ground Pass,,1.1686096,55.6,74.8,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,2,2,0,4,2,0,0,Carry,Phil Foden,England,56.0,28.0,Ball Receipt*,Kyle Walker,England,True,75.8,False,False,False
28234,3942227,2,56,31,00:11:31.677,Ball Receipt*,Kyle Walker,England,England,55.6,74.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,2,0,4,2,0,0,Pass,Phil Foden,England,56.0,29.0,Carry,Kyle Walker,England,True,64.4,False,False,False
28235,3942227,2,56,31,00:11:31.677,Carry,Kyle Walker,England,England,55.6,74.8,,2.16511,Regular Play,,,,,,,,,,,,False,61.8,76.9,6.545991139621255,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,2,0,4,2,0,0,Ball Receipt*,Kyle Walker,England,56.0,31.0,Pass,Kyle Walker,England,True,64.4,False,False,False
28236,3942227,2,56,33,00:11:33.842,Pass,Kyle Walker,England,England,61.8,76.9,,1.114035,Regular Play,Phil Foden,17.116367,Ground Pass,,-1.8611339,56.9,60.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,2,0,4,2,0,0,Carry,Kyle Walker,England,56.0,31.0,Ball Receipt*,Phil Foden,England,True,58.2,False,False,False
28237,3942227,2,56,34,00:11:34.956,Ball Receipt*,Phil Foden,England,England,56.9,60.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,2,2,0,4,2,0,0,Pass,Kyle Walker,England,56.0,33.0,Carry,Phil Foden,England,True,63.1,False,False,False
