event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,England_score,Switzerland_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
26871,3942227,1,24,31,00:24:31.993,Pressure,John Stones,England,Switzerland,32.6,57.3,,0.312734,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,4,2,0,0,Carry,Breel-Donald Embolo,Switzerland,24.0,31.0,Pass,Breel-Donald Embolo,Switzerland,False,87.4,False,False,False
26872,3942227,1,24,32,00:24:32.264,Pass,Breel-Donald Embolo,Switzerland,Switzerland,86.1,21.0,True,1.385529,Regular Play,Ruben Vargas,15.700318,Ground Pass,,-1.0872084,93.4,7.1,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,2,0,7,3,1,0,Pressure,John Stones,England,24.0,31.0,Ball Receipt*,Ruben Vargas,Switzerland,True,33.900000000000006,False,False,True
26873,3942227,1,24,33,00:24:33.650,Ball Receipt*,Ruben Vargas,Switzerland,Switzerland,93.4,7.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,2,0,7,3,1,0,Pass,Breel-Donald Embolo,Switzerland,24.0,32.0,Carry,Ruben Vargas,Switzerland,True,26.599999999999994,False,False,False
26874,3942227,1,24,33,00:24:33.650,Carry,Ruben Vargas,Switzerland,Switzerland,93.4,7.1,,0.551932,Regular Play,,,,,,,,,,,,False,93.4,7.1,0.0,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,2,0,7,3,1,0,Ball Receipt*,Ruben Vargas,Switzerland,24.0,33.0,Pass,Ruben Vargas,Switzerland,True,26.599999999999994,False,False,False
26875,3942227,1,24,34,00:24:34.202,Pass,Ruben Vargas,Switzerland,Switzerland,93.4,7.1,,1.681945,Regular Play,Michel Aebischer,26.181864,Ground Pass,Incomplete,0.98385304,107.9,28.9,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,2,0,7,3,1,0,Carry,Ruben Vargas,Switzerland,24.0,33.0,Ball Receipt*,Michel Aebischer,Switzerland,True,26.599999999999994,False,False,False
26876,3942227,1,24,35,00:24:35.884,Ball Receipt*,Michel Aebischer,Switzerland,Switzerland,105.1,30.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,2,0,7,3,1,0,Pass,Ruben Vargas,Switzerland,24.0,34.0,Pass,John Stones,England,False,14.900000000000006,False,True,False
26877,3942227,1,24,35,00:24:35.884,Pass,John Stones,England,Switzerland,12.2,51.2,,1.110688,Regular Play,Jordan Pickford,11.135978,Ground Pass,,-2.685977,2.2,46.3,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,4,2,0,0,Ball Receipt*,Michel Aebischer,Switzerland,24.0,35.0,Ball Receipt*,Jordan Pickford,England,True,107.8,False,False,False
26878,3942227,1,24,36,00:24:36.994,Ball Receipt*,Jordan Pickford,England,Switzerland,2.2,46.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,2,0,4,2,0,0,Pass,John Stones,England,24.0,35.0,Pass,Jordan Pickford,England,True,117.8,False,False,False
26879,3942227,1,24,36,00:24:36.994,Pass,Jordan Pickford,England,Switzerland,2.2,46.3,,4.107347,Regular Play,,63.752018,High Pass,Incomplete,0.06907233,65.8,50.7,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,2,0,4,2,0,0,Ball Receipt*,Jordan Pickford,England,24.0,36.0,Ball Recovery,Manuel Obafemi Akanji,Switzerland,False,117.8,False,False,False
26880,3942227,1,24,41,00:24:41.102,Ball Recovery,Manuel Obafemi Akanji,Switzerland,Switzerland,54.3,29.4,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,7,3,0,0,Pass,Jordan Pickford,England,24.0,36.0,Carry,Manuel Obafemi Akanji,Switzerland,True,65.7,False,False,False
26881,3942227,1,24,41,00:24:41.102,Carry,Manuel Obafemi Akanji,Switzerland,Switzerland,54.3,29.4,,2.426615,Regular Play,,,,,,,,,,,,False,56.1,21.0,8.59069263796581,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,7,3,0,0,Ball Recovery,Manuel Obafemi Akanji,Switzerland,24.0,41.0,Pass,Manuel Obafemi Akanji,Switzerland,True,65.7,False,False,False
26882,3942227,1,24,43,00:24:43.528,Pass,Manuel Obafemi Akanji,Switzerland,Switzerland,56.1,21.0,,1.617608,Regular Play,Ruben Vargas,24.882322,Ground Pass,,-0.7142932,74.9,4.7,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,7,3,0,0,Carry,Manuel Obafemi Akanji,Switzerland,24.0,41.0,Ball Receipt*,Ruben Vargas,Switzerland,True,63.9,False,False,False
26883,3942227,1,24,45,00:24:45.146,Ball Receipt*,Ruben Vargas,Switzerland,Switzerland,74.9,4.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,2,0,7,3,1,0,Pass,Manuel Obafemi Akanji,Switzerland,24.0,43.0,Carry,Ruben Vargas,Switzerland,True,45.099999999999994,False,False,False
26884,3942227,1,24,45,00:24:45.146,Carry,Ruben Vargas,Switzerland,Switzerland,74.9,4.7,,2.906204,Regular Play,,,,,,,,,,,,False,77.1,12.8,8.393449827097317,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,2,0,7,3,1,0,Ball Receipt*,Ruben Vargas,Switzerland,24.0,45.0,Pass,Ruben Vargas,Switzerland,True,45.099999999999994,False,False,False
26885,3942227,1,24,48,00:24:48.052,Pass,Ruben Vargas,Switzerland,Switzerland,77.1,12.8,,0.833832,Regular Play,Granit Xhaka,7.798718,Ground Pass,,2.428794,71.2,17.9,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,2,0,7,3,1,0,Carry,Ruben Vargas,Switzerland,24.0,45.0,Ball Receipt*,Granit Xhaka,Switzerland,True,42.900000000000006,False,False,False
26886,3942227,1,24,48,00:24:48.886,Ball Receipt*,Granit Xhaka,Switzerland,Switzerland,71.2,17.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Pass,Ruben Vargas,Switzerland,24.0,48.0,Carry,Granit Xhaka,Switzerland,True,48.8,False,False,False
26887,3942227,1,24,48,00:24:48.886,Carry,Granit Xhaka,Switzerland,Switzerland,71.2,17.9,,2.628748,Regular Play,,,,,,,,,,,,False,71.2,17.9,0.0,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Ball Receipt*,Granit Xhaka,Switzerland,24.0,48.0,Pass,Granit Xhaka,Switzerland,True,48.8,False,False,False
26888,3942227,1,24,51,00:24:51.515,Pass,Granit Xhaka,Switzerland,Switzerland,71.2,17.9,,0.919697,Regular Play,Michel Aebischer,13.781872,Ground Pass,,0.109054655,84.9,19.4,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Carry,Granit Xhaka,Switzerland,24.0,48.0,Ball Receipt*,Michel Aebischer,Switzerland,True,48.8,False,False,False
26889,3942227,1,24,52,00:24:52.434,Ball Receipt*,Michel Aebischer,Switzerland,Switzerland,84.9,19.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,2,0,7,3,1,0,Pass,Granit Xhaka,Switzerland,24.0,51.0,Carry,Michel Aebischer,Switzerland,True,35.099999999999994,False,False,False
26890,3942227,1,24,52,00:24:52.434,Carry,Michel Aebischer,Switzerland,Switzerland,84.9,19.4,,0.118259,Regular Play,,,,,,,,,,,,False,84.9,19.4,0.0,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,2,0,7,3,1,0,Ball Receipt*,Michel Aebischer,Switzerland,24.0,52.0,Pass,Michel Aebischer,Switzerland,True,35.099999999999994,False,False,False
26891,3942227,1,24,52,00:24:52.553,Pass,Michel Aebischer,Switzerland,Switzerland,84.9,19.4,,0.981228,Regular Play,Ricardo Iván Rodríguez Araya,15.105297,Ground Pass,,-1.5443125,85.3,4.3,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,2,2,0,7,3,1,0,Carry,Michel Aebischer,Switzerland,24.0,52.0,Ball Receipt*,Ricardo Iván Rodríguez Araya,Switzerland,True,35.099999999999994,False,False,False
26892,3942227,1,24,53,00:24:53.534,Ball Receipt*,Ricardo Iván Rodríguez Araya,Switzerland,Switzerland,85.3,4.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,7,3,0,0,Pass,Michel Aebischer,Switzerland,24.0,52.0,Carry,Ricardo Iván Rodríguez Araya,Switzerland,True,34.7,False,False,False
26893,3942227,1,24,53,00:24:53.534,Carry,Ricardo Iván Rodríguez Araya,Switzerland,Switzerland,85.3,4.3,True,2.079789,Regular Play,,,,,,,,,,,,False,82.8,4.3,2.5,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,7,3,0,0,Ball Receipt*,Ricardo Iván Rodríguez Araya,Switzerland,24.0,53.0,Pressure,Bukayo Saka,England,False,34.7,False,False,False
26894,3942227,1,24,55,00:24:55.430,Pressure,Bukayo Saka,England,Switzerland,33.0,75.2,,0.327687,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,2,2,0,4,2,0,0,Carry,Ricardo Iván Rodríguez Araya,Switzerland,24.0,53.0,Pass,Ricardo Iván Rodríguez Araya,Switzerland,False,87.0,False,False,False
26895,3942227,1,24,55,00:24:55.614,Pass,Ricardo Iván Rodríguez Araya,Switzerland,Switzerland,82.8,4.3,True,1.108416,Regular Play,Granit Xhaka,9.360556,Ground Pass,,2.4318075,75.7,10.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,7,3,0,0,Pressure,Bukayo Saka,England,24.0,55.0,Ball Receipt*,Granit Xhaka,Switzerland,True,37.2,False,False,True
26896,3942227,1,24,56,00:24:56.722,Ball Receipt*,Granit Xhaka,Switzerland,Switzerland,75.7,10.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Pass,Ricardo Iván Rodríguez Araya,Switzerland,24.0,55.0,Carry,Granit Xhaka,Switzerland,True,44.3,False,False,False
26897,3942227,1,24,56,00:24:56.722,Carry,Granit Xhaka,Switzerland,Switzerland,75.7,10.4,,2.162571,Regular Play,,,,,,,,,,,,False,75.7,10.4,0.0,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Ball Receipt*,Granit Xhaka,Switzerland,24.0,56.0,Pass,Granit Xhaka,Switzerland,True,44.3,False,False,False
26898,3942227,1,24,58,00:24:58.885,Pass,Granit Xhaka,Switzerland,Switzerland,75.7,10.4,,1.449201,Regular Play,Manuel Obafemi Akanji,23.101948,Ground Pass,,2.2272837,61.6,28.7,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Carry,Granit Xhaka,Switzerland,24.0,56.0,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,True,44.3,False,False,False
26899,3942227,1,25,0,00:25:00.334,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,Switzerland,61.6,28.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,7,3,0,0,Pass,Granit Xhaka,Switzerland,24.0,58.0,Carry,Manuel Obafemi Akanji,Switzerland,True,58.4,False,False,False
26900,3942227,1,25,0,00:25:00.334,Carry,Manuel Obafemi Akanji,Switzerland,Switzerland,61.6,28.7,,2.063126,Regular Play,,,,,,,,,,,,False,61.6,28.7,0.0,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,7,3,0,0,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,25.0,0.0,Pass,Manuel Obafemi Akanji,Switzerland,True,58.4,False,False,False
26901,3942227,1,25,2,00:25:02.397,Pass,Manuel Obafemi Akanji,Switzerland,Switzerland,61.6,28.7,,1.481429,Regular Play,Ricardo Iván Rodríguez Araya,25.444841,Ground Pass,,-1.2092658,70.6,4.9,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,7,3,0,0,Carry,Manuel Obafemi Akanji,Switzerland,25.0,0.0,Ball Receipt*,Ricardo Iván Rodríguez Araya,Switzerland,True,58.4,False,False,False
26902,3942227,1,25,3,00:25:03.878,Ball Receipt*,Ricardo Iván Rodríguez Araya,Switzerland,Switzerland,70.6,4.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,7,3,0,0,Pass,Manuel Obafemi Akanji,Switzerland,25.0,2.0,Carry,Ricardo Iván Rodríguez Araya,Switzerland,True,49.400000000000006,False,False,False
26903,3942227,1,25,3,00:25:03.878,Carry,Ricardo Iván Rodríguez Araya,Switzerland,Switzerland,70.6,4.9,,2.404343,Regular Play,,,,,,,,,,,,False,73.1,11.8,7.338937252763509,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,7,3,0,0,Ball Receipt*,Ricardo Iván Rodríguez Araya,Switzerland,25.0,3.0,Pass,Ricardo Iván Rodríguez Araya,Switzerland,True,49.400000000000006,False,False,False
26904,3942227,1,25,6,00:25:06.283,Pass,Ricardo Iván Rodríguez Araya,Switzerland,Switzerland,73.1,11.8,,0.929259,Regular Play,Granit Xhaka,11.00727,Ground Pass,,1.1396576,77.7,21.8,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,7,3,0,0,Carry,Ricardo Iván Rodríguez Araya,Switzerland,25.0,3.0,Ball Receipt*,Granit Xhaka,Switzerland,True,46.900000000000006,False,False,False
26905,3942227,1,25,7,00:25:07.212,Ball Receipt*,Granit Xhaka,Switzerland,Switzerland,77.7,21.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Pass,Ricardo Iván Rodríguez Araya,Switzerland,25.0,6.0,Carry,Granit Xhaka,Switzerland,True,42.3,False,False,False
26906,3942227,1,25,7,00:25:07.212,Carry,Granit Xhaka,Switzerland,Switzerland,77.7,21.8,,0.632364,Regular Play,,,,,,,,,,,,False,77.7,21.8,0.0,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Ball Receipt*,Granit Xhaka,Switzerland,25.0,7.0,Pass,Granit Xhaka,Switzerland,True,42.3,False,False,False
26907,3942227,1,25,7,00:25:07.844,Pass,Granit Xhaka,Switzerland,Switzerland,77.7,21.8,,0.617094,Regular Play,Ruben Vargas,8.032434,Ground Pass,,-0.3296244,85.3,19.2,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Carry,Granit Xhaka,Switzerland,25.0,7.0,Ball Receipt*,Ruben Vargas,Switzerland,True,42.3,False,False,False
26908,3942227,1,25,8,00:25:08.461,Ball Receipt*,Ruben Vargas,Switzerland,Switzerland,85.3,19.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,2,0,7,3,1,0,Pass,Granit Xhaka,Switzerland,25.0,7.0,Carry,Ruben Vargas,Switzerland,True,34.7,False,False,False
26909,3942227,1,25,8,00:25:08.461,Carry,Ruben Vargas,Switzerland,Switzerland,85.3,19.2,,0.852029,Regular Play,,,,,,,,,,,,False,92.0,21.4,7.051950084905595,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,2,0,7,3,1,0,Ball Receipt*,Ruben Vargas,Switzerland,25.0,8.0,Miscontrol,Ruben Vargas,Switzerland,True,34.7,False,False,False
26910,3942227,1,25,9,00:25:09.313,Miscontrol,Ruben Vargas,Switzerland,Switzerland,92.0,21.4,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,2,0,7,3,1,0,Carry,Ruben Vargas,Switzerland,25.0,8.0,Pressure,Kyle Walker,England,False,28.0,False,False,False
26911,3942227,1,25,9,00:25:09.914,Pressure,Kyle Walker,England,Switzerland,27.6,56.2,,0.192496,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,2,0,4,2,0,0,Miscontrol,Ruben Vargas,Switzerland,25.0,9.0,Pressure,Ruben Vargas,Switzerland,False,92.4,False,False,False
26912,3942227,1,25,9,00:25:09.983,Pressure,Ruben Vargas,Switzerland,Switzerland,92.0,22.4,True,0.229825,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,2,0,7,3,1,0,Pressure,Kyle Walker,England,25.0,9.0,Pass,Kyle Walker,England,False,28.0,False,False,True
26913,3942227,1,25,10,00:25:10.305,Pass,Kyle Walker,England,Switzerland,24.9,56.0,,0.207162,Regular Play,,3.5341194,Ground Pass,Incomplete,0.43833655,28.1,57.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,2,0,4,2,0,0,Pressure,Ruben Vargas,Switzerland,25.0,9.0,Block,Ruben Vargas,Switzerland,False,95.1,False,False,True
26914,3942227,1,25,10,00:25:10.512,Block,Ruben Vargas,Switzerland,Switzerland,92.0,22.6,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,2,0,7,3,1,0,Pass,Kyle Walker,England,25.0,10.0,Ball Recovery,Declan Rice,England,False,28.0,False,False,False
26915,3942227,1,25,10,00:25:10.839,Ball Recovery,Declan Rice,England,Switzerland,24.7,48.5,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,4,2,0,0,Block,Ruben Vargas,Switzerland,25.0,10.0,Ball Recovery,Kobbie Mainoo,England,True,95.3,False,False,False
26916,3942227,1,25,12,00:25:12.350,Ball Recovery,Kobbie Mainoo,England,England,29.1,49.9,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,2,0,4,2,0,0,Ball Recovery,Declan Rice,England,25.0,10.0,Carry,Kobbie Mainoo,England,True,90.9,False,False,False
26917,3942227,1,25,12,00:25:12.350,Carry,Kobbie Mainoo,England,England,29.1,49.9,True,1.046582,Regular Play,,,,,,,,,,,,False,30.2,45.8,4.244997055358225,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,2,0,4,2,0,0,Ball Recovery,Kobbie Mainoo,England,25.0,12.0,Pressure,Granit Xhaka,Switzerland,False,90.9,False,False,False
26918,3942227,1,25,12,00:25:12.376,Pressure,Granit Xhaka,Switzerland,England,89.0,29.0,,0.747637,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Carry,Kobbie Mainoo,England,25.0,12.0,Foul Committed,Granit Xhaka,Switzerland,True,31.0,False,False,False
26919,3942227,1,25,13,00:25:13.397,Foul Committed,Granit Xhaka,Switzerland,England,89.9,34.3,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,2,0,7,3,0,0,Pressure,Granit Xhaka,Switzerland,25.0,12.0,Foul Won,Kobbie Mainoo,England,False,30.099999999999994,False,False,True
26920,3942227,1,25,13,00:25:13.397,Foul Won,Kobbie Mainoo,England,England,30.2,45.8,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,2,0,4,2,0,0,Foul Committed,Granit Xhaka,Switzerland,25.0,13.0,Pass,Kobbie Mainoo,England,True,89.8,False,False,False
26921,3942227,1,25,39,00:25:39.573,Pass,Kobbie Mainoo,England,England,30.0,45.2,,1.425596,From Free Kick,Jordan Pickford,29.388603,Ground Pass,,-2.0557497,16.3,19.2,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,2,0,4,2,0,0,Foul Won,Kobbie Mainoo,England,25.0,13.0,Ball Receipt*,Jordan Pickford,England,True,90.0,False,False,False
26922,3942227,1,25,40,00:25:40.999,Ball Receipt*,Jordan Pickford,England,England,16.3,19.2,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,2,0,4,2,0,0,Pass,Kobbie Mainoo,England,25.0,39.0,Pass,Jordan Pickford,England,True,103.7,False,False,False
26923,3942227,1,25,40,00:25:40.999,Pass,Jordan Pickford,England,England,16.3,19.2,,1.524846,From Free Kick,Ezri Konsa Ngoyo,29.022232,Ground Pass,,-0.6559057,39.3,1.5,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,2,0,4,2,0,0,Ball Receipt*,Jordan Pickford,England,25.0,40.0,Ball Receipt*,Ezri Konsa Ngoyo,England,True,103.7,False,False,False
26924,3942227,1,25,42,00:25:42.524,Ball Receipt*,Ezri Konsa Ngoyo,England,England,39.3,1.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,4,2,0,0,Pass,Jordan Pickford,England,25.0,40.0,Carry,Ezri Konsa Ngoyo,England,True,80.7,False,False,False
26925,3942227,1,25,42,00:25:42.524,Carry,Ezri Konsa Ngoyo,England,England,39.3,1.5,,1.887551,From Free Kick,,,,,,,,,,,,False,35.3,0.8,4.060788100849391,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,4,2,0,0,Ball Receipt*,Ezri Konsa Ngoyo,England,25.0,42.0,Pass,Ezri Konsa Ngoyo,England,True,80.7,False,False,False
26926,3942227,1,25,44,00:25:44.411,Pass,Ezri Konsa Ngoyo,England,England,35.3,0.8,,2.416536,From Free Kick,Jordan Pickford,31.923973,Ground Pass,,2.5614092,8.6,18.3,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,4,2,0,0,Carry,Ezri Konsa Ngoyo,England,25.0,42.0,Ball Receipt*,Jordan Pickford,England,True,84.7,False,False,False
26927,3942227,1,25,46,00:25:46.828,Ball Receipt*,Jordan Pickford,England,England,8.6,18.3,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,2,0,4,2,0,0,Pass,Ezri Konsa Ngoyo,England,25.0,44.0,Carry,Jordan Pickford,England,True,111.4,False,False,False
26928,3942227,1,25,46,00:25:46.828,Carry,Jordan Pickford,England,England,8.6,18.3,,0.89173,From Free Kick,,,,,,,,,,,,False,8.6,18.3,0.0,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,2,0,4,2,0,0,Ball Receipt*,Jordan Pickford,England,25.0,46.0,Pass,Jordan Pickford,England,True,111.4,False,False,False
26929,3942227,1,25,47,00:25:47.720,Pass,Jordan Pickford,England,England,8.6,18.3,,1.816446,From Free Kick,John Stones,30.404112,Ground Pass,,1.5872422,8.1,48.7,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,2,0,4,2,0,0,Carry,Jordan Pickford,England,25.0,46.0,Ball Receipt*,John Stones,England,True,111.4,False,False,False
26930,3942227,1,25,49,00:25:49.536,Ball Receipt*,John Stones,England,England,8.1,48.7,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,4,2,0,0,Pass,Jordan Pickford,England,25.0,47.0,Carry,John Stones,England,True,111.9,False,False,False
26931,3942227,1,25,49,00:25:49.536,Carry,John Stones,England,England,8.1,48.7,True,2.493098,From Free Kick,,,,,,,,,,,,False,8.3,36.1,12.601587201618694,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,4,2,0,0,Ball Receipt*,John Stones,England,25.0,49.0,Pressure,Ruben Vargas,Switzerland,False,111.9,False,False,False
26932,3942227,1,25,50,00:25:50.940,Pressure,Ruben Vargas,Switzerland,England,111.1,38.5,,1.251271,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,2,0,7,3,1,0,Carry,John Stones,England,25.0,49.0,Pass,John Stones,England,False,8.900000000000006,False,True,False
26933,3942227,1,25,52,00:25:52.029,Pass,John Stones,England,England,8.3,36.1,True,2.602831,From Free Kick,Jude Bellingham,43.401035,High Pass,,-0.63658875,43.2,10.3,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,2,0,4,2,0,0,Pressure,Ruben Vargas,Switzerland,25.0,50.0,Pressure,Fabian Lukas Schär,Switzerland,False,111.7,False,False,False
26934,3942227,1,25,54,00:25:54.404,Pressure,Fabian Lukas Schär,Switzerland,England,75.1,69.5,,0.521871,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,2,0,7,3,0,0,Pass,John Stones,England,25.0,52.0,Ball Receipt*,Jude Bellingham,England,False,44.900000000000006,False,False,False
26935,3942227,1,25,54,00:25:54.632,Ball Receipt*,Jude Bellingham,England,England,43.2,10.3,True,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,2,0,4,2,2,0,Pressure,Fabian Lukas Schär,Switzerland,25.0,54.0,Carry,Jude Bellingham,England,True,76.8,False,False,True
26936,3942227,1,25,54,00:25:54.632,Carry,Jude Bellingham,England,England,43.2,10.3,True,0.958333,From Free Kick,,,,,,,,,,,,False,38.8,6.7,5.685068161420762,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,2,2,0,4,2,2,0,Ball Receipt*,Jude Bellingham,England,25.0,54.0,Pass,Jude Bellingham,England,True,76.8,False,False,False
