event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Belgium_score,Romania_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
152639,3930175,1,0,0,00:00:00.000,Starting XI,,Belgium,Belgium,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,0,1,0,0,,,,,,Starting XI,,Romania,False,,False,,False
152640,3930175,1,0,0,00:00:00.000,Starting XI,,Romania,Belgium,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,3,0,0,0,Starting XI,,Belgium,0.0,0.0,Half Start,,Belgium,False,,False,,False
152641,3930175,1,0,0,00:00:00.000,Half Start,,Belgium,Belgium,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,0,1,0,0,Starting XI,,Romania,0.0,0.0,Half Start,,Romania,False,,False,,False
152642,3930175,1,0,0,00:00:00.000,Half Start,,Romania,Belgium,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,3,0,0,0,Half Start,,Belgium,0.0,0.0,Pass,Youri Tielemans,Belgium,False,,False,,False
152643,3930175,1,0,0,00:00:00.792,Pass,Youri Tielemans,Belgium,Belgium,60.0,40.0,,0.684875,From Kick Off,Kevin De Bruyne,2.1633308,Ground Pass,,-0.98279375,61.2,38.2,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Half Start,,Romania,0.0,0.0,Ball Receipt*,Kevin De Bruyne,Belgium,True,60.0,False,False,False
152644,3930175,1,0,1,00:00:01.477,Ball Receipt*,Kevin De Bruyne,Belgium,Belgium,61.2,38.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pass,Youri Tielemans,Belgium,0.0,0.0,Carry,Kevin De Bruyne,Belgium,True,58.8,False,False,False
152645,3930175,1,0,1,00:00:01.477,Carry,Kevin De Bruyne,Belgium,Belgium,61.2,38.2,,0.569812,From Kick Off,,,,,,,,,,,,False,61.1,39.0,0.8062257748298522,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Kevin De Bruyne,Belgium,0.0,1.0,Pass,Kevin De Bruyne,Belgium,True,58.8,False,False,False
152646,3930175,1,0,2,00:00:02.047,Pass,Kevin De Bruyne,Belgium,Belgium,61.1,39.0,,1.933045,From Kick Off,Wout Faes,25.515682,Ground Pass,,1.9607638,51.4,62.6,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Carry,Kevin De Bruyne,Belgium,0.0,1.0,Ball Receipt*,Wout Faes,Belgium,True,58.9,False,False,False
152647,3930175,1,0,3,00:00:03.980,Ball Receipt*,Wout Faes,Belgium,Belgium,51.4,62.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,1,0,0,Pass,Kevin De Bruyne,Belgium,0.0,2.0,Carry,Wout Faes,Belgium,True,68.6,False,False,False
152648,3930175,1,0,3,00:00:03.980,Carry,Wout Faes,Belgium,Belgium,51.4,62.6,True,1.640678,From Kick Off,,,,,,,,,,,,False,51.1,63.2,0.6708203932499369,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Wout Faes,Belgium,0.0,3.0,Pressure,Denis Mihai Drăguş,Romania,False,68.6,False,False,False
152649,3930175,1,0,5,00:00:05.451,Pressure,Denis Mihai Drăguş,Romania,Belgium,70.4,23.4,,0.329458,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,3,0,1,0,Carry,Wout Faes,Belgium,0.0,3.0,Pass,Wout Faes,Belgium,False,49.599999999999994,False,False,False
152650,3930175,1,0,5,00:00:05.621,Pass,Wout Faes,Belgium,Belgium,51.1,63.2,True,0.762879,From Kick Off,Youri Tielemans,9.956907,Ground Pass,,-0.98557925,56.6,54.9,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,1,0,0,Pressure,Denis Mihai Drăguş,Romania,0.0,5.0,Ball Receipt*,Youri Tielemans,Belgium,True,68.9,False,False,True
152651,3930175,1,0,6,00:00:06.384,Ball Receipt*,Youri Tielemans,Belgium,Belgium,56.6,54.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pass,Wout Faes,Belgium,0.0,5.0,Pass,Youri Tielemans,Belgium,True,63.4,False,False,False
152652,3930175,1,0,6,00:00:06.384,Pass,Youri Tielemans,Belgium,Belgium,56.6,54.9,,1.115186,From Kick Off,Dodi Lukebakio,25.99423,Low Pass,,1.0778972,68.9,77.8,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Youri Tielemans,Belgium,0.0,6.0,Ball Receipt*,Dodi Lukebakio,Belgium,True,63.4,False,False,False
152653,3930175,1,0,7,00:00:07.499,Ball Receipt*,Dodi Lukebakio,Belgium,Belgium,68.9,77.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,0,1,0,0,Pass,Youri Tielemans,Belgium,0.0,6.0,Carry,Dodi Lukebakio,Belgium,True,51.099999999999994,False,False,False
152654,3930175,1,0,7,00:00:07.499,Carry,Dodi Lukebakio,Belgium,Belgium,68.9,77.8,True,1.572503,From Kick Off,,,,,,,,,,,,False,71.6,73.9,4.743416490252556,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Dodi Lukebakio,Belgium,0.0,7.0,Pressure,Valentin Mihai Mihăilă,Romania,False,51.099999999999994,False,False,False
152655,3930175,1,0,8,00:00:08.482,Pressure,Valentin Mihai Mihăilă,Romania,Belgium,50.0,9.7,,0.57882,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,0,0,1,0,0,3,0,0,0,Carry,Dodi Lukebakio,Belgium,0.0,7.0,Dribbled Past,Valentin Mihai Mihăilă,Romania,True,70.0,False,False,False
152656,3930175,1,0,9,00:00:09.071,Dribbled Past,Valentin Mihai Mihăilă,Romania,Belgium,48.5,6.2,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,0,0,1,0,0,3,0,0,0,Pressure,Valentin Mihai Mihăilă,Romania,0.0,8.0,Dribble,Dodi Lukebakio,Belgium,False,71.5,False,False,True
152657,3930175,1,0,9,00:00:09.071,Dribble,Dodi Lukebakio,Belgium,Belgium,71.6,73.9,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,Complete,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,0,1,0,0,Dribbled Past,Valentin Mihai Mihăilă,Romania,0.0,9.0,Carry,Dodi Lukebakio,Belgium,True,48.400000000000006,False,False,False
152658,3930175,1,0,9,00:00:09.071,Carry,Dodi Lukebakio,Belgium,Belgium,71.6,73.9,True,1.384198,From Kick Off,,,,,,,,,,,,False,67.5,72.3,4.401136216933075,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,0,1,0,0,Dribble,Dodi Lukebakio,Belgium,0.0,9.0,Pressure,Nicolae Claudiu Stanciu,Romania,False,48.400000000000006,False,False,False
152659,3930175,1,0,9,00:00:09.661,Pressure,Nicolae Claudiu Stanciu,Romania,Belgium,50.8,10.9,,3.818345,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,3,0,1,0,Carry,Dodi Lukebakio,Belgium,0.0,9.0,Foul Committed,Nicolae Claudiu Stanciu,Romania,True,69.2,False,False,False
152660,3930175,1,0,10,00:00:10.455,Foul Committed,Nicolae Claudiu Stanciu,Romania,Belgium,52.6,7.8,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,3,0,1,0,Pressure,Nicolae Claudiu Stanciu,Romania,0.0,9.0,Foul Won,Dodi Lukebakio,Belgium,False,67.4,False,False,True
152661,3930175,1,0,10,00:00:10.455,Foul Won,Dodi Lukebakio,Belgium,Belgium,67.5,72.3,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,0,1,0,0,Foul Committed,Nicolae Claudiu Stanciu,Romania,0.0,10.0,Pass,Timothy Castagne,Belgium,True,52.5,False,False,False
152662,3930175,1,0,22,00:00:22.919,Pass,Timothy Castagne,Belgium,Belgium,66.1,76.4,,0.993567,From Free Kick,Wout Faes,16.918924,Ground Pass,,-2.8291876,50.0,71.2,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,1,0,1,0,0,Foul Won,Dodi Lukebakio,Belgium,0.0,10.0,Ball Receipt*,Wout Faes,Belgium,True,53.900000000000006,False,False,False
152663,3930175,1,0,23,00:00:23.912,Ball Receipt*,Wout Faes,Belgium,Belgium,50.0,71.2,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,1,0,0,Pass,Timothy Castagne,Belgium,0.0,22.0,Carry,Wout Faes,Belgium,True,70.0,False,False,False
152664,3930175,1,0,23,00:00:23.912,Carry,Wout Faes,Belgium,Belgium,50.0,71.2,,1.837753,From Free Kick,,,,,,,,,,,,False,50.2,71.5,0.3605551275463981,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Wout Faes,Belgium,0.0,23.0,Pass,Wout Faes,Belgium,True,70.0,False,False,False
152665,3930175,1,0,25,00:00:25.750,Pass,Wout Faes,Belgium,Belgium,50.2,71.5,,0.869504,From Free Kick,Youri Tielemans,11.088733,Ground Pass,,-0.8876049,57.2,62.9,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,1,0,0,Carry,Wout Faes,Belgium,0.0,23.0,Pressure,Nicolae Claudiu Stanciu,Romania,False,69.8,False,False,False
152666,3930175,1,0,26,00:00:26.039,Pressure,Nicolae Claudiu Stanciu,Romania,Belgium,55.5,17.2,,0.438621,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,3,0,1,0,Pass,Wout Faes,Belgium,0.0,25.0,Ball Receipt*,Youri Tielemans,Belgium,False,64.5,False,False,False
152667,3930175,1,0,26,00:00:26.619,Ball Receipt*,Youri Tielemans,Belgium,Belgium,57.2,62.9,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pressure,Nicolae Claudiu Stanciu,Romania,0.0,26.0,Carry,Youri Tielemans,Belgium,True,62.8,False,False,True
152668,3930175,1,0,26,00:00:26.619,Carry,Youri Tielemans,Belgium,Belgium,57.2,62.9,,0.040000003,From Free Kick,,,,,,,,,,,,False,57.4,62.9,0.19999999999999574,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Youri Tielemans,Belgium,0.0,26.0,Pass,Youri Tielemans,Belgium,True,62.8,False,False,False
152669,3930175,1,0,26,00:00:26.659,Pass,Youri Tielemans,Belgium,Belgium,57.4,62.9,,1.984098,From Free Kick,Koen Casteels,35.363823,Ground Pass,,-2.5943837,27.2,44.5,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Carry,Youri Tielemans,Belgium,0.0,26.0,Ball Receipt*,Koen Casteels,Belgium,True,62.6,False,False,False
152670,3930175,1,0,28,00:00:28.643,Ball Receipt*,Koen Casteels,Belgium,Belgium,27.2,44.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,1,0,1,0,0,Pass,Youri Tielemans,Belgium,0.0,26.0,Carry,Koen Casteels,Belgium,True,92.8,False,False,False
152671,3930175,1,0,28,00:00:28.643,Carry,Koen Casteels,Belgium,Belgium,27.2,44.5,True,3.034325,From Free Kick,,,,,,,,,,,,False,27.9,33.7,10.822661410207747,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Koen Casteels,Belgium,0.0,28.0,Pressure,Denis Mihai Drăguş,Romania,False,92.8,False,False,False
152672,3930175,1,0,30,00:00:30.862,Pressure,Denis Mihai Drăguş,Romania,Belgium,87.3,37.8,,0.847439,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,3,0,1,0,Carry,Koen Casteels,Belgium,0.0,28.0,Pass,Koen Casteels,Belgium,False,32.7,False,False,False
152673,3930175,1,0,31,00:00:31.678,Pass,Koen Casteels,Belgium,Belgium,27.9,33.7,True,1.964335,From Free Kick,Jeremy Doku,52.32399,Low Pass,Incomplete,-0.4636476,74.7,10.3,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,1,0,1,0,0,Pressure,Denis Mihai Drăguş,Romania,0.0,30.0,Ball Receipt*,Jeremy Doku,Belgium,True,92.1,False,False,True
152674,3930175,1,0,33,00:00:33.642,Ball Receipt*,Jeremy Doku,Belgium,Belgium,77.5,2.3,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,1,0,1,0,0,Pass,Koen Casteels,Belgium,0.0,31.0,Pass,Andrei Florin Ratiu,Romania,False,42.5,False,False,False
152675,3930175,1,0,33,00:00:33.642,Pass,Andrei Florin Ratiu,Romania,Belgium,45.4,69.8,,1.222802,From Free Kick,Marius Mihai Marin,5.9464273,Low Pass,,-0.34302393,51.0,67.8,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,3,0,0,0,Ball Receipt*,Jeremy Doku,Belgium,0.0,33.0,Ball Receipt*,Marius Mihai Marin,Romania,True,74.6,False,False,False
152676,3930175,1,0,34,00:00:34.865,Ball Receipt*,Marius Mihai Marin,Romania,Belgium,51.0,67.8,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,3,0,0,0,Pass,Andrei Florin Ratiu,Romania,0.0,33.0,Pass,Marius Mihai Marin,Romania,True,69.0,False,False,False
152677,3930175,1,0,34,00:00:34.865,Pass,Marius Mihai Marin,Romania,Belgium,51.0,67.8,,1.589932,From Free Kick,Răzvan Gabriel Marin,7.4148498,Low Pass,Incomplete,-0.17623469,58.3,66.5,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,0,3,0,0,0,Ball Receipt*,Marius Mihai Marin,Romania,0.0,34.0,Ball Receipt*,Răzvan Gabriel Marin,Romania,True,69.0,False,False,False
152678,3930175,1,0,36,00:00:36.455,Ball Receipt*,Răzvan Gabriel Marin,Romania,Belgium,59.6,66.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,0,3,0,1,0,Pass,Marius Mihai Marin,Romania,0.0,34.0,Pass,Amadou Onana,Belgium,False,60.4,False,False,False
152679,3930175,1,0,36,00:00:36.455,Pass,Amadou Onana,Belgium,Belgium,61.8,13.6,,1.828553,From Free Kick,Kevin De Bruyne,11.763078,Low Pass,,0.44843966,72.4,18.7,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Răzvan Gabriel Marin,Romania,0.0,36.0,Ball Receipt*,Kevin De Bruyne,Belgium,True,58.2,False,False,False
152680,3930175,1,0,38,00:00:38.283,Ball Receipt*,Kevin De Bruyne,Belgium,Belgium,72.4,18.7,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pass,Amadou Onana,Belgium,0.0,36.0,Carry,Kevin De Bruyne,Belgium,True,47.599999999999994,False,False,False
152681,3930175,1,0,38,00:00:38.283,Carry,Kevin De Bruyne,Belgium,Belgium,72.4,18.7,True,2.541715,From Free Kick,,,,,,,,,,,,False,91.1,24.4,19.549424543960356,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Kevin De Bruyne,Belgium,0.0,38.0,Pressure,Nicolae Claudiu Stanciu,Romania,False,47.599999999999994,False,False,False
152682,3930175,1,0,39,00:00:39.538,Pressure,Nicolae Claudiu Stanciu,Romania,Belgium,38.3,55.0,,1.092619,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,3,0,1,0,Carry,Kevin De Bruyne,Belgium,0.0,38.0,Pressure,Răzvan Gabriel Marin,Romania,True,81.7,False,False,False
152683,3930175,1,0,40,00:00:40.194,Pressure,Răzvan Gabriel Marin,Romania,Belgium,33.9,57.5,,0.56694,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,0,3,0,1,0,Pressure,Nicolae Claudiu Stanciu,Romania,0.0,39.0,Pass,Kevin De Bruyne,Belgium,False,86.1,False,False,True
152684,3930175,1,0,40,00:00:40.825,Pass,Kevin De Bruyne,Belgium,Belgium,91.1,24.4,,0.461055,From Free Kick,Romelu Lukaku Menama,17.611927,Ground Pass,Incomplete,0.9875181,100.8,39.1,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pressure,Răzvan Gabriel Marin,Romania,0.0,40.0,Ball Receipt*,Romelu Lukaku Menama,Belgium,True,28.900000000000006,False,False,True
152685,3930175,1,0,41,00:00:41.286,Ball Receipt*,Romelu Lukaku Menama,Belgium,Belgium,104.3,42.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,0,1,0,0,Pass,Kevin De Bruyne,Belgium,0.0,40.0,Clearance,Andrei Burcă Andonie,Romania,False,15.700000000000003,False,True,False
152686,3930175,1,0,41,00:00:41.286,Clearance,Andrei Burcă Andonie,Romania,Belgium,19.3,41.0,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,3,0,0,0,Ball Receipt*,Romelu Lukaku Menama,Belgium,0.0,41.0,Block,Nicolae Claudiu Stanciu,Romania,True,100.7,False,False,False
152687,3930175,1,0,41,00:00:41.784,Block,Nicolae Claudiu Stanciu,Romania,Belgium,26.1,42.3,,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,3,0,1,0,Clearance,Andrei Burcă Andonie,Romania,0.0,41.0,Ball Recovery,Nicușor Silviu Bancu,Romania,True,93.9,False,False,False
152688,3930175,1,0,42,00:00:42.588,Ball Recovery,Nicușor Silviu Bancu,Romania,Romania,19.3,33.9,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,3,0,0,0,Block,Nicolae Claudiu Stanciu,Romania,0.0,41.0,Carry,Nicușor Silviu Bancu,Romania,True,100.7,False,False,False
152689,3930175,1,0,42,00:00:42.588,Carry,Nicușor Silviu Bancu,Romania,Romania,19.3,33.9,,1.247442,Regular Play,,,,,,,,,,,,False,25.6,35.9,6.609841147864297,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,3,0,0,0,Ball Recovery,Nicușor Silviu Bancu,Romania,0.0,42.0,Pass,Nicușor Silviu Bancu,Romania,True,100.7,False,False,False
152690,3930175,1,0,43,00:00:43.836,Pass,Nicușor Silviu Bancu,Romania,Romania,25.6,35.9,,1.571947,Regular Play,Dennis Man,34.31807,Ground Pass,,1.0758681,41.9,66.1,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,3,0,0,0,Carry,Nicușor Silviu Bancu,Romania,0.0,42.0,Ball Receipt*,Dennis Man,Romania,True,94.4,False,False,False
152691,3930175,1,0,45,00:00:45.408,Ball Receipt*,Dennis Man,Romania,Romania,41.9,66.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,1,0,0,3,0,0,0,Pass,Nicușor Silviu Bancu,Romania,0.0,43.0,Carry,Dennis Man,Romania,True,78.1,False,False,False
152692,3930175,1,0,45,00:00:45.408,Carry,Dennis Man,Romania,Romania,41.9,66.1,,0.489531,Regular Play,,,,,,,,,,,,False,41.9,66.1,0.0,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,1,0,0,3,0,0,0,Ball Receipt*,Dennis Man,Romania,0.0,45.0,Pass,Dennis Man,Romania,True,78.1,False,False,False
152693,3930175,1,0,45,00:00:45.897,Pass,Dennis Man,Romania,Romania,41.9,66.1,,1.102687,Regular Play,Andrei Florin Ratiu,14.741099,Ground Pass,,-2.8455875,27.8,61.8,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,1,0,0,3,0,0,0,Carry,Dennis Man,Romania,0.0,45.0,Pressure,Kevin De Bruyne,Belgium,False,78.1,False,False,False
152694,3930175,1,0,46,00:00:46.936,Pressure,Kevin De Bruyne,Belgium,Romania,91.9,22.2,,0.810665,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pass,Dennis Man,Romania,0.0,45.0,Ball Receipt*,Andrei Florin Ratiu,Romania,False,28.099999999999994,False,False,False
152695,3930175,1,0,47,00:00:47.000,Ball Receipt*,Andrei Florin Ratiu,Romania,Romania,27.8,61.8,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,3,0,0,0,Pressure,Kevin De Bruyne,Belgium,0.0,46.0,Carry,Andrei Florin Ratiu,Romania,True,92.2,False,False,True
152696,3930175,1,0,47,00:00:47.000,Carry,Andrei Florin Ratiu,Romania,Romania,27.8,61.8,True,1.870257,Regular Play,,,,,,,,,,,,False,34.5,58.5,7.4686009399351345,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,3,0,0,0,Ball Receipt*,Andrei Florin Ratiu,Romania,0.0,47.0,Pressure,Jeremy Doku,Belgium,False,92.2,False,False,False
152697,3930175,1,0,48,00:00:48.280,Pressure,Jeremy Doku,Belgium,Romania,85.6,18.7,,0.550257,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,1,0,1,0,0,Carry,Andrei Florin Ratiu,Romania,0.0,47.0,Dispossessed,Andrei Florin Ratiu,Romania,False,34.400000000000006,False,False,False
152698,3930175,1,0,48,00:00:48.870,Dispossessed,Andrei Florin Ratiu,Romania,Romania,34.5,58.5,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,3,0,0,0,Pressure,Jeremy Doku,Belgium,0.0,48.0,Duel,Jeremy Doku,Belgium,False,85.5,False,False,True
152699,3930175,1,0,48,00:00:48.870,Duel,Jeremy Doku,Belgium,Romania,85.6,21.6,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,1,0,1,0,0,Dispossessed,Andrei Florin Ratiu,Romania,0.0,48.0,Ball Recovery,Andrei Florin Ratiu,Romania,False,34.400000000000006,False,False,False
152700,3930175,1,0,51,00:00:51.500,Ball Recovery,Andrei Florin Ratiu,Romania,Romania,41.1,59.5,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,3,0,0,0,Duel,Jeremy Doku,Belgium,0.0,48.0,Carry,Andrei Florin Ratiu,Romania,True,78.9,False,False,False
152701,3930175,1,0,51,00:00:51.500,Carry,Andrei Florin Ratiu,Romania,Romania,41.1,59.5,,0.942434,Regular Play,,,,,,,,,,,,False,42.6,59.1,1.552417469626002,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,3,0,0,0,Ball Recovery,Andrei Florin Ratiu,Romania,0.0,51.0,Pass,Andrei Florin Ratiu,Romania,True,78.9,False,False,False
152702,3930175,1,0,52,00:00:52.442,Pass,Andrei Florin Ratiu,Romania,Romania,42.6,59.1,,1.482957,Regular Play,Nicolae Claudiu Stanciu,10.171038,Ground Pass,,-1.6890539,41.4,49.0,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,3,0,0,0,Carry,Andrei Florin Ratiu,Romania,0.0,51.0,Ball Receipt*,Nicolae Claudiu Stanciu,Romania,True,77.4,False,False,False
152703,3930175,1,0,53,00:00:53.925,Ball Receipt*,Nicolae Claudiu Stanciu,Romania,Romania,41.4,49.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,3,0,1,0,Pass,Andrei Florin Ratiu,Romania,0.0,52.0,Carry,Nicolae Claudiu Stanciu,Romania,True,78.6,False,False,False
152704,3930175,1,0,53,00:00:53.925,Carry,Nicolae Claudiu Stanciu,Romania,Romania,41.4,49.0,,0.797514,Regular Play,,,,,,,,,,,,False,41.4,46.6,2.3999999999999986,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,3,0,1,0,Ball Receipt*,Nicolae Claudiu Stanciu,Romania,0.0,53.0,Pass,Nicolae Claudiu Stanciu,Romania,True,78.6,False,False,False
152705,3930175,1,0,54,00:00:54.723,Pass,Nicolae Claudiu Stanciu,Romania,Romania,41.4,46.6,,1.829492,Regular Play,Andrei Burcă Andonie,22.649061,Ground Pass,,-1.9176812,33.7,25.3,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,0,3,0,1,0,Carry,Nicolae Claudiu Stanciu,Romania,0.0,53.0,Ball Receipt*,Andrei Burcă Andonie,Romania,True,78.6,False,False,False
