event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Georgia_score,Czech Republic_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
119062,3938642,2,51,52,00:06:52.542,Ball Receipt*,Guram Kashia,Georgia,Georgia,42.1,53.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,1,0,0,1,1,3,0,0,Pass,Anzor Mekvabishvili,Georgia,51.0,51.0,Carry,Guram Kashia,Georgia,True,77.9,False,False,False
119063,3938642,2,51,52,00:06:52.542,Carry,Guram Kashia,Georgia,Georgia,42.1,53.9,True,2.417441,Regular Play,,,,,,,,,,,,False,41.5,53.9,0.6000000000000014,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,1,0,0,1,1,3,0,0,Ball Receipt*,Guram Kashia,Georgia,51.0,52.0,Pressure,Adam Hložek,Czech Republic,False,77.9,False,False,False
119064,3938642,2,51,54,00:06:54.244,Pressure,Adam Hložek,Czech Republic,Georgia,74.7,27.4,,0.863061,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,0,0,1,1,2,0,0,Carry,Guram Kashia,Georgia,51.0,52.0,Pass,Guram Kashia,Georgia,False,45.3,False,False,False
119065,3938642,2,51,54,00:06:54.959,Pass,Guram Kashia,Georgia,Georgia,41.5,53.9,True,1.066106,Regular Play,Anzor Mekvabishvili,17.84657,Ground Pass,,1.1246908,49.2,70.0,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,1,0,0,1,1,3,0,0,Pressure,Adam Hložek,Czech Republic,51.0,54.0,Pressure,Lukáš Provod,Czech Republic,False,78.5,False,False,True
119066,3938642,2,51,55,00:06:55.854,Pressure,Lukáš Provod,Czech Republic,Georgia,69.4,12.9,,1.356897,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,0,1,1,2,1,0,Pass,Guram Kashia,Georgia,51.0,54.0,Ball Receipt*,Anzor Mekvabishvili,Georgia,False,50.599999999999994,False,False,False
119067,3938642,2,51,56,00:06:56.025,Ball Receipt*,Anzor Mekvabishvili,Georgia,Georgia,49.2,70.0,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,1,0,0,1,1,3,0,0,Pressure,Lukáš Provod,Czech Republic,51.0,55.0,Carry,Anzor Mekvabishvili,Georgia,True,70.8,False,False,True
119068,3938642,2,51,56,00:06:56.025,Carry,Anzor Mekvabishvili,Georgia,Georgia,49.2,70.0,True,1.131791,Regular Play,,,,,,,,,,,,False,44.1,72.4,5.636488268416785,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,1,0,0,1,1,3,0,0,Ball Receipt*,Anzor Mekvabishvili,Georgia,51.0,56.0,Pass,Anzor Mekvabishvili,Georgia,True,70.8,False,False,False
119069,3938642,2,51,57,00:06:57.157,Pass,Anzor Mekvabishvili,Georgia,Georgia,44.1,72.4,True,0.619531,Regular Play,Otar Kakabadze,6.661081,Ground Pass,,0.62548506,49.5,76.3,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,1,0,0,1,1,3,0,0,Carry,Anzor Mekvabishvili,Georgia,51.0,56.0,Ball Receipt*,Otar Kakabadze,Georgia,True,75.9,False,False,False
119070,3938642,2,51,57,00:06:57.777,Ball Receipt*,Otar Kakabadze,Georgia,Georgia,49.5,76.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,0,0,1,1,3,0,0,Pass,Anzor Mekvabishvili,Georgia,51.0,57.0,Carry,Otar Kakabadze,Georgia,True,70.5,False,False,False
119071,3938642,2,51,57,00:06:57.777,Carry,Otar Kakabadze,Georgia,Georgia,49.5,76.3,,0.040000003,Regular Play,,,,,,,,,,,,False,50.1,76.6,0.6708203932499369,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,0,0,1,1,3,0,0,Ball Receipt*,Otar Kakabadze,Georgia,51.0,57.0,Pass,Otar Kakabadze,Georgia,True,70.5,False,False,False
119072,3938642,2,51,57,00:06:57.817,Pass,Otar Kakabadze,Georgia,Georgia,50.1,76.6,,2.124959,Regular Play,,20.006248,Ground Pass,Incomplete,-1.5458015,50.6,56.6,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,0,0,1,1,3,0,0,Carry,Otar Kakabadze,Georgia,51.0,57.0,Pass,Tomáš Souček,Czech Republic,False,69.9,False,False,False
119073,3938642,2,51,59,00:06:59.942,Pass,Tomáš Souček,Czech Republic,Czech Republic,69.5,23.5,,1.017601,Regular Play,Adam Hložek,16.140942,Ground Pass,,-0.20590082,85.3,20.2,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,1,1,2,0,0,Pass,Otar Kakabadze,Georgia,51.0,57.0,Ball Receipt*,Adam Hložek,Czech Republic,True,50.5,False,False,False
119074,3938642,2,52,0,00:07:00.959,Ball Receipt*,Adam Hložek,Czech Republic,Czech Republic,85.3,20.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,0,0,1,1,2,0,0,Pass,Tomáš Souček,Czech Republic,51.0,59.0,Carry,Adam Hložek,Czech Republic,True,34.7,False,False,False
119075,3938642,2,52,0,00:07:00.959,Carry,Adam Hložek,Czech Republic,Czech Republic,85.3,20.2,,1.65093,Regular Play,,,,,,,,,,,,False,91.5,16.7,7.1196910045310275,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,0,0,1,1,2,0,0,Ball Receipt*,Adam Hložek,Czech Republic,52.0,0.0,Pass,Adam Hložek,Czech Republic,True,34.7,False,False,False
119076,3938642,2,52,2,00:07:02.610,Pass,Adam Hložek,Czech Republic,Czech Republic,91.5,16.7,,0.765619,Regular Play,Lukáš Provod,10.8074045,Ground Pass,,-1.6078165,91.1,5.9,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,0,-1,0,0,1,1,2,0,0,Carry,Adam Hložek,Czech Republic,52.0,0.0,Ball Receipt*,Lukáš Provod,Czech Republic,True,28.5,False,False,False
119077,3938642,2,52,3,00:07:03.376,Ball Receipt*,Lukáš Provod,Czech Republic,Czech Republic,91.1,5.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,0,1,1,2,1,0,Pass,Adam Hložek,Czech Republic,52.0,2.0,Carry,Lukáš Provod,Czech Republic,True,28.900000000000006,False,False,False
119078,3938642,2,52,3,00:07:03.376,Carry,Lukáš Provod,Czech Republic,Czech Republic,91.1,5.9,True,4.544197,Regular Play,,,,,,,,,,,,False,78.9,6.0,12.200409829181957,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,0,1,1,2,1,0,Ball Receipt*,Lukáš Provod,Czech Republic,52.0,3.0,Pressure,Otar Kakabadze,Georgia,False,28.900000000000006,False,False,False
119079,3938642,2,52,3,00:07:03.977,Pressure,Otar Kakabadze,Georgia,Czech Republic,25.9,69.9,,1.003978,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,0,0,1,1,3,0,0,Carry,Lukáš Provod,Czech Republic,52.0,3.0,Pressure,Zuriko Davitashvili,Georgia,True,94.1,False,False,False
119080,3938642,2,52,7,00:07:07.055,Pressure,Zuriko Davitashvili,Georgia,Czech Republic,32.2,73.8,,0.929859,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,0,1,0,0,1,1,3,0,0,Pressure,Otar Kakabadze,Georgia,52.0,3.0,Pass,Lukáš Provod,Czech Republic,False,87.8,False,False,False
119081,3938642,2,52,7,00:07:07.920,Pass,Lukáš Provod,Czech Republic,Czech Republic,78.9,6.0,True,0.746843,Regular Play,Tomáš Souček,12.4169235,Ground Pass,,1.038664,85.2,16.7,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,0,1,1,2,1,0,Pressure,Zuriko Davitashvili,Georgia,52.0,7.0,Ball Receipt*,Tomáš Souček,Czech Republic,True,41.099999999999994,False,False,True
119082,3938642,2,52,8,00:07:08.667,Ball Receipt*,Tomáš Souček,Czech Republic,Czech Republic,85.2,16.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,1,1,2,0,0,Pass,Lukáš Provod,Czech Republic,52.0,7.0,Carry,Tomáš Souček,Czech Republic,True,34.8,False,False,False
119083,3938642,2,52,8,00:07:08.667,Carry,Tomáš Souček,Czech Republic,Czech Republic,85.2,16.7,,0.743521,Regular Play,,,,,,,,,,,,False,85.3,16.7,0.09999999999999432,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,1,1,2,0,0,Ball Receipt*,Tomáš Souček,Czech Republic,52.0,8.0,Pass,Tomáš Souček,Czech Republic,True,34.8,False,False,False
119084,3938642,2,52,9,00:07:09.410,Pass,Tomáš Souček,Czech Republic,Czech Republic,85.3,16.7,,1.282987,Regular Play,David Jurásek,18.03136,Ground Pass,,-0.7893197,98.0,3.9,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,1,1,2,0,0,Carry,Tomáš Souček,Czech Republic,52.0,8.0,Ball Receipt*,David Jurásek,Czech Republic,True,34.7,False,False,False
119085,3938642,2,52,10,00:07:10.693,Ball Receipt*,David Jurásek,Czech Republic,Czech Republic,98.0,3.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,0,-1,0,0,1,1,2,0,0,Pass,Tomáš Souček,Czech Republic,52.0,9.0,Carry,David Jurásek,Czech Republic,True,22.0,False,True,False
119086,3938642,2,52,10,00:07:10.693,Carry,David Jurásek,Czech Republic,Czech Republic,98.0,3.9,,2.693287,Regular Play,,,,,,,,,,,,False,104.6,8.3,7.932212806020772,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,0,-1,0,0,1,1,2,0,0,Ball Receipt*,David Jurásek,Czech Republic,52.0,10.0,Dribble,David Jurásek,Czech Republic,True,22.0,False,True,False
119087,3938642,2,52,13,00:07:13.387,Dribble,David Jurásek,Czech Republic,Czech Republic,104.6,8.3,True,0.0,Regular Play,,,,,,,,,,,,False,,,,Incomplete,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,0,-1,0,0,1,1,2,0,0,Carry,David Jurásek,Czech Republic,52.0,10.0,Duel,Otar Kakabadze,Georgia,False,15.400000000000006,False,True,False
119088,3938642,2,52,13,00:07:13.387,Duel,Otar Kakabadze,Georgia,Georgia,15.5,71.8,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,0,0,1,1,3,0,0,Dribble,David Jurásek,Czech Republic,52.0,13.0,Carry,Otar Kakabadze,Georgia,True,104.5,False,False,False
119089,3938642,2,52,13,00:07:13.387,Carry,Otar Kakabadze,Georgia,Georgia,15.5,71.8,True,4.756726,Regular Play,,,,,,,,,,,,False,27.8,76.8,13.277424449041312,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,0,0,1,1,3,0,0,Duel,Otar Kakabadze,Georgia,52.0,13.0,Pressure,David Jurásek,Czech Republic,False,104.5,False,False,False
119090,3938642,2,52,14,00:07:14.158,Pressure,David Jurásek,Czech Republic,Georgia,102.8,10.8,,3.746891,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,0,-1,0,0,1,1,2,0,0,Carry,Otar Kakabadze,Georgia,52.0,13.0,Dribble,Otar Kakabadze,Georgia,False,17.200000000000003,False,True,False
119091,3938642,2,52,18,00:07:18.143,Dribble,Otar Kakabadze,Georgia,Georgia,27.8,76.8,True,1.255353,Regular Play,,,,,,,,,,,,False,,,,Incomplete,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,1,0,0,1,1,3,0,0,Pressure,David Jurásek,Czech Republic,52.0,14.0,Duel,David Jurásek,Czech Republic,False,92.2,False,False,False
119092,3938642,2,52,18,00:07:18.143,Duel,David Jurásek,Czech Republic,Georgia,92.3,3.3,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,0,-1,0,0,1,1,2,0,0,Dribble,Otar Kakabadze,Georgia,52.0,18.0,Pressure,Tomáš Souček,Czech Republic,True,27.700000000000003,False,False,False
119093,3938642,2,52,18,00:07:18.865,Pressure,Tomáš Souček,Czech Republic,Georgia,92.7,7.1,,0.533604,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,1,1,2,0,0,Duel,David Jurásek,Czech Republic,52.0,18.0,Ball Recovery,Zuriko Davitashvili,Georgia,False,27.299999999999997,False,False,False
119094,3938642,2,52,19,00:07:19.450,Ball Recovery,Zuriko Davitashvili,Georgia,Georgia,30.5,73.2,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,0,1,0,0,1,1,3,0,0,Pressure,Tomáš Souček,Czech Republic,52.0,18.0,Ball Recovery,Tomáš Souček,Czech Republic,False,89.5,False,False,True
119095,3938642,2,52,19,00:07:19.531,Ball Recovery,Tomáš Souček,Czech Republic,Georgia,89.3,6.6,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,1,1,2,0,0,Ball Recovery,Zuriko Davitashvili,Georgia,52.0,19.0,Ball Recovery,Georges Mikautadze,Georgia,False,30.700000000000003,False,False,False
119096,3938642,2,52,20,00:07:20.964,Ball Recovery,Georges Mikautadze,Georgia,Georgia,37.9,61.4,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,1,0,0,1,1,3,1,1,Ball Recovery,Tomáš Souček,Czech Republic,52.0,19.0,Carry,Georges Mikautadze,Georgia,True,82.1,False,False,False
119097,3938642,2,52,20,00:07:20.964,Carry,Georges Mikautadze,Georgia,Georgia,37.9,61.4,,0.684976,Regular Play,,,,,,,,,,,,False,38.5,60.2,1.3416407864998705,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,1,0,0,1,1,3,1,1,Ball Recovery,Georges Mikautadze,Georgia,52.0,20.0,Pass,Georges Mikautadze,Georgia,True,82.1,False,False,False
119098,3938642,2,52,21,00:07:21.649,Pass,Georges Mikautadze,Georgia,Georgia,38.5,60.2,,0.948799,Regular Play,Khvicha Kvaratskhelia,11.006362,Ground Pass,,-1.2662854,41.8,49.7,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,1,0,0,1,1,3,1,1,Carry,Georges Mikautadze,Georgia,52.0,20.0,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,True,81.5,False,False,False
119099,3938642,2,52,22,00:07:22.597,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,Georgia,41.8,49.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,1,0,0,1,1,3,0,0,Pass,Georges Mikautadze,Georgia,52.0,21.0,Carry,Khvicha Kvaratskhelia,Georgia,True,78.2,False,False,False
119100,3938642,2,52,22,00:07:22.597,Carry,Khvicha Kvaratskhelia,Georgia,Georgia,41.8,49.7,True,2.092022,Regular Play,,,,,,,,,,,,False,51.9,42.3,12.520782723136765,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,1,0,0,1,1,3,0,0,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,52.0,22.0,Pressure,Tomáš Holeš,Czech Republic,False,78.2,False,False,False
119101,3938642,2,52,23,00:07:23.320,Pressure,Tomáš Holeš,Czech Republic,Georgia,77.5,28.8,,1.026344,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,0,0,1,1,2,0,0,Carry,Khvicha Kvaratskhelia,Georgia,52.0,22.0,Foul Committed,Tomáš Holeš,Czech Republic,True,42.5,False,False,False
119102,3938642,2,52,24,00:07:24.689,Foul Committed,Tomáš Holeš,Czech Republic,Georgia,68.2,37.8,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}","{'card': {'id': 7, 'name': 'Yellow Card'}}",1,0,-1,0,0,1,1,2,0,0,Pressure,Tomáš Holeš,Czech Republic,52.0,23.0,Foul Won,Khvicha Kvaratskhelia,Georgia,False,51.8,False,False,True
119103,3938642,2,52,24,00:07:24.689,Foul Won,Khvicha Kvaratskhelia,Georgia,Georgia,51.9,42.3,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,1,0,0,1,1,3,0,0,Foul Committed,Tomáš Holeš,Czech Republic,52.0,24.0,Pass,Guram Kashia,Georgia,True,68.1,False,False,False
119104,3938642,2,53,9,00:08:09.049,Pass,Guram Kashia,Georgia,Georgia,54.5,39.6,,1.281689,From Free Kick,Lasha Dvali,21.8504,Ground Pass,,-1.9853032,45.7,19.6,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,1,0,0,1,1,3,0,0,Foul Won,Khvicha Kvaratskhelia,Georgia,52.0,24.0,Ball Receipt*,Lasha Dvali,Georgia,True,65.5,False,False,False
119105,3938642,2,53,10,00:08:10.331,Ball Receipt*,Lasha Dvali,Georgia,Georgia,45.7,19.6,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,1,0,0,1,1,3,0,0,Pass,Guram Kashia,Georgia,53.0,9.0,Carry,Lasha Dvali,Georgia,True,74.3,False,False,False
119106,3938642,2,53,10,00:08:10.331,Carry,Lasha Dvali,Georgia,Georgia,45.7,19.6,,2.185243,From Free Kick,,,,,,,,,,,,False,43.5,23.8,4.741307836451879,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,1,0,0,1,1,3,0,0,Ball Receipt*,Lasha Dvali,Georgia,53.0,10.0,Pass,Lasha Dvali,Georgia,True,74.3,False,False,False
119107,3938642,2,53,12,00:08:12.516,Pass,Lasha Dvali,Georgia,Georgia,43.5,23.8,,2.105544,From Free Kick,Giorgi Mamardashvili,31.435648,Ground Pass,,2.7291822,14.7,36.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,0,1,0,0,1,1,3,0,0,Carry,Lasha Dvali,Georgia,53.0,10.0,Ball Receipt*,Giorgi Mamardashvili,Georgia,True,76.5,False,False,False
119108,3938642,2,53,14,00:08:14.622,Ball Receipt*,Giorgi Mamardashvili,Georgia,Georgia,14.7,36.4,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,1,0,0,1,1,3,0,0,Pass,Lasha Dvali,Georgia,53.0,12.0,Carry,Giorgi Mamardashvili,Georgia,True,105.3,False,False,False
119109,3938642,2,53,14,00:08:14.622,Carry,Giorgi Mamardashvili,Georgia,Georgia,14.7,36.4,,1.655729,From Free Kick,,,,,,,,,,,,False,14.6,36.4,0.09999999999999964,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,1,0,0,1,1,3,0,0,Ball Receipt*,Giorgi Mamardashvili,Georgia,53.0,14.0,Pass,Giorgi Mamardashvili,Georgia,True,105.3,False,False,False
119110,3938642,2,53,16,00:08:16.278,Pass,Giorgi Mamardashvili,Georgia,Georgia,14.6,36.4,,3.219286,From Free Kick,,50.920036,High Pass,Incomplete,0.11217533,65.2,42.1,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,0,1,0,0,1,1,3,0,0,Carry,Giorgi Mamardashvili,Georgia,53.0,14.0,Pass,Lukáš Provod,Czech Republic,False,105.4,False,False,False
119111,3938642,2,53,19,00:08:19.497,Pass,Lukáš Provod,Czech Republic,Czech Republic,54.9,38.0,,1.027634,Regular Play,Tomáš Souček,9.986491,High Pass,,0.6074446,63.1,43.7,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,0,-1,0,0,1,1,2,1,0,Pass,Giorgi Mamardashvili,Georgia,53.0,16.0,Ball Receipt*,Tomáš Souček,Czech Republic,True,65.1,False,False,False
119112,3938642,2,53,20,00:08:20.525,Ball Receipt*,Tomáš Souček,Czech Republic,Czech Republic,63.1,43.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,1,1,2,0,0,Pass,Lukáš Provod,Czech Republic,53.0,19.0,Pass,Tomáš Souček,Czech Republic,True,56.9,False,False,False
119113,3938642,2,53,20,00:08:20.525,Pass,Tomáš Souček,Czech Republic,Czech Republic,64.1,43.1,,1.492046,Regular Play,Patrik Schick,13.724431,High Pass,Incomplete,-0.32635882,77.1,38.7,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,1,1,2,0,0,Ball Receipt*,Tomáš Souček,Czech Republic,53.0,20.0,Ball Receipt*,Patrik Schick,Czech Republic,True,55.900000000000006,False,False,False
119114,3938642,2,53,22,00:08:22.017,Ball Receipt*,Patrik Schick,Czech Republic,Czech Republic,84.6,37.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,0,-1,0,0,1,1,2,0,0,Pass,Tomáš Souček,Czech Republic,53.0,20.0,Pass,Guram Kashia,Georgia,False,35.400000000000006,False,False,False
119115,3938642,2,53,22,00:08:22.017,Pass,Guram Kashia,Georgia,Czech Republic,43.0,41.4,,1.565599,Regular Play,,32.24717,High Pass,Incomplete,-0.62241244,69.2,22.6,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,0,1,0,0,1,1,3,0,0,Ball Receipt*,Patrik Schick,Czech Republic,53.0,22.0,Pass,Tomáš Holeš,Czech Republic,False,77.0,False,False,False
119116,3938642,2,53,23,00:08:23.582,Pass,Tomáš Holeš,Czech Republic,Czech Republic,50.9,57.5,,0.855248,Regular Play,Vladimír Coufal,12.267437,Low Pass,,0.7103946,60.2,65.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,0,0,1,1,2,0,0,Pass,Guram Kashia,Georgia,53.0,22.0,Ball Receipt*,Vladimír Coufal,Czech Republic,True,69.1,False,False,False
119117,3938642,2,53,24,00:08:24.437,Ball Receipt*,Vladimír Coufal,Czech Republic,Czech Republic,60.2,65.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,0,0,1,1,2,0,0,Pass,Tomáš Holeš,Czech Republic,53.0,23.0,Carry,Vladimír Coufal,Czech Republic,True,59.8,False,False,False
119118,3938642,2,53,24,00:08:24.437,Carry,Vladimír Coufal,Czech Republic,Czech Republic,60.2,65.5,True,2.198366,Regular Play,,,,,,,,,,,,False,53.3,75.6,12.231925441237777,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,0,0,1,1,2,0,0,Ball Receipt*,Vladimír Coufal,Czech Republic,53.0,24.0,Pressure,Khvicha Kvaratskhelia,Georgia,False,59.8,False,False,False
119119,3938642,2,53,25,00:08:25.677,Pressure,Khvicha Kvaratskhelia,Georgia,Czech Republic,61.3,12.5,,0.908741,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,1,0,0,1,1,3,0,0,Carry,Vladimír Coufal,Czech Republic,53.0,24.0,Pass,Vladimír Coufal,Czech Republic,False,58.7,False,False,False
119120,3938642,2,53,26,00:08:26.636,Pass,Vladimír Coufal,Czech Republic,Czech Republic,53.3,75.6,,0.844636,Regular Play,Tomáš Holeš,10.767079,Ground Pass,,-3.0299098,42.6,74.4,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,0,-1,0,0,1,1,2,0,0,Pressure,Khvicha Kvaratskhelia,Georgia,53.0,25.0,Ball Receipt*,Tomáš Holeš,Czech Republic,True,66.7,False,False,True
119121,3938642,2,53,27,00:08:27.480,Ball Receipt*,Tomáš Holeš,Czech Republic,Czech Republic,42.6,74.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,0,0,1,1,2,0,0,Pass,Vladimír Coufal,Czech Republic,53.0,26.0,Carry,Tomáš Holeš,Czech Republic,True,77.4,False,False,False
119122,3938642,2,53,27,00:08:27.480,Carry,Tomáš Holeš,Czech Republic,Czech Republic,42.6,74.4,True,1.147391,Regular Play,,,,,,,,,,,,False,43.9,71.8,2.906888370749733,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,0,0,1,1,2,0,0,Ball Receipt*,Tomáš Holeš,Czech Republic,53.0,27.0,Pressure,Khvicha Kvaratskhelia,Georgia,False,77.4,False,False,False
119123,3938642,2,53,27,00:08:27.948,Pressure,Khvicha Kvaratskhelia,Georgia,Czech Republic,72.4,5.7,,0.568039,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,1,0,0,1,1,3,0,0,Carry,Tomáš Holeš,Czech Republic,53.0,27.0,Foul Committed,Khvicha Kvaratskhelia,Georgia,True,47.599999999999994,False,False,False
119124,3938642,2,53,28,00:08:28.628,Foul Committed,Khvicha Kvaratskhelia,Georgia,Czech Republic,76.2,8.3,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,0,1,0,0,1,1,3,0,0,Pressure,Khvicha Kvaratskhelia,Georgia,53.0,27.0,Foul Won,Tomáš Holeš,Czech Republic,False,43.8,False,False,True
119125,3938642,2,53,28,00:08:28.628,Foul Won,Tomáš Holeš,Czech Republic,Czech Republic,43.9,71.8,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,0,-1,0,0,1,1,2,0,0,Foul Committed,Khvicha Kvaratskhelia,Georgia,53.0,28.0,Pass,Tomáš Souček,Czech Republic,True,76.1,False,False,False
119126,3938642,2,53,32,00:08:32.759,Pass,Tomáš Souček,Czech Republic,Czech Republic,48.9,70.2,,0.593712,From Free Kick,Vladimír Coufal,11.244999,Ground Pass,,0.80426383,56.7,78.3,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,0,-1,0,0,1,1,2,0,0,Foul Won,Tomáš Holeš,Czech Republic,53.0,28.0,Ball Receipt*,Vladimír Coufal,Czech Republic,True,71.1,False,False,False
