event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Georgia_score,Czech Republic_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
117171,3938642,1,0,0,00:00:00.000,Starting XI,,Georgia,Georgia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,1,3,0,0,,,,,,Starting XI,,Czech Republic,False,,False,,False
117172,3938642,1,0,0,00:00:00.000,Starting XI,,Czech Republic,Georgia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,1,2,0,0,Starting XI,,Georgia,0.0,0.0,Half Start,,Georgia,False,,False,,False
117173,3938642,1,0,0,00:00:00.000,Half Start,,Georgia,Georgia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,1,3,0,0,Starting XI,,Czech Republic,0.0,0.0,Half Start,,Czech Republic,False,,False,,False
117174,3938642,1,0,0,00:00:00.000,Half Start,,Czech Republic,Georgia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,1,2,0,0,Half Start,,Georgia,0.0,0.0,Pass,Georges Mikautadze,Georgia,False,,False,,False
117175,3938642,1,0,0,00:00:00.820,Pass,Georges Mikautadze,Georgia,Georgia,61.0,40.1,,1.373719,From Kick Off,Giorgi Kochorashvili,8.786353,Ground Pass,,-2.9352686,52.4,38.3,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,3,1,0,Half Start,,Czech Republic,0.0,0.0,Ball Receipt*,Giorgi Kochorashvili,Georgia,True,59.0,False,False,False
117176,3938642,1,0,2,00:00:02.193,Ball Receipt*,Giorgi Kochorashvili,Georgia,Georgia,52.4,38.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,1,3,0,0,Pass,Georges Mikautadze,Georgia,0.0,0.0,Carry,Giorgi Kochorashvili,Georgia,True,67.6,False,False,False
117177,3938642,1,0,2,00:00:02.193,Carry,Giorgi Kochorashvili,Georgia,Georgia,52.4,38.3,,0.72558,From Kick Off,,,,,,,,,,,,False,51.1,44.9,6.726812023536856,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,1,3,0,0,Ball Receipt*,Giorgi Kochorashvili,Georgia,0.0,2.0,Pass,Giorgi Kochorashvili,Georgia,True,67.6,False,False,False
117178,3938642,1,0,2,00:00:02.919,Pass,Giorgi Kochorashvili,Georgia,Georgia,51.1,44.9,,0.97579,From Kick Off,Zuriko Davitashvili,15.980614,Ground Pass,,0.65226185,63.8,54.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,1,3,0,0,Carry,Giorgi Kochorashvili,Georgia,0.0,2.0,Ball Receipt*,Zuriko Davitashvili,Georgia,True,68.9,False,False,False
117179,3938642,1,0,3,00:00:03.895,Ball Receipt*,Zuriko Davitashvili,Georgia,Georgia,63.8,54.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,1,3,0,0,Pass,Giorgi Kochorashvili,Georgia,0.0,2.0,Carry,Zuriko Davitashvili,Georgia,True,56.2,False,False,False
117180,3938642,1,0,3,00:00:03.895,Carry,Zuriko Davitashvili,Georgia,Georgia,63.8,54.6,True,5.259877,From Kick Off,,,,,,,,,,,,False,99.2,29.8,43.22267923208833,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,1,3,0,0,Ball Receipt*,Zuriko Davitashvili,Georgia,0.0,3.0,Pressure,Tomáš Souček,Czech Republic,False,56.2,False,False,False
117181,3938642,1,0,5,00:00:05.912,Pressure,Tomáš Souček,Czech Republic,Georgia,44.6,29.8,,0.837859,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,1,2,0,0,Carry,Zuriko Davitashvili,Georgia,0.0,3.0,Pass,Zuriko Davitashvili,Georgia,False,75.4,False,False,False
117182,3938642,1,0,9,00:00:09.155,Pass,Zuriko Davitashvili,Georgia,Georgia,99.2,29.8,,1.286659,From Kick Off,Heorhii Tsitaishvili,16.635504,Ground Pass,,-1.0345005,107.7,15.5,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,1,3,0,0,Pressure,Tomáš Souček,Czech Republic,0.0,5.0,Ball Receipt*,Heorhii Tsitaishvili,Georgia,True,20.799999999999997,False,True,False
117183,3938642,1,0,10,00:00:10.441,Ball Receipt*,Heorhii Tsitaishvili,Georgia,Georgia,107.7,15.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,1,1,3,0,0,Pass,Zuriko Davitashvili,Georgia,0.0,9.0,Carry,Heorhii Tsitaishvili,Georgia,True,12.299999999999997,False,True,False
117184,3938642,1,0,10,00:00:10.441,Carry,Heorhii Tsitaishvili,Georgia,Georgia,107.7,15.5,,0.159999,From Kick Off,,,,,,,,,,,,False,107.7,15.5,0.0,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,1,1,3,0,0,Ball Receipt*,Heorhii Tsitaishvili,Georgia,0.0,10.0,Pass,Heorhii Tsitaishvili,Georgia,True,12.299999999999997,False,True,False
117185,3938642,1,0,10,00:00:10.601,Pass,Heorhii Tsitaishvili,Georgia,Georgia,107.7,15.5,,0.196162,From Kick Off,,8.944272,Ground Pass,Incomplete,1.3909428,109.3,24.3,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,1,1,3,0,0,Carry,Heorhii Tsitaishvili,Georgia,0.0,10.0,Block,Vladimír Coufal,Czech Republic,False,12.299999999999997,False,True,False
117186,3938642,1,0,10,00:00:10.798,Block,Vladimír Coufal,Czech Republic,Georgia,10.8,55.8,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,1,2,0,0,Pass,Heorhii Tsitaishvili,Georgia,0.0,10.0,Ball Recovery,Anzor Mekvabishvili,Georgia,False,109.2,False,False,False
117187,3938642,1,0,12,00:00:12.371,Ball Recovery,Anzor Mekvabishvili,Georgia,Georgia,96.4,25.3,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,1,3,0,0,Block,Vladimír Coufal,Czech Republic,0.0,10.0,Carry,Anzor Mekvabishvili,Georgia,True,23.599999999999994,False,True,False
117188,3938642,1,0,12,00:00:12.371,Carry,Anzor Mekvabishvili,Georgia,Georgia,96.4,25.3,,1.318438,From Kick Off,,,,,,,,,,,,False,98.4,25.9,2.0880613017821097,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,1,3,0,0,Ball Recovery,Anzor Mekvabishvili,Georgia,0.0,12.0,Pass,Anzor Mekvabishvili,Georgia,True,23.599999999999994,False,True,False
117189,3938642,1,0,13,00:00:13.690,Pass,Anzor Mekvabishvili,Georgia,Georgia,98.4,25.9,,0.492392,From Kick Off,Georges Mikautadze,6.71193,Ground Pass,Incomplete,-0.059630714,105.1,25.5,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,1,3,0,0,Carry,Anzor Mekvabishvili,Georgia,0.0,12.0,Ball Receipt*,Georges Mikautadze,Georgia,True,21.599999999999994,False,True,False
117190,3938642,1,0,14,00:00:14.182,Ball Receipt*,Georges Mikautadze,Georgia,Georgia,109.4,29.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,3,1,0,Pass,Anzor Mekvabishvili,Georgia,0.0,13.0,Clearance,Vladimír Coufal,Czech Republic,False,10.599999999999994,False,True,False
117191,3938642,1,0,14,00:00:14.182,Clearance,Vladimír Coufal,Czech Republic,Georgia,15.0,54.6,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,1,2,0,0,Ball Receipt*,Georges Mikautadze,Georgia,0.0,14.0,Ball Recovery,Lasha Dvali,Georgia,False,105.0,False,False,False
117192,3938642,1,0,17,00:00:17.677,Ball Recovery,Lasha Dvali,Georgia,Georgia,69.2,17.9,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,3,0,0,Clearance,Vladimír Coufal,Czech Republic,0.0,14.0,Carry,Lasha Dvali,Georgia,True,50.8,False,False,False
117193,3938642,1,0,17,00:00:17.677,Carry,Lasha Dvali,Georgia,Georgia,69.2,17.9,,1.692178,From Kick Off,,,,,,,,,,,,False,72.8,18.1,3.605551275463984,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,3,0,0,Ball Recovery,Lasha Dvali,Georgia,0.0,17.0,Pass,Lasha Dvali,Georgia,True,50.8,False,False,False
117194,3938642,1,0,19,00:00:19.369,Pass,Lasha Dvali,Georgia,Georgia,72.8,18.1,,1.839382,From Kick Off,Georges Mikautadze,28.979994,High Pass,,0.45747486,98.8,30.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,3,0,0,Carry,Lasha Dvali,Georgia,0.0,17.0,Pressure,Robin Hranáč,Czech Republic,False,47.2,False,False,False
117195,3938642,1,0,21,00:00:21.129,Pressure,Robin Hranáč,Czech Republic,Georgia,18.8,49.2,,0.43118,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,1,1,2,0,0,Pass,Lasha Dvali,Georgia,0.0,19.0,Ball Receipt*,Georges Mikautadze,Georgia,False,101.2,False,False,False
117196,3938642,1,0,21,00:00:21.208,Ball Receipt*,Georges Mikautadze,Georgia,Georgia,98.8,30.9,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,3,1,0,Pressure,Robin Hranáč,Czech Republic,0.0,21.0,Carry,Georges Mikautadze,Georgia,True,21.200000000000003,False,True,True
117197,3938642,1,0,21,00:00:21.208,Carry,Georges Mikautadze,Georgia,Georgia,98.8,30.9,True,0.227402,From Kick Off,,,,,,,,,,,,False,99.9,30.7,1.1180339887499031,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,3,1,0,Ball Receipt*,Georges Mikautadze,Georgia,0.0,21.0,Miscontrol,Georges Mikautadze,Georgia,True,21.200000000000003,False,True,False
117198,3938642,1,0,21,00:00:21.436,Miscontrol,Georges Mikautadze,Georgia,Georgia,99.9,30.7,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,3,1,0,Carry,Georges Mikautadze,Georgia,0.0,21.0,Pass,Tomáš Holeš,Czech Republic,False,20.099999999999994,False,True,False
117199,3938642,1,0,23,00:00:23.241,Pass,Tomáš Holeš,Czech Republic,Georgia,18.6,55.1,,1.707884,From Kick Off,Václav Černý,23.020208,Low Pass,,0.7270031,35.8,70.4,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,1,2,0,0,Miscontrol,Georges Mikautadze,Georgia,0.0,21.0,Ball Receipt*,Václav Černý,Czech Republic,True,101.4,False,False,False
117200,3938642,1,0,24,00:00:24.949,Ball Receipt*,Václav Černý,Czech Republic,Georgia,35.8,70.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,1,1,2,0,0,Pass,Tomáš Holeš,Czech Republic,0.0,23.0,Carry,Václav Černý,Czech Republic,True,84.2,False,False,False
117201,3938642,1,0,24,00:00:24.949,Carry,Václav Černý,Czech Republic,Georgia,35.8,70.4,,0.465245,From Kick Off,,,,,,,,,,,,False,36.4,69.4,1.1661903789690609,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,1,1,2,0,0,Ball Receipt*,Václav Černý,Czech Republic,0.0,24.0,Pass,Václav Černý,Czech Republic,True,84.2,False,False,False
117202,3938642,1,0,25,00:00:25.414,Pass,Václav Černý,Czech Republic,Georgia,36.4,69.4,,1.310187,From Kick Off,Patrik Schick,13.061394,Ground Pass,Incomplete,-0.44310257,48.2,63.8,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,1,1,2,0,0,Carry,Václav Černý,Czech Republic,0.0,24.0,Ball Receipt*,Patrik Schick,Czech Republic,True,83.6,False,False,False
117203,3938642,1,0,26,00:00:26.724,Ball Receipt*,Patrik Schick,Czech Republic,Georgia,49.8,59.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,2,0,0,Pass,Václav Černý,Czech Republic,0.0,25.0,Interception,Guram Kashia,Georgia,False,70.2,False,False,False
117204,3938642,1,0,26,00:00:26.724,Interception,Guram Kashia,Georgia,Georgia,71.9,16.3,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,1,1,3,0,0,Ball Receipt*,Patrik Schick,Czech Republic,0.0,26.0,Pass,Zuriko Davitashvili,Georgia,True,48.099999999999994,False,False,False
117205,3938642,1,0,27,00:00:27.562,Pass,Zuriko Davitashvili,Georgia,Georgia,79.2,16.8,,0.919568,From Kick Off,Anzor Mekvabishvili,7.2277246,Low Pass,,2.8899026,72.2,18.6,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,1,3,0,0,Interception,Guram Kashia,Georgia,0.0,26.0,Ball Receipt*,Anzor Mekvabishvili,Georgia,True,40.8,False,False,False
117206,3938642,1,0,28,00:00:28.481,Ball Receipt*,Anzor Mekvabishvili,Georgia,Georgia,72.2,18.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,1,3,0,0,Pass,Zuriko Davitashvili,Georgia,0.0,27.0,Carry,Anzor Mekvabishvili,Georgia,True,47.8,False,False,False
117207,3938642,1,0,28,00:00:28.481,Carry,Anzor Mekvabishvili,Georgia,Georgia,72.2,18.6,,0.853387,From Kick Off,,,,,,,,,,,,False,71.6,18.1,0.7810249675906721,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,1,3,0,0,Ball Receipt*,Anzor Mekvabishvili,Georgia,0.0,28.0,Pass,Anzor Mekvabishvili,Georgia,True,47.8,False,False,False
117208,3938642,1,0,29,00:00:29.335,Pass,Anzor Mekvabishvili,Georgia,Georgia,71.6,18.1,,1.700288,From Kick Off,Giorgi Kochorashvili,16.980577,Ground Pass,,2.6173334,56.9,26.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,1,3,0,0,Carry,Anzor Mekvabishvili,Georgia,0.0,28.0,Ball Receipt*,Giorgi Kochorashvili,Georgia,True,48.400000000000006,False,False,False
117209,3938642,1,0,31,00:00:31.035,Ball Receipt*,Giorgi Kochorashvili,Georgia,Georgia,56.9,26.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,1,3,0,0,Pass,Anzor Mekvabishvili,Georgia,0.0,29.0,Carry,Giorgi Kochorashvili,Georgia,True,63.1,False,False,False
117210,3938642,1,0,31,00:00:31.035,Carry,Giorgi Kochorashvili,Georgia,Georgia,56.9,26.6,,1.891373,From Kick Off,,,,,,,,,,,,False,58.3,34.6,8.121576201698781,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,1,3,0,0,Ball Receipt*,Giorgi Kochorashvili,Georgia,0.0,31.0,Pass,Giorgi Kochorashvili,Georgia,True,63.1,False,False,False
117211,3938642,1,0,32,00:00:32.926,Pass,Giorgi Kochorashvili,Georgia,Georgia,58.3,34.6,,1.224788,From Kick Off,Zuriko Davitashvili,17.622997,Ground Pass,,0.44588298,74.2,42.2,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,1,3,0,0,Carry,Giorgi Kochorashvili,Georgia,0.0,31.0,Pressure,Ladislav Krejčí,Czech Republic,False,61.7,False,False,False
117212,3938642,1,0,34,00:00:34.110,Pressure,Ladislav Krejčí,Czech Republic,Georgia,43.3,37.0,,0.369867,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,2,0,0,Pass,Giorgi Kochorashvili,Georgia,0.0,32.0,Ball Receipt*,Zuriko Davitashvili,Georgia,False,76.7,False,False,False
117213,3938642,1,0,34,00:00:34.151,Ball Receipt*,Zuriko Davitashvili,Georgia,Georgia,74.2,42.2,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,1,3,0,0,Pressure,Ladislav Krejčí,Czech Republic,0.0,34.0,Carry,Zuriko Davitashvili,Georgia,True,45.8,False,False,True
117214,3938642,1,0,34,00:00:34.151,Carry,Zuriko Davitashvili,Georgia,Georgia,74.2,42.2,True,0.342458,From Kick Off,,,,,,,,,,,,False,73.9,43.4,1.2369316876852934,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,1,3,0,0,Ball Receipt*,Zuriko Davitashvili,Georgia,0.0,34.0,Foul Committed,Ladislav Krejčí,Czech Republic,False,45.8,False,False,False
117215,3938642,1,0,34,00:00:34.494,Foul Committed,Ladislav Krejčí,Czech Republic,Georgia,46.2,36.7,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,2,0,0,Carry,Zuriko Davitashvili,Georgia,0.0,34.0,Foul Won,Zuriko Davitashvili,Georgia,False,73.8,False,False,False
117216,3938642,1,0,34,00:00:34.494,Foul Won,Zuriko Davitashvili,Georgia,Georgia,73.9,43.4,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,1,3,0,0,Foul Committed,Ladislav Krejčí,Czech Republic,0.0,34.0,Pass,Giorgi Kochorashvili,Georgia,True,46.099999999999994,False,False,False
117217,3938642,1,0,48,00:00:48.106,Pass,Giorgi Kochorashvili,Georgia,Georgia,73.9,42.6,,1.001121,From Free Kick,Lasha Dvali,38.745968,Ground Pass,,-1.2694511,85.4,5.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,1,3,0,0,Foul Won,Zuriko Davitashvili,Georgia,0.0,34.0,Ball Receipt*,Lasha Dvali,Georgia,True,46.099999999999994,False,False,False
117218,3938642,1,0,49,00:00:49.108,Ball Receipt*,Lasha Dvali,Georgia,Georgia,85.4,5.6,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,3,0,0,Pass,Giorgi Kochorashvili,Georgia,0.0,48.0,Pass,Lasha Dvali,Georgia,True,34.599999999999994,False,False,False
117219,3938642,1,0,49,00:00:49.354,Pass,Lasha Dvali,Georgia,Georgia,85.8,6.6,,0.784419,From Free Kick,Khvicha Kvaratskhelia,10.840664,Ground Pass,,0.91622555,92.4,15.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,3,0,0,Ball Receipt*,Lasha Dvali,Georgia,0.0,49.0,Pressure,Tomáš Souček,Czech Republic,False,34.2,False,False,False
117220,3938642,1,0,49,00:00:49.960,Pressure,Tomáš Souček,Czech Republic,Georgia,28.9,63.3,,0.351946,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,1,2,0,0,Pass,Lasha Dvali,Georgia,0.0,49.0,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,False,91.1,False,False,False
117221,3938642,1,0,50,00:00:50.138,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,Georgia,92.4,15.2,True,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,1,1,3,0,0,Pressure,Tomáš Souček,Czech Republic,0.0,49.0,Carry,Khvicha Kvaratskhelia,Georgia,True,27.599999999999994,False,False,True
117222,3938642,1,0,50,00:00:50.138,Carry,Khvicha Kvaratskhelia,Georgia,Georgia,92.4,15.2,True,0.030393,From Free Kick,,,,,,,,,,,,False,92.2,15.5,0.36055512754640107,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,1,1,3,0,0,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,0.0,50.0,Pass,Khvicha Kvaratskhelia,Georgia,True,27.599999999999994,False,False,False
117223,3938642,1,0,50,00:00:50.169,Pass,Khvicha Kvaratskhelia,Georgia,Georgia,92.2,15.5,True,0.912771,From Free Kick,Heorhii Tsitaishvili,12.288612,Ground Pass,,-0.964737,99.2,5.4,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,1,1,3,0,0,Carry,Khvicha Kvaratskhelia,Georgia,0.0,50.0,Ball Receipt*,Heorhii Tsitaishvili,Georgia,True,27.799999999999997,False,False,False
117224,3938642,1,0,51,00:00:51.081,Ball Receipt*,Heorhii Tsitaishvili,Georgia,Georgia,99.2,5.4,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,1,1,3,0,0,Pass,Khvicha Kvaratskhelia,Georgia,0.0,50.0,Carry,Heorhii Tsitaishvili,Georgia,True,20.799999999999997,False,True,False
117225,3938642,1,0,51,00:00:51.081,Carry,Heorhii Tsitaishvili,Georgia,Georgia,99.2,5.4,True,2.571702,From Free Kick,,,,,,,,,,,,False,102.2,15.9,10.920164833920778,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,1,1,3,0,0,Ball Receipt*,Heorhii Tsitaishvili,Georgia,0.0,51.0,Dribbled Past,Vladimír Coufal,Czech Republic,False,20.799999999999997,False,True,False
117226,3938642,1,0,53,00:00:53.653,Dribbled Past,Vladimír Coufal,Czech Republic,Georgia,17.9,64.2,,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,1,2,0,0,Carry,Heorhii Tsitaishvili,Georgia,0.0,51.0,Dribble,Heorhii Tsitaishvili,Georgia,False,102.1,False,False,False
117227,3938642,1,0,53,00:00:53.653,Dribble,Heorhii Tsitaishvili,Georgia,Georgia,102.2,15.9,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,Incomplete,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,1,1,3,0,0,Dribbled Past,Vladimír Coufal,Czech Republic,0.0,53.0,Ball Recovery,Robin Hranáč,Czech Republic,False,17.799999999999997,False,True,False
117228,3938642,1,0,55,00:00:55.778,Ball Recovery,Robin Hranáč,Czech Republic,Czech Republic,5.4,52.7,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,1,1,2,0,0,Dribble,Heorhii Tsitaishvili,Georgia,0.0,53.0,Carry,Robin Hranáč,Czech Republic,True,114.6,False,False,False
117229,3938642,1,0,55,00:00:55.778,Carry,Robin Hranáč,Czech Republic,Czech Republic,5.4,52.7,,1.97317,Regular Play,,,,,,,,,,,,False,2.7,63.7,11.326517558367179,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,1,1,2,0,0,Ball Recovery,Robin Hranáč,Czech Republic,0.0,55.0,Pass,Robin Hranáč,Czech Republic,True,114.6,False,False,False
117230,3938642,1,0,57,00:00:57.751,Pass,Robin Hranáč,Czech Republic,Czech Republic,2.7,63.7,,2.711529,Regular Play,Václav Černý,47.185802,High Pass,Incomplete,0.19407055,49.0,72.8,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,1,1,2,0,0,Carry,Robin Hranáč,Czech Republic,0.0,55.0,Ball Receipt*,Václav Černý,Czech Republic,True,117.3,False,False,False
117231,3938642,1,1,0,00:01:00.462,Ball Receipt*,Václav Černý,Czech Republic,Czech Republic,41.9,73.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,1,1,2,0,0,Pass,Robin Hranáč,Czech Republic,0.0,57.0,Pass,Lasha Dvali,Georgia,False,78.1,False,False,False
117232,3938642,1,1,0,00:01:00.462,Pass,Lasha Dvali,Georgia,Czech Republic,71.1,7.3,,1.338356,Regular Play,Khvicha Kvaratskhelia,13.881283,High Pass,Incomplete,0.10827059,84.9,8.8,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,3,0,0,Ball Receipt*,Václav Černý,Czech Republic,1.0,0.0,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,True,48.900000000000006,False,False,False
117233,3938642,1,1,1,00:01:01.801,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,Czech Republic,89.2,8.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,1,1,3,0,0,Pass,Lasha Dvali,Georgia,1.0,0.0,Pass,Tomáš Souček,Czech Republic,False,30.799999999999997,False,False,False
117234,3938642,1,1,1,00:01:01.801,Pass,Tomáš Souček,Czech Republic,Czech Republic,35.2,71.3,,1.154785,Regular Play,Patrik Schick,13.473678,High Pass,,-0.34052768,47.9,66.8,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,1,2,0,0,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,1.0,1.0,Ball Receipt*,Patrik Schick,Czech Republic,True,84.8,False,False,False
117235,3938642,1,1,2,00:01:02.955,Ball Receipt*,Patrik Schick,Czech Republic,Czech Republic,47.9,66.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,2,0,0,Pass,Tomáš Souček,Czech Republic,1.0,1.0,Carry,Patrik Schick,Czech Republic,True,72.1,False,False,False
