event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Romania_score,Netherlands_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
45996,3941021,1,20,52,00:20:52.298,Pass,Denzel Dumfries,Netherlands,Netherlands,55.5,72.4,,1.044649,From Goal Kick,Jerdy Schouten,19.483326,Ground Pass,,-1.8730688,49.7,53.8,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,1,1,1,1,1,4,4,0,0,Carry,Denzel Dumfries,Netherlands,20.0,50.0,Ball Receipt*,Jerdy Schouten,Netherlands,True,64.5,False,False,False
45997,3941021,1,20,53,00:20:53.343,Ball Receipt*,Jerdy Schouten,Netherlands,Netherlands,49.7,53.8,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Pass,Denzel Dumfries,Netherlands,20.0,52.0,Pass,Jerdy Schouten,Netherlands,True,70.3,False,False,False
45998,3941021,1,20,53,00:20:53.343,Pass,Jerdy Schouten,Netherlands,Netherlands,49.7,54.3,,1.220178,From Goal Kick,Stefan de Vrij,8.9196415,Ground Pass,,2.7985687,41.3,57.3,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Ball Receipt*,Jerdy Schouten,Netherlands,20.0,53.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,70.3,False,False,False
45999,3941021,1,20,54,00:20:54.563,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,41.3,57.3,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,1,1,1,1,4,4,0,0,Pass,Jerdy Schouten,Netherlands,20.0,53.0,Carry,Stefan de Vrij,Netherlands,True,78.7,False,False,False
46000,3941021,1,20,54,00:20:54.563,Carry,Stefan de Vrij,Netherlands,Netherlands,41.3,57.3,,1.228223,From Goal Kick,,,,,,,,,,,,False,40.9,52.1,5.2153619241621145,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,1,1,1,1,4,4,0,0,Ball Receipt*,Stefan de Vrij,Netherlands,20.0,54.0,Pass,Stefan de Vrij,Netherlands,True,78.7,False,False,False
46001,3941021,1,20,55,00:20:55.791,Pass,Stefan de Vrij,Netherlands,Netherlands,40.9,52.1,,1.324848,From Goal Kick,Tijjani Reijnders,17.19593,Ground Pass,,-1.3300489,45.0,35.4,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,1,1,1,1,4,4,0,0,Carry,Stefan de Vrij,Netherlands,20.0,54.0,Ball Receipt*,Tijjani Reijnders,Netherlands,True,79.1,False,False,False
46002,3941021,1,20,57,00:20:57.116,Ball Receipt*,Tijjani Reijnders,Netherlands,Netherlands,45.0,35.4,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Pass,Stefan de Vrij,Netherlands,20.0,55.0,Carry,Tijjani Reijnders,Netherlands,True,75.0,False,False,False
46003,3941021,1,20,57,00:20:57.116,Carry,Tijjani Reijnders,Netherlands,Netherlands,45.0,35.4,,3.307172,From Goal Kick,,,,,,,,,,,,False,51.2,36.5,6.296824596572469,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Ball Receipt*,Tijjani Reijnders,Netherlands,20.0,57.0,Pass,Tijjani Reijnders,Netherlands,True,75.0,False,False,False
46004,3941021,1,21,0,00:21:00.423,Pass,Tijjani Reijnders,Netherlands,Netherlands,51.2,36.5,,1.07069,From Goal Kick,Nathan Aké,17.390226,Ground Pass,,-1.8088017,47.1,19.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Carry,Tijjani Reijnders,Netherlands,20.0,57.0,Ball Receipt*,Nathan Aké,Netherlands,True,68.8,False,False,False
46005,3941021,1,21,1,00:21:01.494,Ball Receipt*,Nathan Aké,Netherlands,Netherlands,47.1,19.6,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,1,1,1,1,4,4,0,0,Pass,Tijjani Reijnders,Netherlands,21.0,0.0,Carry,Nathan Aké,Netherlands,True,72.9,False,False,False
46006,3941021,1,21,1,00:21:01.494,Carry,Nathan Aké,Netherlands,Netherlands,47.1,19.6,,2.725214,From Goal Kick,,,,,,,,,,,,False,49.5,20.0,2.4331050121192863,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,1,1,1,1,4,4,0,0,Ball Receipt*,Nathan Aké,Netherlands,21.0,1.0,Pass,Nathan Aké,Netherlands,True,72.9,False,False,False
46007,3941021,1,21,4,00:21:04.219,Pass,Nathan Aké,Netherlands,Netherlands,49.5,20.0,,0.873467,From Goal Kick,Tijjani Reijnders,7.605919,Ground Pass,,1.0777454,53.1,26.7,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,1,1,1,1,4,4,0,0,Carry,Nathan Aké,Netherlands,21.0,1.0,Ball Receipt*,Tijjani Reijnders,Netherlands,True,70.5,False,False,False
46008,3941021,1,21,5,00:21:05.093,Ball Receipt*,Tijjani Reijnders,Netherlands,Netherlands,53.1,26.7,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Pass,Nathan Aké,Netherlands,21.0,4.0,Carry,Tijjani Reijnders,Netherlands,True,66.9,False,False,False
46009,3941021,1,21,5,00:21:05.093,Carry,Tijjani Reijnders,Netherlands,Netherlands,53.1,26.7,,3.131951,From Goal Kick,,,,,,,,,,,,False,50.1,28.0,3.269556544854363,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Ball Receipt*,Tijjani Reijnders,Netherlands,21.0,5.0,Pass,Tijjani Reijnders,Netherlands,True,66.9,False,False,False
46010,3941021,1,21,8,00:21:08.225,Pass,Tijjani Reijnders,Netherlands,Netherlands,50.1,28.0,,1.200919,From Goal Kick,Jerdy Schouten,21.666796,Ground Pass,,1.2709401,56.5,48.7,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Carry,Tijjani Reijnders,Netherlands,21.0,5.0,Ball Receipt*,Jerdy Schouten,Netherlands,True,69.9,False,False,False
46011,3941021,1,21,9,00:21:09.426,Ball Receipt*,Jerdy Schouten,Netherlands,Netherlands,56.5,48.7,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Pass,Tijjani Reijnders,Netherlands,21.0,8.0,Carry,Jerdy Schouten,Netherlands,True,63.5,False,False,False
46012,3941021,1,21,9,00:21:09.426,Carry,Jerdy Schouten,Netherlands,Netherlands,56.5,48.7,,3.168111,From Goal Kick,,,,,,,,,,,,False,62.9,53.6,8.060397012554652,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Ball Receipt*,Jerdy Schouten,Netherlands,21.0,9.0,Pass,Jerdy Schouten,Netherlands,True,63.5,False,False,False
46013,3941021,1,21,12,00:21:12.594,Pass,Jerdy Schouten,Netherlands,Netherlands,62.9,53.6,,0.963062,From Goal Kick,Tijjani Reijnders,7.553807,Ground Pass,,-1.4513674,63.8,46.1,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Carry,Jerdy Schouten,Netherlands,21.0,9.0,Ball Receipt*,Tijjani Reijnders,Netherlands,True,57.1,False,False,False
46014,3941021,1,21,13,00:21:13.557,Ball Receipt*,Tijjani Reijnders,Netherlands,Netherlands,63.8,46.1,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Pass,Jerdy Schouten,Netherlands,21.0,12.0,Carry,Tijjani Reijnders,Netherlands,True,56.2,False,False,False
46015,3941021,1,21,13,00:21:13.557,Carry,Tijjani Reijnders,Netherlands,Netherlands,63.8,46.1,True,1.904835,From Goal Kick,,,,,,,,,,,,False,75.4,52.8,13.395894893585876,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Ball Receipt*,Tijjani Reijnders,Netherlands,21.0,13.0,Pressure,Nicolae Claudiu Stanciu,Romania,False,56.2,False,False,False
46016,3941021,1,21,14,00:21:14.557,Pressure,Nicolae Claudiu Stanciu,Romania,Netherlands,51.8,28.4,,0.725476,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,1,-1,1,1,1,4,3,1,0,Carry,Tijjani Reijnders,Netherlands,21.0,13.0,Pass,Tijjani Reijnders,Netherlands,False,68.2,False,False,False
46017,3941021,1,21,15,00:21:15.462,Pass,Tijjani Reijnders,Netherlands,Netherlands,75.4,52.8,,0.761919,From Goal Kick,Stefan de Vrij,9.8270035,Ground Pass,,1.3554386,77.5,62.4,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Pressure,Nicolae Claudiu Stanciu,Romania,21.0,14.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,44.599999999999994,False,False,True
46018,3941021,1,21,16,00:21:16.224,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,77.5,62.4,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,1,1,1,1,4,4,0,0,Pass,Tijjani Reijnders,Netherlands,21.0,15.0,Pass,Stefan de Vrij,Netherlands,True,42.5,False,False,False
46019,3941021,1,21,16,00:21:16.224,Pass,Stefan de Vrij,Netherlands,Netherlands,77.5,62.4,,0.734561,From Goal Kick,Steven Bergwijn,15.255163,Ground Pass,,-0.5989113,90.1,53.8,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,1,1,1,1,4,4,0,0,Ball Receipt*,Stefan de Vrij,Netherlands,21.0,16.0,Pressure,Andrei Burcă Andonie,Romania,False,42.5,False,False,False
46020,3941021,1,21,16,00:21:16.890,Pressure,Andrei Burcă Andonie,Romania,Netherlands,30.0,26.3,,0.325483,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,1,1,1,4,3,0,0,Pass,Stefan de Vrij,Netherlands,21.0,16.0,Ball Receipt*,Steven Bergwijn,Netherlands,False,90.0,False,False,False
46021,3941021,1,21,16,00:21:16.958,Ball Receipt*,Steven Bergwijn,Netherlands,Netherlands,90.1,53.8,True,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,1,1,1,1,4,4,0,0,Pressure,Andrei Burcă Andonie,Romania,21.0,16.0,Carry,Steven Bergwijn,Netherlands,True,29.900000000000006,False,False,True
46022,3941021,1,21,16,00:21:16.958,Carry,Steven Bergwijn,Netherlands,Netherlands,90.1,53.8,True,0.108944,From Goal Kick,,,,,,,,,,,,False,88.8,55.5,2.14009345590327,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,1,1,1,1,4,4,0,0,Ball Receipt*,Steven Bergwijn,Netherlands,21.0,16.0,Pass,Steven Bergwijn,Netherlands,True,29.900000000000006,False,False,False
46023,3941021,1,21,17,00:21:17.067,Pass,Steven Bergwijn,Netherlands,Netherlands,88.8,55.5,True,0.68735,From Goal Kick,Tijjani Reijnders,6.824954,Ground Pass,,1.7624449,87.5,62.2,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,1,1,1,1,4,4,0,0,Carry,Steven Bergwijn,Netherlands,21.0,16.0,Ball Receipt*,Tijjani Reijnders,Netherlands,True,31.200000000000003,False,False,False
46024,3941021,1,21,17,00:21:17.754,Ball Receipt*,Tijjani Reijnders,Netherlands,Netherlands,87.5,62.2,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Pass,Steven Bergwijn,Netherlands,21.0,17.0,Pass,Tijjani Reijnders,Netherlands,True,32.5,False,False,False
46025,3941021,1,21,17,00:21:17.754,Pass,Tijjani Reijnders,Netherlands,Netherlands,87.5,62.2,,0.740251,From Goal Kick,Denzel Dumfries,13.301504,Ground Pass,,0.4098276,99.7,67.5,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Ball Receipt*,Tijjani Reijnders,Netherlands,21.0,17.0,Ball Receipt*,Denzel Dumfries,Netherlands,True,32.5,False,False,False
46026,3941021,1,21,18,00:21:18.495,Ball Receipt*,Denzel Dumfries,Netherlands,Netherlands,99.7,67.5,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,1,1,1,1,1,4,4,0,0,Pass,Tijjani Reijnders,Netherlands,21.0,17.0,Carry,Denzel Dumfries,Netherlands,True,20.299999999999997,False,True,False
46027,3941021,1,21,18,00:21:18.495,Carry,Denzel Dumfries,Netherlands,Netherlands,99.7,67.5,True,2.558229,From Goal Kick,,,,,,,,,,,,False,114.3,65.4,14.750254235097096,,False,,"{'id': 2, 'name': 'Right Back'}",,0,1,1,1,1,1,4,4,0,0,Ball Receipt*,Denzel Dumfries,Netherlands,21.0,18.0,Pressure,Vasile Mogoș,Romania,False,20.299999999999997,False,True,False
46028,3941021,1,21,19,00:21:19.269,Pressure,Vasile Mogoș,Romania,Netherlands,14.2,13.4,,1.176803,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,-1,1,1,1,4,3,0,0,Carry,Denzel Dumfries,Netherlands,21.0,18.0,Dribbled Past,Vasile Mogoș,Romania,True,105.8,False,False,False
46029,3941021,1,21,21,00:21:21.053,Dribbled Past,Vasile Mogoș,Romania,Netherlands,5.8,14.7,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,-1,1,1,1,4,3,0,0,Pressure,Vasile Mogoș,Romania,21.0,19.0,Dribble,Denzel Dumfries,Netherlands,False,114.2,False,False,False
46030,3941021,1,21,21,00:21:21.053,Dribble,Denzel Dumfries,Netherlands,Netherlands,114.3,65.4,True,0.0,From Goal Kick,,,,,,,,,,,,False,,,,Complete,False,,"{'id': 2, 'name': 'Right Back'}",,0,1,1,1,1,1,4,4,0,0,Dribbled Past,Vasile Mogoș,Romania,21.0,21.0,Carry,Denzel Dumfries,Netherlands,True,5.700000000000003,False,True,False
46031,3941021,1,21,21,00:21:21.053,Carry,Denzel Dumfries,Netherlands,Netherlands,114.3,65.4,True,0.706106,From Goal Kick,,,,,,,,,,,,False,116.8,63.5,3.14006369362152,,False,,"{'id': 2, 'name': 'Right Back'}",,0,1,1,1,1,1,4,4,0,0,Dribble,Denzel Dumfries,Netherlands,21.0,21.0,Pass,Denzel Dumfries,Netherlands,True,5.700000000000003,False,True,False
46032,3941021,1,21,21,00:21:21.759,Pass,Denzel Dumfries,Netherlands,Netherlands,116.8,63.5,,1.573261,From Goal Kick,,27.986605,High Pass,Incomplete,-1.7759002,111.1,36.1,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,1,1,1,1,1,4,4,0,0,Carry,Denzel Dumfries,Netherlands,21.0,21.0,Clearance,Andrei Florin Ratiu,Romania,False,3.200000000000003,False,True,False
46033,3941021,1,21,23,00:21:23.332,Clearance,Andrei Florin Ratiu,Romania,Netherlands,9.0,44.0,True,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,1,-1,1,1,1,4,3,0,0,Pass,Denzel Dumfries,Netherlands,21.0,21.0,Pass,Memphis Depay,Netherlands,False,111.0,False,False,False
46034,3941021,1,22,3,00:22:03.331,Pass,Memphis Depay,Netherlands,Netherlands,120.0,80.0,,1.351784,From Corner,,37.81878,High Pass,Incomplete,-1.7007269,115.1,42.5,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,1,1,1,1,4,4,1,0,Clearance,Andrei Florin Ratiu,Romania,21.0,23.0,Clearance,Denis Mihai Drăguş,Romania,False,0.0,False,True,False
46035,3941021,1,22,4,00:22:04.683,Clearance,Denis Mihai Drăguş,Romania,Netherlands,5.0,37.6,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,-1,1,1,1,4,3,1,0,Pass,Memphis Depay,Netherlands,22.0,3.0,Pressure,Jerdy Schouten,Netherlands,False,115.0,False,False,False
46036,3941021,1,22,5,00:22:05.971,Pressure,Jerdy Schouten,Netherlands,Netherlands,99.1,51.3,,0.419556,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Clearance,Denis Mihai Drăguş,Romania,22.0,4.0,Clearance,Ianis Hagi,Romania,False,20.900000000000006,False,True,False
46037,3941021,1,22,6,00:22:06.279,Clearance,Ianis Hagi,Romania,Netherlands,19.7,30.1,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,1,-1,1,1,1,4,3,0,0,Pressure,Jerdy Schouten,Netherlands,22.0,5.0,Pass,Xavi Simons,Netherlands,False,100.3,False,False,True
46038,3941021,1,22,9,00:22:09.055,Pass,Xavi Simons,Netherlands,Netherlands,86.3,39.5,,1.173684,From Corner,Virgil van Dijk,14.395138,High Pass,Incomplete,0.5976362,98.2,47.6,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,1,1,1,1,1,4,4,0,0,Clearance,Ianis Hagi,Romania,22.0,6.0,Ball Receipt*,Virgil van Dijk,Netherlands,True,33.7,False,False,False
46039,3941021,1,22,10,00:22:10.229,Ball Receipt*,Virgil van Dijk,Netherlands,Netherlands,98.7,45.3,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,1,1,1,1,4,4,0,0,Pass,Xavi Simons,Netherlands,22.0,9.0,Pass,Denis Mihai Drăguş,Romania,False,21.299999999999997,False,True,False
46040,3941021,1,22,10,00:22:10.229,Pass,Denis Mihai Drăguş,Romania,Netherlands,21.9,32.5,,1.566909,From Corner,Ianis Hagi,9.457801,High Pass,Incomplete,-0.34515765,30.8,29.3,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,-1,1,1,1,4,3,1,0,Ball Receipt*,Virgil van Dijk,Netherlands,22.0,10.0,Ball Receipt*,Ianis Hagi,Romania,True,98.1,False,False,False
46041,3941021,1,22,11,00:22:11.796,Ball Receipt*,Ianis Hagi,Romania,Netherlands,33.8,27.1,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,1,-1,1,1,1,4,3,0,0,Pass,Denis Mihai Drăguş,Romania,22.0,10.0,Pass,Steven Bergwijn,Netherlands,False,86.2,False,False,False
46042,3941021,1,22,11,00:22:11.796,Pass,Steven Bergwijn,Netherlands,Netherlands,89.3,50.8,,1.940799,From Corner,Memphis Depay,19.109423,Low Pass,,1.144602,97.2,68.2,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,1,1,1,1,4,4,0,0,Ball Receipt*,Ianis Hagi,Romania,22.0,11.0,Ball Receipt*,Memphis Depay,Netherlands,True,30.700000000000003,False,False,False
46043,3941021,1,22,13,00:22:13.737,Ball Receipt*,Memphis Depay,Netherlands,Netherlands,97.2,68.2,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,1,1,1,1,4,4,1,0,Pass,Steven Bergwijn,Netherlands,22.0,11.0,Carry,Memphis Depay,Netherlands,True,22.799999999999997,False,True,False
46044,3941021,1,22,13,00:22:13.737,Carry,Memphis Depay,Netherlands,Netherlands,97.2,68.2,True,1.18647,From Corner,,,,,,,,,,,,False,97.8,72.0,3.847076812334265,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,1,1,1,1,4,4,1,0,Ball Receipt*,Memphis Depay,Netherlands,22.0,13.0,Pressure,Denis Mihai Drăguş,Romania,False,22.799999999999997,False,True,False
46045,3941021,1,22,14,00:22:14.468,Pressure,Denis Mihai Drăguş,Romania,Netherlands,21.2,9.8,,0.417545,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,-1,1,1,1,4,3,1,0,Carry,Memphis Depay,Netherlands,22.0,13.0,Pass,Memphis Depay,Netherlands,False,98.8,False,False,False
46046,3941021,1,22,14,00:22:14.923,Pass,Memphis Depay,Netherlands,Netherlands,97.8,72.0,,1.064307,From Corner,Steven Bergwijn,4.5254836,Ground Pass,,-2.3561945,94.6,68.8,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,1,1,1,1,4,4,1,0,Pressure,Denis Mihai Drăguş,Romania,22.0,14.0,Ball Receipt*,Steven Bergwijn,Netherlands,True,22.200000000000003,False,True,True
46047,3941021,1,22,15,00:22:15.988,Ball Receipt*,Steven Bergwijn,Netherlands,Netherlands,94.6,68.8,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,1,1,1,1,4,4,0,0,Pass,Memphis Depay,Netherlands,22.0,14.0,Pass,Steven Bergwijn,Netherlands,True,25.400000000000006,False,False,False
46048,3941021,1,22,15,00:22:15.988,Pass,Steven Bergwijn,Netherlands,Netherlands,94.6,68.8,,1.500191,From Corner,Memphis Depay,19.343733,Ground Pass,,0.06725592,113.9,70.1,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,1,1,1,1,4,4,0,0,Ball Receipt*,Steven Bergwijn,Netherlands,22.0,15.0,Ball Receipt*,Memphis Depay,Netherlands,True,25.400000000000006,False,False,False
46049,3941021,1,22,17,00:22:17.488,Ball Receipt*,Memphis Depay,Netherlands,Netherlands,113.9,70.1,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,1,1,1,1,4,4,1,0,Pass,Steven Bergwijn,Netherlands,22.0,15.0,Carry,Memphis Depay,Netherlands,True,6.099999999999994,False,True,False
46050,3941021,1,22,17,00:22:17.488,Carry,Memphis Depay,Netherlands,Netherlands,113.9,70.1,True,1.652693,From Corner,,,,,,,,,,,,False,116.0,70.7,2.1840329667841525,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,1,1,1,1,4,4,1,0,Ball Receipt*,Memphis Depay,Netherlands,22.0,17.0,Pressure,Marius Mihai Marin,Romania,False,6.099999999999994,False,True,False
46051,3941021,1,22,18,00:22:18.172,Pressure,Marius Mihai Marin,Romania,Netherlands,5.0,10.0,,0.699643,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,1,-1,1,1,1,4,3,0,0,Carry,Memphis Depay,Netherlands,22.0,17.0,Miscontrol,Memphis Depay,Netherlands,False,115.0,False,False,False
46052,3941021,1,22,19,00:22:19.140,Miscontrol,Memphis Depay,Netherlands,Netherlands,116.0,70.7,,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,1,1,1,1,4,4,1,0,Pressure,Marius Mihai Marin,Romania,22.0,18.0,Pass,Florin Constantin Niţă,Romania,False,4.0,False,True,True
46053,3941021,1,22,40,00:22:40.878,Pass,Florin Constantin Niţă,Romania,Romania,5.0,30.1,,8.357955,From Goal Kick,,71.08136,High Pass,Incomplete,-0.04785077,76.0,26.7,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,1,-1,1,1,1,4,3,0,0,Miscontrol,Memphis Depay,Netherlands,22.0,19.0,Pass,Virgil van Dijk,Netherlands,False,115.0,False,False,False
46054,3941021,1,22,49,00:22:49.236,Pass,Virgil van Dijk,Netherlands,Netherlands,44.1,53.4,,2.092858,Regular Play,Bart Verbruggen,34.530567,Ground Pass,,-2.6598122,13.5,37.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,1,1,1,1,4,4,0,0,Pass,Florin Constantin Niţă,Romania,22.0,40.0,Ball Receipt*,Bart Verbruggen,Netherlands,True,75.9,False,False,False
46055,3941021,1,22,51,00:22:51.329,Ball Receipt*,Bart Verbruggen,Netherlands,Netherlands,13.5,37.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,1,1,1,1,1,4,4,0,0,Pass,Virgil van Dijk,Netherlands,22.0,49.0,Carry,Bart Verbruggen,Netherlands,True,106.5,False,False,False
46056,3941021,1,22,51,00:22:51.329,Carry,Bart Verbruggen,Netherlands,Netherlands,13.5,37.4,,2.688651,Regular Play,,,,,,,,,,,,False,15.0,38.4,1.8027756377319946,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,1,1,1,1,1,4,4,0,0,Ball Receipt*,Bart Verbruggen,Netherlands,22.0,51.0,Pass,Bart Verbruggen,Netherlands,True,106.5,False,False,False
46057,3941021,1,22,54,00:22:54.017,Pass,Bart Verbruggen,Netherlands,Netherlands,15.0,38.4,,1.28508,Regular Play,Tijjani Reijnders,8.302409,Ground Pass,,0.15722805,23.2,39.7,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,1,1,1,1,1,4,4,0,0,Carry,Bart Verbruggen,Netherlands,22.0,51.0,Ball Receipt*,Tijjani Reijnders,Netherlands,True,105.0,False,False,False
46058,3941021,1,22,55,00:22:55.302,Ball Receipt*,Tijjani Reijnders,Netherlands,Netherlands,23.2,39.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Pass,Bart Verbruggen,Netherlands,22.0,54.0,Carry,Tijjani Reijnders,Netherlands,True,96.8,False,False,False
46059,3941021,1,22,55,00:22:55.302,Carry,Tijjani Reijnders,Netherlands,Netherlands,23.2,39.7,,0.686345,Regular Play,,,,,,,,,,,,False,19.7,39.3,3.522782990761708,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,1,1,1,1,4,4,0,0,Ball Receipt*,Tijjani Reijnders,Netherlands,22.0,55.0,Pass,Tijjani Reijnders,Netherlands,True,96.8,False,False,False
