event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Spain_score,England_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
3485,3943043,1,0,0,00:00:00.000,Starting XI,,Spain,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,6,0,0,13,3,0,0,,,,,,Starting XI,,England,False,,False,,False
3486,3943043,1,0,0,00:00:00.000,Starting XI,,England,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,3,3,0,7,4,0,0,Starting XI,,Spain,0.0,0.0,Half Start,,England,True,,False,,False
3487,3943043,1,0,0,00:00:00.000,Half Start,,England,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,3,3,0,7,4,0,0,Starting XI,,England,0.0,0.0,Half Start,,Spain,False,,False,,False
3488,3943043,1,0,0,00:00:00.000,Half Start,,Spain,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,6,0,0,13,3,0,0,Half Start,,England,0.0,0.0,Pass,Kobbie Mainoo,England,False,,False,,False
3489,3943043,1,0,0,00:00:00.340,Pass,Kobbie Mainoo,England,England,60.0,40.0,,2.529454,From Kick Off,Jordan Pickford,34.620804,Ground Pass,,-3.1069245,25.4,38.8,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,3,3,0,7,4,0,0,Half Start,,Spain,0.0,0.0,Ball Receipt*,Jordan Pickford,England,True,60.0,False,False,False
3490,3943043,1,0,2,00:00:02.870,Ball Receipt*,Jordan Pickford,England,England,25.4,38.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,3,3,0,7,4,0,0,Pass,Kobbie Mainoo,England,0.0,0.0,Carry,Jordan Pickford,England,True,94.6,False,False,False
3491,3943043,1,0,2,00:00:02.870,Carry,Jordan Pickford,England,England,25.4,38.8,,1.872089,From Kick Off,,,,,,,,,,,,False,28.7,31.6,7.920227269466448,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,3,3,0,7,4,0,0,Ball Receipt*,Jordan Pickford,England,0.0,2.0,Pass,Jordan Pickford,England,True,94.6,False,False,False
3492,3943043,1,0,4,00:00:04.742,Pass,Jordan Pickford,England,England,28.7,31.6,,5.137795,From Kick Off,Bukayo Saka,98.1779,High Pass,Out,0.3765344,120.0,67.7,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,3,3,0,7,4,0,0,Carry,Jordan Pickford,England,0.0,2.0,Ball Receipt*,Bukayo Saka,England,True,91.3,False,False,False
3493,3943043,1,0,9,00:00:09.879,Ball Receipt*,Bukayo Saka,England,England,96.8,56.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,3,3,0,7,4,2,0,Pass,Jordan Pickford,England,0.0,4.0,Pass,Unai Simón Mendibil,Spain,False,23.200000000000003,False,True,False
3494,3943043,1,0,34,00:00:34.440,Pass,Unai Simón Mendibil,Spain,Spain,6.9,39.6,,1.217978,From Goal Kick,Robin Aime Robert Le Normand,17.736967,Ground Pass,,1.4464413,9.1,57.2,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,6,0,0,13,3,0,0,Ball Receipt*,Bukayo Saka,England,0.0,9.0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,True,113.1,False,False,False
3495,3943043,1,0,35,00:00:35.658,Ball Receipt*,Robin Aime Robert Le Normand,Spain,Spain,9.1,57.2,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,6,0,0,13,3,0,0,Pass,Unai Simón Mendibil,Spain,0.0,34.0,Carry,Robin Aime Robert Le Normand,Spain,True,110.9,False,False,False
3496,3943043,1,0,35,00:00:35.658,Carry,Robin Aime Robert Le Normand,Spain,Spain,9.1,57.2,,0.620663,From Goal Kick,,,,,,,,,,,,False,8.9,57.2,0.1999999999999993,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,6,0,0,13,3,0,0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,0.0,35.0,Pass,Robin Aime Robert Le Normand,Spain,True,110.9,False,False,False
3497,3943043,1,0,36,00:00:36.279,Pass,Robin Aime Robert Le Normand,Spain,Spain,8.9,57.2,,1.390837,From Goal Kick,Daniel Carvajal Ramos,21.973848,Ground Pass,,1.0093026,20.6,75.8,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,6,0,0,13,3,0,0,Carry,Robin Aime Robert Le Normand,Spain,0.0,35.0,Ball Receipt*,Daniel Carvajal Ramos,Spain,True,111.1,False,False,False
3498,3943043,1,0,37,00:00:37.670,Ball Receipt*,Daniel Carvajal Ramos,Spain,Spain,20.6,75.8,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,6,0,0,13,3,1,0,Pass,Robin Aime Robert Le Normand,Spain,0.0,36.0,Carry,Daniel Carvajal Ramos,Spain,True,99.4,False,False,False
3499,3943043,1,0,37,00:00:37.670,Carry,Daniel Carvajal Ramos,Spain,Spain,20.6,75.8,True,1.766383,From Goal Kick,,,,,,,,,,,,False,28.6,76.4,8.022468448052633,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,6,0,0,13,3,1,0,Ball Receipt*,Daniel Carvajal Ramos,Spain,0.0,37.0,Pressure,Jude Bellingham,England,False,99.4,False,False,False
3500,3943043,1,0,38,00:00:38.876,Pressure,Jude Bellingham,England,Spain,94.7,4.1,,0.543418,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,3,0,7,4,3,0,Carry,Daniel Carvajal Ramos,Spain,0.0,37.0,Pass,Daniel Carvajal Ramos,Spain,False,25.299999999999997,False,False,False
3501,3943043,1,0,39,00:00:39.436,Pass,Daniel Carvajal Ramos,Spain,Spain,28.6,76.4,,1.076726,From Goal Kick,Daniel Olmo Carvajal,22.999348,Ground Pass,,-0.35062835,50.2,68.5,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,6,0,0,13,3,1,0,Pressure,Jude Bellingham,England,0.0,38.0,Pressure,Declan Rice,England,False,91.4,False,False,True
3502,3943043,1,0,40,00:00:40.334,Pressure,Declan Rice,England,Spain,69.9,11.6,,0.29247,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,3,3,0,7,4,0,0,Pass,Daniel Carvajal Ramos,Spain,0.0,39.0,Ball Receipt*,Daniel Olmo Carvajal,Spain,False,50.099999999999994,False,False,False
3503,3943043,1,0,40,00:00:40.513,Ball Receipt*,Daniel Olmo Carvajal,Spain,Spain,50.2,68.5,True,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,6,0,0,13,3,3,0,Pressure,Declan Rice,England,0.0,40.0,Carry,Daniel Olmo Carvajal,Spain,True,69.8,False,False,True
3504,3943043,1,0,40,00:00:40.513,Carry,Daniel Olmo Carvajal,Spain,Spain,50.2,68.5,True,0.132449,From Goal Kick,,,,,,,,,,,,False,49.3,68.9,0.984885780179618,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,6,0,0,13,3,3,0,Ball Receipt*,Daniel Olmo Carvajal,Spain,0.0,40.0,Miscontrol,Daniel Olmo Carvajal,Spain,True,69.8,False,False,False
3505,3943043,1,0,40,00:00:40.645,Miscontrol,Daniel Olmo Carvajal,Spain,Spain,49.3,68.9,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,6,0,0,13,3,3,0,Carry,Daniel Olmo Carvajal,Spain,0.0,40.0,Pass,Álvaro Borja Morata Martín,Spain,True,70.7,False,False,False
3506,3943043,1,0,41,00:00:41.878,Pass,Álvaro Borja Morata Martín,Spain,Spain,61.9,67.1,,0.26495,From Goal Kick,Lamine Yamal Nasraoui Ebana,3.206244,Ground Pass,Incomplete,-0.06241881,65.1,66.9,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,6,0,0,13,3,1,0,Miscontrol,Daniel Olmo Carvajal,Spain,0.0,40.0,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,True,58.1,False,False,False
3507,3943043,1,0,42,00:00:42.143,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,Spain,68.3,77.3,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,6,0,0,13,3,1,0,Pass,Álvaro Borja Morata Martín,Spain,0.0,41.0,Block,Marc Guehi,England,False,51.7,False,False,False
3508,3943043,1,0,42,00:00:42.143,Block,Marc Guehi,England,Spain,55.0,13.2,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,3,0,7,4,0,0,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,0.0,42.0,Pass,Daniel Carvajal Ramos,Spain,False,65.0,False,False,False
3509,3943043,1,0,56,00:00:56.844,Pass,Daniel Carvajal Ramos,Spain,Spain,72.5,80.0,,0.984324,From Throw In,Daniel Olmo Carvajal,7.0213957,High Pass,,-1.8745308,70.4,73.3,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,6,0,0,13,3,1,0,Block,Marc Guehi,England,0.0,42.0,Ball Receipt*,Daniel Olmo Carvajal,Spain,True,47.5,False,False,False
3510,3943043,1,0,57,00:00:57.828,Ball Receipt*,Daniel Olmo Carvajal,Spain,Spain,70.4,73.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,6,0,0,13,3,3,0,Pass,Daniel Carvajal Ramos,Spain,0.0,56.0,Carry,Daniel Olmo Carvajal,Spain,True,49.599999999999994,False,False,False
3511,3943043,1,0,57,00:00:57.828,Carry,Daniel Olmo Carvajal,Spain,Spain,70.4,73.3,,0.186352,From Throw In,,,,,,,,,,,,False,70.4,73.3,0.0,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,6,0,0,13,3,3,0,Ball Receipt*,Daniel Olmo Carvajal,Spain,0.0,57.0,Pass,Daniel Olmo Carvajal,Spain,True,49.599999999999994,False,False,False
3512,3943043,1,0,58,00:00:58.015,Pass,Daniel Olmo Carvajal,Spain,Spain,70.4,73.3,,0.469677,From Throw In,Daniel Carvajal Ramos,5.0358715,Low Pass,,1.4513674,71.0,78.3,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,6,0,0,13,3,3,0,Carry,Daniel Olmo Carvajal,Spain,0.0,57.0,Pressure,Jude Bellingham,England,False,49.599999999999994,False,False,False
3513,3943043,1,0,58,00:00:58.322,Pressure,Jude Bellingham,England,Spain,49.4,3.0,,0.579432,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,3,0,7,4,3,0,Pass,Daniel Olmo Carvajal,Spain,0.0,58.0,Ball Receipt*,Daniel Carvajal Ramos,Spain,False,70.6,False,False,False
3514,3943043,1,0,58,00:00:58.484,Ball Receipt*,Daniel Carvajal Ramos,Spain,Spain,71.0,78.3,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,6,0,0,13,3,1,0,Pressure,Jude Bellingham,England,0.0,58.0,Carry,Daniel Carvajal Ramos,Spain,True,49.0,False,False,True
3515,3943043,1,0,58,00:00:58.484,Carry,Daniel Carvajal Ramos,Spain,Spain,71.0,78.3,True,0.760143,From Throw In,,,,,,,,,,,,False,69.8,78.1,1.2165525060596472,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,6,0,0,13,3,1,0,Ball Receipt*,Daniel Carvajal Ramos,Spain,0.0,58.0,Dispossessed,Daniel Carvajal Ramos,Spain,True,49.0,False,False,False
3516,3943043,1,0,59,00:00:59.244,Dispossessed,Daniel Carvajal Ramos,Spain,Spain,69.8,78.1,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,6,0,0,13,3,1,0,Carry,Daniel Carvajal Ramos,Spain,0.0,58.0,Duel,Jude Bellingham,England,False,50.2,False,False,False
3517,3943043,1,0,59,00:00:59.244,Duel,Jude Bellingham,England,Spain,50.3,2.0,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,3,0,7,4,3,0,Dispossessed,Daniel Carvajal Ramos,Spain,0.0,59.0,Carry,Jude Bellingham,England,True,69.7,False,False,False
3518,3943043,1,0,59,00:00:59.244,Carry,Jude Bellingham,England,Spain,50.3,2.0,,0.446174,From Throw In,,,,,,,,,,,,False,50.3,2.0,0.0,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,3,0,7,4,3,0,Duel,Jude Bellingham,England,0.0,59.0,Pass,Jude Bellingham,England,True,69.7,False,False,False
3519,3943043,1,0,59,00:00:59.691,Pass,Jude Bellingham,England,Spain,50.3,2.0,,0.523025,From Throw In,Phil Foden,5.1,Ground Pass,,0.0,55.4,2.0,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,3,0,7,4,3,0,Carry,Jude Bellingham,England,0.0,59.0,Ball Receipt*,Phil Foden,England,True,69.7,False,False,False
3520,3943043,1,1,0,00:01:00.214,Ball Receipt*,Phil Foden,England,Spain,55.4,2.0,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,3,3,0,7,4,0,0,Pass,Jude Bellingham,England,0.0,59.0,Carry,Phil Foden,England,True,64.6,False,False,False
3521,3943043,1,1,0,00:01:00.214,Carry,Phil Foden,England,Spain,55.4,2.0,True,0.939955,From Throw In,,,,,,,,,,,,False,56.6,1.8,1.2165525060596467,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,3,3,0,7,4,0,0,Ball Receipt*,Phil Foden,England,1.0,0.0,Pressure,Daniel Carvajal Ramos,Spain,False,64.6,False,False,False
3522,3943043,1,1,0,00:01:00.555,Pressure,Daniel Carvajal Ramos,Spain,Spain,64.9,78.1,,0.703242,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,6,0,0,13,3,1,0,Carry,Phil Foden,England,1.0,0.0,Dispossessed,Phil Foden,England,False,55.099999999999994,False,False,False
3523,3943043,1,1,1,00:01:01.153,Dispossessed,Phil Foden,England,Spain,56.6,1.8,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,3,3,0,7,4,0,0,Pressure,Daniel Carvajal Ramos,Spain,1.0,0.0,Duel,Daniel Carvajal Ramos,Spain,False,63.4,False,False,True
3524,3943043,1,1,1,00:01:01.153,Duel,Daniel Carvajal Ramos,Spain,Spain,63.5,78.3,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,6,0,0,13,3,1,0,Dispossessed,Phil Foden,England,1.0,1.0,Pressure,Jude Bellingham,England,False,56.5,False,False,False
3525,3943043,1,1,1,00:01:01.750,Pressure,Jude Bellingham,England,Spain,53.0,1.8,,0.287244,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,3,0,7,4,3,0,Duel,Daniel Carvajal Ramos,Spain,1.0,1.0,Pass,Daniel Olmo Carvajal,Spain,False,67.0,False,False,False
3526,3943043,1,1,1,00:01:01.961,Pass,Daniel Olmo Carvajal,Spain,Spain,64.5,77.5,True,0.828482,From Throw In,Rodrigo Hernández Cascante,7.955501,Ground Pass,,-2.8874679,56.8,75.5,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,6,0,0,13,3,3,0,Pressure,Jude Bellingham,England,1.0,1.0,Ball Receipt*,Rodrigo Hernández Cascante,Spain,True,55.5,False,False,True
3527,3943043,1,1,2,00:01:02.789,Ball Receipt*,Rodrigo Hernández Cascante,Spain,Spain,56.8,75.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,6,0,0,13,3,1,0,Pass,Daniel Olmo Carvajal,Spain,1.0,1.0,Carry,Rodrigo Hernández Cascante,Spain,True,63.2,False,False,False
3528,3943043,1,1,2,00:01:02.789,Carry,Rodrigo Hernández Cascante,Spain,Spain,56.8,75.5,True,2.91523,From Throw In,,,,,,,,,,,,False,47.1,76.6,9.76217188949262,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,6,0,0,13,3,1,0,Ball Receipt*,Rodrigo Hernández Cascante,Spain,1.0,2.0,Pressure,Phil Foden,England,False,63.2,False,False,False
3529,3943043,1,1,5,00:01:05.161,Pressure,Phil Foden,England,Spain,70.9,3.5,,0.580623,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,3,3,0,7,4,0,0,Carry,Rodrigo Hernández Cascante,Spain,1.0,2.0,Pass,Rodrigo Hernández Cascante,Spain,False,49.099999999999994,False,False,False
3530,3943043,1,1,5,00:01:05.704,Pass,Rodrigo Hernández Cascante,Spain,Spain,47.1,76.6,True,1.549079,From Throw In,Robin Aime Robert Le Normand,26.340273,Ground Pass,,-2.4935358,26.1,60.7,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,6,0,0,13,3,1,0,Pressure,Phil Foden,England,1.0,5.0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,True,72.9,False,False,True
3531,3943043,1,1,7,00:01:07.253,Ball Receipt*,Robin Aime Robert Le Normand,Spain,Spain,26.1,60.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,6,0,0,13,3,0,0,Pass,Rodrigo Hernández Cascante,Spain,1.0,5.0,Carry,Robin Aime Robert Le Normand,Spain,True,93.9,False,False,False
3532,3943043,1,1,7,00:01:07.253,Carry,Robin Aime Robert Le Normand,Spain,Spain,26.1,60.7,,1.352627,From Throw In,,,,,,,,,,,,False,23.3,60.1,2.863564212655272,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,6,0,0,13,3,0,0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,1.0,7.0,Pass,Robin Aime Robert Le Normand,Spain,True,93.9,False,False,False
3533,3943043,1,1,8,00:01:08.606,Pass,Robin Aime Robert Le Normand,Spain,Spain,23.3,60.1,,1.854941,From Throw In,Aymeric Laporte,26.617662,Ground Pass,,-1.4161476,27.4,33.8,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,6,0,0,13,3,0,0,Carry,Robin Aime Robert Le Normand,Spain,1.0,7.0,Ball Receipt*,Aymeric Laporte,Spain,True,96.7,False,False,False
3534,3943043,1,1,10,00:01:10.461,Ball Receipt*,Aymeric Laporte,Spain,Spain,27.4,33.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,6,0,0,13,3,0,0,Pass,Robin Aime Robert Le Normand,Spain,1.0,8.0,Carry,Aymeric Laporte,Spain,True,92.6,False,False,False
3535,3943043,1,1,10,00:01:10.461,Carry,Aymeric Laporte,Spain,Spain,27.4,33.8,,4.706537,From Throw In,,,,,,,,,,,,False,42.2,24.9,17.269916039170546,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,6,0,0,13,3,0,0,Ball Receipt*,Aymeric Laporte,Spain,1.0,10.0,Pass,Aymeric Laporte,Spain,True,92.6,False,False,False
3536,3943043,1,1,15,00:01:15.168,Pass,Aymeric Laporte,Spain,Spain,42.2,24.9,,1.753018,From Throw In,Robin Aime Robert Le Normand,31.401434,Ground Pass,,1.7825569,35.6,55.6,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,6,0,0,13,3,0,0,Carry,Aymeric Laporte,Spain,1.0,10.0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,True,77.8,False,False,False
3537,3943043,1,1,16,00:01:16.921,Ball Receipt*,Robin Aime Robert Le Normand,Spain,Spain,35.6,55.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,6,0,0,13,3,0,0,Pass,Aymeric Laporte,Spain,1.0,15.0,Carry,Robin Aime Robert Le Normand,Spain,True,84.4,False,False,False
3538,3943043,1,1,16,00:01:16.921,Carry,Robin Aime Robert Le Normand,Spain,Spain,35.6,55.6,,5.973401,From Throw In,,,,,,,,,,,,False,42.9,54.1,7.452516353554681,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,6,0,0,13,3,0,0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,1.0,16.0,Pass,Robin Aime Robert Le Normand,Spain,True,84.4,False,False,False
3539,3943043,1,1,22,00:01:22.894,Pass,Robin Aime Robert Le Normand,Spain,Spain,42.9,54.1,,1.926269,From Throw In,Aymeric Laporte,28.906227,Ground Pass,,-1.5500381,43.5,25.2,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,6,0,0,13,3,0,0,Carry,Robin Aime Robert Le Normand,Spain,1.0,16.0,Ball Receipt*,Aymeric Laporte,Spain,True,77.1,False,False,False
3540,3943043,1,1,24,00:01:24.820,Ball Receipt*,Aymeric Laporte,Spain,Spain,43.5,25.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,6,0,0,13,3,0,0,Pass,Robin Aime Robert Le Normand,Spain,1.0,22.0,Carry,Aymeric Laporte,Spain,True,76.5,False,False,False
3541,3943043,1,1,24,00:01:24.820,Carry,Aymeric Laporte,Spain,Spain,43.5,25.2,,3.450766,From Throw In,,,,,,,,,,,,False,61.7,20.2,18.874321179846447,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,6,0,0,13,3,0,0,Ball Receipt*,Aymeric Laporte,Spain,1.0,24.0,Pass,Aymeric Laporte,Spain,True,76.5,False,False,False
3542,3943043,1,1,28,00:01:28.271,Pass,Aymeric Laporte,Spain,Spain,61.7,20.2,,3.241331,From Throw In,Lamine Yamal Nasraoui Ebana,62.410896,High Pass,,0.96768373,97.1,71.6,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,6,0,0,13,3,0,0,Carry,Aymeric Laporte,Spain,1.0,24.0,Pressure,Kyle Walker,England,False,58.3,False,False,False
3543,3943043,1,1,31,00:01:31.289,Pressure,Kyle Walker,England,Spain,20.0,17.0,,0.647864,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,3,0,7,4,0,0,Pass,Aymeric Laporte,Spain,1.0,28.0,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,False,100.0,False,False,False
3544,3943043,1,1,31,00:01:31.512,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,Spain,97.1,71.6,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,6,0,0,13,3,1,0,Pressure,Kyle Walker,England,1.0,31.0,Carry,Lamine Yamal Nasraoui Ebana,Spain,True,22.900000000000006,False,True,True
3545,3943043,1,1,31,00:01:31.512,Carry,Lamine Yamal Nasraoui Ebana,Spain,Spain,97.1,71.6,True,0.418019,From Throw In,,,,,,,,,,,,False,98.3,65.4,6.315061361538767,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,6,0,0,13,3,1,0,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,1.0,31.0,Dispossessed,Lamine Yamal Nasraoui Ebana,Spain,True,22.900000000000006,False,True,False
3546,3943043,1,1,31,00:01:31.930,Dispossessed,Lamine Yamal Nasraoui Ebana,Spain,Spain,98.3,65.4,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,6,0,0,13,3,1,0,Carry,Lamine Yamal Nasraoui Ebana,Spain,1.0,31.0,Duel,Luke Shaw,England,False,21.700000000000003,False,True,False
3547,3943043,1,1,31,00:01:31.930,Duel,Luke Shaw,England,England,21.8,14.7,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,3,3,0,7,4,0,0,Dispossessed,Lamine Yamal Nasraoui Ebana,Spain,1.0,31.0,Carry,Luke Shaw,England,True,98.2,False,False,False
3548,3943043,1,1,31,00:01:31.930,Carry,Luke Shaw,England,England,21.8,14.7,,0.925271,Regular Play,,,,,,,,,,,,False,21.0,20.0,5.36003731330296,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,3,3,0,7,4,0,0,Duel,Luke Shaw,England,1.0,31.0,Pass,Luke Shaw,England,True,98.2,False,False,False
3549,3943043,1,1,32,00:01:32.856,Pass,Luke Shaw,England,England,21.0,20.0,,1.029675,Regular Play,Declan Rice,5.5145264,Ground Pass,,1.4981968,21.4,25.5,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,3,3,0,7,4,0,0,Carry,Luke Shaw,England,1.0,31.0,Pressure,Daniel Olmo Carvajal,Spain,False,99.0,False,False,False
3550,3943043,1,1,33,00:01:33.422,Pressure,Daniel Olmo Carvajal,Spain,England,99.6,55.4,,0.632048,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,6,0,0,13,3,3,0,Pass,Luke Shaw,England,1.0,32.0,Ball Receipt*,Declan Rice,England,False,20.400000000000006,False,True,False
3551,3943043,1,1,33,00:01:33.885,Ball Receipt*,Declan Rice,England,England,21.4,25.5,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,3,3,0,7,4,0,0,Pressure,Daniel Olmo Carvajal,Spain,1.0,33.0,Carry,Declan Rice,England,True,98.6,False,False,True
3552,3943043,1,1,33,00:01:33.885,Carry,Declan Rice,England,England,21.4,25.5,True,0.08,Regular Play,,,,,,,,,,,,False,21.0,24.9,0.7211102550927982,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,3,3,0,7,4,0,0,Ball Receipt*,Declan Rice,England,1.0,33.0,Pass,Declan Rice,England,True,98.6,False,False,False
