event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Poland_score,Austria_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
126179,3938641,2,45,27,00:00:27.963,Ball Receipt*,Patrick Wimmer,Austria,Austria,35.5,71.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,0,0,1,0,1,0,0,Pass,Gernot Trauner,Austria,45.0,27.0,Carry,Patrick Wimmer,Austria,True,84.5,False,False,False
126180,3938641,2,45,27,00:00:27.963,Carry,Patrick Wimmer,Austria,Austria,35.5,71.0,True,0.693735,Regular Play,,,,,,,,,,,,False,37.3,71.2,1.8110770276274808,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,0,0,1,0,1,0,0,Ball Receipt*,Patrick Wimmer,Austria,45.0,27.0,Pressure,Jakub Piotr Kiwior,Poland,False,84.5,False,False,False
126181,3938641,2,45,28,00:00:28.205,Pressure,Jakub Piotr Kiwior,Poland,Austria,82.0,8.9,,0.451232,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Carry,Patrick Wimmer,Austria,45.0,27.0,Dispossessed,Patrick Wimmer,Austria,False,38.0,False,False,False
126182,3938641,2,45,28,00:00:28.656,Dispossessed,Patrick Wimmer,Austria,Austria,37.3,71.2,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,0,0,1,0,1,0,0,Pressure,Jakub Piotr Kiwior,Poland,45.0,28.0,Duel,Jakub Piotr Kiwior,Poland,False,82.7,False,False,True
126183,3938641,2,45,28,00:00:28.656,Duel,Jakub Piotr Kiwior,Poland,Poland,82.8,8.9,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Dispossessed,Patrick Wimmer,Austria,45.0,28.0,Pass,Jakub Moder,Poland,True,37.2,False,False,False
126184,3938641,2,45,29,00:00:29.948,Pass,Jakub Moder,Poland,Poland,84.9,11.3,,0.688303,Regular Play,Nicola Zalewski,6.720119,Ground Pass,,-0.6375488,90.3,7.3,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,1,0,0,0,1,1,2,0,0,Duel,Jakub Piotr Kiwior,Poland,45.0,28.0,Ball Receipt*,Nicola Zalewski,Poland,True,35.099999999999994,False,False,False
126185,3938641,2,45,30,00:00:30.636,Ball Receipt*,Nicola Zalewski,Poland,Poland,90.3,7.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Pass,Jakub Moder,Poland,45.0,29.0,Carry,Nicola Zalewski,Poland,True,29.700000000000003,False,False,False
126186,3938641,2,45,30,00:00:30.636,Carry,Nicola Zalewski,Poland,Poland,90.3,7.3,,0.838849,Regular Play,,,,,,,,,,,,False,90.3,7.3,0.0,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Nicola Zalewski,Poland,45.0,30.0,Pass,Nicola Zalewski,Poland,True,29.700000000000003,False,False,False
126187,3938641,2,45,31,00:00:31.475,Pass,Nicola Zalewski,Poland,Poland,90.3,7.3,,0.693615,Regular Play,Jakub Moder,6.676077,Ground Pass,,-2.8530054,83.9,5.4,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Carry,Nicola Zalewski,Poland,45.0,30.0,Ball Receipt*,Jakub Moder,Poland,True,29.700000000000003,False,False,False
126188,3938641,2,45,32,00:00:32.168,Ball Receipt*,Jakub Moder,Poland,Poland,83.9,5.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,1,0,0,0,1,1,2,0,0,Pass,Nicola Zalewski,Poland,45.0,31.0,Carry,Jakub Moder,Poland,True,36.099999999999994,False,False,False
126189,3938641,2,45,32,00:00:32.168,Carry,Jakub Moder,Poland,Poland,83.9,5.4,True,0.416789,Regular Play,,,,,,,,,,,,False,83.9,6.1,0.6999999999999993,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Jakub Moder,Poland,45.0,32.0,Pressure,Patrick Wimmer,Austria,False,36.099999999999994,False,False,False
126190,3938641,2,45,32,00:00:32.418,Pressure,Patrick Wimmer,Austria,Poland,33.3,74.7,,0.324135,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,1,1,0,0,0,1,0,1,0,0,Carry,Jakub Moder,Poland,45.0,32.0,Pass,Jakub Moder,Poland,False,86.7,False,False,False
126191,3938641,2,45,32,00:00:32.585,Pass,Jakub Moder,Poland,Poland,83.9,6.1,True,0.768863,Regular Play,Piotr Zieliński,9.408506,Ground Pass,,1.6133238,83.5,15.5,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,1,1,0,0,0,1,1,2,0,0,Pressure,Patrick Wimmer,Austria,45.0,32.0,Ball Receipt*,Piotr Zieliński,Poland,True,36.099999999999994,False,False,True
126192,3938641,2,45,33,00:00:33.354,Ball Receipt*,Piotr Zieliński,Poland,Poland,83.5,15.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,1,1,0,0,0,1,1,2,0,0,Pass,Jakub Moder,Poland,45.0,32.0,Carry,Piotr Zieliński,Poland,True,36.5,False,False,False
126193,3938641,2,45,33,00:00:33.354,Carry,Piotr Zieliński,Poland,Poland,83.5,15.5,True,1.567547,Regular Play,,,,,,,,,,,,False,87.5,13.4,4.517742799230606,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Piotr Zieliński,Poland,45.0,33.0,Pressure,Nicolas Seiwald,Austria,False,36.5,False,False,False
126194,3938641,2,45,34,00:00:34.355,Pressure,Nicolas Seiwald,Austria,Poland,31.5,64.8,,0.534563,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,0,1,0,0,Carry,Piotr Zieliński,Poland,45.0,33.0,Pass,Piotr Zieliński,Poland,False,88.5,False,False,False
126195,3938641,2,45,34,00:00:34.922,Pass,Piotr Zieliński,Poland,Poland,87.5,13.4,,0.803424,Regular Play,Nicola Zalewski,10.346497,Ground Pass,,-0.9988781,93.1,4.7,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,1,1,0,0,0,1,1,2,0,0,Pressure,Nicolas Seiwald,Austria,45.0,34.0,Ball Receipt*,Nicola Zalewski,Poland,True,32.5,False,False,True
126196,3938641,2,45,35,00:00:35.725,Ball Receipt*,Nicola Zalewski,Poland,Poland,93.1,4.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Pass,Piotr Zieliński,Poland,45.0,34.0,Carry,Nicola Zalewski,Poland,True,26.900000000000006,False,False,False
126197,3938641,2,45,35,00:00:35.725,Carry,Nicola Zalewski,Poland,Poland,93.1,4.7,,0.040000003,Regular Play,,,,,,,,,,,,False,93.1,4.7,0.0,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Nicola Zalewski,Poland,45.0,35.0,Pass,Nicola Zalewski,Poland,True,26.900000000000006,False,False,False
126198,3938641,2,45,35,00:00:35.765,Pass,Nicola Zalewski,Poland,Poland,93.1,4.7,,2.243501,Regular Play,Piotr Zieliński,18.388311,Ground Pass,,0.098045275,111.4,6.5,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Carry,Nicola Zalewski,Poland,45.0,35.0,Ball Receipt*,Piotr Zieliński,Poland,True,26.900000000000006,False,False,False
126199,3938641,2,45,38,00:00:38.009,Ball Receipt*,Piotr Zieliński,Poland,Poland,111.4,6.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,1,1,0,0,0,1,1,2,0,0,Pass,Nicola Zalewski,Poland,45.0,35.0,Carry,Piotr Zieliński,Poland,True,8.599999999999994,False,True,False
126200,3938641,2,45,38,00:00:38.009,Carry,Piotr Zieliński,Poland,Poland,111.4,6.5,,3.117887,Regular Play,,,,,,,,,,,,False,116.3,7.8,5.069516742254622,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Piotr Zieliński,Poland,45.0,38.0,Dribble,Piotr Zieliński,Poland,True,8.599999999999994,False,True,False
126201,3938641,2,45,41,00:00:41.126,Dribble,Piotr Zieliński,Poland,Poland,116.3,7.8,True,0.0,Regular Play,,,,,,,,,,,,False,,,,Incomplete,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,1,1,0,0,0,1,1,2,0,0,Carry,Piotr Zieliński,Poland,45.0,38.0,Duel,Nicolas Seiwald,Austria,False,3.700000000000003,False,True,False
126202,3938641,2,45,41,00:00:41.126,Duel,Nicolas Seiwald,Austria,Austria,3.8,72.3,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,0,1,0,0,Dribble,Piotr Zieliński,Poland,45.0,41.0,Carry,Nicolas Seiwald,Austria,True,116.2,False,False,False
126203,3938641,2,45,41,00:00:41.126,Carry,Nicolas Seiwald,Austria,Austria,3.8,72.3,True,5.226388,Regular Play,,,,,,,,,,,,False,11.8,60.6,14.173566946961513,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,0,1,0,0,Duel,Nicolas Seiwald,Austria,45.0,41.0,Pressure,Piotr Zieliński,Poland,False,116.2,False,False,False
126204,3938641,2,45,42,00:00:42.409,Pressure,Piotr Zieliński,Poland,Austria,115.1,8.2,,3.859716,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,1,1,0,0,0,1,1,2,0,0,Carry,Nicolas Seiwald,Austria,45.0,41.0,Pass,Nicolas Seiwald,Austria,False,4.900000000000006,False,True,False
126205,3938641,2,45,46,00:00:46.353,Pass,Nicolas Seiwald,Austria,Austria,11.8,60.6,,0.852367,Regular Play,Stefan Posch,6.8963757,Ground Pass,,-2.847358,5.2,58.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,0,1,0,0,Pressure,Piotr Zieliński,Poland,45.0,42.0,Ball Receipt*,Stefan Posch,Austria,True,108.2,False,False,False
126206,3938641,2,45,47,00:00:47.205,Ball Receipt*,Stefan Posch,Austria,Austria,5.2,58.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,1,0,0,0,1,0,1,0,0,Pass,Nicolas Seiwald,Austria,45.0,46.0,Carry,Stefan Posch,Austria,True,114.8,False,False,False
126207,3938641,2,45,47,00:00:47.205,Carry,Stefan Posch,Austria,Austria,5.2,58.6,True,1.18477,Regular Play,,,,,,,,,,,,False,1.7,59.4,3.5902646142032477,,False,,"{'id': 2, 'name': 'Right Back'}",,1,1,0,0,0,1,0,1,0,0,Ball Receipt*,Stefan Posch,Austria,45.0,47.0,Pressure,Nicola Zalewski,Poland,False,114.8,False,False,False
126208,3938641,2,45,47,00:00:47.583,Pressure,Nicola Zalewski,Poland,Austria,111.9,20.3,,0.847322,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Carry,Stefan Posch,Austria,45.0,47.0,Pass,Stefan Posch,Austria,False,8.099999999999994,False,True,False
126209,3938641,2,45,48,00:00:48.390,Pass,Stefan Posch,Austria,Austria,1.7,59.4,True,1.659629,Regular Play,Nicolas Seiwald,12.080563,Ground Pass,,1.2595166,5.4,70.9,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,1,1,0,0,0,1,0,1,0,0,Pressure,Nicola Zalewski,Poland,45.0,47.0,Ball Receipt*,Nicolas Seiwald,Austria,True,118.3,False,False,True
126210,3938641,2,45,50,00:00:50.050,Ball Receipt*,Nicolas Seiwald,Austria,Austria,5.4,70.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,0,1,0,0,Pass,Stefan Posch,Austria,45.0,48.0,Carry,Nicolas Seiwald,Austria,True,114.6,False,False,False
126211,3938641,2,45,50,00:00:50.050,Carry,Nicolas Seiwald,Austria,Austria,5.4,70.9,,0.056621,Regular Play,,,,,,,,,,,,False,5.4,70.9,0.0,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,0,1,0,0,Ball Receipt*,Nicolas Seiwald,Austria,45.0,50.0,Pass,Nicolas Seiwald,Austria,True,114.6,False,False,False
126212,3938641,2,45,50,00:00:50.106,Pass,Nicolas Seiwald,Austria,Austria,5.4,70.9,,2.385049,Regular Play,Marko Arnautović,37.030933,High Pass,,-0.31577283,40.6,59.4,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,0,1,0,0,Carry,Nicolas Seiwald,Austria,45.0,50.0,Ball Receipt*,Marko Arnautović,Austria,True,114.6,False,False,False
126213,3938641,2,45,52,00:00:52.491,Ball Receipt*,Marko Arnautović,Austria,Austria,40.6,59.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,1,0,0,0,1,0,1,0,0,Pass,Nicolas Seiwald,Austria,45.0,50.0,Duel,Paweł Dawidowicz,Poland,False,79.4,False,False,False
126214,3938641,2,45,52,00:00:52.571,Duel,Paweł Dawidowicz,Poland,Austria,79.5,20.7,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Marko Arnautović,Austria,45.0,52.0,Pass,Marko Arnautović,Austria,False,40.5,False,False,False
126215,3938641,2,45,52,00:00:52.571,Pass,Marko Arnautović,Austria,Austria,40.6,59.4,True,1.485294,Regular Play,Konrad Laimer,8.505293,High Pass,,-1.5355169,40.9,50.9,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,1,0,0,0,1,0,1,0,0,Duel,Paweł Dawidowicz,Poland,45.0,52.0,Ball Receipt*,Konrad Laimer,Austria,True,79.4,False,False,False
126216,3938641,2,45,54,00:00:54.057,Ball Receipt*,Konrad Laimer,Austria,Austria,40.9,50.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,0,0,1,0,1,0,0,Pass,Marko Arnautović,Austria,45.0,52.0,Carry,Konrad Laimer,Austria,True,79.1,False,False,False
126217,3938641,2,45,54,00:00:54.057,Carry,Konrad Laimer,Austria,Austria,40.9,50.9,True,1.619261,Regular Play,,,,,,,,,,,,False,55.5,49.9,14.634206503941375,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,0,0,1,0,1,0,0,Ball Receipt*,Konrad Laimer,Austria,45.0,54.0,Pressure,Paweł Dawidowicz,Poland,False,79.1,False,False,False
126218,3938641,2,45,55,00:00:55.018,Pressure,Paweł Dawidowicz,Poland,Austria,64.1,26.6,,0.746776,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,2,0,0,Carry,Konrad Laimer,Austria,45.0,54.0,Pass,Konrad Laimer,Austria,False,55.900000000000006,False,False,False
126219,3938641,2,45,55,00:00:55.676,Pass,Konrad Laimer,Austria,Austria,55.5,49.9,True,5.522715,Regular Play,Marcel Sabitzer,68.73093,High Pass,,-0.7874558,104.0,1.2,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,0,0,1,0,1,0,0,Pressure,Paweł Dawidowicz,Poland,45.0,55.0,Ball Receipt*,Marcel Sabitzer,Austria,True,64.5,False,False,True
126220,3938641,2,46,1,00:01:01.199,Ball Receipt*,Marcel Sabitzer,Austria,Austria,104.0,1.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,1,0,0,0,1,0,1,0,0,Pass,Konrad Laimer,Austria,45.0,55.0,Carry,Marcel Sabitzer,Austria,True,16.0,False,True,False
126221,3938641,2,46,1,00:01:01.199,Carry,Marcel Sabitzer,Austria,Austria,104.0,1.2,,2.924478,Regular Play,,,,,,,,,,,,False,108.8,13.0,12.738916751435342,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,1,0,0,0,1,0,1,0,0,Ball Receipt*,Marcel Sabitzer,Austria,46.0,1.0,Pass,Marcel Sabitzer,Austria,True,16.0,False,True,False
126222,3938641,2,46,4,00:01:04.123,Pass,Marcel Sabitzer,Austria,Austria,108.8,13.0,,5.648179,Regular Play,Christoph Baumgartner,67.03947,High Pass,Out,1.5364815,111.1,80.0,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,1,1,0,0,0,1,0,1,0,0,Carry,Marcel Sabitzer,Austria,46.0,1.0,Ball Receipt*,Christoph Baumgartner,Austria,True,11.200000000000003,False,True,False
126223,3938641,2,46,9,00:01:09.771,Ball Receipt*,Christoph Baumgartner,Austria,Austria,108.8,49.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,1,0,0,0,1,0,1,0,0,Pass,Marcel Sabitzer,Austria,46.0,4.0,Pass,Jakub Piotr Kiwior,Poland,False,11.200000000000003,False,True,False
126224,3938641,2,46,25,00:01:25.980,Pass,Jakub Piotr Kiwior,Poland,Poland,8.9,0.1,,1.089721,From Throw In,Bartosz Slisz,11.148542,Low Pass,,1.1553042,13.4,10.3,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Christoph Baumgartner,Austria,46.0,9.0,Ball Receipt*,Bartosz Slisz,Poland,True,111.1,False,False,False
126225,3938641,2,46,27,00:01:27.070,Ball Receipt*,Bartosz Slisz,Poland,Poland,13.4,10.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,1,0,0,0,1,1,2,0,0,Pass,Jakub Piotr Kiwior,Poland,46.0,25.0,Carry,Bartosz Slisz,Poland,True,106.6,False,False,False
126226,3938641,2,46,27,00:01:27.070,Carry,Bartosz Slisz,Poland,Poland,13.4,10.3,,0.078193,From Throw In,,,,,,,,,,,,False,13.4,10.3,0.0,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Bartosz Slisz,Poland,46.0,27.0,Pass,Bartosz Slisz,Poland,True,106.6,False,False,False
126227,3938641,2,46,27,00:01:27.148,Pass,Bartosz Slisz,Poland,Poland,13.4,10.3,,1.480645,From Throw In,Jakub Piotr Kiwior,8.5906925,Low Pass,,-2.9304993,5.0,8.5,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,1,1,0,0,0,1,1,2,0,0,Carry,Bartosz Slisz,Poland,46.0,27.0,Pressure,Christoph Baumgartner,Austria,False,106.6,False,False,False
126228,3938641,2,46,28,00:01:28.270,Pressure,Christoph Baumgartner,Austria,Poland,111.2,70.5,,0.312467,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,1,0,0,0,1,0,1,0,0,Pass,Bartosz Slisz,Poland,46.0,27.0,Ball Receipt*,Jakub Piotr Kiwior,Poland,False,8.799999999999997,False,True,False
126229,3938641,2,46,28,00:01:28.629,Ball Receipt*,Jakub Piotr Kiwior,Poland,Poland,5.0,8.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Pressure,Christoph Baumgartner,Austria,46.0,28.0,Carry,Jakub Piotr Kiwior,Poland,True,115.0,False,False,True
126230,3938641,2,46,28,00:01:28.629,Carry,Jakub Piotr Kiwior,Poland,Poland,5.0,8.5,,0.08,From Throw In,,,,,,,,,,,,False,5.0,6.8,1.7000000000000002,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Jakub Piotr Kiwior,Poland,46.0,28.0,Pass,Jakub Piotr Kiwior,Poland,True,115.0,False,False,False
126231,3938641,2,46,28,00:01:28.709,Pass,Jakub Piotr Kiwior,Poland,Poland,5.0,6.8,,1.62466,From Throw In,Adam Buksa,36.127136,High Pass,,-0.03876174,41.1,5.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Carry,Jakub Piotr Kiwior,Poland,46.0,28.0,Ball Receipt*,Adam Buksa,Poland,True,115.0,False,False,False
126232,3938641,2,46,30,00:01:30.333,Ball Receipt*,Adam Buksa,Poland,Poland,41.1,5.4,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,1,0,0,0,1,1,2,1,0,Pass,Jakub Piotr Kiwior,Poland,46.0,28.0,Pass,Adam Buksa,Poland,True,78.9,False,False,False
126233,3938641,2,46,30,00:01:30.373,Pass,Adam Buksa,Poland,Poland,41.1,5.8,,2.370107,From Throw In,Krzysztof Piątek,16.307667,High Pass,Incomplete,0.03066523,57.4,6.3,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,1,1,0,0,0,1,1,2,1,0,Ball Receipt*,Adam Buksa,Poland,46.0,30.0,Ball Receipt*,Krzysztof Piątek,Poland,True,78.9,False,False,False
126234,3938641,2,46,32,00:01:32.743,Ball Receipt*,Krzysztof Piątek,Poland,Poland,56.7,9.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,1,1,0,0,0,1,1,2,0,1,Pass,Adam Buksa,Poland,46.0,30.0,Interception,Philipp Lienhart,Austria,False,63.3,False,False,False
126235,3938641,2,46,32,00:01:32.743,Interception,Philipp Lienhart,Austria,Poland,62.7,73.8,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,0,1,0,0,Ball Receipt*,Krzysztof Piątek,Poland,46.0,32.0,Pass,Jakub Piotr Kiwior,Poland,False,57.3,False,False,False
126236,3938641,2,46,49,00:01:49.284,Pass,Jakub Piotr Kiwior,Poland,Poland,58.6,0.1,,1.563006,From Throw In,Krzysztof Piątek,24.249125,High Pass,Incomplete,0.1698944,82.5,4.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Interception,Philipp Lienhart,Austria,46.0,32.0,Ball Receipt*,Krzysztof Piątek,Poland,True,61.4,False,False,False
126237,3938641,2,46,50,00:01:50.847,Ball Receipt*,Krzysztof Piątek,Poland,Poland,89.8,5.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,1,1,0,0,0,1,1,2,0,1,Pass,Jakub Piotr Kiwior,Poland,46.0,49.0,Interception,Gernot Trauner,Austria,False,30.200000000000003,False,False,False
126238,3938641,2,46,50,00:01:50.847,Interception,Gernot Trauner,Austria,Poland,37.6,75.9,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,0,0,1,0,1,0,1,Ball Receipt*,Krzysztof Piątek,Poland,46.0,50.0,Pass,Nicola Zalewski,Poland,False,82.4,False,False,False
126239,3938641,2,47,0,00:02:00.564,Pass,Nicola Zalewski,Poland,Poland,90.3,0.1,,1.740684,From Throw In,Jakub Piotr Kiwior,20.059162,Low Pass,,2.8845227,70.9,5.2,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Interception,Gernot Trauner,Austria,46.0,50.0,Ball Receipt*,Jakub Piotr Kiwior,Poland,True,29.700000000000003,False,False,False
126240,3938641,2,47,2,00:02:02.304,Ball Receipt*,Jakub Piotr Kiwior,Poland,Poland,70.9,5.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Pass,Nicola Zalewski,Poland,47.0,0.0,Carry,Jakub Piotr Kiwior,Poland,True,49.099999999999994,False,False,False
126241,3938641,2,47,2,00:02:02.304,Carry,Jakub Piotr Kiwior,Poland,Poland,70.9,5.2,,2.058264,From Throw In,,,,,,,,,,,,False,58.1,8.2,13.146862743635841,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Jakub Piotr Kiwior,Poland,47.0,2.0,Pass,Jakub Piotr Kiwior,Poland,True,49.099999999999994,False,False,False
126242,3938641,2,47,4,00:02:04.363,Pass,Jakub Piotr Kiwior,Poland,Poland,58.1,8.2,,1.680884,From Throw In,Paweł Dawidowicz,25.312447,Ground Pass,,2.6744115,35.5,19.6,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Carry,Jakub Piotr Kiwior,Poland,47.0,2.0,Ball Receipt*,Paweł Dawidowicz,Poland,True,61.9,False,False,False
126243,3938641,2,47,6,00:02:06.043,Ball Receipt*,Paweł Dawidowicz,Poland,Poland,35.5,19.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,2,0,0,Pass,Jakub Piotr Kiwior,Poland,47.0,4.0,Carry,Paweł Dawidowicz,Poland,True,84.5,False,False,False
126244,3938641,2,47,6,00:02:06.043,Carry,Paweł Dawidowicz,Poland,Poland,35.5,19.6,True,0.881661,From Throw In,,,,,,,,,,,,False,32.8,22.7,4.110960958218893,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Paweł Dawidowicz,Poland,47.0,6.0,Pressure,Marko Arnautović,Austria,False,84.5,False,False,False
126245,3938641,2,47,6,00:02:06.473,Pressure,Marko Arnautović,Austria,Poland,80.2,59.8,,0.723526,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,1,0,0,0,1,0,1,0,0,Carry,Paweł Dawidowicz,Poland,47.0,6.0,Pass,Paweł Dawidowicz,Poland,False,39.8,False,False,False
