event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Poland_score,Austria_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
124340,3938641,1,0,0,00:00:00.000,Starting XI,,Poland,Poland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,1,2,0,0,,,,,,Starting XI,,Austria,False,,False,,False
124341,3938641,1,0,0,00:00:00.000,Starting XI,,Austria,Poland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,0,1,0,0,Starting XI,,Poland,0.0,0.0,Half Start,,Poland,False,,False,,False
124342,3938641,1,0,0,00:00:00.000,Half Start,,Poland,Poland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,1,2,0,0,Starting XI,,Austria,0.0,0.0,Half Start,,Austria,False,,False,,False
124343,3938641,1,0,0,00:00:00.000,Half Start,,Austria,Poland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,0,1,0,0,Half Start,,Poland,0.0,0.0,Pass,Konrad Laimer,Austria,True,,False,,False
124344,3938641,1,0,1,00:00:01.266,Pass,Konrad Laimer,Austria,Austria,61.0,40.1,,1.117529,From Kick Off,Christoph Baumgartner,3.7215588,Ground Pass,,1.0349851,62.9,43.3,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Half Start,,Austria,0.0,0.0,Ball Receipt*,Christoph Baumgartner,Austria,True,59.0,False,False,False
124345,3938641,1,0,2,00:00:02.384,Ball Receipt*,Christoph Baumgartner,Austria,Austria,62.9,43.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,0,1,0,0,Pass,Konrad Laimer,Austria,0.0,1.0,Carry,Christoph Baumgartner,Austria,True,57.1,False,False,False
124346,3938641,1,0,2,00:00:02.384,Carry,Christoph Baumgartner,Austria,Austria,62.9,43.3,True,2.44833,From Kick Off,,,,,,,,,,,,False,76.9,34.0,16.80743882928033,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Christoph Baumgartner,Austria,0.0,2.0,Pressure,Krzysztof Piątek,Poland,False,57.1,False,False,False
124347,3938641,1,0,3,00:00:03.569,Pressure,Krzysztof Piątek,Poland,Austria,50.7,41.7,,0.563552,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,0,1,1,2,0,0,Carry,Christoph Baumgartner,Austria,0.0,2.0,Pass,Christoph Baumgartner,Austria,False,69.3,False,False,False
124348,3938641,1,0,4,00:00:04.832,Pass,Christoph Baumgartner,Austria,Austria,76.9,34.0,,1.370892,From Kick Off,Marcel Sabitzer,6.484597,Ground Pass,,-1.2246604,79.1,27.9,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,0,1,0,0,Pressure,Krzysztof Piątek,Poland,0.0,3.0,Ball Receipt*,Marcel Sabitzer,Austria,True,43.099999999999994,False,False,True
124349,3938641,1,0,5,00:00:05.133,Ball Receipt*,Marcel Sabitzer,Austria,Austria,79.1,27.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,1,0,1,0,0,Pass,Christoph Baumgartner,Austria,0.0,4.0,Carry,Marcel Sabitzer,Austria,True,40.900000000000006,False,False,False
124350,3938641,1,0,5,00:00:05.133,Carry,Marcel Sabitzer,Austria,Austria,79.1,27.9,True,1.16869,From Kick Off,,,,,,,,,,,,False,82.9,27.9,3.8000000000000114,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Marcel Sabitzer,Austria,0.0,5.0,Block,Piotr Zieliński,Poland,False,40.900000000000006,False,False,False
124351,3938641,1,0,5,00:00:05.133,Block,Piotr Zieliński,Poland,Austria,41.8,47.0,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Carry,Marcel Sabitzer,Austria,0.0,5.0,Pressure,Piotr Zieliński,Poland,True,78.2,False,False,False
124352,3938641,1,0,5,00:00:05.846,Pressure,Piotr Zieliński,Poland,Austria,38.3,50.8,,0.497169,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Block,Piotr Zieliński,Poland,0.0,5.0,Pass,Marcel Sabitzer,Austria,False,81.7,False,False,False
124353,3938641,1,0,6,00:00:06.302,Pass,Marcel Sabitzer,Austria,Austria,82.9,27.9,True,1.090037,From Kick Off,Konrad Laimer,9.654015,Ground Pass,,0.22990443,92.3,30.1,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,1,0,1,0,0,Pressure,Piotr Zieliński,Poland,0.0,5.0,Ball Receipt*,Konrad Laimer,Austria,True,37.099999999999994,False,False,True
124354,3938641,1,0,7,00:00:07.392,Ball Receipt*,Konrad Laimer,Austria,Austria,92.3,30.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pass,Marcel Sabitzer,Austria,0.0,6.0,Carry,Konrad Laimer,Austria,True,27.700000000000003,False,False,False
124355,3938641,1,0,7,00:00:07.392,Carry,Konrad Laimer,Austria,Austria,92.3,30.1,True,1.955034,From Kick Off,,,,,,,,,,,,False,92.1,25.5,4.604345773288538,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Konrad Laimer,Austria,0.0,7.0,Pressure,Jan Bednarek,Poland,False,27.700000000000003,False,False,False
124356,3938641,1,0,7,00:00:07.447,Pressure,Jan Bednarek,Poland,Austria,27.6,51.4,,1.523481,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,1,2,0,0,Carry,Konrad Laimer,Austria,0.0,7.0,Pass,Konrad Laimer,Austria,False,92.4,False,False,False
124357,3938641,1,0,9,00:00:09.347,Pass,Konrad Laimer,Austria,Austria,92.1,25.5,,1.118726,From Kick Off,Philipp Mwene,12.801562,Ground Pass,,-1.0652152,98.3,14.3,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pressure,Jan Bednarek,Poland,0.0,7.0,Ball Receipt*,Philipp Mwene,Austria,True,27.900000000000006,False,False,False
124358,3938641,1,0,10,00:00:10.465,Ball Receipt*,Philipp Mwene,Austria,Austria,98.3,14.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,0,1,0,0,Pass,Konrad Laimer,Austria,0.0,9.0,Carry,Philipp Mwene,Austria,True,21.700000000000003,False,True,False
124359,3938641,1,0,10,00:00:10.465,Carry,Philipp Mwene,Austria,Austria,98.3,14.3,True,1.013021,From Kick Off,,,,,,,,,,,,False,97.3,11.5,2.9732137494637016,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Philipp Mwene,Austria,0.0,10.0,Pressure,Przemysław Frankowski,Poland,False,21.700000000000003,False,True,False
124360,3938641,1,0,11,00:00:11.057,Pressure,Przemysław Frankowski,Poland,Austria,21.4,66.4,,0.39705,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,1,2,0,0,Carry,Philipp Mwene,Austria,0.0,10.0,Pass,Philipp Mwene,Austria,False,98.6,False,False,False
124361,3938641,1,0,11,00:00:11.478,Pass,Philipp Mwene,Austria,Austria,97.3,11.5,,0.694964,From Kick Off,Florian Grillitsch,14.598972,Ground Pass,,2.086544,90.1,24.2,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,0,1,0,0,Pressure,Przemysław Frankowski,Poland,0.0,11.0,Ball Receipt*,Florian Grillitsch,Austria,True,22.700000000000003,False,True,True
124362,3938641,1,0,12,00:00:12.173,Ball Receipt*,Florian Grillitsch,Austria,Austria,90.1,24.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pass,Philipp Mwene,Austria,0.0,11.0,Carry,Florian Grillitsch,Austria,True,29.900000000000006,False,False,False
124363,3938641,1,0,12,00:00:12.173,Carry,Florian Grillitsch,Austria,Austria,90.1,24.2,True,0.259339,From Kick Off,,,,,,,,,,,,False,90.3,22.5,1.7117242768623686,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Florian Grillitsch,Austria,0.0,12.0,Pressure,Krzysztof Piątek,Poland,False,29.900000000000006,False,False,False
124364,3938641,1,0,12,00:00:12.232,Pressure,Krzysztof Piątek,Poland,Austria,31.0,59.2,,0.252177,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,0,1,1,2,0,0,Carry,Florian Grillitsch,Austria,0.0,12.0,Pass,Florian Grillitsch,Austria,False,89.0,False,False,False
124365,3938641,1,0,12,00:00:12.433,Pass,Florian Grillitsch,Austria,Austria,90.3,22.5,True,0.965412,From Kick Off,Konrad Laimer,11.34372,Ground Pass,,-1.4114447,92.1,11.3,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pressure,Krzysztof Piątek,Poland,0.0,12.0,Ball Receipt*,Konrad Laimer,Austria,True,29.700000000000003,False,False,True
124366,3938641,1,0,13,00:00:13.398,Ball Receipt*,Konrad Laimer,Austria,Austria,92.1,11.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pass,Florian Grillitsch,Austria,0.0,12.0,Carry,Konrad Laimer,Austria,True,27.900000000000006,False,False,False
124367,3938641,1,0,13,00:00:13.398,Carry,Konrad Laimer,Austria,Austria,92.1,11.3,,2.715216,From Kick Off,,,,,,,,,,,,False,104.0,15.1,12.491997438360293,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Konrad Laimer,Austria,0.0,13.0,Pass,Konrad Laimer,Austria,True,27.900000000000006,False,False,False
124368,3938641,1,0,16,00:00:16.113,Pass,Konrad Laimer,Austria,Austria,104.0,15.1,,0.714884,From Kick Off,Philipp Mwene,9.104943,Ground Pass,,-1.5378412,104.3,6.0,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Carry,Konrad Laimer,Austria,0.0,13.0,Ball Receipt*,Philipp Mwene,Austria,True,16.0,False,True,False
124369,3938641,1,0,16,00:00:16.828,Ball Receipt*,Philipp Mwene,Austria,Austria,104.3,6.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,0,1,0,0,Pass,Konrad Laimer,Austria,0.0,16.0,Carry,Philipp Mwene,Austria,True,15.700000000000003,False,True,False
124370,3938641,1,0,16,00:00:16.828,Carry,Philipp Mwene,Austria,Austria,104.3,6.0,,3.163476,From Kick Off,,,,,,,,,,,,False,100.9,9.1,4.60108682813093,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Philipp Mwene,Austria,0.0,16.0,Pass,Philipp Mwene,Austria,True,15.700000000000003,False,True,False
124371,3938641,1,0,19,00:00:19.992,Pass,Philipp Mwene,Austria,Austria,100.9,9.1,,0.977011,From Kick Off,Nicolas Seiwald,9.848858,Ground Pass,,-2.9163158,91.3,6.9,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,0,1,0,0,Carry,Philipp Mwene,Austria,0.0,16.0,Ball Receipt*,Nicolas Seiwald,Austria,True,19.099999999999994,False,True,False
124372,3938641,1,0,20,00:00:20.969,Ball Receipt*,Nicolas Seiwald,Austria,Austria,91.3,6.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pass,Philipp Mwene,Austria,0.0,19.0,Carry,Nicolas Seiwald,Austria,True,28.700000000000003,False,False,False
124373,3938641,1,0,20,00:00:20.969,Carry,Nicolas Seiwald,Austria,Austria,91.3,6.9,,0.799999,From Kick Off,,,,,,,,,,,,False,92.5,6.9,1.2000000000000028,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Nicolas Seiwald,Austria,0.0,20.0,Pass,Nicolas Seiwald,Austria,True,28.700000000000003,False,False,False
124374,3938641,1,0,21,00:00:21.769,Pass,Nicolas Seiwald,Austria,Austria,92.5,6.9,,0.71773,From Kick Off,Philipp Mwene,9.459387,Ground Pass,,-0.23472261,101.7,4.7,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Carry,Nicolas Seiwald,Austria,0.0,20.0,Ball Receipt*,Philipp Mwene,Austria,True,27.5,False,False,False
124375,3938641,1,0,22,00:00:22.486,Ball Receipt*,Philipp Mwene,Austria,Austria,101.7,4.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,0,1,0,0,Pass,Nicolas Seiwald,Austria,0.0,21.0,Carry,Philipp Mwene,Austria,True,18.299999999999997,False,True,False
124376,3938641,1,0,22,00:00:22.486,Carry,Philipp Mwene,Austria,Austria,101.7,4.7,,1.599999,From Kick Off,,,,,,,,,,,,False,104.7,5.5,3.104834939252005,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Philipp Mwene,Austria,0.0,22.0,Pass,Philipp Mwene,Austria,True,18.299999999999997,False,True,False
124377,3938641,1,0,24,00:00:24.086,Pass,Philipp Mwene,Austria,Austria,104.7,5.5,,1.638202,From Kick Off,Marcel Sabitzer,20.700241,Ground Pass,,0.9224643,117.2,22.0,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,0,1,0,0,Carry,Philipp Mwene,Austria,0.0,22.0,Ball Receipt*,Marcel Sabitzer,Austria,True,15.299999999999997,False,True,False
124378,3938641,1,0,25,00:00:25.725,Ball Receipt*,Marcel Sabitzer,Austria,Austria,117.2,22.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,1,0,1,0,0,Pass,Philipp Mwene,Austria,0.0,24.0,Carry,Marcel Sabitzer,Austria,True,2.799999999999997,False,True,False
124379,3938641,1,0,25,00:00:25.725,Carry,Marcel Sabitzer,Austria,Austria,117.2,22.0,,0.037859,From Kick Off,,,,,,,,,,,,False,117.2,22.0,0.0,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Marcel Sabitzer,Austria,0.0,25.0,Pass,Marcel Sabitzer,Austria,True,2.799999999999997,False,True,False
124380,3938641,1,0,25,00:00:25.763,Pass,Marcel Sabitzer,Austria,Austria,117.2,22.0,,0.390256,From Kick Off,,11.7652025,Ground Pass,Incomplete,1.9086745,113.3,33.1,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,1,0,1,0,0,Carry,Marcel Sabitzer,Austria,0.0,25.0,Clearance,Bartosz Slisz,Poland,False,2.799999999999997,False,True,False
124381,3938641,1,0,26,00:00:26.153,Clearance,Bartosz Slisz,Poland,Austria,6.8,47.0,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,1,1,2,0,0,Pass,Marcel Sabitzer,Austria,0.0,25.0,Pass,Philipp Mwene,Austria,False,113.2,False,False,False
124382,3938641,1,0,45,00:00:45.036,Pass,Philipp Mwene,Austria,Austria,110.8,0.1,,2.159694,From Throw In,Marko Arnautović,32.18012,High Pass,Incomplete,1.4649434,114.2,32.1,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,0,1,0,0,Clearance,Bartosz Slisz,Poland,0.0,26.0,Ball Receipt*,Marko Arnautović,Austria,True,9.200000000000003,False,True,False
124383,3938641,1,0,47,00:00:47.196,Ball Receipt*,Marko Arnautović,Austria,Austria,113.5,29.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,0,1,0,0,Pass,Philipp Mwene,Austria,0.0,45.0,Clearance,Paweł Dawidowicz,Poland,False,6.5,False,True,False
124384,3938641,1,0,47,00:00:47.196,Clearance,Paweł Dawidowicz,Poland,Austria,5.9,48.0,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,1,1,2,0,0,Ball Receipt*,Marko Arnautović,Austria,0.0,47.0,Pressure,Przemysław Frankowski,Poland,True,114.1,False,False,False
124385,3938641,1,0,49,00:00:49.522,Pressure,Przemysław Frankowski,Poland,Austria,10.9,66.9,,0.659512,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,1,2,0,0,Clearance,Paweł Dawidowicz,Poland,0.0,47.0,Ball Recovery,Philipp Mwene,Austria,False,109.1,False,False,False
124386,3938641,1,0,49,00:00:49.567,Ball Recovery,Philipp Mwene,Austria,Austria,108.9,14.1,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,0,1,0,0,Pressure,Przemysław Frankowski,Poland,0.0,49.0,Carry,Philipp Mwene,Austria,True,11.099999999999994,False,True,True
124387,3938641,1,0,49,00:00:49.567,Carry,Philipp Mwene,Austria,Austria,108.9,14.1,True,0.608786,From Throw In,,,,,,,,,,,,False,110.8,15.9,2.6172504656604745,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,0,1,0,0,Ball Recovery,Philipp Mwene,Austria,0.0,49.0,Dribbled Past,Przemysław Frankowski,Poland,False,11.099999999999994,False,True,False
124388,3938641,1,0,50,00:00:50.176,Dribbled Past,Przemysław Frankowski,Poland,Austria,9.3,64.2,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,1,2,0,0,Carry,Philipp Mwene,Austria,0.0,49.0,Dribble,Philipp Mwene,Austria,False,110.7,False,False,False
124389,3938641,1,0,50,00:00:50.176,Dribble,Philipp Mwene,Austria,Austria,110.8,15.9,True,0.0,From Throw In,,,,,,,,,,,,False,,,,Incomplete,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,0,1,0,0,Dribbled Past,Przemysław Frankowski,Poland,0.0,50.0,Pass,Jakub Piotrowski,Poland,False,9.200000000000003,False,True,False
124390,3938641,1,0,52,00:00:52.059,Pass,Jakub Piotrowski,Poland,Austria,7.1,58.4,,1.717554,From Throw In,Przemysław Frankowski,12.360016,Low Pass,Incomplete,0.92891335,14.5,68.3,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Dribble,Philipp Mwene,Austria,0.0,50.0,Ball Receipt*,Przemysław Frankowski,Poland,True,112.9,False,False,False
124391,3938641,1,0,53,00:00:53.776,Ball Receipt*,Przemysław Frankowski,Poland,Austria,11.2,69.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,1,2,0,0,Pass,Jakub Piotrowski,Poland,0.0,52.0,Ball Recovery,Marcel Sabitzer,Austria,False,108.8,False,False,False
124392,3938641,1,0,53,00:00:53.776,Ball Recovery,Marcel Sabitzer,Austria,Austria,105.6,11.8,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Przemysław Frankowski,Poland,0.0,53.0,Carry,Marcel Sabitzer,Austria,True,14.400000000000006,False,True,False
124393,3938641,1,0,53,00:00:53.776,Carry,Marcel Sabitzer,Austria,Austria,105.6,11.8,True,1.165367,From Throw In,,,,,,,,,,,,False,98.8,3.8,10.499523798725347,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,1,0,1,0,0,Ball Recovery,Marcel Sabitzer,Austria,0.0,53.0,Pressure,Przemysław Frankowski,Poland,False,14.400000000000006,False,True,False
124394,3938641,1,0,53,00:00:53.966,Pressure,Przemysław Frankowski,Poland,Austria,19.1,73.2,,0.369582,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,1,2,0,0,Carry,Marcel Sabitzer,Austria,0.0,53.0,Pass,Marcel Sabitzer,Austria,False,100.9,False,False,False
124395,3938641,1,0,54,00:00:54.942,Pass,Marcel Sabitzer,Austria,Austria,98.8,3.8,,1.376334,From Throw In,Nicolas Seiwald,18.97472,Ground Pass,,2.138334,88.6,19.8,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,1,0,1,0,0,Pressure,Przemysław Frankowski,Poland,0.0,53.0,Ball Receipt*,Nicolas Seiwald,Austria,True,21.200000000000003,False,True,True
124396,3938641,1,0,56,00:00:56.318,Ball Receipt*,Nicolas Seiwald,Austria,Austria,88.6,19.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pass,Marcel Sabitzer,Austria,0.0,54.0,Carry,Nicolas Seiwald,Austria,True,31.400000000000006,False,False,False
124397,3938641,1,0,56,00:00:56.318,Carry,Nicolas Seiwald,Austria,Austria,88.6,19.8,True,1.033946,From Throw In,,,,,,,,,,,,False,85.7,21.3,3.264965543462894,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Nicolas Seiwald,Austria,0.0,56.0,Pressure,Adam Buksa,Poland,False,31.400000000000006,False,False,False
124398,3938641,1,0,57,00:00:57.018,Pressure,Adam Buksa,Poland,Austria,32.3,57.6,,0.403027,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,1,1,2,1,0,Carry,Nicolas Seiwald,Austria,0.0,56.0,Pass,Nicolas Seiwald,Austria,False,87.7,False,False,False
124399,3938641,1,0,57,00:00:57.352,Pass,Nicolas Seiwald,Austria,Austria,85.7,21.3,True,0.996038,From Throw In,Stefan Posch,22.67708,Ground Pass,,1.9693187,76.9,42.2,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pressure,Adam Buksa,Poland,0.0,57.0,Ball Receipt*,Stefan Posch,Austria,True,34.3,False,False,True
124400,3938641,1,0,58,00:00:58.348,Ball Receipt*,Stefan Posch,Austria,Austria,76.9,42.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,1,0,1,0,0,Pass,Nicolas Seiwald,Austria,0.0,57.0,Carry,Stefan Posch,Austria,True,43.099999999999994,False,False,False
124401,3938641,1,0,58,00:00:58.348,Carry,Stefan Posch,Austria,Austria,76.9,42.2,True,1.680292,From Throw In,,,,,,,,,,,,False,81.5,42.0,4.60434577328853,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Stefan Posch,Austria,0.0,58.0,Pressure,Bartosz Slisz,Poland,False,43.099999999999994,False,False,False
124402,3938641,1,0,59,00:00:59.718,Pressure,Bartosz Slisz,Poland,Austria,35.2,28.9,,0.285461,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,1,1,2,0,0,Carry,Stefan Posch,Austria,0.0,58.0,Shot,Stefan Posch,Austria,False,84.8,False,False,False
124403,3938641,1,1,0,00:01:00.028,Shot,Stefan Posch,Austria,Austria,81.5,42.0,,0.016685,From Throw In,,,,,,,,Saved,0.005845531,Right Foot,Normal,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,1,0,1,0,0,Pressure,Bartosz Slisz,Poland,0.0,59.0,Block,Bartosz Slisz,Poland,False,38.5,False,False,False
124404,3938641,1,1,0,00:01:00.045,Block,Bartosz Slisz,Poland,Austria,35.4,38.0,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,1,1,2,0,0,Shot,Stefan Posch,Austria,1.0,0.0,Goal Keeper,Wojciech Szczęsny,Poland,True,84.6,False,False,False
124405,3938641,1,1,1,00:01:01.812,Goal Keeper,Wojciech Szczęsny,Poland,Poland,2.6,39.8,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,1,1,2,0,0,Block,Bartosz Slisz,Poland,1.0,0.0,Pass,Wojciech Szczęsny,Poland,True,117.4,False,False,False
124406,3938641,1,1,12,00:01:12.646,Pass,Wojciech Szczęsny,Poland,Poland,9.3,37.3,,2.149925,From Keeper,Paweł Dawidowicz,8.781799,Ground Pass,,-1.0460006,13.7,29.7,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,1,1,2,0,0,Goal Keeper,Wojciech Szczęsny,Poland,1.0,1.0,Ball Receipt*,Paweł Dawidowicz,Poland,True,110.7,False,False,False
124407,3938641,1,1,14,00:01:14.796,Ball Receipt*,Paweł Dawidowicz,Poland,Poland,13.7,29.7,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,1,1,2,0,0,Pass,Wojciech Szczęsny,Poland,1.0,12.0,Pass,Paweł Dawidowicz,Poland,True,106.3,False,False,False
124408,3938641,1,1,14,00:01:14.853,Pass,Paweł Dawidowicz,Poland,Poland,21.4,25.5,,0.923685,From Keeper,Jakub Piotr Kiwior,20.510485,Ground Pass,,-1.1595026,29.6,6.7,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,1,1,2,0,0,Ball Receipt*,Paweł Dawidowicz,Poland,1.0,14.0,Ball Receipt*,Jakub Piotr Kiwior,Poland,True,98.6,False,False,False
