event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Portugal_score,Slovenia_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
48350,3941020,1,0,0,00:00:00.000,Starting XI,,Portugal,Portugal,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,0,1,5,3,0,0,,,,,,Starting XI,,Slovenia,False,,False,,False
48351,3941020,1,0,0,00:00:00.000,Starting XI,,Slovenia,Portugal,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,3,0,2,2,0,0,Starting XI,,Portugal,0.0,0.0,Half Start,,Portugal,False,,False,,False
48352,3941020,1,0,0,00:00:00.000,Half Start,,Portugal,Portugal,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,0,1,5,3,0,0,Starting XI,,Slovenia,0.0,0.0,Half Start,,Slovenia,False,,False,,False
48353,3941020,1,0,0,00:00:00.000,Half Start,,Slovenia,Portugal,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,3,0,2,2,0,0,Half Start,,Portugal,0.0,0.0,Pass,Bruno Miguel Borges Fernandes,Portugal,False,,False,,False
48354,3941020,1,0,0,00:00:00.547,Pass,Bruno Miguel Borges Fernandes,Portugal,Portugal,61.0,40.1,,1.337765,From Kick Off,Nuno Mendes,20.50878,Ground Pass,,-3.1123328,40.5,39.5,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,0,1,5,3,1,0,Half Start,,Slovenia,0.0,0.0,Ball Receipt*,Nuno Mendes,Portugal,True,59.0,False,False,False
48355,3941020,1,0,1,00:00:01.885,Ball Receipt*,Nuno Mendes,Portugal,Portugal,40.5,39.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,1,5,3,0,0,Pass,Bruno Miguel Borges Fernandes,Portugal,0.0,0.0,Carry,Nuno Mendes,Portugal,True,79.5,False,False,False
48356,3941020,1,0,1,00:00:01.885,Carry,Nuno Mendes,Portugal,Portugal,40.5,39.5,,1.567461,From Kick Off,,,,,,,,,,,,False,45.3,40.2,4.850773134253959,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,1,5,3,0,0,Ball Receipt*,Nuno Mendes,Portugal,0.0,1.0,Pass,Nuno Mendes,Portugal,True,79.5,False,False,False
48357,3941020,1,0,3,00:00:03.453,Pass,Nuno Mendes,Portugal,Portugal,45.3,40.2,,3.027435,From Kick Off,,51.62887,High Pass,Incomplete,0.34992936,93.8,57.9,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,1,5,3,0,0,Carry,Nuno Mendes,Portugal,0.0,1.0,Interception,Jaka Bijol,Slovenia,False,74.7,False,False,False
48358,3941020,1,0,6,00:00:06.480,Interception,Jaka Bijol,Slovenia,Portugal,26.3,22.2,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,3,0,2,2,0,0,Pass,Nuno Mendes,Portugal,0.0,3.0,Ball Recovery,Bernardo Mota Veiga de Carvalho e Silva,Portugal,False,93.7,False,False,False
48359,3941020,1,0,8,00:00:08.013,Ball Recovery,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Portugal,106.9,70.5,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,1,5,3,1,0,Interception,Jaka Bijol,Slovenia,0.0,6.0,Carry,Bernardo Mota Veiga de Carvalho e Silva,Portugal,True,13.099999999999994,False,True,False
48360,3941020,1,0,8,00:00:08.013,Carry,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Portugal,106.9,70.5,True,1.87586,From Kick Off,,,,,,,,,,,,False,111.8,74.2,6.140032573203496,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,1,5,3,1,0,Ball Recovery,Bernardo Mota Veiga de Carvalho e Silva,Portugal,0.0,8.0,Pressure,Jure Balkovec,Slovenia,False,13.099999999999994,False,True,False
48361,3941020,1,0,8,00:00:08.539,Pressure,Jure Balkovec,Slovenia,Portugal,9.2,7.7,,1.402074,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,3,0,2,2,0,0,Carry,Bernardo Mota Veiga de Carvalho e Silva,Portugal,0.0,8.0,Pass,Bernardo Mota Veiga de Carvalho e Silva,Portugal,False,110.8,False,False,False
48362,3941020,1,0,9,00:00:09.888,Pass,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Portugal,111.8,74.2,True,0.3254,From Kick Off,João Pedro Cavaco Cancelo,3.354102,Ground Pass,Incomplete,2.961739,108.5,74.8,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,1,5,3,1,0,Pressure,Jure Balkovec,Slovenia,0.0,8.0,Ball Receipt*,João Pedro Cavaco Cancelo,Portugal,True,8.200000000000003,False,True,True
48363,3941020,1,0,10,00:00:10.214,Ball Receipt*,João Pedro Cavaco Cancelo,Portugal,Portugal,98.5,76.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,1,5,3,0,0,Pass,Bernardo Mota Veiga de Carvalho e Silva,Portugal,0.0,9.0,Block,Jan Mlakar,Slovenia,False,21.5,False,True,False
48364,3941020,1,0,10,00:00:10.214,Block,Jan Mlakar,Slovenia,Portugal,11.6,5.3,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,0,0,0,3,0,2,2,0,0,Ball Receipt*,João Pedro Cavaco Cancelo,Portugal,0.0,10.0,Pass,João Pedro Cavaco Cancelo,Portugal,False,108.4,False,False,False
48365,3941020,1,0,15,00:00:15.514,Pass,João Pedro Cavaco Cancelo,Portugal,Portugal,107.3,80.0,,0.783642,From Throw In,Bernardo Mota Veiga de Carvalho e Silva,11.986659,Low Pass,,-0.44872335,118.1,74.8,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,1,5,3,0,0,Block,Jan Mlakar,Slovenia,0.0,10.0,Ball Receipt*,Bernardo Mota Veiga de Carvalho e Silva,Portugal,True,12.700000000000003,False,True,False
48366,3941020,1,0,16,00:00:16.298,Ball Receipt*,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Portugal,118.1,74.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,1,5,3,1,0,Pass,João Pedro Cavaco Cancelo,Portugal,0.0,15.0,Pass,Bernardo Mota Veiga de Carvalho e Silva,Portugal,True,1.9000000000000057,False,True,False
48367,3941020,1,0,16,00:00:16.298,Pass,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Portugal,118.1,74.8,,0.778094,From Throw In,João Pedro Cavaco Cancelo,8.348653,Ground Pass,,2.8122666,110.2,77.5,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,1,5,3,1,0,Ball Receipt*,Bernardo Mota Veiga de Carvalho e Silva,Portugal,0.0,16.0,Ball Receipt*,João Pedro Cavaco Cancelo,Portugal,True,1.9000000000000057,False,True,False
48368,3941020,1,0,17,00:00:17.076,Ball Receipt*,João Pedro Cavaco Cancelo,Portugal,Portugal,110.2,77.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,1,5,3,0,0,Pass,Bernardo Mota Veiga de Carvalho e Silva,Portugal,0.0,16.0,Carry,João Pedro Cavaco Cancelo,Portugal,True,9.799999999999997,False,True,False
48369,3941020,1,0,17,00:00:17.076,Carry,João Pedro Cavaco Cancelo,Portugal,Portugal,110.2,77.5,True,1.127573,From Throw In,,,,,,,,,,,,False,109.8,78.6,1.1704699910719591,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,1,5,3,0,0,Ball Receipt*,João Pedro Cavaco Cancelo,Portugal,0.0,17.0,Pressure,Jan Mlakar,Slovenia,False,9.799999999999997,False,True,False
48370,3941020,1,0,17,00:00:17.589,Pressure,Jan Mlakar,Slovenia,Portugal,9.9,3.5,,0.579286,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,0,0,0,3,0,2,2,0,0,Carry,João Pedro Cavaco Cancelo,Portugal,0.0,17.0,Pass,João Pedro Cavaco Cancelo,Portugal,False,110.1,False,False,False
48371,3941020,1,0,18,00:00:18.203,Pass,João Pedro Cavaco Cancelo,Portugal,Portugal,109.8,78.6,,0.519812,From Throw In,Bernardo Mota Veiga de Carvalho e Silva,4.4,Ground Pass,Pass Offside,0.0,114.2,78.6,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,1,5,3,0,0,Pressure,Jan Mlakar,Slovenia,0.0,17.0,Ball Receipt*,Bernardo Mota Veiga de Carvalho e Silva,Portugal,True,10.200000000000003,False,True,True
48372,3941020,1,0,18,00:00:18.723,Ball Receipt*,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Portugal,114.2,78.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,1,5,3,1,0,Pass,João Pedro Cavaco Cancelo,Portugal,0.0,18.0,Pass,Jan Oblak,Slovenia,False,5.799999999999997,False,True,False
48373,3941020,1,0,39,00:00:39.335,Pass,Jan Oblak,Slovenia,Slovenia,8.1,5.7,,3.511954,From Free Kick,Benjamin Šeško,59.453007,High Pass,Incomplete,0.22906813,66.0,19.2,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,3,0,2,2,0,0,Ball Receipt*,Bernardo Mota Veiga de Carvalho e Silva,Portugal,0.0,18.0,Ball Receipt*,Benjamin Šeško,Slovenia,True,111.9,False,False,False
48374,3941020,1,0,42,00:00:42.847,Ball Receipt*,Benjamin Šeško,Slovenia,Slovenia,65.2,19.2,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,3,0,2,2,0,0,Pass,Jan Oblak,Slovenia,0.0,39.0,Duel,Benjamin Šeško,Slovenia,True,54.8,False,False,False
48375,3941020,1,0,42,00:00:42.847,Duel,Benjamin Šeško,Slovenia,Slovenia,66.0,19.2,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,3,0,2,2,0,0,Ball Receipt*,Benjamin Šeško,Slovenia,0.0,42.0,Clearance,Rúben Santos Gato Alves Dias,Portugal,False,54.0,False,False,False
48376,3941020,1,0,42,00:00:42.847,Clearance,Rúben Santos Gato Alves Dias,Portugal,Slovenia,54.1,60.9,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,0,1,5,3,0,0,Duel,Benjamin Šeško,Slovenia,0.0,42.0,Pass,Jure Balkovec,Slovenia,False,65.9,False,False,False
48377,3941020,1,1,0,00:01:00.489,Pass,Jure Balkovec,Slovenia,Slovenia,72.6,0.1,,1.541647,From Throw In,Jaka Bijol,22.463526,Low Pass,,2.9171295,50.7,5.1,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,3,0,2,2,0,0,Clearance,Rúben Santos Gato Alves Dias,Portugal,0.0,42.0,Ball Receipt*,Jaka Bijol,Slovenia,True,47.400000000000006,False,False,False
48378,3941020,1,1,2,00:01:02.031,Ball Receipt*,Jaka Bijol,Slovenia,Slovenia,50.7,5.1,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,3,0,2,2,0,0,Pass,Jure Balkovec,Slovenia,1.0,0.0,Pass,Jaka Bijol,Slovenia,True,69.3,False,False,False
48379,3941020,1,1,2,00:01:02.842,Pass,Jaka Bijol,Slovenia,Slovenia,51.8,5.1,,0.897993,From Throw In,Jure Balkovec,8.91852,Ground Pass,,-0.30756712,60.3,2.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,3,0,2,2,0,0,Ball Receipt*,Jaka Bijol,Slovenia,1.0,2.0,Ball Receipt*,Jure Balkovec,Slovenia,True,68.2,False,False,False
48380,3941020,1,1,3,00:01:03.740,Ball Receipt*,Jure Balkovec,Slovenia,Slovenia,60.3,2.4,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,3,0,2,2,0,0,Pass,Jaka Bijol,Slovenia,1.0,2.0,Carry,Jure Balkovec,Slovenia,True,59.7,False,False,False
48381,3941020,1,1,3,00:01:03.740,Carry,Jure Balkovec,Slovenia,Slovenia,60.3,2.4,,1.068234,From Throw In,,,,,,,,,,,,False,58.4,2.2,1.9104973174542785,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,3,0,2,2,0,0,Ball Receipt*,Jure Balkovec,Slovenia,1.0,3.0,Pass,Jure Balkovec,Slovenia,True,59.7,False,False,False
48382,3941020,1,1,4,00:01:04.808,Pass,Jure Balkovec,Slovenia,Slovenia,58.4,2.2,,2.346329,From Throw In,Andraž Šporar,34.94939,High Pass,Incomplete,0.8177755,82.3,27.7,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,3,0,2,2,0,0,Carry,Jure Balkovec,Slovenia,1.0,3.0,Ball Receipt*,Andraž Šporar,Slovenia,True,61.6,False,False,False
48383,3941020,1,1,7,00:01:07.154,Ball Receipt*,Andraž Šporar,Slovenia,Slovenia,82.3,27.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,3,0,2,2,0,0,Pass,Jure Balkovec,Slovenia,1.0,4.0,Duel,Andraž Šporar,Slovenia,True,37.7,False,False,False
48384,3941020,1,1,7,00:01:07.154,Duel,Andraž Šporar,Slovenia,Slovenia,82.3,27.7,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,3,0,2,2,0,0,Ball Receipt*,Andraž Šporar,Slovenia,1.0,7.0,Clearance,Kléper Laveran Lima Ferreira,Portugal,False,37.7,False,False,False
48385,3941020,1,1,7,00:01:07.154,Clearance,Kléper Laveran Lima Ferreira,Portugal,Slovenia,37.8,52.4,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,1,5,3,0,0,Duel,Andraž Šporar,Slovenia,1.0,7.0,Ball Recovery,Petar Stojanović,Slovenia,False,82.2,False,False,False
48386,3941020,1,1,9,00:01:09.289,Ball Recovery,Petar Stojanović,Slovenia,Slovenia,75.4,27.3,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,3,0,2,2,0,0,Clearance,Kléper Laveran Lima Ferreira,Portugal,1.0,7.0,Carry,Petar Stojanović,Slovenia,True,44.599999999999994,False,False,False
48387,3941020,1,1,9,00:01:09.289,Carry,Petar Stojanović,Slovenia,Slovenia,75.4,27.3,True,0.928913,From Throw In,,,,,,,,,,,,False,77.2,25.7,2.408318915758458,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,3,0,2,2,0,0,Ball Recovery,Petar Stojanović,Slovenia,1.0,9.0,Pressure,João Maria Lobo Alves Palhinha Gonçalves,Portugal,False,44.599999999999994,False,False,False
48388,3941020,1,1,9,00:01:09.772,Pressure,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Slovenia,42.7,53.8,,0.327538,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,1,5,3,0,0,Carry,Petar Stojanović,Slovenia,1.0,9.0,Dribbled Past,João Maria Lobo Alves Palhinha Gonçalves,Portugal,True,77.3,False,False,False
48389,3941020,1,1,10,00:01:10.218,Dribbled Past,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Slovenia,42.9,54.4,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,1,5,3,0,0,Pressure,João Maria Lobo Alves Palhinha Gonçalves,Portugal,1.0,9.0,Dribble,Petar Stojanović,Slovenia,False,77.1,False,False,True
48390,3941020,1,1,10,00:01:10.218,Dribble,Petar Stojanović,Slovenia,Slovenia,77.2,25.7,True,0.0,From Throw In,,,,,,,,,,,,False,,,,Complete,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,3,0,2,2,0,0,Dribbled Past,João Maria Lobo Alves Palhinha Gonçalves,Portugal,1.0,10.0,Carry,Petar Stojanović,Slovenia,True,42.8,False,False,False
48391,3941020,1,1,10,00:01:10.218,Carry,Petar Stojanović,Slovenia,Slovenia,77.2,25.7,True,0.526988,From Throw In,,,,,,,,,,,,False,76.1,21.6,4.244997055358225,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,3,0,2,2,0,0,Dribble,Petar Stojanović,Slovenia,1.0,10.0,Ball Recovery,Timi Elšnik,Slovenia,True,42.8,False,False,False
48392,3941020,1,1,10,00:01:10.745,Ball Recovery,Timi Elšnik,Slovenia,Slovenia,76.1,21.6,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,3,0,2,2,0,0,Carry,Petar Stojanović,Slovenia,1.0,10.0,Carry,Timi Elšnik,Slovenia,True,43.900000000000006,False,False,False
48393,3941020,1,1,10,00:01:10.745,Carry,Timi Elšnik,Slovenia,Slovenia,76.1,21.6,,2.157179,From Throw In,,,,,,,,,,,,False,84.7,17.3,9.615092303249105,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,3,0,2,2,0,0,Ball Recovery,Timi Elšnik,Slovenia,1.0,10.0,Pass,Timi Elšnik,Slovenia,True,43.900000000000006,False,False,False
48394,3941020,1,1,12,00:01:12.902,Pass,Timi Elšnik,Slovenia,Slovenia,84.7,17.3,,1.798845,From Throw In,Andraž Šporar,28.500702,High Pass,Incomplete,0.76803017,105.2,37.1,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,3,0,2,2,0,0,Carry,Timi Elšnik,Slovenia,1.0,10.0,Ball Receipt*,Andraž Šporar,Slovenia,True,35.3,False,False,False
48395,3941020,1,1,14,00:01:14.701,Ball Receipt*,Andraž Šporar,Slovenia,Slovenia,101.1,39.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,3,0,2,2,0,0,Pass,Timi Elšnik,Slovenia,1.0,12.0,Clearance,Nuno Mendes,Portugal,False,18.900000000000006,False,True,False
48396,3941020,1,1,14,00:01:14.701,Clearance,Nuno Mendes,Portugal,Slovenia,14.9,43.0,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,1,5,3,0,0,Ball Receipt*,Andraž Šporar,Slovenia,1.0,14.0,Pass,João Pedro Cavaco Cancelo,Portugal,True,105.1,False,False,False
48397,3941020,1,1,18,00:01:18.753,Pass,João Pedro Cavaco Cancelo,Portugal,Slovenia,6.2,78.3,,0.687397,From Throw In,,10.248902,High Pass,Incomplete,-0.097726904,16.4,77.3,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,1,5,3,0,0,Clearance,Nuno Mendes,Portugal,1.0,14.0,Pass,Timi Elšnik,Slovenia,False,113.8,False,False,False
48398,3941020,1,1,19,00:01:19.440,Pass,Timi Elšnik,Slovenia,Slovenia,103.7,2.8,,1.583286,From Throw In,,18.258423,High Pass,Incomplete,1.702624,101.3,20.9,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,3,0,2,2,0,0,Pass,João Pedro Cavaco Cancelo,Portugal,1.0,18.0,Ball Recovery,João Maria Lobo Alves Palhinha Gonçalves,Portugal,False,16.299999999999997,False,True,False
48399,3941020,1,1,21,00:01:21.023,Ball Recovery,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Portugal,18.8,59.2,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,1,5,3,0,0,Pass,Timi Elšnik,Slovenia,1.0,19.0,Carry,João Maria Lobo Alves Palhinha Gonçalves,Portugal,True,101.2,False,False,False
48400,3941020,1,1,21,00:01:21.023,Carry,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Portugal,18.8,59.2,True,2.917783,Regular Play,,,,,,,,,,,,False,9.3,75.1,18.521878954360968,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,1,5,3,0,0,Ball Recovery,João Maria Lobo Alves Palhinha Gonçalves,Portugal,1.0,21.0,Pressure,Benjamin Šeško,Slovenia,False,101.2,False,False,False
48401,3941020,1,1,21,00:01:21.745,Pressure,Benjamin Šeško,Slovenia,Portugal,104.8,13.2,,1.930912,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,3,0,2,2,0,0,Carry,João Maria Lobo Alves Palhinha Gonçalves,Portugal,1.0,21.0,Foul Committed,Benjamin Šeško,Slovenia,True,15.200000000000003,False,True,False
48402,3941020,1,1,23,00:01:23.941,Foul Committed,Benjamin Šeško,Slovenia,Portugal,110.8,5.0,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,3,0,2,2,0,0,Pressure,Benjamin Šeško,Slovenia,1.0,21.0,Foul Won,João Maria Lobo Alves Palhinha Gonçalves,Portugal,False,9.200000000000003,False,True,False
48403,3941020,1,1,23,00:01:23.941,Foul Won,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Portugal,9.3,75.1,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,1,5,3,0,0,Foul Committed,Benjamin Šeško,Slovenia,1.0,23.0,Pass,Rúben Santos Gato Alves Dias,Portugal,True,110.7,False,False,False
48404,3941020,1,1,39,00:01:39.914,Pass,Rúben Santos Gato Alves Dias,Portugal,Portugal,18.0,69.5,,2.166893,From Free Kick,Diogo Meireles Costa,20.407106,Ground Pass,,-2.0717075,8.2,51.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,0,1,5,3,0,0,Foul Won,João Maria Lobo Alves Palhinha Gonçalves,Portugal,1.0,23.0,Ball Receipt*,Diogo Meireles Costa,Portugal,True,102.0,False,False,False
48405,3941020,1,1,42,00:01:42.081,Ball Receipt*,Diogo Meireles Costa,Portugal,Portugal,8.2,51.6,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,0,1,5,3,0,0,Pass,Rúben Santos Gato Alves Dias,Portugal,1.0,39.0,Carry,Diogo Meireles Costa,Portugal,True,111.8,False,False,False
48406,3941020,1,1,42,00:01:42.081,Carry,Diogo Meireles Costa,Portugal,Portugal,8.2,51.6,,1.199471,From Free Kick,,,,,,,,,,,,False,10.3,49.3,3.1144823004794917,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,0,1,5,3,0,0,Ball Receipt*,Diogo Meireles Costa,Portugal,1.0,42.0,Pass,Diogo Meireles Costa,Portugal,True,111.8,False,False,False
48407,3941020,1,1,43,00:01:43.281,Pass,Diogo Meireles Costa,Portugal,Portugal,10.3,49.3,,1.810226,From Free Kick,Kléper Laveran Lima Ferreira,23.210558,Ground Pass,,-1.1110022,20.6,28.5,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,0,1,5,3,0,0,Carry,Diogo Meireles Costa,Portugal,1.0,42.0,Ball Receipt*,Kléper Laveran Lima Ferreira,Portugal,True,109.7,False,False,False
48408,3941020,1,1,45,00:01:45.091,Ball Receipt*,Kléper Laveran Lima Ferreira,Portugal,Portugal,20.6,28.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,1,5,3,0,0,Pass,Diogo Meireles Costa,Portugal,1.0,43.0,Carry,Kléper Laveran Lima Ferreira,Portugal,True,99.4,False,False,False
48409,3941020,1,1,45,00:01:45.091,Carry,Kléper Laveran Lima Ferreira,Portugal,Portugal,20.6,28.5,,2.118983,From Free Kick,,,,,,,,,,,,False,27.2,27.1,6.746851117373198,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,1,5,3,0,0,Ball Receipt*,Kléper Laveran Lima Ferreira,Portugal,1.0,45.0,Pass,Kléper Laveran Lima Ferreira,Portugal,True,99.4,False,False,False
48410,3941020,1,1,47,00:01:47.210,Pass,Kléper Laveran Lima Ferreira,Portugal,Portugal,27.2,27.1,,1.370703,From Free Kick,Nuno Mendes,17.888544,Ground Pass,,-1.1071488,35.2,11.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,0,1,5,3,0,0,Carry,Kléper Laveran Lima Ferreira,Portugal,1.0,45.0,Ball Receipt*,Nuno Mendes,Portugal,True,92.8,False,False,False
48411,3941020,1,1,48,00:01:48.581,Ball Receipt*,Nuno Mendes,Portugal,Portugal,35.2,11.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,1,5,3,0,0,Pass,Kléper Laveran Lima Ferreira,Portugal,1.0,47.0,Carry,Nuno Mendes,Portugal,True,84.8,False,False,False
48412,3941020,1,1,48,00:01:48.581,Carry,Nuno Mendes,Portugal,Portugal,35.2,11.1,,1.425669,From Free Kick,,,,,,,,,,,,False,33.9,14.7,3.8275318418009285,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,1,5,3,0,0,Ball Receipt*,Nuno Mendes,Portugal,1.0,48.0,Pass,Nuno Mendes,Portugal,True,84.8,False,False,False
48413,3941020,1,1,50,00:01:50.006,Pass,Nuno Mendes,Portugal,Portugal,33.9,14.7,,1.166629,From Free Kick,Kléper Laveran Lima Ferreira,12.119819,Ground Pass,,2.0418239,28.4,25.5,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,1,5,3,0,0,Carry,Nuno Mendes,Portugal,1.0,48.0,Ball Receipt*,Kléper Laveran Lima Ferreira,Portugal,True,86.1,False,False,False
