event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Austria_score,Turkey_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
41632,3941022,1,0,0,00:00:00.000,Starting XI,,Austria,Austria,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,0,1,6,4,0,0,,,,,,Starting XI,,Turkey,False,,False,,False
41633,3941022,1,0,0,00:00:00.000,Starting XI,,Turkey,Austria,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,0,1,5,5,0,0,Starting XI,,Austria,0.0,0.0,Half Start,,Turkey,True,,False,,False
41634,3941022,1,0,0,00:00:00.000,Half Start,,Turkey,Austria,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,0,1,5,5,0,0,Starting XI,,Turkey,0.0,0.0,Half Start,,Austria,False,,False,,False
41635,3941022,1,0,0,00:00:00.000,Half Start,,Austria,Austria,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,0,1,6,4,0,0,Half Start,,Turkey,0.0,0.0,Pass,Konrad Laimer,Austria,True,,False,,False
41636,3941022,1,0,0,00:00:00.704,Pass,Konrad Laimer,Austria,Austria,61.0,40.1,,0.660922,From Kick Off,Christoph Baumgartner,5.3450913,Ground Pass,,1.2667954,62.6,45.2,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,1,6,4,0,0,Half Start,,Austria,0.0,0.0,Ball Receipt*,Christoph Baumgartner,Austria,True,59.0,False,False,False
41637,3941022,1,0,1,00:00:01.365,Ball Receipt*,Christoph Baumgartner,Austria,Austria,62.6,45.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,0,1,6,4,1,0,Pass,Konrad Laimer,Austria,0.0,0.0,Carry,Christoph Baumgartner,Austria,True,57.4,False,False,False
41638,3941022,1,0,1,00:00:01.365,Carry,Christoph Baumgartner,Austria,Austria,62.6,45.2,,1.073961,From Kick Off,,,,,,,,,,,,False,64.8,44.4,2.3409399821439223,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,0,1,6,4,1,0,Ball Receipt*,Christoph Baumgartner,Austria,0.0,1.0,Pass,Christoph Baumgartner,Austria,True,57.4,False,False,False
41639,3941022,1,0,2,00:00:02.439,Pass,Christoph Baumgartner,Austria,Austria,64.8,44.4,,1.7316,From Kick Off,Nicolas Seiwald,11.175867,Ground Pass,,-2.3815055,56.7,36.7,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,0,1,6,4,1,0,Carry,Christoph Baumgartner,Austria,0.0,1.0,Ball Receipt*,Nicolas Seiwald,Austria,True,55.2,False,False,False
41640,3941022,1,0,4,00:00:04.170,Ball Receipt*,Nicolas Seiwald,Austria,Austria,56.7,36.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,1,6,4,0,0,Pass,Christoph Baumgartner,Austria,0.0,2.0,Pass,Nicolas Seiwald,Austria,True,63.3,False,False,False
41641,3941022,1,0,4,00:00:04.170,Pass,Nicolas Seiwald,Austria,Austria,55.0,36.5,,1.038983,From Kick Off,Philipp Mwene,14.669697,Ground Pass,,-1.7628443,52.2,22.1,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,1,6,4,0,0,Ball Receipt*,Nicolas Seiwald,Austria,0.0,4.0,Ball Receipt*,Philipp Mwene,Austria,True,65.0,False,False,False
41642,3941022,1,0,5,00:00:05.209,Ball Receipt*,Philipp Mwene,Austria,Austria,52.2,22.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,1,6,4,0,0,Pass,Nicolas Seiwald,Austria,0.0,4.0,Pass,Philipp Mwene,Austria,True,67.8,False,False,False
41643,3941022,1,0,5,00:00:05.209,Pass,Philipp Mwene,Austria,Austria,52.1,22.0,,1.417532,From Kick Off,Konrad Laimer,32.9577,High Pass,Incomplete,0.61072594,79.1,40.9,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,0,1,6,4,0,0,Ball Receipt*,Philipp Mwene,Austria,0.0,5.0,Pressure,Konrad Laimer,Austria,True,67.9,False,False,False
41644,3941022,1,0,6,00:00:06.502,Pressure,Konrad Laimer,Austria,Austria,78.4,41.4,,0.183567,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,1,6,4,0,0,Pass,Philipp Mwene,Austria,0.0,5.0,Ball Receipt*,Konrad Laimer,Austria,True,41.599999999999994,False,False,False
41645,3941022,1,0,6,00:00:06.627,Ball Receipt*,Konrad Laimer,Austria,Austria,80.5,42.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,1,6,4,0,0,Pressure,Konrad Laimer,Austria,0.0,6.0,Pass,İsmail Yüksek,Turkey,False,39.5,False,False,True
41646,3941022,1,0,6,00:00:06.627,Pass,İsmail Yüksek,Turkey,Turkey,41.0,39.2,True,0.761418,Regular Play,Orkun Kökçü,10.234256,Ground Pass,,0.5907126,49.5,44.9,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,1,5,5,0,0,Ball Receipt*,Konrad Laimer,Austria,0.0,6.0,Ball Receipt*,Orkun Kökçü,Turkey,True,79.0,False,False,False
41647,3941022,1,0,7,00:00:07.388,Ball Receipt*,Orkun Kökçü,Turkey,Turkey,49.5,44.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,1,5,5,0,0,Pass,İsmail Yüksek,Turkey,0.0,6.0,Carry,Orkun Kökçü,Turkey,True,70.5,False,False,False
41648,3941022,1,0,7,00:00:07.388,Carry,Orkun Kökçü,Turkey,Turkey,49.5,44.9,True,0.842028,Regular Play,,,,,,,,,,,,False,50.3,44.6,0.8544003745317494,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,1,5,5,0,0,Ball Receipt*,Orkun Kökçü,Turkey,0.0,7.0,Pressure,Nicolas Seiwald,Austria,False,70.5,False,False,False
41649,3941022,1,0,7,00:00:07.848,Pressure,Nicolas Seiwald,Austria,Turkey,67.7,34.6,,0.405997,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,1,6,4,0,0,Carry,Orkun Kökçü,Turkey,0.0,7.0,Pressure,Konrad Laimer,Austria,True,52.3,False,False,False
41650,3941022,1,0,7,00:00:07.920,Pressure,Konrad Laimer,Austria,Turkey,70.6,36.4,,0.358625,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,1,6,4,0,0,Pressure,Nicolas Seiwald,Austria,0.0,7.0,Pass,Orkun Kökçü,Turkey,False,49.400000000000006,False,False,True
41651,3941022,1,0,8,00:00:08.230,Pass,Orkun Kökçü,Turkey,Turkey,50.3,44.6,True,0.903825,Regular Play,Kenan Yildiz,14.277955,High Pass,,-1.0664189,57.2,32.1,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,1,5,5,0,0,Pressure,Konrad Laimer,Austria,0.0,7.0,Ball Receipt*,Kenan Yildiz,Turkey,True,69.7,False,False,True
41652,3941022,1,0,9,00:00:09.134,Ball Receipt*,Kenan Yildiz,Turkey,Turkey,57.2,32.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,0,1,5,5,0,0,Pass,Orkun Kökçü,Turkey,0.0,8.0,Pass,Kenan Yildiz,Turkey,True,62.8,False,False,False
41653,3941022,1,0,9,00:00:09.214,Pass,Kenan Yildiz,Turkey,Turkey,58.2,32.8,,1.668251,Regular Play,İsmail Yüksek,16.37834,Low Pass,Incomplete,2.7599525,43.0,38.9,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,0,1,5,5,0,0,Ball Receipt*,Kenan Yildiz,Turkey,0.0,9.0,Ball Receipt*,İsmail Yüksek,Turkey,True,61.8,False,False,False
41654,3941022,1,0,10,00:00:10.882,Ball Receipt*,İsmail Yüksek,Turkey,Turkey,48.3,38.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,1,5,5,0,0,Pass,Kenan Yildiz,Turkey,0.0,9.0,Ball Recovery,Christoph Baumgartner,Austria,False,71.7,False,False,False
41655,3941022,1,0,10,00:00:10.882,Ball Recovery,Christoph Baumgartner,Austria,Turkey,77.1,41.2,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,0,1,6,4,1,0,Ball Receipt*,İsmail Yüksek,Turkey,0.0,10.0,Carry,Christoph Baumgartner,Austria,True,42.900000000000006,False,False,False
41656,3941022,1,0,10,00:00:10.882,Carry,Christoph Baumgartner,Austria,Turkey,77.1,41.2,True,1.996586,Regular Play,,,,,,,,,,,,False,85.0,31.3,12.665701717630972,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,0,1,6,4,1,0,Ball Recovery,Christoph Baumgartner,Austria,0.0,10.0,Pressure,Orkun Kökçü,Turkey,False,42.900000000000006,False,False,False
41657,3941022,1,0,11,00:00:11.663,Pressure,Orkun Kökçü,Turkey,Turkey,41.7,43.4,,1.176101,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,1,5,5,0,0,Carry,Christoph Baumgartner,Austria,0.0,10.0,Pass,Christoph Baumgartner,Austria,False,78.3,False,False,False
41658,3941022,1,0,12,00:00:12.879,Pass,Christoph Baumgartner,Austria,Turkey,85.0,31.3,,1.985927,Regular Play,Marcel Sabitzer,27.642178,Ground Pass,Incomplete,0.1014685,112.5,34.1,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,0,1,6,4,1,0,Pressure,Orkun Kökçü,Turkey,0.0,11.0,Ball Receipt*,Marcel Sabitzer,Austria,True,35.0,False,False,True
41659,3941022,1,0,14,00:00:14.865,Ball Receipt*,Marcel Sabitzer,Austria,Turkey,109.1,33.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,0,1,6,4,1,0,Pass,Christoph Baumgartner,Austria,0.0,12.0,Goal Keeper,Fehmi Mert Günok,Turkey,False,10.900000000000006,False,True,False
41660,3941022,1,0,14,00:00:14.865,Goal Keeper,Fehmi Mert Günok,Turkey,Turkey,7.6,46.0,,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,0,1,5,5,0,0,Ball Receipt*,Marcel Sabitzer,Austria,0.0,14.0,Carry,Fehmi Mert Günok,Turkey,True,112.4,False,False,False
41661,3941022,1,0,14,00:00:14.865,Carry,Fehmi Mert Günok,Turkey,Turkey,7.6,46.0,,3.476536,From Keeper,,,,,,,,,,,,False,11.5,46.8,3.9812058474788765,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,0,1,5,5,0,0,Goal Keeper,Fehmi Mert Günok,Turkey,0.0,14.0,Pass,Fehmi Mert Günok,Turkey,True,112.4,False,False,False
41662,3941022,1,0,18,00:00:18.341,Pass,Fehmi Mert Günok,Turkey,Turkey,11.5,46.8,,2.348365,From Keeper,Mert Müldür,31.562635,Ground Pass,,0.9792788,29.1,73.0,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,0,1,5,5,0,0,Carry,Fehmi Mert Günok,Turkey,0.0,14.0,Ball Receipt*,Mert Müldür,Turkey,True,108.5,False,False,False
41663,3941022,1,0,20,00:00:20.690,Ball Receipt*,Mert Müldür,Turkey,Turkey,29.1,73.0,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,2,0,1,5,5,1,0,Pass,Fehmi Mert Günok,Turkey,0.0,18.0,Carry,Mert Müldür,Turkey,True,90.9,False,False,False
41664,3941022,1,0,20,00:00:20.690,Carry,Mert Müldür,Turkey,Turkey,29.1,73.0,,0.367111,From Keeper,,,,,,,,,,,,False,29.3,75.6,2.6076809620810537,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,2,0,1,5,5,1,0,Ball Receipt*,Mert Müldür,Turkey,0.0,20.0,Pass,Mert Müldür,Turkey,True,90.9,False,False,False
41665,3941022,1,0,21,00:00:21.057,Pass,Mert Müldür,Turkey,Turkey,29.3,75.6,,1.718354,From Keeper,Barış Alper Yılmaz,26.023258,Ground Pass,,-0.042282477,55.3,74.5,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,2,0,1,5,5,1,0,Carry,Mert Müldür,Turkey,0.0,20.0,Ball Receipt*,Barış Alper Yılmaz,Turkey,True,90.7,False,False,False
41666,3941022,1,0,22,00:00:22.775,Ball Receipt*,Barış Alper Yılmaz,Turkey,Turkey,55.3,74.5,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,1,5,5,0,0,Pass,Mert Müldür,Turkey,0.0,21.0,Carry,Barış Alper Yılmaz,Turkey,True,64.7,False,False,False
41667,3941022,1,0,22,00:00:22.775,Carry,Barış Alper Yılmaz,Turkey,Turkey,55.3,74.5,,0.119999,From Keeper,,,,,,,,,,,,False,57.4,74.9,2.1377558326431974,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,1,5,5,0,0,Ball Receipt*,Barış Alper Yılmaz,Turkey,0.0,22.0,Pass,Barış Alper Yılmaz,Turkey,True,64.7,False,False,False
41668,3941022,1,0,22,00:00:22.895,Pass,Barış Alper Yılmaz,Turkey,Turkey,57.4,74.9,,0.953678,From Keeper,Arda Güler,12.356779,Ground Pass,,-0.41658095,68.7,69.9,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,1,5,5,0,0,Carry,Barış Alper Yılmaz,Turkey,0.0,22.0,Ball Receipt*,Arda Güler,Turkey,True,62.6,False,False,False
41669,3941022,1,0,23,00:00:23.849,Ball Receipt*,Arda Güler,Turkey,Turkey,68.7,69.9,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,0,1,5,5,1,0,Pass,Barış Alper Yılmaz,Turkey,0.0,22.0,Carry,Arda Güler,Turkey,True,51.3,False,False,False
41670,3941022,1,0,23,00:00:23.849,Carry,Arda Güler,Turkey,Turkey,68.7,69.9,,3.381514,From Keeper,,,,,,,,,,,,False,89.4,70.1,20.700966161027367,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,0,1,5,5,1,0,Ball Receipt*,Arda Güler,Turkey,0.0,23.0,Pass,Arda Güler,Turkey,True,51.3,False,False,False
41671,3941022,1,0,27,00:00:27.230,Pass,Arda Güler,Turkey,Turkey,89.4,70.1,,2.629813,From Keeper,Barış Alper Yılmaz,31.31597,Ground Pass,Incomplete,-0.57383174,115.7,53.1,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,0,1,5,5,1,0,Carry,Arda Güler,Turkey,0.0,23.0,Ball Receipt*,Barış Alper Yılmaz,Turkey,True,30.599999999999994,False,False,False
41672,3941022,1,0,29,00:00:29.860,Ball Receipt*,Barış Alper Yılmaz,Turkey,Turkey,113.0,55.1,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,2,0,1,5,5,0,0,Pass,Arda Güler,Turkey,0.0,27.0,Interception,Nicolas Seiwald,Austria,False,7.0,False,True,False
41673,3941022,1,0,29,00:00:29.860,Interception,Nicolas Seiwald,Austria,Turkey,4.4,27.0,,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,1,6,4,0,0,Ball Receipt*,Barış Alper Yılmaz,Turkey,0.0,29.0,Pass,Arda Güler,Turkey,False,115.6,False,False,False
41674,3941022,1,0,55,00:00:55.059,Pass,Arda Güler,Turkey,Turkey,120.0,80.0,,1.64236,From Corner,,42.02975,High Pass,Incomplete,-1.6493931,116.7,38.1,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,0,1,5,5,1,0,Interception,Nicolas Seiwald,Austria,0.0,29.0,Clearance,Christoph Baumgartner,Austria,False,0.0,False,True,False
41675,3941022,1,0,56,00:00:56.702,Clearance,Christoph Baumgartner,Austria,Turkey,3.4,42.0,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,0,1,6,4,1,0,Pass,Arda Güler,Turkey,0.0,55.0,Block,Stefan Posch,Austria,True,116.6,False,False,False
41676,3941022,1,0,56,00:00:56.782,Block,Stefan Posch,Austria,Turkey,3.6,41.8,,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,0,1,6,4,0,0,Clearance,Christoph Baumgartner,Austria,0.0,56.0,Goal Keeper,Patrick Pentz,Austria,True,116.4,False,False,False
41677,3941022,1,0,57,00:00:57.299,Goal Keeper,Patrick Pentz,Austria,Turkey,1.8,40.2,,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,2,0,1,6,4,0,0,Block,Stefan Posch,Austria,0.0,56.0,Ball Recovery,Merih Demiral,Turkey,False,118.2,False,False,False
41678,3941022,1,0,58,00:00:58.065,Ball Recovery,Merih Demiral,Turkey,Turkey,117.7,37.6,,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,0,1,5,5,0,0,Goal Keeper,Patrick Pentz,Austria,0.0,57.0,Shot,Merih Demiral,Turkey,True,2.299999999999997,False,True,False
41679,3941022,1,0,58,00:00:58.114,Shot,Merih Demiral,Turkey,Turkey,115.8,39.0,,0.334739,From Corner,,,,,,,,Goal,0.4581151,Left Foot,Normal,True,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,2,0,1,5,5,0,0,Ball Recovery,Merih Demiral,Turkey,0.0,58.0,Goal Keeper,Patrick Pentz,Austria,False,4.200000000000003,False,True,False
41680,3941022,1,0,58,00:00:58.449,Goal Keeper,Patrick Pentz,Austria,Turkey,1.0,40.3,,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,1,-1,2,0,1,6,4,0,0,Shot,Merih Demiral,Turkey,0.0,58.0,Pass,Christoph Baumgartner,Austria,True,119.0,False,False,False
41681,3941022,1,1,56,00:01:56.165,Pass,Christoph Baumgartner,Austria,Austria,61.0,40.1,,1.401753,From Kick Off,Philipp Mwene,25.480385,Ground Pass,,-1.9359977,51.9,16.3,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,1,-1,2,0,1,6,4,1,0,Goal Keeper,Patrick Pentz,Austria,0.0,58.0,Ball Receipt*,Philipp Mwene,Austria,True,59.0,False,False,False
41682,3941022,1,1,57,00:01:57.567,Ball Receipt*,Philipp Mwene,Austria,Austria,51.9,16.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,-1,2,0,1,6,4,0,0,Pass,Christoph Baumgartner,Austria,1.0,56.0,Pass,Philipp Mwene,Austria,True,68.1,False,False,False
41683,3941022,1,1,58,00:01:58.951,Pass,Philipp Mwene,Austria,Austria,50.4,11.5,,1.223614,From Kick Off,Philipp Lienhart,21.24241,Ground Pass,,2.2293622,37.4,28.3,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,-1,2,0,1,6,4,0,0,Ball Receipt*,Philipp Mwene,Austria,1.0,57.0,Ball Receipt*,Philipp Lienhart,Austria,True,69.6,False,False,False
41684,3941022,1,2,0,00:02:00.174,Ball Receipt*,Philipp Lienhart,Austria,Austria,37.4,28.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,2,0,1,6,4,0,0,Pass,Philipp Mwene,Austria,1.0,58.0,Carry,Philipp Lienhart,Austria,True,82.6,False,False,False
41685,3941022,1,2,0,00:02:00.174,Carry,Philipp Lienhart,Austria,Austria,37.4,28.3,,2.55982,From Kick Off,,,,,,,,,,,,False,42.0,35.5,8.54400374531753,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,2,0,1,6,4,0,0,Ball Receipt*,Philipp Lienhart,Austria,2.0,0.0,Pass,Philipp Lienhart,Austria,True,82.6,False,False,False
41686,3941022,1,2,2,00:02:02.734,Pass,Philipp Lienhart,Austria,Austria,42.0,35.5,,0.934922,From Kick Off,Christoph Baumgartner,25.587692,Ground Pass,,0.24877012,66.8,41.8,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,2,0,1,6,4,0,0,Carry,Philipp Lienhart,Austria,2.0,0.0,Pressure,İsmail Yüksek,Turkey,False,78.0,False,False,False
41687,3941022,1,2,3,00:02:03.575,Pressure,İsmail Yüksek,Turkey,Austria,52.2,39.1,,0.12,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,1,2,0,1,5,5,0,0,Pass,Philipp Lienhart,Austria,2.0,2.0,Ball Receipt*,Christoph Baumgartner,Austria,False,67.8,False,False,False
41688,3941022,1,2,3,00:02:03.669,Ball Receipt*,Christoph Baumgartner,Austria,Austria,66.8,41.8,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,1,-1,2,0,1,6,4,1,0,Pressure,İsmail Yüksek,Turkey,2.0,3.0,Pass,Christoph Baumgartner,Austria,True,53.2,False,False,True
41689,3941022,1,2,3,00:02:03.669,Pass,Christoph Baumgartner,Austria,Austria,66.0,43.0,True,0.185636,From Kick Off,Marko Arnautović,2.8844411,Ground Pass,Incomplete,-0.5880026,68.4,41.4,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,1,-1,2,0,1,6,4,1,0,Ball Receipt*,Christoph Baumgartner,Austria,2.0,3.0,Ball Receipt*,Marko Arnautović,Austria,True,54.0,False,False,False
41690,3941022,1,2,3,00:02:03.855,Ball Receipt*,Marko Arnautović,Austria,Austria,78.1,39.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,-1,2,0,1,6,4,1,0,Pass,Christoph Baumgartner,Austria,2.0,3.0,Block,İsmail Yüksek,Turkey,False,41.900000000000006,False,False,False
41691,3941022,1,2,3,00:02:03.855,Block,İsmail Yüksek,Turkey,Austria,51.7,38.7,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,1,2,0,1,5,5,0,0,Ball Receipt*,Marko Arnautović,Austria,2.0,3.0,Ball Recovery,Marcel Sabitzer,Austria,False,68.3,False,False,False
41692,3941022,1,2,5,00:02:05.047,Ball Recovery,Marcel Sabitzer,Austria,Austria,76.3,29.4,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,1,-1,2,0,1,6,4,1,0,Block,İsmail Yüksek,Turkey,2.0,3.0,Carry,Marcel Sabitzer,Austria,True,43.7,False,False,False
41693,3941022,1,2,5,00:02:05.047,Carry,Marcel Sabitzer,Austria,Austria,76.3,29.4,,1.190791,From Kick Off,,,,,,,,,,,,False,75.2,30.4,1.4866068747318464,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,1,-1,2,0,1,6,4,1,0,Ball Recovery,Marcel Sabitzer,Austria,2.0,5.0,Pass,Marcel Sabitzer,Austria,True,43.7,False,False,False
41694,3941022,1,2,6,00:02:06.238,Pass,Marcel Sabitzer,Austria,Austria,75.2,30.4,,0.689897,From Kick Off,Christoph Baumgartner,17.821615,Ground Pass,,0.9407624,85.7,44.8,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,1,-1,2,0,1,6,4,1,0,Carry,Marcel Sabitzer,Austria,2.0,5.0,Ball Receipt*,Christoph Baumgartner,Austria,True,44.8,False,False,False
41695,3941022,1,2,6,00:02:06.928,Ball Receipt*,Christoph Baumgartner,Austria,Austria,85.7,44.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,1,-1,2,0,1,6,4,1,0,Pass,Marcel Sabitzer,Austria,2.0,6.0,Carry,Christoph Baumgartner,Austria,True,34.3,False,False,False
41696,3941022,1,2,6,00:02:06.928,Carry,Christoph Baumgartner,Austria,Austria,85.7,44.8,True,1.305155,From Kick Off,,,,,,,,,,,,False,98.8,47.8,13.43912199513048,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,1,-1,2,0,1,6,4,1,0,Ball Receipt*,Christoph Baumgartner,Austria,2.0,6.0,Pressure,Abdülkerim Bardakcı,Turkey,False,34.3,False,False,False
41697,3941022,1,2,7,00:02:07.725,Pressure,Abdülkerim Bardakcı,Turkey,Austria,25.4,34.1,,0.318768,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,1,2,0,1,5,5,0,0,Carry,Christoph Baumgartner,Austria,2.0,6.0,Dribbled Past,Abdülkerim Bardakcı,Turkey,True,94.6,False,False,False
41698,3941022,1,2,8,00:02:08.233,Dribbled Past,Abdülkerim Bardakcı,Turkey,Austria,21.3,32.3,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,1,2,0,1,5,5,0,0,Pressure,Abdülkerim Bardakcı,Turkey,2.0,7.0,Dribble,Christoph Baumgartner,Austria,False,98.7,False,False,True
41699,3941022,1,2,8,00:02:08.233,Dribble,Christoph Baumgartner,Austria,Austria,98.8,47.8,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,Complete,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,1,-1,2,0,1,6,4,1,0,Dribbled Past,Abdülkerim Bardakcı,Turkey,2.0,8.0,Carry,Christoph Baumgartner,Austria,True,21.200000000000003,False,True,False
