event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,England_score,Slovakia_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
61162,3941017,1,16,2,00:16:02.096,Dribbled Past,Kyle Walker,England,Slovakia,91.9,77.4,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,2,0,2,1,0,0,Carry,Lukáš Haraslín,Slovakia,16.0,1.0,Dribble,Lukáš Haraslín,Slovakia,False,28.099999999999994,False,False,False
61163,3941017,1,16,2,00:16:02.096,Dribble,Lukáš Haraslín,Slovakia,Slovakia,28.2,2.7,True,0.0,From Throw In,,,,,,,,,,,,False,,,,Complete,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,1,3,3,0,0,Dribbled Past,Kyle Walker,England,16.0,2.0,Carry,Lukáš Haraslín,Slovakia,True,91.8,False,False,False
61164,3941017,1,16,2,00:16:02.096,Carry,Lukáš Haraslín,Slovakia,Slovakia,28.2,2.7,True,3.182741,From Throw In,,,,,,,,,,,,False,48.4,21.2,27.391422014930146,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,1,3,3,0,0,Dribble,Lukáš Haraslín,Slovakia,16.0,2.0,Pressure,Jude Bellingham,England,False,91.8,False,False,False
61165,3941017,1,16,4,00:16:04.194,Pressure,Jude Bellingham,England,Slovakia,71.9,62.0,,0.772131,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,2,0,2,1,1,0,Carry,Lukáš Haraslín,Slovakia,16.0,2.0,Foul Committed,Jude Bellingham,England,True,48.099999999999994,False,False,False
61166,3941017,1,16,5,00:16:05.279,Foul Committed,Jude Bellingham,England,Slovakia,71.7,58.9,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}","{'card': {'id': 7, 'name': 'Yellow Card'}}",0,0,0,1,2,0,2,1,1,0,Pressure,Jude Bellingham,England,16.0,4.0,Foul Won,Lukáš Haraslín,Slovakia,False,48.3,False,False,True
61167,3941017,1,16,5,00:16:05.279,Foul Won,Lukáš Haraslín,Slovakia,Slovakia,48.4,21.2,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,1,3,3,0,0,Foul Committed,Jude Bellingham,England,16.0,5.0,Pass,Milan Škriniar,Slovakia,True,71.6,False,False,False
61168,3941017,1,16,59,00:16:59.252,Pass,Milan Škriniar,Slovakia,Slovakia,51.9,21.4,,2.637143,From Free Kick,David Strelec,47.519363,High Pass,Incomplete,-0.11600228,99.1,15.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,1,3,3,0,0,Foul Won,Lukáš Haraslín,Slovakia,16.0,5.0,Ball Receipt*,David Strelec,Slovakia,True,68.1,False,False,False
61169,3941017,1,17,1,00:17:01.889,Ball Receipt*,David Strelec,Slovakia,Slovakia,100.0,31.4,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,1,1,3,3,0,0,Pass,Milan Škriniar,Slovakia,16.0,59.0,Pass,Kyle Walker,England,False,20.0,False,True,False
61170,3941017,1,17,1,00:17:01.889,Pass,Kyle Walker,England,England,21.0,64.2,,1.438199,Regular Play,Kobbie Mainoo,14.350262,High Pass,,-0.08371994,35.3,63.0,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,2,0,2,1,0,0,Ball Receipt*,David Strelec,Slovakia,17.0,1.0,Pressure,Ondrej Duda,Slovakia,False,99.0,False,False,False
61171,3941017,1,17,3,00:17:03.052,Pressure,Ondrej Duda,Slovakia,England,83.1,17.1,,0.326676,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,1,1,3,3,1,0,Pass,Kyle Walker,England,17.0,1.0,Ball Receipt*,Kobbie Mainoo,England,False,36.900000000000006,False,False,False
61172,3941017,1,17,3,00:17:03.327,Ball Receipt*,Kobbie Mainoo,England,England,35.3,63.0,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,2,0,2,1,0,0,Pressure,Ondrej Duda,Slovakia,17.0,3.0,Pass,Kobbie Mainoo,England,True,84.7,False,False,True
61173,3941017,1,17,3,00:17:03.327,Pass,Kobbie Mainoo,England,England,35.0,63.0,True,0.911961,Regular Play,Bukayo Saka,9.546204,Low Pass,,-0.3980143,43.8,59.3,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,2,0,2,1,0,0,Ball Receipt*,Kobbie Mainoo,England,17.0,3.0,Ball Receipt*,Bukayo Saka,England,True,85.0,False,False,False
61174,3941017,1,17,4,00:17:04.239,Ball Receipt*,Bukayo Saka,England,England,43.8,59.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,2,0,2,1,0,0,Pass,Kobbie Mainoo,England,17.0,3.0,Carry,Bukayo Saka,England,True,76.2,False,False,False
61175,3941017,1,17,4,00:17:04.239,Carry,Bukayo Saka,England,England,43.8,59.3,True,0.617031,Regular Play,,,,,,,,,,,,False,43.4,59.7,0.565685424949241,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,2,0,2,1,0,0,Ball Receipt*,Bukayo Saka,England,17.0,4.0,Pressure,Dávid Hancko,Slovakia,False,76.2,False,False,False
61176,3941017,1,17,4,00:17:04.796,Pressure,Dávid Hancko,Slovakia,England,73.3,20.4,,0.436725,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,1,3,3,0,0,Carry,Bukayo Saka,England,17.0,4.0,Pass,Bukayo Saka,England,False,46.7,False,False,False
61177,3941017,1,17,4,00:17:04.856,Pass,Bukayo Saka,England,England,43.4,59.7,True,0.75389,Regular Play,,5.315073,Ground Pass,Incomplete,0.075328894,48.7,60.1,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,2,0,2,1,0,0,Pressure,Dávid Hancko,Slovakia,17.0,4.0,Ball Recovery,Stanislav Lobotka,Slovakia,False,76.6,False,False,True
61178,3941017,1,17,5,00:17:05.610,Ball Recovery,Stanislav Lobotka,Slovakia,England,71.4,20.0,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,1,1,3,3,0,0,Pass,Bukayo Saka,England,17.0,4.0,50/50,Bukayo Saka,England,False,48.599999999999994,False,False,False
61179,3941017,1,17,6,00:17:06.289,50/50,Bukayo Saka,England,England,49.1,58.7,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,2,0,2,1,0,0,Ball Recovery,Stanislav Lobotka,Slovakia,17.0,5.0,50/50,Stanislav Lobotka,Slovakia,False,70.9,False,False,False
61180,3941017,1,17,6,00:17:06.289,50/50,Stanislav Lobotka,Slovakia,England,71.0,21.4,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,1,1,3,3,0,0,50/50,Bukayo Saka,England,17.0,6.0,Ball Recovery,Dávid Hancko,Slovakia,True,49.0,False,False,False
61181,3941017,1,17,6,00:17:06.818,Ball Recovery,Dávid Hancko,Slovakia,Slovakia,72.2,25.9,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,1,3,3,0,0,50/50,Stanislav Lobotka,Slovakia,17.0,6.0,Carry,Dávid Hancko,Slovakia,True,47.8,False,False,False
61182,3941017,1,17,6,00:17:06.818,Carry,Dávid Hancko,Slovakia,Slovakia,72.2,25.9,True,2.24918,Regular Play,,,,,,,,,,,,False,76.5,25.7,4.304648650006174,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,1,3,3,0,0,Ball Recovery,Dávid Hancko,Slovakia,17.0,6.0,Pressure,Bukayo Saka,England,False,47.8,False,False,False
61183,3941017,1,17,8,00:17:08.366,Pressure,Bukayo Saka,England,Slovakia,48.9,54.0,,0.751596,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,2,0,2,1,0,0,Carry,Dávid Hancko,Slovakia,17.0,6.0,Pressure,Kobbie Mainoo,England,True,71.1,False,False,False
61184,3941017,1,17,8,00:17:08.789,Pressure,Kobbie Mainoo,England,Slovakia,43.4,56.2,,0.555599,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,2,0,2,1,0,0,Pressure,Bukayo Saka,England,17.0,8.0,Pass,Dávid Hancko,Slovakia,False,76.6,False,False,True
61185,3941017,1,17,9,00:17:09.067,Pass,Dávid Hancko,Slovakia,Slovakia,76.5,25.7,True,0.495187,Regular Play,Ondrej Duda,3.905125,Ground Pass,,-1.6220335,76.3,21.8,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,1,3,3,0,0,Pressure,Kobbie Mainoo,England,17.0,8.0,Ball Receipt*,Ondrej Duda,Slovakia,True,43.5,False,False,True
61186,3941017,1,17,9,00:17:09.562,Ball Receipt*,Ondrej Duda,Slovakia,Slovakia,76.3,21.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,1,1,3,3,1,0,Pass,Dávid Hancko,Slovakia,17.0,9.0,Carry,Ondrej Duda,Slovakia,True,43.7,False,False,False
61187,3941017,1,17,9,00:17:09.562,Carry,Ondrej Duda,Slovakia,Slovakia,76.3,21.8,,0.452001,Regular Play,,,,,,,,,,,,False,76.3,21.8,0.0,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,1,1,3,3,1,0,Ball Receipt*,Ondrej Duda,Slovakia,17.0,9.0,Pass,Ondrej Duda,Slovakia,True,43.7,False,False,False
61188,3941017,1,17,10,00:17:10.014,Pass,Ondrej Duda,Slovakia,Slovakia,76.3,21.8,,0.615018,Regular Play,Stanislav Lobotka,9.932271,Ground Pass,,2.1336646,71.0,30.2,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,1,1,3,3,1,0,Carry,Ondrej Duda,Slovakia,17.0,9.0,Ball Receipt*,Stanislav Lobotka,Slovakia,True,43.7,False,False,False
61189,3941017,1,17,10,00:17:10.629,Ball Receipt*,Stanislav Lobotka,Slovakia,Slovakia,71.0,30.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,1,1,3,3,0,0,Pass,Ondrej Duda,Slovakia,17.0,10.0,Carry,Stanislav Lobotka,Slovakia,True,49.0,False,False,False
61190,3941017,1,17,10,00:17:10.629,Carry,Stanislav Lobotka,Slovakia,Slovakia,71.0,30.2,True,0.943469,Regular Play,,,,,,,,,,,,False,70.6,32.4,2.2360679774997902,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,1,1,3,3,0,0,Ball Receipt*,Stanislav Lobotka,Slovakia,17.0,10.0,Pressure,Jude Bellingham,England,False,49.0,False,False,False
61191,3941017,1,17,11,00:17:11.296,Pressure,Jude Bellingham,England,Slovakia,46.5,50.3,,0.224843,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,2,0,2,1,1,0,Carry,Stanislav Lobotka,Slovakia,17.0,10.0,Pass,Stanislav Lobotka,Slovakia,False,73.5,False,False,False
61192,3941017,1,17,11,00:17:11.573,Pass,Stanislav Lobotka,Slovakia,Slovakia,70.6,32.4,,2.054111,Regular Play,Peter Pekarík,36.65474,Ground Pass,,1.3675153,78.0,68.3,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,1,1,3,3,0,0,Pressure,Jude Bellingham,England,17.0,11.0,Ball Receipt*,Peter Pekarík,Slovakia,True,49.400000000000006,False,False,True
61193,3941017,1,17,13,00:17:13.627,Ball Receipt*,Peter Pekarík,Slovakia,Slovakia,78.0,68.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,1,1,3,3,0,0,Pass,Stanislav Lobotka,Slovakia,17.0,11.0,Carry,Peter Pekarík,Slovakia,True,42.0,False,False,False
61194,3941017,1,17,13,00:17:13.627,Carry,Peter Pekarík,Slovakia,Slovakia,78.0,68.3,,2.982098,Regular Play,,,,,,,,,,,,False,83.0,76.0,9.180958555619345,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,1,1,3,3,0,0,Ball Receipt*,Peter Pekarík,Slovakia,17.0,13.0,Pass,Peter Pekarík,Slovakia,True,42.0,False,False,False
61195,3941017,1,17,16,00:17:16.609,Pass,Peter Pekarík,Slovakia,Slovakia,83.0,76.0,,2.30549,Regular Play,Denis Vavro,33.721508,Ground Pass,,-2.7935817,51.3,64.5,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,1,1,3,3,0,0,Carry,Peter Pekarík,Slovakia,17.0,13.0,Ball Receipt*,Denis Vavro,Slovakia,True,37.0,False,False,False
61196,3941017,1,17,18,00:17:18.914,Ball Receipt*,Denis Vavro,Slovakia,Slovakia,51.3,64.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,1,3,3,0,0,Pass,Peter Pekarík,Slovakia,17.0,16.0,Carry,Denis Vavro,Slovakia,True,68.7,False,False,False
61197,3941017,1,17,18,00:17:18.914,Carry,Denis Vavro,Slovakia,Slovakia,51.3,64.5,,1.030079,Regular Play,,,,,,,,,,,,False,48.2,62.2,3.86005181312375,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,1,3,3,0,0,Ball Receipt*,Denis Vavro,Slovakia,17.0,18.0,Pass,Denis Vavro,Slovakia,True,68.7,False,False,False
61198,3941017,1,17,19,00:17:19.944,Pass,Denis Vavro,Slovakia,Slovakia,48.2,62.2,,1.865617,Regular Play,Milan Škriniar,34.69539,Ground Pass,,-1.7563213,41.8,28.1,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,1,3,3,0,0,Carry,Denis Vavro,Slovakia,17.0,18.0,Ball Receipt*,Milan Škriniar,Slovakia,True,71.8,False,False,False
61199,3941017,1,17,21,00:17:21.810,Ball Receipt*,Milan Škriniar,Slovakia,Slovakia,41.8,28.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,1,3,3,0,0,Pass,Denis Vavro,Slovakia,17.0,19.0,Carry,Milan Škriniar,Slovakia,True,78.2,False,False,False
61200,3941017,1,17,21,00:17:21.810,Carry,Milan Škriniar,Slovakia,Slovakia,41.8,28.1,,7.243416,Regular Play,,,,,,,,,,,,False,79.6,10.6,41.65441153107315,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,1,3,3,0,0,Ball Receipt*,Milan Škriniar,Slovakia,17.0,21.0,Pass,Milan Škriniar,Slovakia,True,78.2,False,False,False
61201,3941017,1,17,29,00:17:29.053,Pass,Milan Škriniar,Slovakia,Slovakia,79.6,10.6,,1.258381,Regular Play,Dávid Hancko,8.886507,Ground Pass,,-1.9032227,76.7,2.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,1,3,3,0,0,Carry,Milan Škriniar,Slovakia,17.0,21.0,Ball Receipt*,Dávid Hancko,Slovakia,True,40.400000000000006,False,False,False
61202,3941017,1,17,30,00:17:30.312,Ball Receipt*,Dávid Hancko,Slovakia,Slovakia,76.7,2.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,1,3,3,0,0,Pass,Milan Škriniar,Slovakia,17.0,29.0,Carry,Dávid Hancko,Slovakia,True,43.3,False,False,False
61203,3941017,1,17,30,00:17:30.312,Carry,Dávid Hancko,Slovakia,Slovakia,76.7,2.2,,0.206441,Regular Play,,,,,,,,,,,,False,76.7,2.2,0.0,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,1,3,3,0,0,Ball Receipt*,Dávid Hancko,Slovakia,17.0,30.0,Pass,Dávid Hancko,Slovakia,True,43.3,False,False,False
61204,3941017,1,17,30,00:17:30.518,Pass,Dávid Hancko,Slovakia,Slovakia,76.7,2.2,,0.705854,Regular Play,Milan Škriniar,9.8270035,Ground Pass,,0.2153577,86.3,4.3,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,1,3,3,0,0,Carry,Dávid Hancko,Slovakia,17.0,30.0,Pressure,Kobbie Mainoo,England,False,43.3,False,False,False
61205,3941017,1,17,30,00:17:30.954,Pressure,Kobbie Mainoo,England,Slovakia,33.6,73.6,,2.40105,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,2,0,2,1,0,0,Pass,Dávid Hancko,Slovakia,17.0,30.0,Ball Receipt*,Milan Škriniar,Slovakia,False,86.4,False,False,False
61206,3941017,1,17,31,00:17:31.224,Ball Receipt*,Milan Škriniar,Slovakia,Slovakia,86.3,4.3,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,1,3,3,0,0,Pressure,Kobbie Mainoo,England,17.0,30.0,Carry,Milan Škriniar,Slovakia,True,33.7,False,False,True
61207,3941017,1,17,31,00:17:31.224,Carry,Milan Škriniar,Slovakia,Slovakia,86.3,4.3,True,1.971887,Regular Play,,,,,,,,,,,,False,86.7,2.5,1.8439088914585786,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,1,3,3,0,0,Ball Receipt*,Milan Škriniar,Slovakia,17.0,31.0,Pass,Milan Škriniar,Slovakia,True,33.7,False,False,False
61208,3941017,1,17,33,00:17:33.196,Pass,Milan Škriniar,Slovakia,Slovakia,86.7,2.5,True,1.48046,Regular Play,Dávid Hancko,13.8361845,Ground Pass,,3.0692554,72.9,3.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,1,3,3,0,0,Carry,Milan Škriniar,Slovakia,17.0,31.0,Ball Receipt*,Dávid Hancko,Slovakia,True,33.3,False,False,False
61209,3941017,1,17,34,00:17:34.676,Ball Receipt*,Dávid Hancko,Slovakia,Slovakia,72.9,3.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,1,3,3,0,0,Pass,Milan Škriniar,Slovakia,17.0,33.0,Carry,Dávid Hancko,Slovakia,True,47.099999999999994,False,False,False
61210,3941017,1,17,34,00:17:34.676,Carry,Dávid Hancko,Slovakia,Slovakia,72.9,3.5,,1.046042,Regular Play,,,,,,,,,,,,False,72.4,4.3,0.9433981132056602,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,1,3,3,0,0,Ball Receipt*,Dávid Hancko,Slovakia,17.0,34.0,Pass,Dávid Hancko,Slovakia,True,47.099999999999994,False,False,False
61211,3941017,1,17,35,00:17:35.723,Pass,Dávid Hancko,Slovakia,Slovakia,72.4,4.3,,2.671489,Regular Play,Denis Vavro,36.368805,Ground Pass,,2.4281945,44.9,28.1,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,1,3,3,0,0,Carry,Dávid Hancko,Slovakia,17.0,34.0,Ball Receipt*,Denis Vavro,Slovakia,True,47.599999999999994,False,False,False
61212,3941017,1,17,38,00:17:38.394,Ball Receipt*,Denis Vavro,Slovakia,Slovakia,44.9,28.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,1,3,3,0,0,Pass,Dávid Hancko,Slovakia,17.0,35.0,Carry,Denis Vavro,Slovakia,True,75.1,False,False,False
61213,3941017,1,17,38,00:17:38.394,Carry,Denis Vavro,Slovakia,Slovakia,44.9,28.1,,3.648781,Regular Play,,,,,,,,,,,,False,42.3,29.4,2.906888370749727,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,1,3,3,0,0,Ball Receipt*,Denis Vavro,Slovakia,17.0,38.0,Pass,Denis Vavro,Slovakia,True,75.1,False,False,False
61214,3941017,1,17,42,00:17:42.043,Pass,Denis Vavro,Slovakia,Slovakia,42.3,29.4,,1.153329,Regular Play,Milan Škriniar,18.821796,Ground Pass,,-0.6573153,57.2,17.9,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,1,3,3,0,0,Carry,Denis Vavro,Slovakia,17.0,38.0,Ball Receipt*,Milan Škriniar,Slovakia,True,77.7,False,False,False
61215,3941017,1,17,43,00:17:43.196,Ball Receipt*,Milan Škriniar,Slovakia,Slovakia,57.2,17.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,1,3,3,0,0,Pass,Denis Vavro,Slovakia,17.0,42.0,Carry,Milan Škriniar,Slovakia,True,62.8,False,False,False
61216,3941017,1,17,43,00:17:43.196,Carry,Milan Škriniar,Slovakia,Slovakia,57.2,17.9,True,1.732447,Regular Play,,,,,,,,,,,,False,61.7,10.4,8.746427842267948,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,1,3,3,0,0,Ball Receipt*,Milan Škriniar,Slovakia,17.0,43.0,Pressure,Kobbie Mainoo,England,False,62.8,False,False,False
61217,3941017,1,17,43,00:17:43.834,Pressure,Kobbie Mainoo,England,Slovakia,60.1,63.0,,1.312524,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,2,0,2,1,0,0,Carry,Milan Škriniar,Slovakia,17.0,43.0,Pass,Milan Škriniar,Slovakia,False,59.9,False,False,False
61218,3941017,1,17,44,00:17:44.929,Pass,Milan Škriniar,Slovakia,Slovakia,61.7,10.4,True,3.258609,Regular Play,Dávid Hancko,37.202152,Ground Pass,Incomplete,-0.010752274,98.9,10.0,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,1,3,3,0,0,Pressure,Kobbie Mainoo,England,17.0,43.0,Ball Receipt*,Dávid Hancko,Slovakia,True,58.3,False,False,True
61219,3941017,1,17,48,00:17:48.187,Ball Receipt*,Dávid Hancko,Slovakia,Slovakia,83.7,4.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,1,3,3,0,0,Pass,Milan Škriniar,Slovakia,17.0,44.0,Pass,Kyle Walker,England,False,36.3,False,False,False
61220,3941017,1,17,48,00:17:48.187,Pass,Kyle Walker,England,England,21.2,70.1,,2.534899,Regular Play,Jordan Pickford,35.25578,Ground Pass,,-1.9760605,7.3,37.7,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,2,0,2,1,0,0,Ball Receipt*,Dávid Hancko,Slovakia,17.0,48.0,Ball Receipt*,Jordan Pickford,England,True,98.8,False,False,False
61221,3941017,1,17,50,00:17:50.722,Ball Receipt*,Jordan Pickford,England,England,7.3,37.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,2,0,2,1,0,0,Pass,Kyle Walker,England,17.0,48.0,Carry,Jordan Pickford,England,True,112.7,False,False,False
61222,3941017,1,17,50,00:17:50.722,Carry,Jordan Pickford,England,England,7.3,37.7,True,1.626085,Regular Play,,,,,,,,,,,,False,8.8,35.0,3.0886890422961026,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,2,0,2,1,0,0,Ball Receipt*,Jordan Pickford,England,17.0,50.0,Pressure,Dávid Hancko,Slovakia,False,112.7,False,False,False
61223,3941017,1,17,51,00:17:51.599,Pressure,Dávid Hancko,Slovakia,England,109.3,39.6,,0.855541,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,1,3,3,0,0,Carry,Jordan Pickford,England,17.0,50.0,Pass,Jordan Pickford,England,False,10.700000000000003,False,True,False
61224,3941017,1,17,52,00:17:52.348,Pass,Jordan Pickford,England,England,8.8,35.0,True,1.135447,Regular Play,Marc Guehi,10.323275,Ground Pass,,-0.90210676,15.2,26.9,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,2,0,2,1,0,0,Pressure,Dávid Hancko,Slovakia,17.0,51.0,Ball Receipt*,Marc Guehi,England,True,111.2,False,False,True
61225,3941017,1,17,53,00:17:53.484,Ball Receipt*,Marc Guehi,England,England,15.2,26.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,2,0,2,1,0,0,Pass,Jordan Pickford,England,17.0,52.0,Carry,Marc Guehi,England,True,104.8,False,False,False
61226,3941017,1,17,53,00:17:53.484,Carry,Marc Guehi,England,England,15.2,26.9,,1.956901,Regular Play,,,,,,,,,,,,False,24.0,22.6,9.79438614717635,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,2,0,2,1,0,0,Ball Receipt*,Marc Guehi,England,17.0,53.0,Pass,Marc Guehi,England,True,104.8,False,False,False
61227,3941017,1,17,55,00:17:55.441,Pass,Marc Guehi,England,England,24.0,22.6,,2.031697,Regular Play,Kieran Trippier,21.134096,Ground Pass,,-1.6276072,22.8,1.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,2,0,2,1,0,0,Carry,Marc Guehi,England,17.0,53.0,Ball Receipt*,Kieran Trippier,England,True,96.0,False,False,False
61228,3941017,1,17,57,00:17:57.472,Ball Receipt*,Kieran Trippier,England,England,22.8,1.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,2,0,2,1,0,0,Pass,Marc Guehi,England,17.0,55.0,Carry,Kieran Trippier,England,True,97.2,False,False,False
61229,3941017,1,17,57,00:17:57.472,Carry,Kieran Trippier,England,England,22.8,1.5,,1.189219,Regular Play,,,,,,,,,,,,False,23.6,4.3,2.9120439557122073,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,2,0,2,1,0,0,Ball Receipt*,Kieran Trippier,England,17.0,57.0,Pass,Kieran Trippier,England,True,97.2,False,False,False
