event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Portugal_score,France_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
13540,3942349,1,0,0,00:00:00.000,Starting XI,,Portugal,Portugal,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,1,1,5,3,0,0,,,,,,Starting XI,,France,False,,False,,False
13541,3942349,1,0,0,00:00:00.000,Starting XI,,France,Portugal,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,2,0,3,1,0,0,Starting XI,,Portugal,0.0,0.0,Half Start,,Portugal,False,,False,,False
13542,3942349,1,0,0,00:00:00.000,Half Start,,Portugal,Portugal,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,1,1,5,3,0,0,Starting XI,,France,0.0,0.0,Half Start,,France,False,,False,,False
13543,3942349,1,0,0,00:00:00.000,Half Start,,France,Portugal,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,2,0,3,1,0,0,Half Start,,Portugal,0.0,0.0,Pass,Antoine Griezmann,France,True,,False,,False
13544,3942349,1,0,0,00:00:00.455,Pass,Antoine Griezmann,France,France,60.0,40.0,,0.938508,From Kick Off,Aurélien Djani Tchouaméni,11.754574,Ground Pass,,-2.9792411,48.4,38.1,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,2,0,3,1,0,0,Half Start,,France,0.0,0.0,Ball Receipt*,Aurélien Djani Tchouaméni,France,True,60.0,False,False,False
13545,3942349,1,0,1,00:00:01.394,Ball Receipt*,Aurélien Djani Tchouaméni,France,France,48.4,38.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,2,2,0,3,1,0,0,Pass,Antoine Griezmann,France,0.0,0.0,Carry,Aurélien Djani Tchouaméni,France,True,71.6,False,False,False
13546,3942349,1,0,1,00:00:01.394,Carry,Aurélien Djani Tchouaméni,France,France,48.4,38.1,,1.048531,From Kick Off,,,,,,,,,,,,False,47.9,37.4,0.860232526704265,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,Aurélien Djani Tchouaméni,France,0.0,1.0,Pass,Aurélien Djani Tchouaméni,France,True,71.6,False,False,False
13547,3942349,1,0,2,00:00:02.442,Pass,Aurélien Djani Tchouaméni,France,France,47.9,37.4,,0.911355,From Kick Off,Eduardo Camavinga,8.811924,Ground Pass,,-1.4112446,49.3,28.7,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,2,2,0,3,1,0,0,Carry,Aurélien Djani Tchouaméni,France,0.0,1.0,Ball Receipt*,Eduardo Camavinga,France,True,72.1,False,False,False
13548,3942349,1,0,3,00:00:03.354,Ball Receipt*,Eduardo Camavinga,France,France,49.3,28.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,2,2,0,3,1,0,0,Pass,Aurélien Djani Tchouaméni,France,0.0,2.0,Carry,Eduardo Camavinga,France,True,70.7,False,False,False
13549,3942349,1,0,3,00:00:03.354,Carry,Eduardo Camavinga,France,France,49.3,28.7,,1.509661,From Kick Off,,,,,,,,,,,,False,49.0,25.2,3.512833614050059,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,Eduardo Camavinga,France,0.0,3.0,Pass,Eduardo Camavinga,France,True,70.7,False,False,False
13550,3942349,1,0,4,00:00:04.863,Pass,Eduardo Camavinga,France,France,49.0,25.2,,1.653205,From Kick Off,Dayotchanculle Upamecano,24.194422,Ground Pass,,2.0381408,38.1,46.8,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,2,2,0,3,1,0,0,Carry,Eduardo Camavinga,France,0.0,3.0,Ball Receipt*,Dayotchanculle Upamecano,France,True,71.0,False,False,False
13551,3942349,1,0,6,00:00:06.517,Ball Receipt*,Dayotchanculle Upamecano,France,France,38.1,46.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,2,0,3,1,0,0,Pass,Eduardo Camavinga,France,0.0,4.0,Carry,Dayotchanculle Upamecano,France,True,81.9,False,False,False
13552,3942349,1,0,6,00:00:06.517,Carry,Dayotchanculle Upamecano,France,France,38.1,46.8,,1.081204,From Kick Off,,,,,,,,,,,,False,41.6,49.4,4.360045871318329,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,Dayotchanculle Upamecano,France,0.0,6.0,Pass,Dayotchanculle Upamecano,France,True,81.9,False,False,False
13553,3942349,1,0,7,00:00:07.598,Pass,Dayotchanculle Upamecano,France,France,41.6,49.4,,0.882697,From Kick Off,N'Golo Kanté,8.415462,Ground Pass,,0.35181668,49.5,52.3,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,2,0,3,1,0,0,Carry,Dayotchanculle Upamecano,France,0.0,6.0,Ball Receipt*,N'Golo Kanté,France,True,78.4,False,False,False
13554,3942349,1,0,8,00:00:08.481,Ball Receipt*,N'Golo Kanté,France,France,49.5,52.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,2,2,0,3,1,0,0,Pass,Dayotchanculle Upamecano,France,0.0,7.0,Carry,N'Golo Kanté,France,True,70.5,False,False,False
13555,3942349,1,0,8,00:00:08.481,Carry,N'Golo Kanté,France,France,49.5,52.3,,1.197961,From Kick Off,,,,,,,,,,,,False,44.7,50.3,5.1999999999999975,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,N'Golo Kanté,France,0.0,8.0,Pass,N'Golo Kanté,France,True,70.5,False,False,False
13556,3942349,1,0,9,00:00:09.679,Pass,N'Golo Kanté,France,France,44.7,50.3,,1.726511,From Kick Off,William Saliba,24.981594,Ground Pass,,-2.0810053,32.5,28.5,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,2,2,0,3,1,0,0,Carry,N'Golo Kanté,France,0.0,8.0,Ball Receipt*,William Saliba,France,True,75.3,False,False,False
13557,3942349,1,0,11,00:00:11.405,Ball Receipt*,William Saliba,France,France,32.5,28.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,3,1,0,0,Pass,N'Golo Kanté,France,0.0,9.0,Carry,William Saliba,France,True,87.5,False,False,False
13558,3942349,1,0,11,00:00:11.405,Carry,William Saliba,France,France,32.5,28.5,,2.231307,From Kick Off,,,,,,,,,,,,False,32.9,30.0,1.552417469626002,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,William Saliba,France,0.0,11.0,Pass,William Saliba,France,True,87.5,False,False,False
13559,3942349,1,0,13,00:00:13.636,Pass,William Saliba,France,France,32.9,30.0,,1.588386,From Kick Off,Aurélien Djani Tchouaméni,10.043903,Ground Pass,,-1.3499676,35.1,20.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,3,1,0,0,Carry,William Saliba,France,0.0,11.0,Ball Receipt*,Aurélien Djani Tchouaméni,France,True,87.1,False,False,False
13560,3942349,1,0,15,00:00:15.225,Ball Receipt*,Aurélien Djani Tchouaméni,France,France,35.1,20.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,2,2,0,3,1,0,0,Pass,William Saliba,France,0.0,13.0,Carry,Aurélien Djani Tchouaméni,France,True,84.9,False,False,False
13561,3942349,1,0,15,00:00:15.225,Carry,Aurélien Djani Tchouaméni,France,France,35.1,20.2,True,4.703647,From Kick Off,,,,,,,,,,,,False,45.5,19.4,10.430723848324236,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,Aurélien Djani Tchouaméni,France,0.0,15.0,Pressure,João Maria Lobo Alves Palhinha Gonçalves,Portugal,False,84.9,False,False,False
13562,3942349,1,0,19,00:00:19.586,Pressure,João Maria Lobo Alves Palhinha Gonçalves,Portugal,France,71.3,61.4,,0.557098,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,1,1,5,3,0,0,Carry,Aurélien Djani Tchouaméni,France,0.0,15.0,Pass,Aurélien Djani Tchouaméni,France,False,48.7,False,False,False
13563,3942349,1,0,19,00:00:19.928,Pass,Aurélien Djani Tchouaméni,France,France,45.5,19.4,True,1.241206,From Kick Off,William Saliba,17.789042,Ground Pass,,2.9320698,28.1,23.1,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,2,2,0,3,1,0,0,Pressure,João Maria Lobo Alves Palhinha Gonçalves,Portugal,0.0,19.0,Ball Receipt*,William Saliba,France,True,74.5,False,False,True
13564,3942349,1,0,21,00:00:21.170,Ball Receipt*,William Saliba,France,France,28.1,23.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,3,1,0,0,Pass,Aurélien Djani Tchouaméni,France,0.0,19.0,Carry,William Saliba,France,True,91.9,False,False,False
13565,3942349,1,0,21,00:00:21.170,Carry,William Saliba,France,France,28.1,23.1,True,0.749449,From Kick Off,,,,,,,,,,,,False,25.5,24.8,3.1064449134018144,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,William Saliba,France,0.0,21.0,Pressure,Cristiano Ronaldo dos Santos Aveiro,Portugal,False,91.9,False,False,False
13566,3942349,1,0,21,00:00:21.302,Pressure,Cristiano Ronaldo dos Santos Aveiro,Portugal,France,91.5,56.8,,0.552702,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,1,5,3,1,0,Carry,William Saliba,France,0.0,21.0,Pass,William Saliba,France,False,28.5,False,False,False
13567,3942349,1,0,21,00:00:21.919,Pass,William Saliba,France,France,25.5,24.8,,2.630783,From Kick Off,Dayotchanculle Upamecano,31.14643,Ground Pass,,1.6254044,23.8,55.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,2,0,3,1,0,0,Pressure,Cristiano Ronaldo dos Santos Aveiro,Portugal,0.0,21.0,Ball Receipt*,Dayotchanculle Upamecano,France,True,94.5,False,False,True
13568,3942349,1,0,24,00:00:24.550,Ball Receipt*,Dayotchanculle Upamecano,France,France,23.8,55.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,2,0,3,1,0,0,Pass,William Saliba,France,0.0,21.0,Carry,Dayotchanculle Upamecano,France,True,96.2,False,False,False
13569,3942349,1,0,24,00:00:24.550,Carry,Dayotchanculle Upamecano,France,France,23.8,55.9,,0.157908,From Kick Off,,,,,,,,,,,,False,23.8,55.9,0.0,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,Dayotchanculle Upamecano,France,0.0,24.0,Pass,Dayotchanculle Upamecano,France,True,96.2,False,False,False
13570,3942349,1,0,24,00:00:24.708,Pass,Dayotchanculle Upamecano,France,France,23.8,55.9,,1.08863,From Kick Off,N'Golo Kanté,18.956001,Ground Pass,,0.28337207,42.0,61.2,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,2,0,3,1,0,0,Carry,Dayotchanculle Upamecano,France,0.0,24.0,Ball Receipt*,N'Golo Kanté,France,True,96.2,False,False,False
13571,3942349,1,0,25,00:00:25.796,Ball Receipt*,N'Golo Kanté,France,France,42.0,61.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,2,2,0,3,1,0,0,Pass,Dayotchanculle Upamecano,France,0.0,24.0,Carry,N'Golo Kanté,France,True,78.0,False,False,False
13572,3942349,1,0,25,00:00:25.796,Carry,N'Golo Kanté,France,France,42.0,61.2,,4.844882,From Kick Off,,,,,,,,,,,,False,77.3,66.6,35.710642671338185,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,N'Golo Kanté,France,0.0,25.0,Pass,N'Golo Kanté,France,True,78.0,False,False,False
13573,3942349,1,0,30,00:00:30.641,Pass,N'Golo Kanté,France,France,77.3,66.6,,1.281521,From Kick Off,Randal Kolo Muani,16.685923,Ground Pass,,0.4395236,92.4,73.7,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,2,2,0,3,1,0,0,Carry,N'Golo Kanté,France,0.0,25.0,Ball Receipt*,Randal Kolo Muani,France,True,42.7,False,False,False
13574,3942349,1,0,31,00:00:31.923,Ball Receipt*,Randal Kolo Muani,France,France,92.4,73.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,2,2,0,3,1,0,0,Pass,N'Golo Kanté,France,0.0,30.0,Carry,Randal Kolo Muani,France,True,27.599999999999994,False,False,False
13575,3942349,1,0,31,00:00:31.923,Carry,Randal Kolo Muani,France,France,92.4,73.7,True,0.765457,From Kick Off,,,,,,,,,,,,False,91.8,74.1,0.7211102550928002,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,Randal Kolo Muani,France,0.0,31.0,Pressure,Nuno Mendes,Portugal,False,27.599999999999994,False,False,False
13576,3942349,1,0,32,00:00:32.124,Pressure,Nuno Mendes,Portugal,France,27.7,6.4,,0.736824,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,1,1,5,3,0,0,Carry,Randal Kolo Muani,France,0.0,31.0,Pass,Randal Kolo Muani,France,False,92.3,False,False,False
13577,3942349,1,0,32,00:00:32.688,Pass,Randal Kolo Muani,France,France,91.8,74.1,True,1.126664,From Kick Off,N'Golo Kanté,11.108555,Ground Pass,,-2.7343369,81.6,69.7,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,2,2,0,3,1,0,0,Pressure,Nuno Mendes,Portugal,0.0,32.0,Ball Receipt*,N'Golo Kanté,France,True,28.200000000000003,False,False,True
13578,3942349,1,0,33,00:00:33.815,Ball Receipt*,N'Golo Kanté,France,France,81.6,69.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,2,2,0,3,1,0,0,Pass,Randal Kolo Muani,France,0.0,32.0,Carry,N'Golo Kanté,France,True,38.400000000000006,False,False,False
13579,3942349,1,0,33,00:00:33.815,Carry,N'Golo Kanté,France,France,81.6,69.7,,1.496351,From Kick Off,,,,,,,,,,,,False,75.6,62.9,9.06862723900371,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,N'Golo Kanté,France,0.0,33.0,Pass,N'Golo Kanté,France,True,38.400000000000006,False,False,False
13580,3942349,1,0,35,00:00:35.311,Pass,N'Golo Kanté,France,France,75.6,62.9,,1.132724,From Kick Off,Antoine Griezmann,18.597311,Ground Pass,,-1.4684525,77.5,44.4,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,2,2,0,3,1,0,0,Carry,N'Golo Kanté,France,0.0,33.0,Ball Receipt*,Antoine Griezmann,France,True,44.400000000000006,False,False,False
13581,3942349,1,0,36,00:00:36.444,Ball Receipt*,Antoine Griezmann,France,France,77.5,44.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,2,0,3,1,0,0,Pass,N'Golo Kanté,France,0.0,35.0,Carry,Antoine Griezmann,France,True,42.5,False,False,False
13582,3942349,1,0,36,00:00:36.444,Carry,Antoine Griezmann,France,France,77.5,44.4,,1.765454,From Kick Off,,,,,,,,,,,,False,76.2,43.8,1.4317821063276335,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,Antoine Griezmann,France,0.0,36.0,Pass,Antoine Griezmann,France,True,42.5,False,False,False
13583,3942349,1,0,38,00:00:38.209,Pass,Antoine Griezmann,France,France,76.2,43.8,,4.161554,From Kick Off,Theo Bernard François Hernández,59.831932,High Pass,,-0.8043084,117.7,0.7,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,2,0,3,1,0,0,Carry,Antoine Griezmann,France,0.0,36.0,Ball Receipt*,Theo Bernard François Hernández,France,True,43.8,False,False,False
13584,3942349,1,0,42,00:00:42.371,Ball Receipt*,Theo Bernard François Hernández,France,France,117.7,0.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,2,0,3,1,0,0,Pass,Antoine Griezmann,France,0.0,38.0,Carry,Theo Bernard François Hernández,France,True,2.299999999999997,False,True,False
13585,3942349,1,0,42,00:00:42.371,Carry,Theo Bernard François Hernández,France,France,117.7,0.7,,1.307077,From Kick Off,,,,,,,,,,,,False,117.7,0.7,0.0,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,Theo Bernard François Hernández,France,0.0,42.0,Pass,Theo Bernard François Hernández,France,True,2.299999999999997,False,True,False
13586,3942349,1,0,43,00:00:43.678,Pass,Theo Bernard François Hernández,France,France,117.7,0.7,,1.335707,From Kick Off,Kylian Mbappé Lottin,16.130716,Ground Pass,,2.8002367,102.5,6.1,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,2,0,3,1,0,0,Carry,Theo Bernard François Hernández,France,0.0,42.0,Ball Receipt*,Kylian Mbappé Lottin,France,True,2.299999999999997,False,True,False
13587,3942349,1,0,45,00:00:45.014,Ball Receipt*,Kylian Mbappé Lottin,France,France,102.5,6.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,2,2,0,3,1,1,0,Pass,Theo Bernard François Hernández,France,0.0,43.0,Carry,Kylian Mbappé Lottin,France,True,17.5,False,True,False
13588,3942349,1,0,45,00:00:45.014,Carry,Kylian Mbappé Lottin,France,France,102.5,6.1,,2.935883,From Kick Off,,,,,,,,,,,,False,100.5,9.2,3.689173349139343,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,2,2,0,3,1,1,0,Ball Receipt*,Kylian Mbappé Lottin,France,0.0,45.0,Pass,Kylian Mbappé Lottin,France,True,17.5,False,True,False
13589,3942349,1,0,47,00:00:47.950,Pass,Kylian Mbappé Lottin,France,France,100.5,9.2,,1.01951,From Kick Off,Eduardo Camavinga,9.563472,Ground Pass,,3.0263166,91.0,10.3,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,2,2,0,3,1,1,0,Carry,Kylian Mbappé Lottin,France,0.0,45.0,Ball Receipt*,Eduardo Camavinga,France,True,19.5,False,True,False
13590,3942349,1,0,48,00:00:48.969,Ball Receipt*,Eduardo Camavinga,France,France,91.0,10.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,2,2,0,3,1,0,0,Pass,Kylian Mbappé Lottin,France,0.0,47.0,Carry,Eduardo Camavinga,France,True,29.0,False,False,False
13591,3942349,1,0,48,00:00:48.969,Carry,Eduardo Camavinga,France,France,91.0,10.3,,0.362211,From Kick Off,,,,,,,,,,,,False,90.8,10.3,0.20000000000000284,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,Eduardo Camavinga,France,0.0,48.0,Pass,Eduardo Camavinga,France,True,29.0,False,False,False
13592,3942349,1,0,49,00:00:49.331,Pass,Eduardo Camavinga,France,France,90.8,10.3,,0.630531,From Kick Off,Antoine Griezmann,5.6222773,Ground Pass,,1.659846,90.3,15.9,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,2,2,0,3,1,0,0,Carry,Eduardo Camavinga,France,0.0,48.0,Ball Receipt*,Antoine Griezmann,France,True,29.200000000000003,False,False,False
13593,3942349,1,0,49,00:00:49.962,Ball Receipt*,Antoine Griezmann,France,France,90.3,15.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,2,0,3,1,0,0,Pass,Eduardo Camavinga,France,0.0,49.0,Pass,Antoine Griezmann,France,True,29.700000000000003,False,False,False
13594,3942349,1,0,49,00:00:49.962,Pass,Antoine Griezmann,France,France,90.3,15.9,,0.70625,From Kick Off,Eduardo Camavinga,9.483143,Ground Pass,,-1.815775,88.0,6.7,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,Antoine Griezmann,France,0.0,49.0,Ball Receipt*,Eduardo Camavinga,France,True,29.700000000000003,False,False,False
13595,3942349,1,0,50,00:00:50.668,Ball Receipt*,Eduardo Camavinga,France,France,88.0,6.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,2,2,0,3,1,0,0,Pass,Antoine Griezmann,France,0.0,49.0,Pass,Eduardo Camavinga,France,True,32.0,False,False,False
13596,3942349,1,0,50,00:00:50.668,Pass,Eduardo Camavinga,France,France,88.2,6.8,,1.192092,From Kick Off,Theo Bernard François Hernández,9.43027,Ground Pass,,-0.5968259,96.0,1.5,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,Eduardo Camavinga,France,0.0,50.0,Ball Receipt*,Theo Bernard François Hernández,France,True,31.799999999999997,False,False,False
13597,3942349,1,0,51,00:00:51.860,Ball Receipt*,Theo Bernard François Hernández,France,France,96.0,1.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,2,0,3,1,0,0,Pass,Eduardo Camavinga,France,0.0,50.0,Carry,Theo Bernard François Hernández,France,True,24.0,False,True,False
13598,3942349,1,0,51,00:00:51.860,Carry,Theo Bernard François Hernández,France,France,96.0,1.5,,1.115757,From Kick Off,,,,,,,,,,,,False,98.0,1.6,2.0024984394500787,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,Theo Bernard François Hernández,France,0.0,51.0,Pass,Theo Bernard François Hernández,France,True,24.0,False,True,False
13599,3942349,1,0,52,00:00:52.976,Pass,Theo Bernard François Hernández,France,France,98.0,1.6,,0.788327,From Kick Off,Kylian Mbappé Lottin,13.038404,Ground Pass,,1.4940244,99.0,14.6,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,2,0,3,1,0,0,Carry,Theo Bernard François Hernández,France,0.0,51.0,Ball Receipt*,Kylian Mbappé Lottin,France,True,22.0,False,True,False
13600,3942349,1,0,53,00:00:53.764,Ball Receipt*,Kylian Mbappé Lottin,France,France,99.0,14.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,2,2,0,3,1,1,0,Pass,Theo Bernard François Hernández,France,0.0,52.0,Carry,Kylian Mbappé Lottin,France,True,21.0,False,True,False
13601,3942349,1,0,53,00:00:53.764,Carry,Kylian Mbappé Lottin,France,France,99.0,14.6,,2.717844,From Kick Off,,,,,,,,,,,,False,96.0,10.3,5.243090691567331,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,2,2,0,3,1,1,0,Ball Receipt*,Kylian Mbappé Lottin,France,0.0,53.0,Pass,Kylian Mbappé Lottin,France,True,21.0,False,True,False
13602,3942349,1,0,56,00:00:56.482,Pass,Kylian Mbappé Lottin,France,France,96.0,10.3,,0.862,From Kick Off,Antoine Griezmann,7.5894666,Ground Pass,,2.819842,88.8,12.7,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,2,2,0,3,1,1,0,Carry,Kylian Mbappé Lottin,France,0.0,53.0,Ball Receipt*,Antoine Griezmann,France,True,24.0,False,True,False
13603,3942349,1,0,57,00:00:57.344,Ball Receipt*,Antoine Griezmann,France,France,88.8,12.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,2,0,3,1,0,0,Pass,Kylian Mbappé Lottin,France,0.0,56.0,Carry,Antoine Griezmann,France,True,31.200000000000003,False,False,False
13604,3942349,1,0,57,00:00:57.344,Carry,Antoine Griezmann,France,France,88.8,12.7,True,0.465779,From Kick Off,,,,,,,,,,,,False,89.7,12.9,0.9219544457292945,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,Antoine Griezmann,France,0.0,57.0,Pressure,Vitor Machado Ferreira,Portugal,False,31.200000000000003,False,False,False
13605,3942349,1,0,57,00:00:57.480,Pressure,Vitor Machado Ferreira,Portugal,France,28.9,67.5,,0.443387,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,1,1,5,3,0,0,Carry,Antoine Griezmann,France,0.0,57.0,Pass,Antoine Griezmann,France,False,91.1,False,False,False
13606,3942349,1,0,57,00:00:57.810,Pass,Antoine Griezmann,France,France,89.7,12.9,True,2.247335,From Kick Off,Jules Koundé,52.73111,High Pass,,1.6829195,83.8,65.3,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,2,0,3,1,0,0,Pressure,Vitor Machado Ferreira,Portugal,0.0,57.0,Ball Receipt*,Jules Koundé,France,True,30.299999999999997,False,False,True
13607,3942349,1,1,0,00:01:00.057,Ball Receipt*,Jules Koundé,France,France,83.8,65.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,2,0,3,1,0,0,Pass,Antoine Griezmann,France,0.0,57.0,Carry,Jules Koundé,France,True,36.2,False,False,False
13608,3942349,1,1,0,00:01:00.057,Carry,Jules Koundé,France,France,83.8,65.3,,1.268004,From Kick Off,,,,,,,,,,,,False,84.1,64.0,1.33416640641263,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,2,0,3,1,0,0,Ball Receipt*,Jules Koundé,France,1.0,0.0,Pass,Jules Koundé,France,True,36.2,False,False,False
