event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,England_score,Slovenia_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
142607,3930181,1,32,22,00:32:22.921,Ball Receipt*,Marc Guehi,England,England,57.9,24.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,Harry Kane,England,32.0,21.0,Carry,Marc Guehi,England,True,62.1,False,False,False
142608,3930181,1,32,22,00:32:22.921,Carry,Marc Guehi,England,England,57.9,24.1,,1.691571,Regular Play,,,,,,,,,,,,False,55.9,24.6,2.0615528128088303,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Marc Guehi,England,32.0,22.0,Pass,Marc Guehi,England,True,62.1,False,False,False
142609,3930181,1,32,24,00:32:24.612,Pass,Marc Guehi,England,England,55.9,24.6,,1.135168,Regular Play,Harry Kane,9.712878,Ground Pass,,-0.051500812,65.6,24.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,2,1,0,0,Carry,Marc Guehi,England,32.0,22.0,Pressure,Andraž Šporar,Slovenia,False,64.1,False,False,False
142610,3930181,1,32,25,00:32:25.444,Pressure,Andraž Šporar,Slovenia,England,54.5,56.0,,0.453428,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,2,0,2,2,0,0,Pass,Marc Guehi,England,32.0,24.0,Ball Receipt*,Harry Kane,England,False,65.5,False,False,False
142611,3930181,1,32,25,00:32:25.748,Ball Receipt*,Harry Kane,England,England,65.6,24.1,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,1,0,2,1,1,0,Pressure,Andraž Šporar,Slovenia,32.0,25.0,Carry,Harry Kane,England,True,54.400000000000006,False,False,True
142612,3930181,1,32,25,00:32:25.748,Carry,Harry Kane,England,England,65.6,24.1,True,0.159999,Regular Play,,,,,,,,,,,,False,64.8,24.1,0.7999999999999972,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,1,0,2,1,1,0,Ball Receipt*,Harry Kane,England,32.0,25.0,Pass,Harry Kane,England,True,54.400000000000006,False,False,False
142613,3930181,1,32,25,00:32:25.908,Pass,Harry Kane,England,England,64.8,24.1,,1.060181,Regular Play,Marc Guehi,10.697663,Ground Pass,,2.7784457,54.8,27.9,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,1,0,2,1,1,0,Carry,Harry Kane,England,32.0,25.0,Ball Receipt*,Marc Guehi,England,True,55.2,False,False,False
142614,3930181,1,32,26,00:32:26.968,Ball Receipt*,Marc Guehi,England,England,54.8,27.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,Harry Kane,England,32.0,25.0,Carry,Marc Guehi,England,True,65.2,False,False,False
142615,3930181,1,32,26,00:32:26.968,Carry,Marc Guehi,England,England,54.8,27.9,,4.296196,Regular Play,,,,,,,,,,,,False,62.1,35.1,10.253292154230275,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Marc Guehi,England,32.0,26.0,Pass,Marc Guehi,England,True,65.2,False,False,False
142616,3930181,1,32,31,00:32:31.264,Pass,Marc Guehi,England,England,62.1,35.1,,1.406274,Regular Play,John Stones,19.353552,Ground Pass,,1.886011,56.1,53.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,2,1,0,0,Carry,Marc Guehi,England,32.0,26.0,Ball Receipt*,John Stones,England,True,57.9,False,False,False
142617,3930181,1,32,32,00:32:32.670,Ball Receipt*,John Stones,England,England,56.1,53.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,Marc Guehi,England,32.0,31.0,Carry,John Stones,England,True,63.9,False,False,False
142618,3930181,1,32,32,00:32:32.670,Carry,John Stones,England,England,56.1,53.5,,0.608299,Regular Play,,,,,,,,,,,,False,55.8,54.6,1.1401754250991405,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,John Stones,England,32.0,32.0,Pass,John Stones,England,True,63.9,False,False,False
142619,3930181,1,32,33,00:32:33.279,Pass,John Stones,England,England,55.8,54.6,,1.281074,Regular Play,Kyle Walker,23.913385,Ground Pass,,0.9607555,69.5,74.2,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,0,2,1,0,0,Carry,John Stones,England,32.0,32.0,Ball Receipt*,Kyle Walker,England,True,64.2,False,False,False
142620,3930181,1,32,34,00:32:34.560,Ball Receipt*,Kyle Walker,England,England,69.5,74.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,John Stones,England,32.0,33.0,Carry,Kyle Walker,England,True,50.5,False,False,False
142621,3930181,1,32,34,00:32:34.560,Carry,Kyle Walker,England,England,69.5,74.2,,1.532178,Regular Play,,,,,,,,,,,,False,69.7,75.5,1.3152946437965882,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Kyle Walker,England,32.0,34.0,Pass,Kyle Walker,England,True,50.5,False,False,False
142622,3930181,1,32,36,00:32:36.092,Pass,Kyle Walker,England,England,69.7,75.5,,1.149541,Regular Play,Bukayo Saka,12.706298,Ground Pass,,0.031485654,82.4,75.9,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,1,0,2,1,0,0,Carry,Kyle Walker,England,32.0,34.0,Pressure,Erik Janža,Slovenia,False,50.3,False,False,False
142623,3930181,1,32,37,00:32:37.136,Pressure,Erik Janža,Slovenia,England,35.9,4.3,,0.320034,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,2,0,2,2,1,0,Pass,Kyle Walker,England,32.0,36.0,Ball Receipt*,Bukayo Saka,England,False,84.1,False,False,False
142624,3930181,1,32,37,00:32:37.241,Ball Receipt*,Bukayo Saka,England,England,82.4,75.9,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,1,0,2,1,0,0,Pressure,Erik Janža,Slovenia,32.0,37.0,Carry,Bukayo Saka,England,True,37.599999999999994,False,False,True
142625,3930181,1,32,37,00:32:37.241,Carry,Bukayo Saka,England,England,82.4,75.9,True,0.119999,Regular Play,,,,,,,,,,,,False,82.9,75.9,0.5,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Bukayo Saka,England,32.0,37.0,Pass,Bukayo Saka,England,True,37.599999999999994,False,False,False
142626,3930181,1,32,37,00:32:37.361,Pass,Bukayo Saka,England,England,82.9,75.9,True,1.159372,Regular Play,Kyle Walker,13.462912,Ground Pass,,3.0448804,69.5,77.2,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,1,0,2,1,0,0,Carry,Bukayo Saka,England,32.0,37.0,Ball Receipt*,Kyle Walker,England,True,37.099999999999994,False,False,False
142627,3930181,1,32,38,00:32:38.521,Ball Receipt*,Kyle Walker,England,England,69.5,77.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,Bukayo Saka,England,32.0,37.0,Carry,Kyle Walker,England,True,50.5,False,False,False
142628,3930181,1,32,38,00:32:38.521,Carry,Kyle Walker,England,England,69.5,77.2,,1.185313,Regular Play,,,,,,,,,,,,False,69.5,77.2,0.0,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Kyle Walker,England,32.0,38.0,Pass,Kyle Walker,England,True,50.5,False,False,False
142629,3930181,1,32,39,00:32:39.706,Pass,Kyle Walker,England,England,69.5,77.2,,1.894197,Regular Play,John Stones,21.421719,Ground Pass,,-2.6821203,50.3,67.7,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,1,0,2,1,0,0,Carry,Kyle Walker,England,32.0,38.0,Ball Receipt*,John Stones,England,True,50.5,False,False,False
142630,3930181,1,32,41,00:32:41.600,Ball Receipt*,John Stones,England,England,50.3,67.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,Kyle Walker,England,32.0,39.0,Carry,John Stones,England,True,69.7,False,False,False
142631,3930181,1,32,41,00:32:41.600,Carry,John Stones,England,England,50.3,67.7,,1.8,Regular Play,,,,,,,,,,,,False,53.4,59.6,8.672946442818613,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,John Stones,England,32.0,41.0,Pass,John Stones,England,True,69.7,False,False,False
142632,3930181,1,32,43,00:32:43.400,Pass,John Stones,England,England,53.4,59.6,,1.850591,Regular Play,Marc Guehi,30.479502,Ground Pass,,-1.4985539,55.6,29.2,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,0,2,1,0,0,Carry,John Stones,England,32.0,41.0,Ball Receipt*,Marc Guehi,England,True,66.6,False,False,False
142633,3930181,1,32,45,00:32:45.251,Ball Receipt*,Marc Guehi,England,England,55.6,29.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,John Stones,England,32.0,43.0,Carry,Marc Guehi,England,True,64.4,False,False,False
142634,3930181,1,32,45,00:32:45.251,Carry,Marc Guehi,England,England,55.6,29.2,True,4.957377,Regular Play,,,,,,,,,,,,False,64.8,28.8,9.208691546577066,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Marc Guehi,England,32.0,45.0,Pressure,Andraž Šporar,Slovenia,False,64.4,False,False,False
142635,3930181,1,32,49,00:32:49.384,Pressure,Andraž Šporar,Slovenia,England,52.8,52.5,,0.77719,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,2,0,2,2,0,0,Carry,Marc Guehi,England,32.0,45.0,Pass,Marc Guehi,England,False,67.2,False,False,False
142636,3930181,1,32,50,00:32:50.208,Pass,Marc Guehi,England,England,64.8,28.8,,0.642318,Regular Play,Declan Rice,9.563472,Ground Pass,,0.3746812,73.7,32.3,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,2,1,0,0,Pressure,Andraž Šporar,Slovenia,32.0,49.0,Ball Receipt*,Declan Rice,England,True,55.2,False,False,True
142637,3930181,1,32,50,00:32:50.851,Ball Receipt*,Declan Rice,England,England,73.7,32.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,1,0,2,1,0,0,Pass,Marc Guehi,England,32.0,50.0,Carry,Declan Rice,England,True,46.3,False,False,False
142638,3930181,1,32,50,00:32:50.851,Carry,Declan Rice,England,England,73.7,32.3,,0.539734,Regular Play,,,,,,,,,,,,False,73.1,31.2,1.252996408614169,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Declan Rice,England,32.0,50.0,Pass,Declan Rice,England,True,46.3,False,False,False
142639,3930181,1,32,51,00:32:51.390,Pass,Declan Rice,England,England,73.1,31.2,,0.681579,Regular Play,Phil Foden,9.200543,Ground Pass,,-1.5599272,73.2,22.0,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,1,0,2,1,0,0,Carry,Declan Rice,England,32.0,50.0,Ball Receipt*,Phil Foden,England,True,46.900000000000006,False,False,False
142640,3930181,1,32,52,00:32:52.072,Ball Receipt*,Phil Foden,England,England,73.2,22.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Pass,Declan Rice,England,32.0,51.0,Carry,Phil Foden,England,True,46.8,False,False,False
142641,3930181,1,32,52,00:32:52.072,Carry,Phil Foden,England,England,73.2,22.0,,0.447893,Regular Play,,,,,,,,,,,,False,73.2,21.6,0.3999999999999986,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Phil Foden,England,32.0,52.0,Pass,Phil Foden,England,True,46.8,False,False,False
142642,3930181,1,32,52,00:32:52.520,Pass,Phil Foden,England,England,73.2,21.6,,1.386401,Regular Play,Kieran Trippier,13.461798,Ground Pass,,-1.1171151,79.1,9.5,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Carry,Phil Foden,England,32.0,52.0,Ball Receipt*,Kieran Trippier,England,True,46.8,False,False,False
142643,3930181,1,32,53,00:32:53.906,Ball Receipt*,Kieran Trippier,England,England,79.1,9.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,Phil Foden,England,32.0,52.0,Carry,Kieran Trippier,England,True,40.900000000000006,False,False,False
142644,3930181,1,32,53,00:32:53.906,Carry,Kieran Trippier,England,England,79.1,9.5,,0.8,Regular Play,,,,,,,,,,,,False,78.4,8.6,1.1401754250991314,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Kieran Trippier,England,32.0,53.0,Pass,Kieran Trippier,England,True,40.900000000000006,False,False,False
142645,3930181,1,32,54,00:32:54.706,Pass,Kieran Trippier,England,England,78.4,8.6,,1.054354,Regular Play,Phil Foden,7.930952,Ground Pass,,1.8127168,76.5,16.3,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Carry,Kieran Trippier,England,32.0,53.0,Ball Receipt*,Phil Foden,England,True,41.599999999999994,False,False,False
142646,3930181,1,32,55,00:32:55.761,Ball Receipt*,Phil Foden,England,England,76.5,16.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Pass,Kieran Trippier,England,32.0,54.0,Carry,Phil Foden,England,True,43.5,False,False,False
142647,3930181,1,32,55,00:32:55.761,Carry,Phil Foden,England,England,76.5,16.3,,1.670993,Regular Play,,,,,,,,,,,,False,76.5,16.3,0.0,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Phil Foden,England,32.0,55.0,Pass,Phil Foden,England,True,43.5,False,False,False
142648,3930181,1,32,57,00:32:57.431,Pass,Phil Foden,England,England,76.5,16.3,,0.658486,Regular Play,Jude Bellingham,10.214206,Ground Pass,,0.3186546,86.2,19.5,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Carry,Phil Foden,England,32.0,55.0,Ball Receipt*,Jude Bellingham,England,True,43.5,False,False,False
142649,3930181,1,32,58,00:32:58.090,Ball Receipt*,Jude Bellingham,England,England,86.2,19.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,1,0,2,1,1,0,Pass,Phil Foden,England,32.0,57.0,Pass,Jude Bellingham,England,True,33.8,False,False,False
142650,3930181,1,32,58,00:32:58.090,Pass,Jude Bellingham,England,England,87.3,19.5,,0.666811,Regular Play,Phil Foden,5.2801514,Ground Pass,,-2.221873,84.1,15.3,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,1,0,2,1,1,0,Ball Receipt*,Jude Bellingham,England,32.0,58.0,Ball Receipt*,Phil Foden,England,True,32.7,False,False,False
142651,3930181,1,32,58,00:32:58.757,Ball Receipt*,Phil Foden,England,England,84.1,15.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Pass,Jude Bellingham,England,32.0,58.0,Carry,Phil Foden,England,True,35.900000000000006,False,False,False
142652,3930181,1,32,58,00:32:58.757,Carry,Phil Foden,England,England,84.1,15.3,,0.768845,Regular Play,,,,,,,,,,,,False,89.7,15.2,5.600892785976187,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Phil Foden,England,32.0,58.0,Pass,Phil Foden,England,True,35.900000000000006,False,False,False
142653,3930181,1,32,59,00:32:59.526,Pass,Phil Foden,England,England,89.7,15.2,,1.429551,Regular Play,Kieran Trippier,10.568349,Ground Pass,,-0.967047,95.7,6.5,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Carry,Phil Foden,England,32.0,58.0,Ball Receipt*,Kieran Trippier,England,True,30.299999999999997,False,False,False
142654,3930181,1,33,0,00:33:00.955,Ball Receipt*,Kieran Trippier,England,England,95.7,6.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,Phil Foden,England,32.0,59.0,Carry,Kieran Trippier,England,True,24.299999999999997,False,True,False
142655,3930181,1,33,0,00:33:00.955,Carry,Kieran Trippier,England,England,95.7,6.5,,0.550081,Regular Play,,,,,,,,,,,,False,95.7,5.6,0.9000000000000004,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Kieran Trippier,England,33.0,0.0,Pass,Kieran Trippier,England,True,24.299999999999997,False,True,False
142656,3930181,1,33,1,00:33:01.505,Pass,Kieran Trippier,England,England,95.7,5.6,,1.156255,Regular Play,Declan Rice,14.905368,Ground Pass,,1.9924266,89.6,19.2,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Carry,Kieran Trippier,England,33.0,0.0,Ball Receipt*,Declan Rice,England,True,24.299999999999997,False,True,False
142657,3930181,1,33,2,00:33:02.662,Ball Receipt*,Declan Rice,England,England,89.6,19.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,1,0,2,1,0,0,Pass,Kieran Trippier,England,33.0,1.0,Carry,Declan Rice,England,True,30.400000000000006,False,False,False
142658,3930181,1,33,2,00:33:02.662,Carry,Declan Rice,England,England,89.6,19.2,True,4.26987,Regular Play,,,,,,,,,,,,False,98.0,19.2,8.400000000000006,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Declan Rice,England,33.0,2.0,Pressure,Petar Stojanović,Slovenia,False,30.400000000000006,False,False,False
142659,3930181,1,33,5,00:33:05.339,Pressure,Petar Stojanović,Slovenia,England,21.8,53.3,,1.490627,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,2,0,2,2,0,0,Carry,Declan Rice,England,33.0,2.0,Pressure,Žan Karničnik,Slovenia,True,98.2,False,False,False
142660,3930181,1,33,6,00:33:06.711,Pressure,Žan Karničnik,Slovenia,England,21.7,58.1,,0.486487,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,2,0,2,2,1,0,Pressure,Petar Stojanović,Slovenia,33.0,5.0,Pass,Declan Rice,England,False,98.3,False,False,True
142661,3930181,1,33,6,00:33:06.931,Pass,Declan Rice,England,England,98.0,19.2,True,1.12502,Regular Play,Kieran Trippier,10.611786,Ground Pass,,-1.6179312,97.5,8.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,1,0,2,1,0,0,Pressure,Žan Karničnik,Slovenia,33.0,6.0,Ball Receipt*,Kieran Trippier,England,True,22.0,False,True,True
142662,3930181,1,33,8,00:33:08.056,Ball Receipt*,Kieran Trippier,England,England,97.5,8.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,Declan Rice,England,33.0,6.0,Carry,Kieran Trippier,England,True,22.5,False,True,False
142663,3930181,1,33,8,00:33:08.056,Carry,Kieran Trippier,England,England,97.5,8.6,,0.901217,Regular Play,,,,,,,,,,,,False,98.3,6.3,2.435159132377183,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Kieran Trippier,England,33.0,8.0,Pass,Kieran Trippier,England,True,22.5,False,True,False
142664,3930181,1,33,8,00:33:08.958,Pass,Kieran Trippier,England,England,98.3,6.3,,2.058293,Regular Play,Phil Foden,18.404346,Ground Pass,,0.73927706,111.9,18.7,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Carry,Kieran Trippier,England,33.0,8.0,Ball Receipt*,Phil Foden,England,True,21.700000000000003,False,True,False
142665,3930181,1,33,11,00:33:11.016,Ball Receipt*,Phil Foden,England,England,111.9,18.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Pass,Kieran Trippier,England,33.0,8.0,Carry,Phil Foden,England,True,8.099999999999994,False,True,False
142666,3930181,1,33,11,00:33:11.016,Carry,Phil Foden,England,England,111.9,18.7,,1.175597,Regular Play,,,,,,,,,,,,False,116.4,22.6,5.954829972383764,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Phil Foden,England,33.0,11.0,Pass,Phil Foden,England,True,8.099999999999994,False,True,False
142667,3930181,1,33,12,00:33:12.192,Pass,Phil Foden,England,England,116.4,22.6,,2.06344,Regular Play,Kyle Walker,35.088745,Low Pass,,2.1738176,96.5,51.5,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Carry,Phil Foden,England,33.0,11.0,Ball Receipt*,Kyle Walker,England,True,3.5999999999999943,False,True,False
142668,3930181,1,33,14,00:33:14.255,Ball Receipt*,Kyle Walker,England,England,96.5,51.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,Phil Foden,England,33.0,12.0,Pass,Kyle Walker,England,True,23.5,False,True,False
142669,3930181,1,33,14,00:33:14.255,Pass,Kyle Walker,England,England,95.9,51.7,,2.982298,Regular Play,Bukayo Saka,15.190786,Low Pass,,1.4121411,98.3,66.7,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Kyle Walker,England,33.0,14.0,Ball Receipt*,Bukayo Saka,England,True,24.099999999999994,False,True,False
142670,3930181,1,33,17,00:33:17.237,Ball Receipt*,Bukayo Saka,England,England,98.3,66.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,1,0,2,1,0,0,Pass,Kyle Walker,England,33.0,14.0,Carry,Bukayo Saka,England,True,21.700000000000003,False,True,False
142671,3930181,1,33,17,00:33:17.237,Carry,Bukayo Saka,England,England,98.3,66.7,,3.273983,Regular Play,,,,,,,,,,,,False,91.7,69.5,7.169379331573961,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Bukayo Saka,England,33.0,17.0,Pass,Bukayo Saka,England,True,21.700000000000003,False,True,False
142672,3930181,1,33,20,00:33:20.511,Pass,Bukayo Saka,England,England,91.7,69.5,,0.893306,Regular Play,Conor Gallagher,10.131634,Ground Pass,,-0.8482523,98.4,61.9,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,1,0,2,1,0,0,Carry,Bukayo Saka,England,33.0,17.0,Ball Receipt*,Conor Gallagher,England,True,28.299999999999997,False,False,False
142673,3930181,1,33,21,00:33:21.405,Ball Receipt*,Conor Gallagher,England,England,98.4,61.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,1,0,2,1,0,0,Pass,Bukayo Saka,England,33.0,20.0,Carry,Conor Gallagher,England,True,21.599999999999994,False,True,False
142674,3930181,1,33,21,00:33:21.405,Carry,Conor Gallagher,England,England,98.4,61.9,,0.257092,Regular Play,,,,,,,,,,,,False,97.8,61.7,0.6324555320336827,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Conor Gallagher,England,33.0,21.0,Pass,Conor Gallagher,England,True,21.599999999999994,False,True,False
142675,3930181,1,33,21,00:33:21.662,Pass,Conor Gallagher,England,England,97.8,61.7,,0.792424,Regular Play,Bukayo Saka,4.4011364,Ground Pass,,-3.1188693,93.4,61.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,1,0,2,1,0,0,Carry,Conor Gallagher,England,33.0,21.0,Ball Receipt*,Bukayo Saka,England,True,22.200000000000003,False,True,False
142676,3930181,1,33,22,00:33:22.454,Ball Receipt*,Bukayo Saka,England,England,93.4,61.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,1,0,2,1,0,0,Pass,Conor Gallagher,England,33.0,21.0,Carry,Bukayo Saka,England,True,26.599999999999994,False,False,False
142677,3930181,1,33,22,00:33:22.454,Carry,Bukayo Saka,England,England,93.4,61.6,True,1.142709,Regular Play,,,,,,,,,,,,False,91.8,57.7,4.2154477816716005,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Bukayo Saka,England,33.0,22.0,Pressure,Jaka Bijol,Slovenia,False,26.599999999999994,False,False,False
142678,3930181,1,33,22,00:33:22.512,Pressure,Jaka Bijol,Slovenia,England,28.0,20.8,,1.331132,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,2,0,2,2,0,0,Carry,Bukayo Saka,England,33.0,22.0,Foul Committed,Jaka Bijol,Slovenia,True,92.0,False,False,False
142679,3930181,1,33,23,00:33:23.597,Foul Committed,Jaka Bijol,Slovenia,England,28.3,22.4,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,2,0,2,2,0,0,Pressure,Jaka Bijol,Slovenia,33.0,22.0,Foul Won,Bukayo Saka,England,False,91.7,False,False,True
