event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,England_score,Slovenia_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
141706,3930181,1,10,38,00:10:38.689,Pass,Adam Gnezda Čerin,Slovenia,Slovenia,69.3,63.1,True,1.376122,From Free Kick,Petar Stojanović,16.160446,Ground Pass,,0.9347208,78.9,76.1,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,2,0,2,2,0,0,Carry,Adam Gnezda Čerin,Slovenia,10.0,38.0,Ball Receipt*,Petar Stojanović,Slovenia,True,50.7,False,False,False
141707,3930181,1,10,40,00:10:40.065,Ball Receipt*,Petar Stojanović,Slovenia,Slovenia,78.9,76.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,2,0,2,2,0,0,Pass,Adam Gnezda Čerin,Slovenia,10.0,38.0,Carry,Petar Stojanović,Slovenia,True,41.099999999999994,False,False,False
141708,3930181,1,10,40,00:10:40.065,Carry,Petar Stojanović,Slovenia,Slovenia,78.9,76.1,True,0.695377,From Free Kick,,,,,,,,,,,,False,77.9,74.5,1.886796226411316,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Petar Stojanović,Slovenia,10.0,40.0,Pressure,Kieran Trippier,England,False,41.099999999999994,False,False,False
141709,3930181,1,10,40,00:10:40.484,Pressure,Kieran Trippier,England,Slovenia,41.2,4.4,,0.279998,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Carry,Petar Stojanović,Slovenia,10.0,40.0,Dribbled Past,Kieran Trippier,England,True,78.8,False,False,False
141710,3930181,1,10,40,00:10:40.760,Dribbled Past,Kieran Trippier,England,Slovenia,42.2,5.6,,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Pressure,Kieran Trippier,England,10.0,40.0,Dribble,Petar Stojanović,Slovenia,False,77.8,False,False,True
141711,3930181,1,10,40,00:10:40.760,Dribble,Petar Stojanović,Slovenia,Slovenia,77.9,74.5,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,Complete,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,2,0,2,2,0,0,Dribbled Past,Kieran Trippier,England,10.0,40.0,Carry,Petar Stojanović,Slovenia,True,42.099999999999994,False,False,False
141712,3930181,1,10,40,00:10:40.760,Carry,Petar Stojanović,Slovenia,Slovenia,77.9,74.5,True,3.848528,From Free Kick,,,,,,,,,,,,False,90.7,51.8,26.06012279326404,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,2,0,2,2,0,0,Dribble,Petar Stojanović,Slovenia,10.0,40.0,Pass,Petar Stojanović,Slovenia,True,42.099999999999994,False,False,False
141713,3930181,1,10,44,00:10:44.609,Pass,Petar Stojanović,Slovenia,Slovenia,90.7,51.8,,1.45474,From Free Kick,Andraž Šporar,23.145842,Ground Pass,,0.510036,110.9,63.1,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,2,0,2,2,0,0,Carry,Petar Stojanović,Slovenia,10.0,40.0,Ball Receipt*,Andraž Šporar,Slovenia,True,29.299999999999997,False,False,False
141714,3930181,1,10,46,00:10:46.063,Ball Receipt*,Andraž Šporar,Slovenia,Slovenia,110.9,63.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,2,0,2,2,0,0,Pass,Petar Stojanović,Slovenia,10.0,44.0,Carry,Andraž Šporar,Slovenia,True,9.099999999999994,False,True,False
141715,3930181,1,10,46,00:10:46.063,Carry,Andraž Šporar,Slovenia,Slovenia,110.9,63.1,,0.521291,From Free Kick,,,,,,,,,,,,False,114.3,63.8,3.471310991541947,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Andraž Šporar,Slovenia,10.0,46.0,Pass,Andraž Šporar,Slovenia,True,9.099999999999994,False,True,False
141716,3930181,1,10,46,00:10:46.585,Pass,Andraž Šporar,Slovenia,Slovenia,114.3,63.8,,0.84375,From Free Kick,Petar Stojanović,15.192103,Ground Pass,Incomplete,-1.9341894,108.9,49.6,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,2,0,2,2,0,0,Carry,Andraž Šporar,Slovenia,10.0,46.0,Ball Receipt*,Petar Stojanović,Slovenia,True,5.700000000000003,False,True,False
141717,3930181,1,10,47,00:10:47.428,Ball Receipt*,Petar Stojanović,Slovenia,Slovenia,114.4,45.4,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,2,0,2,2,0,0,Pass,Andraž Šporar,Slovenia,10.0,46.0,Ball Recovery,Declan Rice,England,False,5.599999999999994,False,True,False
141718,3930181,1,10,47,00:10:47.428,Ball Recovery,Declan Rice,England,Slovenia,11.2,30.5,,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Petar Stojanović,Slovenia,10.0,47.0,Pass,Conor Gallagher,England,True,108.8,False,False,False
141719,3930181,1,10,48,00:10:48.678,Pass,Conor Gallagher,England,Slovenia,11.3,32.3,,3.869801,From Free Kick,Harry Kane,46.848907,High Pass,Incomplete,0.69774455,47.2,62.4,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,1,0,2,1,0,0,Ball Recovery,Declan Rice,England,10.0,47.0,Ball Receipt*,Harry Kane,England,True,108.7,False,False,False
141720,3930181,1,10,52,00:10:52.548,Ball Receipt*,Harry Kane,England,Slovenia,31.1,50.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,1,0,2,1,1,0,Pass,Conor Gallagher,England,10.0,48.0,Ball Recovery,Erik Janža,Slovenia,False,88.9,False,False,False
141721,3930181,1,10,52,00:10:52.548,Ball Recovery,Erik Janža,Slovenia,Slovenia,72.9,17.7,,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,2,0,2,2,1,0,Ball Receipt*,Harry Kane,England,10.0,52.0,Carry,Erik Janža,Slovenia,True,47.099999999999994,False,False,False
141722,3930181,1,10,52,00:10:52.548,Carry,Erik Janža,Slovenia,Slovenia,72.9,17.7,,1.342663,From Free Kick,,,,,,,,,,,,False,74.2,16.0,2.1400934559032674,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,2,0,2,2,1,0,Ball Recovery,Erik Janža,Slovenia,10.0,52.0,Pass,Erik Janža,Slovenia,True,47.099999999999994,False,False,False
141723,3930181,1,10,53,00:10:53.891,Pass,Erik Janža,Slovenia,Slovenia,74.2,16.0,,1.334627,From Free Kick,Adam Gnezda Čerin,17.96274,Ground Pass,,1.6543999,72.7,33.9,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,2,0,2,2,1,0,Carry,Erik Janža,Slovenia,10.0,52.0,Ball Receipt*,Adam Gnezda Čerin,Slovenia,True,45.8,False,False,False
141724,3930181,1,10,55,00:10:55.225,Ball Receipt*,Adam Gnezda Čerin,Slovenia,Slovenia,72.7,33.9,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,2,0,2,2,0,0,Pass,Erik Janža,Slovenia,10.0,53.0,Carry,Adam Gnezda Čerin,Slovenia,True,47.3,False,False,False
141725,3930181,1,10,55,00:10:55.225,Carry,Adam Gnezda Čerin,Slovenia,Slovenia,72.7,33.9,True,2.842857,From Free Kick,,,,,,,,,,,,False,77.7,35.0,5.119570294468082,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Adam Gnezda Čerin,Slovenia,10.0,55.0,Pressure,Harry Kane,England,False,47.3,False,False,False
141726,3930181,1,10,57,00:10:57.407,Pressure,Harry Kane,England,Slovenia,42.4,45.1,,0.644347,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,1,0,2,1,1,0,Carry,Adam Gnezda Čerin,Slovenia,10.0,55.0,Pass,Adam Gnezda Čerin,Slovenia,False,77.6,False,False,False
141727,3930181,1,10,58,00:10:58.068,Pass,Adam Gnezda Čerin,Slovenia,Slovenia,77.7,35.0,,1.136459,From Free Kick,Timi Elšnik,9.0448885,Ground Pass,,-1.670465,76.8,26.0,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,2,0,2,2,0,0,Pressure,Harry Kane,England,10.0,57.0,Ball Receipt*,Timi Elšnik,Slovenia,True,42.3,False,False,True
141728,3930181,1,10,59,00:10:59.205,Ball Receipt*,Timi Elšnik,Slovenia,Slovenia,76.8,26.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,2,0,2,2,0,0,Pass,Adam Gnezda Čerin,Slovenia,10.0,58.0,Carry,Timi Elšnik,Slovenia,True,43.2,False,False,False
141729,3930181,1,10,59,00:10:59.205,Carry,Timi Elšnik,Slovenia,Slovenia,76.8,26.0,,0.04,From Free Kick,,,,,,,,,,,,False,76.1,25.3,0.989949493661168,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Timi Elšnik,Slovenia,10.0,59.0,Pass,Timi Elšnik,Slovenia,True,43.2,False,False,False
141730,3930181,1,10,59,00:10:59.245,Pass,Timi Elšnik,Slovenia,Slovenia,76.1,25.3,,1.89655,From Free Kick,Vanja Drkušić,33.82366,Ground Pass,,2.0635362,60.1,55.1,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,2,0,2,2,0,0,Carry,Timi Elšnik,Slovenia,10.0,59.0,Ball Receipt*,Vanja Drkušić,Slovenia,True,43.900000000000006,False,False,False
141731,3930181,1,11,1,00:11:01.141,Ball Receipt*,Vanja Drkušić,Slovenia,Slovenia,60.1,55.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,2,0,2,2,0,0,Pass,Timi Elšnik,Slovenia,10.0,59.0,Carry,Vanja Drkušić,Slovenia,True,59.9,False,False,False
141732,3930181,1,11,1,00:11:01.141,Carry,Vanja Drkušić,Slovenia,Slovenia,60.1,55.1,,1.176015,From Free Kick,,,,,,,,,,,,False,57.7,52.6,3.4655446902326905,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Vanja Drkušić,Slovenia,11.0,1.0,Pass,Vanja Drkušić,Slovenia,True,59.9,False,False,False
141733,3930181,1,11,2,00:11:02.317,Pass,Vanja Drkušić,Slovenia,Slovenia,57.7,52.6,,1.516692,From Free Kick,Jaka Bijol,27.852468,Ground Pass,,-1.7512921,52.7,25.2,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,2,0,2,2,0,0,Carry,Vanja Drkušić,Slovenia,11.0,1.0,Ball Receipt*,Jaka Bijol,Slovenia,True,62.3,False,False,False
141734,3930181,1,11,3,00:11:03.834,Ball Receipt*,Jaka Bijol,Slovenia,Slovenia,52.7,25.2,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,2,0,2,2,0,0,Pass,Vanja Drkušić,Slovenia,11.0,2.0,Carry,Jaka Bijol,Slovenia,True,67.3,False,False,False
141735,3930181,1,11,3,00:11:03.834,Carry,Jaka Bijol,Slovenia,Slovenia,52.7,25.2,,2.275882,From Free Kick,,,,,,,,,,,,False,54.8,14.5,10.904127658827182,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Jaka Bijol,Slovenia,11.0,3.0,Pass,Jaka Bijol,Slovenia,True,67.3,False,False,False
141736,3930181,1,11,6,00:11:06.110,Pass,Jaka Bijol,Slovenia,Slovenia,54.8,14.5,,1.394316,From Free Kick,Erik Janža,19.643064,Ground Pass,,-0.7097306,69.7,1.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,2,0,2,2,0,0,Carry,Jaka Bijol,Slovenia,11.0,3.0,Ball Receipt*,Erik Janža,Slovenia,True,65.2,False,False,False
141737,3930181,1,11,7,00:11:07.504,Ball Receipt*,Erik Janža,Slovenia,Slovenia,69.7,1.7,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,2,0,2,2,1,0,Pass,Jaka Bijol,Slovenia,11.0,6.0,Carry,Erik Janža,Slovenia,True,50.3,False,False,False
141738,3930181,1,11,7,00:11:07.504,Carry,Erik Janža,Slovenia,Slovenia,69.7,1.7,True,1.482837,From Free Kick,,,,,,,,,,,,False,64.5,2.4,5.246903848937965,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,2,0,2,2,1,0,Ball Receipt*,Erik Janža,Slovenia,11.0,7.0,Pressure,Kyle Walker,England,False,50.3,False,False,False
141739,3930181,1,11,7,00:11:07.942,Pressure,Kyle Walker,England,Slovenia,52.9,78.4,,1.039064,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,1,0,2,1,0,0,Carry,Erik Janža,Slovenia,11.0,7.0,Pass,Erik Janža,Slovenia,False,67.1,False,False,False
141740,3930181,1,11,8,00:11:08.987,Pass,Erik Janža,Slovenia,Slovenia,64.5,2.4,,0.722878,From Free Kick,Jan Mlakar,2.4,Ground Pass,Out,0.0,66.9,2.4,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,2,0,2,2,1,0,Pressure,Kyle Walker,England,11.0,7.0,Ball Receipt*,Jan Mlakar,Slovenia,True,55.5,False,False,True
141741,3930181,1,11,9,00:11:09.710,Ball Receipt*,Jan Mlakar,Slovenia,Slovenia,77.4,1.7,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,0,0,0,2,0,2,2,0,0,Pass,Erik Janža,Slovenia,11.0,8.0,Pass,Kyle Walker,England,False,42.599999999999994,False,False,False
141742,3930181,1,11,17,00:11:17.774,Pass,Kyle Walker,England,England,51.3,80.0,,2.751546,From Throw In,Marc Guehi,35.92353,Low Pass,,-2.0605898,34.4,48.3,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Jan Mlakar,Slovenia,11.0,9.0,Ball Receipt*,Marc Guehi,England,True,68.7,False,False,False
141743,3930181,1,11,20,00:11:20.525,Ball Receipt*,Marc Guehi,England,England,34.4,48.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,Kyle Walker,England,11.0,17.0,Pass,Marc Guehi,England,True,85.6,False,False,False
141744,3930181,1,11,21,00:11:21.839,Pass,Marc Guehi,England,England,34.3,43.5,,1.509761,From Throw In,Kieran Trippier,29.405441,Ground Pass,,-1.0035454,50.1,18.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Marc Guehi,England,11.0,20.0,Ball Receipt*,Kieran Trippier,England,True,85.7,False,False,False
141745,3930181,1,11,23,00:11:23.349,Ball Receipt*,Kieran Trippier,England,England,50.1,18.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,Marc Guehi,England,11.0,21.0,Carry,Kieran Trippier,England,True,69.9,False,False,False
141746,3930181,1,11,23,00:11:23.349,Carry,Kieran Trippier,England,England,50.1,18.7,,1.505072,From Throw In,,,,,,,,,,,,False,54.6,12.3,7.8236819976274585,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Kieran Trippier,England,11.0,23.0,Pass,Kieran Trippier,England,True,69.9,False,False,False
141747,3930181,1,11,24,00:11:24.854,Pass,Kieran Trippier,England,England,54.6,12.3,,0.858851,From Throw In,Phil Foden,13.619104,Ground Pass,,-0.52278906,66.4,5.5,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Carry,Kieran Trippier,England,11.0,23.0,Ball Receipt*,Phil Foden,England,True,65.4,False,False,False
141748,3930181,1,11,25,00:11:25.713,Ball Receipt*,Phil Foden,England,England,66.4,5.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Pass,Kieran Trippier,England,11.0,24.0,Carry,Phil Foden,England,True,53.599999999999994,False,False,False
141749,3930181,1,11,25,00:11:25.713,Carry,Phil Foden,England,England,66.4,5.5,,4.195928,From Throw In,,,,,,,,,,,,False,74.2,6.6,7.877182237323188,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Phil Foden,England,11.0,25.0,Pass,Phil Foden,England,True,53.599999999999994,False,False,False
141750,3930181,1,11,29,00:11:29.909,Pass,Phil Foden,England,England,74.2,6.6,,1.655566,From Throw In,Kieran Trippier,7.256032,Ground Pass,,2.6224465,67.9,10.2,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Carry,Phil Foden,England,11.0,25.0,Ball Receipt*,Kieran Trippier,England,True,45.8,False,False,False
141751,3930181,1,11,31,00:11:31.564,Ball Receipt*,Kieran Trippier,England,England,67.9,10.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,Phil Foden,England,11.0,29.0,Pass,Kieran Trippier,England,True,52.099999999999994,False,False,False
141752,3930181,1,11,31,00:11:31.564,Pass,Kieran Trippier,England,England,67.7,10.0,,0.918818,From Throw In,Phil Foden,12.662543,Ground Pass,,-0.43185622,79.2,4.7,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Kieran Trippier,England,11.0,31.0,Ball Receipt*,Phil Foden,England,True,52.3,False,False,False
141753,3930181,1,11,32,00:11:32.483,Ball Receipt*,Phil Foden,England,England,79.2,4.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Pass,Kieran Trippier,England,11.0,31.0,Carry,Phil Foden,England,True,40.8,False,False,False
141754,3930181,1,11,32,00:11:32.483,Carry,Phil Foden,England,England,79.2,4.7,,1.255755,From Throw In,,,,,,,,,,,,False,79.2,4.7,0.0,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Phil Foden,England,11.0,32.0,Pass,Phil Foden,England,True,40.8,False,False,False
141755,3930181,1,11,33,00:11:33.739,Pass,Phil Foden,England,England,79.2,4.7,,0.910139,From Throw In,Kieran Trippier,11.829624,Ground Pass,,2.8412292,67.9,8.2,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,2,1,0,0,Carry,Phil Foden,England,11.0,32.0,Ball Receipt*,Kieran Trippier,England,True,40.8,False,False,False
141756,3930181,1,11,34,00:11:34.649,Ball Receipt*,Kieran Trippier,England,England,67.9,8.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,Phil Foden,England,11.0,33.0,Carry,Kieran Trippier,England,True,52.099999999999994,False,False,False
141757,3930181,1,11,34,00:11:34.649,Carry,Kieran Trippier,England,England,67.9,8.2,,2.199998,From Throw In,,,,,,,,,,,,False,65.6,12.1,4.527692569068715,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Kieran Trippier,England,11.0,34.0,Pass,Kieran Trippier,England,True,52.099999999999994,False,False,False
141758,3930181,1,11,36,00:11:36.849,Pass,Kieran Trippier,England,England,65.6,12.1,,1.411128,From Throw In,Marc Guehi,22.451057,Ground Pass,,2.0982296,54.3,31.5,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,2,1,0,0,Carry,Kieran Trippier,England,11.0,34.0,Ball Receipt*,Marc Guehi,England,True,54.400000000000006,False,False,False
141759,3930181,1,11,38,00:11:38.260,Ball Receipt*,Marc Guehi,England,England,54.3,31.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,Kieran Trippier,England,11.0,36.0,Carry,Marc Guehi,England,True,65.7,False,False,False
141760,3930181,1,11,38,00:11:38.260,Carry,Marc Guehi,England,England,54.3,31.5,,1.256691,From Throw In,,,,,,,,,,,,False,55.1,32.3,1.1313708498984771,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Marc Guehi,England,11.0,38.0,Pass,Marc Guehi,England,True,65.7,False,False,False
141761,3930181,1,11,39,00:11:39.517,Pass,Marc Guehi,England,England,55.1,32.3,,1.254347,From Throw In,John Stones,24.48183,Ground Pass,,1.489012,57.1,56.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,2,1,0,0,Carry,Marc Guehi,England,11.0,38.0,Ball Receipt*,John Stones,England,True,64.9,False,False,False
141762,3930181,1,11,40,00:11:40.771,Ball Receipt*,John Stones,England,England,57.1,56.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,Marc Guehi,England,11.0,39.0,Carry,John Stones,England,True,62.9,False,False,False
141763,3930181,1,11,40,00:11:40.771,Carry,John Stones,England,England,57.1,56.7,,4.439998,From Throw In,,,,,,,,,,,,False,58.2,49.3,7.481310045707241,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,John Stones,England,11.0,40.0,Pass,John Stones,England,True,62.9,False,False,False
141764,3930181,1,11,45,00:11:45.211,Pass,John Stones,England,England,58.2,49.3,,1.619657,From Throw In,Marc Guehi,17.314156,Ground Pass,,-1.1355648,65.5,33.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,0,2,1,0,0,Carry,John Stones,England,11.0,40.0,Ball Receipt*,Marc Guehi,England,True,61.8,False,False,False
141765,3930181,1,11,46,00:11:46.831,Ball Receipt*,Marc Guehi,England,England,65.5,33.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,John Stones,England,11.0,45.0,Carry,Marc Guehi,England,True,54.5,False,False,False
141766,3930181,1,11,46,00:11:46.831,Carry,Marc Guehi,England,England,65.5,33.6,,0.836623,From Throw In,,,,,,,,,,,,False,65.8,32.5,1.1401754250991385,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Marc Guehi,England,11.0,46.0,Pass,Marc Guehi,England,True,54.5,False,False,False
141767,3930181,1,11,47,00:11:47.667,Pass,Marc Guehi,England,England,65.8,32.5,,0.939938,From Throw In,Harry Kane,12.349089,Ground Pass,,0.37298772,77.3,37.0,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,2,1,0,0,Carry,Marc Guehi,England,11.0,46.0,Ball Receipt*,Harry Kane,England,True,54.2,False,False,False
141768,3930181,1,11,48,00:11:48.607,Ball Receipt*,Harry Kane,England,England,77.3,37.0,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,1,0,2,1,1,0,Pass,Marc Guehi,England,11.0,47.0,Carry,Harry Kane,England,True,42.7,False,False,False
141769,3930181,1,11,48,00:11:48.607,Carry,Harry Kane,England,England,77.3,37.0,,1.039997,From Throw In,,,,,,,,,,,,False,73.4,35.1,4.338202392696764,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,1,0,2,1,1,0,Ball Receipt*,Harry Kane,England,11.0,48.0,Pass,Harry Kane,England,True,42.7,False,False,False
141770,3930181,1,11,49,00:11:49.647,Pass,Harry Kane,England,England,73.4,35.1,,1.688655,From Throw In,Conor Gallagher,31.633211,Ground Pass,,1.662601,70.5,66.6,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,1,0,2,1,1,0,Carry,Harry Kane,England,11.0,48.0,Ball Receipt*,Conor Gallagher,England,True,46.599999999999994,False,False,False
141771,3930181,1,11,51,00:11:51.336,Ball Receipt*,Conor Gallagher,England,England,70.5,66.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,1,0,2,1,0,0,Pass,Harry Kane,England,11.0,49.0,Carry,Conor Gallagher,England,True,49.5,False,False,False
141772,3930181,1,11,51,00:11:51.336,Carry,Conor Gallagher,England,England,70.5,66.6,,1.140433,From Throw In,,,,,,,,,,,,False,70.8,74.0,7.406078584514215,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,1,0,2,1,0,0,Ball Receipt*,Conor Gallagher,England,11.0,51.0,Pass,Conor Gallagher,England,True,49.5,False,False,False
141773,3930181,1,11,52,00:11:52.476,Pass,Conor Gallagher,England,England,70.8,74.0,,1.48762,From Throw In,Kyle Walker,15.670673,Ground Pass,,0.18613195,86.2,76.9,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,1,0,2,1,0,0,Carry,Conor Gallagher,England,11.0,51.0,Ball Receipt*,Kyle Walker,England,True,49.2,False,False,False
141774,3930181,1,11,53,00:11:53.964,Ball Receipt*,Kyle Walker,England,England,86.2,76.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,1,0,2,1,0,0,Pass,Conor Gallagher,England,11.0,52.0,Carry,Kyle Walker,England,True,33.8,False,False,False
