event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Poland_score,Netherlands_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
110258,3938637,1,0,0,00:00:00.000,Starting XI,,Poland,Poland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Starting XI,,Netherlands,False,,False,,False
110259,3938637,1,0,0,00:00:00.000,Starting XI,,Netherlands,Poland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Poland,0.0,0.0,Half Start,,Netherlands,True,,False,,False
110260,3938637,1,0,0,00:00:00.000,Half Start,,Netherlands,Poland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Netherlands,0.0,0.0,Half Start,,Poland,False,,False,,False
110261,3938637,1,0,0,00:00:00.000,Half Start,,Poland,Poland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Half Start,,Netherlands,0.0,0.0,Pass,Piotr Zieliński,Poland,True,,False,,False
110262,3938637,1,0,1,00:00:01.289,Pass,Piotr Zieliński,Poland,Poland,60.0,40.0,,1.154519,From Kick Off,Sebastian Szymański,4.763402,Ground Pass,,2.4602945,56.3,43.0,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Half Start,,Poland,0.0,0.0,Ball Receipt*,Sebastian Szymański,Poland,True,60.0,False,False,False
110263,3938637,1,0,2,00:00:02.444,Ball Receipt*,Sebastian Szymański,Poland,Poland,56.3,43.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Piotr Zieliński,Poland,0.0,1.0,Pass,Sebastian Szymański,Poland,True,63.7,False,False,False
110264,3938637,1,0,2,00:00:02.444,Pass,Sebastian Szymański,Poland,Poland,55.7,42.8,,2.058165,From Kick Off,Nicola Zalewski,40.50889,High Pass,,-1.2467039,68.6,4.4,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Sebastian Szymański,Poland,0.0,2.0,Ball Receipt*,Nicola Zalewski,Poland,True,64.3,False,False,False
110265,3938637,1,0,4,00:00:04.502,Ball Receipt*,Nicola Zalewski,Poland,Poland,68.6,4.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Sebastian Szymański,Poland,0.0,2.0,Carry,Nicola Zalewski,Poland,True,51.400000000000006,False,False,False
110266,3938637,1,0,4,00:00:04.502,Carry,Nicola Zalewski,Poland,Poland,68.6,4.4,True,3.482079,From Kick Off,,,,,,,,,,,,False,68.1,4.2,0.5385164807134505,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Nicola Zalewski,Poland,0.0,4.0,Pressure,Denzel Dumfries,Netherlands,False,51.400000000000006,False,False,False
110267,3938637,1,0,7,00:00:07.020,Pressure,Denzel Dumfries,Netherlands,Poland,49.8,76.2,,0.842727,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Nicola Zalewski,Poland,0.0,4.0,Pass,Nicola Zalewski,Poland,False,70.2,False,False,False
110268,3938637,1,0,7,00:00:07.984,Pass,Nicola Zalewski,Poland,Poland,68.1,4.2,,3.159053,From Kick Off,,43.38894,Low Pass,Incomplete,0.44303197,107.3,22.8,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Denzel Dumfries,Netherlands,0.0,7.0,Ball Recovery,Bart Verbruggen,Netherlands,False,51.900000000000006,False,False,True
110269,3938637,1,0,11,00:00:11.143,Ball Recovery,Bart Verbruggen,Netherlands,Netherlands,12.8,57.3,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Pass,Nicola Zalewski,Poland,0.0,7.0,Carry,Bart Verbruggen,Netherlands,True,107.2,False,False,False
110270,3938637,1,0,11,00:00:11.143,Carry,Bart Verbruggen,Netherlands,Netherlands,12.8,57.3,,5.783741,Regular Play,,,,,,,,,,,,False,12.0,44.9,12.425779653607252,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Ball Recovery,Bart Verbruggen,Netherlands,0.0,11.0,Pass,Bart Verbruggen,Netherlands,True,107.2,False,False,False
110271,3938637,1,0,16,00:00:16.927,Pass,Bart Verbruggen,Netherlands,Netherlands,12.0,44.9,,1.071789,Regular Play,Virgil van Dijk,12.85496,Ground Pass,,-1.3352513,15.0,32.4,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Carry,Bart Verbruggen,Netherlands,0.0,11.0,Ball Receipt*,Virgil van Dijk,Netherlands,True,108.0,False,False,False
110272,3938637,1,0,17,00:00:17.999,Ball Receipt*,Virgil van Dijk,Netherlands,Netherlands,15.0,32.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Bart Verbruggen,Netherlands,0.0,16.0,Carry,Virgil van Dijk,Netherlands,True,105.0,False,False,False
110273,3938637,1,0,17,00:00:17.999,Carry,Virgil van Dijk,Netherlands,Netherlands,15.0,32.4,,0.062794,Regular Play,,,,,,,,,,,,False,15.0,32.4,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Virgil van Dijk,Netherlands,0.0,17.0,Pass,Virgil van Dijk,Netherlands,True,105.0,False,False,False
110274,3938637,1,0,18,00:00:18.061,Pass,Virgil van Dijk,Netherlands,Netherlands,15.0,32.4,,1.361359,Regular Play,Bart Verbruggen,14.317122,Ground Pass,,1.9500057,9.7,45.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Virgil van Dijk,Netherlands,0.0,17.0,Ball Receipt*,Bart Verbruggen,Netherlands,True,105.0,False,False,False
110275,3938637,1,0,19,00:00:19.423,Ball Receipt*,Bart Verbruggen,Netherlands,Netherlands,9.7,45.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Pass,Virgil van Dijk,Netherlands,0.0,18.0,Carry,Bart Verbruggen,Netherlands,True,110.3,False,False,False
110276,3938637,1,0,19,00:00:19.423,Carry,Bart Verbruggen,Netherlands,Netherlands,9.7,45.7,,6.839086,Regular Play,,,,,,,,,,,,False,16.5,42.4,7.558438992278766,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Bart Verbruggen,Netherlands,0.0,19.0,Pass,Bart Verbruggen,Netherlands,True,110.3,False,False,False
110277,3938637,1,0,26,00:00:26.262,Pass,Bart Verbruggen,Netherlands,Netherlands,16.5,42.4,,1.329937,Regular Play,Virgil van Dijk,9.7514105,Ground Pass,,-1.4680665,17.5,32.7,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Carry,Bart Verbruggen,Netherlands,0.0,19.0,Ball Receipt*,Virgil van Dijk,Netherlands,True,103.5,False,False,False
110278,3938637,1,0,27,00:00:27.592,Ball Receipt*,Virgil van Dijk,Netherlands,Netherlands,17.5,32.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Bart Verbruggen,Netherlands,0.0,26.0,Carry,Virgil van Dijk,Netherlands,True,102.5,False,False,False
110279,3938637,1,0,27,00:00:27.592,Carry,Virgil van Dijk,Netherlands,Netherlands,17.5,32.7,,1.608552,Regular Play,,,,,,,,,,,,False,17.3,32.7,0.1999999999999993,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Virgil van Dijk,Netherlands,0.0,27.0,Pass,Virgil van Dijk,Netherlands,True,102.5,False,False,False
110280,3938637,1,0,29,00:00:29.200,Pass,Virgil van Dijk,Netherlands,Netherlands,17.3,32.7,,1.406897,Regular Play,Bart Verbruggen,15.912574,Ground Pass,,1.7990083,13.7,48.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Virgil van Dijk,Netherlands,0.0,27.0,Ball Receipt*,Bart Verbruggen,Netherlands,True,102.7,False,False,False
110281,3938637,1,0,30,00:00:30.607,Ball Receipt*,Bart Verbruggen,Netherlands,Netherlands,13.7,48.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Pass,Virgil van Dijk,Netherlands,0.0,29.0,Carry,Bart Verbruggen,Netherlands,True,106.3,False,False,False
110282,3938637,1,0,30,00:00:30.607,Carry,Bart Verbruggen,Netherlands,Netherlands,13.7,48.2,,3.733449,Regular Play,,,,,,,,,,,,False,19.2,47.1,5.608921464952064,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Bart Verbruggen,Netherlands,0.0,30.0,Pass,Bart Verbruggen,Netherlands,True,106.3,False,False,False
110283,3938637,1,0,34,00:00:34.341,Pass,Bart Verbruggen,Netherlands,Netherlands,19.2,47.1,,3.520639,Regular Play,Cody Mathès Gakpo,65.63688,High Pass,Incomplete,-0.03352402,84.8,44.9,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Carry,Bart Verbruggen,Netherlands,0.0,30.0,Ball Receipt*,Cody Mathès Gakpo,Netherlands,True,100.8,False,False,False
110284,3938637,1,0,37,00:00:37.861,Ball Receipt*,Cody Mathès Gakpo,Netherlands,Netherlands,83.6,44.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,0,0,0,0,0,Pass,Bart Verbruggen,Netherlands,0.0,34.0,Duel,Cody Mathès Gakpo,Netherlands,True,36.400000000000006,False,False,False
110285,3938637,1,0,37,00:00:37.861,Duel,Cody Mathès Gakpo,Netherlands,Netherlands,84.8,44.9,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Cody Mathès Gakpo,Netherlands,0.0,37.0,Pass,Bartosz Salamon,Poland,False,35.2,False,False,False
110286,3938637,1,0,37,00:00:37.861,Pass,Bartosz Salamon,Poland,Netherlands,35.3,35.2,True,1.647061,Regular Play,,18.216751,High Pass,Incomplete,0.260956,52.9,39.9,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,0,0,0,0,0,Duel,Cody Mathès Gakpo,Netherlands,0.0,37.0,Pass,Joey Veerman,Netherlands,False,84.7,False,False,False
110287,3938637,1,0,39,00:00:39.508,Pass,Joey Veerman,Netherlands,Netherlands,67.2,40.2,,1.799681,Regular Play,Xavi Simons,15.420765,Ground Pass,,1.4013833,69.8,55.4,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Bartosz Salamon,Poland,0.0,37.0,Pressure,Sebastian Szymański,Poland,False,52.8,False,False,False
110288,3938637,1,0,40,00:00:40.907,Pressure,Sebastian Szymański,Poland,Netherlands,50.0,27.7,,0.438711,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Joey Veerman,Netherlands,0.0,39.0,Ball Receipt*,Xavi Simons,Netherlands,False,70.0,False,False,False
110289,3938637,1,0,41,00:00:41.308,Ball Receipt*,Xavi Simons,Netherlands,Netherlands,69.8,55.4,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Sebastian Szymański,Poland,0.0,40.0,Carry,Xavi Simons,Netherlands,True,50.2,False,False,True
110290,3938637,1,0,41,00:00:41.308,Carry,Xavi Simons,Netherlands,Netherlands,69.8,55.4,True,0.040000003,Regular Play,,,,,,,,,,,,False,69.8,55.2,0.19999999999999574,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Xavi Simons,Netherlands,0.0,41.0,Pass,Xavi Simons,Netherlands,True,50.2,False,False,False
110291,3938637,1,0,41,00:00:41.348,Pass,Xavi Simons,Netherlands,Netherlands,69.8,55.2,,1.919108,Regular Play,Jerdy Schouten,12.182364,High Pass,,-2.2339993,62.3,45.6,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Carry,Xavi Simons,Netherlands,0.0,41.0,Pressure,Adam Buksa,Poland,False,50.2,False,False,False
110292,3938637,1,0,42,00:00:42.621,Pressure,Adam Buksa,Poland,Netherlands,58.4,32.5,,1.404418,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pass,Xavi Simons,Netherlands,0.0,41.0,Ball Receipt*,Jerdy Schouten,Netherlands,False,61.6,False,False,False
110293,3938637,1,0,43,00:00:43.267,Ball Receipt*,Jerdy Schouten,Netherlands,Netherlands,62.3,45.6,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Adam Buksa,Poland,0.0,42.0,Carry,Jerdy Schouten,Netherlands,True,57.7,False,False,True
110294,3938637,1,0,43,00:00:43.267,Carry,Jerdy Schouten,Netherlands,Netherlands,62.3,45.6,True,0.875353,Regular Play,,,,,,,,,,,,False,57.8,45.7,4.50111097397076,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Jerdy Schouten,Netherlands,0.0,43.0,Pass,Jerdy Schouten,Netherlands,True,57.7,False,False,False
110295,3938637,1,0,44,00:00:44.143,Pass,Jerdy Schouten,Netherlands,Netherlands,57.8,45.7,,0.695418,Regular Play,Virgil van Dijk,7.340981,Ground Pass,,-2.4817443,52.0,41.2,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Jerdy Schouten,Netherlands,0.0,43.0,Ball Receipt*,Virgil van Dijk,Netherlands,True,62.2,False,False,False
110296,3938637,1,0,44,00:00:44.838,Ball Receipt*,Virgil van Dijk,Netherlands,Netherlands,52.0,41.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Jerdy Schouten,Netherlands,0.0,44.0,Carry,Virgil van Dijk,Netherlands,True,68.0,False,False,False
110297,3938637,1,0,44,00:00:44.838,Carry,Virgil van Dijk,Netherlands,Netherlands,52.0,41.2,,0.08,Regular Play,,,,,,,,,,,,False,52.0,41.2,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Virgil van Dijk,Netherlands,0.0,44.0,Pass,Virgil van Dijk,Netherlands,True,68.0,False,False,False
110298,3938637,1,0,44,00:00:44.918,Pass,Virgil van Dijk,Netherlands,Netherlands,52.0,41.2,,1.447182,Regular Play,Nathan Aké,13.209845,Ground Pass,,-1.4417465,53.7,28.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Virgil van Dijk,Netherlands,0.0,44.0,Ball Receipt*,Nathan Aké,Netherlands,True,68.0,False,False,False
110299,3938637,1,0,46,00:00:46.365,Ball Receipt*,Nathan Aké,Netherlands,Netherlands,53.7,28.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Virgil van Dijk,Netherlands,0.0,44.0,Carry,Nathan Aké,Netherlands,True,66.3,False,False,False
110300,3938637,1,0,46,00:00:46.365,Carry,Nathan Aké,Netherlands,Netherlands,53.7,28.1,,0.0304,Regular Play,,,,,,,,,,,,False,53.7,28.1,0.0,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Nathan Aké,Netherlands,0.0,46.0,Pass,Nathan Aké,Netherlands,True,66.3,False,False,False
110301,3938637,1,0,46,00:00:46.396,Pass,Nathan Aké,Netherlands,Netherlands,53.7,28.1,,0.689722,Regular Play,Virgil van Dijk,14.70034,Ground Pass,,2.491289,42.0,37.0,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Nathan Aké,Netherlands,0.0,46.0,Ball Receipt*,Virgil van Dijk,Netherlands,True,66.3,False,False,False
110302,3938637,1,0,47,00:00:47.085,Ball Receipt*,Virgil van Dijk,Netherlands,Netherlands,42.0,37.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Nathan Aké,Netherlands,0.0,46.0,Carry,Virgil van Dijk,Netherlands,True,78.0,False,False,False
110303,3938637,1,0,47,00:00:47.085,Carry,Virgil van Dijk,Netherlands,Netherlands,42.0,37.0,True,1.833935,Regular Play,,,,,,,,,,,,False,39.7,40.9,4.527692569068706,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Virgil van Dijk,Netherlands,0.0,47.0,Pressure,Kacper Urbanski,Poland,False,78.0,False,False,False
110304,3938637,1,0,48,00:00:48.630,Pressure,Kacper Urbanski,Poland,Netherlands,78.1,41.6,,0.44523,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Carry,Virgil van Dijk,Netherlands,0.0,47.0,Pass,Virgil van Dijk,Netherlands,False,41.900000000000006,False,False,False
110305,3938637,1,0,48,00:00:48.919,Pass,Virgil van Dijk,Netherlands,Netherlands,39.7,40.9,True,1.925597,Regular Play,Stefan de Vrij,19.933138,Ground Pass,,1.455153,42.0,60.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Kacper Urbanski,Poland,0.0,48.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,80.3,False,False,True
110306,3938637,1,0,50,00:00:50.845,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,42.0,60.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Virgil van Dijk,Netherlands,0.0,48.0,Carry,Stefan de Vrij,Netherlands,True,78.0,False,False,False
110307,3938637,1,0,50,00:00:50.845,Carry,Stefan de Vrij,Netherlands,Netherlands,42.0,60.7,True,0.916658,Regular Play,,,,,,,,,,,,False,42.0,65.4,4.700000000000003,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Stefan de Vrij,Netherlands,0.0,50.0,Pressure,Adam Buksa,Poland,False,78.0,False,False,False
110308,3938637,1,0,51,00:00:51.517,Pressure,Adam Buksa,Poland,Netherlands,76.4,16.7,,0.436459,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Carry,Stefan de Vrij,Netherlands,0.0,50.0,Pass,Stefan de Vrij,Netherlands,False,43.599999999999994,False,False,False
110309,3938637,1,0,51,00:00:51.761,Pass,Stefan de Vrij,Netherlands,Netherlands,42.0,65.4,True,1.202044,Regular Play,Denzel Dumfries,14.354442,Ground Pass,,1.0291821,49.4,77.7,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Adam Buksa,Poland,0.0,51.0,Ball Receipt*,Denzel Dumfries,Netherlands,True,78.0,False,False,True
110310,3938637,1,0,52,00:00:52.963,Ball Receipt*,Denzel Dumfries,Netherlands,Netherlands,49.4,77.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Stefan de Vrij,Netherlands,0.0,51.0,Carry,Denzel Dumfries,Netherlands,True,70.6,False,False,False
110311,3938637,1,0,52,00:00:52.963,Carry,Denzel Dumfries,Netherlands,Netherlands,49.4,77.7,,0.795381,Regular Play,,,,,,,,,,,,False,47.9,78.2,1.5811388300841898,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Denzel Dumfries,Netherlands,0.0,52.0,Pass,Denzel Dumfries,Netherlands,True,70.6,False,False,False
110312,3938637,1,0,53,00:00:53.759,Pass,Denzel Dumfries,Netherlands,Netherlands,47.9,78.2,,0.639363,Regular Play,Jerdy Schouten,7.8339005,Ground Pass,,-1.3258177,49.8,70.6,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Denzel Dumfries,Netherlands,0.0,52.0,Ball Receipt*,Jerdy Schouten,Netherlands,True,72.1,False,False,False
110313,3938637,1,0,54,00:00:54.398,Ball Receipt*,Jerdy Schouten,Netherlands,Netherlands,49.8,70.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Denzel Dumfries,Netherlands,0.0,53.0,Carry,Jerdy Schouten,Netherlands,True,70.2,False,False,False
110314,3938637,1,0,54,00:00:54.398,Carry,Jerdy Schouten,Netherlands,Netherlands,49.8,70.6,True,0.546176,Regular Play,,,,,,,,,,,,False,51.4,72.3,2.334523505985753,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Jerdy Schouten,Netherlands,0.0,54.0,Dribbled Past,Sebastian Szymański,Poland,False,70.2,False,False,False
110315,3938637,1,0,54,00:00:54.944,Dribbled Past,Sebastian Szymański,Poland,Netherlands,68.7,7.8,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Jerdy Schouten,Netherlands,0.0,54.0,Dribble,Jerdy Schouten,Netherlands,False,51.3,False,False,False
110316,3938637,1,0,54,00:00:54.944,Dribble,Jerdy Schouten,Netherlands,Netherlands,51.4,72.3,True,0.0,Regular Play,,,,,,,,,,,,False,,,,Complete,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Dribbled Past,Sebastian Szymański,Poland,0.0,54.0,Carry,Jerdy Schouten,Netherlands,True,68.6,False,False,False
110317,3938637,1,0,54,00:00:54.944,Carry,Jerdy Schouten,Netherlands,Netherlands,51.4,72.3,True,1.172967,Regular Play,,,,,,,,,,,,False,58.4,75.6,7.73886296557834,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Dribble,Jerdy Schouten,Netherlands,0.0,54.0,Pass,Jerdy Schouten,Netherlands,True,68.6,False,False,False
110318,3938637,1,0,56,00:00:56.117,Pass,Jerdy Schouten,Netherlands,Netherlands,58.4,75.6,,1.803672,Regular Play,Memphis Depay,26.347107,Ground Pass,Incomplete,-0.13706617,84.5,72.0,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Jerdy Schouten,Netherlands,0.0,54.0,Pressure,Memphis Depay,Netherlands,True,61.6,False,False,False
110319,3938637,1,0,57,00:00:57.672,Pressure,Memphis Depay,Netherlands,Netherlands,80.1,73.7,,0.209398,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pass,Jerdy Schouten,Netherlands,0.0,56.0,Ball Receipt*,Memphis Depay,Netherlands,True,39.900000000000006,False,False,False
110320,3938637,1,0,57,00:00:57.921,Ball Receipt*,Memphis Depay,Netherlands,Netherlands,80.9,72.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Memphis Depay,Netherlands,0.0,57.0,Interception,Bartosz Salamon,Poland,False,39.099999999999994,False,False,True
110321,3938637,1,0,57,00:00:57.921,Interception,Bartosz Salamon,Poland,Netherlands,35.6,8.1,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Memphis Depay,Netherlands,0.0,57.0,Pass,Denzel Dumfries,Netherlands,False,84.4,False,False,False
110322,3938637,1,1,19,00:01:19.596,Pass,Denzel Dumfries,Netherlands,Netherlands,82.2,80.0,,1.912163,From Throw In,Memphis Depay,24.41311,High Pass,,-0.31656924,105.4,72.4,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Interception,Bartosz Salamon,Poland,0.0,57.0,Pressure,Jakub Piotr Kiwior,Poland,False,37.8,False,False,False
110323,3938637,1,1,21,00:01:21.309,Pressure,Jakub Piotr Kiwior,Poland,Netherlands,14.7,9.7,,2.68628,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Denzel Dumfries,Netherlands,1.0,19.0,Ball Receipt*,Memphis Depay,Netherlands,False,105.3,False,False,False
110324,3938637,1,1,21,00:01:21.508,Ball Receipt*,Memphis Depay,Netherlands,Netherlands,105.4,72.4,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Jakub Piotr Kiwior,Poland,1.0,21.0,Carry,Memphis Depay,Netherlands,True,14.599999999999994,False,True,True
