event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Spain_score,Germany_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
31030,3942226,1,11,15,00:11:15.634,Pressure,Emre Can,Germany,Spain,57.3,57.0,,0.844658,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,3,1,0,10,2,1,0,Carry,Fabián Ruiz Peña,Spain,11.0,12.0,Pass,Fabián Ruiz Peña,Spain,False,62.7,False,False,False
31031,3942226,1,11,16,00:11:16.286,Pass,Fabián Ruiz Peña,Spain,Spain,56.4,23.5,True,1.500129,From Throw In,Robin Aime Robert Le Normand,30.446346,Ground Pass,,1.7926716,49.7,53.2,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,4,0,0,9,1,2,0,Pressure,Emre Can,Germany,11.0,15.0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,True,63.6,False,False,True
31032,3942226,1,11,17,00:11:17.786,Ball Receipt*,Robin Aime Robert Le Normand,Spain,Spain,49.7,53.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,4,0,0,9,1,0,0,Pass,Fabián Ruiz Peña,Spain,11.0,16.0,Carry,Robin Aime Robert Le Normand,Spain,True,70.3,False,False,False
31033,3942226,1,11,17,00:11:17.786,Carry,Robin Aime Robert Le Normand,Spain,Spain,49.7,53.2,True,3.150054,From Throw In,,,,,,,,,,,,False,55.8,60.0,9.135097153287418,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,4,0,0,9,1,0,0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,11.0,17.0,Pressure,Kai Havertz,Germany,False,70.3,False,False,False
31034,3942226,1,11,20,00:11:20.316,Pressure,Kai Havertz,Germany,Spain,64.3,25.0,,0.975725,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,3,1,0,10,2,2,0,Carry,Robin Aime Robert Le Normand,Spain,11.0,17.0,Pass,Robin Aime Robert Le Normand,Spain,False,55.7,False,False,False
31035,3942226,1,11,20,00:11:20.936,Pass,Robin Aime Robert Le Normand,Spain,Spain,55.8,60.0,True,1.015385,From Throw In,Daniel Carvajal Ramos,15.320901,Ground Pass,,1.5185564,56.6,75.3,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,4,0,0,9,1,0,0,Pressure,Kai Havertz,Germany,11.0,20.0,Ball Receipt*,Daniel Carvajal Ramos,Spain,True,64.2,False,False,True
31036,3942226,1,11,21,00:11:21.951,Ball Receipt*,Daniel Carvajal Ramos,Spain,Spain,56.6,75.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,4,0,0,9,1,1,0,Pass,Robin Aime Robert Le Normand,Spain,11.0,20.0,Carry,Daniel Carvajal Ramos,Spain,True,63.4,False,False,False
31037,3942226,1,11,21,00:11:21.951,Carry,Daniel Carvajal Ramos,Spain,Spain,56.6,75.3,,1.37818,From Throw In,,,,,,,,,,,,False,56.6,75.3,0.0,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,4,0,0,9,1,1,0,Ball Receipt*,Daniel Carvajal Ramos,Spain,11.0,21.0,Pass,Daniel Carvajal Ramos,Spain,True,63.4,False,False,False
31038,3942226,1,11,23,00:11:23.330,Pass,Daniel Carvajal Ramos,Spain,Spain,56.6,75.3,,1.29957,From Throw In,Robin Aime Robert Le Normand,17.800282,Ground Pass,,-2.5037096,42.3,64.7,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,4,0,0,9,1,1,0,Carry,Daniel Carvajal Ramos,Spain,11.0,21.0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,True,63.4,False,False,False
31039,3942226,1,11,24,00:11:24.629,Ball Receipt*,Robin Aime Robert Le Normand,Spain,Spain,42.3,64.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,4,0,0,9,1,0,0,Pass,Daniel Carvajal Ramos,Spain,11.0,23.0,Carry,Robin Aime Robert Le Normand,Spain,True,77.7,False,False,False
31040,3942226,1,11,24,00:11:24.629,Carry,Robin Aime Robert Le Normand,Spain,Spain,42.3,64.7,,1.381,From Throw In,,,,,,,,,,,,False,41.8,60.0,4.726520919238593,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,4,0,0,9,1,0,0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,11.0,24.0,Pass,Robin Aime Robert Le Normand,Spain,True,77.7,False,False,False
31041,3942226,1,11,26,00:11:26.010,Pass,Robin Aime Robert Le Normand,Spain,Spain,41.8,60.0,,1.742192,From Throw In,Aymeric Laporte,28.711147,Ground Pass,,-1.5986637,41.0,31.3,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,4,0,0,9,1,0,0,Carry,Robin Aime Robert Le Normand,Spain,11.0,24.0,Ball Receipt*,Aymeric Laporte,Spain,True,78.2,False,False,False
31042,3942226,1,11,27,00:11:27.752,Ball Receipt*,Aymeric Laporte,Spain,Spain,41.0,31.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,4,0,0,9,1,0,0,Pass,Robin Aime Robert Le Normand,Spain,11.0,26.0,Carry,Aymeric Laporte,Spain,True,79.0,False,False,False
31043,3942226,1,11,27,00:11:27.752,Carry,Aymeric Laporte,Spain,Spain,41.0,31.3,,2.673191,From Throw In,,,,,,,,,,,,False,51.9,24.1,13.063307391315568,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,4,0,0,9,1,0,0,Ball Receipt*,Aymeric Laporte,Spain,11.0,27.0,Pass,Aymeric Laporte,Spain,True,79.0,False,False,False
31044,3942226,1,11,30,00:11:30.426,Pass,Aymeric Laporte,Spain,Spain,51.9,24.1,,1.675438,From Throw In,Robin Aime Robert Le Normand,31.776249,Ground Pass,,1.6400858,49.7,55.8,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,4,0,0,9,1,0,0,Carry,Aymeric Laporte,Spain,11.0,27.0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,True,68.1,False,False,False
31045,3942226,1,11,32,00:11:32.101,Ball Receipt*,Robin Aime Robert Le Normand,Spain,Spain,49.7,55.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,4,0,0,9,1,0,0,Pass,Aymeric Laporte,Spain,11.0,30.0,Carry,Robin Aime Robert Le Normand,Spain,True,70.3,False,False,False
31046,3942226,1,11,32,00:11:32.101,Carry,Robin Aime Robert Le Normand,Spain,Spain,49.7,55.8,,3.757432,From Throw In,,,,,,,,,,,,False,56.8,53.6,7.433034373659246,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,4,0,0,9,1,0,0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,11.0,32.0,Pass,Robin Aime Robert Le Normand,Spain,True,70.3,False,False,False
31047,3942226,1,11,35,00:11:35.859,Pass,Robin Aime Robert Le Normand,Spain,Spain,56.8,53.6,,1.877177,From Throw In,Aymeric Laporte,24.90502,Ground Pass,,-1.590874,56.3,28.7,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,4,0,0,9,1,0,0,Carry,Robin Aime Robert Le Normand,Spain,11.0,32.0,Ball Receipt*,Aymeric Laporte,Spain,True,63.2,False,False,False
31048,3942226,1,11,37,00:11:37.736,Ball Receipt*,Aymeric Laporte,Spain,Spain,56.3,28.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,4,0,0,9,1,0,0,Pass,Robin Aime Robert Le Normand,Spain,11.0,35.0,Carry,Aymeric Laporte,Spain,True,63.7,False,False,False
31049,3942226,1,11,37,00:11:37.736,Carry,Aymeric Laporte,Spain,Spain,56.3,28.7,,1.156504,From Throw In,,,,,,,,,,,,False,56.0,25.8,2.9154759474226486,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,4,0,0,9,1,0,0,Ball Receipt*,Aymeric Laporte,Spain,11.0,37.0,Pass,Aymeric Laporte,Spain,True,63.7,False,False,False
31050,3942226,1,11,38,00:11:38.892,Pass,Aymeric Laporte,Spain,Spain,56.0,25.8,,1.219443,From Throw In,Fabián Ruiz Peña,15.725775,Ground Pass,,-0.05726217,71.7,24.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,4,0,0,9,1,0,0,Carry,Aymeric Laporte,Spain,11.0,37.0,Ball Receipt*,Fabián Ruiz Peña,Spain,True,64.0,False,False,False
31051,3942226,1,11,40,00:11:40.112,Ball Receipt*,Fabián Ruiz Peña,Spain,Spain,71.7,24.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,4,0,0,9,1,2,0,Pass,Aymeric Laporte,Spain,11.0,38.0,Carry,Fabián Ruiz Peña,Spain,True,48.3,False,False,False
31052,3942226,1,11,40,00:11:40.112,Carry,Fabián Ruiz Peña,Spain,Spain,71.7,24.9,,1.51675,From Throw In,,,,,,,,,,,,False,69.5,17.7,7.528612089887485,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,4,0,0,9,1,2,0,Ball Receipt*,Fabián Ruiz Peña,Spain,11.0,40.0,Pass,Fabián Ruiz Peña,Spain,True,48.3,False,False,False
31053,3942226,1,11,41,00:11:41.628,Pass,Fabián Ruiz Peña,Spain,Spain,69.5,17.7,,0.743113,From Throw In,Nicholas Williams Arthuer,16.637308,Ground Pass,,0.4743999,84.3,25.3,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,4,0,0,9,1,2,0,Carry,Fabián Ruiz Peña,Spain,11.0,40.0,Ball Receipt*,Nicholas Williams Arthuer,Spain,True,50.5,False,False,False
31054,3942226,1,11,42,00:11:42.371,Ball Receipt*,Nicholas Williams Arthuer,Spain,Spain,84.3,25.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,4,0,0,9,1,1,0,Pass,Fabián Ruiz Peña,Spain,11.0,41.0,Carry,Nicholas Williams Arthuer,Spain,True,35.7,False,False,False
31055,3942226,1,11,42,00:11:42.371,Carry,Nicholas Williams Arthuer,Spain,Spain,84.3,25.3,True,3.153329,From Throw In,,,,,,,,,,,,False,91.9,28.7,8.325863318599467,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,4,0,0,9,1,1,0,Ball Receipt*,Nicholas Williams Arthuer,Spain,11.0,42.0,Pressure,Joshua Kimmich,Germany,False,35.7,False,False,False
31056,3942226,1,11,44,00:11:44.786,Pressure,Joshua Kimmich,Germany,Spain,30.4,55.2,,0.857481,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,1,0,10,2,0,0,Carry,Nicholas Williams Arthuer,Spain,11.0,42.0,Shot,Nicholas Williams Arthuer,Spain,False,89.6,False,False,False
31057,3942226,1,11,45,00:11:45.525,Shot,Nicholas Williams Arthuer,Spain,Spain,91.9,28.7,True,1.057483,From Throw In,,,,,,,,Off T,0.021921165,Right Foot,Normal,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,4,0,0,9,1,1,0,Pressure,Joshua Kimmich,Germany,11.0,44.0,Goal Keeper,Manuel Neuer,Germany,False,28.099999999999994,False,False,True
31058,3942226,1,11,46,00:11:46.582,Goal Keeper,Manuel Neuer,Germany,Spain,1.4,42.1,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,3,1,0,10,2,0,0,Shot,Nicholas Williams Arthuer,Spain,11.0,45.0,Pass,Manuel Neuer,Germany,True,118.6,False,False,False
31059,3942226,1,11,52,00:11:52.768,Pass,Manuel Neuer,Germany,Germany,2.8,43.8,,1.987749,From Goal Kick,Joshua Kimmich,30.149628,Ground Pass,,1.0269638,18.4,69.6,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,3,1,0,10,2,0,0,Goal Keeper,Manuel Neuer,Germany,11.0,46.0,Ball Receipt*,Joshua Kimmich,Germany,True,117.2,False,False,False
31060,3942226,1,11,54,00:11:54.756,Ball Receipt*,Joshua Kimmich,Germany,Germany,18.4,69.6,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,1,0,10,2,0,0,Pass,Manuel Neuer,Germany,11.0,52.0,Carry,Joshua Kimmich,Germany,True,101.6,False,False,False
31061,3942226,1,11,54,00:11:54.756,Carry,Joshua Kimmich,Germany,Germany,18.4,69.6,True,2.779685,From Goal Kick,,,,,,,,,,,,False,28.7,73.2,10.911003620199201,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,1,0,10,2,0,0,Ball Receipt*,Joshua Kimmich,Germany,11.0,54.0,Pressure,Nicholas Williams Arthuer,Spain,False,101.6,False,False,False
31062,3942226,1,11,56,00:11:56.608,Pressure,Nicholas Williams Arthuer,Spain,Germany,93.3,11.8,,0.834444,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,4,0,0,9,1,1,0,Carry,Joshua Kimmich,Germany,11.0,54.0,Foul Committed,Nicholas Williams Arthuer,Spain,True,26.700000000000003,False,False,False
31063,3942226,1,11,57,00:11:57.535,Foul Committed,Nicholas Williams Arthuer,Spain,Germany,91.4,6.9,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,4,0,0,9,1,1,0,Pressure,Nicholas Williams Arthuer,Spain,11.0,56.0,Foul Won,Joshua Kimmich,Germany,False,28.599999999999994,False,False,True
31064,3942226,1,11,57,00:11:57.535,Foul Won,Joshua Kimmich,Germany,Germany,28.7,73.2,True,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,1,0,10,2,0,0,Foul Committed,Nicholas Williams Arthuer,Spain,11.0,57.0,Injury Stoppage,Nicholas Williams Arthuer,Spain,False,91.3,False,False,False
31065,3942226,1,12,1,00:12:01.862,Injury Stoppage,Nicholas Williams Arthuer,Spain,Germany,,,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,4,0,0,9,1,1,0,Foul Won,Joshua Kimmich,Germany,11.0,57.0,Pass,Joshua Kimmich,Germany,False,,False,,False
31066,3942226,1,12,28,00:12:28.325,Pass,Joshua Kimmich,Germany,Germany,29.2,73.2,,1.586559,From Free Kick,Emre Can,13.157507,Ground Pass,,-1.2298174,33.6,60.8,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,1,0,10,2,0,0,Injury Stoppage,Nicholas Williams Arthuer,Spain,12.0,1.0,Ball Receipt*,Emre Can,Germany,True,90.8,False,False,False
31067,3942226,1,12,29,00:12:29.912,Ball Receipt*,Emre Can,Germany,Germany,33.6,60.8,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,3,1,0,10,2,1,0,Pass,Joshua Kimmich,Germany,12.0,28.0,Pass,Emre Can,Germany,True,86.4,False,False,False
31068,3942226,1,12,30,00:12:30.510,Pass,Emre Can,Germany,Germany,32.3,57.3,,1.395727,From Free Kick,Manuel Neuer,28.276669,Ground Pass,,-2.6478908,7.4,43.9,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,3,1,0,10,2,1,0,Ball Receipt*,Emre Can,Germany,12.0,29.0,Ball Receipt*,Manuel Neuer,Germany,True,87.7,False,False,False
31069,3942226,1,12,31,00:12:31.906,Ball Receipt*,Manuel Neuer,Germany,Germany,7.4,43.9,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,3,1,0,10,2,0,0,Pass,Emre Can,Germany,12.0,30.0,Carry,Manuel Neuer,Germany,True,112.6,False,False,False
31070,3942226,1,12,31,00:12:31.906,Carry,Manuel Neuer,Germany,Germany,7.4,43.9,,1.511477,From Free Kick,,,,,,,,,,,,False,9.3,42.3,2.483948469674845,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,3,1,0,10,2,0,0,Ball Receipt*,Manuel Neuer,Germany,12.0,31.0,Pass,Manuel Neuer,Germany,True,112.6,False,False,False
31071,3942226,1,12,33,00:12:33.417,Pass,Manuel Neuer,Germany,Germany,9.3,42.3,,1.845187,From Free Kick,Jonathan Tah,18.191206,Ground Pass,,-1.3151515,13.9,24.7,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,3,1,0,10,2,0,0,Carry,Manuel Neuer,Germany,12.0,31.0,Ball Receipt*,Jonathan Tah,Germany,True,110.7,False,False,False
31072,3942226,1,12,35,00:12:35.262,Ball Receipt*,Jonathan Tah,Germany,Germany,13.9,24.7,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,1,0,10,2,0,0,Pass,Manuel Neuer,Germany,12.0,33.0,Carry,Jonathan Tah,Germany,True,106.1,False,False,False
31073,3942226,1,12,35,00:12:35.262,Carry,Jonathan Tah,Germany,Germany,13.9,24.7,,3.647194,From Free Kick,,,,,,,,,,,,False,38.0,13.2,26.703183330831553,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,1,0,10,2,0,0,Ball Receipt*,Jonathan Tah,Germany,12.0,35.0,Pass,Jonathan Tah,Germany,True,106.1,False,False,False
31074,3942226,1,12,38,00:12:38.909,Pass,Jonathan Tah,Germany,Germany,38.0,13.2,,0.774169,From Free Kick,Jamal Musiala,14.767871,Ground Pass,,0.19075555,52.5,16.0,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,1,0,10,2,0,0,Carry,Jonathan Tah,Germany,12.0,35.0,Ball Receipt*,Jamal Musiala,Germany,True,82.0,False,False,False
31075,3942226,1,12,39,00:12:39.684,Ball Receipt*,Jamal Musiala,Germany,Germany,52.5,16.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,1,0,10,2,3,0,Pass,Jonathan Tah,Germany,12.0,38.0,Carry,Jamal Musiala,Germany,True,67.5,False,False,False
31076,3942226,1,12,39,00:12:39.684,Carry,Jamal Musiala,Germany,Germany,52.5,16.0,,0.55802,From Free Kick,,,,,,,,,,,,False,52.8,15.4,0.6708203932499354,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,1,0,10,2,3,0,Ball Receipt*,Jamal Musiala,Germany,12.0,39.0,Pass,Jamal Musiala,Germany,True,67.5,False,False,False
31077,3942226,1,12,40,00:12:40.242,Pass,Jamal Musiala,Germany,Germany,52.8,15.4,,0.570851,From Free Kick,İlkay Gündoğan,6.1983867,Ground Pass,,1.7492068,51.7,21.5,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,1,0,10,2,3,0,Carry,Jamal Musiala,Germany,12.0,39.0,Ball Receipt*,İlkay Gündoğan,Germany,True,67.2,False,False,False
31078,3942226,1,12,40,00:12:40.812,Ball Receipt*,İlkay Gündoğan,Germany,Germany,51.7,21.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,3,1,0,10,2,1,0,Pass,Jamal Musiala,Germany,12.0,40.0,Carry,İlkay Gündoğan,Germany,True,68.3,False,False,False
31079,3942226,1,12,40,00:12:40.812,Carry,İlkay Gündoğan,Germany,Germany,51.7,21.5,True,2.134159,From Free Kick,,,,,,,,,,,,False,55.8,17.7,5.59016994374947,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,3,1,0,10,2,1,0,Ball Receipt*,İlkay Gündoğan,Germany,12.0,40.0,Pressure,Lamine Yamal Nasraoui Ebana,Spain,False,68.3,False,False,False
31080,3942226,1,12,42,00:12:42.456,Pressure,Lamine Yamal Nasraoui Ebana,Spain,Germany,62.9,63.9,,0.32587,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,4,0,0,9,1,0,0,Carry,İlkay Gündoğan,Germany,12.0,40.0,Dribble,İlkay Gündoğan,Germany,False,57.1,False,False,False
31081,3942226,1,12,42,00:12:42.947,Dribble,İlkay Gündoğan,Germany,Germany,55.8,17.7,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,Incomplete,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,3,1,0,10,2,1,0,Pressure,Lamine Yamal Nasraoui Ebana,Spain,12.0,42.0,Duel,Lamine Yamal Nasraoui Ebana,Spain,False,64.2,False,False,True
31082,3942226,1,12,42,00:12:42.947,Duel,Lamine Yamal Nasraoui Ebana,Spain,Spain,64.3,62.4,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,4,0,0,9,1,0,0,Dribble,İlkay Gündoğan,Germany,12.0,42.0,Carry,Lamine Yamal Nasraoui Ebana,Spain,True,55.7,False,False,False
31083,3942226,1,12,42,00:12:42.947,Carry,Lamine Yamal Nasraoui Ebana,Spain,Spain,64.3,62.4,True,3.625931,Regular Play,,,,,,,,,,,,False,72.4,56.5,10.020977996183811,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,4,0,0,9,1,0,0,Duel,Lamine Yamal Nasraoui Ebana,Spain,12.0,42.0,Pressure,Emre Can,Germany,False,55.7,False,False,False
31084,3942226,1,12,45,00:12:45.293,Pressure,Emre Can,Germany,Spain,50.7,29.3,,1.473562,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,3,1,0,10,2,1,0,Carry,Lamine Yamal Nasraoui Ebana,Spain,12.0,42.0,Pressure,Jamal Musiala,Germany,True,69.3,False,False,False
31085,3942226,1,12,45,00:12:45.980,Pressure,Jamal Musiala,Germany,Spain,46.8,20.7,,0.692019,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,1,0,10,2,3,0,Pressure,Emre Can,Germany,12.0,45.0,Pass,Lamine Yamal Nasraoui Ebana,Spain,False,73.2,False,False,True
31086,3942226,1,12,46,00:12:46.573,Pass,Lamine Yamal Nasraoui Ebana,Spain,Spain,72.4,56.5,True,1.190887,Regular Play,Álvaro Borja Morata Martín,14.035668,Ground Pass,,0.5721936,84.2,64.1,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,4,0,0,9,1,0,0,Pressure,Jamal Musiala,Germany,12.0,45.0,Ball Receipt*,Álvaro Borja Morata Martín,Spain,True,47.599999999999994,False,False,True
31087,3942226,1,12,47,00:12:47.763,Ball Receipt*,Álvaro Borja Morata Martín,Spain,Spain,84.2,64.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,4,0,0,9,1,1,0,Pass,Lamine Yamal Nasraoui Ebana,Spain,12.0,46.0,Carry,Álvaro Borja Morata Martín,Spain,True,35.8,False,False,False
31088,3942226,1,12,47,00:12:47.763,Carry,Álvaro Borja Morata Martín,Spain,Spain,84.2,64.1,,0.54642,Regular Play,,,,,,,,,,,,False,87.9,63.9,3.7054014627297835,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,4,0,0,9,1,1,0,Ball Receipt*,Álvaro Borja Morata Martín,Spain,12.0,47.0,Pass,Álvaro Borja Morata Martín,Spain,True,35.8,False,False,False
31089,3942226,1,12,48,00:12:48.310,Pass,Álvaro Borja Morata Martín,Spain,Spain,87.9,63.9,,0.909851,Regular Play,Daniel Olmo Carvajal,15.074814,Ground Pass,,-1.0269638,95.7,51.0,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,4,0,0,9,1,1,0,Carry,Álvaro Borja Morata Martín,Spain,12.0,47.0,Pressure,Antonio Rüdiger,Germany,False,32.099999999999994,False,False,False
31090,3942226,1,12,48,00:12:48.825,Pressure,Antonio Rüdiger,Germany,Spain,22.4,32.5,,0.702762,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,0,10,2,0,0,Pass,Álvaro Borja Morata Martín,Spain,12.0,48.0,Ball Receipt*,Daniel Olmo Carvajal,Spain,False,97.6,False,False,False
31091,3942226,1,12,49,00:12:49.220,Ball Receipt*,Daniel Olmo Carvajal,Spain,Spain,95.7,51.0,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,4,0,0,9,1,1,0,Pressure,Antonio Rüdiger,Germany,12.0,48.0,Carry,Daniel Olmo Carvajal,Spain,True,24.299999999999997,False,True,True
31092,3942226,1,12,49,00:12:49.220,Carry,Daniel Olmo Carvajal,Spain,Spain,95.7,51.0,True,0.370912,Regular Play,,,,,,,,,,,,False,96.3,51.5,0.7810249675906611,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,4,0,0,9,1,1,0,Ball Receipt*,Daniel Olmo Carvajal,Spain,12.0,49.0,Foul Committed,Antonio Rüdiger,Germany,False,24.299999999999997,False,True,False
31093,3942226,1,12,49,00:12:49.591,Foul Committed,Antonio Rüdiger,Germany,Spain,23.8,28.6,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}","{'card': {'id': 7, 'name': 'Yellow Card'}}",0,0,0,3,1,0,10,2,0,0,Carry,Daniel Olmo Carvajal,Spain,12.0,49.0,Foul Won,Daniel Olmo Carvajal,Spain,False,96.2,False,False,False
31094,3942226,1,12,49,00:12:49.591,Foul Won,Daniel Olmo Carvajal,Spain,Spain,96.3,51.5,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,4,0,0,9,1,1,0,Foul Committed,Antonio Rüdiger,Germany,12.0,49.0,Shot,Lamine Yamal Nasraoui Ebana,Spain,True,23.700000000000003,False,True,False
31095,3942226,1,14,5,00:14:05.116,Shot,Lamine Yamal Nasraoui Ebana,Spain,Spain,98.9,48.6,,0.857756,From Free Kick,,,,,,,,Off T,0.084460065,Left Foot,Normal,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,4,0,0,9,1,0,0,Foul Won,Daniel Olmo Carvajal,Spain,12.0,49.0,Goal Keeper,Manuel Neuer,Germany,False,21.099999999999994,False,True,False
