event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Spain_score,Germany_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
30691,3942226,1,0,0,00:00:00.000,Starting XI,,Spain,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,4,0,0,9,1,0,0,,,,,,Starting XI,,Germany,False,,False,,False
30692,3942226,1,0,0,00:00:00.000,Starting XI,,Germany,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,3,1,0,10,2,0,0,Starting XI,,Spain,0.0,0.0,Half Start,,Germany,True,,False,,False
30693,3942226,1,0,0,00:00:00.000,Half Start,,Germany,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,3,1,0,10,2,0,0,Starting XI,,Germany,0.0,0.0,Half Start,,Spain,False,,False,,False
30694,3942226,1,0,0,00:00:00.000,Half Start,,Spain,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,4,0,0,9,1,0,0,Half Start,,Germany,0.0,0.0,Pass,Kai Havertz,Germany,False,,False,,False
30695,3942226,1,0,1,00:00:01.291,Pass,Kai Havertz,Germany,Germany,60.0,40.0,,0.645908,From Kick Off,Toni Kroos,3.3136084,Ground Pass,,-1.6614562,59.7,36.7,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,3,1,0,10,2,2,0,Half Start,,Spain,0.0,0.0,Ball Receipt*,Toni Kroos,Germany,True,60.0,False,False,False
30696,3942226,1,0,1,00:00:01.937,Ball Receipt*,Toni Kroos,Germany,Germany,59.7,36.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,3,1,0,10,2,0,0,Pass,Kai Havertz,Germany,0.0,1.0,Carry,Toni Kroos,Germany,True,60.3,False,False,False
30697,3942226,1,0,1,00:00:01.937,Carry,Toni Kroos,Germany,Germany,59.7,36.7,,1.634789,From Kick Off,,,,,,,,,,,,False,54.2,40.1,6.466065264130883,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,3,1,0,10,2,0,0,Ball Receipt*,Toni Kroos,Germany,0.0,1.0,Pass,Toni Kroos,Germany,True,60.3,False,False,False
30698,3942226,1,0,3,00:00:03.572,Pass,Toni Kroos,Germany,Germany,54.2,40.1,,2.104005,From Kick Off,Kai Havertz,37.400536,High Pass,Incomplete,-0.25405753,90.4,30.7,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,3,1,0,10,2,0,0,Carry,Toni Kroos,Germany,0.0,1.0,Ball Receipt*,Kai Havertz,Germany,True,65.8,False,False,False
30699,3942226,1,0,5,00:00:05.676,Ball Receipt*,Kai Havertz,Germany,Germany,74.1,35.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,3,1,0,10,2,2,0,Pass,Toni Kroos,Germany,0.0,3.0,Pass,Robin Aime Robert Le Normand,Spain,False,45.900000000000006,False,False,False
30700,3942226,1,0,5,00:00:05.676,Pass,Robin Aime Robert Le Normand,Spain,Germany,29.7,49.4,,0.483888,From Kick Off,,8.786353,Low Pass,Incomplete,-0.20632389,38.3,47.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,4,0,0,9,1,0,0,Ball Receipt*,Kai Havertz,Germany,0.0,5.0,Ball Recovery,Jamal Musiala,Germany,False,90.3,False,False,False
30701,3942226,1,0,6,00:00:06.160,Ball Recovery,Jamal Musiala,Germany,Germany,81.8,32.5,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,1,0,10,2,3,0,Pass,Robin Aime Robert Le Normand,Spain,0.0,5.0,Carry,Jamal Musiala,Germany,True,38.2,False,False,False
30702,3942226,1,0,6,00:00:06.160,Carry,Jamal Musiala,Germany,Germany,81.8,32.5,True,1.2441,From Kick Off,,,,,,,,,,,,False,82.1,34.1,1.6278820596099715,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,1,0,10,2,3,0,Ball Recovery,Jamal Musiala,Germany,0.0,6.0,Pressure,Rodrigo Hernández Cascante,Spain,False,38.2,False,False,False
30703,3942226,1,0,6,00:00:06.482,Pressure,Rodrigo Hernández Cascante,Spain,Germany,36.5,49.0,,0.335963,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,4,0,0,9,1,1,0,Carry,Jamal Musiala,Germany,0.0,6.0,Pass,Jamal Musiala,Germany,False,83.5,False,False,False
30704,3942226,1,0,7,00:00:07.404,Pass,Jamal Musiala,Germany,Germany,82.1,34.1,,1.810444,From Kick Off,Leroy Sané,8.993887,High Pass,Incomplete,0.7303358,88.8,40.1,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,1,0,10,2,3,0,Pressure,Rodrigo Hernández Cascante,Spain,0.0,6.0,Ball Receipt*,Leroy Sané,Germany,True,37.900000000000006,False,False,True
30705,3942226,1,0,9,00:00:09.214,Ball Receipt*,Leroy Sané,Germany,Germany,88.6,42.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,3,1,0,10,2,0,0,Pass,Jamal Musiala,Germany,0.0,7.0,Duel,Leroy Sané,Germany,True,31.400000000000006,False,False,False
30706,3942226,1,0,9,00:00:09.214,Duel,Leroy Sané,Germany,Germany,88.8,40.1,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,3,1,0,10,2,0,0,Ball Receipt*,Leroy Sané,Germany,0.0,9.0,Pass,Marc Cucurella Saseta,Spain,False,31.200000000000003,False,False,False
30707,3942226,1,0,9,00:00:09.214,Pass,Marc Cucurella Saseta,Spain,Germany,31.3,40.0,True,2.357663,From Kick Off,Lamine Yamal Nasraoui Ebana,24.61077,High Pass,Incomplete,0.70774484,50.0,56.0,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,4,0,0,9,1,0,0,Duel,Leroy Sané,Germany,0.0,9.0,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,True,88.7,False,False,False
30708,3942226,1,0,11,00:00:11.572,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,Germany,46.2,60.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,4,0,0,9,1,0,0,Pass,Marc Cucurella Saseta,Spain,0.0,9.0,Pass,David Raum,Germany,False,73.8,False,False,False
30709,3942226,1,0,11,00:00:11.572,Pass,David Raum,Germany,Germany,70.1,24.1,,1.085946,From Kick Off,Jonathan Tah,14.756694,High Pass,,2.5686264,57.7,32.1,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,3,1,0,10,2,0,0,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,0.0,11.0,Pressure,Álvaro Borja Morata Martín,Spain,False,49.900000000000006,False,False,False
30710,3942226,1,0,12,00:00:12.247,Pressure,Álvaro Borja Morata Martín,Spain,Germany,59.0,47.2,,0.710436,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,4,0,0,9,1,1,0,Pass,David Raum,Germany,0.0,11.0,Ball Receipt*,Jonathan Tah,Germany,False,61.0,False,False,False
30711,3942226,1,0,12,00:00:12.658,Ball Receipt*,Jonathan Tah,Germany,Germany,57.7,32.1,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,1,0,10,2,0,0,Pressure,Álvaro Borja Morata Martín,Spain,0.0,12.0,Carry,Jonathan Tah,Germany,True,62.3,False,False,True
30712,3942226,1,0,12,00:00:12.658,Carry,Jonathan Tah,Germany,Germany,57.7,32.1,True,0.041821,From Kick Off,,,,,,,,,,,,False,56.7,32.5,1.0770329614269003,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,1,0,10,2,0,0,Ball Receipt*,Jonathan Tah,Germany,0.0,12.0,Pass,Jonathan Tah,Germany,True,62.3,False,False,False
30713,3942226,1,0,12,00:00:12.700,Pass,Jonathan Tah,Germany,Germany,56.7,32.5,True,0.69564,From Kick Off,Toni Kroos,8.489994,Ground Pass,,-0.75207716,62.9,26.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,1,0,10,2,0,0,Carry,Jonathan Tah,Germany,0.0,12.0,Pressure,Pedro González López,Spain,False,63.3,False,False,False
30714,3942226,1,0,13,00:00:13.375,Pressure,Pedro González López,Spain,Germany,55.0,53.8,,0.625166,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,4,0,0,9,1,0,0,Pass,Jonathan Tah,Germany,0.0,12.0,Ball Receipt*,Toni Kroos,Germany,False,65.0,False,False,False
30715,3942226,1,0,13,00:00:13.396,Ball Receipt*,Toni Kroos,Germany,Germany,62.9,26.7,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,3,1,0,10,2,0,0,Pressure,Pedro González López,Spain,0.0,13.0,Carry,Toni Kroos,Germany,True,57.1,False,False,True
30716,3942226,1,0,13,00:00:13.396,Carry,Toni Kroos,Germany,Germany,62.9,26.7,True,0.401233,From Kick Off,,,,,,,,,,,,False,61.1,26.5,1.8110770276274804,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,3,1,0,10,2,0,0,Ball Receipt*,Toni Kroos,Germany,0.0,13.0,Pass,Toni Kroos,Germany,True,57.1,False,False,False
30717,3942226,1,0,13,00:00:13.797,Pass,Toni Kroos,Germany,Germany,61.1,26.5,True,1.044298,From Kick Off,Emre Can,13.813037,Ground Pass,,1.5273454,61.7,40.3,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,3,1,0,10,2,0,0,Carry,Toni Kroos,Germany,0.0,13.0,Ball Receipt*,Emre Can,Germany,True,58.9,False,False,False
30718,3942226,1,0,14,00:00:14.841,Ball Receipt*,Emre Can,Germany,Germany,61.7,40.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,3,1,0,10,2,1,0,Pass,Toni Kroos,Germany,0.0,13.0,Carry,Emre Can,Germany,True,58.3,False,False,False
30719,3942226,1,0,14,00:00:14.841,Carry,Emre Can,Germany,Germany,61.7,40.3,,0.042753,From Kick Off,,,,,,,,,,,,False,62.1,40.4,0.412310562561765,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,3,1,0,10,2,1,0,Ball Receipt*,Emre Can,Germany,0.0,14.0,Pass,Emre Can,Germany,True,58.3,False,False,False
30720,3942226,1,0,14,00:00:14.884,Pass,Emre Can,Germany,Germany,62.1,40.4,,1.031456,From Kick Off,Antonio Rüdiger,15.867262,Ground Pass,,2.9577932,46.5,43.3,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,3,1,0,10,2,1,0,Carry,Emre Can,Germany,0.0,14.0,Ball Receipt*,Antonio Rüdiger,Germany,True,57.9,False,False,False
30721,3942226,1,0,15,00:00:15.915,Ball Receipt*,Antonio Rüdiger,Germany,Germany,46.5,43.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,0,10,2,0,0,Pass,Emre Can,Germany,0.0,14.0,Carry,Antonio Rüdiger,Germany,True,73.5,False,False,False
30722,3942226,1,0,15,00:00:15.915,Carry,Antonio Rüdiger,Germany,Germany,46.5,43.3,,1.726996,From Kick Off,,,,,,,,,,,,False,46.5,43.3,0.0,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,0,10,2,0,0,Ball Receipt*,Antonio Rüdiger,Germany,0.0,15.0,Pass,Antonio Rüdiger,Germany,True,73.5,False,False,False
30723,3942226,1,0,17,00:00:17.642,Pass,Antonio Rüdiger,Germany,Germany,46.5,43.3,,3.223283,From Kick Off,Kai Havertz,57.300087,High Pass,Incomplete,0.001745199,103.8,43.4,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,0,10,2,0,0,Carry,Antonio Rüdiger,Germany,0.0,15.0,Ball Receipt*,Kai Havertz,Germany,True,73.5,False,False,False
30724,3942226,1,0,20,00:00:20.866,Ball Receipt*,Kai Havertz,Germany,Germany,85.1,38.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,3,1,0,10,2,2,0,Pass,Antonio Rüdiger,Germany,0.0,17.0,Goal Keeper,Unai Simón Mendibil,Spain,False,34.900000000000006,False,False,False
30725,3942226,1,0,20,00:00:20.866,Goal Keeper,Unai Simón Mendibil,Spain,Spain,16.3,36.7,,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,4,0,0,9,1,0,0,Ball Receipt*,Kai Havertz,Germany,0.0,20.0,Carry,Unai Simón Mendibil,Spain,True,103.7,False,False,False
30726,3942226,1,0,20,00:00:20.866,Carry,Unai Simón Mendibil,Spain,Spain,16.3,36.7,,2.40669,From Keeper,,,,,,,,,,,,False,15.8,37.6,1.0295630140986987,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,4,0,0,9,1,0,0,Goal Keeper,Unai Simón Mendibil,Spain,0.0,20.0,Pass,Unai Simón Mendibil,Spain,True,103.7,False,False,False
30727,3942226,1,0,23,00:00:23.272,Pass,Unai Simón Mendibil,Spain,Spain,15.8,37.6,,1.371432,From Keeper,Aymeric Laporte,7.7162166,Ground Pass,,-1.5059524,16.3,29.9,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,4,0,0,9,1,0,0,Carry,Unai Simón Mendibil,Spain,0.0,20.0,Ball Receipt*,Aymeric Laporte,Spain,True,104.2,False,False,False
30728,3942226,1,0,24,00:00:24.644,Ball Receipt*,Aymeric Laporte,Spain,Spain,16.3,29.9,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,4,0,0,9,1,0,0,Pass,Unai Simón Mendibil,Spain,0.0,23.0,Carry,Aymeric Laporte,Spain,True,103.7,False,False,False
30729,3942226,1,0,24,00:00:24.644,Carry,Aymeric Laporte,Spain,Spain,16.3,29.9,,0.645549,From Keeper,,,,,,,,,,,,False,18.5,26.9,3.7202150475476543,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,4,0,0,9,1,0,0,Ball Receipt*,Aymeric Laporte,Spain,0.0,24.0,Pass,Aymeric Laporte,Spain,True,103.7,False,False,False
30730,3942226,1,0,25,00:00:25.289,Pass,Aymeric Laporte,Spain,Spain,18.5,26.9,,1.467143,From Keeper,Marc Cucurella Saseta,22.487553,Ground Pass,,-1.049444,29.7,7.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,4,0,0,9,1,0,0,Carry,Aymeric Laporte,Spain,0.0,24.0,Ball Receipt*,Marc Cucurella Saseta,Spain,True,101.5,False,False,False
30731,3942226,1,0,26,00:00:26.756,Ball Receipt*,Marc Cucurella Saseta,Spain,Spain,29.7,7.4,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,4,0,0,9,1,0,0,Pass,Aymeric Laporte,Spain,0.0,25.0,Carry,Marc Cucurella Saseta,Spain,True,90.3,False,False,False
30732,3942226,1,0,26,00:00:26.756,Carry,Marc Cucurella Saseta,Spain,Spain,29.7,7.4,True,0.821099,From Keeper,,,,,,,,,,,,False,28.1,5.9,2.1931712199461293,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,4,0,0,9,1,0,0,Ball Receipt*,Marc Cucurella Saseta,Spain,0.0,26.0,Pressure,Joshua Kimmich,Germany,False,90.3,False,False,False
30733,3942226,1,0,26,00:00:26.986,Pressure,Joshua Kimmich,Germany,Spain,84.8,69.9,,0.835661,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,1,0,10,2,0,0,Carry,Marc Cucurella Saseta,Spain,0.0,26.0,Pass,Marc Cucurella Saseta,Spain,False,35.2,False,False,False
30734,3942226,1,0,27,00:00:27.577,Pass,Marc Cucurella Saseta,Spain,Spain,28.1,5.9,True,1.458012,From Keeper,Nicholas Williams Arthuer,21.793806,Ground Pass,,-0.13346118,49.7,3.0,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,4,0,0,9,1,0,0,Pressure,Joshua Kimmich,Germany,0.0,26.0,Ball Receipt*,Nicholas Williams Arthuer,Spain,True,91.9,False,False,True
30735,3942226,1,0,29,00:00:29.036,Ball Receipt*,Nicholas Williams Arthuer,Spain,Spain,49.7,3.0,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,4,0,0,9,1,1,0,Pass,Marc Cucurella Saseta,Spain,0.0,27.0,Carry,Nicholas Williams Arthuer,Spain,True,70.3,False,False,False
30736,3942226,1,0,29,00:00:29.036,Carry,Nicholas Williams Arthuer,Spain,Spain,49.7,3.0,,3.359824,From Keeper,,,,,,,,,,,,False,58.8,14.3,14.508618128546905,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,4,0,0,9,1,1,0,Ball Receipt*,Nicholas Williams Arthuer,Spain,0.0,29.0,Pass,Nicholas Williams Arthuer,Spain,True,70.3,False,False,False
30737,3942226,1,0,32,00:00:32.395,Pass,Nicholas Williams Arthuer,Spain,Spain,58.8,14.3,,1.669105,From Keeper,Álvaro Borja Morata Martín,20.106218,Ground Pass,,0.24618493,78.3,19.2,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,4,0,0,9,1,1,0,Carry,Nicholas Williams Arthuer,Spain,0.0,29.0,Ball Receipt*,Álvaro Borja Morata Martín,Spain,True,61.2,False,False,False
30738,3942226,1,0,34,00:00:34.064,Ball Receipt*,Álvaro Borja Morata Martín,Spain,Spain,78.3,19.2,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,4,0,0,9,1,1,0,Pass,Nicholas Williams Arthuer,Spain,0.0,32.0,Carry,Álvaro Borja Morata Martín,Spain,True,41.7,False,False,False
30739,3942226,1,0,34,00:00:34.064,Carry,Álvaro Borja Morata Martín,Spain,Spain,78.3,19.2,,0.063553,From Keeper,,,,,,,,,,,,False,78.6,19.4,0.3605551275463962,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,4,0,0,9,1,1,0,Ball Receipt*,Álvaro Borja Morata Martín,Spain,0.0,34.0,Pass,Álvaro Borja Morata Martín,Spain,True,41.7,False,False,False
30740,3942226,1,0,34,00:00:34.128,Pass,Álvaro Borja Morata Martín,Spain,Spain,78.6,19.4,,1.923903,From Keeper,Nicholas Williams Arthuer,6.983552,Ground Pass,Incomplete,2.0792856,75.2,25.5,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,4,0,0,9,1,1,0,Carry,Álvaro Borja Morata Martín,Spain,0.0,34.0,Pressure,Nicholas Williams Arthuer,Spain,True,41.400000000000006,False,False,False
30741,3942226,1,0,35,00:00:35.466,Pressure,Nicholas Williams Arthuer,Spain,Spain,72.8,24.7,,0.470669,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,4,0,0,9,1,1,0,Pass,Álvaro Borja Morata Martín,Spain,0.0,34.0,Ball Receipt*,Nicholas Williams Arthuer,Spain,True,47.2,False,False,False
30742,3942226,1,0,36,00:00:36.052,Ball Receipt*,Nicholas Williams Arthuer,Spain,Spain,72.8,24.7,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,4,0,0,9,1,1,0,Pressure,Nicholas Williams Arthuer,Spain,0.0,35.0,Pass,Toni Kroos,Germany,False,47.2,False,False,True
30743,3942226,1,0,36,00:00:36.052,Pass,Toni Kroos,Germany,Germany,44.9,54.6,,1.733219,Regular Play,Antonio Rüdiger,5.0159745,Ground Pass,,2.7314653,40.3,56.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,3,1,0,10,2,0,0,Ball Receipt*,Nicholas Williams Arthuer,Spain,0.0,36.0,Pressure,Pedro González López,Spain,False,75.1,False,False,False
30744,3942226,1,0,37,00:00:37.117,Pressure,Pedro González López,Spain,Germany,83.9,28.7,,1.106449,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,4,0,0,9,1,0,0,Pass,Toni Kroos,Germany,0.0,36.0,Ball Receipt*,Antonio Rüdiger,Germany,False,36.099999999999994,False,False,False
30745,3942226,1,0,37,00:00:37.785,Ball Receipt*,Antonio Rüdiger,Germany,Germany,40.3,56.6,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,0,10,2,0,0,Pressure,Pedro González López,Spain,0.0,37.0,Carry,Antonio Rüdiger,Germany,True,79.7,False,False,True
30746,3942226,1,0,37,00:00:37.785,Carry,Antonio Rüdiger,Germany,Germany,40.3,56.6,True,0.070216,Regular Play,,,,,,,,,,,,False,41.1,56.4,0.8246211251235369,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,0,10,2,0,0,Ball Receipt*,Antonio Rüdiger,Germany,0.0,37.0,Pass,Antonio Rüdiger,Germany,True,79.7,False,False,False
30747,3942226,1,0,37,00:00:37.855,Pass,Antonio Rüdiger,Germany,Germany,41.1,56.4,True,1.044441,Regular Play,Joshua Kimmich,8.609298,Ground Pass,,1.0343609,45.5,63.8,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,1,0,10,2,0,0,Carry,Antonio Rüdiger,Germany,0.0,37.0,Ball Receipt*,Joshua Kimmich,Germany,True,78.9,False,False,False
30748,3942226,1,0,38,00:00:38.900,Ball Receipt*,Joshua Kimmich,Germany,Germany,45.5,63.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,1,0,10,2,0,0,Pass,Antonio Rüdiger,Germany,0.0,37.0,Carry,Joshua Kimmich,Germany,True,74.5,False,False,False
30749,3942226,1,0,38,00:00:38.900,Carry,Joshua Kimmich,Germany,Germany,45.5,63.8,,1.020332,Regular Play,,,,,,,,,,,,False,47.7,71.0,7.528612089887488,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,1,0,10,2,0,0,Ball Receipt*,Joshua Kimmich,Germany,0.0,38.0,Pass,Joshua Kimmich,Germany,True,74.5,False,False,False
30750,3942226,1,0,39,00:00:39.920,Pass,Joshua Kimmich,Germany,Germany,47.7,71.0,,1.189878,Regular Play,Emre Can,9.811218,Ground Pass,,0.5229388,56.2,75.9,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,1,0,10,2,0,0,Carry,Joshua Kimmich,Germany,0.0,38.0,Pressure,Marc Cucurella Saseta,Spain,False,72.3,False,False,False
30751,3942226,1,0,40,00:00:40.972,Pressure,Marc Cucurella Saseta,Spain,Germany,62.8,4.6,,0.637556,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,4,0,0,9,1,0,0,Pass,Joshua Kimmich,Germany,0.0,39.0,Ball Receipt*,Emre Can,Germany,False,57.2,False,False,False
30752,3942226,1,0,41,00:00:41.110,Ball Receipt*,Emre Can,Germany,Germany,56.2,75.9,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,3,1,0,10,2,1,0,Pressure,Marc Cucurella Saseta,Spain,0.0,40.0,Carry,Emre Can,Germany,True,63.8,False,False,True
30753,3942226,1,0,41,00:00:41.110,Carry,Emre Can,Germany,Germany,56.2,75.9,True,0.330745,Regular Play,,,,,,,,,,,,False,56.0,77.1,1.2165525060596332,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,3,1,0,10,2,1,0,Ball Receipt*,Emre Can,Germany,0.0,41.0,Miscontrol,Emre Can,Germany,True,63.8,False,False,False
30754,3942226,1,0,41,00:00:41.441,Miscontrol,Emre Can,Germany,Germany,56.0,77.1,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,3,1,0,10,2,1,0,Carry,Emre Can,Germany,0.0,41.0,Ball Recovery,Fabián Ruiz Peña,Spain,False,64.0,False,False,False
30755,3942226,1,0,42,00:00:42.521,Ball Recovery,Fabián Ruiz Peña,Spain,Spain,71.1,4.6,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,4,0,0,9,1,2,0,Miscontrol,Emre Can,Germany,0.0,41.0,Carry,Fabián Ruiz Peña,Spain,True,48.900000000000006,False,False,False
30756,3942226,1,0,42,00:00:42.521,Carry,Fabián Ruiz Peña,Spain,Spain,71.1,4.6,,3.029312,Regular Play,,,,,,,,,,,,False,71.5,19.0,14.405554484295285,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,4,0,0,9,1,2,0,Ball Recovery,Fabián Ruiz Peña,Spain,0.0,42.0,Pass,Fabián Ruiz Peña,Spain,True,48.900000000000006,False,False,False
30757,3942226,1,0,45,00:00:45.550,Pass,Fabián Ruiz Peña,Spain,Spain,71.5,19.0,,1.185831,Regular Play,Nicholas Williams Arthuer,11.200892,Ground Pass,,-0.35563588,82.0,15.1,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,4,0,0,9,1,2,0,Carry,Fabián Ruiz Peña,Spain,0.0,42.0,Ball Receipt*,Nicholas Williams Arthuer,Spain,True,48.5,False,False,False
30758,3942226,1,0,46,00:00:46.736,Ball Receipt*,Nicholas Williams Arthuer,Spain,Spain,82.0,15.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,4,0,0,9,1,1,0,Pass,Fabián Ruiz Peña,Spain,0.0,45.0,Carry,Nicholas Williams Arthuer,Spain,True,38.0,False,False,False
