event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Spain_score,Croatia_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
177333,3930160,1,0,0,00:00:00.000,Starting XI,,Spain,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Starting XI,,Croatia,False,,False,,False
177334,3930160,1,0,0,00:00:00.000,Starting XI,,Croatia,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Spain,0.0,0.0,Half Start,,Croatia,True,,False,,False
177335,3930160,1,0,0,00:00:00.000,Half Start,,Croatia,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Croatia,0.0,0.0,Half Start,,Spain,False,,False,,False
177336,3930160,1,0,0,00:00:00.000,Half Start,,Spain,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Half Start,,Croatia,0.0,0.0,Pass,Luka Modrić,Croatia,False,,False,,False
177337,3930160,1,0,0,00:00:00.384,Pass,Luka Modrić,Croatia,Croatia,61.0,40.1,,1.696946,From Kick Off,Josip Šutalo,20.769209,Ground Pass,,2.868584,41.0,45.7,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Half Start,,Spain,0.0,0.0,Ball Receipt*,Josip Šutalo,Croatia,True,59.0,False,False,False
177338,3930160,1,0,2,00:00:02.080,Ball Receipt*,Josip Šutalo,Croatia,Croatia,41.0,45.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Luka Modrić,Croatia,0.0,0.0,Carry,Josip Šutalo,Croatia,True,79.0,False,False,False
177339,3930160,1,0,2,00:00:02.080,Carry,Josip Šutalo,Croatia,Croatia,41.0,45.7,,1.329413,From Kick Off,,,,,,,,,,,,False,41.9,46.3,1.0816653826391924,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Josip Šutalo,Croatia,0.0,2.0,Pass,Josip Šutalo,Croatia,True,79.0,False,False,False
177340,3930160,1,0,3,00:00:03.410,Pass,Josip Šutalo,Croatia,Croatia,41.9,46.3,,4.250731,From Kick Off,Ante Budimir,74.700264,High Pass,Out,-0.6667963,100.6,0.1,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Josip Šutalo,Croatia,0.0,2.0,Ball Receipt*,Ante Budimir,Croatia,True,78.1,False,False,False
177341,3930160,1,0,7,00:00:07.661,Ball Receipt*,Ante Budimir,Croatia,Croatia,96.7,4.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pass,Josip Šutalo,Croatia,0.0,3.0,Pass,Daniel Carvajal Ramos,Spain,False,23.299999999999997,False,True,False
177342,3930160,1,0,16,00:00:16.963,Pass,Daniel Carvajal Ramos,Spain,Spain,33.0,80.0,,1.268796,From Throw In,Álvaro Borja Morata Martín,17.67088,High Pass,,-0.6084079,47.5,69.9,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Ante Budimir,Croatia,0.0,7.0,Ball Receipt*,Álvaro Borja Morata Martín,Spain,True,87.0,False,False,False
177343,3930160,1,0,18,00:00:18.232,Ball Receipt*,Álvaro Borja Morata Martín,Spain,Spain,47.5,69.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pass,Daniel Carvajal Ramos,Spain,0.0,16.0,Duel,Marin Pongracic,Croatia,False,72.5,False,False,False
177344,3930160,1,0,18,00:00:18.265,Duel,Marin Pongracic,Croatia,Spain,72.6,10.2,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Álvaro Borja Morata Martín,Spain,0.0,18.0,Pass,Álvaro Borja Morata Martín,Spain,False,47.400000000000006,False,False,False
177345,3930160,1,0,18,00:00:18.265,Pass,Álvaro Borja Morata Martín,Spain,Spain,47.5,69.9,True,1.682689,From Throw In,Pedro González López,14.450605,Low Pass,Incomplete,-0.99239033,55.4,57.8,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Duel,Marin Pongracic,Croatia,0.0,18.0,Ball Receipt*,Pedro González López,Spain,True,72.5,False,False,False
177346,3930160,1,0,19,00:00:19.948,Ball Receipt*,Pedro González López,Spain,Spain,49.9,60.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Álvaro Borja Morata Martín,Spain,0.0,18.0,Pass,Josip Šutalo,Croatia,False,70.1,False,False,False
177347,3930160,1,0,19,00:00:19.948,Pass,Josip Šutalo,Croatia,Spain,64.7,22.3,,0.962662,From Throw In,Luka Modrić,9.679876,Low Pass,,0.5794068,72.8,27.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Pedro González López,Spain,0.0,19.0,Pressure,Álvaro Borja Morata Martín,Spain,False,55.3,False,False,False
177348,3930160,1,0,20,00:00:20.791,Pressure,Álvaro Borja Morata Martín,Spain,Spain,47.6,51.9,,0.707937,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pass,Josip Šutalo,Croatia,0.0,19.0,Ball Receipt*,Luka Modrić,Croatia,False,72.4,False,False,False
177349,3930160,1,0,20,00:00:20.911,Ball Receipt*,Luka Modrić,Croatia,Spain,72.8,27.6,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Álvaro Borja Morata Martín,Spain,0.0,20.0,Carry,Luka Modrić,Croatia,True,47.2,False,False,True
177350,3930160,1,0,20,00:00:20.911,Carry,Luka Modrić,Croatia,Spain,72.8,27.6,True,1.165926,From Throw In,,,,,,,,,,,,False,77.8,30.1,5.5901699437494745,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Luka Modrić,Croatia,0.0,20.0,Pass,Luka Modrić,Croatia,True,47.2,False,False,False
177351,3930160,1,0,22,00:00:22.077,Pass,Luka Modrić,Croatia,Spain,77.8,30.1,,1.046825,From Throw In,Ante Budimir,13.8361845,Ground Pass,Incomplete,-0.07233733,91.6,29.1,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Luka Modrić,Croatia,0.0,20.0,Pressure,Ante Budimir,Croatia,True,42.2,False,False,False
177352,3930160,1,0,23,00:00:23.017,Pressure,Ante Budimir,Croatia,Spain,88.7,26.5,,0.159725,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pass,Luka Modrić,Croatia,0.0,22.0,Ball Receipt*,Ante Budimir,Croatia,True,31.299999999999997,False,False,False
177353,3930160,1,0,23,00:00:23.124,Ball Receipt*,Ante Budimir,Croatia,Spain,89.5,27.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Ante Budimir,Croatia,0.0,23.0,Clearance,Robin Aime Robert Le Normand,Spain,False,30.5,False,False,True
177354,3930160,1,0,23,00:00:23.124,Clearance,Robin Aime Robert Le Normand,Spain,Spain,28.5,51.0,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Ante Budimir,Croatia,0.0,23.0,Pressure,Nicholas Williams Arthuer,Spain,True,91.5,False,False,False
177355,3930160,1,0,25,00:00:25.130,Pressure,Nicholas Williams Arthuer,Spain,Spain,54.8,28.6,,0.468368,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,0,0,0,0,0,Clearance,Robin Aime Robert Le Normand,Spain,0.0,23.0,Pass,Josip Stanišić,Croatia,False,65.2,False,False,False
177356,3930160,1,0,25,00:00:25.527,Pass,Josip Stanišić,Croatia,Spain,63.4,55.0,True,2.464055,From Throw In,Ante Budimir,28.200708,High Pass,Incomplete,-0.0070920796,91.6,54.8,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Nicholas Williams Arthuer,Spain,0.0,25.0,Ball Receipt*,Ante Budimir,Croatia,True,56.6,False,False,True
177357,3930160,1,0,27,00:00:27.991,Ball Receipt*,Ante Budimir,Croatia,Spain,89.0,52.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pass,Josip Stanišić,Croatia,0.0,25.0,Ball Recovery,José Ignacio Fernández Iglesias,Spain,False,31.0,False,False,False
177358,3930160,1,0,27,00:00:27.991,Ball Recovery,José Ignacio Fernández Iglesias,Spain,Spain,28.5,25.3,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Ante Budimir,Croatia,0.0,27.0,Carry,José Ignacio Fernández Iglesias,Spain,True,91.5,False,False,False
177359,3930160,1,0,27,00:00:27.991,Carry,José Ignacio Fernández Iglesias,Spain,Spain,28.5,25.3,True,1.36643,From Throw In,,,,,,,,,,,,False,27.2,24.0,1.8384776310850246,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Recovery,José Ignacio Fernández Iglesias,Spain,0.0,27.0,Pressure,Ante Budimir,Croatia,False,91.5,False,False,False
177360,3930160,1,0,28,00:00:28.975,Pressure,Ante Budimir,Croatia,Spain,89.8,55.8,,0.397484,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Carry,José Ignacio Fernández Iglesias,Spain,0.0,27.0,Pass,José Ignacio Fernández Iglesias,Spain,False,30.200000000000003,False,False,False
177361,3930160,1,0,29,00:00:29.357,Pass,José Ignacio Fernández Iglesias,Spain,Spain,27.2,24.0,True,2.405396,From Throw In,Unai Simón Mendibil,19.946178,Ground Pass,,2.6106312,10.0,34.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Ante Budimir,Croatia,0.0,28.0,Ball Receipt*,Unai Simón Mendibil,Spain,True,92.8,False,False,True
177362,3930160,1,0,31,00:00:31.762,Ball Receipt*,Unai Simón Mendibil,Spain,Spain,10.0,34.1,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Pass,José Ignacio Fernández Iglesias,Spain,0.0,29.0,Carry,Unai Simón Mendibil,Spain,True,110.0,False,False,False
177363,3930160,1,0,31,00:00:31.762,Carry,Unai Simón Mendibil,Spain,Spain,10.0,34.1,,1.461553,From Throw In,,,,,,,,,,,,False,9.7,33.9,0.36055512754640107,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Unai Simón Mendibil,Spain,0.0,31.0,Pass,Unai Simón Mendibil,Spain,True,110.0,False,False,False
177364,3930160,1,0,33,00:00:33.224,Pass,Unai Simón Mendibil,Spain,Spain,9.7,33.9,,1.819543,From Throw In,Robin Aime Robert Le Normand,21.423819,Ground Pass,,1.4632319,12.0,55.2,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Carry,Unai Simón Mendibil,Spain,0.0,31.0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,True,110.3,False,False,False
177365,3930160,1,0,35,00:00:35.043,Ball Receipt*,Robin Aime Robert Le Normand,Spain,Spain,12.0,55.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Unai Simón Mendibil,Spain,0.0,33.0,Carry,Robin Aime Robert Le Normand,Spain,True,108.0,False,False,False
177366,3930160,1,0,35,00:00:35.043,Carry,Robin Aime Robert Le Normand,Spain,Spain,12.0,55.2,,3.044839,From Throw In,,,,,,,,,,,,False,18.1,54.5,6.140032573203502,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,0.0,35.0,Pass,Robin Aime Robert Le Normand,Spain,True,108.0,False,False,False
177367,3930160,1,0,38,00:00:38.088,Pass,Robin Aime Robert Le Normand,Spain,Spain,18.1,54.5,,2.238434,From Throw In,José Ignacio Fernández Iglesias,33.340816,Ground Pass,,-1.4505336,22.1,21.4,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Robin Aime Robert Le Normand,Spain,0.0,35.0,Ball Receipt*,José Ignacio Fernández Iglesias,Spain,True,101.9,False,False,False
177368,3930160,1,0,40,00:00:40.327,Ball Receipt*,José Ignacio Fernández Iglesias,Spain,Spain,22.1,21.4,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Robin Aime Robert Le Normand,Spain,0.0,38.0,Carry,José Ignacio Fernández Iglesias,Spain,True,97.9,False,False,False
177369,3930160,1,0,40,00:00:40.327,Carry,José Ignacio Fernández Iglesias,Spain,Spain,22.1,21.4,,6.755545,From Throw In,,,,,,,,,,,,False,35.8,10.7,17.3833253435584,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,José Ignacio Fernández Iglesias,Spain,0.0,40.0,Pass,José Ignacio Fernández Iglesias,Spain,True,97.9,False,False,False
177370,3930160,1,0,47,00:00:47.082,Pass,José Ignacio Fernández Iglesias,Spain,Spain,35.8,10.7,,1.494571,From Throw In,Unai Simón Mendibil,30.020327,Ground Pass,,2.2096338,17.9,34.8,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,José Ignacio Fernández Iglesias,Spain,0.0,40.0,Ball Receipt*,Unai Simón Mendibil,Spain,True,84.2,False,False,False
177371,3930160,1,0,48,00:00:48.577,Ball Receipt*,Unai Simón Mendibil,Spain,Spain,17.9,34.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Pass,José Ignacio Fernández Iglesias,Spain,0.0,47.0,Carry,Unai Simón Mendibil,Spain,True,102.1,False,False,False
177372,3930160,1,0,48,00:00:48.577,Carry,Unai Simón Mendibil,Spain,Spain,17.9,34.8,,4.140321,From Throw In,,,,,,,,,,,,False,21.2,35.2,3.3241540277189334,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Unai Simón Mendibil,Spain,0.0,48.0,Pass,Unai Simón Mendibil,Spain,True,102.1,False,False,False
177373,3930160,1,0,52,00:00:52.717,Pass,Unai Simón Mendibil,Spain,Spain,21.2,35.2,,1.60259,From Throw In,José Ignacio Fernández Iglesias,25.906948,Ground Pass,,-1.3726437,26.3,9.8,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Carry,Unai Simón Mendibil,Spain,0.0,48.0,Ball Receipt*,José Ignacio Fernández Iglesias,Spain,True,98.8,False,False,False
177374,3930160,1,0,54,00:00:54.320,Ball Receipt*,José Ignacio Fernández Iglesias,Spain,Spain,26.3,9.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Unai Simón Mendibil,Spain,0.0,52.0,Carry,José Ignacio Fernández Iglesias,Spain,True,93.7,False,False,False
177375,3930160,1,0,54,00:00:54.320,Carry,José Ignacio Fernández Iglesias,Spain,Spain,26.3,9.8,,6.013882,From Throw In,,,,,,,,,,,,False,35.3,10.1,9.004998611882177,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,José Ignacio Fernández Iglesias,Spain,0.0,54.0,Pass,José Ignacio Fernández Iglesias,Spain,True,93.7,False,False,False
177376,3930160,1,1,0,00:01:00.334,Pass,José Ignacio Fernández Iglesias,Spain,Spain,35.3,10.1,,0.909126,From Throw In,Fabián Ruiz Peña,13.8,Ground Pass,,0.0,49.1,10.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,José Ignacio Fernández Iglesias,Spain,0.0,54.0,Ball Receipt*,Fabián Ruiz Peña,Spain,True,84.7,False,False,False
177377,3930160,1,1,1,00:01:01.243,Ball Receipt*,Fabián Ruiz Peña,Spain,Spain,49.1,10.1,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,José Ignacio Fernández Iglesias,Spain,1.0,0.0,Pass,Fabián Ruiz Peña,Spain,True,70.9,False,False,False
177378,3930160,1,1,1,00:01:01.243,Pass,Fabián Ruiz Peña,Spain,Spain,49.1,10.1,,1.208604,From Throw In,Marc Cucurella Saseta,11.682894,Ground Pass,,-0.9495518,55.9,0.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Fabián Ruiz Peña,Spain,1.0,1.0,Ball Receipt*,Marc Cucurella Saseta,Spain,True,70.9,False,False,False
177379,3930160,1,1,2,00:01:02.451,Ball Receipt*,Marc Cucurella Saseta,Spain,Spain,55.9,0.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Fabián Ruiz Peña,Spain,1.0,1.0,Carry,Marc Cucurella Saseta,Spain,True,64.1,False,False,False
177380,3930160,1,1,2,00:01:02.451,Carry,Marc Cucurella Saseta,Spain,Spain,55.9,0.6,True,1.278525,From Throw In,,,,,,,,,,,,False,71.9,2.3,16.090059042775454,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Marc Cucurella Saseta,Spain,1.0,2.0,Pressure,Luka Modrić,Croatia,False,64.1,False,False,False
177381,3930160,1,1,3,00:01:03.261,Pressure,Luka Modrić,Croatia,Spain,49.8,76.5,,0.569505,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Marc Cucurella Saseta,Spain,1.0,2.0,Pass,Marc Cucurella Saseta,Spain,False,70.2,False,False,False
177382,3930160,1,1,3,00:01:03.730,Pass,Marc Cucurella Saseta,Spain,Spain,71.9,2.3,True,0.947317,From Throw In,Álvaro Borja Morata Martín,14.150971,Ground Pass,,1.6556981,70.7,16.4,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Luka Modrić,Croatia,1.0,3.0,Ball Receipt*,Álvaro Borja Morata Martín,Spain,True,48.099999999999994,False,False,True
177383,3930160,1,1,4,00:01:04.677,Ball Receipt*,Álvaro Borja Morata Martín,Spain,Spain,70.7,16.4,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pass,Marc Cucurella Saseta,Spain,1.0,3.0,Pass,Álvaro Borja Morata Martín,Spain,True,49.3,False,False,False
177384,3930160,1,1,4,00:01:04.677,Pass,Álvaro Borja Morata Martín,Spain,Spain,70.7,16.4,,0.586254,From Throw In,Fabián Ruiz Peña,7.324616,Ground Pass,,-3.059585,63.4,15.8,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Álvaro Borja Morata Martín,Spain,1.0,4.0,Ball Receipt*,Fabián Ruiz Peña,Spain,True,49.3,False,False,False
177385,3930160,1,1,5,00:01:05.264,Ball Receipt*,Fabián Ruiz Peña,Spain,Spain,63.4,15.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Álvaro Borja Morata Martín,Spain,1.0,4.0,Carry,Fabián Ruiz Peña,Spain,True,56.6,False,False,False
177386,3930160,1,1,5,00:01:05.264,Carry,Fabián Ruiz Peña,Spain,Spain,63.4,15.8,True,0.730503,From Throw In,,,,,,,,,,,,False,63.2,17.8,2.0099751242241775,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Fabián Ruiz Peña,Spain,1.0,5.0,Pressure,Mateo Kovačić,Croatia,False,56.6,False,False,False
177387,3930160,1,1,5,00:01:05.788,Pressure,Mateo Kovačić,Croatia,Spain,56.4,62.8,,0.33339,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Fabián Ruiz Peña,Spain,1.0,5.0,Pass,Fabián Ruiz Peña,Spain,False,63.6,False,False,False
177388,3930160,1,1,5,00:01:05.994,Pass,Fabián Ruiz Peña,Spain,Spain,63.2,17.8,True,1.578065,From Throw In,Rodrigo Hernández Cascante,14.412842,Ground Pass,,1.6960119,61.4,32.1,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Mateo Kovačić,Croatia,1.0,5.0,Ball Receipt*,Rodrigo Hernández Cascante,Spain,True,56.8,False,False,True
177389,3930160,1,1,7,00:01:07.572,Ball Receipt*,Rodrigo Hernández Cascante,Spain,Spain,61.4,32.1,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Fabián Ruiz Peña,Spain,1.0,5.0,Carry,Rodrigo Hernández Cascante,Spain,True,58.6,False,False,False
177390,3930160,1,1,7,00:01:07.572,Carry,Rodrigo Hernández Cascante,Spain,Spain,61.4,32.1,,0.28265,From Throw In,,,,,,,,,,,,False,60.4,33.5,1.7204650534085242,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Rodrigo Hernández Cascante,Spain,1.0,7.0,Pass,Rodrigo Hernández Cascante,Spain,True,58.6,False,False,False
177391,3930160,1,1,7,00:01:07.855,Pass,Rodrigo Hernández Cascante,Spain,Spain,60.4,33.5,,1.610739,From Throw In,Daniel Carvajal Ramos,31.86487,Ground Pass,,1.4417703,64.5,65.1,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Rodrigo Hernández Cascante,Spain,1.0,7.0,Ball Receipt*,Daniel Carvajal Ramos,Spain,True,59.6,False,False,False
177392,3930160,1,1,9,00:01:09.465,Ball Receipt*,Daniel Carvajal Ramos,Spain,Spain,64.5,65.1,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Rodrigo Hernández Cascante,Spain,1.0,7.0,Carry,Daniel Carvajal Ramos,Spain,True,55.5,False,False,False
177393,3930160,1,1,9,00:01:09.465,Carry,Daniel Carvajal Ramos,Spain,Spain,64.5,65.1,,0.694021,From Throw In,,,,,,,,,,,,False,64.5,65.1,0.0,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Daniel Carvajal Ramos,Spain,1.0,9.0,Pass,Daniel Carvajal Ramos,Spain,True,55.5,False,False,False
177394,3930160,1,1,10,00:01:10.159,Pass,Daniel Carvajal Ramos,Spain,Spain,64.5,65.1,,1.792884,From Throw In,Lamine Yamal Nasraoui Ebana,22.500223,Ground Pass,,0.4855129,84.4,75.6,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Daniel Carvajal Ramos,Spain,1.0,9.0,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,True,55.5,False,False,False
177395,3930160,1,1,11,00:01:11.952,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,Spain,84.4,75.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Pass,Daniel Carvajal Ramos,Spain,1.0,10.0,Carry,Lamine Yamal Nasraoui Ebana,Spain,True,35.599999999999994,False,False,False
177396,3930160,1,1,11,00:01:11.952,Carry,Lamine Yamal Nasraoui Ebana,Spain,Spain,84.4,75.6,,3.428632,From Throw In,,,,,,,,,,,,False,93.7,69.3,11.23298713610943,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Lamine Yamal Nasraoui Ebana,Spain,1.0,11.0,Pass,Lamine Yamal Nasraoui Ebana,Spain,True,35.599999999999994,False,False,False
177397,3930160,1,1,15,00:01:15.381,Pass,Lamine Yamal Nasraoui Ebana,Spain,Spain,93.7,69.3,,1.229593,From Throw In,Daniel Carvajal Ramos,12.419743,Ground Pass,,3.0852008,81.3,70.0,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Carry,Lamine Yamal Nasraoui Ebana,Spain,1.0,11.0,Ball Receipt*,Daniel Carvajal Ramos,Spain,True,26.299999999999997,False,False,False
177398,3930160,1,1,16,00:01:16.611,Ball Receipt*,Daniel Carvajal Ramos,Spain,Spain,81.3,70.0,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Lamine Yamal Nasraoui Ebana,Spain,1.0,15.0,Carry,Daniel Carvajal Ramos,Spain,True,38.7,False,False,False
