event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Slovakia_score,Romania_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
138935,3930183,1,15,37,00:15:37.340,Pass,Stanislav Lobotka,Slovakia,Slovakia,46.1,24.1,,1.027673,From Corner,Ondrej Duda,9.518929,Ground Pass,,0.331717,55.1,27.2,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Carry,Stanislav Lobotka,Slovakia,15.0,35.0,Ball Receipt*,Ondrej Duda,Slovakia,True,73.9,False,False,False
138936,3930183,1,15,38,00:15:38.368,Ball Receipt*,Ondrej Duda,Slovakia,Slovakia,55.1,27.2,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Pass,Stanislav Lobotka,Slovakia,15.0,37.0,Carry,Ondrej Duda,Slovakia,True,64.9,False,False,False
138937,3930183,1,15,38,00:15:38.368,Carry,Ondrej Duda,Slovakia,Slovakia,55.1,27.2,,0.04,From Corner,,,,,,,,,,,,False,55.1,27.2,0.0,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Ondrej Duda,Slovakia,15.0,38.0,Pass,Ondrej Duda,Slovakia,True,64.9,False,False,False
138938,3930183,1,15,38,00:15:38.408,Pass,Ondrej Duda,Slovakia,Slovakia,55.1,27.2,,1.098891,From Corner,Stanislav Lobotka,11.204463,Ground Pass,,-2.4319983,46.6,19.9,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Carry,Ondrej Duda,Slovakia,15.0,38.0,Ball Receipt*,Stanislav Lobotka,Slovakia,True,64.9,False,False,False
138939,3930183,1,15,39,00:15:39.507,Ball Receipt*,Stanislav Lobotka,Slovakia,Slovakia,46.6,19.9,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Pass,Ondrej Duda,Slovakia,15.0,38.0,Carry,Stanislav Lobotka,Slovakia,True,73.4,False,False,False
138940,3930183,1,15,39,00:15:39.507,Carry,Stanislav Lobotka,Slovakia,Slovakia,46.6,19.9,,3.780387,From Corner,,,,,,,,,,,,False,47.8,20.8,1.499999999999998,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Stanislav Lobotka,Slovakia,15.0,39.0,Pass,Stanislav Lobotka,Slovakia,True,73.4,False,False,False
138941,3930183,1,15,43,00:15:43.287,Pass,Stanislav Lobotka,Slovakia,Slovakia,47.8,20.8,,1.072906,From Corner,David Strelec,25.329824,Ground Pass,,0.37170896,71.4,30.0,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Carry,Stanislav Lobotka,Slovakia,15.0,39.0,Ball Receipt*,David Strelec,Slovakia,True,72.2,False,False,False
138942,3930183,1,15,44,00:15:44.360,Ball Receipt*,David Strelec,Slovakia,Slovakia,71.4,30.0,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,1,2,2,0,0,Pass,Stanislav Lobotka,Slovakia,15.0,43.0,Carry,David Strelec,Slovakia,True,48.599999999999994,False,False,False
138943,3930183,1,15,44,00:15:44.360,Carry,David Strelec,Slovakia,Slovakia,71.4,30.0,,0.093651,From Corner,,,,,,,,,,,,False,71.6,29.3,0.728010988928048,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,David Strelec,Slovakia,15.0,44.0,Miscontrol,David Strelec,Slovakia,True,48.599999999999994,False,False,False
138944,3930183,1,15,44,00:15:44.453,Miscontrol,David Strelec,Slovakia,Slovakia,71.6,29.3,,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,1,2,2,0,0,Carry,David Strelec,Slovakia,15.0,44.0,Pressure,David Strelec,Slovakia,True,48.400000000000006,False,False,False
138945,3930183,1,15,45,00:15:45.696,Pressure,David Strelec,Slovakia,Slovakia,70.4,15.8,,0.179568,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,1,2,2,0,0,Miscontrol,David Strelec,Slovakia,15.0,44.0,Pass,Ianis Hagi,Romania,False,49.599999999999994,False,False,False
138946,3930183,1,15,45,00:15:45.862,Pass,Ianis Hagi,Romania,Slovakia,52.2,67.4,True,1.367155,From Corner,Andrei Florin Ratiu,12.580143,Ground Pass,,2.7241755,40.7,72.5,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,1,0,1,3,2,0,0,Pressure,David Strelec,Slovakia,15.0,45.0,Ball Receipt*,Andrei Florin Ratiu,Romania,True,67.8,False,False,True
138947,3930183,1,15,47,00:15:47.229,Ball Receipt*,Andrei Florin Ratiu,Romania,Slovakia,40.7,72.5,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,1,3,2,0,0,Pass,Ianis Hagi,Romania,15.0,45.0,Carry,Andrei Florin Ratiu,Romania,True,79.3,False,False,False
138948,3930183,1,15,47,00:15:47.229,Carry,Andrei Florin Ratiu,Romania,Slovakia,40.7,72.5,,0.019240001,From Corner,,,,,,,,,,,,False,40.7,72.5,0.0,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,1,3,2,0,0,Ball Receipt*,Andrei Florin Ratiu,Romania,15.0,47.0,Pass,Andrei Florin Ratiu,Romania,True,79.3,False,False,False
138949,3930183,1,15,47,00:15:47.248,Pass,Andrei Florin Ratiu,Romania,Slovakia,40.7,72.5,,1.018038,From Corner,Marius Mihai Marin,13.106106,Ground Pass,Incomplete,-0.48412257,52.3,66.4,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,1,3,2,0,0,Carry,Andrei Florin Ratiu,Romania,15.0,47.0,Ball Receipt*,Marius Mihai Marin,Romania,True,79.3,False,False,False
138950,3930183,1,15,48,00:15:48.266,Ball Receipt*,Marius Mihai Marin,Romania,Slovakia,46.6,67.1,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,3,2,0,0,Pass,Andrei Florin Ratiu,Romania,15.0,47.0,Ball Recovery,Stanislav Lobotka,Slovakia,False,73.4,False,False,False
138951,3930183,1,15,48,00:15:48.266,Ball Recovery,Stanislav Lobotka,Slovakia,Slovakia,67.8,13.7,,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Marius Mihai Marin,Romania,15.0,48.0,Carry,Stanislav Lobotka,Slovakia,True,52.2,False,False,False
138952,3930183,1,15,48,00:15:48.266,Carry,Stanislav Lobotka,Slovakia,Slovakia,67.8,13.7,,1.166925,From Corner,,,,,,,,,,,,False,65.2,15.1,2.9529646120466753,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Ball Recovery,Stanislav Lobotka,Slovakia,15.0,48.0,Pass,Stanislav Lobotka,Slovakia,True,52.2,False,False,False
138953,3930183,1,15,49,00:15:49.433,Pass,Stanislav Lobotka,Slovakia,Slovakia,65.2,15.1,,1.065911,From Corner,Ondrej Duda,12.165525,Ground Pass,,2.332943,56.8,23.9,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Carry,Stanislav Lobotka,Slovakia,15.0,48.0,Ball Receipt*,Ondrej Duda,Slovakia,True,54.8,False,False,False
138954,3930183,1,15,50,00:15:50.499,Ball Receipt*,Ondrej Duda,Slovakia,Slovakia,56.8,23.9,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Pass,Stanislav Lobotka,Slovakia,15.0,49.0,Carry,Ondrej Duda,Slovakia,True,63.2,False,False,False
138955,3930183,1,15,50,00:15:50.499,Carry,Ondrej Duda,Slovakia,Slovakia,56.8,23.9,,3.458459,From Corner,,,,,,,,,,,,False,62.2,31.7,9.486832980505142,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Ondrej Duda,Slovakia,15.0,50.0,Pass,Ondrej Duda,Slovakia,True,63.2,False,False,False
138956,3930183,1,15,53,00:15:53.958,Pass,Ondrej Duda,Slovakia,Slovakia,62.2,31.7,,0.621764,From Corner,Stanislav Lobotka,11.011357,Ground Pass,,-1.3324255,64.8,21.0,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Carry,Ondrej Duda,Slovakia,15.0,50.0,Ball Receipt*,Stanislav Lobotka,Slovakia,True,57.8,False,False,False
138957,3930183,1,15,54,00:15:54.579,Ball Receipt*,Stanislav Lobotka,Slovakia,Slovakia,64.8,21.0,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Pass,Ondrej Duda,Slovakia,15.0,53.0,Carry,Stanislav Lobotka,Slovakia,True,55.2,False,False,False
138958,3930183,1,15,54,00:15:54.579,Carry,Stanislav Lobotka,Slovakia,Slovakia,64.8,21.0,,0.04,From Corner,,,,,,,,,,,,False,64.8,21.8,0.8000000000000007,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Stanislav Lobotka,Slovakia,15.0,54.0,Pass,Stanislav Lobotka,Slovakia,True,55.2,False,False,False
138959,3930183,1,15,54,00:15:54.619,Pass,Stanislav Lobotka,Slovakia,Slovakia,64.8,21.8,,1.148969,From Corner,Milan Škriniar,13.017296,Ground Pass,,2.5919507,53.7,28.6,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Carry,Stanislav Lobotka,Slovakia,15.0,54.0,Ball Receipt*,Milan Škriniar,Slovakia,True,55.2,False,False,False
138960,3930183,1,15,55,00:15:55.768,Ball Receipt*,Milan Škriniar,Slovakia,Slovakia,53.7,28.6,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,2,2,0,0,Pass,Stanislav Lobotka,Slovakia,15.0,54.0,Carry,Milan Škriniar,Slovakia,True,66.3,False,False,False
138961,3930183,1,15,55,00:15:55.768,Carry,Milan Škriniar,Slovakia,Slovakia,53.7,28.6,,0.015387001,From Corner,,,,,,,,,,,,False,53.9,28.6,0.19999999999999574,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Milan Škriniar,Slovakia,15.0,55.0,Pass,Milan Škriniar,Slovakia,True,66.3,False,False,False
138962,3930183,1,15,55,00:15:55.784,Pass,Milan Škriniar,Slovakia,Slovakia,53.9,28.6,,0.861583,From Corner,Denis Vavro,9.552486,Ground Pass,,-1.4659194,54.9,19.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,2,2,0,0,Carry,Milan Škriniar,Slovakia,15.0,55.0,Ball Receipt*,Denis Vavro,Slovakia,True,66.1,False,False,False
138963,3930183,1,15,56,00:15:56.645,Ball Receipt*,Denis Vavro,Slovakia,Slovakia,54.9,19.1,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,2,0,0,Pass,Milan Škriniar,Slovakia,15.0,55.0,Carry,Denis Vavro,Slovakia,True,65.1,False,False,False
138964,3930183,1,15,56,00:15:56.645,Carry,Denis Vavro,Slovakia,Slovakia,54.9,19.1,,3.550787,From Corner,,,,,,,,,,,,False,55.8,25.3,6.264982043070833,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Denis Vavro,Slovakia,15.0,56.0,Pass,Denis Vavro,Slovakia,True,65.1,False,False,False
138965,3930183,1,16,0,00:16:00.196,Pass,Denis Vavro,Slovakia,Slovakia,55.8,25.3,,3.108739,From Corner,Peter Pekarík,69.49935,High Pass,Out,0.9036957,98.8,79.9,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,2,0,0,Carry,Denis Vavro,Slovakia,15.0,56.0,Ball Receipt*,Peter Pekarík,Slovakia,True,64.2,False,False,False
138966,3930183,1,16,3,00:16:03.305,Ball Receipt*,Peter Pekarík,Slovakia,Slovakia,94.6,75.4,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,1,2,2,0,0,Pass,Denis Vavro,Slovakia,16.0,0.0,Pass,Nicușor Silviu Bancu,Romania,False,25.400000000000006,False,False,False
138967,3930183,1,16,19,00:16:19.494,Pass,Nicușor Silviu Bancu,Romania,Romania,21.2,0.1,,1.36437,From Throw In,Denis Mihai Drăguş,16.834488,High Pass,,0.22768933,37.6,3.9,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,1,3,2,0,0,Ball Receipt*,Peter Pekarík,Slovakia,16.0,3.0,Ball Receipt*,Denis Mihai Drăguş,Romania,True,98.8,False,False,False
138968,3930183,1,16,20,00:16:20.858,Ball Receipt*,Denis Mihai Drăguş,Romania,Romania,37.6,3.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,1,3,2,1,0,Pass,Nicușor Silviu Bancu,Romania,16.0,19.0,Pass,Denis Mihai Drăguş,Romania,True,82.4,False,False,False
138969,3930183,1,16,20,00:16:20.858,Pass,Denis Mihai Drăguş,Romania,Romania,37.6,3.3,,0.983592,From Throw In,Florinel Teodor Coman,5.964059,Low Pass,,2.1774015,34.2,8.2,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,1,3,2,1,0,Ball Receipt*,Denis Mihai Drăguş,Romania,16.0,20.0,Ball Receipt*,Florinel Teodor Coman,Romania,True,82.4,False,False,False
138970,3930183,1,16,21,00:16:21.842,Ball Receipt*,Florinel Teodor Coman,Romania,Romania,34.2,8.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,0,0,1,0,1,3,2,0,0,Pass,Denis Mihai Drăguş,Romania,16.0,20.0,Carry,Florinel Teodor Coman,Romania,True,85.8,False,False,False
138971,3930183,1,16,21,00:16:21.842,Carry,Florinel Teodor Coman,Romania,Romania,34.2,8.2,,0.12,From Throw In,,,,,,,,,,,,False,33.8,7.8,0.5656854249492417,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,0,0,1,0,1,3,2,0,0,Ball Receipt*,Florinel Teodor Coman,Romania,16.0,21.0,Pass,Florinel Teodor Coman,Romania,True,85.8,False,False,False
138972,3930183,1,16,21,00:16:21.962,Pass,Florinel Teodor Coman,Romania,Romania,33.8,7.8,,0.30954,From Throw In,Denis Mihai Drăguş,4.883646,Low Pass,,-0.8288491,37.1,4.2,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,0,0,1,0,1,3,2,0,0,Carry,Florinel Teodor Coman,Romania,16.0,21.0,Ball Receipt*,Denis Mihai Drăguş,Romania,True,86.2,False,False,False
138973,3930183,1,16,22,00:16:22.272,Ball Receipt*,Denis Mihai Drăguş,Romania,Romania,37.1,4.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,1,3,2,1,0,Pass,Florinel Teodor Coman,Romania,16.0,21.0,Carry,Denis Mihai Drăguş,Romania,True,82.9,False,False,False
138974,3930183,1,16,22,00:16:22.272,Carry,Denis Mihai Drăguş,Romania,Romania,37.1,4.2,True,1.84431,From Throw In,,,,,,,,,,,,False,34.5,2.6,3.052867504494751,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,1,3,2,1,0,Ball Receipt*,Denis Mihai Drăguş,Romania,16.0,22.0,Pressure,Juraj Kucka,Slovakia,False,82.9,False,False,False
138975,3930183,1,16,22,00:16:22.809,Pressure,Juraj Kucka,Slovakia,Romania,84.0,76.8,,1.257391,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Carry,Denis Mihai Drăguş,Romania,16.0,22.0,Pass,Denis Mihai Drăguş,Romania,False,36.0,False,False,False
138976,3930183,1,16,24,00:16:24.116,Pass,Denis Mihai Drăguş,Romania,Romania,34.5,2.6,,0.238179,From Throw In,Nicușor Silviu Bancu,2.6925824,Ground Pass,Incomplete,2.1175852,33.1,4.9,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,1,3,2,1,0,Pressure,Juraj Kucka,Slovakia,16.0,22.0,Ball Receipt*,Nicușor Silviu Bancu,Romania,True,85.5,False,False,False
138977,3930183,1,16,24,00:16:24.354,Ball Receipt*,Nicușor Silviu Bancu,Romania,Romania,32.6,3.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,1,3,2,0,0,Pass,Denis Mihai Drăguş,Romania,16.0,24.0,Block,Juraj Kucka,Slovakia,False,87.4,False,False,False
138978,3930183,1,16,24,00:16:24.354,Block,Juraj Kucka,Slovakia,Romania,87.0,75.2,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Nicușor Silviu Bancu,Romania,16.0,24.0,Ball Recovery,Juraj Kucka,Slovakia,True,33.0,False,False,False
138979,3930183,1,16,25,00:16:25.476,Ball Recovery,Juraj Kucka,Slovakia,Slovakia,86.1,72.1,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Block,Juraj Kucka,Slovakia,16.0,24.0,Carry,Juraj Kucka,Slovakia,True,33.900000000000006,False,False,False
138980,3930183,1,16,25,00:16:25.476,Carry,Juraj Kucka,Slovakia,Slovakia,86.1,72.1,,0.224118,Regular Play,,,,,,,,,,,,False,86.1,71.9,0.19999999999998863,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Ball Recovery,Juraj Kucka,Slovakia,16.0,25.0,Pass,Juraj Kucka,Slovakia,True,33.900000000000006,False,False,False
138981,3930183,1,16,25,00:16:25.701,Pass,Juraj Kucka,Slovakia,Slovakia,86.1,71.9,,1.189429,Regular Play,Ondrej Duda,10.18332,Ground Pass,,-1.8801252,83.0,62.2,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Carry,Juraj Kucka,Slovakia,16.0,25.0,Pressure,Nicolae Claudiu Stanciu,Romania,False,33.900000000000006,False,False,False
138982,3930183,1,16,26,00:16:26.752,Pressure,Nicolae Claudiu Stanciu,Romania,Slovakia,36.9,17.9,,1.620284,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,3,2,1,0,Pass,Juraj Kucka,Slovakia,16.0,25.0,Ball Receipt*,Ondrej Duda,Slovakia,False,83.1,False,False,False
138983,3930183,1,16,26,00:16:26.890,Ball Receipt*,Ondrej Duda,Slovakia,Slovakia,83.0,62.2,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Pressure,Nicolae Claudiu Stanciu,Romania,16.0,26.0,Carry,Ondrej Duda,Slovakia,True,37.0,False,False,True
138984,3930183,1,16,26,00:16:26.890,Carry,Ondrej Duda,Slovakia,Slovakia,83.0,62.2,True,1.419509,Regular Play,,,,,,,,,,,,False,79.2,61.7,3.832753579347357,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Ondrej Duda,Slovakia,16.0,26.0,Pass,Ondrej Duda,Slovakia,True,37.0,False,False,False
138985,3930183,1,16,28,00:16:28.310,Pass,Ondrej Duda,Slovakia,Slovakia,79.2,61.7,True,0.394012,Regular Play,Stanislav Lobotka,4.5221677,Ground Pass,,-2.1833339,76.6,58.0,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Carry,Ondrej Duda,Slovakia,16.0,26.0,Ball Receipt*,Stanislav Lobotka,Slovakia,True,40.8,False,False,False
138986,3930183,1,16,28,00:16:28.704,Ball Receipt*,Stanislav Lobotka,Slovakia,Slovakia,76.6,58.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Pass,Ondrej Duda,Slovakia,16.0,28.0,Pass,Stanislav Lobotka,Slovakia,True,43.400000000000006,False,False,False
138987,3930183,1,16,28,00:16:28.704,Pass,Stanislav Lobotka,Slovakia,Slovakia,76.6,58.7,,1.465146,Regular Play,Milan Škriniar,12.662148,Ground Pass,,2.3282688,67.9,67.9,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Stanislav Lobotka,Slovakia,16.0,28.0,Ball Receipt*,Milan Škriniar,Slovakia,True,43.400000000000006,False,False,False
138988,3930183,1,16,30,00:16:30.169,Ball Receipt*,Milan Škriniar,Slovakia,Slovakia,67.9,67.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,2,2,0,0,Pass,Stanislav Lobotka,Slovakia,16.0,28.0,Carry,Milan Škriniar,Slovakia,True,52.099999999999994,False,False,False
138989,3930183,1,16,30,00:16:30.169,Carry,Milan Škriniar,Slovakia,Slovakia,67.9,67.9,,0.780971,Regular Play,,,,,,,,,,,,False,67.9,67.9,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Milan Škriniar,Slovakia,16.0,30.0,Pass,Milan Škriniar,Slovakia,True,52.099999999999994,False,False,False
138990,3930183,1,16,30,00:16:30.950,Pass,Milan Škriniar,Slovakia,Slovakia,67.9,67.9,,0.833355,Regular Play,Ondrej Duda,9.492102,Ground Pass,,-0.35507154,76.8,64.6,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,2,2,0,0,Carry,Milan Škriniar,Slovakia,16.0,30.0,Ball Receipt*,Ondrej Duda,Slovakia,True,52.099999999999994,False,False,False
138991,3930183,1,16,31,00:16:31.783,Ball Receipt*,Ondrej Duda,Slovakia,Slovakia,76.8,64.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Pass,Milan Škriniar,Slovakia,16.0,30.0,Carry,Ondrej Duda,Slovakia,True,43.2,False,False,False
138992,3930183,1,16,31,00:16:31.783,Carry,Ondrej Duda,Slovakia,Slovakia,76.8,64.6,,0.419114,Regular Play,,,,,,,,,,,,False,76.8,66.5,1.9000000000000057,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Ondrej Duda,Slovakia,16.0,31.0,Pass,Ondrej Duda,Slovakia,True,43.2,False,False,False
138993,3930183,1,16,32,00:16:32.202,Pass,Ondrej Duda,Slovakia,Slovakia,76.8,66.5,,1.179726,Regular Play,Milan Škriniar,11.057124,Ground Pass,,2.72245,66.7,71.0,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Carry,Ondrej Duda,Slovakia,16.0,31.0,Ball Receipt*,Milan Škriniar,Slovakia,True,43.2,False,False,False
138994,3930183,1,16,33,00:16:33.382,Ball Receipt*,Milan Škriniar,Slovakia,Slovakia,66.7,71.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,2,2,0,0,Pass,Ondrej Duda,Slovakia,16.0,32.0,Carry,Milan Škriniar,Slovakia,True,53.3,False,False,False
138995,3930183,1,16,33,00:16:33.382,Carry,Milan Škriniar,Slovakia,Slovakia,66.7,71.0,,0.039999,Regular Play,,,,,,,,,,,,False,66.7,71.0,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Milan Škriniar,Slovakia,16.0,33.0,Pass,Milan Škriniar,Slovakia,True,53.3,False,False,False
138996,3930183,1,16,33,00:16:33.422,Pass,Milan Škriniar,Slovakia,Slovakia,66.7,71.0,,1.464507,Regular Play,Stanislav Lobotka,15.984055,Ground Pass,,-2.1917732,57.4,58.0,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,2,2,0,0,Carry,Milan Škriniar,Slovakia,16.0,33.0,Ball Receipt*,Stanislav Lobotka,Slovakia,True,53.3,False,False,False
138997,3930183,1,16,34,00:16:34.886,Ball Receipt*,Stanislav Lobotka,Slovakia,Slovakia,57.4,58.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Pass,Milan Škriniar,Slovakia,16.0,33.0,Carry,Stanislav Lobotka,Slovakia,True,62.6,False,False,False
138998,3930183,1,16,34,00:16:34.886,Carry,Stanislav Lobotka,Slovakia,Slovakia,57.4,58.0,,0.940845,Regular Play,,,,,,,,,,,,False,58.4,57.2,1.280624847486568,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Stanislav Lobotka,Slovakia,16.0,34.0,Pass,Stanislav Lobotka,Slovakia,True,62.6,False,False,False
138999,3930183,1,16,35,00:16:35.827,Pass,Stanislav Lobotka,Slovakia,Slovakia,58.4,57.2,,2.574096,Regular Play,Dávid Hancko,55.114426,High Pass,,-1.306454,72.8,4.0,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Carry,Stanislav Lobotka,Slovakia,16.0,34.0,Ball Receipt*,Dávid Hancko,Slovakia,True,61.6,False,False,False
