event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Scotland_score,Hungary_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
80281,3930177,1,0,0,00:00:00.000,Starting XI,,Scotland,Scotland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,1,2,6,0,0,,,,,,Starting XI,,Hungary,False,,False,,False
80282,3930177,1,0,0,00:00:00.000,Starting XI,,Hungary,Scotland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,2,1,5,0,0,Starting XI,,Scotland,0.0,0.0,Half Start,,Scotland,False,,False,,False
80283,3930177,1,0,0,00:00:00.000,Half Start,,Scotland,Scotland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,1,2,6,0,0,Starting XI,,Hungary,0.0,0.0,Half Start,,Hungary,False,,False,,False
80284,3930177,1,0,0,00:00:00.000,Half Start,,Hungary,Scotland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,2,1,5,0,0,Half Start,,Scotland,0.0,0.0,Pass,András Schäfer,Hungary,True,,False,,False
80285,3930177,1,0,0,00:00:00.491,Pass,András Schäfer,Hungary,Hungary,61.0,40.1,,1.358431,From Kick Off,Willi Orban,20.206186,Ground Pass,,3.1168451,40.8,40.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,2,1,5,0,0,Half Start,,Hungary,0.0,0.0,Ball Receipt*,Willi Orban,Hungary,True,59.0,False,False,False
80286,3930177,1,0,1,00:00:01.849,Ball Receipt*,Willi Orban,Hungary,Hungary,40.8,40.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,2,1,5,0,0,Pass,András Schäfer,Hungary,0.0,0.0,Carry,Willi Orban,Hungary,True,79.2,False,False,False
80287,3930177,1,0,1,00:00:01.849,Carry,Willi Orban,Hungary,Hungary,40.8,40.6,,1.439024,From Kick Off,,,,,,,,,,,,False,42.3,41.6,1.8027756377319946,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,2,1,5,0,0,Ball Receipt*,Willi Orban,Hungary,0.0,1.0,Pass,Willi Orban,Hungary,True,79.2,False,False,False
80288,3930177,1,0,3,00:00:03.288,Pass,Willi Orban,Hungary,Hungary,42.3,41.6,,2.915059,From Kick Off,Barnabás Varga,57.7201,High Pass,Incomplete,-0.27187425,97.9,26.1,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,2,1,5,0,0,Carry,Willi Orban,Hungary,0.0,1.0,Ball Receipt*,Barnabás Varga,Hungary,True,77.7,False,False,False
80289,3930177,1,0,6,00:00:06.204,Ball Receipt*,Barnabás Varga,Hungary,Hungary,87.3,18.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,2,1,5,1,0,Pass,Willi Orban,Hungary,0.0,3.0,Clearance,Jack Hendry,Scotland,False,32.7,False,False,False
80290,3930177,1,0,6,00:00:06.204,Clearance,Jack Hendry,Scotland,Hungary,22.2,54.0,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,6,0,0,Ball Receipt*,Barnabás Varga,Hungary,0.0,6.0,Pressure,Márton Dárdai,Hungary,False,97.8,False,False,False
80291,3930177,1,0,8,00:00:08.082,Pressure,Márton Dárdai,Hungary,Hungary,81.3,17.5,,0.331507,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,2,1,5,0,0,Clearance,Jack Hendry,Scotland,0.0,6.0,Ball Recovery,John McGinn,Scotland,False,38.7,False,False,False
80292,3930177,1,0,8,00:00:08.362,Ball Recovery,John McGinn,Scotland,Scotland,37.8,62.2,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,1,1,2,6,0,0,Pressure,Márton Dárdai,Hungary,0.0,8.0,Carry,John McGinn,Scotland,True,82.2,False,False,True
80293,3930177,1,0,8,00:00:08.362,Carry,John McGinn,Scotland,Scotland,37.8,62.2,True,0.577315,Regular Play,,,,,,,,,,,,False,37.2,60.3,1.9924858845171312,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,1,1,2,6,0,0,Ball Recovery,John McGinn,Scotland,0.0,8.0,Foul Committed,Márton Dárdai,Hungary,False,82.2,False,False,False
80294,3930177,1,0,8,00:00:08.939,Foul Committed,Márton Dárdai,Hungary,Scotland,82.9,19.8,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,2,1,5,0,0,Carry,John McGinn,Scotland,0.0,8.0,Foul Won,John McGinn,Scotland,False,37.099999999999994,False,False,False
80295,3930177,1,0,8,00:00:08.939,Foul Won,John McGinn,Scotland,Scotland,37.2,60.3,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,1,1,2,6,0,0,Foul Committed,Márton Dárdai,Hungary,0.0,8.0,Pass,Jack Hendry,Scotland,True,82.8,False,False,False
80296,3930177,1,0,19,00:00:19.471,Pass,Jack Hendry,Scotland,Scotland,41.6,64.6,,1.750861,From Free Kick,Grant Campbell Hanley,24.278591,Ground Pass,,-1.9773107,32.0,42.3,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,6,0,0,Foul Won,John McGinn,Scotland,0.0,8.0,Ball Receipt*,Grant Campbell Hanley,Scotland,True,78.4,False,False,False
80297,3930177,1,0,21,00:00:21.222,Ball Receipt*,Grant Campbell Hanley,Scotland,Scotland,32.0,42.3,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,1,1,2,6,0,0,Pass,Jack Hendry,Scotland,0.0,19.0,Carry,Grant Campbell Hanley,Scotland,True,88.0,False,False,False
80298,3930177,1,0,21,00:00:21.222,Carry,Grant Campbell Hanley,Scotland,Scotland,32.0,42.3,,1.036391,From Free Kick,,,,,,,,,,,,False,32.8,42.5,0.82462112512353,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,1,1,2,6,0,0,Ball Receipt*,Grant Campbell Hanley,Scotland,0.0,21.0,Pass,Grant Campbell Hanley,Scotland,True,88.0,False,False,False
80299,3930177,1,0,22,00:00:22.258,Pass,Grant Campbell Hanley,Scotland,Scotland,32.8,42.5,,1.135703,From Free Kick,Billy Gilmour,6.453681,Ground Pass,,0.86217004,37.0,47.4,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,1,1,2,6,0,0,Carry,Grant Campbell Hanley,Scotland,0.0,21.0,Ball Receipt*,Billy Gilmour,Scotland,True,87.2,False,False,False
80300,3930177,1,0,23,00:00:23.394,Ball Receipt*,Billy Gilmour,Scotland,Scotland,37.0,47.4,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,1,1,2,6,0,0,Pass,Grant Campbell Hanley,Scotland,0.0,22.0,Carry,Billy Gilmour,Scotland,True,83.0,False,False,False
80301,3930177,1,0,23,00:00:23.394,Carry,Billy Gilmour,Scotland,Scotland,37.0,47.4,True,3.9737191,From Free Kick,,,,,,,,,,,,False,49.3,52.2,13.203408650799231,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,1,1,2,6,0,0,Ball Receipt*,Billy Gilmour,Scotland,0.0,23.0,Pressure,Barnabás Varga,Hungary,False,83.0,False,False,False
80302,3930177,1,0,26,00:00:26.550,Pressure,Barnabás Varga,Hungary,Scotland,67.8,30.1,,1.088928,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,2,1,5,1,0,Carry,Billy Gilmour,Scotland,0.0,23.0,Pass,Billy Gilmour,Scotland,False,52.2,False,False,False
80303,3930177,1,0,27,00:00:27.368,Pass,Billy Gilmour,Scotland,Scotland,49.3,52.2,True,1.46437,From Free Kick,Grant Campbell Hanley,14.623953,Ground Pass,,-2.1910458,40.8,40.3,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,1,1,2,6,0,0,Pressure,Barnabás Varga,Hungary,0.0,26.0,Ball Receipt*,Grant Campbell Hanley,Scotland,True,70.7,False,False,True
80304,3930177,1,0,28,00:00:28.832,Ball Receipt*,Grant Campbell Hanley,Scotland,Scotland,40.8,40.3,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,1,1,2,6,0,0,Pass,Billy Gilmour,Scotland,0.0,27.0,Carry,Grant Campbell Hanley,Scotland,True,79.2,False,False,False
80305,3930177,1,0,28,00:00:28.832,Carry,Grant Campbell Hanley,Scotland,Scotland,40.8,40.3,,1.858491,From Free Kick,,,,,,,,,,,,False,40.8,40.3,0.0,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,1,1,2,6,0,0,Ball Receipt*,Grant Campbell Hanley,Scotland,0.0,28.0,Pass,Grant Campbell Hanley,Scotland,True,79.2,False,False,False
80306,3930177,1,0,30,00:00:30.691,Pass,Grant Campbell Hanley,Scotland,Scotland,40.8,40.3,,1.863725,From Free Kick,Scott McKenna,21.805733,Ground Pass,,-1.5478646,41.3,18.5,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,1,1,2,6,0,0,Carry,Grant Campbell Hanley,Scotland,0.0,28.0,Ball Receipt*,Scott McKenna,Scotland,True,79.2,False,False,False
80307,3930177,1,0,32,00:00:32.554,Ball Receipt*,Scott McKenna,Scotland,Scotland,41.3,18.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,6,0,0,Pass,Grant Campbell Hanley,Scotland,0.0,30.0,Carry,Scott McKenna,Scotland,True,78.7,False,False,False
80308,3930177,1,0,32,00:00:32.554,Carry,Scott McKenna,Scotland,Scotland,41.3,18.5,,0.731024,From Free Kick,,,,,,,,,,,,False,42.2,21.1,2.751363298439524,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,6,0,0,Ball Receipt*,Scott McKenna,Scotland,0.0,32.0,Pass,Scott McKenna,Scotland,True,78.7,False,False,False
80309,3930177,1,0,33,00:00:33.285,Pass,Scott McKenna,Scotland,Scotland,42.2,21.1,,1.23176,From Free Kick,Grant Campbell Hanley,18.607525,Ground Pass,,2.0152156,34.2,37.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,6,0,0,Carry,Scott McKenna,Scotland,0.0,32.0,Ball Receipt*,Grant Campbell Hanley,Scotland,True,77.8,False,False,False
80310,3930177,1,0,34,00:00:34.517,Ball Receipt*,Grant Campbell Hanley,Scotland,Scotland,34.2,37.9,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,1,1,2,6,0,0,Pass,Scott McKenna,Scotland,0.0,33.0,Carry,Grant Campbell Hanley,Scotland,True,85.8,False,False,False
80311,3930177,1,0,34,00:00:34.517,Carry,Grant Campbell Hanley,Scotland,Scotland,34.2,37.9,,6.142846,From Free Kick,,,,,,,,,,,,False,41.6,39.7,7.615773105863908,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,1,1,2,6,0,0,Ball Receipt*,Grant Campbell Hanley,Scotland,0.0,34.0,Pass,Grant Campbell Hanley,Scotland,True,85.8,False,False,False
80312,3930177,1,0,40,00:00:40.660,Pass,Grant Campbell Hanley,Scotland,Scotland,41.6,39.7,,1.469495,From Free Kick,Jack Hendry,21.29601,Ground Pass,,1.827164,36.2,60.3,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,1,1,2,6,0,0,Carry,Grant Campbell Hanley,Scotland,0.0,34.0,Ball Receipt*,Jack Hendry,Scotland,True,78.4,False,False,False
80313,3930177,1,0,42,00:00:42.129,Ball Receipt*,Jack Hendry,Scotland,Scotland,36.2,60.3,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,6,0,0,Pass,Grant Campbell Hanley,Scotland,0.0,40.0,Carry,Jack Hendry,Scotland,True,83.8,False,False,False
80314,3930177,1,0,42,00:00:42.129,Carry,Jack Hendry,Scotland,Scotland,36.2,60.3,,0.457554,From Free Kick,,,,,,,,,,,,False,37.0,61.8,1.6999999999999986,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,6,0,0,Ball Receipt*,Jack Hendry,Scotland,0.0,42.0,Pass,Jack Hendry,Scotland,True,83.8,False,False,False
80315,3930177,1,0,42,00:00:42.587,Pass,Jack Hendry,Scotland,Scotland,37.0,61.8,,1.498693,From Free Kick,Grant Campbell Hanley,18.236227,Ground Pass,,-1.9411198,30.4,44.8,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,6,0,0,Carry,Jack Hendry,Scotland,0.0,42.0,Ball Receipt*,Grant Campbell Hanley,Scotland,True,83.0,False,False,False
80316,3930177,1,0,44,00:00:44.086,Ball Receipt*,Grant Campbell Hanley,Scotland,Scotland,30.4,44.8,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,1,1,2,6,0,0,Pass,Jack Hendry,Scotland,0.0,42.0,Carry,Grant Campbell Hanley,Scotland,True,89.6,False,False,False
80317,3930177,1,0,44,00:00:44.086,Carry,Grant Campbell Hanley,Scotland,Scotland,30.4,44.8,,1.682038,From Free Kick,,,,,,,,,,,,False,31.0,43.3,1.6155494421403518,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,1,1,2,6,0,0,Ball Receipt*,Grant Campbell Hanley,Scotland,0.0,44.0,Pass,Grant Campbell Hanley,Scotland,True,89.6,False,False,False
80318,3930177,1,0,45,00:00:45.768,Pass,Grant Campbell Hanley,Scotland,Scotland,31.0,43.3,,1.838503,From Free Kick,Scott McKenna,21.076054,Ground Pass,,-1.4087678,34.4,22.5,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,1,1,2,6,0,0,Carry,Grant Campbell Hanley,Scotland,0.0,44.0,Ball Receipt*,Scott McKenna,Scotland,True,89.0,False,False,False
80319,3930177,1,0,47,00:00:47.606,Ball Receipt*,Scott McKenna,Scotland,Scotland,34.4,22.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,6,0,0,Pass,Grant Campbell Hanley,Scotland,0.0,45.0,Carry,Scott McKenna,Scotland,True,85.6,False,False,False
80320,3930177,1,0,47,00:00:47.606,Carry,Scott McKenna,Scotland,Scotland,34.4,22.5,,0.633609,From Free Kick,,,,,,,,,,,,False,33.0,21.1,1.979898987322331,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,6,0,0,Ball Receipt*,Scott McKenna,Scotland,0.0,47.0,Pass,Scott McKenna,Scotland,True,85.6,False,False,False
80321,3930177,1,0,48,00:00:48.240,Pass,Scott McKenna,Scotland,Scotland,33.0,21.1,,0.878161,From Free Kick,Andrew Robertson,15.160475,Ground Pass,,-1.4251679,35.2,6.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,6,0,0,Carry,Scott McKenna,Scotland,0.0,47.0,Ball Receipt*,Andrew Robertson,Scotland,True,87.0,False,False,False
80322,3930177,1,0,49,00:00:49.118,Ball Receipt*,Andrew Robertson,Scotland,Scotland,35.2,6.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,1,1,2,6,0,0,Pass,Scott McKenna,Scotland,0.0,48.0,Carry,Andrew Robertson,Scotland,True,84.8,False,False,False
80323,3930177,1,0,49,00:00:49.118,Carry,Andrew Robertson,Scotland,Scotland,35.2,6.1,True,0.802812,From Free Kick,,,,,,,,,,,,False,34.5,11.0,4.949747468305834,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,1,1,2,6,0,0,Ball Receipt*,Andrew Robertson,Scotland,0.0,49.0,Pressure,Bendegúz Bolla,Hungary,False,84.8,False,False,False
80324,3930177,1,0,49,00:00:49.436,Pressure,Bendegúz Bolla,Hungary,Scotland,83.7,71.5,,0.544469,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,2,1,5,0,0,Carry,Andrew Robertson,Scotland,0.0,49.0,Pass,Andrew Robertson,Scotland,False,36.3,False,False,False
80325,3930177,1,0,49,00:00:49.921,Pass,Andrew Robertson,Scotland,Scotland,34.5,11.0,True,1.55526,From Free Kick,Grant Campbell Hanley,25.946484,Ground Pass,,1.9706274,24.4,34.9,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,1,1,2,6,0,0,Pressure,Bendegúz Bolla,Hungary,0.0,49.0,Ball Receipt*,Grant Campbell Hanley,Scotland,True,85.5,False,False,True
80326,3930177,1,0,51,00:00:51.476,Ball Receipt*,Grant Campbell Hanley,Scotland,Scotland,24.4,34.9,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,1,1,2,6,0,0,Pass,Andrew Robertson,Scotland,0.0,49.0,Carry,Grant Campbell Hanley,Scotland,True,95.6,False,False,False
80327,3930177,1,0,51,00:00:51.476,Carry,Grant Campbell Hanley,Scotland,Scotland,24.4,34.9,True,0.902611,From Free Kick,,,,,,,,,,,,False,24.8,38.7,3.8209946349085646,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,1,1,2,6,0,0,Ball Receipt*,Grant Campbell Hanley,Scotland,0.0,51.0,Pressure,Barnabás Varga,Hungary,False,95.6,False,False,False
80328,3930177,1,0,51,00:00:51.739,Pressure,Barnabás Varga,Hungary,Scotland,92.3,47.0,,0.872672,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,2,1,5,1,0,Carry,Grant Campbell Hanley,Scotland,0.0,51.0,Pass,Grant Campbell Hanley,Scotland,False,27.700000000000003,False,False,False
80329,3930177,1,0,52,00:00:52.379,Pass,Grant Campbell Hanley,Scotland,Scotland,24.8,38.7,True,1.519403,From Free Kick,Jack Hendry,30.453243,Ground Pass,,1.5116549,26.6,69.1,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,1,1,2,6,0,0,Pressure,Barnabás Varga,Hungary,0.0,51.0,Ball Receipt*,Jack Hendry,Scotland,True,95.2,False,False,True
80330,3930177,1,0,53,00:00:53.898,Ball Receipt*,Jack Hendry,Scotland,Scotland,26.6,69.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,6,0,0,Pass,Grant Campbell Hanley,Scotland,0.0,52.0,Carry,Jack Hendry,Scotland,True,93.4,False,False,False
80331,3930177,1,0,53,00:00:53.898,Carry,Jack Hendry,Scotland,Scotland,26.6,69.1,True,1.272273,From Free Kick,,,,,,,,,,,,False,27.6,71.2,2.325940669922609,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,6,0,0,Ball Receipt*,Jack Hendry,Scotland,0.0,53.0,Pressure,Roland Sallai,Hungary,False,93.4,False,False,False
80332,3930177,1,0,54,00:00:54.501,Pressure,Roland Sallai,Hungary,Scotland,92.3,10.5,,0.869716,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,0,0,2,1,5,0,0,Carry,Jack Hendry,Scotland,0.0,53.0,Pass,Jack Hendry,Scotland,False,27.700000000000003,False,False,False
80333,3930177,1,0,55,00:00:55.170,Pass,Jack Hendry,Scotland,Scotland,27.6,71.2,True,3.692815,From Free Kick,Che Adams,65.687515,High Pass,Incomplete,-0.21321985,91.8,57.3,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,6,0,0,Pressure,Roland Sallai,Hungary,0.0,54.0,Ball Receipt*,Che Adams,Scotland,True,92.4,False,False,True
80334,3930177,1,0,58,00:00:58.863,Ball Receipt*,Che Adams,Scotland,Scotland,77.5,47.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,1,1,2,6,0,0,Pass,Jack Hendry,Scotland,0.0,55.0,Pass,Willi Orban,Hungary,False,42.5,False,False,False
80335,3930177,1,0,58,00:00:58.863,Pass,Willi Orban,Hungary,Scotland,28.3,22.8,,3.225415,From Free Kick,Callum Styles,26.975729,High Pass,,-0.33230117,53.8,14.0,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,2,1,5,0,0,Ball Receipt*,Che Adams,Scotland,0.0,58.0,Ball Receipt*,Callum Styles,Hungary,True,91.7,False,False,False
80336,3930177,1,1,2,00:01:02.089,Ball Receipt*,Callum Styles,Hungary,Scotland,53.8,14.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,2,1,5,0,0,Pass,Willi Orban,Hungary,0.0,58.0,Pass,Callum Styles,Hungary,True,66.2,False,False,False
80337,3930177,1,1,2,00:01:02.143,Pass,Callum Styles,Hungary,Scotland,53.8,13.3,True,2.121572,From Free Kick,,3.8587563,Low Pass,Incomplete,-0.54486394,57.1,11.3,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,2,1,5,0,0,Ball Receipt*,Callum Styles,Hungary,1.0,2.0,Duel,Billy Gilmour,Scotland,False,66.2,False,False,False
80338,3930177,1,1,2,00:01:02.143,Duel,Billy Gilmour,Scotland,Scotland,66.3,66.8,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,1,1,2,6,0,0,Pass,Callum Styles,Hungary,1.0,2.0,Block,Milos Kerkez,Hungary,False,53.7,False,False,False
80339,3930177,1,1,2,00:01:02.466,Block,Milos Kerkez,Hungary,Scotland,57.2,11.1,,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,2,1,5,0,0,Duel,Billy Gilmour,Scotland,1.0,2.0,Ball Recovery,John McGinn,Scotland,False,62.8,False,False,False
80340,3930177,1,1,4,00:01:04.265,Ball Recovery,John McGinn,Scotland,Scotland,63.0,68.8,,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,1,1,2,6,0,0,Block,Milos Kerkez,Hungary,1.0,2.0,Carry,John McGinn,Scotland,True,57.0,False,False,False
80341,3930177,1,1,4,00:01:04.265,Carry,John McGinn,Scotland,Scotland,63.0,68.8,True,1.83934,From Free Kick,,,,,,,,,,,,False,70.7,57.4,13.756816492197606,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,1,1,2,6,0,0,Ball Recovery,John McGinn,Scotland,1.0,4.0,Pressure,Callum Styles,Hungary,False,57.0,False,False,False
80342,3930177,1,1,4,00:01:04.389,Pressure,Callum Styles,Hungary,Scotland,47.8,14.5,,0.960361,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,2,1,5,0,0,Carry,John McGinn,Scotland,1.0,4.0,Pressure,Márton Dárdai,Hungary,True,72.2,False,False,False
80343,3930177,1,1,4,00:01:04.584,Pressure,Márton Dárdai,Hungary,Scotland,48.4,17.3,,0.679291,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,2,1,5,0,0,Pressure,Callum Styles,Hungary,1.0,4.0,Pressure,András Schäfer,Hungary,True,71.6,False,False,True
80344,3930177,1,1,5,00:01:05.758,Pressure,András Schäfer,Hungary,Scotland,49.2,24.9,,0.623705,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,2,1,5,0,0,Pressure,Márton Dárdai,Hungary,1.0,4.0,Pass,John McGinn,Scotland,False,70.8,False,False,True
80345,3930177,1,1,6,00:01:06.104,Pass,John McGinn,Scotland,Scotland,70.7,57.4,True,1.953339,From Free Kick,Scott McKenna,27.581154,Ground Pass,,-2.2534647,53.3,36.0,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,1,1,2,6,0,0,Pressure,András Schäfer,Hungary,1.0,5.0,Ball Receipt*,Scott McKenna,Scotland,True,49.3,False,False,True
80346,3930177,1,1,8,00:01:08.057,Ball Receipt*,Scott McKenna,Scotland,Scotland,53.3,36.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,6,0,0,Pass,John McGinn,Scotland,1.0,6.0,Carry,Scott McKenna,Scotland,True,66.7,False,False,False
80347,3930177,1,1,8,00:01:08.057,Carry,Scott McKenna,Scotland,Scotland,53.3,36.0,,0.428332,From Free Kick,,,,,,,,,,,,False,52.3,33.1,3.067572330035592,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,6,0,0,Ball Receipt*,Scott McKenna,Scotland,1.0,8.0,Pass,Scott McKenna,Scotland,True,66.7,False,False,False
80348,3930177,1,1,8,00:01:08.486,Pass,Scott McKenna,Scotland,Scotland,52.3,33.1,,1.111004,From Free Kick,Andrew Robertson,20.044949,Ground Pass,,-1.359703,56.5,13.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,6,0,0,Carry,Scott McKenna,Scotland,1.0,8.0,Ball Receipt*,Andrew Robertson,Scotland,True,67.7,False,False,False
80349,3930177,1,1,9,00:01:09.597,Ball Receipt*,Andrew Robertson,Scotland,Scotland,56.5,13.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,1,1,2,6,0,0,Pass,Scott McKenna,Scotland,1.0,8.0,Carry,Andrew Robertson,Scotland,True,63.5,False,False,False
