event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,France_score,Poland_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
132471,3938643,1,22,38,00:22:38.483,Carry,Nicola Zalewski,Poland,Poland,83.1,11.8,,3.127025,From Free Kick,,,,,,,,,,,,False,111.6,18.5,29.276953393411684,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Nicola Zalewski,Poland,22.0,38.0,Pass,Nicola Zalewski,Poland,True,36.900000000000006,False,False,False
132472,3938643,1,22,41,00:22:41.610,Pass,Nicola Zalewski,Poland,Poland,111.6,18.5,,1.513402,From Free Kick,Robert Lewandowski,21.738905,High Pass,Incomplete,1.51096,112.9,40.2,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,2,2,5,0,0,Carry,Nicola Zalewski,Poland,22.0,38.0,Ball Receipt*,Robert Lewandowski,Poland,True,8.400000000000006,False,True,False
132473,3938643,1,22,43,00:22:43.123,Ball Receipt*,Robert Lewandowski,Poland,Poland,113.5,38.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,2,2,5,0,0,Pass,Nicola Zalewski,Poland,22.0,41.0,Clearance,William Saliba,France,False,6.5,False,True,False
132474,3938643,1,22,43,00:22:43.123,Clearance,William Saliba,France,Poland,7.2,39.9,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,1,0,1,0,0,0,Ball Receipt*,Robert Lewandowski,Poland,22.0,43.0,Clearance,Dayotchanculle Upamecano,France,True,112.8,False,False,False
132475,3938643,1,22,44,00:22:44.088,Clearance,Dayotchanculle Upamecano,France,Poland,6.4,47.2,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,0,1,0,0,0,Clearance,William Saliba,France,22.0,43.0,Ball Recovery,Sebastian Szymański,Poland,False,113.6,False,False,False
132476,3938643,1,22,45,00:22:45.803,Ball Recovery,Sebastian Szymański,Poland,Poland,102.9,18.0,,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,2,2,5,0,0,Clearance,Dayotchanculle Upamecano,France,22.0,44.0,Carry,Sebastian Szymański,Poland,True,17.099999999999994,False,True,False
132477,3938643,1,22,45,00:22:45.803,Carry,Sebastian Szymański,Poland,Poland,102.9,18.0,,1.919563,From Free Kick,,,,,,,,,,,,False,105.9,13.0,5.830951894845301,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,2,2,5,0,0,Ball Recovery,Sebastian Szymański,Poland,22.0,45.0,Pass,Sebastian Szymański,Poland,True,17.099999999999994,False,True,False
132478,3938643,1,22,47,00:22:47.722,Pass,Sebastian Szymański,Poland,Poland,105.9,13.0,,0.721623,From Free Kick,Robert Lewandowski,19.602295,High Pass,Incomplete,1.3023071,111.1,31.9,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,2,2,5,0,0,Carry,Sebastian Szymański,Poland,22.0,45.0,Ball Receipt*,Robert Lewandowski,Poland,True,14.099999999999994,False,True,False
132479,3938643,1,22,48,00:22:48.444,Ball Receipt*,Robert Lewandowski,Poland,Poland,111.1,36.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,2,2,5,0,0,Pass,Sebastian Szymański,Poland,22.0,47.0,Clearance,Dayotchanculle Upamecano,France,False,8.900000000000006,False,True,False
132480,3938643,1,22,48,00:22:48.444,Clearance,Dayotchanculle Upamecano,France,Poland,9.0,48.2,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,0,1,0,0,0,Ball Receipt*,Robert Lewandowski,Poland,22.0,48.0,Pass,Sebastian Szymański,Poland,False,111.0,False,False,False
132481,3938643,1,23,19,00:23:19.869,Pass,Sebastian Szymański,Poland,Poland,120.0,0.1,,1.693976,From Corner,,45.16913,High Pass,Incomplete,1.7556003,111.7,44.5,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,2,2,5,0,0,Clearance,Dayotchanculle Upamecano,France,22.0,48.0,Clearance,Dayotchanculle Upamecano,France,False,0.0,False,True,False
132482,3938643,1,23,21,00:23:21.563,Clearance,Dayotchanculle Upamecano,France,Poland,8.4,35.6,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,0,1,0,0,0,Pass,Sebastian Szymański,Poland,23.0,19.0,Ball Recovery,Kylian Mbappé Lottin,France,True,111.6,False,False,False
132483,3938643,1,23,23,00:23:23.475,Ball Recovery,Kylian Mbappé Lottin,France,France,23.4,23.5,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,1,0,1,0,0,0,Clearance,Dayotchanculle Upamecano,France,23.0,21.0,Carry,Kylian Mbappé Lottin,France,True,96.6,False,False,False
132484,3938643,1,23,23,00:23:23.475,Carry,Kylian Mbappé Lottin,France,France,23.4,23.5,True,1.65307,Regular Play,,,,,,,,,,,,False,42.5,16.3,20.41200627082012,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,1,0,1,0,0,0,Ball Recovery,Kylian Mbappé Lottin,France,23.0,23.0,Pressure,Nicola Zalewski,Poland,False,96.6,False,False,False
132485,3938643,1,23,23,00:23:23.576,Pressure,Nicola Zalewski,Poland,France,95.1,57.6,,0.965204,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,2,2,5,0,0,Carry,Kylian Mbappé Lottin,France,23.0,23.0,Foul Committed,Nicola Zalewski,Poland,True,24.900000000000006,False,True,False
132486,3938643,1,23,25,00:23:25.128,Foul Committed,Nicola Zalewski,Poland,France,77.6,63.8,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}","{'card': {'id': 7, 'name': 'Yellow Card'}}",0,0,0,0,0,2,2,5,0,0,Pressure,Nicola Zalewski,Poland,23.0,23.0,Foul Won,Kylian Mbappé Lottin,France,False,42.400000000000006,False,False,False
132487,3938643,1,23,25,00:23:25.128,Foul Won,Kylian Mbappé Lottin,France,France,42.5,16.3,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,1,0,1,0,0,0,Foul Committed,Nicola Zalewski,Poland,23.0,25.0,Pass,Theo Bernard François Hernández,France,True,77.5,False,False,False
132488,3938643,1,23,49,00:23:49.423,Pass,Theo Bernard François Hernández,France,France,55.7,8.3,,0.765765,From Free Kick,Adrien Rabiot,8.521151,Ground Pass,,2.197867,50.7,15.2,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,1,0,0,0,Foul Won,Kylian Mbappé Lottin,France,23.0,25.0,Ball Receipt*,Adrien Rabiot,France,True,64.3,False,False,False
132489,3938643,1,23,50,00:23:50.189,Ball Receipt*,Adrien Rabiot,France,France,50.7,15.2,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,1,0,1,0,0,0,Pass,Theo Bernard François Hernández,France,23.0,49.0,Pass,Adrien Rabiot,France,True,69.3,False,False,False
132490,3938643,1,23,50,00:23:50.898,Pass,Adrien Rabiot,France,France,51.6,15.2,,1.221056,From Free Kick,Aurélien Djani Tchouaméni,11.21606,Ground Pass,,2.114274,45.8,24.8,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,1,0,1,0,0,0,Ball Receipt*,Adrien Rabiot,France,23.0,50.0,Ball Receipt*,Aurélien Djani Tchouaméni,France,True,68.4,False,False,False
132491,3938643,1,23,52,00:23:52.119,Ball Receipt*,Aurélien Djani Tchouaméni,France,France,45.8,24.8,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,1,0,1,0,0,0,Pass,Adrien Rabiot,France,23.0,50.0,Carry,Aurélien Djani Tchouaméni,France,True,74.2,False,False,False
132492,3938643,1,23,52,00:23:52.119,Carry,Aurélien Djani Tchouaméni,France,France,45.8,24.8,,2.042827,From Free Kick,,,,,,,,,,,,False,42.5,29.1,5.42033209314706,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,1,0,1,0,0,0,Ball Receipt*,Aurélien Djani Tchouaméni,France,23.0,52.0,Pass,Aurélien Djani Tchouaméni,France,True,74.2,False,False,False
132493,3938643,1,23,54,00:23:54.161,Pass,Aurélien Djani Tchouaméni,France,France,42.5,29.1,,1.79823,From Free Kick,Jules Koundé,38.57979,Ground Pass,,1.4303656,47.9,67.3,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,1,0,1,0,0,0,Carry,Aurélien Djani Tchouaméni,France,23.0,52.0,Ball Receipt*,Jules Koundé,France,True,77.5,False,False,False
132494,3938643,1,23,55,00:23:55.960,Ball Receipt*,Jules Koundé,France,France,47.9,67.3,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,1,0,1,0,0,0,Pass,Aurélien Djani Tchouaméni,France,23.0,54.0,Carry,Jules Koundé,France,True,72.1,False,False,False
132495,3938643,1,23,55,00:23:55.960,Carry,Jules Koundé,France,France,47.9,67.3,,1.7602,From Free Kick,,,,,,,,,,,,False,55.7,72.0,9.106591019695575,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,1,0,1,0,0,0,Ball Receipt*,Jules Koundé,France,23.0,55.0,Pass,Jules Koundé,France,True,72.1,False,False,False
132496,3938643,1,23,57,00:23:57.720,Pass,Jules Koundé,France,France,55.7,72.0,,1.521679,From Free Kick,N'Golo Kanté,17.307224,Ground Pass,,-1.1097327,63.4,56.5,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,1,0,1,0,0,0,Carry,Jules Koundé,France,23.0,55.0,Ball Receipt*,N'Golo Kanté,France,True,64.3,False,False,False
132497,3938643,1,23,59,00:23:59.242,Ball Receipt*,N'Golo Kanté,France,France,63.4,56.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,1,0,1,0,0,0,Pass,Jules Koundé,France,23.0,57.0,Carry,N'Golo Kanté,France,True,56.6,False,False,False
132498,3938643,1,23,59,00:23:59.242,Carry,N'Golo Kanté,France,France,63.4,56.5,,0.549411,From Free Kick,,,,,,,,,,,,False,63.2,56.7,0.282842712474618,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,1,0,1,0,0,0,Ball Receipt*,N'Golo Kanté,France,23.0,59.0,Pass,N'Golo Kanté,France,True,56.6,False,False,False
132499,3938643,1,23,59,00:23:59.791,Pass,N'Golo Kanté,France,France,63.2,56.7,,1.266324,From Free Kick,Aurélien Djani Tchouaméni,20.632256,Ground Pass,,-1.9954182,54.7,37.9,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,1,0,1,0,0,0,Carry,N'Golo Kanté,France,23.0,59.0,Ball Receipt*,Aurélien Djani Tchouaméni,France,True,56.8,False,False,False
132500,3938643,1,24,1,00:24:01.057,Ball Receipt*,Aurélien Djani Tchouaméni,France,France,54.7,37.9,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,1,0,1,0,0,0,Pass,N'Golo Kanté,France,23.0,59.0,Carry,Aurélien Djani Tchouaméni,France,True,65.3,False,False,False
132501,3938643,1,24,1,00:24:01.057,Carry,Aurélien Djani Tchouaméni,France,France,54.7,37.9,,1.800674,From Free Kick,,,,,,,,,,,,False,62.3,34.1,8.497058314499194,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,1,0,1,0,0,0,Ball Receipt*,Aurélien Djani Tchouaméni,France,24.0,1.0,Pass,Aurélien Djani Tchouaméni,France,True,65.3,False,False,False
132502,3938643,1,24,2,00:24:02.858,Pass,Aurélien Djani Tchouaméni,France,France,62.3,34.1,,1.012286,From Free Kick,Adrien Rabiot,16.534206,Ground Pass,,-1.0448986,70.6,19.8,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,1,0,1,0,0,0,Carry,Aurélien Djani Tchouaméni,France,24.0,1.0,Ball Receipt*,Adrien Rabiot,France,True,57.7,False,False,False
132503,3938643,1,24,3,00:24:03.870,Ball Receipt*,Adrien Rabiot,France,France,70.6,19.8,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,1,0,1,0,0,0,Pass,Aurélien Djani Tchouaméni,France,24.0,2.0,Carry,Adrien Rabiot,France,True,49.400000000000006,False,False,False
132504,3938643,1,24,3,00:24:03.870,Carry,Adrien Rabiot,France,France,70.6,19.8,,3.126233,From Free Kick,,,,,,,,,,,,False,77.5,6.5,14.9833240637717,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,1,0,1,0,0,0,Ball Receipt*,Adrien Rabiot,France,24.0,3.0,Pass,Adrien Rabiot,France,True,49.400000000000006,False,False,False
132505,3938643,1,24,6,00:24:06.996,Pass,Adrien Rabiot,France,France,77.5,6.5,,0.687254,From Free Kick,Bradley Barcola,6.940461,Ground Pass,,-0.6319742,83.1,2.4,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,1,0,1,0,0,0,Carry,Adrien Rabiot,France,24.0,3.0,Ball Receipt*,Bradley Barcola,France,True,42.5,False,False,False
132506,3938643,1,24,7,00:24:07.684,Ball Receipt*,Bradley Barcola,France,France,83.1,2.4,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,1,0,0,0,Pass,Adrien Rabiot,France,24.0,6.0,Carry,Bradley Barcola,France,True,36.900000000000006,False,False,False
132507,3938643,1,24,7,00:24:07.684,Carry,Bradley Barcola,France,France,83.1,2.4,,0.352632,From Free Kick,,,,,,,,,,,,False,83.1,2.4,0.0,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,1,0,0,0,Ball Receipt*,Bradley Barcola,France,24.0,7.0,Pass,Bradley Barcola,France,True,36.900000000000006,False,False,False
132508,3938643,1,24,8,00:24:08.036,Pass,Bradley Barcola,France,France,83.1,2.4,,2.4485,From Free Kick,Theo Bernard François Hernández,22.903494,Ground Pass,,-0.017465472,106.0,2.0,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,1,0,0,0,Carry,Bradley Barcola,France,24.0,7.0,Ball Receipt*,Theo Bernard François Hernández,France,True,36.900000000000006,False,False,False
132509,3938643,1,24,10,00:24:10.485,Ball Receipt*,Theo Bernard François Hernández,France,France,106.0,2.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,1,0,0,0,Pass,Bradley Barcola,France,24.0,8.0,Carry,Theo Bernard François Hernández,France,True,14.0,False,True,False
132510,3938643,1,24,10,00:24:10.485,Carry,Theo Bernard François Hernández,France,France,106.0,2.0,True,2.281196,From Free Kick,,,,,,,,,,,,False,101.5,3.8,4.846648326421054,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,1,0,0,0,Ball Receipt*,Theo Bernard François Hernández,France,24.0,10.0,Pressure,Jan Bednarek,Poland,False,14.0,False,True,False
132511,3938643,1,24,12,00:24:12.595,Pressure,Jan Bednarek,Poland,France,17.3,75.0,,0.672151,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,2,2,5,0,0,Carry,Theo Bernard François Hernández,France,24.0,10.0,Pass,Theo Bernard François Hernández,France,False,102.7,False,False,False
132512,3938643,1,24,12,00:24:12.766,Pass,Theo Bernard François Hernández,France,France,101.5,3.8,True,1.393705,From Free Kick,Adrien Rabiot,11.894957,Ground Pass,,3.0151522,89.7,5.3,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,1,0,1,0,0,0,Pressure,Jan Bednarek,Poland,24.0,12.0,Ball Receipt*,Adrien Rabiot,France,True,18.5,False,True,True
132513,3938643,1,24,14,00:24:14.160,Ball Receipt*,Adrien Rabiot,France,France,89.7,5.3,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,1,0,1,0,0,0,Pass,Theo Bernard François Hernández,France,24.0,12.0,Carry,Adrien Rabiot,France,True,30.299999999999997,False,False,False
132514,3938643,1,24,14,00:24:14.160,Carry,Adrien Rabiot,France,France,89.7,5.3,,3.140002,From Free Kick,,,,,,,,,,,,False,89.1,8.8,3.5510561809129433,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,1,0,1,0,0,0,Ball Receipt*,Adrien Rabiot,France,24.0,14.0,Pass,Adrien Rabiot,France,True,30.299999999999997,False,False,False
132515,3938643,1,24,17,00:24:17.300,Pass,Adrien Rabiot,France,France,89.1,8.8,,0.999269,From Free Kick,Bradley Barcola,10.1789,Ground Pass,,0.9882433,94.7,17.3,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,1,0,1,0,0,0,Carry,Adrien Rabiot,France,24.0,14.0,Ball Receipt*,Bradley Barcola,France,True,30.900000000000006,False,False,False
132516,3938643,1,24,18,00:24:18.299,Ball Receipt*,Bradley Barcola,France,France,94.7,17.3,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,1,0,0,0,Pass,Adrien Rabiot,France,24.0,17.0,Carry,Bradley Barcola,France,True,25.299999999999997,False,False,False
132517,3938643,1,24,18,00:24:18.299,Carry,Bradley Barcola,France,France,94.7,17.3,True,3.842777,From Free Kick,,,,,,,,,,,,False,94.9,24.2,6.9028979421689245,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,1,0,0,0,Ball Receipt*,Bradley Barcola,France,24.0,18.0,Pressure,Przemysław Frankowski,Poland,False,25.299999999999997,False,False,False
132518,3938643,1,24,18,00:24:18.454,Pressure,Przemysław Frankowski,Poland,France,24.2,59.4,,3.567955,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,2,2,5,0,0,Carry,Bradley Barcola,France,24.0,18.0,Dispossessed,Bradley Barcola,France,False,95.8,False,False,False
132519,3938643,1,24,22,00:24:22.142,Dispossessed,Bradley Barcola,France,France,94.9,24.2,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,1,0,0,0,Pressure,Przemysław Frankowski,Poland,24.0,18.0,Duel,Przemysław Frankowski,Poland,False,25.099999999999994,False,False,False
132520,3938643,1,24,22,00:24:22.142,Duel,Przemysław Frankowski,Poland,Poland,25.2,55.9,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,2,2,5,0,0,Dispossessed,Bradley Barcola,France,24.0,22.0,Pressure,N'Golo Kanté,France,False,94.8,False,False,False
132521,3938643,1,24,23,00:24:23.191,Pressure,N'Golo Kanté,France,Poland,90.3,31.4,,0.459261,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,1,0,1,0,0,0,Duel,Przemysław Frankowski,Poland,24.0,22.0,Ball Recovery,Kacper Urbanski,Poland,False,29.700000000000003,False,False,False
132522,3938643,1,24,23,00:24:23.199,Ball Recovery,Kacper Urbanski,Poland,Poland,28.5,51.7,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,0,2,2,5,0,0,Pressure,N'Golo Kanté,France,24.0,23.0,Carry,Kacper Urbanski,Poland,True,91.5,False,False,True
132523,3938643,1,24,23,00:24:23.199,Carry,Kacper Urbanski,Poland,Poland,28.5,51.7,True,0.202515,Regular Play,,,,,,,,,,,,False,30.6,51.8,2.102379604162865,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,0,2,2,5,0,0,Ball Recovery,Kacper Urbanski,Poland,24.0,23.0,Pass,Kacper Urbanski,Poland,True,91.5,False,False,False
132524,3938643,1,24,23,00:24:23.402,Pass,Kacper Urbanski,Poland,Poland,30.6,51.8,True,1.47052,Regular Play,Jakub Piotr Kiwior,17.839844,Ground Pass,,-2.1323664,21.1,36.7,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,0,2,2,5,0,0,Carry,Kacper Urbanski,Poland,24.0,23.0,Ball Receipt*,Jakub Piotr Kiwior,Poland,True,89.4,False,False,False
132525,3938643,1,24,24,00:24:24.872,Ball Receipt*,Jakub Piotr Kiwior,Poland,Poland,21.1,36.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,2,2,5,0,0,Pass,Kacper Urbanski,Poland,24.0,23.0,Carry,Jakub Piotr Kiwior,Poland,True,98.9,False,False,False
132526,3938643,1,24,24,00:24:24.872,Carry,Jakub Piotr Kiwior,Poland,Poland,21.1,36.7,True,1.659896,Regular Play,,,,,,,,,,,,False,19.0,30.7,6.356886030125131,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Jakub Piotr Kiwior,Poland,24.0,24.0,Pressure,N'Golo Kanté,France,False,98.9,False,False,False
132527,3938643,1,24,26,00:24:26.154,Pressure,N'Golo Kanté,France,Poland,97.1,46.1,,0.438088,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,1,0,1,0,0,0,Carry,Jakub Piotr Kiwior,Poland,24.0,24.0,Pass,Jakub Piotr Kiwior,Poland,False,22.900000000000006,False,True,False
132528,3938643,1,24,26,00:24:26.532,Pass,Jakub Piotr Kiwior,Poland,Poland,19.0,30.7,True,1.845727,Regular Play,Łukasz Skorupski,17.847408,Ground Pass,,2.6578977,3.2,39.0,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,2,2,5,0,0,Pressure,N'Golo Kanté,France,24.0,26.0,Ball Receipt*,Łukasz Skorupski,Poland,True,101.0,False,False,True
132529,3938643,1,24,28,00:24:28.378,Ball Receipt*,Łukasz Skorupski,Poland,Poland,3.2,39.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,2,2,5,0,0,Pass,Jakub Piotr Kiwior,Poland,24.0,26.0,Carry,Łukasz Skorupski,Poland,True,116.8,False,False,False
132530,3938643,1,24,28,00:24:28.378,Carry,Łukasz Skorupski,Poland,Poland,3.2,39.0,True,1.503809,Regular Play,,,,,,,,,,,,False,3.9,42.2,3.275667870831843,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Łukasz Skorupski,Poland,24.0,28.0,Pressure,N'Golo Kanté,France,False,116.8,False,False,False
132531,3938643,1,24,28,00:24:28.720,Pressure,N'Golo Kanté,France,Poland,110.4,44.4,,1.24764,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,1,0,1,0,0,0,Carry,Łukasz Skorupski,Poland,24.0,28.0,Pass,Łukasz Skorupski,Poland,False,9.599999999999994,False,True,False
132532,3938643,1,24,29,00:24:29.882,Pass,Łukasz Skorupski,Poland,Poland,3.9,42.2,True,1.742214,Regular Play,Przemysław Frankowski,33.63109,Ground Pass,,1.0339464,21.1,71.1,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,2,2,5,0,0,Pressure,N'Golo Kanté,France,24.0,28.0,Ball Receipt*,Przemysław Frankowski,Poland,True,116.1,False,False,True
132533,3938643,1,24,31,00:24:31.624,Ball Receipt*,Przemysław Frankowski,Poland,Poland,21.1,71.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,2,2,5,0,0,Pass,Łukasz Skorupski,Poland,24.0,29.0,Carry,Przemysław Frankowski,Poland,True,98.9,False,False,False
132534,3938643,1,24,31,00:24:31.624,Carry,Przemysław Frankowski,Poland,Poland,21.1,71.1,,4.233613,Regular Play,,,,,,,,,,,,False,28.3,73.6,7.6216796049164905,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Przemysław Frankowski,Poland,24.0,31.0,Pass,Przemysław Frankowski,Poland,True,98.9,False,False,False
132535,3938643,1,24,35,00:24:35.858,Pass,Przemysław Frankowski,Poland,Poland,28.3,73.6,,1.123182,Regular Play,Piotr Zieliński,12.612692,Ground Pass,,-1.3142797,31.5,61.4,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,2,2,5,0,0,Carry,Przemysław Frankowski,Poland,24.0,31.0,Ball Receipt*,Piotr Zieliński,Poland,True,91.7,False,False,False
132536,3938643,1,24,36,00:24:36.981,Ball Receipt*,Piotr Zieliński,Poland,Poland,31.5,61.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,2,2,5,0,0,Pass,Przemysław Frankowski,Poland,24.0,35.0,Carry,Piotr Zieliński,Poland,True,88.5,False,False,False
132537,3938643,1,24,36,00:24:36.981,Carry,Piotr Zieliński,Poland,Poland,31.5,61.4,,1.842029,Regular Play,,,,,,,,,,,,False,30.8,65.3,3.962322551231788,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Piotr Zieliński,Poland,24.0,36.0,Pass,Piotr Zieliński,Poland,True,88.5,False,False,False
132538,3938643,1,24,38,00:24:38.823,Pass,Piotr Zieliński,Poland,Poland,30.8,65.3,,0.62146,Regular Play,Przemysław Frankowski,10.097525,Ground Pass,,1.7098923,29.4,75.3,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,2,2,5,0,0,Carry,Piotr Zieliński,Poland,24.0,36.0,Pressure,Bradley Barcola,France,False,89.2,False,False,False
