event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,France_score,Poland_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
131399,3938643,1,0,0,00:00:00.000,Starting XI,,France,France,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,1,0,1,0,0,0,,,,,,Starting XI,,Poland,False,,False,,False
131400,3938643,1,0,0,00:00:00.000,Starting XI,,Poland,France,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,2,2,5,0,0,Starting XI,,France,0.0,0.0,Half Start,,Poland,True,,False,,False
131401,3938643,1,0,0,00:00:00.000,Half Start,,Poland,France,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,2,2,5,0,0,Starting XI,,Poland,0.0,0.0,Half Start,,France,False,,False,,False
131402,3938643,1,0,0,00:00:00.000,Half Start,,France,France,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,1,0,1,0,0,0,Half Start,,Poland,0.0,0.0,Pass,Kacper Urbanski,Poland,False,,False,,False
131403,3938643,1,0,0,00:00:00.420,Pass,Kacper Urbanski,Poland,Poland,61.0,40.1,,0.308025,From Kick Off,Piotr Zieliński,2.9,Ground Pass,,-2.331809,59.0,38.0,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,0,2,2,5,0,0,Half Start,,France,0.0,0.0,Ball Receipt*,Piotr Zieliński,Poland,True,59.0,False,False,False
131404,3938643,1,0,0,00:00:00.728,Ball Receipt*,Piotr Zieliński,Poland,Poland,59.0,38.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,2,2,5,0,0,Pass,Kacper Urbanski,Poland,0.0,0.0,Carry,Piotr Zieliński,Poland,True,61.0,False,False,False
131405,3938643,1,0,0,00:00:00.728,Carry,Piotr Zieliński,Poland,Poland,59.0,38.0,,1.862283,From Kick Off,,,,,,,,,,,,False,65.5,44.5,9.192388155425117,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Piotr Zieliński,Poland,0.0,0.0,Pass,Piotr Zieliński,Poland,True,61.0,False,False,False
131406,3938643,1,0,2,00:00:02.590,Pass,Piotr Zieliński,Poland,Poland,65.5,44.5,,0.670324,From Kick Off,Robert Lewandowski,9.585405,Ground Pass,,1.1631649,69.3,53.3,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,2,2,5,0,0,Carry,Piotr Zieliński,Poland,0.0,0.0,Pressure,Aurélien Djani Tchouaméni,France,False,54.5,False,False,False
131407,3938643,1,0,3,00:00:03.097,Pressure,Aurélien Djani Tchouaméni,France,Poland,47.7,27.2,,1.268974,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,1,0,1,0,0,0,Pass,Piotr Zieliński,Poland,0.0,2.0,Ball Receipt*,Robert Lewandowski,Poland,False,72.3,False,False,False
131408,3938643,1,0,3,00:00:03.260,Ball Receipt*,Robert Lewandowski,Poland,Poland,69.3,53.3,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,2,2,5,0,0,Pressure,Aurélien Djani Tchouaméni,France,0.0,3.0,Carry,Robert Lewandowski,Poland,True,50.7,False,False,True
131409,3938643,1,0,3,00:00:03.260,Carry,Robert Lewandowski,Poland,Poland,69.3,53.3,True,1.190204,From Kick Off,,,,,,,,,,,,False,64.1,53.9,5.234500931320963,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Robert Lewandowski,Poland,0.0,3.0,Pass,Robert Lewandowski,Poland,True,50.7,False,False,False
131410,3938643,1,0,4,00:00:04.450,Pass,Robert Lewandowski,Poland,Poland,64.1,53.9,,1.600643,From Kick Off,Jan Bednarek,17.755281,Ground Pass,,2.7788668,47.5,60.2,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,2,2,5,0,0,Carry,Robert Lewandowski,Poland,0.0,3.0,Ball Receipt*,Jan Bednarek,Poland,True,55.900000000000006,False,False,False
131411,3938643,1,0,6,00:00:06.051,Ball Receipt*,Jan Bednarek,Poland,Poland,47.5,60.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,2,2,5,0,0,Pass,Robert Lewandowski,Poland,0.0,4.0,Carry,Jan Bednarek,Poland,True,72.5,False,False,False
131412,3938643,1,0,6,00:00:06.051,Carry,Jan Bednarek,Poland,Poland,47.5,60.2,,1.384671,From Kick Off,,,,,,,,,,,,False,45.1,60.2,2.3999999999999986,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Jan Bednarek,Poland,0.0,6.0,Pass,Jan Bednarek,Poland,True,72.5,False,False,False
131413,3938643,1,0,7,00:00:07.436,Pass,Jan Bednarek,Poland,Poland,45.1,60.2,,1.12431,From Kick Off,Jakub Moder,14.945233,Ground Pass,,-1.2998495,49.1,45.8,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,2,2,5,0,0,Carry,Jan Bednarek,Poland,0.0,6.0,Pressure,N'Golo Kanté,France,False,74.9,False,False,False
131414,3938643,1,0,8,00:00:08.406,Pressure,N'Golo Kanté,France,Poland,65.6,32.0,,0.448456,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,1,0,1,0,0,0,Pass,Jan Bednarek,Poland,0.0,7.0,Ball Receipt*,Jakub Moder,Poland,False,54.400000000000006,False,False,False
131415,3938643,1,0,8,00:00:08.560,Ball Receipt*,Jakub Moder,Poland,Poland,49.1,45.8,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,2,2,5,0,0,Pressure,N'Golo Kanté,France,0.0,8.0,Carry,Jakub Moder,Poland,True,70.9,False,False,True
131416,3938643,1,0,8,00:00:08.560,Carry,Jakub Moder,Poland,Poland,49.1,45.8,True,0.039999,From Kick Off,,,,,,,,,,,,False,47.4,46.0,1.711724276862372,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Jakub Moder,Poland,0.0,8.0,Pass,Jakub Moder,Poland,True,70.9,False,False,False
131417,3938643,1,0,8,00:00:08.600,Pass,Jakub Moder,Poland,Poland,47.4,46.0,True,2.018392,From Kick Off,Paweł Dawidowicz,19.102356,Ground Pass,,-3.1258872,28.3,45.7,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,2,2,5,0,0,Carry,Jakub Moder,Poland,0.0,8.0,Ball Receipt*,Paweł Dawidowicz,Poland,True,72.6,False,False,False
131418,3938643,1,0,10,00:00:10.618,Ball Receipt*,Paweł Dawidowicz,Poland,Poland,28.3,45.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,2,2,5,0,0,Pass,Jakub Moder,Poland,0.0,8.0,Carry,Paweł Dawidowicz,Poland,True,91.7,False,False,False
131419,3938643,1,0,10,00:00:10.618,Carry,Paweł Dawidowicz,Poland,Poland,28.3,45.7,,1.193595,From Kick Off,,,,,,,,,,,,False,28.3,36.4,9.300000000000004,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Paweł Dawidowicz,Poland,0.0,10.0,Pass,Paweł Dawidowicz,Poland,True,91.7,False,False,False
131420,3938643,1,0,11,00:00:11.812,Pass,Paweł Dawidowicz,Poland,Poland,28.3,36.4,,1.108485,From Kick Off,Jakub Piotr Kiwior,14.365583,Ground Pass,,-2.0718098,21.4,23.8,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,2,2,5,0,0,Carry,Paweł Dawidowicz,Poland,0.0,10.0,Ball Receipt*,Jakub Piotr Kiwior,Poland,True,91.7,False,False,False
131421,3938643,1,0,12,00:00:12.920,Ball Receipt*,Jakub Piotr Kiwior,Poland,Poland,21.4,23.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,2,2,5,0,0,Pass,Paweł Dawidowicz,Poland,0.0,11.0,Carry,Jakub Piotr Kiwior,Poland,True,98.6,False,False,False
131422,3938643,1,0,12,00:00:12.920,Carry,Jakub Piotr Kiwior,Poland,Poland,21.4,23.8,,1.123641,From Kick Off,,,,,,,,,,,,False,21.6,19.8,4.004996878900157,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Jakub Piotr Kiwior,Poland,0.0,12.0,Pass,Jakub Piotr Kiwior,Poland,True,98.6,False,False,False
131423,3938643,1,0,14,00:00:14.044,Pass,Jakub Piotr Kiwior,Poland,Poland,21.6,19.8,,1.336866,From Kick Off,Nicola Zalewski,27.022398,Ground Pass,,-0.6568238,43.0,3.3,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,2,2,5,0,0,Carry,Jakub Piotr Kiwior,Poland,0.0,12.0,Ball Receipt*,Nicola Zalewski,Poland,True,98.4,False,False,False
131424,3938643,1,0,15,00:00:15.381,Ball Receipt*,Nicola Zalewski,Poland,Poland,43.0,3.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,2,2,5,0,0,Pass,Jakub Piotr Kiwior,Poland,0.0,14.0,Carry,Nicola Zalewski,Poland,True,77.0,False,False,False
131425,3938643,1,0,15,00:00:15.381,Carry,Nicola Zalewski,Poland,Poland,43.0,3.3,,1.51577,From Kick Off,,,,,,,,,,,,False,35.8,13.9,12.81405478371308,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Nicola Zalewski,Poland,0.0,15.0,Pass,Nicola Zalewski,Poland,True,77.0,False,False,False
131426,3938643,1,0,16,00:00:16.897,Pass,Nicola Zalewski,Poland,Poland,35.8,13.9,,0.869474,From Kick Off,Jakub Moder,11.461239,Ground Pass,,2.0812848,30.2,23.9,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,2,2,5,0,0,Carry,Nicola Zalewski,Poland,0.0,15.0,Ball Receipt*,Jakub Moder,Poland,True,84.2,False,False,False
131427,3938643,1,0,17,00:00:17.766,Ball Receipt*,Jakub Moder,Poland,Poland,30.2,23.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,2,2,5,0,0,Pass,Nicola Zalewski,Poland,0.0,16.0,Carry,Jakub Moder,Poland,True,89.8,False,False,False
131428,3938643,1,0,17,00:00:17.766,Carry,Jakub Moder,Poland,Poland,30.2,23.9,,5.014533,From Kick Off,,,,,,,,,,,,False,37.6,32.7,11.497825881443852,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Jakub Moder,Poland,0.0,17.0,Pass,Jakub Moder,Poland,True,89.8,False,False,False
131429,3938643,1,0,22,00:00:22.781,Pass,Jakub Moder,Poland,Poland,37.6,32.7,,1.253257,From Kick Off,Jakub Piotr Kiwior,12.007498,Ground Pass,,-1.7975951,34.9,21.0,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,2,2,5,0,0,Carry,Jakub Moder,Poland,0.0,17.0,Ball Receipt*,Jakub Piotr Kiwior,Poland,True,82.4,False,False,False
131430,3938643,1,0,24,00:00:24.034,Ball Receipt*,Jakub Piotr Kiwior,Poland,Poland,34.9,21.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,2,2,5,0,0,Pass,Jakub Moder,Poland,0.0,22.0,Carry,Jakub Piotr Kiwior,Poland,True,85.1,False,False,False
131431,3938643,1,0,24,00:00:24.034,Carry,Jakub Piotr Kiwior,Poland,Poland,34.9,21.0,,1.166236,From Kick Off,,,,,,,,,,,,False,34.5,11.9,9.1087869664407,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Jakub Piotr Kiwior,Poland,0.0,24.0,Pass,Jakub Piotr Kiwior,Poland,True,85.1,False,False,False
131432,3938643,1,0,25,00:00:25.200,Pass,Jakub Piotr Kiwior,Poland,Poland,34.5,11.9,,1.283765,From Kick Off,Nicola Zalewski,13.164346,Ground Pass,,-0.7424139,44.2,3.0,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,2,2,5,0,0,Carry,Jakub Piotr Kiwior,Poland,0.0,24.0,Ball Receipt*,Nicola Zalewski,Poland,True,85.5,False,False,False
131433,3938643,1,0,26,00:00:26.484,Ball Receipt*,Nicola Zalewski,Poland,Poland,44.2,3.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,2,2,5,0,0,Pass,Jakub Piotr Kiwior,Poland,0.0,25.0,Carry,Nicola Zalewski,Poland,True,75.8,False,False,False
131434,3938643,1,0,26,00:00:26.484,Carry,Nicola Zalewski,Poland,Poland,44.2,3.0,True,5.646873,From Kick Off,,,,,,,,,,,,False,41.6,38.5,35.59508393022834,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Nicola Zalewski,Poland,0.0,26.0,Pressure,N'Golo Kanté,France,False,75.8,False,False,False
131435,3938643,1,0,31,00:00:31.677,Pressure,N'Golo Kanté,France,Poland,75.6,46.1,,0.329363,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,1,0,1,0,0,0,Carry,Nicola Zalewski,Poland,0.0,26.0,Pass,Nicola Zalewski,Poland,False,44.400000000000006,False,False,False
131436,3938643,1,0,32,00:00:32.131,Pass,Nicola Zalewski,Poland,Poland,41.6,38.5,,0.693461,From Kick Off,Robert Lewandowski,19.73854,Ground Pass,,0.42285392,59.6,46.6,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,2,2,5,0,0,Pressure,N'Golo Kanté,France,0.0,31.0,Ball Receipt*,Robert Lewandowski,Poland,True,78.4,False,False,True
131437,3938643,1,0,32,00:00:32.824,Ball Receipt*,Robert Lewandowski,Poland,Poland,59.6,46.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,2,2,5,0,0,Pass,Nicola Zalewski,Poland,0.0,32.0,Carry,Robert Lewandowski,Poland,True,60.4,False,False,False
131438,3938643,1,0,32,00:00:32.824,Carry,Robert Lewandowski,Poland,Poland,59.6,46.6,,1.338048,From Kick Off,,,,,,,,,,,,False,64.2,46.6,4.600000000000001,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Robert Lewandowski,Poland,0.0,32.0,Pass,Robert Lewandowski,Poland,True,60.4,False,False,False
131439,3938643,1,0,34,00:00:34.162,Pass,Robert Lewandowski,Poland,Poland,64.2,46.6,,4.147624,From Kick Off,Kacper Urbanski,49.86632,High Pass,Incomplete,0.25130153,112.5,59.0,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,2,2,5,0,0,Carry,Robert Lewandowski,Poland,0.0,32.0,Ball Receipt*,Kacper Urbanski,Poland,True,55.8,False,False,False
131440,3938643,1,0,38,00:00:38.310,Ball Receipt*,Kacper Urbanski,Poland,Poland,89.8,58.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,0,2,2,5,0,0,Pass,Robert Lewandowski,Poland,0.0,34.0,Ball Recovery,Mike Maignan,France,False,30.200000000000003,False,False,False
131441,3938643,1,0,38,00:00:38.310,Ball Recovery,Mike Maignan,France,Poland,7.6,21.1,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,1,0,1,0,0,0,Ball Receipt*,Kacper Urbanski,Poland,0.0,38.0,Carry,Mike Maignan,France,True,112.4,False,False,False
131442,3938643,1,0,38,00:00:38.310,Carry,Mike Maignan,France,Poland,7.6,21.1,True,18.564442,From Kick Off,,,,,,,,,,,,False,17.2,39.9,21.109239683134017,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,1,0,1,0,0,0,Ball Recovery,Mike Maignan,France,0.0,38.0,Pressure,Robert Lewandowski,Poland,False,112.4,False,False,False
131443,3938643,1,0,56,00:00:56.269,Pressure,Robert Lewandowski,Poland,Poland,101.9,34.8,,0.807583,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,2,2,5,0,0,Carry,Mike Maignan,France,0.0,38.0,Pass,Mike Maignan,France,False,18.099999999999994,False,True,False
131444,3938643,1,0,56,00:00:56.874,Pass,Mike Maignan,France,Poland,17.2,39.9,True,6.217436,From Kick Off,Bradley Barcola,89.777336,High Pass,Incomplete,-0.32421622,102.3,11.3,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,1,0,1,0,0,0,Pressure,Robert Lewandowski,Poland,0.0,56.0,Pressure,Bradley Barcola,France,True,102.8,False,False,True
131445,3938643,1,1,2,00:01:02.765,Pressure,Bradley Barcola,France,Poland,99.4,12.6,,0.316234,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,1,0,0,0,Pass,Mike Maignan,France,0.0,56.0,Ball Receipt*,Bradley Barcola,France,True,20.599999999999994,False,True,False
131446,3938643,1,1,3,00:01:03.092,Ball Receipt*,Bradley Barcola,France,Poland,96.2,12.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,0,1,0,0,0,Pressure,Bradley Barcola,France,1.0,2.0,Pass,Jan Bednarek,Poland,False,23.799999999999997,False,True,True
131447,3938643,1,1,3,00:01:03.092,Pass,Jan Bednarek,Poland,Poland,17.8,68.8,,2.808174,From Kick Off,Łukasz Skorupski,28.55591,Ground Pass,,-2.0751739,4.0,43.8,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Bradley Barcola,France,1.0,3.0,Ball Receipt*,Łukasz Skorupski,Poland,True,102.2,False,False,False
131448,3938643,1,1,5,00:01:05.900,Ball Receipt*,Łukasz Skorupski,Poland,Poland,4.0,43.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,2,2,5,0,0,Pass,Jan Bednarek,Poland,1.0,3.0,Carry,Łukasz Skorupski,Poland,True,116.0,False,False,False
131449,3938643,1,1,5,00:01:05.900,Carry,Łukasz Skorupski,Poland,Poland,4.0,43.8,,1.441647,From Kick Off,,,,,,,,,,,,False,4.0,43.8,0.0,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Łukasz Skorupski,Poland,1.0,5.0,Pass,Łukasz Skorupski,Poland,True,116.0,False,False,False
131450,3938643,1,1,7,00:01:07.342,Pass,Łukasz Skorupski,Poland,Poland,4.0,43.8,,1.103388,From Kick Off,Jakub Moder,17.246738,Ground Pass,,-0.22810262,20.8,39.9,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,2,2,5,0,0,Carry,Łukasz Skorupski,Poland,1.0,5.0,Ball Receipt*,Jakub Moder,Poland,True,116.0,False,False,False
131451,3938643,1,1,8,00:01:08.445,Ball Receipt*,Jakub Moder,Poland,Poland,20.8,39.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,2,2,5,0,0,Pass,Łukasz Skorupski,Poland,1.0,7.0,Carry,Jakub Moder,Poland,True,99.2,False,False,False
131452,3938643,1,1,8,00:01:08.445,Carry,Jakub Moder,Poland,Poland,20.8,39.9,,2.722316,From Kick Off,,,,,,,,,,,,False,23.7,36.0,4.860041152089145,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Jakub Moder,Poland,1.0,8.0,Pass,Jakub Moder,Poland,True,99.2,False,False,False
131453,3938643,1,1,11,00:01:11.167,Pass,Jakub Moder,Poland,Poland,23.7,36.0,,1.318499,From Kick Off,Jakub Piotr Kiwior,15.526107,Ground Pass,,-1.5127969,24.6,20.5,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,2,2,5,0,0,Carry,Jakub Moder,Poland,1.0,8.0,Ball Receipt*,Jakub Piotr Kiwior,Poland,True,96.3,False,False,False
131454,3938643,1,1,12,00:01:12.486,Ball Receipt*,Jakub Piotr Kiwior,Poland,Poland,24.6,20.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,2,2,5,0,0,Pass,Jakub Moder,Poland,1.0,11.0,Carry,Jakub Piotr Kiwior,Poland,True,95.4,False,False,False
131455,3938643,1,1,12,00:01:12.486,Carry,Jakub Piotr Kiwior,Poland,Poland,24.6,20.5,True,2.024045,From Kick Off,,,,,,,,,,,,False,28.3,16.1,5.748912940721922,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Jakub Piotr Kiwior,Poland,1.0,12.0,Pressure,Ousmane Dembélé,France,False,95.4,False,False,False
131456,3938643,1,1,13,00:01:13.908,Pressure,Ousmane Dembélé,France,Poland,82.9,64.3,,0.581365,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,1,0,1,0,0,0,Carry,Jakub Piotr Kiwior,Poland,1.0,12.0,Pass,Jakub Piotr Kiwior,Poland,False,37.099999999999994,False,False,False
131457,3938643,1,1,14,00:01:14.510,Pass,Jakub Piotr Kiwior,Poland,Poland,28.3,16.1,,2.520284,From Kick Off,Łukasz Skorupski,25.071098,Ground Pass,,2.7744188,4.9,25.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,2,2,5,0,0,Pressure,Ousmane Dembélé,France,1.0,13.0,Ball Receipt*,Łukasz Skorupski,Poland,True,91.7,False,False,True
131458,3938643,1,1,17,00:01:17.030,Ball Receipt*,Łukasz Skorupski,Poland,Poland,4.9,25.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,2,2,5,0,0,Pass,Jakub Piotr Kiwior,Poland,1.0,14.0,Carry,Łukasz Skorupski,Poland,True,115.1,False,False,False
131459,3938643,1,1,17,00:01:17.030,Carry,Łukasz Skorupski,Poland,Poland,4.9,25.1,,1.116342,From Kick Off,,,,,,,,,,,,False,4.5,25.0,0.41231056256176674,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Łukasz Skorupski,Poland,1.0,17.0,Pass,Łukasz Skorupski,Poland,True,115.1,False,False,False
131460,3938643,1,1,18,00:01:18.147,Pass,Łukasz Skorupski,Poland,Poland,4.5,25.0,,1.73306,From Kick Off,Paweł Dawidowicz,21.88264,Ground Pass,,1.3025403,10.3,46.1,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,2,2,5,0,0,Carry,Łukasz Skorupski,Poland,1.0,17.0,Pressure,Kylian Mbappé Lottin,France,False,115.5,False,False,False
131461,3938643,1,1,19,00:01:19.490,Pressure,Kylian Mbappé Lottin,France,Poland,111.2,36.3,,0.781728,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,1,0,1,0,0,0,Pass,Łukasz Skorupski,Poland,1.0,18.0,Ball Receipt*,Paweł Dawidowicz,Poland,False,8.799999999999997,False,True,False
131462,3938643,1,1,19,00:01:19.880,Ball Receipt*,Paweł Dawidowicz,Poland,Poland,10.3,46.1,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,2,2,5,0,0,Pressure,Kylian Mbappé Lottin,France,1.0,19.0,Carry,Paweł Dawidowicz,Poland,True,109.7,False,False,True
131463,3938643,1,1,19,00:01:19.880,Carry,Paweł Dawidowicz,Poland,Poland,10.3,46.1,True,1.832914,From Kick Off,,,,,,,,,,,,False,11.1,53.5,7.4431176263713565,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Paweł Dawidowicz,Poland,1.0,19.0,Pass,Paweł Dawidowicz,Poland,True,109.7,False,False,False
131464,3938643,1,1,21,00:01:21.713,Pass,Paweł Dawidowicz,Poland,Poland,11.1,53.5,,1.069889,From Kick Off,Jan Bednarek,9.763708,Ground Pass,,2.5677936,2.9,58.8,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,2,2,5,0,0,Carry,Paweł Dawidowicz,Poland,1.0,19.0,Ball Receipt*,Jan Bednarek,Poland,True,108.9,False,False,False
131465,3938643,1,1,22,00:01:22.782,Ball Receipt*,Jan Bednarek,Poland,Poland,2.9,58.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,2,2,5,0,0,Pass,Paweł Dawidowicz,Poland,1.0,21.0,Carry,Jan Bednarek,Poland,True,117.1,False,False,False
131466,3938643,1,1,22,00:01:22.782,Carry,Jan Bednarek,Poland,Poland,2.9,58.8,,0.962694,From Kick Off,,,,,,,,,,,,False,2.4,62.6,3.832753579347364,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,2,2,5,0,0,Ball Receipt*,Jan Bednarek,Poland,1.0,22.0,Pass,Jan Bednarek,Poland,True,117.1,False,False,False
