event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Scotland_score,Switzerland_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
163177,3930169,1,0,0,00:00:00.000,Starting XI,,Scotland,Scotland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,1,5,0,0,,,,,,Starting XI,,Switzerland,False,,False,,False
163178,3930169,1,0,0,00:00:00.000,Starting XI,,Switzerland,Scotland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,3,1,0,0,Starting XI,,Scotland,0.0,0.0,Half Start,,Scotland,False,,False,,False
163179,3930169,1,0,0,00:00:00.000,Half Start,,Scotland,Scotland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,1,5,0,0,Starting XI,,Switzerland,0.0,0.0,Half Start,,Switzerland,False,,False,,False
163180,3930169,1,0,0,00:00:00.000,Half Start,,Switzerland,Scotland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,3,1,0,0,Half Start,,Scotland,0.0,0.0,Pass,Billy Gilmour,Scotland,False,,False,,False
163181,3930169,1,0,0,00:00:00.568,Pass,Billy Gilmour,Scotland,Scotland,60.0,40.0,,1.036001,From Kick Off,John McGinn,4.7,Ground Pass,,3.1415927,55.3,40.0,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,1,5,0,0,Half Start,,Switzerland,0.0,0.0,Ball Receipt*,John McGinn,Scotland,True,60.0,False,False,False
163182,3930169,1,0,1,00:00:01.604,Ball Receipt*,John McGinn,Scotland,Scotland,55.3,40.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,1,1,5,0,0,Pass,Billy Gilmour,Scotland,0.0,0.0,Carry,John McGinn,Scotland,True,64.7,False,False,False
163183,3930169,1,0,1,00:00:01.604,Carry,John McGinn,Scotland,Scotland,55.3,40.0,,0.091937,From Kick Off,,,,,,,,,,,,False,55.3,39.7,0.29999999999999716,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,1,1,5,0,0,Ball Receipt*,John McGinn,Scotland,0.0,1.0,Pass,John McGinn,Scotland,True,64.7,False,False,False
163184,3930169,1,0,1,00:00:01.696,Pass,John McGinn,Scotland,Scotland,55.3,39.7,,4.286167,From Kick Off,Che Adams,66.12329,High Pass,Out,0.6534826,107.8,79.9,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,1,1,5,0,0,Carry,John McGinn,Scotland,0.0,1.0,Ball Receipt*,Che Adams,Scotland,True,64.7,False,False,False
163185,3930169,1,0,5,00:00:05.982,Ball Receipt*,Che Adams,Scotland,Scotland,62.7,74.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,0,1,1,5,0,0,Pass,John McGinn,Scotland,0.0,1.0,Pass,Ricardo Iván Rodríguez Araya,Switzerland,False,57.3,False,False,False
163186,3930169,1,0,23,00:00:23.502,Pass,Ricardo Iván Rodríguez Araya,Switzerland,Switzerland,15.6,0.1,,1.780371,From Throw In,Xherdan Shaqiri,26.215454,High Pass,Incomplete,0.31813174,40.5,8.3,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Che Adams,Scotland,0.0,5.0,Ball Receipt*,Xherdan Shaqiri,Switzerland,True,104.4,False,False,False
163187,3930169,1,0,25,00:00:25.282,Ball Receipt*,Xherdan Shaqiri,Switzerland,Switzerland,42.1,9.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,3,1,0,0,Pass,Ricardo Iván Rodríguez Araya,Switzerland,0.0,23.0,Duel,Xherdan Shaqiri,Switzerland,True,77.9,False,False,False
163188,3930169,1,0,25,00:00:25.282,Duel,Xherdan Shaqiri,Switzerland,Switzerland,40.5,8.3,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Xherdan Shaqiri,Switzerland,0.0,25.0,Pass,Callum McGregor,Scotland,False,79.5,False,False,False
163189,3930169,1,0,25,00:00:25.282,Pass,Callum McGregor,Scotland,Switzerland,79.6,71.8,True,2.413508,From Throw In,Jack Hendry,8.100617,High Pass,Out,1.5831413,79.5,79.9,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,1,5,0,0,Duel,Xherdan Shaqiri,Switzerland,0.0,25.0,Ball Receipt*,Jack Hendry,Scotland,True,40.400000000000006,False,False,False
163190,3930169,1,0,27,00:00:27.696,Ball Receipt*,Jack Hendry,Scotland,Switzerland,77.0,75.1,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,1,5,0,0,Pass,Callum McGregor,Scotland,0.0,25.0,Pass,Ruben Vargas,Switzerland,False,43.0,False,False,False
163191,3930169,1,0,29,00:00:29.088,Pass,Ruben Vargas,Switzerland,Switzerland,49.1,0.1,,3.975831,From Throw In,Dan Ndoye,49.45341,Low Pass,Unknown,0.10127831,98.3,5.1,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Jack Hendry,Scotland,0.0,27.0,Pressure,Dan Ndoye,Switzerland,True,70.9,False,False,False
163192,3930169,1,0,32,00:00:32.337,Pressure,Dan Ndoye,Switzerland,Switzerland,92.1,4.9,,0.698115,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,0,3,1,0,0,Pass,Ruben Vargas,Switzerland,0.0,29.0,Ball Receipt*,Dan Ndoye,Switzerland,True,27.900000000000006,False,False,False
163193,3930169,1,0,33,00:00:33.028,Ball Receipt*,Dan Ndoye,Switzerland,Switzerland,58.4,7.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,0,3,1,0,0,Pressure,Dan Ndoye,Switzerland,0.0,32.0,Foul Committed,Dan Ndoye,Switzerland,True,61.6,False,False,True
163194,3930169,1,0,33,00:00:33.028,Foul Committed,Dan Ndoye,Switzerland,Switzerland,97.1,6.0,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Dan Ndoye,Switzerland,0.0,33.0,Foul Won,Kieran Tierney,Scotland,False,22.900000000000006,False,True,False
163195,3930169,1,0,33,00:00:33.028,Foul Won,Kieran Tierney,Scotland,Switzerland,23.0,74.1,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,5,0,0,Foul Committed,Dan Ndoye,Switzerland,0.0,33.0,Pass,Angus Gunn,Scotland,True,97.0,False,False,False
163196,3930169,1,1,3,00:01:03.820,Pass,Angus Gunn,Scotland,Scotland,22.2,67.9,,3.280736,From Free Kick,Anthony Ralston,55.997322,High Pass,Incomplete,0.058965553,78.1,71.2,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,1,1,5,0,0,Foul Won,Kieran Tierney,Scotland,0.0,33.0,Ball Receipt*,Anthony Ralston,Scotland,True,97.8,False,False,False
163197,3930169,1,1,7,00:01:07.101,Ball Receipt*,Anthony Ralston,Scotland,Scotland,78.1,71.2,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,1,5,0,0,Pass,Angus Gunn,Scotland,1.0,3.0,Duel,Anthony Ralston,Scotland,True,41.900000000000006,False,False,False
163198,3930169,1,1,7,00:01:07.101,Duel,Anthony Ralston,Scotland,Scotland,78.1,71.2,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,1,5,0,0,Ball Receipt*,Anthony Ralston,Scotland,1.0,7.0,Clearance,Michel Aebischer,Switzerland,False,41.900000000000006,False,False,False
163199,3930169,1,1,7,00:01:07.101,Clearance,Michel Aebischer,Switzerland,Scotland,42.0,8.9,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,1,0,0,3,1,1,0,Duel,Anthony Ralston,Scotland,1.0,7.0,Pass,Jack Hendry,Scotland,False,78.0,False,False,False
163200,3930169,1,1,12,00:01:12.744,Pass,Jack Hendry,Scotland,Scotland,69.3,80.0,,2.729688,From Throw In,Grant Campbell Hanley,31.722704,Low Pass,,-2.7089648,40.5,66.7,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,1,5,0,0,Clearance,Michel Aebischer,Switzerland,1.0,7.0,Ball Receipt*,Grant Campbell Hanley,Scotland,True,50.7,False,False,False
163201,3930169,1,1,15,00:01:15.473,Ball Receipt*,Grant Campbell Hanley,Scotland,Scotland,40.5,66.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,1,1,5,0,0,Pass,Jack Hendry,Scotland,1.0,12.0,Carry,Grant Campbell Hanley,Scotland,True,79.5,False,False,False
163202,3930169,1,1,15,00:01:15.473,Carry,Grant Campbell Hanley,Scotland,Scotland,40.5,66.7,,0.604494,From Throw In,,,,,,,,,,,,False,37.3,65.4,3.4539832078341104,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,1,1,5,0,0,Ball Receipt*,Grant Campbell Hanley,Scotland,1.0,15.0,Pass,Grant Campbell Hanley,Scotland,True,79.5,False,False,False
163203,3930169,1,1,16,00:01:16.078,Pass,Grant Campbell Hanley,Scotland,Scotland,37.3,65.4,,2.530374,From Throw In,Angus Gunn,35.062515,Ground Pass,,-2.2023184,16.6,37.1,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,1,1,5,0,0,Carry,Grant Campbell Hanley,Scotland,1.0,15.0,Ball Receipt*,Angus Gunn,Scotland,True,82.7,False,False,False
163204,3930169,1,1,18,00:01:18.608,Ball Receipt*,Angus Gunn,Scotland,Scotland,16.6,37.1,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,1,1,5,0,0,Pass,Grant Campbell Hanley,Scotland,1.0,16.0,Carry,Angus Gunn,Scotland,True,103.4,False,False,False
163205,3930169,1,1,18,00:01:18.608,Carry,Angus Gunn,Scotland,Scotland,16.6,37.1,True,1.774056,From Throw In,,,,,,,,,,,,False,18.3,37.7,1.8027756377319943,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,1,1,5,0,0,Ball Receipt*,Angus Gunn,Scotland,1.0,18.0,Pressure,Xherdan Shaqiri,Switzerland,False,103.4,False,False,False
163206,3930169,1,1,19,00:01:19.191,Pressure,Xherdan Shaqiri,Switzerland,Scotland,95.3,34.3,,1.211521,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,3,1,0,0,Carry,Angus Gunn,Scotland,1.0,18.0,Pass,Angus Gunn,Scotland,False,24.700000000000003,False,True,False
163207,3930169,1,1,20,00:01:20.382,Pass,Angus Gunn,Scotland,Scotland,18.3,37.7,True,2.571284,From Throw In,John McGinn,49.356865,High Pass,Incomplete,-0.28971025,65.6,23.6,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,1,1,5,0,0,Pressure,Xherdan Shaqiri,Switzerland,1.0,19.0,Ball Receipt*,John McGinn,Scotland,True,101.7,False,False,True
163208,3930169,1,1,22,00:01:22.954,Ball Receipt*,John McGinn,Scotland,Scotland,66.5,19.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,1,1,5,0,0,Pass,Angus Gunn,Scotland,1.0,20.0,Pass,Fabian Lukas Schär,Switzerland,False,53.5,False,False,False
163209,3930169,1,1,22,00:01:22.954,Pass,Fabian Lukas Schär,Switzerland,Switzerland,54.5,56.5,,1.061198,Regular Play,Granit Xhaka,12.551494,Low Pass,,-1.3702757,57.0,44.2,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,John McGinn,Scotland,1.0,22.0,Ball Receipt*,Granit Xhaka,Switzerland,True,65.5,False,False,False
163210,3930169,1,1,24,00:01:24.015,Ball Receipt*,Granit Xhaka,Switzerland,Switzerland,57.0,44.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,3,1,0,0,Pass,Fabian Lukas Schär,Switzerland,1.0,22.0,Carry,Granit Xhaka,Switzerland,True,63.0,False,False,False
163211,3930169,1,1,24,00:01:24.015,Carry,Granit Xhaka,Switzerland,Switzerland,57.0,44.2,True,0.956503,Regular Play,,,,,,,,,,,,False,57.0,44.3,0.09999999999999432,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Granit Xhaka,Switzerland,1.0,24.0,Pressure,Billy Gilmour,Scotland,False,63.0,False,False,False
163212,3930169,1,1,24,00:01:24.784,Pressure,Billy Gilmour,Scotland,Switzerland,57.4,35.9,,0.328568,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,1,5,0,0,Carry,Granit Xhaka,Switzerland,1.0,24.0,Pass,Granit Xhaka,Switzerland,False,62.6,False,False,False
163213,3930169,1,1,24,00:01:24.971,Pass,Granit Xhaka,Switzerland,Switzerland,57.0,44.3,True,0.701127,Regular Play,Manuel Obafemi Akanji,14.6219015,Ground Pass,,3.0868528,42.4,45.1,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,3,1,0,0,Pressure,Billy Gilmour,Scotland,1.0,24.0,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,True,63.0,False,False,True
163214,3930169,1,1,25,00:01:25.672,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,Switzerland,42.4,45.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,0,0,3,1,0,0,Pass,Granit Xhaka,Switzerland,1.0,24.0,Carry,Manuel Obafemi Akanji,Switzerland,True,77.6,False,False,False
163215,3930169,1,1,25,00:01:25.672,Carry,Manuel Obafemi Akanji,Switzerland,Switzerland,42.4,45.1,,1.059926,Regular Play,,,,,,,,,,,,False,42.4,45.1,0.0,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,1.0,25.0,Pass,Manuel Obafemi Akanji,Switzerland,True,77.6,False,False,False
163216,3930169,1,1,26,00:01:26.732,Pass,Manuel Obafemi Akanji,Switzerland,Switzerland,42.4,45.1,,1.461659,Regular Play,Dan Ndoye,35.945652,Low Pass,,0.71254903,69.6,68.6,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,0,0,3,1,0,0,Carry,Manuel Obafemi Akanji,Switzerland,1.0,25.0,Pressure,Kieran Tierney,Scotland,False,77.6,False,False,False
163217,3930169,1,1,28,00:01:28.057,Pressure,Kieran Tierney,Scotland,Switzerland,48.9,13.9,,1.553014,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,5,0,0,Pass,Manuel Obafemi Akanji,Switzerland,1.0,26.0,Ball Receipt*,Dan Ndoye,Switzerland,False,71.1,False,False,False
163218,3930169,1,1,28,00:01:28.194,Ball Receipt*,Dan Ndoye,Switzerland,Switzerland,69.6,68.6,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,0,3,1,0,0,Pressure,Kieran Tierney,Scotland,1.0,28.0,Carry,Dan Ndoye,Switzerland,True,50.400000000000006,False,False,True
163219,3930169,1,1,28,00:01:28.194,Carry,Dan Ndoye,Switzerland,Switzerland,69.6,68.6,True,1.352001,Regular Play,,,,,,,,,,,,False,63.9,69.2,5.731491952362837,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Dan Ndoye,Switzerland,1.0,28.0,Pass,Dan Ndoye,Switzerland,True,50.400000000000006,False,False,False
163220,3930169,1,1,29,00:01:29.546,Pass,Dan Ndoye,Switzerland,Switzerland,63.9,69.2,True,1.6101,Regular Play,Fabian Lukas Schär,20.07212,Ground Pass,,3.0567966,43.9,70.9,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,0,3,1,0,0,Carry,Dan Ndoye,Switzerland,1.0,28.0,Ball Receipt*,Fabian Lukas Schär,Switzerland,True,56.1,False,False,False
163221,3930169,1,1,31,00:01:31.156,Ball Receipt*,Fabian Lukas Schär,Switzerland,Switzerland,43.9,70.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,3,1,0,0,Pass,Dan Ndoye,Switzerland,1.0,29.0,Carry,Fabian Lukas Schär,Switzerland,True,76.1,False,False,False
163222,3930169,1,1,31,00:01:31.156,Carry,Fabian Lukas Schär,Switzerland,Switzerland,43.9,70.9,True,1.726202,Regular Play,,,,,,,,,,,,False,51.3,77.5,9.915644204992427,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Fabian Lukas Schär,Switzerland,1.0,31.0,Pressure,John McGinn,Scotland,False,76.1,False,False,False
163223,3930169,1,1,31,00:01:31.468,Pressure,John McGinn,Scotland,Switzerland,72.2,8.8,,1.404702,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,1,1,5,0,0,Carry,Fabian Lukas Schär,Switzerland,1.0,31.0,Miscontrol,Fabian Lukas Schär,Switzerland,False,47.8,False,False,False
163224,3930169,1,1,32,00:01:32.882,Miscontrol,Fabian Lukas Schär,Switzerland,Switzerland,51.3,77.5,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,3,1,0,0,Pressure,John McGinn,Scotland,1.0,31.0,Pass,Andrew Robertson,Scotland,False,68.7,False,False,True
163225,3930169,1,1,38,00:01:38.696,Pass,Andrew Robertson,Scotland,Scotland,76.9,0.1,,2.6264,From Throw In,John McGinn,29.783384,Low Pass,,0.111028,106.5,3.4,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,1,1,5,0,0,Miscontrol,Fabian Lukas Schär,Switzerland,1.0,32.0,Pressure,Manuel Obafemi Akanji,Switzerland,False,43.099999999999994,False,False,False
163226,3930169,1,1,40,00:01:40.648,Pressure,Manuel Obafemi Akanji,Switzerland,Scotland,13.6,75.9,,1.439231,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,0,0,3,1,0,0,Pass,Andrew Robertson,Scotland,1.0,38.0,Ball Receipt*,John McGinn,Scotland,False,106.4,False,False,False
163227,3930169,1,1,41,00:01:41.323,Ball Receipt*,John McGinn,Scotland,Scotland,106.5,3.4,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,1,1,5,0,0,Pressure,Manuel Obafemi Akanji,Switzerland,1.0,40.0,Carry,John McGinn,Scotland,True,13.5,False,True,True
163228,3930169,1,1,41,00:01:41.323,Carry,John McGinn,Scotland,Scotland,106.5,3.4,True,1.298903,From Throw In,,,,,,,,,,,,False,112.6,0.7,6.670832032063162,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,1,1,5,0,0,Ball Receipt*,John McGinn,Scotland,1.0,41.0,Pass,John McGinn,Scotland,True,13.5,False,True,False
163229,3930169,1,1,42,00:01:42.621,Pass,John McGinn,Scotland,Scotland,112.6,0.7,,0.068415,From Throw In,Che Adams,2.1095023,Low Pass,Incomplete,1.4758446,112.8,2.8,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,1,1,5,0,0,Carry,John McGinn,Scotland,1.0,41.0,Ball Receipt*,Che Adams,Scotland,True,7.400000000000006,False,True,False
163230,3930169,1,1,42,00:01:42.690,Ball Receipt*,Che Adams,Scotland,Scotland,104.1,35.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,0,1,1,5,0,0,Pass,John McGinn,Scotland,1.0,42.0,Block,Manuel Obafemi Akanji,Switzerland,False,15.900000000000006,False,True,False
163231,3930169,1,1,42,00:01:42.690,Block,Manuel Obafemi Akanji,Switzerland,Scotland,7.3,77.3,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Che Adams,Scotland,1.0,42.0,Pass,Scott McTominay,Scotland,False,112.7,False,False,False
163232,3930169,1,2,11,00:02:11.967,Pass,Scott McTominay,Scotland,Scotland,120.0,0.1,,0.869387,From Corner,Billy Gilmour,29.75668,Low Pass,Incomplete,1.7022375,116.1,29.6,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,1,1,5,0,0,Block,Manuel Obafemi Akanji,Switzerland,1.0,42.0,Ball Receipt*,Billy Gilmour,Scotland,True,0.0,False,True,False
163233,3930169,1,2,12,00:02:12.837,Ball Receipt*,Billy Gilmour,Scotland,Scotland,116.8,34.1,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,1,5,0,0,Pass,Scott McTominay,Scotland,2.0,11.0,Clearance,Remo Freuler,Switzerland,False,3.200000000000003,False,True,False
163234,3930169,1,2,12,00:02:12.837,Clearance,Remo Freuler,Switzerland,Scotland,4.0,50.5,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Billy Gilmour,Scotland,2.0,12.0,Pass,Kieran Tierney,Scotland,False,116.0,False,False,False
163235,3930169,1,2,50,00:02:50.872,Pass,Kieran Tierney,Scotland,Scotland,115.9,0.1,,2.002711,From Throw In,Che Adams,33.516117,High Pass,Incomplete,1.6844189,112.1,33.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,5,0,0,Clearance,Remo Freuler,Switzerland,2.0,12.0,Ball Receipt*,Che Adams,Scotland,True,4.099999999999994,False,True,False
163236,3930169,1,2,52,00:02:52.875,Ball Receipt*,Che Adams,Scotland,Scotland,109.3,37.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,0,1,1,5,0,0,Pass,Kieran Tierney,Scotland,2.0,50.0,Clearance,Granit Xhaka,Switzerland,False,10.700000000000003,False,True,False
163237,3930169,1,2,52,00:02:52.875,Clearance,Granit Xhaka,Switzerland,Scotland,8.0,46.7,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Che Adams,Scotland,2.0,52.0,Ball Recovery,Callum McGregor,Scotland,False,112.0,False,False,False
163238,3930169,1,2,53,00:02:53.952,Ball Recovery,Callum McGregor,Scotland,Scotland,101.6,26.5,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,1,5,0,0,Clearance,Granit Xhaka,Switzerland,2.0,52.0,Carry,Callum McGregor,Scotland,True,18.400000000000006,False,True,False
163239,3930169,1,2,53,00:02:53.952,Carry,Callum McGregor,Scotland,Scotland,101.6,26.5,True,0.639433,From Throw In,,,,,,,,,,,,False,100.5,23.2,3.4785054261852157,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,1,5,0,0,Ball Recovery,Callum McGregor,Scotland,2.0,53.0,Pressure,Dan Ndoye,Switzerland,False,18.400000000000006,False,True,False
163240,3930169,1,2,54,00:02:54.134,Pressure,Dan Ndoye,Switzerland,Scotland,20.9,54.2,,0.538115,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,0,3,1,0,0,Carry,Callum McGregor,Scotland,2.0,53.0,Pass,Callum McGregor,Scotland,False,99.1,False,False,False
163241,3930169,1,2,54,00:02:54.592,Pass,Callum McGregor,Scotland,Scotland,100.5,23.2,True,1.22524,From Throw In,Kieran Tierney,15.148928,Ground Pass,,-1.234433,105.5,8.9,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,1,5,0,0,Pressure,Dan Ndoye,Switzerland,2.0,54.0,Ball Receipt*,Kieran Tierney,Scotland,True,19.5,False,True,True
163242,3930169,1,2,55,00:02:55.817,Ball Receipt*,Kieran Tierney,Scotland,Scotland,105.5,8.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,5,0,0,Pass,Callum McGregor,Scotland,2.0,54.0,Carry,Kieran Tierney,Scotland,True,14.5,False,True,False
163243,3930169,1,2,55,00:02:55.817,Carry,Kieran Tierney,Scotland,Scotland,105.5,8.9,,0.973822,From Throw In,,,,,,,,,,,,False,105.5,8.9,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,5,0,0,Ball Receipt*,Kieran Tierney,Scotland,2.0,55.0,Pass,Kieran Tierney,Scotland,True,14.5,False,True,False
163244,3930169,1,2,56,00:02:56.791,Pass,Kieran Tierney,Scotland,Scotland,105.5,8.9,,0.166018,From Throw In,Che Adams,8.786353,Low Pass,Incomplete,1.3644724,107.3,17.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,5,0,0,Carry,Kieran Tierney,Scotland,2.0,55.0,Ball Receipt*,Che Adams,Scotland,True,14.5,False,True,False
