event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Scotland_score,Switzerland_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
164756,3930169,1,45,59,00:45:59.321,Pass,Silvan Widmer,Switzerland,Scotland,17.3,57.4,,4.920926,From Free Kick,Dan Ndoye,65.27067,High Pass,Incomplete,0.2334593,80.8,72.5,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,1,0,1,0,0,3,1,0,0,Carry,Silvan Widmer,Switzerland,45.0,57.0,Ball Receipt*,Dan Ndoye,Switzerland,True,102.7,False,False,False
164757,3930169,1,46,4,00:46:04.242,Ball Receipt*,Dan Ndoye,Switzerland,Scotland,45.4,67.4,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,1,1,0,1,0,0,3,1,0,0,Pass,Silvan Widmer,Switzerland,45.0,59.0,Ball Recovery,Grant Campbell Hanley,Scotland,False,74.6,False,False,False
164758,3930169,1,46,4,00:46:04.242,Ball Recovery,Grant Campbell Hanley,Scotland,Scotland,39.3,7.6,,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Dan Ndoye,Switzerland,46.0,4.0,Pass,Grant Campbell Hanley,Scotland,True,80.7,False,False,False
164759,3930169,1,46,8,00:46:08.322,Pass,Grant Campbell Hanley,Scotland,Scotland,40.7,8.9,,1.110281,From Free Kick,Callum McGregor,14.948244,Ground Pass,,1.0682462,47.9,22.0,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,5,0,0,Ball Recovery,Grant Campbell Hanley,Scotland,46.0,4.0,Ball Receipt*,Callum McGregor,Scotland,True,79.3,False,False,False
164760,3930169,1,46,9,00:46:09.432,Ball Receipt*,Callum McGregor,Scotland,Scotland,47.9,22.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,0,0,1,1,5,0,0,Pass,Grant Campbell Hanley,Scotland,46.0,8.0,Pass,Callum McGregor,Scotland,True,72.1,False,False,False
164761,3930169,1,46,10,00:46:10.308,Pass,Callum McGregor,Scotland,Scotland,40.4,22.7,,0.873518,From Free Kick,Billy Gilmour,12.887591,Ground Pass,,1.4541409,41.9,35.5,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Callum McGregor,Scotland,46.0,9.0,Ball Receipt*,Billy Gilmour,Scotland,True,79.6,False,False,False
164762,3930169,1,46,11,00:46:11.182,Ball Receipt*,Billy Gilmour,Scotland,Scotland,41.9,35.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,1,5,0,0,Pass,Callum McGregor,Scotland,46.0,10.0,Pass,Billy Gilmour,Scotland,True,78.1,False,False,False
164763,3930169,1,46,11,00:46:11.182,Pass,Billy Gilmour,Scotland,Scotland,41.9,36.2,,1.000666,From Free Kick,Callum McGregor,9.200543,Ground Pass,,-1.5816655,41.8,27.0,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Billy Gilmour,Scotland,46.0,11.0,Ball Receipt*,Callum McGregor,Scotland,True,78.1,False,False,False
164764,3930169,1,46,12,00:46:12.182,Ball Receipt*,Callum McGregor,Scotland,Scotland,41.8,27.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,0,0,1,1,5,0,0,Pass,Billy Gilmour,Scotland,46.0,11.0,Carry,Callum McGregor,Scotland,True,78.2,False,False,False
164765,3930169,1,46,12,00:46:12.182,Carry,Callum McGregor,Scotland,Scotland,41.8,27.0,,2.577287,From Free Kick,,,,,,,,,,,,False,48.2,20.1,9.411163583744576,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Callum McGregor,Scotland,46.0,12.0,Pass,Callum McGregor,Scotland,True,78.2,False,False,False
164766,3930169,1,46,14,00:46:14.759,Pass,Callum McGregor,Scotland,Scotland,48.2,20.1,,1.294757,From Free Kick,Andrew Robertson,23.584742,Ground Pass,,-0.8814869,63.2,1.9,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,0,0,1,1,5,0,0,Carry,Callum McGregor,Scotland,46.0,12.0,Ball Receipt*,Andrew Robertson,Scotland,True,71.8,False,False,False
164767,3930169,1,46,16,00:46:16.054,Ball Receipt*,Andrew Robertson,Scotland,Scotland,63.2,1.9,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,5,0,0,Pass,Callum McGregor,Scotland,46.0,14.0,Carry,Andrew Robertson,Scotland,True,56.8,False,False,False
164768,3930169,1,46,16,00:46:16.054,Carry,Andrew Robertson,Scotland,Scotland,63.2,1.9,,0.040000003,From Free Kick,,,,,,,,,,,,False,63.2,1.9,0.0,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Andrew Robertson,Scotland,46.0,16.0,Pass,Andrew Robertson,Scotland,True,56.8,False,False,False
164769,3930169,1,46,16,00:46:16.094,Pass,Andrew Robertson,Scotland,Scotland,63.2,1.9,,1.513009,From Free Kick,Kieran Tierney,14.106027,Ground Pass,,2.8019068,49.9,6.6,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,5,0,0,Carry,Andrew Robertson,Scotland,46.0,16.0,Ball Receipt*,Kieran Tierney,Scotland,True,56.8,False,False,False
164770,3930169,1,46,17,00:46:17.607,Ball Receipt*,Kieran Tierney,Scotland,Scotland,49.9,6.6,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,5,0,0,Pass,Andrew Robertson,Scotland,46.0,16.0,Carry,Kieran Tierney,Scotland,True,70.1,False,False,False
164771,3930169,1,46,17,00:46:17.607,Carry,Kieran Tierney,Scotland,Scotland,49.9,6.6,,1.112183,From Free Kick,,,,,,,,,,,,False,49.7,7.0,0.4472135954999563,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Kieran Tierney,Scotland,46.0,17.0,Pass,Kieran Tierney,Scotland,True,70.1,False,False,False
164772,3930169,1,46,18,00:46:18.719,Pass,Kieran Tierney,Scotland,Scotland,49.7,7.0,,1.341791,From Free Kick,Grant Campbell Hanley,17.523699,Ground Pass,,2.2348425,38.9,20.8,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,5,0,0,Carry,Kieran Tierney,Scotland,46.0,17.0,Ball Receipt*,Grant Campbell Hanley,Scotland,True,70.3,False,False,False
164773,3930169,1,46,20,00:46:20.061,Ball Receipt*,Grant Campbell Hanley,Scotland,Scotland,38.9,20.8,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,5,0,0,Pass,Kieran Tierney,Scotland,46.0,18.0,Carry,Grant Campbell Hanley,Scotland,True,81.1,False,False,False
164774,3930169,1,46,20,00:46:20.061,Carry,Grant Campbell Hanley,Scotland,Scotland,38.9,20.8,,3.060044,From Free Kick,,,,,,,,,,,,False,38.1,23.5,2.816025568065743,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Grant Campbell Hanley,Scotland,46.0,20.0,Pass,Grant Campbell Hanley,Scotland,True,81.1,False,False,False
164775,3930169,1,46,23,00:46:23.121,Pass,Grant Campbell Hanley,Scotland,Scotland,38.1,23.5,,1.134017,From Free Kick,Jack Hendry,27.504545,Ground Pass,,1.74252,33.4,50.6,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,5,0,0,Carry,Grant Campbell Hanley,Scotland,46.0,20.0,Ball Receipt*,Jack Hendry,Scotland,True,81.9,False,False,False
164776,3930169,1,46,24,00:46:24.255,Ball Receipt*,Jack Hendry,Scotland,Scotland,33.4,50.6,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,0,0,1,1,5,0,0,Pass,Grant Campbell Hanley,Scotland,46.0,23.0,Carry,Jack Hendry,Scotland,True,86.6,False,False,False
164777,3930169,1,46,24,00:46:24.255,Carry,Jack Hendry,Scotland,Scotland,33.4,50.6,,1.362273,From Free Kick,,,,,,,,,,,,False,33.4,50.6,0.0,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Jack Hendry,Scotland,46.0,24.0,Pass,Jack Hendry,Scotland,True,86.6,False,False,False
164778,3930169,1,46,25,00:46:25.618,Pass,Jack Hendry,Scotland,Scotland,33.4,50.6,,2.126883,From Free Kick,Anthony Ralston,23.519354,Ground Pass,,0.9851522,46.4,70.2,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,0,0,1,1,5,0,0,Carry,Jack Hendry,Scotland,46.0,24.0,Pressure,Michel Aebischer,Switzerland,False,86.6,False,False,False
164779,3930169,1,46,27,00:46:27.696,Pressure,Michel Aebischer,Switzerland,Scotland,69.7,11.0,,2.197954,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,1,0,0,3,1,1,0,Pass,Jack Hendry,Scotland,46.0,25.0,Ball Receipt*,Anthony Ralston,Scotland,False,50.3,False,False,False
164780,3930169,1,46,27,00:46:27.744,Ball Receipt*,Anthony Ralston,Scotland,Scotland,46.4,70.2,True,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,1,0,0,0,1,1,5,0,0,Pressure,Michel Aebischer,Switzerland,46.0,27.0,Carry,Anthony Ralston,Scotland,True,73.6,False,False,True
164781,3930169,1,46,27,00:46:27.744,Carry,Anthony Ralston,Scotland,Scotland,46.4,70.2,True,2.477361,From Free Kick,,,,,,,,,,,,False,42.2,46.6,23.970815588961507,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Anthony Ralston,Scotland,46.0,27.0,Foul Committed,Michel Aebischer,Switzerland,False,73.6,False,False,False
164782,3930169,1,46,30,00:46:30.222,Foul Committed,Michel Aebischer,Switzerland,Scotland,77.9,33.5,,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,1,0,0,3,1,1,0,Carry,Anthony Ralston,Scotland,46.0,27.0,Foul Won,Anthony Ralston,Scotland,False,42.099999999999994,False,False,False
164783,3930169,1,46,30,00:46:30.222,Foul Won,Anthony Ralston,Scotland,Scotland,42.2,46.6,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,1,0,0,0,1,1,5,0,0,Foul Committed,Michel Aebischer,Switzerland,46.0,30.0,Pass,Callum McGregor,Scotland,True,77.8,False,False,False
164784,3930169,1,46,35,00:46:35.174,Pass,Callum McGregor,Scotland,Scotland,41.4,39.1,,1.426721,From Free Kick,Kieran Tierney,24.45179,Ground Pass,,-1.7144285,37.9,14.9,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,0,0,1,1,5,0,0,Foul Won,Anthony Ralston,Scotland,46.0,30.0,Ball Receipt*,Kieran Tierney,Scotland,True,78.6,False,False,False
164785,3930169,1,46,36,00:46:36.601,Ball Receipt*,Kieran Tierney,Scotland,Scotland,37.9,14.9,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,5,0,0,Pass,Callum McGregor,Scotland,46.0,35.0,Carry,Kieran Tierney,Scotland,True,82.1,False,False,False
164786,3930169,1,46,36,00:46:36.601,Carry,Kieran Tierney,Scotland,Scotland,37.9,14.9,,1.475057,From Free Kick,,,,,,,,,,,,False,40.7,14.4,2.844292530665583,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Kieran Tierney,Scotland,46.0,36.0,Pass,Kieran Tierney,Scotland,True,82.1,False,False,False
164787,3930169,1,46,38,00:46:38.076,Pass,Kieran Tierney,Scotland,Scotland,40.7,14.4,,2.025076,From Free Kick,Andrew Robertson,17.839283,Ground Pass,,-0.7378151,53.9,2.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,5,0,0,Carry,Kieran Tierney,Scotland,46.0,36.0,Ball Receipt*,Andrew Robertson,Scotland,True,79.3,False,False,False
164788,3930169,1,46,40,00:46:40.101,Ball Receipt*,Andrew Robertson,Scotland,Scotland,53.9,2.4,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,5,0,0,Pass,Kieran Tierney,Scotland,46.0,38.0,Carry,Andrew Robertson,Scotland,True,66.1,False,False,False
164789,3930169,1,46,40,00:46:40.101,Carry,Andrew Robertson,Scotland,Scotland,53.9,2.4,,1.670195,From Free Kick,,,,,,,,,,,,False,56.4,0.6,3.080584360149872,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Andrew Robertson,Scotland,46.0,40.0,Pass,Andrew Robertson,Scotland,True,66.1,False,False,False
164790,3930169,1,46,41,00:46:41.771,Pass,Andrew Robertson,Scotland,Scotland,56.4,0.6,,1.248561,From Free Kick,Kieran Tierney,14.556098,Ground Pass,,2.919943,42.2,3.8,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,5,0,0,Carry,Andrew Robertson,Scotland,46.0,40.0,Ball Receipt*,Kieran Tierney,Scotland,True,63.6,False,False,False
164791,3930169,1,46,43,00:46:43.020,Ball Receipt*,Kieran Tierney,Scotland,Scotland,42.2,3.8,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,5,0,0,Pass,Andrew Robertson,Scotland,46.0,41.0,Carry,Kieran Tierney,Scotland,True,77.8,False,False,False
164792,3930169,1,46,43,00:46:43.020,Carry,Kieran Tierney,Scotland,Scotland,42.2,3.8,,5.857924,From Free Kick,,,,,,,,,,,,False,43.5,11.8,8.104936767180853,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Kieran Tierney,Scotland,46.0,43.0,Pass,Kieran Tierney,Scotland,True,77.8,False,False,False
164793,3930169,1,46,48,00:46:48.878,Pass,Kieran Tierney,Scotland,Scotland,43.5,11.8,,1.461916,From Free Kick,Grant Campbell Hanley,17.839844,Ground Pass,,2.1323664,34.0,26.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,5,0,0,Carry,Kieran Tierney,Scotland,46.0,43.0,Ball Receipt*,Grant Campbell Hanley,Scotland,True,76.5,False,False,False
164794,3930169,1,46,50,00:46:50.339,Ball Receipt*,Grant Campbell Hanley,Scotland,Scotland,34.0,26.9,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,5,0,0,Pass,Kieran Tierney,Scotland,46.0,48.0,Carry,Grant Campbell Hanley,Scotland,True,86.0,False,False,False
164795,3930169,1,46,50,00:46:50.339,Carry,Grant Campbell Hanley,Scotland,Scotland,34.0,26.9,,2.445017,From Free Kick,,,,,,,,,,,,False,33.6,29.6,2.7294688127912385,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Grant Campbell Hanley,Scotland,46.0,50.0,Pass,Grant Campbell Hanley,Scotland,True,86.0,False,False,False
164796,3930169,1,46,52,00:46:52.784,Pass,Grant Campbell Hanley,Scotland,Scotland,33.6,29.6,,1.553674,From Free Kick,Jack Hendry,25.373411,Ground Pass,,1.8339374,27.0,54.1,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,5,0,0,Carry,Grant Campbell Hanley,Scotland,46.0,50.0,Ball Receipt*,Jack Hendry,Scotland,True,86.4,False,False,False
164797,3930169,1,46,54,00:46:54.338,Ball Receipt*,Jack Hendry,Scotland,Scotland,27.0,54.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,0,0,1,1,5,0,0,Pass,Grant Campbell Hanley,Scotland,46.0,52.0,Carry,Jack Hendry,Scotland,True,93.0,False,False,False
164798,3930169,1,46,54,00:46:54.338,Carry,Jack Hendry,Scotland,Scotland,27.0,54.1,,1.039304,From Free Kick,,,,,,,,,,,,False,26.7,54.1,0.3000000000000007,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Jack Hendry,Scotland,46.0,54.0,Pass,Jack Hendry,Scotland,True,93.0,False,False,False
164799,3930169,1,46,55,00:46:55.377,Pass,Jack Hendry,Scotland,Scotland,26.7,54.1,,1.093764,From Free Kick,Grant Campbell Hanley,17.407183,Ground Pass,,-1.599524,26.2,36.7,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,0,0,1,1,5,0,0,Carry,Jack Hendry,Scotland,46.0,54.0,Ball Receipt*,Grant Campbell Hanley,Scotland,True,93.3,False,False,False
164800,3930169,1,46,56,00:46:56.471,Ball Receipt*,Grant Campbell Hanley,Scotland,Scotland,26.2,36.7,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,5,0,0,Pass,Jack Hendry,Scotland,46.0,55.0,Carry,Grant Campbell Hanley,Scotland,True,93.8,False,False,False
164801,3930169,1,46,56,00:46:56.471,Carry,Grant Campbell Hanley,Scotland,Scotland,26.2,36.7,,2.589994,From Free Kick,,,,,,,,,,,,False,26.8,30.5,6.228964600958977,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Grant Campbell Hanley,Scotland,46.0,56.0,Pass,Grant Campbell Hanley,Scotland,True,93.8,False,False,False
164802,3930169,1,46,59,00:46:59.061,Pass,Grant Campbell Hanley,Scotland,Scotland,26.8,30.5,,1.189164,From Free Kick,Kieran Tierney,21.416115,Ground Pass,,-1.811245,21.7,9.7,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,5,0,0,Carry,Grant Campbell Hanley,Scotland,46.0,56.0,Ball Receipt*,Kieran Tierney,Scotland,True,93.2,False,False,False
164803,3930169,1,47,0,00:47:00.250,Ball Receipt*,Kieran Tierney,Scotland,Scotland,21.7,9.7,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,5,0,0,Pass,Grant Campbell Hanley,Scotland,46.0,59.0,Carry,Kieran Tierney,Scotland,True,98.3,False,False,False
164804,3930169,1,47,0,00:47:00.250,Carry,Kieran Tierney,Scotland,Scotland,21.7,9.7,,1.553152,From Free Kick,,,,,,,,,,,,False,20.8,7.8,2.102379604162863,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Kieran Tierney,Scotland,47.0,0.0,Pass,Kieran Tierney,Scotland,True,98.3,False,False,False
164805,3930169,1,47,1,00:47:01.803,Pass,Kieran Tierney,Scotland,Scotland,20.8,7.8,,4.995104,From Free Kick,Andrew Robertson,72.29453,High Pass,Incomplete,0.21041708,91.5,22.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,5,0,0,Carry,Kieran Tierney,Scotland,47.0,0.0,Ball Receipt*,Andrew Robertson,Scotland,True,99.2,False,False,False
164806,3930169,1,47,6,00:47:06.799,Ball Receipt*,Andrew Robertson,Scotland,Scotland,65.5,5.7,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,5,0,0,Pass,Kieran Tierney,Scotland,47.0,1.0,Ball Recovery,Manuel Obafemi Akanji,Switzerland,False,54.5,False,False,False
164807,3930169,1,47,6,00:47:06.799,Ball Recovery,Manuel Obafemi Akanji,Switzerland,Scotland,28.6,57.2,,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,1,0,0,3,1,0,0,Ball Receipt*,Andrew Robertson,Scotland,47.0,6.0,Carry,Manuel Obafemi Akanji,Switzerland,True,91.4,False,False,False
164808,3930169,1,47,6,00:47:06.799,Carry,Manuel Obafemi Akanji,Switzerland,Scotland,28.6,57.2,True,4.050873,From Free Kick,,,,,,,,,,,,False,18.4,43.9,16.76096655924115,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,1,0,0,3,1,0,0,Ball Recovery,Manuel Obafemi Akanji,Switzerland,47.0,6.0,Pressure,Scott McTominay,Scotland,False,91.4,False,False,False
164809,3930169,1,47,10,00:47:10.420,Pressure,Scott McTominay,Scotland,Scotland,96.8,33.3,,0.560433,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,1,0,0,0,1,1,5,0,1,Carry,Manuel Obafemi Akanji,Switzerland,47.0,6.0,Pass,Manuel Obafemi Akanji,Switzerland,False,23.200000000000003,False,True,False
164810,3930169,1,47,10,00:47:10.849,Pass,Manuel Obafemi Akanji,Switzerland,Scotland,18.4,43.9,True,1.791084,From Free Kick,Yann Sommer,17.08157,Ground Pass,,-2.6071973,3.7,35.2,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,1,0,0,3,1,0,0,Pressure,Scott McTominay,Scotland,47.0,10.0,Pressure,Scott McTominay,Scotland,False,101.6,False,False,True
164811,3930169,1,47,12,00:47:12.343,Pressure,Scott McTominay,Scotland,Scotland,110.4,41.0,,0.673015,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,1,1,0,0,0,1,1,5,0,1,Pass,Manuel Obafemi Akanji,Switzerland,47.0,10.0,Ball Receipt*,Yann Sommer,Switzerland,False,9.599999999999994,False,True,False
164812,3930169,1,47,12,00:47:12.641,Ball Receipt*,Yann Sommer,Switzerland,Scotland,3.7,35.2,True,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,1,0,1,0,0,3,1,0,0,Pressure,Scott McTominay,Scotland,47.0,12.0,Carry,Yann Sommer,Switzerland,True,116.3,False,False,True
164813,3930169,1,47,12,00:47:12.641,Carry,Yann Sommer,Switzerland,Scotland,3.7,35.2,True,0.12,From Free Kick,,,,,,,,,,,,False,3.7,35.2,0.0,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,1,0,1,0,0,3,1,0,0,Ball Receipt*,Yann Sommer,Switzerland,47.0,12.0,Pass,Yann Sommer,Switzerland,True,116.3,False,False,False
164814,3930169,1,47,12,00:47:12.761,Pass,Yann Sommer,Switzerland,Scotland,3.7,35.2,True,3.337387,From Free Kick,,43.33832,High Pass,Out,-0.89821756,30.7,1.3,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,1,0,1,0,0,3,1,0,0,Carry,Yann Sommer,Switzerland,47.0,12.0,Pass,Anthony Ralston,Scotland,False,116.3,False,False,False
164815,3930169,1,47,22,00:47:22.799,Pass,Anthony Ralston,Scotland,Scotland,87.0,80.0,,2.510664,From Throw In,Jack Hendry,21.232286,Low Pass,,-2.7348456,67.5,71.6,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,1,0,0,0,1,1,5,0,0,Pass,Yann Sommer,Switzerland,47.0,12.0,Ball Receipt*,Jack Hendry,Scotland,True,33.0,False,False,False
164816,3930169,1,47,25,00:47:25.310,Ball Receipt*,Jack Hendry,Scotland,Scotland,67.5,71.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,0,0,1,1,5,0,0,Pass,Anthony Ralston,Scotland,47.0,22.0,Carry,Jack Hendry,Scotland,True,52.5,False,False,False
164817,3930169,1,47,25,00:47:25.310,Carry,Jack Hendry,Scotland,Scotland,67.5,71.6,,0.953664,From Throw In,,,,,,,,,,,,False,65.3,71.1,2.256102834535698,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Jack Hendry,Scotland,47.0,25.0,Pass,Jack Hendry,Scotland,True,52.5,False,False,False
164818,3930169,1,47,26,00:47:26.264,Pass,Jack Hendry,Scotland,Scotland,65.3,71.1,,1.133783,From Throw In,Grant Campbell Hanley,18.90238,Ground Pass,,-2.1984258,54.2,55.8,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,0,0,1,1,5,0,0,Carry,Jack Hendry,Scotland,47.0,25.0,Ball Receipt*,Grant Campbell Hanley,Scotland,True,54.7,False,False,False
164819,3930169,1,47,27,00:47:27.397,Ball Receipt*,Grant Campbell Hanley,Scotland,Scotland,54.2,55.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,5,0,0,Pass,Jack Hendry,Scotland,47.0,26.0,Carry,Grant Campbell Hanley,Scotland,True,65.8,False,False,False
164820,3930169,1,47,27,00:47:27.397,Carry,Grant Campbell Hanley,Scotland,Scotland,54.2,55.8,,0.771204,From Throw In,,,,,,,,,,,,False,54.2,55.8,0.0,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,5,0,0,Ball Receipt*,Grant Campbell Hanley,Scotland,47.0,27.0,Pass,Grant Campbell Hanley,Scotland,True,65.8,False,False,False
164821,3930169,1,47,28,00:47:28.169,Pass,Grant Campbell Hanley,Scotland,Scotland,54.2,55.8,,1.317813,From Throw In,Kieran Tierney,27.224989,Ground Pass,,-1.7854812,48.4,29.2,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,5,0,0,Carry,Grant Campbell Hanley,Scotland,47.0,27.0,Ball Receipt*,Kieran Tierney,Scotland,True,65.8,False,False,False
