event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Slovenia_score,Serbia_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
159625,3930170,1,0,0,00:00:00.000,Starting XI,,Slovenia,Slovenia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,0,1,1,0,0,,,,,,Starting XI,,Serbia,False,,False,,False
159626,3930170,1,0,0,00:00:00.000,Starting XI,,Serbia,Slovenia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,0,1,0,0,Starting XI,,Slovenia,0.0,0.0,Half Start,,Serbia,True,,False,,False
159627,3930170,1,0,0,00:00:00.000,Half Start,,Serbia,Slovenia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,0,1,0,0,Starting XI,,Serbia,0.0,0.0,Half Start,,Slovenia,False,,False,,False
159628,3930170,1,0,0,00:00:00.000,Half Start,,Slovenia,Slovenia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,0,1,1,0,0,Half Start,,Serbia,0.0,0.0,Pass,Andraž Šporar,Slovenia,True,,False,,False
159629,3930170,1,0,0,00:00:00.203,Pass,Andraž Šporar,Slovenia,Slovenia,61.0,40.1,,1.406175,From Kick Off,Vanja Drkušić,25.915632,Ground Pass,,-3.1068575,35.1,39.2,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,1,0,1,1,0,0,Half Start,,Slovenia,0.0,0.0,Ball Receipt*,Vanja Drkušić,Slovenia,True,59.0,False,False,False
159630,3930170,1,0,1,00:00:01.609,Ball Receipt*,Vanja Drkušić,Slovenia,Slovenia,35.1,39.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,0,1,1,0,0,Pass,Andraž Šporar,Slovenia,0.0,0.0,Carry,Vanja Drkušić,Slovenia,True,84.9,False,False,False
159631,3930170,1,0,1,00:00:01.609,Carry,Vanja Drkušić,Slovenia,Slovenia,35.1,39.2,,1.851686,From Kick Off,,,,,,,,,,,,False,40.2,37.9,5.26307894677631,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,0,1,1,0,0,Ball Receipt*,Vanja Drkušić,Slovenia,0.0,1.0,Pass,Vanja Drkušić,Slovenia,True,84.9,False,False,False
159632,3930170,1,0,3,00:00:03.461,Pass,Vanja Drkušić,Slovenia,Slovenia,40.2,37.9,,2.965201,From Kick Off,Benjamin Šeško,56.603886,High Pass,Incomplete,-0.3686959,93.0,17.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,0,1,1,0,0,Carry,Vanja Drkušić,Slovenia,0.0,1.0,Ball Receipt*,Benjamin Šeško,Slovenia,True,79.8,False,False,False
159633,3930170,1,0,6,00:00:06.426,Ball Receipt*,Benjamin Šeško,Slovenia,Slovenia,92.6,17.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,1,0,1,1,0,0,Pass,Vanja Drkušić,Slovenia,0.0,3.0,Pass,Milos Veljkovic,Serbia,False,27.400000000000006,False,False,False
159634,3930170,1,0,6,00:00:06.426,Pass,Milos Veljkovic,Serbia,Slovenia,27.1,62.6,,2.387009,From Kick Off,Aleksandar Mitrović,21.524405,High Pass,Incomplete,-0.14452517,48.4,59.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Benjamin Šeško,Slovenia,0.0,6.0,Ball Receipt*,Aleksandar Mitrović,Serbia,True,92.9,False,False,False
159635,3930170,1,0,8,00:00:08.813,Ball Receipt*,Aleksandar Mitrović,Serbia,Slovenia,51.1,56.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,0,1,0,0,Pass,Milos Veljkovic,Serbia,0.0,6.0,Ball Recovery,Adam Gnezda Čerin,Slovenia,False,68.9,False,False,False
159636,3930170,1,0,8,00:00:08.813,Ball Recovery,Adam Gnezda Čerin,Slovenia,Slovenia,71.7,20.6,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,1,0,1,1,0,0,Ball Receipt*,Aleksandar Mitrović,Serbia,0.0,8.0,Carry,Adam Gnezda Čerin,Slovenia,True,48.3,False,False,False
159637,3930170,1,0,8,00:00:08.813,Carry,Adam Gnezda Čerin,Slovenia,Slovenia,71.7,20.6,True,1.981936,From Kick Off,,,,,,,,,,,,False,69.2,4.9,15.897798589741916,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,1,0,1,1,0,0,Ball Recovery,Adam Gnezda Čerin,Slovenia,0.0,8.0,Pressure,Dušan Tadić,Serbia,False,48.3,False,False,False
159638,3930170,1,0,10,00:00:10.564,Pressure,Dušan Tadić,Serbia,Slovenia,48.1,71.6,,0.412793,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Carry,Adam Gnezda Čerin,Slovenia,0.0,8.0,Pass,Adam Gnezda Čerin,Slovenia,False,71.9,False,False,False
159639,3930170,1,0,10,00:00:10.795,Pass,Adam Gnezda Čerin,Slovenia,Slovenia,69.2,4.9,True,0.964677,From Kick Off,Timi Elšnik,5.575841,Low Pass,Incomplete,1.0026916,72.2,9.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,1,0,1,1,0,0,Pressure,Dušan Tadić,Serbia,0.0,10.0,Ball Receipt*,Timi Elšnik,Slovenia,True,50.8,False,False,True
159640,3930170,1,0,11,00:00:11.760,Ball Receipt*,Timi Elšnik,Slovenia,Slovenia,69.2,12.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,0,1,1,0,0,Pass,Adam Gnezda Čerin,Slovenia,0.0,10.0,Pass,Ivan Ilić,Serbia,False,50.8,False,False,False
159641,3930170,1,0,11,00:00:11.760,Pass,Ivan Ilić,Serbia,Serbia,47.9,70.5,,0.668496,Regular Play,Aleksandar Mitrović,12.423365,Low Pass,,-0.38798007,59.4,65.8,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Timi Elšnik,Slovenia,0.0,11.0,Ball Receipt*,Aleksandar Mitrović,Serbia,True,72.1,False,False,False
159642,3930170,1,0,12,00:00:12.428,Ball Receipt*,Aleksandar Mitrović,Serbia,Serbia,59.4,65.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,0,1,0,0,Pass,Ivan Ilić,Serbia,0.0,11.0,Carry,Aleksandar Mitrović,Serbia,True,60.6,False,False,False
159643,3930170,1,0,12,00:00:12.428,Carry,Aleksandar Mitrović,Serbia,Serbia,59.4,65.8,True,0.750817,Regular Play,,,,,,,,,,,,False,58.4,64.5,1.6401219466856702,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Aleksandar Mitrović,Serbia,0.0,12.0,Pressure,Timi Elšnik,Slovenia,False,60.6,False,False,False
159644,3930170,1,0,12,00:00:12.795,Pressure,Timi Elšnik,Slovenia,Serbia,62.4,14.6,,0.424896,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,0,1,1,0,0,Carry,Aleksandar Mitrović,Serbia,0.0,12.0,Pass,Aleksandar Mitrović,Serbia,False,57.6,False,False,False
159645,3930170,1,0,13,00:00:13.179,Pass,Aleksandar Mitrović,Serbia,Serbia,58.4,64.5,True,0.46531,Regular Play,Ivan Ilić,6.0539246,Low Pass,,-1.9605049,56.1,58.9,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,0,1,0,0,Pressure,Timi Elšnik,Slovenia,0.0,12.0,Ball Receipt*,Ivan Ilić,Serbia,True,61.6,False,False,True
159646,3930170,1,0,13,00:00:13.644,Ball Receipt*,Ivan Ilić,Serbia,Serbia,56.1,58.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pass,Aleksandar Mitrović,Serbia,0.0,13.0,Carry,Ivan Ilić,Serbia,True,63.9,False,False,False
159647,3930170,1,0,13,00:00:13.644,Carry,Ivan Ilić,Serbia,Serbia,56.1,58.9,True,2.778163,Regular Play,,,,,,,,,,,,False,63.5,39.1,21.137644144984556,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Ivan Ilić,Serbia,0.0,13.0,Pressure,Petar Stojanović,Slovenia,False,63.9,False,False,False
159648,3930170,1,0,14,00:00:14.716,Pressure,Petar Stojanović,Slovenia,Serbia,56.9,31.2,,0.555729,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,1,0,1,1,0,0,Carry,Ivan Ilić,Serbia,0.0,13.0,Pass,Ivan Ilić,Serbia,False,63.1,False,False,False
159649,3930170,1,0,16,00:00:16.423,Pass,Ivan Ilić,Serbia,Serbia,63.5,39.1,,1.263959,Regular Play,Filip Mladenović,24.845322,Ground Pass,,-1.5103861,65.0,14.3,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pressure,Petar Stojanović,Slovenia,0.0,14.0,Ball Receipt*,Filip Mladenović,Serbia,True,56.5,False,False,False
159650,3930170,1,0,17,00:00:17.686,Ball Receipt*,Filip Mladenović,Serbia,Serbia,65.0,14.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,1,0,1,0,0,Pass,Ivan Ilić,Serbia,0.0,16.0,Carry,Filip Mladenović,Serbia,True,55.0,False,False,False
159651,3930170,1,0,17,00:00:17.686,Carry,Filip Mladenović,Serbia,Serbia,65.0,14.3,,3.070997,Regular Play,,,,,,,,,,,,False,71.4,10.4,7.494664769020698,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Filip Mladenović,Serbia,0.0,17.0,Pass,Filip Mladenović,Serbia,True,55.0,False,False,False
159652,3930170,1,0,20,00:00:20.757,Pass,Filip Mladenović,Serbia,Serbia,71.4,10.4,,0.813899,Regular Play,Ivan Ilić,12.133425,Ground Pass,,1.6450398,70.5,22.5,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,1,0,1,0,0,Carry,Filip Mladenović,Serbia,0.0,17.0,Ball Receipt*,Ivan Ilić,Serbia,True,48.599999999999994,False,False,False
159653,3930170,1,0,21,00:00:21.571,Ball Receipt*,Ivan Ilić,Serbia,Serbia,70.5,22.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pass,Filip Mladenović,Serbia,0.0,20.0,Carry,Ivan Ilić,Serbia,True,49.5,False,False,False
159654,3930170,1,0,21,00:00:21.571,Carry,Ivan Ilić,Serbia,Serbia,70.5,22.5,,0.08,Regular Play,,,,,,,,,,,,False,70.0,22.8,0.5830951894845304,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Ivan Ilić,Serbia,0.0,21.0,Pass,Ivan Ilić,Serbia,True,49.5,False,False,False
159655,3930170,1,0,21,00:00:21.651,Pass,Ivan Ilić,Serbia,Serbia,70.0,22.8,,1.32479,Regular Play,Strahinja Pavlović,15.701274,Ground Pass,,-3.1288545,54.3,22.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Carry,Ivan Ilić,Serbia,0.0,21.0,Ball Receipt*,Strahinja Pavlović,Serbia,True,50.0,False,False,False
159656,3930170,1,0,22,00:00:22.976,Ball Receipt*,Strahinja Pavlović,Serbia,Serbia,54.3,22.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,0,1,0,0,Pass,Ivan Ilić,Serbia,0.0,21.0,Carry,Strahinja Pavlović,Serbia,True,65.7,False,False,False
159657,3930170,1,0,22,00:00:22.976,Carry,Strahinja Pavlović,Serbia,Serbia,54.3,22.6,,0.04,Regular Play,,,,,,,,,,,,False,54.3,22.6,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Strahinja Pavlović,Serbia,0.0,22.0,Pass,Strahinja Pavlović,Serbia,True,65.7,False,False,False
159658,3930170,1,0,23,00:00:23.016,Pass,Strahinja Pavlović,Serbia,Serbia,54.3,22.6,,0.986191,Regular Play,Saša Lukić,14.523085,Ground Pass,,-1.1749458,59.9,9.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,0,1,0,0,Carry,Strahinja Pavlović,Serbia,0.0,22.0,Ball Receipt*,Saša Lukić,Serbia,True,65.7,False,False,False
159659,3930170,1,0,24,00:00:24.002,Ball Receipt*,Saša Lukić,Serbia,Serbia,59.9,9.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pass,Strahinja Pavlović,Serbia,0.0,23.0,Carry,Saša Lukić,Serbia,True,60.1,False,False,False
159660,3930170,1,0,24,00:00:24.002,Carry,Saša Lukić,Serbia,Serbia,59.9,9.2,,0.239335,Regular Play,,,,,,,,,,,,False,59.9,9.2,0.0,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Saša Lukić,Serbia,0.0,24.0,Pass,Saša Lukić,Serbia,True,60.1,False,False,False
159661,3930170,1,0,24,00:00:24.242,Pass,Saša Lukić,Serbia,Serbia,59.9,9.2,,0.99122,Regular Play,Strahinja Pavlović,13.865786,Ground Pass,,2.3255918,50.4,19.3,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Carry,Saša Lukić,Serbia,0.0,24.0,Ball Receipt*,Strahinja Pavlović,Serbia,True,60.1,False,False,False
159662,3930170,1,0,25,00:00:25.233,Ball Receipt*,Strahinja Pavlović,Serbia,Serbia,50.4,19.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,0,1,0,0,Pass,Saša Lukić,Serbia,0.0,24.0,Carry,Strahinja Pavlović,Serbia,True,69.6,False,False,False
159663,3930170,1,0,25,00:00:25.233,Carry,Strahinja Pavlović,Serbia,Serbia,50.4,19.3,,1.137259,Regular Play,,,,,,,,,,,,False,48.9,20.3,1.8027756377319946,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Strahinja Pavlović,Serbia,0.0,25.0,Pass,Strahinja Pavlović,Serbia,True,69.6,False,False,False
159664,3930170,1,0,26,00:00:26.370,Pass,Strahinja Pavlović,Serbia,Serbia,48.9,20.3,,1.11824,Regular Play,Nikola Milenković,20.946838,Ground Pass,,1.6376821,47.5,41.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,0,1,0,0,Carry,Strahinja Pavlović,Serbia,0.0,25.0,Ball Receipt*,Nikola Milenković,Serbia,True,71.1,False,False,False
159665,3930170,1,0,27,00:00:27.488,Ball Receipt*,Nikola Milenković,Serbia,Serbia,47.5,41.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,1,0,1,0,0,Pass,Strahinja Pavlović,Serbia,0.0,26.0,Carry,Nikola Milenković,Serbia,True,72.5,False,False,False
159666,3930170,1,0,27,00:00:27.488,Carry,Nikola Milenković,Serbia,Serbia,47.5,41.2,,1.007348,Regular Play,,,,,,,,,,,,False,45.8,41.2,1.7000000000000028,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Nikola Milenković,Serbia,0.0,27.0,Pass,Nikola Milenković,Serbia,True,72.5,False,False,False
159667,3930170,1,0,28,00:00:28.496,Pass,Nikola Milenković,Serbia,Serbia,45.8,41.2,,1.481982,Regular Play,Milos Veljkovic,25.901737,Ground Pass,,1.5823789,45.5,67.1,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,1,0,1,0,0,Carry,Nikola Milenković,Serbia,0.0,27.0,Ball Receipt*,Milos Veljkovic,Serbia,True,74.2,False,False,False
159668,3930170,1,0,29,00:00:29.978,Ball Receipt*,Milos Veljkovic,Serbia,Serbia,45.5,67.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,1,0,0,Pass,Nikola Milenković,Serbia,0.0,28.0,Carry,Milos Veljkovic,Serbia,True,74.5,False,False,False
159669,3930170,1,0,29,00:00:29.978,Carry,Milos Veljkovic,Serbia,Serbia,45.5,67.1,,1.153008,Regular Play,,,,,,,,,,,,False,45.9,70.8,3.721558813185682,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Milos Veljkovic,Serbia,0.0,29.0,Pass,Milos Veljkovic,Serbia,True,74.5,False,False,False
159670,3930170,1,0,31,00:00:31.131,Pass,Milos Veljkovic,Serbia,Serbia,45.9,70.8,,1.089208,Regular Play,Dušan Tadić,27.668394,Ground Pass,,-0.16336615,73.2,66.3,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,1,0,0,Carry,Milos Veljkovic,Serbia,0.0,29.0,Ball Receipt*,Dušan Tadić,Serbia,True,74.1,False,False,False
159671,3930170,1,0,32,00:00:32.220,Ball Receipt*,Dušan Tadić,Serbia,Serbia,73.2,66.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pass,Milos Veljkovic,Serbia,0.0,31.0,Carry,Dušan Tadić,Serbia,True,46.8,False,False,False
159672,3930170,1,0,32,00:00:32.220,Carry,Dušan Tadić,Serbia,Serbia,73.2,66.3,,0.864013,Regular Play,,,,,,,,,,,,False,73.2,68.2,1.9000000000000057,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Dušan Tadić,Serbia,0.0,32.0,Pass,Dušan Tadić,Serbia,True,46.8,False,False,False
159673,3930170,1,0,33,00:00:33.084,Pass,Dušan Tadić,Serbia,Serbia,73.2,68.2,,0.552096,Regular Play,Andrija Živković,6.239391,Ground Pass,,-3.0291655,67.0,67.5,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,1,0,1,0,0,Carry,Dušan Tadić,Serbia,0.0,32.0,Ball Receipt*,Andrija Živković,Serbia,True,46.8,False,False,False
159674,3930170,1,0,33,00:00:33.636,Ball Receipt*,Andrija Živković,Serbia,Serbia,67.0,67.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,0,1,0,0,Pass,Dušan Tadić,Serbia,0.0,33.0,Carry,Andrija Živković,Serbia,True,53.0,False,False,False
159675,3930170,1,0,33,00:00:33.636,Carry,Andrija Živković,Serbia,Serbia,67.0,67.5,True,1.831917,Regular Play,,,,,,,,,,,,False,67.3,56.6,10.904127658827182,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Andrija Živković,Serbia,0.0,33.0,Pressure,Adam Gnezda Čerin,Slovenia,False,53.0,False,False,False
159676,3930170,1,0,33,00:00:33.975,Pressure,Adam Gnezda Čerin,Slovenia,Serbia,49.0,13.8,,1.533605,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,1,0,1,1,0,0,Carry,Andrija Živković,Serbia,0.0,33.0,Pass,Andrija Živković,Serbia,False,71.0,False,False,False
159677,3930170,1,0,35,00:00:35.468,Pass,Andrija Živković,Serbia,Serbia,67.3,56.6,True,2.449056,Regular Play,Filip Mladenović,51.930145,High Pass,,-1.263661,83.0,7.1,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,0,1,0,0,Pressure,Adam Gnezda Čerin,Slovenia,0.0,33.0,Ball Receipt*,Filip Mladenović,Serbia,True,52.7,False,False,False
159678,3930170,1,0,37,00:00:37.917,Ball Receipt*,Filip Mladenović,Serbia,Serbia,83.0,7.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,1,0,1,0,0,Pass,Andrija Živković,Serbia,0.0,35.0,Carry,Filip Mladenović,Serbia,True,37.0,False,False,False
159679,3930170,1,0,37,00:00:37.917,Carry,Filip Mladenović,Serbia,Serbia,83.0,7.1,,1.679593,Regular Play,,,,,,,,,,,,False,91.6,9.7,8.984430978086476,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Filip Mladenović,Serbia,0.0,37.0,Pass,Filip Mladenović,Serbia,True,37.0,False,False,False
159680,3930170,1,0,39,00:00:39.597,Pass,Filip Mladenović,Serbia,Serbia,91.6,9.7,,1.481074,Regular Play,Aleksandar Mitrović,35.01914,High Pass,Incomplete,1.1186424,106.9,41.2,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,1,0,1,0,0,Carry,Filip Mladenović,Serbia,0.0,37.0,Ball Receipt*,Aleksandar Mitrović,Serbia,True,28.400000000000006,False,False,False
159681,3930170,1,0,41,00:00:41.078,Ball Receipt*,Aleksandar Mitrović,Serbia,Serbia,106.9,41.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,0,1,0,0,Pass,Filip Mladenović,Serbia,0.0,39.0,Duel,Aleksandar Mitrović,Serbia,True,13.099999999999994,False,True,False
159682,3930170,1,0,41,00:00:41.078,Duel,Aleksandar Mitrović,Serbia,Serbia,106.9,41.2,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Aleksandar Mitrović,Serbia,0.0,41.0,Clearance,Jaka Bijol,Slovenia,False,13.099999999999994,False,True,False
159683,3930170,1,0,41,00:00:41.078,Clearance,Jaka Bijol,Slovenia,Serbia,13.2,38.9,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,0,1,1,0,0,Duel,Aleksandar Mitrović,Serbia,0.0,41.0,Ball Recovery,Timi Elšnik,Slovenia,True,106.8,False,False,False
159684,3930170,1,0,43,00:00:43.858,Ball Recovery,Timi Elšnik,Slovenia,Serbia,20.7,40.9,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,0,1,1,0,0,Clearance,Jaka Bijol,Slovenia,0.0,41.0,Carry,Timi Elšnik,Slovenia,True,99.3,False,False,False
159685,3930170,1,0,43,00:00:43.858,Carry,Timi Elšnik,Slovenia,Serbia,20.7,40.9,,0.660835,Regular Play,,,,,,,,,,,,False,20.5,39.5,1.4142135623730936,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,0,1,1,0,0,Ball Recovery,Timi Elšnik,Slovenia,0.0,43.0,Pass,Timi Elšnik,Slovenia,True,99.3,False,False,False
159686,3930170,1,0,44,00:00:44.519,Pass,Timi Elšnik,Slovenia,Serbia,20.5,39.5,,1.711721,Regular Play,,13.579396,Low Pass,Incomplete,-0.80622846,29.9,29.7,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,0,1,1,0,0,Carry,Timi Elšnik,Slovenia,0.0,43.0,Pass,Ivan Ilić,Serbia,False,99.5,False,False,False
159687,3930170,1,0,46,00:00:46.230,Pass,Ivan Ilić,Serbia,Serbia,90.2,50.4,,0.972003,Regular Play,Andrija Živković,8.563293,Ground Pass,,0.7440993,96.5,56.2,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,1,0,1,0,0,Pass,Timi Elšnik,Slovenia,0.0,44.0,Ball Receipt*,Andrija Živković,Serbia,True,29.799999999999997,False,False,False
159688,3930170,1,0,47,00:00:47.202,Ball Receipt*,Andrija Živković,Serbia,Serbia,96.5,56.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,0,1,0,0,Pass,Ivan Ilić,Serbia,0.0,46.0,Carry,Andrija Živković,Serbia,True,23.5,False,True,False
159689,3930170,1,0,47,00:00:47.202,Carry,Andrija Živković,Serbia,Serbia,96.5,56.2,,0.04,Regular Play,,,,,,,,,,,,False,97.8,57.3,1.7029386365926342,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Andrija Živković,Serbia,0.0,47.0,Pass,Andrija Živković,Serbia,True,23.5,False,True,False
159690,3930170,1,0,47,00:00:47.242,Pass,Andrija Živković,Serbia,Serbia,97.8,57.3,,0.553579,Regular Play,Dušan Vlahović,6.9526973,Ground Pass,,-0.7039461,103.1,52.8,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,0,1,0,0,Carry,Andrija Živković,Serbia,0.0,47.0,Pressure,Jaka Bijol,Slovenia,False,22.200000000000003,False,True,False
159691,3930170,1,0,47,00:00:47.715,Pressure,Jaka Bijol,Slovenia,Serbia,17.0,27.3,,1.015106,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,0,1,1,0,0,Pass,Andrija Živković,Serbia,0.0,47.0,Ball Receipt*,Dušan Vlahović,Serbia,False,103.0,False,False,False
