event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Croatia_score,Albania_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
91330,3930167,1,0,0,00:00:00.000,Starting XI,,Croatia,Croatia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,0,3,0,0,,,,,,Starting XI,,Albania,False,,False,,False
91331,3930167,1,0,0,00:00:00.000,Starting XI,,Albania,Croatia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,1,2,0,0,Starting XI,,Croatia,0.0,0.0,Half Start,,Croatia,False,,False,,False
91332,3930167,1,0,0,00:00:00.000,Half Start,,Croatia,Croatia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,0,3,0,0,Starting XI,,Albania,0.0,0.0,Half Start,,Albania,False,,False,,False
91333,3930167,1,0,0,00:00:00.000,Half Start,,Albania,Croatia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,1,2,0,0,Half Start,,Croatia,0.0,0.0,Pass,Qazim Laçi,Albania,True,,False,,False
91334,3930167,1,0,0,00:00:00.551,Pass,Qazim Laçi,Albania,Albania,61.0,40.1,,1.709943,From Kick Off,Kristjan Asllani,20.934422,Ground Pass,,3.0842392,40.1,41.3,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Half Start,,Albania,0.0,0.0,Ball Receipt*,Kristjan Asllani,Albania,True,59.0,False,False,False
91335,3930167,1,0,2,00:00:02.261,Ball Receipt*,Kristjan Asllani,Albania,Albania,40.1,41.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Pass,Qazim Laçi,Albania,0.0,0.0,Carry,Kristjan Asllani,Albania,True,79.9,False,False,False
91336,3930167,1,0,2,00:00:02.261,Carry,Kristjan Asllani,Albania,Albania,40.1,41.3,,1.047945,From Kick Off,,,,,,,,,,,,False,42.0,41.6,1.9235384061671337,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Ball Receipt*,Kristjan Asllani,Albania,0.0,2.0,Pass,Kristjan Asllani,Albania,True,79.9,False,False,False
91337,3930167,1,0,3,00:00:03.308,Pass,Kristjan Asllani,Albania,Albania,42.0,41.6,,3.145269,From Kick Off,Rey Manaj,61.48016,High Pass,,-0.64577824,91.1,4.6,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Carry,Kristjan Asllani,Albania,0.0,2.0,Ball Receipt*,Rey Manaj,Albania,True,78.0,False,False,False
91338,3930167,1,0,6,00:00:06.454,Ball Receipt*,Rey Manaj,Albania,Albania,91.1,4.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,2,0,0,Pass,Kristjan Asllani,Albania,0.0,3.0,Pass,Rey Manaj,Albania,True,28.900000000000006,False,False,False
91339,3930167,1,0,6,00:00:06.511,Pass,Rey Manaj,Albania,Albania,91.2,5.4,,0.717105,From Kick Off,,11.737972,High Pass,Incomplete,0.7853982,99.5,13.7,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,2,0,0,Ball Receipt*,Rey Manaj,Albania,0.0,6.0,Pass,Josip Šutalo,Croatia,False,28.799999999999997,False,False,False
91340,3930167,1,0,7,00:00:07.228,Pass,Josip Šutalo,Croatia,Albania,20.6,66.4,,1.791284,From Kick Off,Lovro Majer,17.979988,High Pass,,0.44872335,36.8,74.2,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,3,0,0,Pass,Rey Manaj,Albania,0.0,6.0,Ball Receipt*,Lovro Majer,Croatia,True,99.4,False,False,False
91341,3930167,1,0,9,00:00:09.019,Ball Receipt*,Lovro Majer,Croatia,Albania,36.8,74.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,0,3,0,0,Pass,Josip Šutalo,Croatia,0.0,7.0,Carry,Lovro Majer,Croatia,True,83.2,False,False,False
91342,3930167,1,0,9,00:00:09.019,Carry,Lovro Majer,Croatia,Albania,36.8,74.2,True,0.408143,From Kick Off,,,,,,,,,,,,False,37.9,73.6,1.252996408614172,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,0,3,0,0,Ball Receipt*,Lovro Majer,Croatia,0.0,9.0,Pressure,Rey Manaj,Albania,False,83.2,False,False,False
91343,3930167,1,0,9,00:00:09.131,Pressure,Rey Manaj,Albania,Albania,85.3,8.7,,0.997896,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,2,0,0,Carry,Lovro Majer,Croatia,0.0,9.0,Miscontrol,Lovro Majer,Croatia,False,34.7,False,False,False
91344,3930167,1,0,9,00:00:09.427,Miscontrol,Lovro Majer,Croatia,Albania,37.9,73.6,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,0,3,0,0,Pressure,Rey Manaj,Albania,0.0,9.0,Ball Recovery,Rey Manaj,Albania,False,82.1,False,False,True
91345,3930167,1,0,10,00:00:10.397,Ball Recovery,Rey Manaj,Albania,Albania,84.0,11.0,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,2,0,0,Miscontrol,Lovro Majer,Croatia,0.0,9.0,Carry,Rey Manaj,Albania,True,36.0,False,False,False
91346,3930167,1,0,10,00:00:10.397,Carry,Rey Manaj,Albania,Albania,84.0,11.0,True,1.426054,From Kick Off,,,,,,,,,,,,False,78.3,12.3,5.84636639289739,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,2,0,0,Ball Recovery,Rey Manaj,Albania,0.0,10.0,Pressure,Lovro Majer,Croatia,False,36.0,False,False,False
91347,3930167,1,0,11,00:00:11.268,Pressure,Lovro Majer,Croatia,Albania,41.4,71.0,,0.735172,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,0,3,0,0,Carry,Rey Manaj,Albania,0.0,10.0,Pass,Rey Manaj,Albania,False,78.6,False,False,False
91348,3930167,1,0,11,00:00:11.823,Pass,Rey Manaj,Albania,Albania,78.3,12.3,True,1.885973,From Kick Off,Berat Djimsiti,21.755919,Ground Pass,,3.0217986,56.7,14.9,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,2,0,0,Pressure,Lovro Majer,Croatia,0.0,11.0,Pressure,Bruno Petković,Croatia,False,41.7,False,False,True
91349,3930167,1,0,13,00:00:13.576,Pressure,Bruno Petković,Croatia,Albania,60.3,63.0,,0.218836,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,0,3,0,0,Pass,Rey Manaj,Albania,0.0,11.0,Ball Receipt*,Berat Djimsiti,Albania,False,59.7,False,False,False
91350,3930167,1,0,13,00:00:13.709,Ball Receipt*,Berat Djimsiti,Albania,Albania,56.7,14.9,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,2,0,0,Pressure,Bruno Petković,Croatia,0.0,13.0,Carry,Berat Djimsiti,Albania,True,63.3,False,False,True
91351,3930167,1,0,13,00:00:13.709,Carry,Berat Djimsiti,Albania,Albania,56.7,14.9,True,0.04,From Kick Off,,,,,,,,,,,,False,57.9,14.1,1.4422205101855925,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,2,0,0,Ball Receipt*,Berat Djimsiti,Albania,0.0,13.0,Pass,Berat Djimsiti,Albania,True,63.3,False,False,False
91352,3930167,1,0,13,00:00:13.749,Pass,Berat Djimsiti,Albania,Albania,57.9,14.1,True,0.744875,From Kick Off,Rey Manaj,15.23286,Ground Pass,,0.0656948,73.1,15.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,2,0,0,Carry,Berat Djimsiti,Albania,0.0,13.0,Ball Receipt*,Rey Manaj,Albania,True,62.1,False,False,False
91353,3930167,1,0,14,00:00:14.494,Ball Receipt*,Rey Manaj,Albania,Albania,73.1,15.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,2,0,0,Pass,Berat Djimsiti,Albania,0.0,13.0,Carry,Rey Manaj,Albania,True,46.900000000000006,False,False,False
91354,3930167,1,0,14,00:00:14.494,Carry,Rey Manaj,Albania,Albania,73.1,15.1,,0.669966,From Kick Off,,,,,,,,,,,,False,73.6,14.1,1.118033988749895,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,2,0,0,Ball Receipt*,Rey Manaj,Albania,0.0,14.0,Pass,Rey Manaj,Albania,True,46.900000000000006,False,False,False
91355,3930167,1,0,15,00:00:15.164,Pass,Rey Manaj,Albania,Albania,73.6,14.1,,0.972322,From Kick Off,Mario Mitaj,10.043903,Ground Pass,,-1.7916251,71.4,4.3,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,2,0,0,Carry,Rey Manaj,Albania,0.0,14.0,Ball Receipt*,Mario Mitaj,Albania,True,46.400000000000006,False,False,False
91356,3930167,1,0,16,00:00:16.136,Ball Receipt*,Mario Mitaj,Albania,Albania,71.4,4.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,1,2,0,0,Pass,Rey Manaj,Albania,0.0,15.0,Carry,Mario Mitaj,Albania,True,48.599999999999994,False,False,False
91357,3930167,1,0,16,00:00:16.136,Carry,Mario Mitaj,Albania,Albania,71.4,4.3,,1.651782,From Kick Off,,,,,,,,,,,,False,68.6,5.1,2.9120439557122184,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,1,2,0,0,Ball Receipt*,Mario Mitaj,Albania,0.0,16.0,Pass,Mario Mitaj,Albania,True,48.599999999999994,False,False,False
91358,3930167,1,0,17,00:00:17.788,Pass,Mario Mitaj,Albania,Albania,68.6,5.1,,0.648375,From Kick Off,Kristjan Asllani,8.1154175,Ground Pass,,1.6324465,68.1,13.2,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,1,2,0,0,Carry,Mario Mitaj,Albania,0.0,16.0,Ball Receipt*,Kristjan Asllani,Albania,True,51.400000000000006,False,False,False
91359,3930167,1,0,18,00:00:18.436,Ball Receipt*,Kristjan Asllani,Albania,Albania,68.1,13.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Pass,Mario Mitaj,Albania,0.0,17.0,Carry,Kristjan Asllani,Albania,True,51.900000000000006,False,False,False
91360,3930167,1,0,18,00:00:18.436,Carry,Kristjan Asllani,Albania,Albania,68.1,13.2,,0.064695,From Kick Off,,,,,,,,,,,,False,68.1,13.8,0.6000000000000014,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Ball Receipt*,Kristjan Asllani,Albania,0.0,18.0,Pass,Kristjan Asllani,Albania,True,51.900000000000006,False,False,False
91361,3930167,1,0,18,00:00:18.501,Pass,Kristjan Asllani,Albania,Albania,68.1,13.8,,0.865521,From Kick Off,Nedim Bajrami,13.507035,Ground Pass,,-0.47689188,80.1,7.6,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Carry,Kristjan Asllani,Albania,0.0,18.0,Pressure,Josip Juranović,Croatia,False,51.900000000000006,False,False,False
91362,3930167,1,0,19,00:00:19.249,Pressure,Josip Juranović,Croatia,Albania,35.9,73.5,,0.180544,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,1,0,3,0,0,Pass,Kristjan Asllani,Albania,0.0,18.0,Ball Receipt*,Nedim Bajrami,Albania,False,84.1,False,False,False
91363,3930167,1,0,19,00:00:19.366,Ball Receipt*,Nedim Bajrami,Albania,Albania,80.1,7.6,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,0,0,0,0,1,1,2,1,0,Pressure,Josip Juranović,Croatia,0.0,19.0,Carry,Nedim Bajrami,Albania,True,39.900000000000006,False,False,True
91364,3930167,1,0,19,00:00:19.366,Carry,Nedim Bajrami,Albania,Albania,80.1,7.6,True,0.039999,From Kick Off,,,,,,,,,,,,False,80.8,7.1,0.860232526704265,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,0,0,0,0,1,1,2,1,0,Ball Receipt*,Nedim Bajrami,Albania,0.0,19.0,Pass,Nedim Bajrami,Albania,True,39.900000000000006,False,False,False
91365,3930167,1,0,19,00:00:19.406,Pass,Nedim Bajrami,Albania,Albania,80.8,7.1,True,0.749579,From Kick Off,Qazim Laçi,10.384604,Ground Pass,Incomplete,1.2977877,83.6,17.1,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,0,0,0,0,1,1,2,1,0,Carry,Nedim Bajrami,Albania,0.0,19.0,Ball Receipt*,Qazim Laçi,Albania,True,39.2,False,False,False
91366,3930167,1,0,20,00:00:20.156,Ball Receipt*,Qazim Laçi,Albania,Albania,84.7,21.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Pass,Nedim Bajrami,Albania,0.0,19.0,Interception,Marcelo Brozović,Croatia,False,35.3,False,False,False
91367,3930167,1,0,20,00:00:20.156,Interception,Marcelo Brozović,Croatia,Albania,36.5,63.0,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,1,0,3,0,0,Ball Receipt*,Qazim Laçi,Albania,0.0,20.0,Carry,Marcelo Brozović,Croatia,True,83.5,False,False,False
91368,3930167,1,0,20,00:00:20.156,Carry,Marcelo Brozović,Croatia,Albania,36.5,63.0,True,0.805207,From Kick Off,,,,,,,,,,,,False,34.3,65.2,3.111269837220813,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,1,0,3,0,0,Interception,Marcelo Brozović,Croatia,0.0,20.0,Pressure,Qazim Laçi,Albania,False,83.5,False,False,False
91369,3930167,1,0,20,00:00:20.818,Pressure,Qazim Laçi,Albania,Albania,85.1,18.1,,0.452662,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Carry,Marcelo Brozović,Croatia,0.0,20.0,Pass,Marcelo Brozović,Croatia,False,34.900000000000006,False,False,False
91370,3930167,1,0,20,00:00:20.961,Pass,Marcelo Brozović,Croatia,Albania,34.3,65.2,True,2.358589,From Kick Off,Dominik Livaković,32.598312,Ground Pass,,-2.4496038,9.2,44.4,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,1,0,3,0,0,Pressure,Qazim Laçi,Albania,0.0,20.0,Ball Receipt*,Dominik Livaković,Croatia,True,85.7,False,False,True
91371,3930167,1,0,23,00:00:23.320,Ball Receipt*,Dominik Livaković,Croatia,Albania,9.2,44.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,1,0,3,0,0,Pass,Marcelo Brozović,Croatia,0.0,20.0,Carry,Dominik Livaković,Croatia,True,110.8,False,False,False
91372,3930167,1,0,23,00:00:23.320,Carry,Dominik Livaković,Croatia,Albania,9.2,44.4,True,1.207206,From Kick Off,,,,,,,,,,,,False,10.6,48.0,3.8626415831655945,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,1,0,3,0,0,Ball Receipt*,Dominik Livaković,Croatia,0.0,23.0,Pressure,Jasir Asani,Albania,False,110.8,False,False,False
91373,3930167,1,0,24,00:00:24.281,Pressure,Jasir Asani,Albania,Albania,106.2,35.4,,0.966576,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,0,1,1,2,0,0,Carry,Dominik Livaković,Croatia,0.0,23.0,Pass,Dominik Livaković,Croatia,False,13.799999999999997,False,True,False
91374,3930167,1,0,24,00:00:24.527,Pass,Dominik Livaković,Croatia,Albania,10.6,48.0,True,3.82999,From Kick Off,,65.159035,High Pass,Incomplete,0.18053985,74.7,59.7,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,1,0,3,0,0,Pressure,Jasir Asani,Albania,0.0,24.0,Pass,Berat Djimsiti,Albania,False,109.4,False,False,True
91375,3930167,1,0,28,00:00:28.357,Pass,Berat Djimsiti,Albania,Albania,45.4,20.4,,1.473277,From Kick Off,Mario Mitaj,11.960351,Low Pass,,-1.671297,44.2,8.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,1,2,0,0,Pass,Dominik Livaković,Croatia,0.0,24.0,Ball Receipt*,Mario Mitaj,Albania,True,74.6,False,False,False
91376,3930167,1,0,29,00:00:29.830,Ball Receipt*,Mario Mitaj,Albania,Albania,44.2,8.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,1,2,0,0,Pass,Berat Djimsiti,Albania,0.0,28.0,Carry,Mario Mitaj,Albania,True,75.8,False,False,False
91377,3930167,1,0,29,00:00:29.830,Carry,Mario Mitaj,Albania,Albania,44.2,8.5,True,1.311972,From Kick Off,,,,,,,,,,,,False,39.7,10.2,4.810405388322277,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,1,2,0,0,Ball Receipt*,Mario Mitaj,Albania,0.0,29.0,Pressure,Lovro Majer,Croatia,False,75.8,False,False,False
91378,3930167,1,0,30,00:00:30.806,Pressure,Lovro Majer,Croatia,Albania,77.8,70.5,,0.205028,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,1,0,3,0,0,Carry,Mario Mitaj,Albania,0.0,29.0,Pass,Mario Mitaj,Albania,False,42.2,False,False,False
91379,3930167,1,0,31,00:00:31.142,Pass,Mario Mitaj,Albania,Albania,39.7,10.2,,0.692811,From Kick Off,Ylber Ramadani,9.476286,Ground Pass,,1.4438236,40.9,19.6,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,1,1,2,0,0,Pressure,Lovro Majer,Croatia,0.0,30.0,Ball Receipt*,Ylber Ramadani,Albania,True,80.3,False,False,True
91380,3930167,1,0,31,00:00:31.835,Ball Receipt*,Ylber Ramadani,Albania,Albania,40.9,19.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,1,1,2,0,0,Pass,Mario Mitaj,Albania,0.0,31.0,Carry,Ylber Ramadani,Albania,True,79.1,False,False,False
91381,3930167,1,0,31,00:00:31.835,Carry,Ylber Ramadani,Albania,Albania,40.9,19.6,,0.793106,From Kick Off,,,,,,,,,,,,False,42.0,18.7,1.421267040355192,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,1,1,2,0,0,Ball Receipt*,Ylber Ramadani,Albania,0.0,31.0,Pass,Ylber Ramadani,Albania,True,79.1,False,False,False
91382,3930167,1,0,32,00:00:32.628,Pass,Ylber Ramadani,Albania,Albania,42.0,18.7,,1.139431,From Kick Off,Kristjan Asllani,14.640014,Ground Pass,,-0.92592907,50.8,7.0,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,1,1,2,0,0,Carry,Ylber Ramadani,Albania,0.0,31.0,Ball Receipt*,Kristjan Asllani,Albania,True,78.0,False,False,False
91383,3930167,1,0,33,00:00:33.767,Ball Receipt*,Kristjan Asllani,Albania,Albania,50.8,7.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Pass,Ylber Ramadani,Albania,0.0,32.0,Carry,Kristjan Asllani,Albania,True,69.2,False,False,False
91384,3930167,1,0,33,00:00:33.767,Carry,Kristjan Asllani,Albania,Albania,50.8,7.0,,2.722256,From Kick Off,,,,,,,,,,,,False,57.5,5.1,6.964194138592062,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Ball Receipt*,Kristjan Asllani,Albania,0.0,33.0,Pass,Kristjan Asllani,Albania,True,69.2,False,False,False
91385,3930167,1,0,36,00:00:36.490,Pass,Kristjan Asllani,Albania,Albania,57.5,5.1,,1.124337,From Kick Off,Qazim Laçi,19.983242,Ground Pass,,0.9453113,69.2,21.3,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Carry,Kristjan Asllani,Albania,0.0,33.0,Ball Receipt*,Qazim Laçi,Albania,True,62.5,False,False,False
91386,3930167,1,0,37,00:00:37.614,Ball Receipt*,Qazim Laçi,Albania,Albania,69.2,21.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Pass,Kristjan Asllani,Albania,0.0,36.0,Carry,Qazim Laçi,Albania,True,50.8,False,False,False
91387,3930167,1,0,37,00:00:37.614,Carry,Qazim Laçi,Albania,Albania,69.2,21.3,True,1.18783,From Kick Off,,,,,,,,,,,,False,69.5,18.4,2.915475947422652,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Ball Receipt*,Qazim Laçi,Albania,0.0,37.0,Pressure,Marcelo Brozović,Croatia,False,50.8,False,False,False
91388,3930167,1,0,38,00:00:38.750,Pressure,Marcelo Brozović,Croatia,Albania,50.6,64.2,,0.061943,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,1,0,3,0,0,Carry,Qazim Laçi,Albania,0.0,37.0,Pass,Qazim Laçi,Albania,False,69.4,False,False,False
91389,3930167,1,0,38,00:00:38.802,Pass,Qazim Laçi,Albania,Albania,69.5,18.4,True,3.948924,From Kick Off,Nedim Bajrami,44.728626,High Pass,,-0.03577891,114.2,16.8,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,1,1,2,0,0,Pressure,Marcelo Brozović,Croatia,0.0,38.0,Ball Receipt*,Nedim Bajrami,Albania,True,50.5,False,False,True
91390,3930167,1,0,42,00:00:42.751,Ball Receipt*,Nedim Bajrami,Albania,Albania,114.2,16.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,0,0,0,0,1,1,2,1,0,Pass,Qazim Laçi,Albania,0.0,38.0,Pass,Nedim Bajrami,Albania,True,5.799999999999997,False,True,False
91391,3930167,1,0,42,00:00:42.751,Pass,Nedim Bajrami,Albania,Albania,113.3,14.9,,1.081968,From Kick Off,Rey Manaj,21.603703,Ground Pass,Incomplete,1.5893127,112.9,36.5,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,0,0,0,0,1,1,2,1,0,Ball Receipt*,Nedim Bajrami,Albania,0.0,42.0,Ball Receipt*,Rey Manaj,Albania,True,6.700000000000003,False,True,False
91392,3930167,1,0,43,00:00:43.833,Ball Receipt*,Rey Manaj,Albania,Albania,108.7,35.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,2,0,0,Pass,Nedim Bajrami,Albania,0.0,42.0,Ball Recovery,Joško Gvardiol,Croatia,False,11.299999999999997,False,True,False
91393,3930167,1,0,43,00:00:43.833,Ball Recovery,Joško Gvardiol,Croatia,Croatia,7.2,43.6,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,0,3,0,0,Ball Receipt*,Rey Manaj,Albania,0.0,43.0,Carry,Joško Gvardiol,Croatia,True,112.8,False,False,False
91394,3930167,1,0,43,00:00:43.833,Carry,Joško Gvardiol,Croatia,Croatia,7.2,43.6,True,0.762849,Regular Play,,,,,,,,,,,,False,4.0,46.9,4.59673797382448,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,0,3,0,0,Ball Recovery,Joško Gvardiol,Croatia,0.0,43.0,Pressure,Rey Manaj,Albania,False,112.8,False,False,False
91395,3930167,1,0,44,00:00:44.208,Pressure,Rey Manaj,Albania,Croatia,111.5,33.5,,0.600575,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,2,0,0,Carry,Joško Gvardiol,Croatia,0.0,43.0,Pass,Joško Gvardiol,Croatia,False,8.5,False,True,False
91396,3930167,1,0,44,00:00:44.596,Pass,Joško Gvardiol,Croatia,Croatia,4.0,46.9,True,1.261595,Regular Play,Josip Juranović,16.349007,Low Pass,,1.2471116,9.2,62.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,1,0,3,0,0,Pressure,Rey Manaj,Albania,0.0,44.0,Ball Receipt*,Josip Juranović,Croatia,True,116.0,False,False,True
91397,3930167,1,0,45,00:00:45.857,Ball Receipt*,Josip Juranović,Croatia,Croatia,9.2,62.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,1,0,3,0,0,Pass,Joško Gvardiol,Croatia,0.0,44.0,Carry,Josip Juranović,Croatia,True,110.8,False,False,False
91398,3930167,1,0,45,00:00:45.857,Carry,Josip Juranović,Croatia,Croatia,9.2,62.4,,0.439721,Regular Play,,,,,,,,,,,,False,10.1,62.0,0.9848857801796103,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,1,0,3,0,0,Ball Receipt*,Josip Juranović,Croatia,0.0,45.0,Pass,Josip Juranović,Croatia,True,110.8,False,False,False
