event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Croatia_score,Albania_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
93560,3930167,2,55,27,00:10:27.493,Carry,Nedim Bajrami,Albania,Albania,70.1,3.9,,3.13206,Regular Play,,,,,,,,,,,,False,78.5,1.8,8.658521813797092,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,1,1,0,0,1,1,2,1,0,Ball Receipt*,Nedim Bajrami,Albania,55.0,27.0,Pass,Nedim Bajrami,Albania,True,49.900000000000006,False,False,False
93561,3930167,2,55,30,00:10:30.625,Pass,Nedim Bajrami,Albania,Albania,78.5,1.8,,1.712269,Regular Play,Mario Mitaj,15.945219,Ground Pass,,0.20846522,94.1,5.1,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,1,1,0,0,1,1,2,1,0,Carry,Nedim Bajrami,Albania,55.0,27.0,Pressure,Mario Pašalić,Croatia,False,41.5,False,False,False
93562,3930167,2,55,31,00:10:31.650,Pressure,Mario Pašalić,Croatia,Albania,26.2,72.9,,7.765899,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,1,-1,0,0,1,0,3,0,0,Pass,Nedim Bajrami,Albania,55.0,30.0,Ball Receipt*,Mario Mitaj,Albania,False,93.8,False,False,False
93563,3930167,2,55,32,00:10:32.337,Ball Receipt*,Mario Mitaj,Albania,Albania,94.1,5.1,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,1,0,0,1,1,2,0,0,Pressure,Mario Pašalić,Croatia,55.0,31.0,Carry,Mario Mitaj,Albania,True,25.900000000000006,False,False,True
93564,3930167,2,55,32,00:10:32.337,Carry,Mario Mitaj,Albania,Albania,94.1,5.1,True,6.722912,Regular Play,,,,,,,,,,,,False,103.3,1.1,10.031948963187565,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,1,0,0,1,1,2,0,0,Ball Receipt*,Mario Mitaj,Albania,55.0,32.0,Pass,Mario Mitaj,Albania,True,25.900000000000006,False,False,False
93565,3930167,2,55,39,00:10:39.060,Pass,Mario Mitaj,Albania,Albania,103.3,1.1,True,2.149906,Regular Play,Nedim Bajrami,13.024976,Ground Pass,,3.0029528,90.4,2.9,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,1,0,0,1,1,2,0,0,Carry,Mario Mitaj,Albania,55.0,32.0,Ball Receipt*,Nedim Bajrami,Albania,True,16.700000000000003,False,True,False
93566,3930167,2,55,41,00:10:41.210,Ball Receipt*,Nedim Bajrami,Albania,Albania,90.4,2.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,1,1,0,0,1,1,2,1,0,Pass,Mario Mitaj,Albania,55.0,39.0,Carry,Nedim Bajrami,Albania,True,29.599999999999994,False,False,False
93567,3930167,2,55,41,00:10:41.210,Carry,Nedim Bajrami,Albania,Albania,90.4,2.9,,1.273245,Regular Play,,,,,,,,,,,,False,84.1,5.5,6.815423684555505,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,1,1,0,0,1,1,2,1,0,Ball Receipt*,Nedim Bajrami,Albania,55.0,41.0,Pass,Nedim Bajrami,Albania,True,29.599999999999994,False,False,False
93568,3930167,2,55,42,00:10:42.483,Pass,Nedim Bajrami,Albania,Albania,84.1,5.5,,1.283671,Regular Play,Berat Djimsiti,23.443762,Low Pass,,2.9701326,61.0,9.5,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,1,1,0,0,1,1,2,1,0,Carry,Nedim Bajrami,Albania,55.0,41.0,Ball Receipt*,Berat Djimsiti,Albania,True,35.900000000000006,False,False,False
93569,3930167,2,55,43,00:10:43.767,Ball Receipt*,Berat Djimsiti,Albania,Albania,61.0,9.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,1,0,0,1,1,2,0,0,Pass,Nedim Bajrami,Albania,55.0,42.0,Carry,Berat Djimsiti,Albania,True,59.0,False,False,False
93570,3930167,2,55,43,00:10:43.767,Carry,Berat Djimsiti,Albania,Albania,61.0,9.5,,0.905345,Regular Play,,,,,,,,,,,,False,60.1,9.9,0.9848857801796093,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,1,0,0,1,1,2,0,0,Ball Receipt*,Berat Djimsiti,Albania,55.0,43.0,Pass,Berat Djimsiti,Albania,True,59.0,False,False,False
93571,3930167,2,55,44,00:10:44.672,Pass,Berat Djimsiti,Albania,Albania,60.1,9.9,,0.691013,Regular Play,Kristjan Asllani,9.472592,Ground Pass,,-0.19118446,69.4,8.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,1,0,0,1,1,2,0,0,Carry,Berat Djimsiti,Albania,55.0,43.0,Ball Receipt*,Kristjan Asllani,Albania,True,59.9,False,False,False
93572,3930167,2,55,45,00:10:45.363,Ball Receipt*,Kristjan Asllani,Albania,Albania,69.4,8.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,1,1,0,0,1,1,2,0,0,Pass,Berat Djimsiti,Albania,55.0,44.0,Carry,Kristjan Asllani,Albania,True,50.599999999999994,False,False,False
93573,3930167,2,55,45,00:10:45.363,Carry,Kristjan Asllani,Albania,Albania,69.4,8.1,,1.298947,Regular Play,,,,,,,,,,,,False,65.9,8.1,3.5,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,1,1,0,0,1,1,2,0,0,Ball Receipt*,Kristjan Asllani,Albania,55.0,45.0,Pass,Kristjan Asllani,Albania,True,50.599999999999994,False,False,False
93574,3930167,2,55,46,00:10:46.662,Pass,Kristjan Asllani,Albania,Albania,65.9,8.1,,0.847204,Regular Play,Ylber Ramadani,17.356554,Ground Pass,,1.6515452,64.5,25.4,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,1,1,0,0,1,1,2,0,0,Carry,Kristjan Asllani,Albania,55.0,45.0,Ball Receipt*,Ylber Ramadani,Albania,True,54.099999999999994,False,False,False
93575,3930167,2,55,47,00:10:47.509,Ball Receipt*,Ylber Ramadani,Albania,Albania,64.5,25.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,1,1,0,0,1,1,2,0,0,Pass,Kristjan Asllani,Albania,55.0,46.0,Carry,Ylber Ramadani,Albania,True,55.5,False,False,False
93576,3930167,2,55,47,00:10:47.509,Carry,Ylber Ramadani,Albania,Albania,64.5,25.4,,1.094995,Regular Play,,,,,,,,,,,,False,60.3,23.9,4.4598206241955545,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,1,1,0,0,1,1,2,0,0,Ball Receipt*,Ylber Ramadani,Albania,55.0,47.0,Pass,Ylber Ramadani,Albania,True,55.5,False,False,False
93577,3930167,2,55,48,00:10:48.604,Pass,Ylber Ramadani,Albania,Albania,60.3,23.9,,0.94589,Regular Play,Kristjan Asllani,14.615403,Ground Pass,,-1.3988986,62.8,9.5,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,1,1,0,0,1,1,2,0,0,Carry,Ylber Ramadani,Albania,55.0,47.0,Ball Receipt*,Kristjan Asllani,Albania,True,59.7,False,False,False
93578,3930167,2,55,49,00:10:49.550,Ball Receipt*,Kristjan Asllani,Albania,Albania,62.8,9.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,1,1,0,0,1,1,2,0,0,Pass,Ylber Ramadani,Albania,55.0,48.0,Carry,Kristjan Asllani,Albania,True,57.2,False,False,False
93579,3930167,2,55,49,00:10:49.550,Carry,Kristjan Asllani,Albania,Albania,62.8,9.5,,1.386666,Regular Play,,,,,,,,,,,,False,64.2,9.3,1.4142135623731005,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,1,1,0,0,1,1,2,0,0,Ball Receipt*,Kristjan Asllani,Albania,55.0,49.0,Pass,Kristjan Asllani,Albania,True,57.2,False,False,False
93580,3930167,2,55,50,00:10:50.937,Pass,Kristjan Asllani,Albania,Albania,64.2,9.3,,0.598225,Regular Play,Mario Mitaj,10.462314,Ground Pass,,-0.6224717,72.7,3.2,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,1,1,0,0,1,1,2,0,0,Carry,Kristjan Asllani,Albania,55.0,49.0,Ball Receipt*,Mario Mitaj,Albania,True,55.8,False,False,False
93581,3930167,2,55,51,00:10:51.535,Ball Receipt*,Mario Mitaj,Albania,Albania,72.7,3.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,1,0,0,1,1,2,0,0,Pass,Kristjan Asllani,Albania,55.0,50.0,Carry,Mario Mitaj,Albania,True,47.3,False,False,False
93582,3930167,2,55,51,00:10:51.535,Carry,Mario Mitaj,Albania,Albania,72.7,3.2,,0.029501,Regular Play,,,,,,,,,,,,False,72.7,3.2,0.0,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,1,0,0,1,1,2,0,0,Ball Receipt*,Mario Mitaj,Albania,55.0,51.0,Pass,Mario Mitaj,Albania,True,47.3,False,False,False
93583,3930167,2,55,51,00:10:51.564,Pass,Mario Mitaj,Albania,Albania,72.7,3.2,,0.983269,Regular Play,Kristjan Asllani,11.321661,Ground Pass,,3.0797248,61.4,3.9,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,1,0,0,1,1,2,0,0,Carry,Mario Mitaj,Albania,55.0,51.0,Ball Receipt*,Kristjan Asllani,Albania,True,47.3,False,False,False
93584,3930167,2,55,52,00:10:52.548,Ball Receipt*,Kristjan Asllani,Albania,Albania,61.4,3.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,1,1,0,0,1,1,2,0,0,Pass,Mario Mitaj,Albania,55.0,51.0,Carry,Kristjan Asllani,Albania,True,58.6,False,False,False
93585,3930167,2,55,52,00:10:52.548,Carry,Kristjan Asllani,Albania,Albania,61.4,3.9,,1.860027,Regular Play,,,,,,,,,,,,False,56.3,4.4,5.124451190127584,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,1,1,0,0,1,1,2,0,0,Ball Receipt*,Kristjan Asllani,Albania,55.0,52.0,Pass,Kristjan Asllani,Albania,True,58.6,False,False,False
93586,3930167,2,55,54,00:10:54.408,Pass,Kristjan Asllani,Albania,Albania,56.3,4.4,,1.171045,Regular Play,Berat Djimsiti,21.260292,Ground Pass,,2.9331274,35.5,8.8,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,1,1,0,0,1,1,2,0,0,Carry,Kristjan Asllani,Albania,55.0,52.0,Ball Receipt*,Berat Djimsiti,Albania,True,63.7,False,False,False
93587,3930167,2,55,55,00:10:55.579,Ball Receipt*,Berat Djimsiti,Albania,Albania,35.5,8.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,1,0,0,1,1,2,0,0,Pass,Kristjan Asllani,Albania,55.0,54.0,Carry,Berat Djimsiti,Albania,True,84.5,False,False,False
93588,3930167,2,55,55,00:10:55.579,Carry,Berat Djimsiti,Albania,Albania,35.5,8.8,,1.650222,Regular Play,,,,,,,,,,,,False,24.6,12.8,11.61077086157504,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,1,0,0,1,1,2,0,0,Ball Receipt*,Berat Djimsiti,Albania,55.0,55.0,Pass,Berat Djimsiti,Albania,True,84.5,False,False,False
93589,3930167,2,55,57,00:10:57.229,Pass,Berat Djimsiti,Albania,Albania,24.6,12.8,,1.975421,Regular Play,Thomas Strakosha,26.541477,Ground Pass,,1.8651402,16.9,38.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,1,0,0,1,1,2,0,0,Carry,Berat Djimsiti,Albania,55.0,55.0,Ball Receipt*,Thomas Strakosha,Albania,True,95.4,False,False,False
93590,3930167,2,55,59,00:10:59.204,Ball Receipt*,Thomas Strakosha,Albania,Albania,16.9,38.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,1,1,0,0,1,1,2,0,0,Pass,Berat Djimsiti,Albania,55.0,57.0,Carry,Thomas Strakosha,Albania,True,103.1,False,False,False
93591,3930167,2,55,59,00:10:59.204,Carry,Thomas Strakosha,Albania,Albania,16.9,38.2,,2.134359,Regular Play,,,,,,,,,,,,False,19.2,38.9,2.4041630560342613,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,1,1,0,0,1,1,2,0,0,Ball Receipt*,Thomas Strakosha,Albania,55.0,59.0,Pass,Thomas Strakosha,Albania,True,103.1,False,False,False
93592,3930167,2,56,1,00:11:01.339,Pass,Thomas Strakosha,Albania,Albania,19.2,38.9,,3.365493,Regular Play,Rey Manaj,66.41273,High Pass,Out,-0.62392527,73.1,0.1,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,1,1,0,0,1,1,2,0,0,Carry,Thomas Strakosha,Albania,55.0,59.0,Ball Receipt*,Rey Manaj,Albania,True,100.8,False,False,False
93593,3930167,2,56,4,00:11:04.704,Ball Receipt*,Rey Manaj,Albania,Albania,65.9,2.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,1,0,0,1,1,2,0,0,Pass,Thomas Strakosha,Albania,56.0,1.0,Pass,Josip Juranović,Croatia,False,54.099999999999994,False,False,False
93594,3930167,2,56,7,00:11:07.499,Pass,Josip Juranović,Croatia,Croatia,47.6,80.0,,1.296169,From Throw In,Josip Šutalo,14.904026,Low Pass,,-1.8564692,43.4,65.7,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,1,-1,0,0,1,0,3,0,0,Ball Receipt*,Rey Manaj,Albania,56.0,4.0,Ball Receipt*,Josip Šutalo,Croatia,True,72.4,False,False,False
93595,3930167,2,56,8,00:11:08.795,Ball Receipt*,Josip Šutalo,Croatia,Croatia,43.4,65.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,0,1,0,3,0,0,Pass,Josip Juranović,Croatia,56.0,7.0,Carry,Josip Šutalo,Croatia,True,76.6,False,False,False
93596,3930167,2,56,8,00:11:08.795,Carry,Josip Šutalo,Croatia,Croatia,43.4,65.7,,2.605245,From Throw In,,,,,,,,,,,,False,47.6,56.2,10.387011119662866,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,0,1,0,3,0,0,Ball Receipt*,Josip Šutalo,Croatia,56.0,8.0,Pass,Josip Šutalo,Croatia,True,76.6,False,False,False
93597,3930167,2,56,11,00:11:11.400,Pass,Josip Šutalo,Croatia,Croatia,47.6,56.2,,1.606188,From Throw In,Joško Gvardiol,29.634607,Ground Pass,,-1.3634739,53.7,27.2,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,1,-1,0,0,1,0,3,0,0,Carry,Josip Šutalo,Croatia,56.0,8.0,Ball Receipt*,Joško Gvardiol,Croatia,True,72.4,False,False,False
93598,3930167,2,56,13,00:11:13.007,Ball Receipt*,Joško Gvardiol,Croatia,Croatia,53.7,27.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,0,0,1,0,3,0,0,Pass,Josip Šutalo,Croatia,56.0,11.0,Carry,Joško Gvardiol,Croatia,True,66.3,False,False,False
93599,3930167,2,56,13,00:11:13.007,Carry,Joško Gvardiol,Croatia,Croatia,53.7,27.2,,3.497698,From Throw In,,,,,,,,,,,,False,62.9,27.7,9.213576938409963,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,0,0,1,0,3,0,0,Ball Receipt*,Joško Gvardiol,Croatia,56.0,13.0,Pass,Joško Gvardiol,Croatia,True,66.3,False,False,False
93600,3930167,2,56,16,00:11:16.504,Pass,Joško Gvardiol,Croatia,Croatia,62.9,27.7,,1.522926,From Throw In,Luka Modrić,28.188828,Ground Pass,,1.2793396,71.0,54.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,0,0,1,0,3,0,0,Carry,Joško Gvardiol,Croatia,56.0,13.0,Ball Receipt*,Luka Modrić,Croatia,True,57.1,False,False,False
93601,3930167,2,56,18,00:11:18.027,Ball Receipt*,Luka Modrić,Croatia,Croatia,71.0,54.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,-1,0,0,1,0,3,0,0,Pass,Joško Gvardiol,Croatia,56.0,16.0,Carry,Luka Modrić,Croatia,True,49.0,False,False,False
93602,3930167,2,56,18,00:11:18.027,Carry,Luka Modrić,Croatia,Croatia,71.0,54.7,,1.52379,From Throw In,,,,,,,,,,,,False,77.5,61.1,9.121951545584968,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,-1,0,0,1,0,3,0,0,Ball Receipt*,Luka Modrić,Croatia,56.0,18.0,Pass,Luka Modrić,Croatia,True,49.0,False,False,False
93603,3930167,2,56,19,00:11:19.551,Pass,Luka Modrić,Croatia,Croatia,77.5,61.1,,1.638773,From Throw In,Josip Juranović,16.918924,Ground Pass,,1.2583913,82.7,77.2,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,-1,0,0,1,0,3,0,0,Carry,Luka Modrić,Croatia,56.0,18.0,Ball Receipt*,Josip Juranović,Croatia,True,42.5,False,False,False
93604,3930167,2,56,21,00:11:21.190,Ball Receipt*,Josip Juranović,Croatia,Croatia,82.7,77.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,1,-1,0,0,1,0,3,0,0,Pass,Luka Modrić,Croatia,56.0,19.0,Carry,Josip Juranović,Croatia,True,37.3,False,False,False
93605,3930167,2,56,21,00:11:21.190,Carry,Josip Juranović,Croatia,Croatia,82.7,77.2,,1.720019,From Throw In,,,,,,,,,,,,False,82.7,77.6,0.3999999999999915,,False,,"{'id': 2, 'name': 'Right Back'}",,0,1,-1,0,0,1,0,3,0,0,Ball Receipt*,Josip Juranović,Croatia,56.0,21.0,Pass,Josip Juranović,Croatia,True,37.3,False,False,False
93606,3930167,2,56,22,00:11:22.910,Pass,Josip Juranović,Croatia,Croatia,82.7,77.6,,1.666465,From Throw In,Luka Modrić,18.36001,Ground Pass,,-2.2132082,71.7,62.9,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,1,-1,0,0,1,0,3,0,0,Carry,Josip Juranović,Croatia,56.0,21.0,Ball Receipt*,Luka Modrić,Croatia,True,37.3,False,False,False
93607,3930167,2,56,24,00:11:24.576,Ball Receipt*,Luka Modrić,Croatia,Croatia,71.7,62.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,-1,0,0,1,0,3,0,0,Pass,Josip Juranović,Croatia,56.0,22.0,Carry,Luka Modrić,Croatia,True,48.3,False,False,False
93608,3930167,2,56,24,00:11:24.576,Carry,Luka Modrić,Croatia,Croatia,71.7,62.9,,1.077967,From Throw In,,,,,,,,,,,,False,72.2,56.6,6.319810123729981,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,-1,0,0,1,0,3,0,0,Ball Receipt*,Luka Modrić,Croatia,56.0,24.0,Pass,Luka Modrić,Croatia,True,48.3,False,False,False
93609,3930167,2,56,25,00:11:25.654,Pass,Luka Modrić,Croatia,Croatia,72.2,56.6,,1.144373,From Throw In,Mateo Kovačić,9.343447,Ground Pass,,-1.4743226,73.1,47.3,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,-1,0,0,1,0,3,0,0,Carry,Luka Modrić,Croatia,56.0,24.0,Ball Receipt*,Mateo Kovačić,Croatia,True,47.8,False,False,False
93610,3930167,2,56,26,00:11:26.799,Ball Receipt*,Mateo Kovačić,Croatia,Croatia,73.1,47.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,-1,0,0,1,0,3,0,0,Pass,Luka Modrić,Croatia,56.0,25.0,Carry,Mateo Kovačić,Croatia,True,46.900000000000006,False,False,False
93611,3930167,2,56,26,00:11:26.799,Carry,Mateo Kovačić,Croatia,Croatia,73.1,47.3,,1.407792,From Throw In,,,,,,,,,,,,False,73.6,40.9,6.419501538281612,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,-1,0,0,1,0,3,0,0,Ball Receipt*,Mateo Kovačić,Croatia,56.0,26.0,Pass,Mateo Kovačić,Croatia,True,46.900000000000006,False,False,False
93612,3930167,2,56,28,00:11:28.206,Pass,Mateo Kovačić,Croatia,Croatia,73.6,40.9,,1.768495,From Throw In,Joško Gvardiol,15.76864,Ground Pass,,-1.424415,75.9,25.3,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,1,-1,0,0,1,0,3,0,0,Carry,Mateo Kovačić,Croatia,56.0,26.0,Ball Receipt*,Joško Gvardiol,Croatia,True,46.400000000000006,False,False,False
93613,3930167,2,56,29,00:11:29.975,Ball Receipt*,Joško Gvardiol,Croatia,Croatia,75.9,25.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,0,0,1,0,3,0,0,Pass,Mateo Kovačić,Croatia,56.0,28.0,Carry,Joško Gvardiol,Croatia,True,44.099999999999994,False,False,False
93614,3930167,2,56,29,00:11:29.975,Carry,Joško Gvardiol,Croatia,Croatia,75.9,25.3,,3.101242,From Throw In,,,,,,,,,,,,False,79.6,20.4,6.140032573203495,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,0,0,1,0,3,0,0,Ball Receipt*,Joško Gvardiol,Croatia,56.0,29.0,Pass,Joško Gvardiol,Croatia,True,44.099999999999994,False,False,False
93615,3930167,2,56,33,00:11:33.076,Pass,Joško Gvardiol,Croatia,Croatia,79.6,20.4,,1.112216,From Throw In,Ivan Perišić,18.717104,Ground Pass,,-1.0569516,88.8,4.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,1,-1,0,0,1,0,3,0,0,Carry,Joško Gvardiol,Croatia,56.0,29.0,Ball Receipt*,Ivan Perišić,Croatia,True,40.400000000000006,False,False,False
93616,3930167,2,56,34,00:11:34.188,Ball Receipt*,Ivan Perišić,Croatia,Croatia,88.8,4.1,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,-1,0,0,1,0,3,0,0,Pass,Joško Gvardiol,Croatia,56.0,33.0,Carry,Ivan Perišić,Croatia,True,31.200000000000003,False,False,False
93617,3930167,2,56,34,00:11:34.188,Carry,Ivan Perišić,Croatia,Croatia,88.8,4.1,,1.118318,From Throw In,,,,,,,,,,,,False,87.4,4.3,1.4142135623730867,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,-1,0,0,1,0,3,0,0,Ball Receipt*,Ivan Perišić,Croatia,56.0,34.0,Pass,Ivan Perišić,Croatia,True,31.200000000000003,False,False,False
93618,3930167,2,56,35,00:11:35.307,Pass,Ivan Perišić,Croatia,Croatia,87.4,4.3,,0.888092,From Throw In,Bruno Petković,13.1,Ground Pass,,1.5707964,87.4,17.4,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,1,-1,0,0,1,0,3,0,0,Carry,Ivan Perišić,Croatia,56.0,34.0,Ball Receipt*,Bruno Petković,Croatia,True,32.599999999999994,False,False,False
93619,3930167,2,56,36,00:11:36.195,Ball Receipt*,Bruno Petković,Croatia,Croatia,87.4,17.4,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,-1,0,0,1,0,3,0,0,Pass,Ivan Perišić,Croatia,56.0,35.0,Carry,Bruno Petković,Croatia,True,32.599999999999994,False,False,False
93620,3930167,2,56,36,00:11:36.195,Carry,Bruno Petković,Croatia,Croatia,87.4,17.4,,1.726378,From Throw In,,,,,,,,,,,,False,86.7,29.5,12.120231020900551,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,-1,0,0,1,0,3,0,0,Ball Receipt*,Bruno Petković,Croatia,56.0,36.0,Pass,Bruno Petković,Croatia,True,32.599999999999994,False,False,False
93621,3930167,2,56,37,00:11:37.921,Pass,Bruno Petković,Croatia,Croatia,86.7,29.5,,1.404324,From Throw In,Luka Modrić,19.932386,Ground Pass,,1.8608115,81.0,48.6,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,1,-1,0,0,1,0,3,0,0,Carry,Bruno Petković,Croatia,56.0,36.0,Ball Receipt*,Luka Modrić,Croatia,True,33.3,False,False,False
93622,3930167,2,56,39,00:11:39.325,Ball Receipt*,Luka Modrić,Croatia,Croatia,81.0,48.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,-1,0,0,1,0,3,0,0,Pass,Bruno Petković,Croatia,56.0,37.0,Carry,Luka Modrić,Croatia,True,39.0,False,False,False
93623,3930167,2,56,39,00:11:39.325,Carry,Luka Modrić,Croatia,Croatia,81.0,48.6,,1.81601,From Throw In,,,,,,,,,,,,False,81.0,50.0,1.3999999999999986,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,-1,0,0,1,0,3,0,0,Ball Receipt*,Luka Modrić,Croatia,56.0,39.0,Pass,Luka Modrić,Croatia,True,39.0,False,False,False
93624,3930167,2,56,41,00:11:41.141,Pass,Luka Modrić,Croatia,Croatia,81.0,50.0,,1.701147,From Throw In,Josip Juranović,28.270834,Ground Pass,,0.880587,99.0,71.8,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,1,-1,0,0,1,0,3,0,0,Carry,Luka Modrić,Croatia,56.0,39.0,Ball Receipt*,Josip Juranović,Croatia,True,39.0,False,False,False
93625,3930167,2,56,42,00:11:42.843,Ball Receipt*,Josip Juranović,Croatia,Croatia,99.0,71.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,1,-1,0,0,1,0,3,0,0,Pass,Luka Modrić,Croatia,56.0,41.0,Carry,Josip Juranović,Croatia,True,21.0,False,True,False
93626,3930167,2,56,42,00:11:42.843,Carry,Josip Juranović,Croatia,Croatia,99.0,71.8,,1.251528,From Throw In,,,,,,,,,,,,False,100.0,71.5,1.0440306508910542,,False,,"{'id': 2, 'name': 'Right Back'}",,0,1,-1,0,0,1,0,3,0,0,Ball Receipt*,Josip Juranović,Croatia,56.0,42.0,Pass,Josip Juranović,Croatia,True,21.0,False,True,False
