event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Belgium_score,Slovakia_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
102649,3930164,1,0,0,00:00:00.000,Starting XI,,Belgium,Belgium,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Starting XI,,Slovakia,False,,False,,False
102650,3930164,1,0,0,00:00:00.000,Starting XI,,Slovakia,Belgium,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Belgium,0.0,0.0,Half Start,,Slovakia,True,,False,,False
102651,3930164,1,0,0,00:00:00.000,Half Start,,Slovakia,Belgium,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Slovakia,0.0,0.0,Half Start,,Belgium,False,,False,,False
102652,3930164,1,0,0,00:00:00.000,Half Start,,Belgium,Belgium,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Half Start,,Slovakia,0.0,0.0,Pass,Lukáš Haraslín,Slovakia,False,,False,,False
102653,3930164,1,0,0,00:00:00.505,Pass,Lukáš Haraslín,Slovakia,Slovakia,60.0,40.0,,1.111591,From Kick Off,Stanislav Lobotka,11.727319,Ground Pass,,-3.0733228,48.3,39.2,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,0,0,0,0,0,Half Start,,Belgium,0.0,0.0,Ball Receipt*,Stanislav Lobotka,Slovakia,True,60.0,False,False,False
102654,3930164,1,0,1,00:00:01.616,Ball Receipt*,Stanislav Lobotka,Slovakia,Slovakia,48.3,39.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Lukáš Haraslín,Slovakia,0.0,0.0,Carry,Stanislav Lobotka,Slovakia,True,71.7,False,False,False
102655,3930164,1,0,1,00:00:01.616,Carry,Stanislav Lobotka,Slovakia,Slovakia,48.3,39.2,,0.83022,From Kick Off,,,,,,,,,,,,False,48.1,40.2,1.0198039027185561,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Stanislav Lobotka,Slovakia,0.0,1.0,Pass,Stanislav Lobotka,Slovakia,True,71.7,False,False,False
102656,3930164,1,0,2,00:00:02.446,Pass,Stanislav Lobotka,Slovakia,Slovakia,48.1,40.2,,0.988706,From Kick Off,Lukáš Haraslín,13.296617,Ground Pass,,-0.12062367,61.3,38.6,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Stanislav Lobotka,Slovakia,0.0,1.0,Ball Receipt*,Lukáš Haraslín,Slovakia,True,71.9,False,False,False
102657,3930164,1,0,3,00:00:03.435,Ball Receipt*,Lukáš Haraslín,Slovakia,Slovakia,61.3,38.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,0,0,0,0,0,Pass,Stanislav Lobotka,Slovakia,0.0,2.0,Pass,Lukáš Haraslín,Slovakia,True,58.7,False,False,False
102658,3930164,1,0,3,00:00:03.435,Pass,Lukáš Haraslín,Slovakia,Slovakia,61.3,38.6,,1.124506,From Kick Off,Stanislav Lobotka,13.206059,Ground Pass,,3.1112988,48.1,39.0,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Lukáš Haraslín,Slovakia,0.0,3.0,Ball Receipt*,Stanislav Lobotka,Slovakia,True,58.7,False,False,False
102659,3930164,1,0,4,00:00:04.560,Ball Receipt*,Stanislav Lobotka,Slovakia,Slovakia,48.1,39.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Lukáš Haraslín,Slovakia,0.0,3.0,Carry,Stanislav Lobotka,Slovakia,True,71.9,False,False,False
102660,3930164,1,0,4,00:00:04.560,Carry,Stanislav Lobotka,Slovakia,Slovakia,48.1,39.0,,2.223689,From Kick Off,,,,,,,,,,,,False,47.7,41.1,2.1377558326431965,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Stanislav Lobotka,Slovakia,0.0,4.0,Pass,Stanislav Lobotka,Slovakia,True,71.9,False,False,False
102661,3930164,1,0,6,00:00:06.783,Pass,Stanislav Lobotka,Slovakia,Slovakia,47.7,41.1,,2.96213,From Kick Off,Denis Vavro,26.806715,Ground Pass,,1.5931807,47.1,67.9,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Stanislav Lobotka,Slovakia,0.0,4.0,Ball Receipt*,Denis Vavro,Slovakia,True,72.3,False,False,False
102662,3930164,1,0,9,00:00:09.745,Ball Receipt*,Denis Vavro,Slovakia,Slovakia,47.1,67.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Stanislav Lobotka,Slovakia,0.0,6.0,Carry,Denis Vavro,Slovakia,True,72.9,False,False,False
102663,3930164,1,0,9,00:00:09.745,Carry,Denis Vavro,Slovakia,Slovakia,47.1,67.9,,1.826728,From Kick Off,,,,,,,,,,,,False,47.5,66.4,1.552417469626002,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Denis Vavro,Slovakia,0.0,9.0,Pass,Denis Vavro,Slovakia,True,72.9,False,False,False
102664,3930164,1,0,11,00:00:11.572,Pass,Denis Vavro,Slovakia,Slovakia,47.5,66.4,,2.287435,From Kick Off,Milan Škriniar,44.3644,Ground Pass,,-1.7796856,38.3,23.0,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Denis Vavro,Slovakia,0.0,9.0,Ball Receipt*,Milan Škriniar,Slovakia,True,72.5,False,False,False
102665,3930164,1,0,13,00:00:13.860,Ball Receipt*,Milan Škriniar,Slovakia,Slovakia,38.3,23.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Denis Vavro,Slovakia,0.0,11.0,Carry,Milan Škriniar,Slovakia,True,81.7,False,False,False
102666,3930164,1,0,13,00:00:13.860,Carry,Milan Škriniar,Slovakia,Slovakia,38.3,23.0,,3.303978,From Kick Off,,,,,,,,,,,,False,40.5,26.2,3.8832975677895205,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Milan Škriniar,Slovakia,0.0,13.0,Pass,Milan Škriniar,Slovakia,True,81.7,False,False,False
102667,3930164,1,0,17,00:00:17.164,Pass,Milan Škriniar,Slovakia,Slovakia,40.5,26.2,,0.847209,From Kick Off,Stanislav Lobotka,12.1918,Ground Pass,,0.8550527,48.5,35.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Milan Škriniar,Slovakia,0.0,13.0,Ball Receipt*,Stanislav Lobotka,Slovakia,True,79.5,False,False,False
102668,3930164,1,0,18,00:00:18.011,Ball Receipt*,Stanislav Lobotka,Slovakia,Slovakia,48.5,35.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Milan Škriniar,Slovakia,0.0,17.0,Carry,Stanislav Lobotka,Slovakia,True,71.5,False,False,False
102669,3930164,1,0,18,00:00:18.011,Carry,Stanislav Lobotka,Slovakia,Slovakia,48.5,35.4,True,2.403225,From Kick Off,,,,,,,,,,,,False,32.0,36.7,16.55113289173886,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Stanislav Lobotka,Slovakia,0.0,18.0,Pressure,Kevin De Bruyne,Belgium,False,71.5,False,False,False
102670,3930164,1,0,19,00:00:19.968,Pressure,Kevin De Bruyne,Belgium,Slovakia,86.1,45.2,,0.419194,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Stanislav Lobotka,Slovakia,0.0,18.0,Pass,Stanislav Lobotka,Slovakia,False,33.900000000000006,False,False,False
102671,3930164,1,0,20,00:00:20.414,Pass,Stanislav Lobotka,Slovakia,Slovakia,32.0,36.7,,1.631094,From Kick Off,Martin Dúbravka,23.576471,Ground Pass,,2.9882984,8.7,40.3,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Kevin De Bruyne,Belgium,0.0,19.0,Ball Receipt*,Martin Dúbravka,Slovakia,True,88.0,False,False,True
102672,3930164,1,0,22,00:00:22.045,Ball Receipt*,Martin Dúbravka,Slovakia,Slovakia,8.7,40.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Pass,Stanislav Lobotka,Slovakia,0.0,20.0,Carry,Martin Dúbravka,Slovakia,True,111.3,False,False,False
102673,3930164,1,0,22,00:00:22.045,Carry,Martin Dúbravka,Slovakia,Slovakia,8.7,40.3,True,1.018081,From Kick Off,,,,,,,,,,,,False,9.0,39.7,0.6708203932499321,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Martin Dúbravka,Slovakia,0.0,22.0,Pressure,Kevin De Bruyne,Belgium,False,111.3,False,False,False
102674,3930164,1,0,22,00:00:22.692,Pressure,Kevin De Bruyne,Belgium,Slovakia,106.2,38.6,,0.318282,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Martin Dúbravka,Slovakia,0.0,22.0,Pass,Martin Dúbravka,Slovakia,False,13.799999999999997,False,True,False
102675,3930164,1,0,23,00:00:23.063,Pass,Martin Dúbravka,Slovakia,Slovakia,9.0,39.7,,1.909969,From Kick Off,Milan Škriniar,33.455193,Ground Pass,,-1.4056476,14.5,6.7,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Kevin De Bruyne,Belgium,0.0,22.0,Ball Receipt*,Milan Škriniar,Slovakia,True,111.0,False,False,True
102676,3930164,1,0,24,00:00:24.973,Ball Receipt*,Milan Škriniar,Slovakia,Slovakia,14.5,6.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Martin Dúbravka,Slovakia,0.0,23.0,Carry,Milan Škriniar,Slovakia,True,105.5,False,False,False
102677,3930164,1,0,24,00:00:24.973,Carry,Milan Škriniar,Slovakia,Slovakia,14.5,6.7,,0.505568,From Kick Off,,,,,,,,,,,,False,13.9,5.7,1.16619037896906,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Milan Škriniar,Slovakia,0.0,24.0,Pass,Milan Škriniar,Slovakia,True,105.5,False,False,False
102678,3930164,1,0,25,00:00:25.479,Pass,Milan Škriniar,Slovakia,Slovakia,13.9,5.7,,1.285092,From Kick Off,Dávid Hancko,13.061394,Ground Pass,Out,-0.44310257,25.7,0.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Milan Škriniar,Slovakia,0.0,24.0,Ball Receipt*,Dávid Hancko,Slovakia,True,106.1,False,False,False
102679,3930164,1,0,26,00:00:26.764,Ball Receipt*,Dávid Hancko,Slovakia,Slovakia,29.8,0.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Milan Škriniar,Slovakia,0.0,25.0,Pass,Timothy Castagne,Belgium,False,90.2,False,False,False
102680,3930164,1,0,33,00:00:33.043,Pass,Timothy Castagne,Belgium,Belgium,84.3,80.0,,2.226508,From Throw In,Wout Faes,24.014996,Low Pass,,-2.9147937,60.9,74.6,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Dávid Hancko,Slovakia,0.0,26.0,Ball Receipt*,Wout Faes,Belgium,True,35.7,False,False,False
102681,3930164,1,0,35,00:00:35.270,Ball Receipt*,Wout Faes,Belgium,Belgium,60.9,74.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Timothy Castagne,Belgium,0.0,33.0,Carry,Wout Faes,Belgium,True,59.1,False,False,False
102682,3930164,1,0,35,00:00:35.270,Carry,Wout Faes,Belgium,Belgium,60.9,74.6,True,5.857789,From Throw In,,,,,,,,,,,,False,59.0,69.2,5.724508712544676,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Wout Faes,Belgium,0.0,35.0,Pressure,Róbert Boženík,Slovakia,False,59.1,False,False,False
102683,3930164,1,0,40,00:00:40.960,Pressure,Róbert Boženík,Slovakia,Belgium,61.7,12.3,,0.445251,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Carry,Wout Faes,Belgium,0.0,35.0,Pass,Wout Faes,Belgium,False,58.3,False,False,False
102684,3930164,1,0,41,00:00:41.127,Pass,Wout Faes,Belgium,Belgium,59.0,69.2,True,0.701398,From Throw In,Timothy Castagne,10.198039,Ground Pass,,1.1246908,63.4,78.4,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Róbert Boženík,Slovakia,0.0,40.0,Ball Receipt*,Timothy Castagne,Belgium,True,61.0,False,False,True
102685,3930164,1,0,41,00:00:41.829,Ball Receipt*,Timothy Castagne,Belgium,Belgium,63.4,78.4,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Wout Faes,Belgium,0.0,41.0,Carry,Timothy Castagne,Belgium,True,56.6,False,False,False
102686,3930164,1,0,41,00:00:41.829,Carry,Timothy Castagne,Belgium,Belgium,63.4,78.4,,1.688353,From Throw In,,,,,,,,,,,,False,55.2,77.0,8.318653737234165,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Timothy Castagne,Belgium,0.0,41.0,Pass,Timothy Castagne,Belgium,True,56.6,False,False,False
102687,3930164,1,0,43,00:00:43.517,Pass,Timothy Castagne,Belgium,Belgium,55.2,77.0,,2.4,From Throw In,Koen Casteels,36.72125,Ground Pass,,-2.555856,24.6,56.7,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Timothy Castagne,Belgium,0.0,41.0,Ball Receipt*,Koen Casteels,Belgium,True,64.8,False,False,False
102688,3930164,1,0,45,00:00:45.917,Ball Receipt*,Koen Casteels,Belgium,Belgium,24.6,56.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Pass,Timothy Castagne,Belgium,0.0,43.0,Carry,Koen Casteels,Belgium,True,95.4,False,False,False
102689,3930164,1,0,45,00:00:45.917,Carry,Koen Casteels,Belgium,Belgium,24.6,56.7,,1.214138,From Throw In,,,,,,,,,,,,False,24.4,48.9,7.802563681252468,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Koen Casteels,Belgium,0.0,45.0,Pass,Koen Casteels,Belgium,True,95.4,False,False,False
102690,3930164,1,0,47,00:00:47.131,Pass,Koen Casteels,Belgium,Belgium,24.4,48.9,,1.741246,From Throw In,Zeno Debast,23.887236,Ground Pass,,-1.3684747,29.2,25.5,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Carry,Koen Casteels,Belgium,0.0,45.0,Ball Receipt*,Zeno Debast,Belgium,True,95.6,False,False,False
102691,3930164,1,0,48,00:00:48.873,Ball Receipt*,Zeno Debast,Belgium,Belgium,29.2,25.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Koen Casteels,Belgium,0.0,47.0,Carry,Zeno Debast,Belgium,True,90.8,False,False,False
102692,3930164,1,0,48,00:00:48.873,Carry,Zeno Debast,Belgium,Belgium,29.2,25.5,,0.799998,From Throw In,,,,,,,,,,,,False,28.2,23.2,2.5079872407968913,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Zeno Debast,Belgium,0.0,48.0,Pass,Zeno Debast,Belgium,True,90.8,False,False,False
102693,3930164,1,0,49,00:00:49.673,Pass,Zeno Debast,Belgium,Belgium,28.2,23.2,,1.475802,From Throw In,Yannick Ferreira Carrasco,22.411604,Ground Pass,,-0.99516934,40.4,4.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Zeno Debast,Belgium,0.0,48.0,Ball Receipt*,Yannick Ferreira Carrasco,Belgium,True,91.8,False,False,False
102694,3930164,1,0,51,00:00:51.148,Ball Receipt*,Yannick Ferreira Carrasco,Belgium,Belgium,40.4,4.4,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Zeno Debast,Belgium,0.0,49.0,Carry,Yannick Ferreira Carrasco,Belgium,True,79.6,False,False,False
102695,3930164,1,0,51,00:00:51.148,Carry,Yannick Ferreira Carrasco,Belgium,Belgium,40.4,4.4,,1.174074,From Throw In,,,,,,,,,,,,False,38.5,4.6,1.9104973174542785,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Yannick Ferreira Carrasco,Belgium,0.0,51.0,Pass,Yannick Ferreira Carrasco,Belgium,True,79.6,False,False,False
102696,3930164,1,0,52,00:00:52.322,Pass,Yannick Ferreira Carrasco,Belgium,Belgium,38.5,4.6,,0.952905,From Throw In,Zeno Debast,15.711461,Ground Pass,,2.4598935,26.3,14.5,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Yannick Ferreira Carrasco,Belgium,0.0,51.0,Ball Receipt*,Zeno Debast,Belgium,True,81.5,False,False,False
102697,3930164,1,0,53,00:00:53.275,Ball Receipt*,Zeno Debast,Belgium,Belgium,26.3,14.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Yannick Ferreira Carrasco,Belgium,0.0,52.0,Carry,Zeno Debast,Belgium,True,93.7,False,False,False
102698,3930164,1,0,53,00:00:53.275,Carry,Zeno Debast,Belgium,Belgium,26.3,14.5,,1.481945,From Throw In,,,,,,,,,,,,False,19.8,11.2,7.2897187874430385,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Zeno Debast,Belgium,0.0,53.0,Pass,Zeno Debast,Belgium,True,93.7,False,False,False
102699,3930164,1,0,54,00:00:54.757,Pass,Zeno Debast,Belgium,Belgium,19.8,11.2,,2.162193,From Throw In,Koen Casteels,28.908304,Ground Pass,,1.9988552,7.8,37.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Zeno Debast,Belgium,0.0,53.0,Ball Receipt*,Koen Casteels,Belgium,True,100.2,False,False,False
102700,3930164,1,0,56,00:00:56.919,Ball Receipt*,Koen Casteels,Belgium,Belgium,7.8,37.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Pass,Zeno Debast,Belgium,0.0,54.0,Carry,Koen Casteels,Belgium,True,112.2,False,False,False
102701,3930164,1,0,56,00:00:56.919,Carry,Koen Casteels,Belgium,Belgium,7.8,37.5,,0.817982,From Throw In,,,,,,,,,,,,False,8.8,39.2,1.9723082923316049,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Koen Casteels,Belgium,0.0,56.0,Pass,Koen Casteels,Belgium,True,112.2,False,False,False
102702,3930164,1,0,57,00:00:57.737,Pass,Koen Casteels,Belgium,Belgium,8.8,39.2,,1.348047,From Throw In,Wout Faes,19.612242,Ground Pass,,1.3654009,12.8,58.4,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Carry,Koen Casteels,Belgium,0.0,56.0,Ball Receipt*,Wout Faes,Belgium,True,111.2,False,False,False
102703,3930164,1,0,59,00:00:59.085,Ball Receipt*,Wout Faes,Belgium,Belgium,12.8,58.4,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Koen Casteels,Belgium,0.0,57.0,Carry,Wout Faes,Belgium,True,107.2,False,False,False
102704,3930164,1,0,59,00:00:59.085,Carry,Wout Faes,Belgium,Belgium,12.8,58.4,,1.109425,From Throw In,,,,,,,,,,,,False,14.3,59.2,1.700000000000002,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Wout Faes,Belgium,0.0,59.0,Pass,Wout Faes,Belgium,True,107.2,False,False,False
102705,3930164,1,1,0,00:01:00.195,Pass,Wout Faes,Belgium,Belgium,14.3,59.2,,1.004863,From Throw In,Timothy Castagne,17.880995,Ground Pass,,1.4755795,16.0,77.0,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Wout Faes,Belgium,0.0,59.0,Pressure,Ondrej Duda,Slovakia,False,105.7,False,False,False
102706,3930164,1,1,0,00:01:00.209,Pressure,Ondrej Duda,Slovakia,Belgium,105.0,21.7,,0.327816,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Wout Faes,Belgium,1.0,0.0,Ball Receipt*,Timothy Castagne,Belgium,False,15.0,False,True,False
102707,3930164,1,1,1,00:01:01.200,Ball Receipt*,Timothy Castagne,Belgium,Belgium,16.0,77.0,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Ondrej Duda,Slovakia,1.0,0.0,Carry,Timothy Castagne,Belgium,True,104.0,False,False,True
102708,3930164,1,1,1,00:01:01.200,Carry,Timothy Castagne,Belgium,Belgium,16.0,77.0,,1.259695,From Throw In,,,,,,,,,,,,False,16.2,77.4,0.44721359549996276,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Timothy Castagne,Belgium,1.0,1.0,Pass,Timothy Castagne,Belgium,True,104.0,False,False,False
102709,3930164,1,1,2,00:01:02.459,Pass,Timothy Castagne,Belgium,Belgium,16.2,77.4,,2.936797,From Throw In,Romelu Lukaku Menama,53.649323,High Pass,Incomplete,-0.074627504,69.7,73.4,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Timothy Castagne,Belgium,1.0,1.0,Ball Receipt*,Romelu Lukaku Menama,Belgium,True,103.8,False,False,False
102710,3930164,1,1,5,00:01:05.396,Ball Receipt*,Romelu Lukaku Menama,Belgium,Belgium,64.5,75.1,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pass,Timothy Castagne,Belgium,1.0,2.0,Pass,Milan Škriniar,Slovakia,False,55.5,False,False,False
102711,3930164,1,1,5,00:01:05.396,Pass,Milan Škriniar,Slovakia,Slovakia,50.4,6.7,,1.092673,Regular Play,Dávid Hancko,11.818629,Low Pass,,-0.41822433,61.2,1.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Romelu Lukaku Menama,Belgium,1.0,5.0,Ball Receipt*,Dávid Hancko,Slovakia,True,69.6,False,False,False
102712,3930164,1,1,6,00:01:06.489,Ball Receipt*,Dávid Hancko,Slovakia,Slovakia,61.2,1.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Milan Škriniar,Slovakia,1.0,5.0,Carry,Dávid Hancko,Slovakia,True,58.8,False,False,False
102713,3930164,1,1,6,00:01:06.489,Carry,Dávid Hancko,Slovakia,Slovakia,61.2,1.9,True,0.469325,Regular Play,,,,,,,,,,,,False,60.7,1.5,0.6403124237432848,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Dávid Hancko,Slovakia,1.0,6.0,Pressure,Kevin De Bruyne,Belgium,False,58.8,False,False,False
102714,3930164,1,1,6,00:01:06.786,Pressure,Kevin De Bruyne,Belgium,Slovakia,59.4,77.0,,0.326794,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Dávid Hancko,Slovakia,1.0,6.0,Pass,Dávid Hancko,Slovakia,False,60.6,False,False,False
102715,3930164,1,1,6,00:01:06.958,Pass,Dávid Hancko,Slovakia,Slovakia,60.7,1.5,True,1.384842,Regular Play,Stanislav Lobotka,9.453042,High Pass,,1.4648119,61.7,10.9,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Kevin De Bruyne,Belgium,1.0,6.0,Ball Receipt*,Stanislav Lobotka,Slovakia,True,59.3,False,False,True
