event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Netherlands_score,Turkey_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
10125,3942382,1,0,0,00:00:00.000,Starting XI,,Netherlands,Netherlands,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,1,1,7,4,0,0,,,,,,Starting XI,,Turkey,False,,False,,False
10126,3942382,1,0,0,00:00:00.000,Starting XI,,Turkey,Netherlands,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,3,0,1,7,6,0,0,Starting XI,,Netherlands,0.0,0.0,Half Start,,Netherlands,False,,False,,False
10127,3942382,1,0,0,00:00:00.000,Half Start,,Netherlands,Netherlands,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,1,1,7,4,0,0,Starting XI,,Turkey,0.0,0.0,Half Start,,Turkey,False,,False,,False
10128,3942382,1,0,0,00:00:00.000,Half Start,,Turkey,Netherlands,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,3,0,1,7,6,0,0,Half Start,,Netherlands,0.0,0.0,Pass,Memphis Depay,Netherlands,False,,False,,False
10129,3942382,1,0,0,00:00:00.492,Pass,Memphis Depay,Netherlands,Netherlands,61.0,40.1,,1.475015,From Kick Off,Stefan de Vrij,25.014595,Ground Pass,,2.8286915,37.2,47.8,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,1,7,4,1,0,Half Start,,Turkey,0.0,0.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,59.0,False,False,False
10130,3942382,1,0,1,00:00:01.967,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,37.2,47.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,1,1,7,4,0,0,Pass,Memphis Depay,Netherlands,0.0,0.0,Carry,Stefan de Vrij,Netherlands,True,82.8,False,False,False
10131,3942382,1,0,1,00:00:01.967,Carry,Stefan de Vrij,Netherlands,Netherlands,37.2,47.8,,1.186571,From Kick Off,,,,,,,,,,,,False,39.5,48.4,2.37697286480094,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,1,1,7,4,0,0,Ball Receipt*,Stefan de Vrij,Netherlands,0.0,1.0,Pass,Stefan de Vrij,Netherlands,True,82.8,False,False,False
10132,3942382,1,0,3,00:00:03.153,Pass,Stefan de Vrij,Netherlands,Netherlands,39.5,48.4,,3.144103,From Kick Off,Cody Mathès Gakpo,69.18396,High Pass,Incomplete,-0.65419745,94.4,6.3,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,1,1,7,4,0,0,Carry,Stefan de Vrij,Netherlands,0.0,1.0,Ball Receipt*,Cody Mathès Gakpo,Netherlands,True,80.5,False,False,False
10133,3942382,1,0,6,00:00:06.297,Ball Receipt*,Cody Mathès Gakpo,Netherlands,Netherlands,77.6,4.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,1,1,7,4,3,0,Pass,Stefan de Vrij,Netherlands,0.0,3.0,Duel,Cody Mathès Gakpo,Netherlands,True,42.400000000000006,False,False,False
10134,3942382,1,0,6,00:00:06.297,Duel,Cody Mathès Gakpo,Netherlands,Netherlands,94.4,6.3,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,1,1,7,4,3,0,Ball Receipt*,Cody Mathès Gakpo,Netherlands,0.0,6.0,Clearance,Mert Müldür,Turkey,False,25.599999999999994,False,False,False
10135,3942382,1,0,6,00:00:06.297,Clearance,Mert Müldür,Turkey,Netherlands,25.7,73.8,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,3,0,1,7,6,1,0,Duel,Cody Mathès Gakpo,Netherlands,0.0,6.0,Pass,Nathan Aké,Netherlands,False,94.3,False,False,False
10136,3942382,1,0,19,00:00:19.298,Pass,Nathan Aké,Netherlands,Netherlands,88.0,0.1,,1.745171,From Throw In,Memphis Depay,18.094475,High Pass,,0.2570424,105.5,4.7,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,1,1,7,4,0,0,Clearance,Mert Müldür,Turkey,0.0,6.0,Pressure,Kaan Ayhan,Turkey,False,32.0,False,False,False
10137,3942382,1,0,20,00:00:20.797,Pressure,Kaan Ayhan,Turkey,Netherlands,13.9,70.8,,0.510013,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,1,7,6,0,0,Pass,Nathan Aké,Netherlands,0.0,19.0,Pressure,Mert Müldür,Turkey,True,106.1,False,False,False
10138,3942382,1,0,20,00:00:20.989,Pressure,Mert Müldür,Turkey,Netherlands,18.7,74.0,,0.628163,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,3,0,1,7,6,1,0,Pressure,Kaan Ayhan,Turkey,0.0,20.0,Ball Receipt*,Memphis Depay,Netherlands,False,101.3,False,False,True
10139,3942382,1,0,21,00:00:21.043,Ball Receipt*,Memphis Depay,Netherlands,Netherlands,105.5,4.7,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,1,7,4,1,0,Pressure,Mert Müldür,Turkey,0.0,20.0,Carry,Memphis Depay,Netherlands,True,14.5,False,True,True
10140,3942382,1,0,21,00:00:21.043,Carry,Memphis Depay,Netherlands,Netherlands,105.5,4.7,True,0.444336,From Throw In,,,,,,,,,,,,False,106.1,4.9,0.6324555320336706,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,1,7,4,1,0,Ball Receipt*,Memphis Depay,Netherlands,0.0,21.0,Pass,Memphis Depay,Netherlands,True,14.5,False,True,False
10141,3942382,1,0,21,00:00:21.487,Pass,Memphis Depay,Netherlands,Netherlands,106.1,4.9,True,0.179553,From Throw In,Tijjani Reijnders,2.6925824,Ground Pass,Incomplete,2.5948038,103.8,6.3,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,1,7,4,1,0,Carry,Memphis Depay,Netherlands,0.0,21.0,Ball Receipt*,Tijjani Reijnders,Netherlands,True,13.900000000000006,False,True,False
10142,3942382,1,0,21,00:00:21.667,Ball Receipt*,Tijjani Reijnders,Netherlands,Netherlands,99.0,5.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,1,1,7,4,0,0,Pass,Memphis Depay,Netherlands,0.0,21.0,Block,Mert Müldür,Turkey,False,21.0,False,True,False
10143,3942382,1,0,21,00:00:21.667,Block,Mert Müldür,Turkey,Netherlands,16.3,73.8,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,3,0,1,7,6,1,0,Ball Receipt*,Tijjani Reijnders,Netherlands,0.0,21.0,Ball Recovery,Hakan Çalhanoğlu,Turkey,True,103.7,False,False,False
10144,3942382,1,0,22,00:00:22.476,Ball Recovery,Hakan Çalhanoğlu,Turkey,Netherlands,18.1,69.6,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,3,0,1,7,6,1,0,Block,Mert Müldür,Turkey,0.0,21.0,Carry,Hakan Çalhanoğlu,Turkey,True,101.9,False,False,False
10145,3942382,1,0,22,00:00:22.476,Carry,Hakan Çalhanoğlu,Turkey,Netherlands,18.1,69.6,True,1.438615,From Throw In,,,,,,,,,,,,False,15.9,70.4,2.34093998214393,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,3,0,1,7,6,1,0,Ball Recovery,Hakan Çalhanoğlu,Turkey,0.0,22.0,Pressure,Tijjani Reijnders,Netherlands,False,101.9,False,False,False
10146,3942382,1,0,23,00:00:23.122,Pressure,Tijjani Reijnders,Netherlands,Netherlands,100.4,8.9,,0.888013,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,1,1,7,4,0,0,Carry,Hakan Çalhanoğlu,Turkey,0.0,22.0,Pressure,Memphis Depay,Netherlands,True,19.599999999999994,False,True,False
10147,3942382,1,0,23,00:00:23.861,Pressure,Memphis Depay,Netherlands,Netherlands,105.1,8.5,,0.292574,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,1,7,4,1,0,Pressure,Tijjani Reijnders,Netherlands,0.0,23.0,Pass,Hakan Çalhanoğlu,Turkey,False,14.900000000000006,False,True,True
10148,3942382,1,0,23,00:00:23.914,Pass,Hakan Çalhanoğlu,Turkey,Netherlands,15.9,70.4,True,0.918686,From Throw In,Kaan Ayhan,8.600581,Ground Pass,,2.7351742,8.0,73.8,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,3,0,1,7,6,1,0,Pressure,Memphis Depay,Netherlands,0.0,23.0,Ball Receipt*,Kaan Ayhan,Turkey,True,104.1,False,False,True
10149,3942382,1,0,24,00:00:24.833,Ball Receipt*,Kaan Ayhan,Turkey,Netherlands,8.0,73.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,1,7,6,0,0,Pass,Hakan Çalhanoğlu,Turkey,0.0,23.0,Carry,Kaan Ayhan,Turkey,True,112.0,False,False,False
10150,3942382,1,0,24,00:00:24.833,Carry,Kaan Ayhan,Turkey,Netherlands,8.0,73.8,,1.017641,From Throw In,,,,,,,,,,,,False,9.0,73.6,1.0198039027185575,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,1,7,6,0,0,Ball Receipt*,Kaan Ayhan,Turkey,0.0,24.0,Pass,Kaan Ayhan,Turkey,True,112.0,False,False,False
10151,3942382,1,0,25,00:00:25.851,Pass,Kaan Ayhan,Turkey,Netherlands,9.0,73.6,,2.251925,From Throw In,Barış Alper Yılmaz,36.188396,High Pass,Incomplete,-0.23425521,44.2,65.2,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,1,7,6,0,0,Carry,Kaan Ayhan,Turkey,0.0,24.0,Ball Receipt*,Barış Alper Yılmaz,Turkey,True,111.0,False,False,False
10152,3942382,1,0,28,00:00:28.103,Ball Receipt*,Barış Alper Yılmaz,Turkey,Netherlands,44.2,65.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,3,0,1,7,6,0,0,Pass,Kaan Ayhan,Turkey,0.0,25.0,Ball Recovery,Virgil van Dijk,Netherlands,False,75.8,False,False,False
10153,3942382,1,0,28,00:00:28.103,Ball Recovery,Virgil van Dijk,Netherlands,Netherlands,75.9,14.9,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,2,1,1,7,4,0,0,Ball Receipt*,Barış Alper Yılmaz,Turkey,0.0,28.0,Pass,Jerdy Schouten,Netherlands,True,44.099999999999994,False,False,False
10154,3942382,1,0,29,00:00:29.482,Pass,Jerdy Schouten,Netherlands,Netherlands,71.9,30.2,,2.008709,From Throw In,Stefan de Vrij,20.44138,Ground Pass,,3.0239124,51.6,32.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,1,1,7,4,0,0,Ball Recovery,Virgil van Dijk,Netherlands,0.0,28.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,48.099999999999994,False,False,False
10155,3942382,1,0,31,00:00:31.491,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,51.6,32.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,1,1,7,4,0,0,Pass,Jerdy Schouten,Netherlands,0.0,29.0,Carry,Stefan de Vrij,Netherlands,True,68.4,False,False,False
10156,3942382,1,0,31,00:00:31.491,Carry,Stefan de Vrij,Netherlands,Netherlands,51.6,32.6,,4.819003,From Throw In,,,,,,,,,,,,False,47.9,47.1,14.964624953536257,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,1,1,7,4,0,0,Ball Receipt*,Stefan de Vrij,Netherlands,0.0,31.0,Pass,Stefan de Vrij,Netherlands,True,68.4,False,False,False
10157,3942382,1,0,36,00:00:36.310,Pass,Stefan de Vrij,Netherlands,Netherlands,47.9,47.1,,1.433211,From Throw In,Denzel Dumfries,23.717083,Ground Pass,,1.2490457,55.4,69.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,1,1,7,4,0,0,Carry,Stefan de Vrij,Netherlands,0.0,31.0,Ball Receipt*,Denzel Dumfries,Netherlands,True,72.1,False,False,False
10158,3942382,1,0,37,00:00:37.743,Ball Receipt*,Denzel Dumfries,Netherlands,Netherlands,55.4,69.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,1,1,7,4,0,0,Pass,Stefan de Vrij,Netherlands,0.0,36.0,Carry,Denzel Dumfries,Netherlands,True,64.6,False,False,False
10159,3942382,1,0,37,00:00:37.743,Carry,Denzel Dumfries,Netherlands,Netherlands,55.4,69.6,,1.351556,From Throw In,,,,,,,,,,,,False,53.4,69.8,2.0099751242241783,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,1,1,7,4,0,0,Ball Receipt*,Denzel Dumfries,Netherlands,0.0,37.0,Pass,Denzel Dumfries,Netherlands,True,64.6,False,False,False
10160,3942382,1,0,39,00:00:39.095,Pass,Denzel Dumfries,Netherlands,Netherlands,53.4,69.8,,1.660136,From Throw In,Stefan de Vrij,20.181675,Ground Pass,,-2.201414,41.5,53.5,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,2,1,1,7,4,0,0,Carry,Denzel Dumfries,Netherlands,0.0,37.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,66.6,False,False,False
10161,3942382,1,0,40,00:00:40.755,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,41.5,53.5,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,1,1,7,4,0,0,Pass,Denzel Dumfries,Netherlands,0.0,39.0,Carry,Stefan de Vrij,Netherlands,True,78.5,False,False,False
10162,3942382,1,0,40,00:00:40.755,Carry,Stefan de Vrij,Netherlands,Netherlands,41.5,53.5,,0.845637,From Throw In,,,,,,,,,,,,False,41.5,53.5,0.0,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,1,1,7,4,0,0,Ball Receipt*,Stefan de Vrij,Netherlands,0.0,40.0,Pass,Stefan de Vrij,Netherlands,True,78.5,False,False,False
10163,3942382,1,0,41,00:00:41.601,Pass,Stefan de Vrij,Netherlands,Netherlands,41.5,53.5,,1.361533,From Throw In,Nathan Aké,22.39866,Ground Pass,,-1.4769028,43.6,31.2,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,2,1,1,7,4,0,0,Carry,Stefan de Vrij,Netherlands,0.0,40.0,Ball Receipt*,Nathan Aké,Netherlands,True,78.5,False,False,False
10164,3942382,1,0,42,00:00:42.962,Ball Receipt*,Nathan Aké,Netherlands,Netherlands,43.6,31.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,1,1,7,4,0,0,Pass,Stefan de Vrij,Netherlands,0.0,41.0,Carry,Nathan Aké,Netherlands,True,76.4,False,False,False
10165,3942382,1,0,42,00:00:42.962,Carry,Nathan Aké,Netherlands,Netherlands,43.6,31.2,,1.801357,From Throw In,,,,,,,,,,,,False,43.6,28.0,3.1999999999999993,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,1,1,7,4,0,0,Ball Receipt*,Nathan Aké,Netherlands,0.0,42.0,Pass,Nathan Aké,Netherlands,True,76.4,False,False,False
10166,3942382,1,0,44,00:00:44.763,Pass,Nathan Aké,Netherlands,Netherlands,43.6,28.0,,2.455335,From Throw In,Xavi Simons,24.745504,Ground Pass,,-0.42930308,66.1,17.7,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,2,1,1,7,4,0,0,Carry,Nathan Aké,Netherlands,0.0,42.0,Ball Receipt*,Xavi Simons,Netherlands,True,76.4,False,False,False
10167,3942382,1,0,47,00:00:47.219,Ball Receipt*,Xavi Simons,Netherlands,Netherlands,66.1,17.7,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,1,1,7,4,0,0,Pass,Nathan Aké,Netherlands,0.0,44.0,Carry,Xavi Simons,Netherlands,True,53.900000000000006,False,False,False
10168,3942382,1,0,47,00:00:47.219,Carry,Xavi Simons,Netherlands,Netherlands,66.1,17.7,,3.500658,From Throw In,,,,,,,,,,,,False,79.9,6.3,17.899720668211565,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,1,1,7,4,0,0,Ball Receipt*,Xavi Simons,Netherlands,0.0,47.0,Pass,Xavi Simons,Netherlands,True,53.900000000000006,False,False,False
10169,3942382,1,0,50,00:00:50.719,Pass,Xavi Simons,Netherlands,Netherlands,79.9,6.3,,0.859432,From Throw In,Memphis Depay,10.331021,Ground Pass,,1.098491,84.6,15.5,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,2,1,1,7,4,0,0,Carry,Xavi Simons,Netherlands,0.0,47.0,Pressure,Hakan Çalhanoğlu,Turkey,False,40.099999999999994,False,False,False
10170,3942382,1,0,51,00:00:51.355,Pressure,Hakan Çalhanoğlu,Turkey,Netherlands,35.5,64.6,,0.494385,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,3,0,1,7,6,1,0,Pass,Xavi Simons,Netherlands,0.0,50.0,Ball Receipt*,Memphis Depay,Netherlands,False,84.5,False,False,False
10171,3942382,1,0,51,00:00:51.579,Ball Receipt*,Memphis Depay,Netherlands,Netherlands,84.6,15.5,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,1,7,4,1,0,Pressure,Hakan Çalhanoğlu,Turkey,0.0,51.0,Carry,Memphis Depay,Netherlands,True,35.400000000000006,False,False,True
10172,3942382,1,0,51,00:00:51.579,Carry,Memphis Depay,Netherlands,Netherlands,84.6,15.5,True,1.138617,From Throw In,,,,,,,,,,,,False,84.0,8.5,7.025667228100118,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,1,7,4,1,0,Ball Receipt*,Memphis Depay,Netherlands,0.0,51.0,Pressure,Salih Özcan,Turkey,False,35.400000000000006,False,False,False
10173,3942382,1,0,52,00:00:52.478,Pressure,Salih Özcan,Turkey,Netherlands,35.9,70.6,,0.186963,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,3,0,1,7,6,0,0,Carry,Memphis Depay,Netherlands,0.0,51.0,Pass,Memphis Depay,Netherlands,False,84.1,False,False,False
10174,3942382,1,0,52,00:00:52.717,Pass,Memphis Depay,Netherlands,Netherlands,84.0,8.5,,1.136665,From Throw In,Cody Mathès Gakpo,8.508819,Ground Pass,,-0.51623064,91.4,4.3,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,1,7,4,1,0,Pressure,Salih Özcan,Turkey,0.0,52.0,Pressure,Hakan Çalhanoğlu,Turkey,False,36.0,False,False,True
10175,3942382,1,0,53,00:00:53.422,Pressure,Hakan Çalhanoğlu,Turkey,Netherlands,32.0,72.8,,0.515806,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,3,0,1,7,6,1,0,Pass,Memphis Depay,Netherlands,0.0,52.0,Pressure,Mert Müldür,Turkey,True,88.0,False,False,False
10176,3942382,1,0,53,00:00:53.643,Pressure,Mert Müldür,Turkey,Netherlands,27.6,73.5,,0.144404,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,3,0,1,7,6,1,0,Pressure,Hakan Çalhanoğlu,Turkey,0.0,53.0,Ball Receipt*,Cody Mathès Gakpo,Netherlands,False,92.4,False,False,True
10177,3942382,1,0,53,00:00:53.854,Ball Receipt*,Cody Mathès Gakpo,Netherlands,Netherlands,91.4,4.3,True,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,1,1,7,4,3,0,Pressure,Mert Müldür,Turkey,0.0,53.0,Pass,Cody Mathès Gakpo,Netherlands,True,28.599999999999994,False,False,True
10178,3942382,1,0,53,00:00:53.854,Pass,Cody Mathès Gakpo,Netherlands,Netherlands,91.4,5.1,True,1.532161,From Throw In,Memphis Depay,7.6550636,Ground Pass,,0.58075637,97.8,9.3,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,1,1,7,4,3,0,Ball Receipt*,Cody Mathès Gakpo,Netherlands,0.0,53.0,Ball Receipt*,Memphis Depay,Netherlands,True,28.599999999999994,False,False,False
10179,3942382,1,0,55,00:00:55.386,Ball Receipt*,Memphis Depay,Netherlands,Netherlands,97.8,9.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,1,7,4,1,0,Pass,Cody Mathès Gakpo,Netherlands,0.0,53.0,Carry,Memphis Depay,Netherlands,True,22.200000000000003,False,True,False
10180,3942382,1,0,55,00:00:55.386,Carry,Memphis Depay,Netherlands,Netherlands,97.8,9.3,True,2.851788,From Throw In,,,,,,,,,,,,False,104.2,28.6,20.333469944896276,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,1,7,4,1,0,Ball Receipt*,Memphis Depay,Netherlands,0.0,55.0,Pressure,Kaan Ayhan,Turkey,False,22.200000000000003,False,True,False
10181,3942382,1,0,58,00:00:58.081,Pressure,Kaan Ayhan,Turkey,Netherlands,13.2,50.1,,0.297609,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,1,7,6,0,0,Carry,Memphis Depay,Netherlands,0.0,55.0,Pass,Memphis Depay,Netherlands,False,106.8,False,False,False
10182,3942382,1,0,58,00:00:58.238,Pass,Memphis Depay,Netherlands,Netherlands,104.2,28.6,True,0.180406,From Throw In,Cody Mathès Gakpo,1.6401219,Ground Pass,Incomplete,0.6556956,105.5,29.6,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,1,7,4,1,0,Pressure,Kaan Ayhan,Turkey,0.0,58.0,Ball Receipt*,Cody Mathès Gakpo,Netherlands,True,15.799999999999997,False,True,True
10183,3942382,1,0,58,00:00:58.418,Ball Receipt*,Cody Mathès Gakpo,Netherlands,Netherlands,106.5,34.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,2,1,1,7,4,3,0,Pass,Memphis Depay,Netherlands,0.0,58.0,Block,Kaan Ayhan,Turkey,False,13.5,False,True,False
10184,3942382,1,0,58,00:00:58.418,Block,Kaan Ayhan,Turkey,Netherlands,14.6,50.5,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,1,7,6,0,0,Ball Receipt*,Cody Mathès Gakpo,Netherlands,0.0,58.0,Ball Recovery,Memphis Depay,Netherlands,False,105.4,False,False,False
10185,3942382,1,0,58,00:00:58.762,Ball Recovery,Memphis Depay,Netherlands,Netherlands,104.8,32.6,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,1,7,4,1,0,Block,Kaan Ayhan,Turkey,0.0,58.0,Carry,Memphis Depay,Netherlands,True,15.200000000000003,False,True,False
10186,3942382,1,0,58,00:00:58.762,Carry,Memphis Depay,Netherlands,Netherlands,104.8,32.6,True,0.732048,From Throw In,,,,,,,,,,,,False,104.8,32.8,0.19999999999999574,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,1,7,4,1,0,Ball Recovery,Memphis Depay,Netherlands,0.0,58.0,Dribbled Past,Kaan Ayhan,Turkey,False,15.200000000000003,False,True,False
10187,3942382,1,0,59,00:00:59.494,Dribbled Past,Kaan Ayhan,Turkey,Netherlands,15.3,47.3,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,1,7,6,0,0,Carry,Memphis Depay,Netherlands,0.0,58.0,Dribble,Memphis Depay,Netherlands,False,104.7,False,False,False
10188,3942382,1,0,59,00:00:59.494,Dribble,Memphis Depay,Netherlands,Netherlands,104.8,32.8,True,0.0,From Throw In,,,,,,,,,,,,False,,,,Complete,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,1,7,4,1,0,Dribbled Past,Kaan Ayhan,Turkey,0.0,59.0,Carry,Memphis Depay,Netherlands,True,15.200000000000003,False,True,False
10189,3942382,1,0,59,00:00:59.494,Carry,Memphis Depay,Netherlands,Netherlands,104.8,32.8,True,0.410749,From Throw In,,,,,,,,,,,,False,103.7,33.2,1.1704699910719591,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,1,7,4,1,0,Dribble,Memphis Depay,Netherlands,0.0,59.0,Shot,Memphis Depay,Netherlands,True,15.200000000000003,False,True,False
10190,3942382,1,0,59,00:00:59.905,Shot,Memphis Depay,Netherlands,Netherlands,103.7,33.2,,0.560341,From Throw In,,,,,,,,Off T,0.1305271,Right Foot,Normal,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,1,1,7,4,1,0,Carry,Memphis Depay,Netherlands,0.0,59.0,Goal Keeper,Fehmi Mert Günok,Turkey,False,16.299999999999997,False,True,False
10191,3942382,1,1,0,00:01:00.465,Goal Keeper,Fehmi Mert Günok,Turkey,Netherlands,2.7,41.1,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,3,0,1,7,6,0,0,Shot,Memphis Depay,Netherlands,0.0,59.0,Pass,Fehmi Mert Günok,Turkey,True,117.3,False,False,False
