event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Romania_score,Ukraine_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
135166,3938638,1,0,0,00:00:00.000,Starting XI,,Romania,Romania,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Starting XI,,Ukraine,False,,False,,False
135167,3938638,1,0,0,00:00:00.000,Starting XI,,Ukraine,Romania,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Romania,0.0,0.0,Half Start,,Romania,False,,False,,False
135168,3938638,1,0,0,00:00:00.000,Half Start,,Romania,Romania,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Ukraine,0.0,0.0,Half Start,,Ukraine,False,,False,,False
135169,3938638,1,0,0,00:00:00.000,Half Start,,Ukraine,Romania,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Half Start,,Romania,0.0,0.0,Pass,Artem Dovbyk,Ukraine,True,,False,,False
135170,3938638,1,0,0,00:00:00.917,Pass,Artem Dovbyk,Ukraine,Ukraine,60.0,40.0,,0.98929,From Kick Off,Taras Stepanenko,15.274161,Ground Pass,,-2.9904366,44.9,37.7,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Half Start,,Ukraine,0.0,0.0,Ball Receipt*,Taras Stepanenko,Ukraine,True,60.0,False,False,False
135171,3938638,1,0,1,00:00:01.906,Ball Receipt*,Taras Stepanenko,Ukraine,Ukraine,44.9,37.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Artem Dovbyk,Ukraine,0.0,0.0,Carry,Taras Stepanenko,Ukraine,True,75.1,False,False,False
135172,3938638,1,0,1,00:00:01.906,Carry,Taras Stepanenko,Ukraine,Ukraine,44.9,37.7,,0.758058,From Kick Off,,,,,,,,,,,,False,45.9,37.7,1.0,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Taras Stepanenko,Ukraine,0.0,1.0,Pass,Taras Stepanenko,Ukraine,True,75.1,False,False,False
135173,3938638,1,0,2,00:00:02.664,Pass,Taras Stepanenko,Ukraine,Ukraine,45.9,37.7,,1.893617,From Kick Off,Mykola Matvienko,19.764868,Ground Pass,,-2.827842,27.1,31.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Taras Stepanenko,Ukraine,0.0,1.0,Ball Receipt*,Mykola Matvienko,Ukraine,True,74.1,False,False,False
135174,3938638,1,0,4,00:00:04.558,Ball Receipt*,Mykola Matvienko,Ukraine,Ukraine,27.1,31.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Taras Stepanenko,Ukraine,0.0,2.0,Carry,Mykola Matvienko,Ukraine,True,92.9,False,False,False
135175,3938638,1,0,4,00:00:04.558,Carry,Mykola Matvienko,Ukraine,Ukraine,27.1,31.6,,0.702509,From Kick Off,,,,,,,,,,,,False,30.1,31.6,3.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Mykola Matvienko,Ukraine,0.0,4.0,Pass,Mykola Matvienko,Ukraine,True,92.9,False,False,False
135176,3938638,1,0,5,00:00:05.261,Pass,Mykola Matvienko,Ukraine,Ukraine,30.1,31.6,,1.387728,From Kick Off,Illia Zabarnyi,18.893915,Ground Pass,,1.8221934,25.4,49.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Mykola Matvienko,Ukraine,0.0,4.0,Ball Receipt*,Illia Zabarnyi,Ukraine,True,89.9,False,False,False
135177,3938638,1,0,6,00:00:06.648,Ball Receipt*,Illia Zabarnyi,Ukraine,Ukraine,25.4,49.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Mykola Matvienko,Ukraine,0.0,5.0,Carry,Illia Zabarnyi,Ukraine,True,94.6,False,False,False
135178,3938638,1,0,6,00:00:06.648,Carry,Illia Zabarnyi,Ukraine,Ukraine,25.4,49.9,,2.92739,From Kick Off,,,,,,,,,,,,False,26.9,49.9,1.5,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Illia Zabarnyi,Ukraine,0.0,6.0,Pass,Illia Zabarnyi,Ukraine,True,94.6,False,False,False
135179,3938638,1,0,9,00:00:09.576,Pass,Illia Zabarnyi,Ukraine,Ukraine,26.9,49.9,,1.754054,From Kick Off,Mykola Matvienko,18.483776,Ground Pass,,-1.4296644,29.5,31.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Illia Zabarnyi,Ukraine,0.0,6.0,Ball Receipt*,Mykola Matvienko,Ukraine,True,93.1,False,False,False
135180,3938638,1,0,11,00:00:11.330,Ball Receipt*,Mykola Matvienko,Ukraine,Ukraine,29.5,31.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Illia Zabarnyi,Ukraine,0.0,9.0,Carry,Mykola Matvienko,Ukraine,True,90.5,False,False,False
135181,3938638,1,0,11,00:00:11.330,Carry,Mykola Matvienko,Ukraine,Ukraine,29.5,31.6,,1.500691,From Kick Off,,,,,,,,,,,,False,31.4,32.4,2.061552812808828,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Mykola Matvienko,Ukraine,0.0,11.0,Pass,Mykola Matvienko,Ukraine,True,90.5,False,False,False
135182,3938638,1,0,12,00:00:12.830,Pass,Mykola Matvienko,Ukraine,Ukraine,31.4,32.4,,0.896464,From Kick Off,Taras Stepanenko,9.89798,Ground Pass,,0.51789296,40.0,37.3,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Mykola Matvienko,Ukraine,0.0,11.0,Ball Receipt*,Taras Stepanenko,Ukraine,True,88.6,False,False,False
135183,3938638,1,0,13,00:00:13.727,Ball Receipt*,Taras Stepanenko,Ukraine,Ukraine,40.0,37.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Mykola Matvienko,Ukraine,0.0,12.0,Carry,Taras Stepanenko,Ukraine,True,80.0,False,False,False
135184,3938638,1,0,13,00:00:13.727,Carry,Taras Stepanenko,Ukraine,Ukraine,40.0,37.3,,0.647244,From Kick Off,,,,,,,,,,,,False,40.0,37.3,0.0,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Taras Stepanenko,Ukraine,0.0,13.0,Pass,Taras Stepanenko,Ukraine,True,80.0,False,False,False
135185,3938638,1,0,14,00:00:14.374,Pass,Taras Stepanenko,Ukraine,Ukraine,40.0,37.3,,1.003873,From Kick Off,Mykola Matvienko,13.954211,Ground Pass,,-2.6651251,27.6,30.9,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Taras Stepanenko,Ukraine,0.0,13.0,Ball Receipt*,Mykola Matvienko,Ukraine,True,80.0,False,False,False
135186,3938638,1,0,15,00:00:15.378,Ball Receipt*,Mykola Matvienko,Ukraine,Ukraine,27.6,30.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Taras Stepanenko,Ukraine,0.0,14.0,Carry,Mykola Matvienko,Ukraine,True,92.4,False,False,False
135187,3938638,1,0,15,00:00:15.378,Carry,Mykola Matvienko,Ukraine,Ukraine,27.6,30.9,,0.466028,From Kick Off,,,,,,,,,,,,False,27.6,29.3,1.5999999999999979,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Mykola Matvienko,Ukraine,0.0,15.0,Pass,Mykola Matvienko,Ukraine,True,92.4,False,False,False
135188,3938638,1,0,15,00:00:15.844,Pass,Mykola Matvienko,Ukraine,Ukraine,27.6,29.3,,1.758585,From Kick Off,Andriy Lunin,22.589378,Ground Pass,,2.7890396,6.4,37.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Mykola Matvienko,Ukraine,0.0,15.0,Pressure,Denis Mihai Drăguş,Romania,False,92.4,False,False,False
135189,3938638,1,0,17,00:00:17.591,Pressure,Denis Mihai Drăguş,Romania,Ukraine,105.8,44.9,,0.700288,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pass,Mykola Matvienko,Ukraine,0.0,15.0,Ball Receipt*,Andriy Lunin,Ukraine,False,14.200000000000003,False,True,False
135190,3938638,1,0,17,00:00:17.603,Ball Receipt*,Andriy Lunin,Ukraine,Ukraine,6.4,37.1,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Denis Mihai Drăguş,Romania,0.0,17.0,Carry,Andriy Lunin,Ukraine,True,113.6,False,False,True
135191,3938638,1,0,17,00:00:17.603,Carry,Andriy Lunin,Ukraine,Ukraine,6.4,37.1,True,0.615209,From Kick Off,,,,,,,,,,,,False,9.6,37.3,3.2062439083762784,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Andriy Lunin,Ukraine,0.0,17.0,Pass,Andriy Lunin,Ukraine,True,113.6,False,False,False
135192,3938638,1,0,18,00:00:18.218,Pass,Andriy Lunin,Ukraine,Ukraine,9.6,37.3,True,1.081263,From Kick Off,Illia Zabarnyi,16.204937,Ground Pass,,1.54611,10.0,53.5,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Carry,Andriy Lunin,Ukraine,0.0,17.0,Ball Receipt*,Illia Zabarnyi,Ukraine,True,110.4,False,False,False
135193,3938638,1,0,19,00:00:19.299,Ball Receipt*,Illia Zabarnyi,Ukraine,Ukraine,10.0,53.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Andriy Lunin,Ukraine,0.0,18.0,Carry,Illia Zabarnyi,Ukraine,True,110.0,False,False,False
135194,3938638,1,0,19,00:00:19.299,Carry,Illia Zabarnyi,Ukraine,Ukraine,10.0,53.5,,0.31806,From Kick Off,,,,,,,,,,,,False,10.0,53.1,0.3999999999999986,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Illia Zabarnyi,Ukraine,0.0,19.0,Miscontrol,Illia Zabarnyi,Ukraine,True,110.0,False,False,False
135195,3938638,1,0,19,00:00:19.617,Miscontrol,Illia Zabarnyi,Ukraine,Ukraine,10.0,53.1,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Illia Zabarnyi,Ukraine,0.0,19.0,Pressure,Yukhym Konoplya,Ukraine,True,110.0,False,False,False
135196,3938638,1,0,21,00:00:21.071,Pressure,Yukhym Konoplya,Ukraine,Ukraine,21.6,71.3,,0.758552,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Miscontrol,Illia Zabarnyi,Ukraine,0.0,19.0,Pass,Nicolae Claudiu Stanciu,Romania,False,98.4,False,False,False
135197,3938638,1,0,21,00:00:21.418,Pass,Nicolae Claudiu Stanciu,Romania,Ukraine,103.5,8.8,True,0.970027,From Kick Off,Florinel Teodor Coman,10.822661,Ground Pass,Incomplete,2.0303118,98.7,18.5,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Yukhym Konoplya,Ukraine,0.0,21.0,Ball Receipt*,Florinel Teodor Coman,Romania,True,16.5,False,True,True
135198,3938638,1,0,22,00:00:22.388,Ball Receipt*,Florinel Teodor Coman,Romania,Ukraine,99.7,14.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 16, 'name': 'Left Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Nicolae Claudiu Stanciu,Romania,0.0,21.0,Ball Recovery,Mykola Shaparenko,Ukraine,False,20.299999999999997,False,True,False
135199,3938638,1,0,22,00:00:22.388,Ball Recovery,Mykola Shaparenko,Ukraine,Ukraine,21.4,61.6,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Florinel Teodor Coman,Romania,0.0,22.0,Carry,Mykola Shaparenko,Ukraine,True,98.6,False,False,False
135200,3938638,1,0,22,00:00:22.388,Carry,Mykola Shaparenko,Ukraine,Ukraine,21.4,61.6,True,2.189409,From Kick Off,,,,,,,,,,,,False,26.9,65.8,6.92026011071838,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Recovery,Mykola Shaparenko,Ukraine,0.0,22.0,Pressure,Marius Mihai Marin,Romania,False,98.6,False,False,False
135201,3938638,1,0,23,00:00:23.789,Pressure,Marius Mihai Marin,Romania,Ukraine,91.3,18.5,,0.845634,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Mykola Shaparenko,Ukraine,0.0,22.0,Dribbled Past,Marius Mihai Marin,Romania,True,28.700000000000003,False,False,False
135202,3938638,1,0,24,00:00:24.577,Dribbled Past,Marius Mihai Marin,Romania,Ukraine,93.2,14.3,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Marius Mihai Marin,Romania,0.0,23.0,Dribble,Mykola Shaparenko,Ukraine,False,26.799999999999997,False,False,True
135203,3938638,1,0,24,00:00:24.577,Dribble,Mykola Shaparenko,Ukraine,Ukraine,26.9,65.8,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,Complete,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Dribbled Past,Marius Mihai Marin,Romania,0.0,24.0,Carry,Mykola Shaparenko,Ukraine,True,93.1,False,False,False
135204,3938638,1,0,24,00:00:24.577,Carry,Mykola Shaparenko,Ukraine,Ukraine,26.9,65.8,True,1.104917,From Kick Off,,,,,,,,,,,,False,37.3,68.3,10.696261028976432,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Dribble,Mykola Shaparenko,Ukraine,0.0,24.0,Pass,Mykola Shaparenko,Ukraine,True,93.1,False,False,False
135205,3938638,1,0,25,00:00:25.682,Pass,Mykola Shaparenko,Ukraine,Ukraine,37.3,68.3,,1.365075,From Kick Off,Viktor Tsygankov,11.882761,Ground Pass,,-0.76159316,45.9,60.1,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Mykola Shaparenko,Ukraine,0.0,24.0,Ball Receipt*,Viktor Tsygankov,Ukraine,True,82.7,False,False,False
135206,3938638,1,0,27,00:00:27.047,Ball Receipt*,Viktor Tsygankov,Ukraine,Ukraine,45.9,60.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Pass,Mykola Shaparenko,Ukraine,0.0,25.0,Carry,Viktor Tsygankov,Ukraine,True,74.1,False,False,False
135207,3938638,1,0,27,00:00:27.047,Carry,Viktor Tsygankov,Ukraine,Ukraine,45.9,60.1,,0.079999,From Kick Off,,,,,,,,,,,,False,45.3,60.1,0.6000000000000014,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Viktor Tsygankov,Ukraine,0.0,27.0,Pass,Viktor Tsygankov,Ukraine,True,74.1,False,False,False
135208,3938638,1,0,27,00:00:27.127,Pass,Viktor Tsygankov,Ukraine,Ukraine,45.3,60.1,,1.130145,From Kick Off,Georgiy Sudakov,19.777006,Ground Pass,,-0.9687694,56.5,43.8,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Carry,Viktor Tsygankov,Ukraine,0.0,27.0,Ball Receipt*,Georgiy Sudakov,Ukraine,True,74.7,False,False,False
135209,3938638,1,0,28,00:00:28.258,Ball Receipt*,Georgiy Sudakov,Ukraine,Ukraine,56.5,43.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Viktor Tsygankov,Ukraine,0.0,27.0,Carry,Georgiy Sudakov,Ukraine,True,63.5,False,False,False
135210,3938638,1,0,28,00:00:28.258,Carry,Georgiy Sudakov,Ukraine,Ukraine,56.5,43.8,True,2.775923,From Kick Off,,,,,,,,,,,,False,77.4,32.8,23.61800160894228,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Georgiy Sudakov,Ukraine,0.0,28.0,Pressure,Dennis Man,Romania,False,63.5,False,False,False
135211,3938638,1,0,30,00:00:30.289,Pressure,Dennis Man,Romania,Ukraine,55.4,50.2,,0.578754,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Georgiy Sudakov,Ukraine,0.0,28.0,Pass,Georgiy Sudakov,Ukraine,False,64.6,False,False,False
135212,3938638,1,0,31,00:00:31.033,Pass,Georgiy Sudakov,Ukraine,Ukraine,77.4,32.8,,1.423348,From Kick Off,Mykhailo Mudryk,20.435509,Ground Pass,,-0.78885835,91.8,18.3,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Dennis Man,Romania,0.0,30.0,Ball Receipt*,Mykhailo Mudryk,Ukraine,True,42.599999999999994,False,False,True
135213,3938638,1,0,32,00:00:32.457,Ball Receipt*,Mykhailo Mudryk,Ukraine,Ukraine,91.8,18.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,0,0,0,0,0,Pass,Georgiy Sudakov,Ukraine,0.0,31.0,Carry,Mykhailo Mudryk,Ukraine,True,28.200000000000003,False,False,False
135214,3938638,1,0,32,00:00:32.457,Carry,Mykhailo Mudryk,Ukraine,Ukraine,91.8,18.3,True,2.492686,From Kick Off,,,,,,,,,,,,False,97.0,21.9,6.32455532033676,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Mykhailo Mudryk,Ukraine,0.0,32.0,Dribbled Past,Dennis Man,Romania,False,28.200000000000003,False,False,False
135215,3938638,1,0,34,00:00:34.950,Dribbled Past,Dennis Man,Romania,Ukraine,23.1,58.2,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 12, 'name': 'Right Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Mykhailo Mudryk,Ukraine,0.0,32.0,Dribble,Mykhailo Mudryk,Ukraine,False,96.9,False,False,False
135216,3938638,1,0,34,00:00:34.950,Dribble,Mykhailo Mudryk,Ukraine,Ukraine,97.0,21.9,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,Complete,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,0,0,0,0,0,Dribbled Past,Dennis Man,Romania,0.0,34.0,Carry,Mykhailo Mudryk,Ukraine,True,23.0,False,True,False
135217,3938638,1,0,34,00:00:34.950,Carry,Mykhailo Mudryk,Ukraine,Ukraine,97.0,21.9,True,1.795232,From Kick Off,,,,,,,,,,,,False,96.0,35.8,13.935924798878615,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,0,0,0,0,0,Dribble,Mykhailo Mudryk,Ukraine,0.0,34.0,Pressure,Marius Mihai Marin,Romania,False,23.0,False,True,False
135218,3938638,1,0,36,00:00:36.226,Pressure,Marius Mihai Marin,Romania,Ukraine,18.8,45.4,,0.447801,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Mykhailo Mudryk,Ukraine,0.0,34.0,Dribbled Past,Marius Mihai Marin,Romania,True,101.2,False,False,False
135219,3938638,1,0,36,00:00:36.745,Dribbled Past,Marius Mihai Marin,Romania,Ukraine,24.1,44.3,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Marius Mihai Marin,Romania,0.0,36.0,Dribble,Mykhailo Mudryk,Ukraine,False,95.9,False,False,True
135220,3938638,1,0,36,00:00:36.745,Dribble,Mykhailo Mudryk,Ukraine,Ukraine,96.0,35.8,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,Complete,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,0,0,0,0,0,Dribbled Past,Marius Mihai Marin,Romania,0.0,36.0,Carry,Mykhailo Mudryk,Ukraine,True,24.0,False,True,False
135221,3938638,1,0,36,00:00:36.745,Carry,Mykhailo Mudryk,Ukraine,Ukraine,96.0,35.8,True,0.525164,From Kick Off,,,,,,,,,,,,False,96.0,41.9,6.100000000000001,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,0,0,0,0,0,Dribble,Mykhailo Mudryk,Ukraine,0.0,36.0,Pass,Mykhailo Mudryk,Ukraine,True,24.0,False,True,False
135222,3938638,1,0,37,00:00:37.270,Pass,Mykhailo Mudryk,Ukraine,Ukraine,96.0,41.9,,0.819544,From Kick Off,,13.155227,Ground Pass,Incomplete,0.7638961,105.5,51.0,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,0,0,0,0,0,Carry,Mykhailo Mudryk,Ukraine,0.0,36.0,Clearance,Nicușor Silviu Bancu,Romania,False,24.0,False,True,False
135223,3938638,1,0,38,00:00:38.089,Clearance,Nicușor Silviu Bancu,Romania,Ukraine,14.6,29.1,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Mykhailo Mudryk,Ukraine,0.0,37.0,Ball Recovery,Illia Zabarnyi,Ukraine,False,105.4,False,False,False
135224,3938638,1,0,42,00:00:42.702,Ball Recovery,Illia Zabarnyi,Ukraine,Ukraine,49.7,19.5,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Clearance,Nicușor Silviu Bancu,Romania,0.0,38.0,Carry,Illia Zabarnyi,Ukraine,True,70.3,False,False,False
135225,3938638,1,0,42,00:00:42.702,Carry,Illia Zabarnyi,Ukraine,Ukraine,49.7,19.5,,1.30606,From Kick Off,,,,,,,,,,,,False,45.5,15.9,5.531726674375735,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Recovery,Illia Zabarnyi,Ukraine,0.0,42.0,Pass,Illia Zabarnyi,Ukraine,True,70.3,False,False,False
135226,3938638,1,0,44,00:00:44.008,Pass,Illia Zabarnyi,Ukraine,Ukraine,45.5,15.9,,2.154287,From Kick Off,Andriy Lunin,37.16477,Ground Pass,,2.6695216,12.4,32.8,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Illia Zabarnyi,Ukraine,0.0,42.0,Ball Receipt*,Andriy Lunin,Ukraine,True,74.5,False,False,False
135227,3938638,1,0,46,00:00:46.162,Ball Receipt*,Andriy Lunin,Ukraine,Ukraine,12.4,32.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Pass,Illia Zabarnyi,Ukraine,0.0,44.0,Carry,Andriy Lunin,Ukraine,True,107.6,False,False,False
135228,3938638,1,0,46,00:00:46.162,Carry,Andriy Lunin,Ukraine,Ukraine,12.4,32.8,,1.529156,From Kick Off,,,,,,,,,,,,False,21.0,28.6,9.570788891204318,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Andriy Lunin,Ukraine,0.0,46.0,Pass,Andriy Lunin,Ukraine,True,107.6,False,False,False
135229,3938638,1,0,47,00:00:47.691,Pass,Andriy Lunin,Ukraine,Ukraine,21.0,28.6,,1.633474,From Kick Off,Illia Zabarnyi,17.414074,Ground Pass,,-0.887087,32.0,15.1,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Carry,Andriy Lunin,Ukraine,0.0,46.0,Ball Receipt*,Illia Zabarnyi,Ukraine,True,99.0,False,False,False
135230,3938638,1,0,49,00:00:49.325,Ball Receipt*,Illia Zabarnyi,Ukraine,Ukraine,32.0,15.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Andriy Lunin,Ukraine,0.0,47.0,Carry,Illia Zabarnyi,Ukraine,True,88.0,False,False,False
135231,3938638,1,0,49,00:00:49.325,Carry,Illia Zabarnyi,Ukraine,Ukraine,32.0,15.1,,2.489949,From Kick Off,,,,,,,,,,,,False,39.8,14.0,7.877182237323188,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Illia Zabarnyi,Ukraine,0.0,49.0,Pass,Illia Zabarnyi,Ukraine,True,88.0,False,False,False
