event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Croatia_score,Italy_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
144909,3930178,1,0,0,00:00:00.000,Starting XI,,Croatia,Croatia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,1,2,5,0,0,,,,,,Starting XI,,Italy,False,,False,,False
144910,3930178,1,0,0,00:00:00.000,Starting XI,,Italy,Croatia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,1,2,2,0,0,Starting XI,,Croatia,0.0,0.0,Half Start,,Italy,True,,False,,False
144911,3930178,1,0,0,00:00:00.000,Half Start,,Italy,Croatia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,1,2,2,0,0,Starting XI,,Italy,0.0,0.0,Half Start,,Croatia,False,,False,,False
144912,3930178,1,0,0,00:00:00.000,Half Start,,Croatia,Croatia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,1,2,5,0,0,Half Start,,Italy,0.0,0.0,Pass,Andrej Kramarić,Croatia,True,,False,,False
144913,3930178,1,0,0,00:00:00.287,Pass,Andrej Kramarić,Croatia,Croatia,61.0,40.1,,1.006743,From Kick Off,Luka Modrić,10.977249,Ground Pass,,2.616797,51.5,45.6,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,1,1,2,5,1,0,Half Start,,Croatia,0.0,0.0,Ball Receipt*,Luka Modrić,Croatia,True,59.0,False,False,False
144914,3930178,1,0,1,00:00:01.294,Ball Receipt*,Luka Modrić,Croatia,Croatia,51.5,45.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,1,1,2,5,0,0,Pass,Andrej Kramarić,Croatia,0.0,0.0,Carry,Luka Modrić,Croatia,True,68.5,False,False,False
144915,3930178,1,0,1,00:00:01.294,Carry,Luka Modrić,Croatia,Croatia,51.5,45.6,,0.320426,From Kick Off,,,,,,,,,,,,False,51.9,45.7,0.412310562561765,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Luka Modrić,Croatia,0.0,1.0,Pass,Luka Modrić,Croatia,True,68.5,False,False,False
144916,3930178,1,0,1,00:00:01.614,Pass,Luka Modrić,Croatia,Croatia,51.9,45.7,,1.381013,From Kick Off,Josip Šutalo,15.056228,Ground Pass,,3.055142,36.9,47.0,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,1,1,2,5,0,0,Carry,Luka Modrić,Croatia,0.0,1.0,Ball Receipt*,Josip Šutalo,Croatia,True,68.1,False,False,False
144917,3930178,1,0,2,00:00:02.995,Ball Receipt*,Josip Šutalo,Croatia,Croatia,36.9,47.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Pass,Luka Modrić,Croatia,0.0,1.0,Carry,Josip Šutalo,Croatia,True,83.1,False,False,False
144918,3930178,1,0,2,00:00:02.995,Carry,Josip Šutalo,Croatia,Croatia,36.9,47.0,,1.381692,From Kick Off,,,,,,,,,,,,False,37.8,47.9,1.2727922061357835,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Josip Šutalo,Croatia,0.0,2.0,Pass,Josip Šutalo,Croatia,True,83.1,False,False,False
144919,3930178,1,0,4,00:00:04.377,Pass,Josip Šutalo,Croatia,Croatia,37.8,47.9,,1.715591,From Kick Off,Josip Stanišić,23.883257,Ground Pass,,1.1202565,48.2,69.4,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Carry,Josip Šutalo,Croatia,0.0,2.0,Ball Receipt*,Josip Stanišić,Croatia,True,82.2,False,False,False
144920,3930178,1,0,6,00:00:06.093,Ball Receipt*,Josip Stanišić,Croatia,Croatia,48.2,69.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,1,1,2,5,0,0,Pass,Josip Šutalo,Croatia,0.0,4.0,Carry,Josip Stanišić,Croatia,True,71.8,False,False,False
144921,3930178,1,0,6,00:00:06.093,Carry,Josip Stanišić,Croatia,Croatia,48.2,69.4,,2.06009,From Kick Off,,,,,,,,,,,,False,49.1,69.7,0.9486832980505115,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Josip Stanišić,Croatia,0.0,6.0,Pass,Josip Stanišić,Croatia,True,71.8,False,False,False
144922,3930178,1,0,8,00:00:08.153,Pass,Josip Stanišić,Croatia,Croatia,49.1,69.7,,1.684227,From Kick Off,Josip Šutalo,18.478365,Ground Pass,,-2.3064272,36.7,56.0,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,1,1,2,5,0,0,Carry,Josip Stanišić,Croatia,0.0,6.0,Ball Receipt*,Josip Šutalo,Croatia,True,70.9,False,False,False
144923,3930178,1,0,9,00:00:09.837,Ball Receipt*,Josip Šutalo,Croatia,Croatia,36.7,56.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Pass,Josip Stanišić,Croatia,0.0,8.0,Carry,Josip Šutalo,Croatia,True,83.3,False,False,False
144924,3930178,1,0,9,00:00:09.837,Carry,Josip Šutalo,Croatia,Croatia,36.7,56.0,,0.465792,From Kick Off,,,,,,,,,,,,False,36.7,55.0,1.0,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Josip Šutalo,Croatia,0.0,9.0,Pass,Josip Šutalo,Croatia,True,83.3,False,False,False
144925,3930178,1,0,10,00:00:10.303,Pass,Josip Šutalo,Croatia,Croatia,36.7,55.0,,1.728115,From Kick Off,Marin Pongracic,27.404562,Ground Pass,,-1.5525502,37.2,27.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Carry,Josip Šutalo,Croatia,0.0,9.0,Ball Receipt*,Marin Pongracic,Croatia,True,83.3,False,False,False
144926,3930178,1,0,12,00:00:12.031,Ball Receipt*,Marin Pongracic,Croatia,Croatia,37.2,27.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,5,0,0,Pass,Josip Šutalo,Croatia,0.0,10.0,Carry,Marin Pongracic,Croatia,True,82.8,False,False,False
144927,3930178,1,0,12,00:00:12.031,Carry,Marin Pongracic,Croatia,Croatia,37.2,27.6,,1.271102,From Kick Off,,,,,,,,,,,,False,39.9,23.7,4.743416490252568,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Marin Pongracic,Croatia,0.0,12.0,Pass,Marin Pongracic,Croatia,True,82.8,False,False,False
144928,3930178,1,0,13,00:00:13.302,Pass,Marin Pongracic,Croatia,Croatia,39.9,23.7,,1.17157,From Kick Off,Joško Gvardiol,14.650939,Ground Pass,,-1.3854483,42.6,9.3,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,5,0,0,Carry,Marin Pongracic,Croatia,0.0,12.0,Ball Receipt*,Joško Gvardiol,Croatia,True,80.1,False,False,False
144929,3930178,1,0,14,00:00:14.474,Ball Receipt*,Joško Gvardiol,Croatia,Croatia,42.6,9.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,1,1,2,5,0,0,Pass,Marin Pongracic,Croatia,0.0,13.0,Carry,Joško Gvardiol,Croatia,True,77.4,False,False,False
144930,3930178,1,0,14,00:00:14.474,Carry,Joško Gvardiol,Croatia,Croatia,42.6,9.3,,2.443344,From Kick Off,,,,,,,,,,,,False,42.3,24.1,14.803040228277434,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Joško Gvardiol,Croatia,0.0,14.0,Pass,Joško Gvardiol,Croatia,True,77.4,False,False,False
144931,3930178,1,0,16,00:00:16.917,Pass,Joško Gvardiol,Croatia,Croatia,42.3,24.1,,1.802268,From Kick Off,Josip Šutalo,26.84269,Ground Pass,,2.2001405,26.5,45.8,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,1,1,2,5,0,0,Carry,Joško Gvardiol,Croatia,0.0,14.0,Ball Receipt*,Josip Šutalo,Croatia,True,77.7,False,False,False
144932,3930178,1,0,18,00:00:18.719,Ball Receipt*,Josip Šutalo,Croatia,Croatia,26.5,45.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Pass,Joško Gvardiol,Croatia,0.0,16.0,Carry,Josip Šutalo,Croatia,True,93.5,False,False,False
144933,3930178,1,0,18,00:00:18.719,Carry,Josip Šutalo,Croatia,Croatia,26.5,45.8,,0.768991,From Kick Off,,,,,,,,,,,,False,27.1,49.3,3.551056180912941,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Josip Šutalo,Croatia,0.0,18.0,Pass,Josip Šutalo,Croatia,True,93.5,False,False,False
144934,3930178,1,0,19,00:00:19.488,Pass,Josip Šutalo,Croatia,Croatia,27.1,49.3,,2.041116,From Kick Off,Josip Stanišić,25.770138,Ground Pass,,0.83480847,44.4,68.4,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Carry,Josip Šutalo,Croatia,0.0,18.0,Ball Receipt*,Josip Stanišić,Croatia,True,92.9,False,False,False
144935,3930178,1,0,21,00:00:21.529,Ball Receipt*,Josip Stanišić,Croatia,Croatia,44.4,68.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,1,1,2,5,0,0,Pass,Josip Šutalo,Croatia,0.0,19.0,Carry,Josip Stanišić,Croatia,True,75.6,False,False,False
144936,3930178,1,0,21,00:00:21.529,Carry,Josip Stanišić,Croatia,Croatia,44.4,68.4,,0.730964,From Kick Off,,,,,,,,,,,,False,44.4,71.1,2.6999999999999886,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Josip Stanišić,Croatia,0.0,21.0,Pass,Josip Stanišić,Croatia,True,75.6,False,False,False
144937,3930178,1,0,22,00:00:22.260,Pass,Josip Stanišić,Croatia,Croatia,44.4,71.1,,1.187499,From Kick Off,Luka Sučić,15.163773,Ground Pass,,0.44300157,58.1,77.6,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,1,1,2,5,0,0,Carry,Josip Stanišić,Croatia,0.0,21.0,Pressure,Federico Dimarco,Italy,False,75.6,False,False,False
144938,3930178,1,0,23,00:00:23.258,Pressure,Federico Dimarco,Italy,Croatia,59.4,2.1,,0.481676,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,1,0,1,2,2,0,0,Pass,Josip Stanišić,Croatia,0.0,22.0,Ball Receipt*,Luka Sučić,Croatia,False,60.6,False,False,False
144939,3930178,1,0,23,00:00:23.448,Ball Receipt*,Luka Sučić,Croatia,Croatia,58.1,77.6,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,1,1,2,5,0,0,Pressure,Federico Dimarco,Italy,0.0,23.0,Carry,Luka Sučić,Croatia,True,61.9,False,False,True
144940,3930178,1,0,23,00:00:23.448,Carry,Luka Sučić,Croatia,Croatia,58.1,77.6,True,0.118521,From Kick Off,,,,,,,,,,,,False,57.0,77.6,1.1000000000000014,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Luka Sučić,Croatia,0.0,23.0,Pass,Luka Sučić,Croatia,True,61.9,False,False,False
144941,3930178,1,0,23,00:00:23.566,Pass,Luka Sučić,Croatia,Croatia,57.0,77.6,True,2.524636,From Kick Off,Marcelo Brozović,20.748013,Ground Pass,,-1.2673364,63.2,57.8,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,1,1,2,5,0,0,Carry,Luka Sučić,Croatia,0.0,23.0,Pressure,Nicolò Barella,Italy,False,63.0,False,False,False
144942,3930178,1,0,25,00:00:25.805,Pressure,Nicolò Barella,Italy,Croatia,56.5,25.1,,0.352517,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,1,0,Pass,Luka Sučić,Croatia,0.0,23.0,Ball Receipt*,Marcelo Brozović,Croatia,False,63.5,False,False,False
144943,3930178,1,0,26,00:00:26.091,Ball Receipt*,Marcelo Brozović,Croatia,Croatia,63.2,57.8,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,1,1,2,5,0,0,Pressure,Nicolò Barella,Italy,0.0,25.0,Pass,Marcelo Brozović,Croatia,True,56.8,False,False,True
144944,3930178,1,0,26,00:00:26.091,Pass,Marcelo Brozović,Croatia,Croatia,63.1,58.8,True,0.93336,From Kick Off,Mateo Kovačić,17.129215,Ground Pass,,-1.6292093,62.1,41.7,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Marcelo Brozović,Croatia,0.0,26.0,Ball Receipt*,Mateo Kovačić,Croatia,True,56.9,False,False,False
144945,3930178,1,0,27,00:00:27.024,Ball Receipt*,Mateo Kovačić,Croatia,Croatia,62.1,41.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,1,1,2,5,0,0,Pass,Marcelo Brozović,Croatia,0.0,26.0,Carry,Mateo Kovačić,Croatia,True,57.9,False,False,False
144946,3930178,1,0,27,00:00:27.024,Carry,Mateo Kovačić,Croatia,Croatia,62.1,41.7,,2.60684,From Kick Off,,,,,,,,,,,,False,72.4,31.6,14.425671561490653,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Mateo Kovačić,Croatia,0.0,27.0,Pass,Mateo Kovačić,Croatia,True,57.9,False,False,False
144947,3930178,1,0,29,00:00:29.631,Pass,Mateo Kovačić,Croatia,Croatia,72.4,31.6,,1.582922,From Kick Off,Mario Pašalić,23.753946,Ground Pass,,-1.0412067,84.4,11.1,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,1,1,2,5,0,0,Carry,Mateo Kovačić,Croatia,0.0,27.0,Ball Receipt*,Mario Pašalić,Croatia,True,47.599999999999994,False,False,False
144948,3930178,1,0,31,00:00:31.214,Ball Receipt*,Mario Pašalić,Croatia,Croatia,84.4,11.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,1,1,2,5,0,0,Pass,Mateo Kovačić,Croatia,0.0,29.0,Carry,Mario Pašalić,Croatia,True,35.599999999999994,False,False,False
144949,3930178,1,0,31,00:00:31.214,Carry,Mario Pašalić,Croatia,Croatia,84.4,11.1,,2.133286,From Kick Off,,,,,,,,,,,,False,90.4,11.7,6.029925372672534,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Mario Pašalić,Croatia,0.0,31.0,Pass,Mario Pašalić,Croatia,True,35.599999999999994,False,False,False
144950,3930178,1,0,33,00:00:33.347,Pass,Mario Pašalić,Croatia,Croatia,90.4,11.7,,0.987356,From Kick Off,Mateo Kovačić,9.687621,Ground Pass,,1.4361984,91.7,21.3,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,1,1,2,5,0,0,Carry,Mario Pašalić,Croatia,0.0,31.0,Ball Receipt*,Mateo Kovačić,Croatia,True,29.599999999999994,False,False,False
144951,3930178,1,0,34,00:00:34.335,Ball Receipt*,Mateo Kovačić,Croatia,Croatia,91.7,21.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,1,1,2,5,0,0,Pass,Mario Pašalić,Croatia,0.0,33.0,Carry,Mateo Kovačić,Croatia,True,28.299999999999997,False,False,False
144952,3930178,1,0,34,00:00:34.335,Carry,Mateo Kovačić,Croatia,Croatia,91.7,21.3,,0.024535,From Kick Off,,,,,,,,,,,,False,91.6,21.7,0.41231056256176674,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Mateo Kovačić,Croatia,0.0,34.0,Pass,Mateo Kovačić,Croatia,True,28.299999999999997,False,False,False
144953,3930178,1,0,34,00:00:34.359,Pass,Mateo Kovačić,Croatia,Croatia,91.6,21.7,,1.117739,From Kick Off,Joško Gvardiol,10.06479,Ground Pass,,-2.0566626,86.9,12.8,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,1,1,2,5,0,0,Carry,Mateo Kovačić,Croatia,0.0,34.0,Ball Receipt*,Joško Gvardiol,Croatia,True,28.400000000000006,False,False,False
144954,3930178,1,0,35,00:00:35.477,Ball Receipt*,Joško Gvardiol,Croatia,Croatia,86.9,12.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,1,1,2,5,0,0,Pass,Mateo Kovačić,Croatia,0.0,34.0,Carry,Joško Gvardiol,Croatia,True,33.099999999999994,False,False,False
144955,3930178,1,0,35,00:00:35.477,Carry,Joško Gvardiol,Croatia,Croatia,86.9,12.8,,0.96368,From Kick Off,,,,,,,,,,,,False,85.3,12.4,1.6492422502470725,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Joško Gvardiol,Croatia,0.0,35.0,Pass,Joško Gvardiol,Croatia,True,33.099999999999994,False,False,False
144956,3930178,1,0,36,00:00:36.441,Pass,Joško Gvardiol,Croatia,Croatia,85.3,12.4,,1.671734,From Kick Off,Marin Pongracic,22.030207,Ground Pass,,2.9682353,63.6,16.2,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,1,1,2,5,0,0,Carry,Joško Gvardiol,Croatia,0.0,35.0,Ball Receipt*,Marin Pongracic,Croatia,True,34.7,False,False,False
144957,3930178,1,0,38,00:00:38.112,Ball Receipt*,Marin Pongracic,Croatia,Croatia,63.6,16.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,5,0,0,Pass,Joško Gvardiol,Croatia,0.0,36.0,Carry,Marin Pongracic,Croatia,True,56.4,False,False,False
144958,3930178,1,0,38,00:00:38.112,Carry,Marin Pongracic,Croatia,Croatia,63.6,16.2,,1.292182,From Kick Off,,,,,,,,,,,,False,64.3,18.2,2.1189620100417077,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Marin Pongracic,Croatia,0.0,38.0,Pass,Marin Pongracic,Croatia,True,56.4,False,False,False
144959,3930178,1,0,39,00:00:39.405,Pass,Marin Pongracic,Croatia,Croatia,64.3,18.2,,1.908022,From Kick Off,Josip Šutalo,30.958843,Ground Pass,,1.8894825,54.6,47.6,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,5,0,0,Carry,Marin Pongracic,Croatia,0.0,38.0,Ball Receipt*,Josip Šutalo,Croatia,True,55.7,False,False,False
144960,3930178,1,0,41,00:00:41.313,Ball Receipt*,Josip Šutalo,Croatia,Croatia,54.6,47.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Pass,Marin Pongracic,Croatia,0.0,39.0,Carry,Josip Šutalo,Croatia,True,65.4,False,False,False
144961,3930178,1,0,41,00:00:41.313,Carry,Josip Šutalo,Croatia,Croatia,54.6,47.6,,0.19327,From Kick Off,,,,,,,,,,,,False,54.6,46.5,1.1000000000000014,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Josip Šutalo,Croatia,0.0,41.0,Pass,Josip Šutalo,Croatia,True,65.4,False,False,False
144962,3930178,1,0,41,00:00:41.506,Pass,Josip Šutalo,Croatia,Croatia,54.6,46.5,,2.05662,From Kick Off,Marin Pongracic,21.609257,Ground Pass,,-1.7100756,51.6,25.1,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Carry,Josip Šutalo,Croatia,0.0,41.0,Ball Receipt*,Marin Pongracic,Croatia,True,65.4,False,False,False
144963,3930178,1,0,43,00:00:43.563,Ball Receipt*,Marin Pongracic,Croatia,Croatia,51.6,25.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,5,0,0,Pass,Josip Šutalo,Croatia,0.0,41.0,Carry,Marin Pongracic,Croatia,True,68.4,False,False,False
144964,3930178,1,0,43,00:00:43.563,Carry,Marin Pongracic,Croatia,Croatia,51.6,25.1,,1.583846,From Kick Off,,,,,,,,,,,,False,50.5,26.2,1.555634918610404,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Marin Pongracic,Croatia,0.0,43.0,Pass,Marin Pongracic,Croatia,True,68.4,False,False,False
144965,3930178,1,0,45,00:00:45.146,Pass,Marin Pongracic,Croatia,Croatia,50.5,26.2,,1.675728,From Kick Off,Josip Šutalo,36.954296,Ground Pass,,1.7862366,42.6,62.3,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,5,0,0,Carry,Marin Pongracic,Croatia,0.0,43.0,Ball Receipt*,Josip Šutalo,Croatia,True,69.5,False,False,False
144966,3930178,1,0,46,00:00:46.822,Ball Receipt*,Josip Šutalo,Croatia,Croatia,42.6,62.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Pass,Marin Pongracic,Croatia,0.0,45.0,Carry,Josip Šutalo,Croatia,True,77.4,False,False,False
144967,3930178,1,0,46,00:00:46.822,Carry,Josip Šutalo,Croatia,Croatia,42.6,62.3,,0.988319,From Kick Off,,,,,,,,,,,,False,42.2,64.6,2.3345235059857474,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Josip Šutalo,Croatia,0.0,46.0,Pass,Josip Šutalo,Croatia,True,77.4,False,False,False
144968,3930178,1,0,47,00:00:47.810,Pass,Josip Šutalo,Croatia,Croatia,42.2,64.6,,1.799202,From Kick Off,Josip Stanišić,19.100262,Ground Pass,,0.7557772,56.1,77.7,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Carry,Josip Šutalo,Croatia,0.0,46.0,Ball Receipt*,Josip Stanišić,Croatia,True,77.8,False,False,False
144969,3930178,1,0,49,00:00:49.610,Ball Receipt*,Josip Stanišić,Croatia,Croatia,56.1,77.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,1,1,2,5,0,0,Pass,Josip Šutalo,Croatia,0.0,47.0,Carry,Josip Stanišić,Croatia,True,63.9,False,False,False
144970,3930178,1,0,49,00:00:49.610,Carry,Josip Stanišić,Croatia,Croatia,56.1,77.7,,1.669225,From Kick Off,,,,,,,,,,,,False,54.7,76.1,2.1260291625469354,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Josip Stanišić,Croatia,0.0,49.0,Pass,Josip Stanišić,Croatia,True,63.9,False,False,False
144971,3930178,1,0,51,00:00:51.279,Pass,Josip Stanišić,Croatia,Croatia,54.7,76.1,,2.288771,From Kick Off,Josip Šutalo,23.21422,Ground Pass,,-2.5523953,35.4,63.2,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,1,1,2,5,0,0,Carry,Josip Stanišić,Croatia,0.0,49.0,Ball Receipt*,Josip Šutalo,Croatia,True,65.3,False,False,False
144972,3930178,1,0,53,00:00:53.568,Ball Receipt*,Josip Šutalo,Croatia,Croatia,35.4,63.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Pass,Josip Stanišić,Croatia,0.0,51.0,Carry,Josip Šutalo,Croatia,True,84.6,False,False,False
144973,3930178,1,0,53,00:00:53.568,Carry,Josip Šutalo,Croatia,Croatia,35.4,63.2,,1.35681,From Kick Off,,,,,,,,,,,,False,34.8,59.5,3.7483329627982656,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Josip Šutalo,Croatia,0.0,53.0,Pass,Josip Šutalo,Croatia,True,84.6,False,False,False
144974,3930178,1,0,54,00:00:54.924,Pass,Josip Šutalo,Croatia,Croatia,34.8,59.5,,1.801939,From Kick Off,Marin Pongracic,28.200708,Ground Pass,,-1.5637043,35.0,31.3,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Carry,Josip Šutalo,Croatia,0.0,53.0,Ball Receipt*,Marin Pongracic,Croatia,True,85.2,False,False,False
144975,3930178,1,0,56,00:00:56.726,Ball Receipt*,Marin Pongracic,Croatia,Croatia,35.0,31.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,5,0,0,Pass,Josip Šutalo,Croatia,0.0,54.0,Carry,Marin Pongracic,Croatia,True,85.0,False,False,False
144976,3930178,1,0,56,00:00:56.726,Carry,Marin Pongracic,Croatia,Croatia,35.0,31.3,,2.552102,From Kick Off,,,,,,,,,,,,False,44.1,19.4,14.98065419132289,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,5,0,0,Ball Receipt*,Marin Pongracic,Croatia,0.0,56.0,Pass,Marin Pongracic,Croatia,True,85.0,False,False,False
