event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Croatia_score,Italy_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
146154,3930178,1,25,12,00:25:12.933,Pressure,Marcelo Brozović,Croatia,Italy,57.5,42.6,,0.603931,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,1,1,2,5,0,0,Carry,Jorge Luiz Frello Filho,Italy,25.0,10.0,Pass,Jorge Luiz Frello Filho,Italy,False,62.5,False,False,False
146155,3930178,1,25,13,00:25:13.635,Pass,Jorge Luiz Frello Filho,Italy,Italy,63.1,40.0,,1.501213,Regular Play,Matteo Darmian,18.325119,Ground Pass,,2.3909295,49.7,52.5,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Pressure,Marcelo Brozović,Croatia,25.0,12.0,Ball Receipt*,Matteo Darmian,Italy,True,56.9,False,False,True
146156,3930178,1,25,15,00:25:15.136,Ball Receipt*,Matteo Darmian,Italy,Italy,49.7,52.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,2,0,0,Pass,Jorge Luiz Frello Filho,Italy,25.0,13.0,Carry,Matteo Darmian,Italy,True,70.3,False,False,False
146157,3930178,1,25,15,00:25:15.136,Carry,Matteo Darmian,Italy,Italy,49.7,52.5,,0.994199,Regular Play,,,,,,,,,,,,False,49.4,51.4,1.1401754250991405,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Matteo Darmian,Italy,25.0,15.0,Pass,Matteo Darmian,Italy,True,70.3,False,False,False
146158,3930178,1,25,16,00:25:16.130,Pass,Matteo Darmian,Italy,Italy,49.4,51.4,,1.210365,Regular Play,Alessandro Bastoni,23.953497,Ground Pass,,-1.6376421,47.8,27.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,2,0,0,Carry,Matteo Darmian,Italy,25.0,15.0,Ball Receipt*,Alessandro Bastoni,Italy,True,70.6,False,False,False
146159,3930178,1,25,17,00:25:17.340,Ball Receipt*,Alessandro Bastoni,Italy,Italy,47.8,27.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,0,1,2,2,1,0,Pass,Matteo Darmian,Italy,25.0,16.0,Carry,Alessandro Bastoni,Italy,True,72.2,False,False,False
146160,3930178,1,25,17,00:25:17.340,Carry,Alessandro Bastoni,Italy,Italy,47.8,27.5,,0.871721,Regular Play,,,,,,,,,,,,False,48.3,25.8,1.7720045146669343,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,0,1,2,2,1,0,Ball Receipt*,Alessandro Bastoni,Italy,25.0,17.0,Pass,Alessandro Bastoni,Italy,True,72.2,False,False,False
146161,3930178,1,25,18,00:25:18.212,Pass,Alessandro Bastoni,Italy,Italy,48.3,25.8,,0.5999,Regular Play,Nicolò Barella,10.948059,Ground Pass,,0.6818735,56.8,32.7,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,0,1,2,2,1,0,Carry,Alessandro Bastoni,Italy,25.0,17.0,Ball Receipt*,Nicolò Barella,Italy,True,71.7,False,False,False
146162,3930178,1,25,18,00:25:18.812,Ball Receipt*,Nicolò Barella,Italy,Italy,56.8,32.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,1,0,Pass,Alessandro Bastoni,Italy,25.0,18.0,Carry,Nicolò Barella,Italy,True,63.2,False,False,False
146163,3930178,1,25,18,00:25:18.812,Carry,Nicolò Barella,Italy,Italy,56.8,32.7,,0.158035,Regular Play,,,,,,,,,,,,False,57.5,32.4,0.7615773105863951,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,1,0,Ball Receipt*,Nicolò Barella,Italy,25.0,18.0,Pass,Nicolò Barella,Italy,True,63.2,False,False,False
146164,3930178,1,25,18,00:25:18.970,Pass,Nicolò Barella,Italy,Italy,57.5,32.4,,1.050902,Regular Play,Jorge Luiz Frello Filho,7.902531,Ground Pass,,2.2396085,52.6,38.6,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,1,0,Carry,Nicolò Barella,Italy,25.0,18.0,Ball Receipt*,Jorge Luiz Frello Filho,Italy,True,62.5,False,False,False
146165,3930178,1,25,20,00:25:20.021,Ball Receipt*,Jorge Luiz Frello Filho,Italy,Italy,52.6,38.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Pass,Nicolò Barella,Italy,25.0,18.0,Carry,Jorge Luiz Frello Filho,Italy,True,67.4,False,False,False
146166,3930178,1,25,20,00:25:20.021,Carry,Jorge Luiz Frello Filho,Italy,Italy,52.6,38.6,,1.546584,Regular Play,,,,,,,,,,,,False,53.6,41.7,3.2572994949804674,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Jorge Luiz Frello Filho,Italy,25.0,20.0,Pass,Jorge Luiz Frello Filho,Italy,True,67.4,False,False,False
146167,3930178,1,25,21,00:25:21.568,Pass,Jorge Luiz Frello Filho,Italy,Italy,53.6,41.7,,1.740621,Regular Play,Giovanni Di Lorenzo,31.693848,Ground Pass,,1.0379524,69.7,69.0,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Carry,Jorge Luiz Frello Filho,Italy,25.0,20.0,Ball Receipt*,Giovanni Di Lorenzo,Italy,True,66.4,False,False,False
146168,3930178,1,25,23,00:25:23.308,Ball Receipt*,Giovanni Di Lorenzo,Italy,Italy,69.7,69.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,1,0,1,2,2,0,0,Pass,Jorge Luiz Frello Filho,Italy,25.0,21.0,Carry,Giovanni Di Lorenzo,Italy,True,50.3,False,False,False
146169,3930178,1,25,23,00:25:23.308,Carry,Giovanni Di Lorenzo,Italy,Italy,69.7,69.0,True,3.068995,Regular Play,,,,,,,,,,,,False,76.9,65.2,8.141252974819048,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Giovanni Di Lorenzo,Italy,25.0,23.0,Pressure,Joško Gvardiol,Croatia,False,50.3,False,False,False
146170,3930178,1,25,25,00:25:25.925,Pressure,Joško Gvardiol,Croatia,Italy,41.7,14.6,,0.625619,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,1,1,2,5,0,0,Carry,Giovanni Di Lorenzo,Italy,25.0,23.0,Pass,Giovanni Di Lorenzo,Italy,False,78.3,False,False,False
146171,3930178,1,25,26,00:25:26.377,Pass,Giovanni Di Lorenzo,Italy,Italy,76.9,65.2,True,1.366183,Regular Play,Jorge Luiz Frello Filho,17.987774,Ground Pass,,-2.4112568,63.5,53.2,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,1,0,1,2,2,0,0,Pressure,Joško Gvardiol,Croatia,25.0,25.0,Ball Receipt*,Jorge Luiz Frello Filho,Italy,True,43.099999999999994,False,False,True
146172,3930178,1,25,27,00:25:27.743,Ball Receipt*,Jorge Luiz Frello Filho,Italy,Italy,63.5,53.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Pass,Giovanni Di Lorenzo,Italy,25.0,26.0,Carry,Jorge Luiz Frello Filho,Italy,True,56.5,False,False,False
146173,3930178,1,25,27,00:25:27.743,Carry,Jorge Luiz Frello Filho,Italy,Italy,63.5,53.2,,0.706224,Regular Play,,,,,,,,,,,,False,63.1,53.0,0.4472135954999579,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Jorge Luiz Frello Filho,Italy,25.0,27.0,Pass,Jorge Luiz Frello Filho,Italy,True,56.5,False,False,False
146174,3930178,1,25,28,00:25:28.450,Pass,Jorge Luiz Frello Filho,Italy,Italy,63.1,53.0,,0.927478,Regular Play,Nicolò Barella,7.856844,Ground Pass,,-0.74038357,68.9,47.7,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Carry,Jorge Luiz Frello Filho,Italy,25.0,27.0,Ball Receipt*,Nicolò Barella,Italy,True,56.9,False,False,False
146175,3930178,1,25,29,00:25:29.377,Ball Receipt*,Nicolò Barella,Italy,Italy,68.9,47.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,1,0,Pass,Jorge Luiz Frello Filho,Italy,25.0,28.0,Carry,Nicolò Barella,Italy,True,51.099999999999994,False,False,False
146176,3930178,1,25,29,00:25:29.377,Carry,Nicolò Barella,Italy,Italy,68.9,47.7,,0.039182,Regular Play,,,,,,,,,,,,False,69.6,48.1,0.8062257748298444,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,1,0,Ball Receipt*,Nicolò Barella,Italy,25.0,29.0,Pass,Nicolò Barella,Italy,True,51.099999999999994,False,False,False
146177,3930178,1,25,29,00:25:29.416,Pass,Nicolò Barella,Italy,Italy,69.6,48.1,,0.972136,Regular Play,Jorge Luiz Frello Filho,7.7897367,Ground Pass,,2.301703,64.4,53.9,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,1,0,Carry,Nicolò Barella,Italy,25.0,29.0,Ball Receipt*,Jorge Luiz Frello Filho,Italy,True,50.400000000000006,False,False,False
146178,3930178,1,25,30,00:25:30.388,Ball Receipt*,Jorge Luiz Frello Filho,Italy,Italy,64.4,53.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Pass,Nicolò Barella,Italy,25.0,29.0,Carry,Jorge Luiz Frello Filho,Italy,True,55.599999999999994,False,False,False
146179,3930178,1,25,30,00:25:30.388,Carry,Jorge Luiz Frello Filho,Italy,Italy,64.4,53.9,,1.559574,Regular Play,,,,,,,,,,,,False,64.1,53.6,0.4242640687119345,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Jorge Luiz Frello Filho,Italy,25.0,30.0,Pass,Jorge Luiz Frello Filho,Italy,True,55.599999999999994,False,False,False
146180,3930178,1,25,31,00:25:31.948,Pass,Jorge Luiz Frello Filho,Italy,Italy,64.1,53.6,,2.55856,Regular Play,Federico Dimarco,51.886993,High Pass,,-1.3075869,77.6,3.5,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,0,1,2,2,0,0,Carry,Jorge Luiz Frello Filho,Italy,25.0,30.0,Ball Receipt*,Federico Dimarco,Italy,True,55.900000000000006,False,False,False
146181,3930178,1,25,34,00:25:34.507,Ball Receipt*,Federico Dimarco,Italy,Italy,77.6,3.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,1,0,1,2,2,0,0,Pass,Jorge Luiz Frello Filho,Italy,25.0,31.0,Carry,Federico Dimarco,Italy,True,42.400000000000006,False,False,False
146182,3930178,1,25,34,00:25:34.507,Carry,Federico Dimarco,Italy,Italy,77.6,3.5,,1.32212,Regular Play,,,,,,,,,,,,False,79.8,4.1,2.2803508501982783,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Federico Dimarco,Italy,25.0,34.0,Pass,Federico Dimarco,Italy,True,42.400000000000006,False,False,False
146183,3930178,1,25,35,00:25:35.829,Pass,Federico Dimarco,Italy,Italy,79.8,4.1,,1.893519,Regular Play,Lorenzo Pellegrini,17.713837,Ground Pass,,-0.039527424,97.5,3.4,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,1,0,1,2,2,0,0,Carry,Federico Dimarco,Italy,25.0,34.0,Pressure,Josip Šutalo,Croatia,False,40.2,False,False,False
146184,3930178,1,25,37,00:25:37.384,Pressure,Josip Šutalo,Croatia,Italy,22.0,74.3,,0.712857,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Pass,Federico Dimarco,Italy,25.0,35.0,Ball Receipt*,Lorenzo Pellegrini,Italy,False,98.0,False,False,False
146185,3930178,1,25,37,00:25:37.722,Ball Receipt*,Lorenzo Pellegrini,Italy,Italy,97.5,3.4,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Pressure,Josip Šutalo,Croatia,25.0,37.0,Carry,Lorenzo Pellegrini,Italy,True,22.5,False,True,True
146186,3930178,1,25,37,00:25:37.722,Carry,Lorenzo Pellegrini,Italy,Italy,97.5,3.4,True,0.291898,Regular Play,,,,,,,,,,,,False,98.1,4.4,1.1661903789690575,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Lorenzo Pellegrini,Italy,25.0,37.0,Miscontrol,Lorenzo Pellegrini,Italy,True,22.5,False,True,False
146187,3930178,1,25,38,00:25:38.014,Miscontrol,Lorenzo Pellegrini,Italy,Italy,98.1,4.4,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Carry,Lorenzo Pellegrini,Italy,25.0,37.0,Ball Recovery,Josip Šutalo,Croatia,False,21.900000000000006,False,True,False
146188,3930178,1,25,38,00:25:38.707,Ball Recovery,Josip Šutalo,Croatia,Italy,23.4,77.0,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Miscontrol,Lorenzo Pellegrini,Italy,25.0,38.0,Carry,Josip Šutalo,Croatia,True,96.6,False,False,False
146189,3930178,1,25,38,00:25:38.707,Carry,Josip Šutalo,Croatia,Italy,23.4,77.0,,1.851723,Regular Play,,,,,,,,,,,,False,26.2,72.8,5.047771785649588,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Ball Recovery,Josip Šutalo,Croatia,25.0,38.0,Pass,Josip Šutalo,Croatia,True,96.6,False,False,False
146190,3930178,1,25,40,00:25:40.558,Pass,Josip Šutalo,Croatia,Italy,26.2,72.8,,1.138408,Regular Play,Luka Modrić,10.564564,Ground Pass,Incomplete,-0.71170634,34.2,65.9,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,5,0,0,Carry,Josip Šutalo,Croatia,25.0,38.0,Ball Receipt*,Luka Modrić,Croatia,True,93.8,False,False,False
146191,3930178,1,25,41,00:25:41.697,Ball Receipt*,Luka Modrić,Croatia,Italy,30.5,66.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,1,1,2,5,0,0,Pass,Josip Šutalo,Croatia,25.0,40.0,Ball Recovery,Nicolò Barella,Italy,False,89.5,False,False,False
146192,3930178,1,25,41,00:25:41.697,Ball Recovery,Nicolò Barella,Italy,Italy,85.9,14.2,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,1,0,Ball Receipt*,Luka Modrić,Croatia,25.0,41.0,Carry,Nicolò Barella,Italy,True,34.099999999999994,False,False,False
146193,3930178,1,25,41,00:25:41.697,Carry,Nicolò Barella,Italy,Italy,85.9,14.2,,0.848473,Regular Play,,,,,,,,,,,,False,87.3,14.8,1.5231546211727744,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,1,0,Ball Recovery,Nicolò Barella,Italy,25.0,41.0,Pass,Nicolò Barella,Italy,True,34.099999999999994,False,False,False
146194,3930178,1,25,42,00:25:42.545,Pass,Nicolò Barella,Italy,Italy,87.3,14.8,,1.992736,Regular Play,Mateo Retegui,26.35925,Ground Pass,,0.42631352,111.3,25.7,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,1,0,Carry,Nicolò Barella,Italy,25.0,41.0,Pressure,Marin Pongracic,Croatia,False,32.7,False,False,False
146195,3930178,1,25,44,00:25:44.215,Pressure,Marin Pongracic,Croatia,Italy,9.1,54.3,,0.312303,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,5,0,0,Pass,Nicolò Barella,Italy,25.0,42.0,Ball Receipt*,Mateo Retegui,Italy,False,110.9,False,False,False
146196,3930178,1,25,44,00:25:44.538,Ball Receipt*,Mateo Retegui,Italy,Italy,111.3,25.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,1,0,1,2,2,0,0,Pressure,Marin Pongracic,Croatia,25.0,44.0,Shot,Mateo Retegui,Italy,True,8.700000000000003,False,True,True
146197,3930178,1,25,44,00:25:44.561,Shot,Mateo Retegui,Italy,Italy,111.3,25.7,,0.152912,Regular Play,,,,,,,,Blocked,0.02528777,Left Foot,Normal,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Mateo Retegui,Italy,25.0,44.0,Block,Mateo Retegui,Italy,True,8.700000000000003,False,True,False
146198,3930178,1,25,44,00:25:44.663,Block,Mateo Retegui,Italy,Italy,113.6,22.6,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,1,0,1,2,2,0,0,Shot,Mateo Retegui,Italy,25.0,44.0,Block,Marin Pongracic,Croatia,False,6.400000000000006,False,True,False
146199,3930178,1,25,44,00:25:44.714,Block,Marin Pongracic,Croatia,Italy,8.1,53.2,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,5,0,0,Block,Mateo Retegui,Italy,25.0,44.0,Goal Keeper,Dominik Livaković,Croatia,True,111.9,False,False,False
146200,3930178,1,25,45,00:25:45.039,Goal Keeper,Dominik Livaković,Croatia,Italy,2.2,45.7,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,1,1,2,5,0,0,Block,Marin Pongracic,Croatia,25.0,44.0,Ball Recovery,Dominik Livaković,Croatia,True,117.8,False,False,False
146201,3930178,1,25,45,00:25:45.887,Ball Recovery,Dominik Livaković,Croatia,Italy,2.4,50.1,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,1,1,2,5,0,0,Goal Keeper,Dominik Livaković,Croatia,25.0,45.0,Pass,Federico Dimarco,Italy,False,117.6,False,False,False
146202,3930178,1,26,22,00:26:22.216,Pass,Federico Dimarco,Italy,Italy,120.0,0.1,,1.326596,From Corner,,37.470654,High Pass,Incomplete,1.6322163,117.7,37.5,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,1,0,1,2,2,0,0,Ball Recovery,Dominik Livaković,Croatia,25.0,45.0,Clearance,Mario Pašalić,Croatia,False,0.0,False,True,False
146203,3930178,1,26,23,00:26:23.542,Clearance,Mario Pašalić,Croatia,Italy,2.4,42.6,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,1,1,2,5,0,0,Pass,Federico Dimarco,Italy,26.0,22.0,Ball Recovery,Giacomo Raspadori,Italy,False,117.6,False,False,False
146204,3930178,1,26,25,00:26:25.389,Ball Recovery,Giacomo Raspadori,Italy,Italy,98.7,39.3,,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,1,2,2,0,0,Clearance,Mario Pašalić,Croatia,26.0,23.0,Carry,Giacomo Raspadori,Italy,True,21.299999999999997,False,True,False
146205,3930178,1,26,25,00:26:25.389,Carry,Giacomo Raspadori,Italy,Italy,98.7,39.3,True,1.031065,From Corner,,,,,,,,,,,,False,99.4,44.3,5.048762224545736,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,1,2,2,0,0,Ball Recovery,Giacomo Raspadori,Italy,26.0,25.0,Pressure,Luka Sučić,Croatia,False,21.299999999999997,False,True,False
146206,3930178,1,26,25,00:26:25.956,Pressure,Luka Sučić,Croatia,Italy,19.4,36.3,,0.461777,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,1,1,2,5,0,0,Carry,Giacomo Raspadori,Italy,26.0,25.0,Pass,Giacomo Raspadori,Italy,False,100.6,False,False,False
146207,3930178,1,26,26,00:26:26.420,Pass,Giacomo Raspadori,Italy,Italy,99.4,44.3,,0.880517,From Corner,Nicolò Barella,10.107918,Ground Pass,,1.6103796,99.0,54.4,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,0,1,2,2,0,0,Pressure,Luka Sučić,Croatia,26.0,25.0,Ball Receipt*,Nicolò Barella,Italy,True,20.599999999999994,False,True,True
146208,3930178,1,26,27,00:26:27.301,Ball Receipt*,Nicolò Barella,Italy,Italy,99.0,54.4,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,1,0,Pass,Giacomo Raspadori,Italy,26.0,26.0,Carry,Nicolò Barella,Italy,True,21.0,False,True,False
146209,3930178,1,26,27,00:26:27.301,Carry,Nicolò Barella,Italy,Italy,99.0,54.4,,0.846713,From Corner,,,,,,,,,,,,False,102.0,55.0,3.0594117081556713,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,1,0,Ball Receipt*,Nicolò Barella,Italy,26.0,27.0,Pass,Nicolò Barella,Italy,True,21.0,False,True,False
146210,3930178,1,26,28,00:26:28.148,Pass,Nicolò Barella,Italy,Italy,102.0,55.0,,1.336482,From Corner,Alessandro Bastoni,24.821362,High Pass,,-1.09814,113.3,32.9,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,1,0,1,2,2,1,0,Carry,Nicolò Barella,Italy,26.0,27.0,Ball Receipt*,Alessandro Bastoni,Italy,True,18.0,False,True,False
146211,3930178,1,26,29,00:26:29.454,Ball Receipt*,Alessandro Bastoni,Italy,Italy,113.3,32.9,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,0,1,2,2,1,0,Pass,Nicolò Barella,Italy,26.0,28.0,Shot,Alessandro Bastoni,Italy,True,6.700000000000003,False,True,False
146212,3930178,1,26,29,00:26:29.454,Shot,Alessandro Bastoni,Italy,Italy,113.0,33.8,,0.345627,From Corner,,,,,,,,Saved,0.14318198,Head,Normal,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,0,1,2,2,1,0,Ball Receipt*,Alessandro Bastoni,Italy,26.0,29.0,Goal Keeper,Dominik Livaković,Croatia,False,7.0,False,True,False
146213,3930178,1,26,29,00:26:29.800,Goal Keeper,Dominik Livaković,Croatia,Italy,1.9,40.8,,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,1,1,2,5,0,0,Shot,Alessandro Bastoni,Italy,26.0,29.0,Pass,Lorenzo Pellegrini,Italy,False,118.1,False,False,False
146214,3930178,1,27,3,00:27:03.077,Pass,Lorenzo Pellegrini,Italy,Italy,120.0,0.1,,1.119195,From Corner,,30.021658,High Pass,Incomplete,1.660853,117.3,30.0,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Goal Keeper,Dominik Livaković,Croatia,26.0,29.0,Clearance,Marcelo Brozović,Croatia,False,0.0,False,True,False
146215,3930178,1,27,4,00:27:04.196,Clearance,Marcelo Brozović,Croatia,Italy,2.8,50.1,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,1,1,2,5,0,0,Pass,Lorenzo Pellegrini,Italy,27.0,3.0,Pass,Lorenzo Pellegrini,Italy,False,117.2,False,False,False
146216,3930178,1,27,7,00:27:07.411,Pass,Lorenzo Pellegrini,Italy,Italy,113.5,2.1,,1.942369,From Corner,Alessandro Bastoni,24.989998,High Pass,Incomplete,1.8672358,106.2,26.0,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,0,1,2,2,0,0,Clearance,Marcelo Brozović,Croatia,27.0,4.0,Ball Receipt*,Alessandro Bastoni,Italy,True,6.5,False,True,False
146217,3930178,1,27,9,00:27:09.353,Ball Receipt*,Alessandro Bastoni,Italy,Italy,106.8,25.0,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,0,1,2,2,1,0,Pass,Lorenzo Pellegrini,Italy,27.0,7.0,Duel,Alessandro Bastoni,Italy,True,13.200000000000003,False,True,False
146218,3930178,1,27,9,00:27:09.353,Duel,Alessandro Bastoni,Italy,Italy,106.2,26.0,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,0,1,2,2,1,0,Ball Receipt*,Alessandro Bastoni,Italy,27.0,9.0,Clearance,Josip Stanišić,Croatia,False,13.799999999999997,False,True,False
146219,3930178,1,27,9,00:27:09.353,Clearance,Josip Stanišić,Croatia,Italy,13.9,54.1,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,1,1,2,5,0,0,Duel,Alessandro Bastoni,Italy,27.0,9.0,Pass,Marcelo Brozović,Croatia,True,106.1,False,False,False
146220,3930178,1,27,11,00:27:11.225,Pass,Marcelo Brozović,Croatia,Croatia,23.9,66.1,,1.326271,Regular Play,Andrej Kramarić,12.348279,High Pass,,-1.1361262,29.1,54.9,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,1,1,2,5,0,0,Clearance,Josip Stanišić,Croatia,27.0,9.0,Pressure,Matteo Darmian,Italy,False,96.1,False,False,False
