event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Spain_score,Georgia_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
56512,3941018,1,0,0,00:00:00.000,Starting XI,,Spain,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,3,0,0,5,0,0,0,,,,,,Starting XI,,Georgia,False,,False,,False
56513,3941018,1,0,0,00:00:00.000,Starting XI,,Georgia,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,1,1,4,4,0,0,Starting XI,,Spain,0.0,0.0,Half Start,,Georgia,True,,False,,False
56514,3941018,1,0,0,00:00:00.000,Half Start,,Georgia,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,1,1,4,4,0,0,Starting XI,,Georgia,0.0,0.0,Half Start,,Spain,False,,False,,False
56515,3941018,1,0,0,00:00:00.000,Half Start,,Spain,Spain,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,3,0,0,5,0,0,0,Half Start,,Georgia,0.0,0.0,Pass,Álvaro Borja Morata Martín,Spain,True,,False,,False
56516,3941018,1,0,0,00:00:00.662,Pass,Álvaro Borja Morata Martín,Spain,Spain,61.0,40.1,,1.223373,From Kick Off,Rodrigo Hernández Cascante,14.5,Ground Pass,,-3.024081,46.6,38.4,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,3,0,0,5,0,1,0,Half Start,,Spain,0.0,0.0,Ball Receipt*,Rodrigo Hernández Cascante,Spain,True,59.0,False,False,False
56517,3941018,1,0,1,00:00:01.885,Ball Receipt*,Rodrigo Hernández Cascante,Spain,Spain,46.6,38.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,3,0,0,5,0,0,0,Pass,Álvaro Borja Morata Martín,Spain,0.0,0.0,Carry,Rodrigo Hernández Cascante,Spain,True,73.4,False,False,False
56518,3941018,1,0,1,00:00:01.885,Carry,Rodrigo Hernández Cascante,Spain,Spain,46.6,38.4,,0.878513,From Kick Off,,,,,,,,,,,,False,48.9,39.0,2.37697286480094,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,3,0,0,5,0,0,0,Ball Receipt*,Rodrigo Hernández Cascante,Spain,0.0,1.0,Pass,Rodrigo Hernández Cascante,Spain,True,73.4,False,False,False
56519,3941018,1,0,2,00:00:02.764,Pass,Rodrigo Hernández Cascante,Spain,Spain,48.9,39.0,,1.444373,From Kick Off,Robin Aime Robert Le Normand,12.0440855,Ground Pass,,2.0827334,43.0,49.5,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,3,0,0,5,0,0,0,Carry,Rodrigo Hernández Cascante,Spain,0.0,1.0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,True,71.1,False,False,False
56520,3941018,1,0,4,00:00:04.208,Ball Receipt*,Robin Aime Robert Le Normand,Spain,Spain,43.0,49.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,0,5,0,0,0,Pass,Rodrigo Hernández Cascante,Spain,0.0,2.0,Carry,Robin Aime Robert Le Normand,Spain,True,77.0,False,False,False
56521,3941018,1,0,4,00:00:04.208,Carry,Robin Aime Robert Le Normand,Spain,Spain,43.0,49.5,,0.764798,From Kick Off,,,,,,,,,,,,False,41.5,53.7,4.4598206241955545,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,0,5,0,0,0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,0.0,4.0,Pass,Robin Aime Robert Le Normand,Spain,True,77.0,False,False,False
56522,3941018,1,0,4,00:00:04.973,Pass,Robin Aime Robert Le Normand,Spain,Spain,41.5,53.7,,1.202941,From Kick Off,Daniel Carvajal Ramos,22.671568,Ground Pass,,0.84781694,56.5,70.7,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,0,5,0,0,0,Carry,Robin Aime Robert Le Normand,Spain,0.0,4.0,Ball Receipt*,Daniel Carvajal Ramos,Spain,True,78.5,False,False,False
56523,3941018,1,0,6,00:00:06.176,Ball Receipt*,Daniel Carvajal Ramos,Spain,Spain,56.5,70.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,0,0,5,0,1,0,Pass,Robin Aime Robert Le Normand,Spain,0.0,4.0,Carry,Daniel Carvajal Ramos,Spain,True,63.5,False,False,False
56524,3941018,1,0,6,00:00:06.176,Carry,Daniel Carvajal Ramos,Spain,Spain,56.5,70.7,,4.154099,From Kick Off,,,,,,,,,,,,False,69.6,73.5,13.395894893585863,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,0,0,5,0,1,0,Ball Receipt*,Daniel Carvajal Ramos,Spain,0.0,6.0,Pass,Daniel Carvajal Ramos,Spain,True,63.5,False,False,False
56525,3941018,1,0,10,00:00:10.330,Pass,Daniel Carvajal Ramos,Spain,Spain,69.6,73.5,,1.656547,From Kick Off,Robin Aime Robert Le Normand,19.773973,Ground Pass,,-2.6055098,52.6,63.4,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,0,0,5,0,1,0,Carry,Daniel Carvajal Ramos,Spain,0.0,6.0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,True,50.400000000000006,False,False,False
56526,3941018,1,0,11,00:00:11.986,Ball Receipt*,Robin Aime Robert Le Normand,Spain,Spain,52.6,63.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,0,5,0,0,0,Pass,Daniel Carvajal Ramos,Spain,0.0,10.0,Carry,Robin Aime Robert Le Normand,Spain,True,67.4,False,False,False
56527,3941018,1,0,11,00:00:11.986,Carry,Robin Aime Robert Le Normand,Spain,Spain,52.6,63.4,,1.87949,From Kick Off,,,,,,,,,,,,False,53.5,57.0,6.462971452822608,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,0,5,0,0,0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,0.0,11.0,Pass,Robin Aime Robert Le Normand,Spain,True,67.4,False,False,False
56528,3941018,1,0,13,00:00:13.866,Pass,Robin Aime Robert Le Normand,Spain,Spain,53.5,57.0,,1.652866,From Kick Off,Aymeric Laporte,33.807987,Ground Pass,,-1.4908484,56.2,23.3,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,0,5,0,0,0,Carry,Robin Aime Robert Le Normand,Spain,0.0,11.0,Ball Receipt*,Aymeric Laporte,Spain,True,66.5,False,False,False
56529,3941018,1,0,15,00:00:15.519,Ball Receipt*,Aymeric Laporte,Spain,Spain,56.2,23.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,0,0,5,0,0,0,Pass,Robin Aime Robert Le Normand,Spain,0.0,13.0,Carry,Aymeric Laporte,Spain,True,63.8,False,False,False
56530,3941018,1,0,15,00:00:15.519,Carry,Aymeric Laporte,Spain,Spain,56.2,23.3,,1.477338,From Kick Off,,,,,,,,,,,,False,63.0,19.0,8.04549563420427,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,0,0,5,0,0,0,Ball Receipt*,Aymeric Laporte,Spain,0.0,15.0,Pass,Aymeric Laporte,Spain,True,63.8,False,False,False
56531,3941018,1,0,16,00:00:16.996,Pass,Aymeric Laporte,Spain,Spain,63.0,19.0,,1.300402,From Kick Off,Marc Cucurella Saseta,16.62438,Ground Pass,,-0.75561976,75.1,7.6,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,0,0,5,0,0,0,Carry,Aymeric Laporte,Spain,0.0,15.0,Ball Receipt*,Marc Cucurella Saseta,Spain,True,57.0,False,False,False
56532,3941018,1,0,18,00:00:18.297,Ball Receipt*,Marc Cucurella Saseta,Spain,Spain,75.1,7.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,3,0,0,5,0,0,0,Pass,Aymeric Laporte,Spain,0.0,16.0,Carry,Marc Cucurella Saseta,Spain,True,44.900000000000006,False,False,False
56533,3941018,1,0,18,00:00:18.297,Carry,Marc Cucurella Saseta,Spain,Spain,75.1,7.6,,1.279133,From Kick Off,,,,,,,,,,,,False,76.1,7.3,1.0440306508910548,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,3,0,0,5,0,0,0,Ball Receipt*,Marc Cucurella Saseta,Spain,0.0,18.0,Pass,Marc Cucurella Saseta,Spain,True,44.900000000000006,False,False,False
56534,3941018,1,0,19,00:00:19.576,Pass,Marc Cucurella Saseta,Spain,Spain,76.1,7.3,,1.352751,From Kick Off,Aymeric Laporte,20.439423,Ground Pass,,2.6910734,57.7,16.2,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,3,0,0,5,0,0,0,Carry,Marc Cucurella Saseta,Spain,0.0,18.0,Ball Receipt*,Aymeric Laporte,Spain,True,43.900000000000006,False,False,False
56535,3941018,1,0,20,00:00:20.928,Ball Receipt*,Aymeric Laporte,Spain,Spain,57.7,16.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,0,0,5,0,0,0,Pass,Marc Cucurella Saseta,Spain,0.0,19.0,Carry,Aymeric Laporte,Spain,True,62.3,False,False,False
56536,3941018,1,0,20,00:00:20.928,Carry,Aymeric Laporte,Spain,Spain,57.7,16.2,,2.975032,From Kick Off,,,,,,,,,,,,False,63.6,15.7,5.921148537234983,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,0,0,5,0,0,0,Ball Receipt*,Aymeric Laporte,Spain,0.0,20.0,Pass,Aymeric Laporte,Spain,True,62.3,False,False,False
56537,3941018,1,0,23,00:00:23.903,Pass,Aymeric Laporte,Spain,Spain,63.6,15.7,,1.147079,From Kick Off,Marc Cucurella Saseta,12.44508,Ground Pass,,-0.7853982,72.4,6.9,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,0,0,5,0,0,0,Carry,Aymeric Laporte,Spain,0.0,20.0,Ball Receipt*,Marc Cucurella Saseta,Spain,True,56.4,False,False,False
56538,3941018,1,0,25,00:00:25.051,Ball Receipt*,Marc Cucurella Saseta,Spain,Spain,72.4,6.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,3,0,0,5,0,0,0,Pass,Aymeric Laporte,Spain,0.0,23.0,Carry,Marc Cucurella Saseta,Spain,True,47.599999999999994,False,False,False
56539,3941018,1,0,25,00:00:25.051,Carry,Marc Cucurella Saseta,Spain,Spain,72.4,6.9,,1.749181,From Kick Off,,,,,,,,,,,,False,77.0,9.7,5.385164807134498,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,3,0,0,5,0,0,0,Ball Receipt*,Marc Cucurella Saseta,Spain,0.0,25.0,Pass,Marc Cucurella Saseta,Spain,True,47.599999999999994,False,False,False
56540,3941018,1,0,26,00:00:26.800,Pass,Marc Cucurella Saseta,Spain,Spain,77.0,9.7,,1.424813,From Kick Off,Aymeric Laporte,19.474342,Ground Pass,,2.410686,62.5,22.7,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,3,0,0,5,0,0,0,Carry,Marc Cucurella Saseta,Spain,0.0,25.0,Ball Receipt*,Aymeric Laporte,Spain,True,43.0,False,False,False
56541,3941018,1,0,28,00:00:28.225,Ball Receipt*,Aymeric Laporte,Spain,Spain,62.5,22.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,0,0,5,0,0,0,Pass,Marc Cucurella Saseta,Spain,0.0,26.0,Carry,Aymeric Laporte,Spain,True,57.5,False,False,False
56542,3941018,1,0,28,00:00:28.225,Carry,Aymeric Laporte,Spain,Spain,62.5,22.7,,1.21523,From Kick Off,,,,,,,,,,,,False,65.0,27.9,5.769748694700662,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,0,0,5,0,0,0,Ball Receipt*,Aymeric Laporte,Spain,0.0,28.0,Pass,Aymeric Laporte,Spain,True,57.5,False,False,False
56543,3941018,1,0,29,00:00:29.440,Pass,Aymeric Laporte,Spain,Spain,65.0,27.9,,1.496724,From Kick Off,Robin Aime Robert Le Normand,30.301485,Ground Pass,,1.580697,64.7,58.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,0,0,5,0,0,0,Carry,Aymeric Laporte,Spain,0.0,28.0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,True,55.0,False,False,False
56544,3941018,1,0,30,00:00:30.936,Ball Receipt*,Robin Aime Robert Le Normand,Spain,Spain,64.7,58.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,0,5,0,0,0,Pass,Aymeric Laporte,Spain,0.0,29.0,Carry,Robin Aime Robert Le Normand,Spain,True,55.3,False,False,False
56545,3941018,1,0,30,00:00:30.936,Carry,Robin Aime Robert Le Normand,Spain,Spain,64.7,58.2,,1.029488,From Kick Off,,,,,,,,,,,,False,64.2,57.7,0.7071067811865476,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,0,5,0,0,0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,0.0,30.0,Pass,Robin Aime Robert Le Normand,Spain,True,55.3,False,False,False
56546,3941018,1,0,31,00:00:31.966,Pass,Robin Aime Robert Le Normand,Spain,Spain,64.2,57.7,,1.187287,From Kick Off,Daniel Carvajal Ramos,16.8609,Ground Pass,,1.096539,71.9,72.7,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,0,5,0,0,0,Carry,Robin Aime Robert Le Normand,Spain,0.0,30.0,Ball Receipt*,Daniel Carvajal Ramos,Spain,True,55.8,False,False,False
56547,3941018,1,0,33,00:00:33.153,Ball Receipt*,Daniel Carvajal Ramos,Spain,Spain,71.9,72.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,0,0,5,0,1,0,Pass,Robin Aime Robert Le Normand,Spain,0.0,31.0,Carry,Daniel Carvajal Ramos,Spain,True,48.099999999999994,False,False,False
56548,3941018,1,0,33,00:00:33.153,Carry,Daniel Carvajal Ramos,Spain,Spain,71.9,72.7,,2.158532,From Kick Off,,,,,,,,,,,,False,78.4,72.2,6.519202405202649,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,0,0,5,0,1,0,Ball Receipt*,Daniel Carvajal Ramos,Spain,0.0,33.0,Pass,Daniel Carvajal Ramos,Spain,True,48.099999999999994,False,False,False
56549,3941018,1,0,35,00:00:35.312,Pass,Daniel Carvajal Ramos,Spain,Spain,78.4,72.2,,1.580637,From Kick Off,Robin Aime Robert Le Normand,19.109423,Ground Pass,,-2.55359,62.5,61.6,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,3,0,0,5,0,1,0,Carry,Daniel Carvajal Ramos,Spain,0.0,33.0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,True,41.599999999999994,False,False,False
56550,3941018,1,0,36,00:00:36.892,Ball Receipt*,Robin Aime Robert Le Normand,Spain,Spain,62.5,61.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,0,5,0,0,0,Pass,Daniel Carvajal Ramos,Spain,0.0,35.0,Carry,Robin Aime Robert Le Normand,Spain,True,57.5,False,False,False
56551,3941018,1,0,36,00:00:36.892,Carry,Robin Aime Robert Le Normand,Spain,Spain,62.5,61.6,,1.536262,From Kick Off,,,,,,,,,,,,False,63.6,55.3,6.3953107821277975,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,0,5,0,0,0,Ball Receipt*,Robin Aime Robert Le Normand,Spain,0.0,36.0,Pass,Robin Aime Robert Le Normand,Spain,True,57.5,False,False,False
56552,3941018,1,0,38,00:00:38.429,Pass,Robin Aime Robert Le Normand,Spain,Spain,63.6,55.3,,1.765869,From Kick Off,Aymeric Laporte,27.788128,Ground Pass,,-1.2900251,71.3,28.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,3,0,0,5,0,0,0,Carry,Robin Aime Robert Le Normand,Spain,0.0,36.0,Ball Receipt*,Aymeric Laporte,Spain,True,56.4,False,False,False
56553,3941018,1,0,40,00:00:40.195,Ball Receipt*,Aymeric Laporte,Spain,Spain,71.3,28.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,0,0,5,0,0,0,Pass,Robin Aime Robert Le Normand,Spain,0.0,38.0,Carry,Aymeric Laporte,Spain,True,48.7,False,False,False
56554,3941018,1,0,40,00:00:40.195,Carry,Aymeric Laporte,Spain,Spain,71.3,28.6,,1.597221,From Kick Off,,,,,,,,,,,,False,76.4,22.5,7.951100552753694,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,0,0,5,0,0,0,Ball Receipt*,Aymeric Laporte,Spain,0.0,40.0,Pass,Aymeric Laporte,Spain,True,48.7,False,False,False
56555,3941018,1,0,41,00:00:41.792,Pass,Aymeric Laporte,Spain,Spain,76.4,22.5,,1.374294,From Kick Off,Nicholas Williams Arthuer,23.920702,Ground Pass,,-0.7440017,94.0,6.3,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,0,0,5,0,0,0,Carry,Aymeric Laporte,Spain,0.0,40.0,Ball Receipt*,Nicholas Williams Arthuer,Spain,True,43.599999999999994,False,False,False
56556,3941018,1,0,43,00:00:43.166,Ball Receipt*,Nicholas Williams Arthuer,Spain,Spain,94.0,6.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,0,0,5,0,0,0,Pass,Aymeric Laporte,Spain,0.0,41.0,Carry,Nicholas Williams Arthuer,Spain,True,26.0,False,False,False
56557,3941018,1,0,43,00:00:43.166,Carry,Nicholas Williams Arthuer,Spain,Spain,94.0,6.3,,5.427996,From Kick Off,,,,,,,,,,,,False,114.0,5.7,20.008997975910738,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,0,0,5,0,0,0,Ball Receipt*,Nicholas Williams Arthuer,Spain,0.0,43.0,Pass,Nicholas Williams Arthuer,Spain,True,26.0,False,False,False
56558,3941018,1,0,48,00:00:48.594,Pass,Nicholas Williams Arthuer,Spain,Spain,114.0,5.7,,2.003815,From Kick Off,,34.20073,High Pass,Incomplete,1.6791933,110.3,39.7,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,3,0,0,5,0,0,0,Carry,Nicholas Williams Arthuer,Spain,0.0,43.0,Ball Recovery,Álvaro Borja Morata Martín,Spain,True,6.0,False,True,False
56559,3941018,1,0,50,00:00:50.128,Ball Recovery,Álvaro Borja Morata Martín,Spain,Spain,110.3,39.5,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,3,0,0,5,0,1,0,Pass,Nicholas Williams Arthuer,Spain,0.0,48.0,Ball Recovery,Giorgi Kochorashvili,Georgia,False,9.700000000000003,False,True,False
56560,3941018,1,0,50,00:00:50.598,Ball Recovery,Giorgi Kochorashvili,Georgia,Georgia,9.8,40.4,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,1,1,4,4,0,0,Ball Recovery,Álvaro Borja Morata Martín,Spain,0.0,50.0,Carry,Giorgi Kochorashvili,Georgia,True,110.2,False,False,False
56561,3941018,1,0,50,00:00:50.598,Carry,Giorgi Kochorashvili,Georgia,Georgia,9.8,40.4,True,0.653862,Regular Play,,,,,,,,,,,,False,11.3,43.4,3.3541019662496847,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,1,1,4,4,0,0,Ball Recovery,Giorgi Kochorashvili,Georgia,0.0,50.0,Pressure,Álvaro Borja Morata Martín,Spain,False,110.2,False,False,False
56562,3941018,1,0,50,00:00:50.954,Pressure,Álvaro Borja Morata Martín,Spain,Georgia,109.3,38.0,,0.297798,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,3,0,0,5,0,1,0,Carry,Giorgi Kochorashvili,Georgia,0.0,50.0,Dispossessed,Giorgi Kochorashvili,Georgia,False,10.700000000000003,False,True,False
56563,3941018,1,0,51,00:00:51.252,Dispossessed,Giorgi Kochorashvili,Georgia,Georgia,11.3,43.4,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,1,1,1,4,4,0,0,Pressure,Álvaro Borja Morata Martín,Spain,0.0,50.0,Duel,Álvaro Borja Morata Martín,Spain,False,108.7,False,False,True
56564,3941018,1,0,51,00:00:51.252,Duel,Álvaro Borja Morata Martín,Spain,Georgia,108.8,36.7,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,3,0,0,5,0,1,0,Dispossessed,Giorgi Kochorashvili,Georgia,0.0,51.0,Pass,Otar Kiteishvili,Georgia,False,11.200000000000003,False,True,False
56565,3941018,1,0,52,00:00:52.589,Pass,Otar Kiteishvili,Georgia,Georgia,15.5,40.4,,1.357822,Regular Play,Luka Lochoshvili,18.609674,Ground Pass,,-1.6030432,14.9,21.8,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,1,1,4,4,0,0,Duel,Álvaro Borja Morata Martín,Spain,0.0,51.0,Ball Receipt*,Luka Lochoshvili,Georgia,True,104.5,False,False,False
56566,3941018,1,0,53,00:00:53.947,Ball Receipt*,Luka Lochoshvili,Georgia,Georgia,14.9,21.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,1,1,1,4,4,0,0,Pass,Otar Kiteishvili,Georgia,0.0,52.0,Carry,Luka Lochoshvili,Georgia,True,105.1,False,False,False
56567,3941018,1,0,53,00:00:53.947,Carry,Luka Lochoshvili,Georgia,Georgia,14.9,21.8,True,3.829551,Regular Play,,,,,,,,,,,,False,38.3,6.0,28.234730386529282,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,1,1,1,4,4,0,0,Ball Receipt*,Luka Lochoshvili,Georgia,0.0,53.0,Pressure,Pedro González López,Spain,False,105.1,False,False,False
56568,3941018,1,0,56,00:00:56.280,Pressure,Pedro González López,Spain,Georgia,95.2,68.1,,1.311161,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,3,0,0,5,0,0,0,Carry,Luka Lochoshvili,Georgia,0.0,53.0,Pass,Luka Lochoshvili,Georgia,False,24.799999999999997,False,True,False
56569,3941018,1,0,57,00:00:57.777,Pass,Luka Lochoshvili,Georgia,Georgia,38.3,6.0,,1.727379,Regular Play,Georges Mikautadze,36.452297,High Pass,Incomplete,0.8300287,62.9,32.9,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,1,1,1,4,4,0,0,Pressure,Pedro González López,Spain,0.0,56.0,Ball Receipt*,Georges Mikautadze,Georgia,True,81.7,False,False,True
56570,3941018,1,0,59,00:00:59.504,Ball Receipt*,Georges Mikautadze,Georgia,Georgia,62.2,36.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,1,1,4,4,3,0,Pass,Luka Lochoshvili,Georgia,0.0,57.0,Pass,Aymeric Laporte,Spain,False,57.8,False,False,False
56571,3941018,1,0,59,00:00:59.504,Pass,Aymeric Laporte,Spain,Spain,57.2,47.2,,1.421738,Regular Play,Fabián Ruiz Peña,12.998846,Ground Pass,,0.30472058,69.6,51.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,3,0,0,5,0,0,0,Ball Receipt*,Georges Mikautadze,Georgia,0.0,59.0,Pressure,Otar Kiteishvili,Georgia,False,62.8,False,False,False
56572,3941018,1,1,0,00:01:00.739,Pressure,Otar Kiteishvili,Georgia,Spain,48.2,27.2,,0.72191,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,1,1,1,4,4,0,0,Pass,Aymeric Laporte,Spain,0.0,59.0,Ball Receipt*,Fabián Ruiz Peña,Spain,False,71.8,False,False,False
56573,3941018,1,1,0,00:01:00.926,Ball Receipt*,Fabián Ruiz Peña,Spain,Spain,69.6,51.1,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,3,0,0,5,0,1,0,Pressure,Otar Kiteishvili,Georgia,1.0,0.0,Carry,Fabián Ruiz Peña,Spain,True,50.400000000000006,False,False,True
56574,3941018,1,1,0,00:01:00.926,Carry,Fabián Ruiz Peña,Spain,Spain,69.6,51.1,True,0.491405,Regular Play,,,,,,,,,,,,False,68.4,50.8,1.236931687685288,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,3,0,0,5,0,1,0,Ball Receipt*,Fabián Ruiz Peña,Spain,1.0,0.0,Pass,Fabián Ruiz Peña,Spain,True,50.400000000000006,False,False,False
56575,3941018,1,1,1,00:01:01.417,Pass,Fabián Ruiz Peña,Spain,Spain,68.4,50.8,True,0.846679,Regular Play,Rodrigo Hernández Cascante,7.984986,Low Pass,,1.9559538,65.4,58.2,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,3,0,0,5,0,1,0,Carry,Fabián Ruiz Peña,Spain,1.0,0.0,Pressure,Georges Mikautadze,Georgia,False,51.599999999999994,False,False,False
56576,3941018,1,1,2,00:01:02.231,Pressure,Georges Mikautadze,Georgia,Spain,57.0,22.5,,0.600825,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,1,1,1,4,4,3,0,Pass,Fabián Ruiz Peña,Spain,1.0,1.0,Ball Receipt*,Rodrigo Hernández Cascante,Spain,False,63.0,False,False,False
56577,3941018,1,1,2,00:01:02.264,Ball Receipt*,Rodrigo Hernández Cascante,Spain,Spain,65.4,58.2,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,3,0,0,5,0,0,0,Pressure,Georges Mikautadze,Georgia,1.0,2.0,Carry,Rodrigo Hernández Cascante,Spain,True,54.599999999999994,False,False,True
