event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Turkey_score,Georgia_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
120503,3938639,1,0,0,00:00:00.000,Starting XI,,Turkey,Turkey,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Starting XI,,Georgia,False,,False,,False
120504,3938639,1,0,0,00:00:00.000,Starting XI,,Georgia,Turkey,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Turkey,0.0,0.0,Half Start,,Georgia,True,,False,,False
120505,3938639,1,0,0,00:00:00.000,Half Start,,Georgia,Turkey,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Georgia,0.0,0.0,Half Start,,Turkey,False,,False,,False
120506,3938639,1,0,0,00:00:00.000,Half Start,,Turkey,Turkey,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Half Start,,Georgia,0.0,0.0,Pass,Georges Mikautadze,Georgia,False,,False,,False
120507,3938639,1,0,0,00:00:00.838,Pass,Georges Mikautadze,Georgia,Georgia,60.0,40.0,,0.97636,From Kick Off,Giorgi Kochorashvili,7.8243213,Ground Pass,,-2.4648557,53.9,35.1,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Half Start,,Turkey,0.0,0.0,Ball Receipt*,Giorgi Kochorashvili,Georgia,True,60.0,False,False,False
120508,3938639,1,0,1,00:00:01.815,Ball Receipt*,Giorgi Kochorashvili,Georgia,Georgia,53.9,35.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Georges Mikautadze,Georgia,0.0,0.0,Carry,Giorgi Kochorashvili,Georgia,True,66.1,False,False,False
120509,3938639,1,0,1,00:00:01.815,Carry,Giorgi Kochorashvili,Georgia,Georgia,53.9,35.1,,0.770759,From Kick Off,,,,,,,,,,,,False,53.9,34.9,0.20000000000000284,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Giorgi Kochorashvili,Georgia,0.0,1.0,Pass,Giorgi Kochorashvili,Georgia,True,66.1,False,False,False
120510,3938639,1,0,2,00:00:02.586,Pass,Giorgi Kochorashvili,Georgia,Georgia,53.9,34.9,,1.849699,From Kick Off,Heorhii Tsitaishvili,32.70061,Ground Pass,,-1.5769124,53.7,2.2,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Giorgi Kochorashvili,Georgia,0.0,1.0,Ball Receipt*,Heorhii Tsitaishvili,Georgia,True,66.1,False,False,False
120511,3938639,1,0,4,00:00:04.435,Ball Receipt*,Heorhii Tsitaishvili,Georgia,Georgia,53.7,2.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Giorgi Kochorashvili,Georgia,0.0,2.0,Carry,Heorhii Tsitaishvili,Georgia,True,66.3,False,False,False
120512,3938639,1,0,4,00:00:04.435,Carry,Heorhii Tsitaishvili,Georgia,Georgia,53.7,2.2,,3.06376,From Kick Off,,,,,,,,,,,,False,57.8,1.6,4.143669871020126,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Heorhii Tsitaishvili,Georgia,0.0,4.0,Pass,Heorhii Tsitaishvili,Georgia,True,66.3,False,False,False
120513,3938639,1,0,7,00:00:07.499,Pass,Heorhii Tsitaishvili,Georgia,Georgia,57.8,1.6,,1.461033,From Kick Off,Lasha Dvali,18.047161,Ground Pass,,3.0138013,39.9,3.9,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Heorhii Tsitaishvili,Georgia,0.0,4.0,Ball Receipt*,Lasha Dvali,Georgia,True,62.2,False,False,False
120514,3938639,1,0,8,00:00:08.960,Ball Receipt*,Lasha Dvali,Georgia,Georgia,39.9,3.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Heorhii Tsitaishvili,Georgia,0.0,7.0,Carry,Lasha Dvali,Georgia,True,80.1,False,False,False
120515,3938639,1,0,8,00:00:08.960,Carry,Lasha Dvali,Georgia,Georgia,39.9,3.9,,1.192831,From Kick Off,,,,,,,,,,,,False,39.9,3.9,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Lasha Dvali,Georgia,0.0,8.0,Pass,Lasha Dvali,Georgia,True,80.1,False,False,False
120516,3938639,1,0,10,00:00:10.153,Pass,Lasha Dvali,Georgia,Georgia,39.9,3.9,,2.166077,From Kick Off,Guram Kashia,18.200275,Ground Pass,,1.849096,34.9,21.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Lasha Dvali,Georgia,0.0,8.0,Ball Receipt*,Guram Kashia,Georgia,True,80.1,False,False,False
120517,3938639,1,0,12,00:00:12.319,Ball Receipt*,Guram Kashia,Georgia,Georgia,34.9,21.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Lasha Dvali,Georgia,0.0,10.0,Carry,Guram Kashia,Georgia,True,85.1,False,False,False
120518,3938639,1,0,12,00:00:12.319,Carry,Guram Kashia,Georgia,Georgia,34.9,21.4,,1.547397,From Kick Off,,,,,,,,,,,,False,29.5,40.9,20.233882474700696,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Guram Kashia,Georgia,0.0,12.0,Pass,Guram Kashia,Georgia,True,85.1,False,False,False
120519,3938639,1,0,13,00:00:13.866,Pass,Guram Kashia,Georgia,Georgia,29.5,40.9,,2.128139,From Kick Off,Giorgi Mamardashvili,19.543285,Ground Pass,,-2.6802335,12.0,32.2,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Guram Kashia,Georgia,0.0,12.0,Ball Receipt*,Giorgi Mamardashvili,Georgia,True,90.5,False,False,False
120520,3938639,1,0,15,00:00:15.995,Ball Receipt*,Giorgi Mamardashvili,Georgia,Georgia,12.0,32.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Pass,Guram Kashia,Georgia,0.0,13.0,Carry,Giorgi Mamardashvili,Georgia,True,108.0,False,False,False
120521,3938639,1,0,15,00:00:15.995,Carry,Giorgi Mamardashvili,Georgia,Georgia,12.0,32.2,,2.326459,From Kick Off,,,,,,,,,,,,False,12.0,32.2,0.0,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Giorgi Mamardashvili,Georgia,0.0,15.0,Pass,Giorgi Mamardashvili,Georgia,True,108.0,False,False,False
120522,3938639,1,0,18,00:00:18.321,Pass,Giorgi Mamardashvili,Georgia,Georgia,12.0,32.2,,0.990829,From Kick Off,Giorgi Kochorashvili,16.975277,Ground Pass,,-0.60107374,26.0,22.6,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Carry,Giorgi Mamardashvili,Georgia,0.0,15.0,Ball Receipt*,Giorgi Kochorashvili,Georgia,True,108.0,False,False,False
120523,3938639,1,0,19,00:00:19.312,Ball Receipt*,Giorgi Kochorashvili,Georgia,Georgia,26.0,22.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Giorgi Mamardashvili,Georgia,0.0,18.0,Carry,Giorgi Kochorashvili,Georgia,True,94.0,False,False,False
120524,3938639,1,0,19,00:00:19.312,Carry,Giorgi Kochorashvili,Georgia,Georgia,26.0,22.6,,1.273555,From Kick Off,,,,,,,,,,,,False,22.7,30.7,8.746427842267948,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Giorgi Kochorashvili,Georgia,0.0,19.0,Pass,Giorgi Kochorashvili,Georgia,True,94.0,False,False,False
120525,3938639,1,0,20,00:00:20.585,Pass,Giorgi Kochorashvili,Georgia,Georgia,22.7,30.7,,3.076524,From Kick Off,Guram Kashia,35.802235,Ground Pass,,1.830679,13.5,65.3,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Giorgi Kochorashvili,Georgia,0.0,19.0,Ball Receipt*,Guram Kashia,Georgia,True,97.3,False,False,False
120526,3938639,1,0,23,00:00:23.662,Ball Receipt*,Guram Kashia,Georgia,Georgia,13.5,65.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Giorgi Kochorashvili,Georgia,0.0,20.0,Pass,Guram Kashia,Georgia,True,106.5,False,False,False
120527,3938639,1,0,23,00:00:23.662,Pass,Guram Kashia,Georgia,Georgia,14.1,67.0,,1.277007,From Kick Off,Otar Kakabadze,21.162466,Ground Pass,,0.43405795,33.3,75.9,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Guram Kashia,Georgia,0.0,23.0,Ball Receipt*,Otar Kakabadze,Georgia,True,105.9,False,False,False
120528,3938639,1,0,24,00:00:24.939,Ball Receipt*,Otar Kakabadze,Georgia,Georgia,33.3,75.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Guram Kashia,Georgia,0.0,23.0,Pass,Otar Kakabadze,Georgia,True,86.7,False,False,False
120529,3938639,1,0,24,00:00:24.939,Pass,Otar Kakabadze,Georgia,Georgia,31.2,74.1,,2.528971,From Kick Off,Khvicha Kvaratskhelia,40.834423,High Pass,Incomplete,-1.1893804,46.4,36.2,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Otar Kakabadze,Georgia,0.0,24.0,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,True,88.8,False,False,False
120530,3938639,1,0,27,00:00:27.468,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,Georgia,48.1,35.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pass,Otar Kakabadze,Georgia,0.0,24.0,Pass,Hakan Çalhanoğlu,Turkey,False,71.9,False,False,False
120531,3938639,1,0,27,00:00:27.468,Pass,Hakan Çalhanoğlu,Turkey,Turkey,73.7,43.9,,2.384282,Regular Play,Samet Akaydin,19.678669,Low Pass,,2.6893082,56.0,52.5,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,0.0,27.0,Ball Receipt*,Samet Akaydin,Turkey,True,46.3,False,False,False
120532,3938639,1,0,29,00:00:29.852,Ball Receipt*,Samet Akaydin,Turkey,Turkey,56.0,52.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Hakan Çalhanoğlu,Turkey,0.0,27.0,Carry,Samet Akaydin,Turkey,True,64.0,False,False,False
120533,3938639,1,0,29,00:00:29.852,Carry,Samet Akaydin,Turkey,Turkey,56.0,52.5,,0.658186,Regular Play,,,,,,,,,,,,False,55.0,52.3,1.0198039027185575,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Samet Akaydin,Turkey,0.0,29.0,Pass,Samet Akaydin,Turkey,True,64.0,False,False,False
120534,3938639,1,0,30,00:00:30.510,Pass,Samet Akaydin,Turkey,Turkey,55.0,52.3,,1.22948,Regular Play,Mert Müldür,14.598972,Ground Pass,,1.0550487,62.2,65.0,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Samet Akaydin,Turkey,0.0,29.0,Ball Receipt*,Mert Müldür,Turkey,True,65.0,False,False,False
120535,3938639,1,0,31,00:00:31.740,Ball Receipt*,Mert Müldür,Turkey,Turkey,62.2,65.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Samet Akaydin,Turkey,0.0,30.0,Carry,Mert Müldür,Turkey,True,57.8,False,False,False
120536,3938639,1,0,31,00:00:31.740,Carry,Mert Müldür,Turkey,Turkey,62.2,65.0,,1.8785731,Regular Play,,,,,,,,,,,,False,63.9,69.8,5.092150822589602,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Mert Müldür,Turkey,0.0,31.0,Pass,Mert Müldür,Turkey,True,57.8,False,False,False
120537,3938639,1,0,33,00:00:33.618,Pass,Mert Müldür,Turkey,Turkey,63.9,69.8,,1.063652,Regular Play,Hakan Çalhanoğlu,10.756393,Ground Pass,,-2.3956478,56.0,62.5,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Mert Müldür,Turkey,0.0,31.0,Ball Receipt*,Hakan Çalhanoğlu,Turkey,True,56.1,False,False,False
120538,3938639,1,0,34,00:00:34.682,Ball Receipt*,Hakan Çalhanoğlu,Turkey,Turkey,56.0,62.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Mert Müldür,Turkey,0.0,33.0,Carry,Hakan Çalhanoğlu,Turkey,True,64.0,False,False,False
120539,3938639,1,0,34,00:00:34.682,Carry,Hakan Çalhanoğlu,Turkey,Turkey,56.0,62.5,,2.455159,Regular Play,,,,,,,,,,,,False,57.9,63.1,1.9924858845171265,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Hakan Çalhanoğlu,Turkey,0.0,34.0,Pass,Hakan Çalhanoğlu,Turkey,True,64.0,False,False,False
120540,3938639,1,0,37,00:00:37.137,Pass,Hakan Çalhanoğlu,Turkey,Turkey,57.9,63.1,,0.939377,Regular Play,Arda Güler,9.625487,Ground Pass,,0.5707133,66.0,68.3,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Hakan Çalhanoğlu,Turkey,0.0,34.0,Ball Receipt*,Arda Güler,Turkey,True,62.1,False,False,False
120541,3938639,1,0,38,00:00:38.077,Ball Receipt*,Arda Güler,Turkey,Turkey,66.0,68.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Pass,Hakan Çalhanoğlu,Turkey,0.0,37.0,Carry,Arda Güler,Turkey,True,54.0,False,False,False
120542,3938639,1,0,38,00:00:38.077,Carry,Arda Güler,Turkey,Turkey,66.0,68.3,,1.201232,Regular Play,,,,,,,,,,,,False,70.4,73.9,7.1217975259059525,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Arda Güler,Turkey,0.0,38.0,Pass,Arda Güler,Turkey,True,54.0,False,False,False
120543,3938639,1,0,39,00:00:39.278,Pass,Arda Güler,Turkey,Turkey,70.4,73.9,,1.104841,Regular Play,Mert Müldür,6.8410525,Ground Pass,,0.66104317,75.8,78.1,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Carry,Arda Güler,Turkey,0.0,38.0,Ball Receipt*,Mert Müldür,Turkey,True,49.599999999999994,False,False,False
120544,3938639,1,0,40,00:00:40.383,Ball Receipt*,Mert Müldür,Turkey,Turkey,75.8,78.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Arda Güler,Turkey,0.0,39.0,Carry,Mert Müldür,Turkey,True,44.2,False,False,False
120545,3938639,1,0,40,00:00:40.383,Carry,Mert Müldür,Turkey,Turkey,75.8,78.1,,0.509106,Regular Play,,,,,,,,,,,,False,76.8,77.9,1.0198039027185546,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Mert Müldür,Turkey,0.0,40.0,Pass,Mert Müldür,Turkey,True,44.2,False,False,False
120546,3938639,1,0,40,00:00:40.892,Pass,Mert Müldür,Turkey,Turkey,76.8,77.9,,1.504621,Regular Play,Hakan Çalhanoğlu,16.211107,Ground Pass,,-3.1045725,60.6,77.3,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Mert Müldür,Turkey,0.0,40.0,Ball Receipt*,Hakan Çalhanoğlu,Turkey,True,43.2,False,False,False
120547,3938639,1,0,42,00:00:42.396,Ball Receipt*,Hakan Çalhanoğlu,Turkey,Turkey,60.6,77.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Mert Müldür,Turkey,0.0,40.0,Carry,Hakan Çalhanoğlu,Turkey,True,59.4,False,False,False
120548,3938639,1,0,42,00:00:42.396,Carry,Hakan Çalhanoğlu,Turkey,Turkey,60.6,77.3,,1.706617,Regular Play,,,,,,,,,,,,False,60.6,76.2,1.0999999999999943,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Hakan Çalhanoğlu,Turkey,0.0,42.0,Pass,Hakan Çalhanoğlu,Turkey,True,59.4,False,False,False
120549,3938639,1,0,44,00:00:44.103,Pass,Hakan Çalhanoğlu,Turkey,Turkey,60.6,76.2,,1.044594,Regular Play,Samet Akaydin,18.777113,Ground Pass,,-1.9700937,53.3,58.9,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Hakan Çalhanoğlu,Turkey,0.0,42.0,Ball Receipt*,Samet Akaydin,Turkey,True,59.4,False,False,False
120550,3938639,1,0,45,00:00:45.148,Ball Receipt*,Samet Akaydin,Turkey,Turkey,53.3,58.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Hakan Çalhanoğlu,Turkey,0.0,44.0,Carry,Samet Akaydin,Turkey,True,66.7,False,False,False
120551,3938639,1,0,45,00:00:45.148,Carry,Samet Akaydin,Turkey,Turkey,53.3,58.9,,1.268207,Regular Play,,,,,,,,,,,,False,56.2,53.5,6.129437168288783,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Samet Akaydin,Turkey,0.0,45.0,Pass,Samet Akaydin,Turkey,True,66.7,False,False,False
120552,3938639,1,0,46,00:00:46.416,Pass,Samet Akaydin,Turkey,Turkey,56.2,53.5,,1.613876,Regular Play,Abdülkerim Bardakcı,26.61015,Ground Pass,,-2.0260408,44.5,29.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Samet Akaydin,Turkey,0.0,45.0,Ball Receipt*,Abdülkerim Bardakcı,Turkey,True,63.8,False,False,False
120553,3938639,1,0,48,00:00:48.030,Ball Receipt*,Abdülkerim Bardakcı,Turkey,Turkey,44.5,29.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Samet Akaydin,Turkey,0.0,46.0,Carry,Abdülkerim Bardakcı,Turkey,True,75.5,False,False,False
120554,3938639,1,0,48,00:00:48.030,Carry,Abdülkerim Bardakcı,Turkey,Turkey,44.5,29.6,,1.288853,Regular Play,,,,,,,,,,,,False,44.3,27.3,2.30867927612304,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Abdülkerim Bardakcı,Turkey,0.0,48.0,Pass,Abdülkerim Bardakcı,Turkey,True,75.5,False,False,False
120555,3938639,1,0,49,00:00:49.319,Pass,Abdülkerim Bardakcı,Turkey,Turkey,44.3,27.3,,1.436721,Regular Play,Ferdi Erenay Kadıoğlu,21.580084,Ground Pass,,-0.9300756,57.2,10.0,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Abdülkerim Bardakcı,Turkey,0.0,48.0,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,True,75.7,False,False,False
120556,3938639,1,0,50,00:00:50.755,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,Turkey,57.2,10.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Abdülkerim Bardakcı,Turkey,0.0,49.0,Carry,Ferdi Erenay Kadıoğlu,Turkey,True,62.8,False,False,False
120557,3938639,1,0,50,00:00:50.755,Carry,Ferdi Erenay Kadıoğlu,Turkey,Turkey,57.2,10.0,True,1.321789,Regular Play,,,,,,,,,,,,False,55.2,11.7,2.624880949681337,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,0.0,50.0,Pressure,Giorgi Chakvetadze,Georgia,False,62.8,False,False,False
120558,3938639,1,0,51,00:00:51.815,Pressure,Giorgi Chakvetadze,Georgia,Turkey,62.8,69.5,,0.193956,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Ferdi Erenay Kadıoğlu,Turkey,0.0,50.0,Pass,Ferdi Erenay Kadıoğlu,Turkey,False,57.2,False,False,False
120559,3938639,1,0,52,00:00:52.077,Pass,Ferdi Erenay Kadıoğlu,Turkey,Turkey,55.2,11.7,,1.503736,Regular Play,Samet Akaydin,33.616215,Ground Pass,,1.9010133,44.3,43.5,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Giorgi Chakvetadze,Georgia,0.0,51.0,Ball Receipt*,Samet Akaydin,Turkey,True,64.8,False,False,True
120560,3938639,1,0,53,00:00:53.581,Ball Receipt*,Samet Akaydin,Turkey,Turkey,44.3,43.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Ferdi Erenay Kadıoğlu,Turkey,0.0,52.0,Carry,Samet Akaydin,Turkey,True,75.7,False,False,False
120561,3938639,1,0,53,00:00:53.581,Carry,Samet Akaydin,Turkey,Turkey,44.3,43.5,,2.224822,Regular Play,,,,,,,,,,,,False,44.5,45.8,2.3086792761230366,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Samet Akaydin,Turkey,0.0,53.0,Pass,Samet Akaydin,Turkey,True,75.7,False,False,False
120562,3938639,1,0,55,00:00:55.806,Pass,Samet Akaydin,Turkey,Turkey,44.5,45.8,,1.163366,Regular Play,Hakan Çalhanoğlu,25.23886,Ground Pass,,1.2315037,52.9,69.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Samet Akaydin,Turkey,0.0,53.0,Ball Receipt*,Hakan Çalhanoğlu,Turkey,True,75.5,False,False,False
120563,3938639,1,0,56,00:00:56.969,Ball Receipt*,Hakan Çalhanoğlu,Turkey,Turkey,52.9,69.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Samet Akaydin,Turkey,0.0,55.0,Carry,Hakan Çalhanoğlu,Turkey,True,67.1,False,False,False
120564,3938639,1,0,56,00:00:56.969,Carry,Hakan Çalhanoğlu,Turkey,Turkey,52.9,69.6,,2.184771,Regular Play,,,,,,,,,,,,False,51.8,71.2,1.9416487838947676,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Hakan Çalhanoğlu,Turkey,0.0,56.0,Pass,Hakan Çalhanoğlu,Turkey,True,67.1,False,False,False
120565,3938639,1,0,59,00:00:59.154,Pass,Hakan Çalhanoğlu,Turkey,Turkey,51.8,71.2,,1.61282,Regular Play,Arda Güler,22.901964,Ground Pass,,0.2968938,73.7,77.9,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Hakan Çalhanoğlu,Turkey,0.0,56.0,Ball Receipt*,Arda Güler,Turkey,True,68.2,False,False,False
120566,3938639,1,1,0,00:01:00.767,Ball Receipt*,Arda Güler,Turkey,Turkey,73.7,77.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Pass,Hakan Çalhanoğlu,Turkey,0.0,59.0,Carry,Arda Güler,Turkey,True,46.3,False,False,False
120567,3938639,1,1,0,00:01:00.767,Carry,Arda Güler,Turkey,Turkey,73.7,77.9,True,2.11803,Regular Play,,,,,,,,,,,,False,73.5,76.9,1.0198039027185575,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Arda Güler,Turkey,1.0,0.0,Pressure,Giorgi Kochorashvili,Georgia,False,46.3,False,False,False
120568,3938639,1,1,2,00:01:02.563,Pressure,Giorgi Kochorashvili,Georgia,Turkey,45.2,3.0,,0.454068,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Arda Güler,Turkey,1.0,0.0,Pass,Arda Güler,Turkey,False,74.8,False,False,False
