event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Turkey_score,Georgia_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
121607,3938639,1,23,33,00:23:33.058,Ball Receipt*,Anzor Mekvabishvili,Georgia,Georgia,47.6,57.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Guram Kashia,Georgia,23.0,32.0,Carry,Anzor Mekvabishvili,Georgia,True,72.4,False,False,False
121608,3938639,1,23,33,00:23:33.058,Carry,Anzor Mekvabishvili,Georgia,Georgia,47.6,57.7,,1.991973,Regular Play,,,,,,,,,,,,False,49.5,59.9,2.9068883707497224,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Anzor Mekvabishvili,Georgia,23.0,33.0,Pass,Anzor Mekvabishvili,Georgia,True,72.4,False,False,False
121609,3938639,1,23,35,00:23:35.050,Pass,Anzor Mekvabishvili,Georgia,Georgia,49.5,59.9,,0.958874,Regular Play,Giorgi Chakvetadze,6.140033,Ground Pass,,-0.2805368,55.4,58.2,,,,,False,,,,,False,,"{'id': 10, 'name': 'Center Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Anzor Mekvabishvili,Georgia,23.0,33.0,Ball Receipt*,Giorgi Chakvetadze,Georgia,True,70.5,False,False,False
121610,3938639,1,23,36,00:23:36.009,Ball Receipt*,Giorgi Chakvetadze,Georgia,Georgia,55.4,58.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Anzor Mekvabishvili,Georgia,23.0,35.0,Carry,Giorgi Chakvetadze,Georgia,True,64.6,False,False,False
121611,3938639,1,23,36,00:23:36.009,Carry,Giorgi Chakvetadze,Georgia,Georgia,55.4,58.2,,1.152417,Regular Play,,,,,,,,,,,,False,57.6,52.9,5.738466694161434,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Giorgi Chakvetadze,Georgia,23.0,36.0,Pass,Giorgi Chakvetadze,Georgia,True,64.6,False,False,False
121612,3938639,1,23,37,00:23:37.162,Pass,Giorgi Chakvetadze,Georgia,Georgia,57.6,52.9,,0.719485,Regular Play,Giorgi Kochorashvili,11.700427,Ground Pass,,-2.4895446,48.3,45.8,,,,,False,,,,,False,,"{'id': 13, 'name': 'Right Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Giorgi Chakvetadze,Georgia,23.0,36.0,Ball Receipt*,Giorgi Kochorashvili,Georgia,True,62.4,False,False,False
121613,3938639,1,23,37,00:23:37.881,Ball Receipt*,Giorgi Kochorashvili,Georgia,Georgia,48.3,45.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Giorgi Chakvetadze,Georgia,23.0,37.0,Carry,Giorgi Kochorashvili,Georgia,True,71.7,False,False,False
121614,3938639,1,23,37,00:23:37.881,Carry,Giorgi Kochorashvili,Georgia,Georgia,48.3,45.8,,0.119999,Regular Play,,,,,,,,,,,,False,48.3,45.8,0.0,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Giorgi Kochorashvili,Georgia,23.0,37.0,Pass,Giorgi Kochorashvili,Georgia,True,71.7,False,False,False
121615,3938639,1,23,38,00:23:38.001,Pass,Giorgi Kochorashvili,Georgia,Georgia,48.3,45.8,,2.986257,Regular Play,Heorhii Tsitaishvili,44.886745,High Pass,,-1.2039424,64.4,3.9,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Giorgi Kochorashvili,Georgia,23.0,37.0,Ball Receipt*,Heorhii Tsitaishvili,Georgia,True,71.7,False,False,False
121616,3938639,1,23,40,00:23:40.987,Ball Receipt*,Heorhii Tsitaishvili,Georgia,Georgia,64.4,3.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Giorgi Kochorashvili,Georgia,23.0,38.0,Carry,Heorhii Tsitaishvili,Georgia,True,55.599999999999994,False,False,False
121617,3938639,1,23,40,00:23:40.987,Carry,Heorhii Tsitaishvili,Georgia,Georgia,64.4,3.9,,2.223639,Regular Play,,,,,,,,,,,,False,65.8,2.6,1.9104973174542736,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Heorhii Tsitaishvili,Georgia,23.0,40.0,Pass,Heorhii Tsitaishvili,Georgia,True,55.599999999999994,False,False,False
121618,3938639,1,23,43,00:23:43.211,Pass,Heorhii Tsitaishvili,Georgia,Georgia,65.8,2.6,,0.922394,Regular Play,Khvicha Kvaratskhelia,9.552486,Ground Pass,,0.8224183,72.3,9.6,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Heorhii Tsitaishvili,Georgia,23.0,40.0,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,True,54.2,False,False,False
121619,3938639,1,23,44,00:23:44.133,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,Georgia,72.3,9.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pass,Heorhii Tsitaishvili,Georgia,23.0,43.0,Carry,Khvicha Kvaratskhelia,Georgia,True,47.7,False,False,False
121620,3938639,1,23,44,00:23:44.133,Carry,Khvicha Kvaratskhelia,Georgia,Georgia,72.3,9.6,,2.879709,Regular Play,,,,,,,,,,,,False,66.2,9.6,6.099999999999994,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Khvicha Kvaratskhelia,Georgia,23.0,44.0,Pass,Khvicha Kvaratskhelia,Georgia,True,47.7,False,False,False
121621,3938639,1,23,47,00:23:47.013,Pass,Khvicha Kvaratskhelia,Georgia,Georgia,66.2,9.6,,1.185687,Regular Play,Giorgi Kochorashvili,5.0774007,Ground Pass,,2.1314833,63.5,13.9,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Carry,Khvicha Kvaratskhelia,Georgia,23.0,44.0,Ball Receipt*,Giorgi Kochorashvili,Georgia,True,53.8,False,False,False
121622,3938639,1,23,48,00:23:48.199,Ball Receipt*,Giorgi Kochorashvili,Georgia,Georgia,63.5,13.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Khvicha Kvaratskhelia,Georgia,23.0,47.0,Carry,Giorgi Kochorashvili,Georgia,True,56.5,False,False,False
121623,3938639,1,23,48,00:23:48.199,Carry,Giorgi Kochorashvili,Georgia,Georgia,63.5,13.9,,1.422289,Regular Play,,,,,,,,,,,,False,62.9,15.2,1.431782106327635,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Giorgi Kochorashvili,Georgia,23.0,48.0,Pass,Giorgi Kochorashvili,Georgia,True,56.5,False,False,False
121624,3938639,1,23,49,00:23:49.621,Pass,Giorgi Kochorashvili,Georgia,Georgia,62.9,15.2,,1.947886,Regular Play,Solomon Kverkvelia,47.778236,Ground Pass,,1.6967089,56.9,62.6,,,,,False,,,,,False,,"{'id': 15, 'name': 'Left Center Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Giorgi Kochorashvili,Georgia,23.0,48.0,Ball Receipt*,Solomon Kverkvelia,Georgia,True,57.1,False,False,False
121625,3938639,1,23,51,00:23:51.569,Ball Receipt*,Solomon Kverkvelia,Georgia,Georgia,56.9,62.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Giorgi Kochorashvili,Georgia,23.0,49.0,Carry,Solomon Kverkvelia,Georgia,True,63.1,False,False,False
121626,3938639,1,23,51,00:23:51.569,Carry,Solomon Kverkvelia,Georgia,Georgia,56.9,62.6,,2.032296,Regular Play,,,,,,,,,,,,False,62.2,63.5,5.375872022286249,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Solomon Kverkvelia,Georgia,23.0,51.0,Pass,Solomon Kverkvelia,Georgia,True,63.1,False,False,False
121627,3938639,1,23,53,00:23:53.601,Pass,Solomon Kverkvelia,Georgia,Georgia,62.2,63.5,,1.520102,Regular Play,Georges Mikautadze,32.761715,High Pass,,-0.5032444,90.9,47.7,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Solomon Kverkvelia,Georgia,23.0,51.0,Ball Receipt*,Georges Mikautadze,Georgia,True,57.8,False,False,False
121628,3938639,1,23,55,00:23:55.121,Ball Receipt*,Georges Mikautadze,Georgia,Georgia,90.9,47.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pass,Solomon Kverkvelia,Georgia,23.0,53.0,Miscontrol,Georges Mikautadze,Georgia,True,29.099999999999994,False,False,False
121629,3938639,1,23,55,00:23:55.121,Miscontrol,Georges Mikautadze,Georgia,Georgia,90.9,47.7,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Georges Mikautadze,Georgia,23.0,55.0,Ball Recovery,Fehmi Mert Günok,Turkey,False,29.099999999999994,False,False,False
121630,3938639,1,23,57,00:23:57.910,Ball Recovery,Fehmi Mert Günok,Turkey,Turkey,8.4,40.8,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Miscontrol,Georges Mikautadze,Georgia,23.0,55.0,Pass,Fehmi Mert Günok,Turkey,True,111.6,False,False,False
121631,3938639,1,24,1,00:24:01.052,Pass,Fehmi Mert Günok,Turkey,Turkey,11.5,40.8,,1.128064,Regular Play,Samet Akaydin,13.083196,Ground Pass,,0.801613,20.6,50.2,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Ball Recovery,Fehmi Mert Günok,Turkey,23.0,57.0,Ball Receipt*,Samet Akaydin,Turkey,True,108.5,False,False,False
121632,3938639,1,24,2,00:24:02.180,Ball Receipt*,Samet Akaydin,Turkey,Turkey,20.6,50.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Fehmi Mert Günok,Turkey,24.0,1.0,Pass,Samet Akaydin,Turkey,True,99.4,False,False,False
121633,3938639,1,24,3,00:24:03.042,Pass,Samet Akaydin,Turkey,Turkey,21.3,50.6,,1.190802,Regular Play,Hakan Çalhanoğlu,12.379418,Ground Pass,,-0.17046072,33.5,48.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Samet Akaydin,Turkey,24.0,2.0,Ball Receipt*,Hakan Çalhanoğlu,Turkey,True,98.7,False,False,False
121634,3938639,1,24,4,00:24:04.233,Ball Receipt*,Hakan Çalhanoğlu,Turkey,Turkey,33.5,48.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Samet Akaydin,Turkey,24.0,3.0,Carry,Hakan Çalhanoğlu,Turkey,True,86.5,False,False,False
121635,3938639,1,24,4,00:24:04.233,Carry,Hakan Çalhanoğlu,Turkey,Turkey,33.5,48.5,,1.521745,Regular Play,,,,,,,,,,,,False,35.1,47.5,1.886796226411322,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Hakan Çalhanoğlu,Turkey,24.0,4.0,Pass,Hakan Çalhanoğlu,Turkey,True,86.5,False,False,False
121636,3938639,1,24,5,00:24:05.755,Pass,Hakan Çalhanoğlu,Turkey,Turkey,35.1,47.5,,1.283144,Regular Play,Abdülkerim Bardakcı,18.258423,Ground Pass,,-1.769266,31.5,29.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Hakan Çalhanoğlu,Turkey,24.0,4.0,Ball Receipt*,Abdülkerim Bardakcı,Turkey,True,84.9,False,False,False
121637,3938639,1,24,7,00:24:07.038,Ball Receipt*,Abdülkerim Bardakcı,Turkey,Turkey,31.5,29.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Hakan Çalhanoğlu,Turkey,24.0,5.0,Carry,Abdülkerim Bardakcı,Turkey,True,88.5,False,False,False
121638,3938639,1,24,7,00:24:07.038,Carry,Abdülkerim Bardakcı,Turkey,Turkey,31.5,29.6,,1.024894,Regular Play,,,,,,,,,,,,False,33.3,27.4,2.8425340807103794,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Abdülkerim Bardakcı,Turkey,24.0,7.0,Pass,Abdülkerim Bardakcı,Turkey,True,88.5,False,False,False
121639,3938639,1,24,8,00:24:08.063,Pass,Abdülkerim Bardakcı,Turkey,Turkey,33.3,27.4,,1.233631,Regular Play,Kaan Ayhan,14.969636,Ground Pass,,-0.3618981,47.3,22.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Abdülkerim Bardakcı,Turkey,24.0,7.0,Ball Receipt*,Kaan Ayhan,Turkey,True,86.7,False,False,False
121640,3938639,1,24,9,00:24:09.296,Ball Receipt*,Kaan Ayhan,Turkey,Turkey,47.3,22.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Abdülkerim Bardakcı,Turkey,24.0,8.0,Carry,Kaan Ayhan,Turkey,True,72.7,False,False,False
121641,3938639,1,24,9,00:24:09.296,Carry,Kaan Ayhan,Turkey,Turkey,47.3,22.1,,1.219308,Regular Play,,,,,,,,,,,,False,50.0,20.8,2.996664812754342,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Kaan Ayhan,Turkey,24.0,9.0,Pass,Kaan Ayhan,Turkey,True,72.7,False,False,False
121642,3938639,1,24,10,00:24:10.516,Pass,Kaan Ayhan,Turkey,Turkey,50.0,20.8,,1.420477,Regular Play,Ferdi Erenay Kadıoğlu,19.84364,Ground Pass,,-0.9464461,61.6,4.7,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Kaan Ayhan,Turkey,24.0,9.0,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,True,70.0,False,False,False
121643,3938639,1,24,11,00:24:11.936,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,Turkey,61.6,4.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Kaan Ayhan,Turkey,24.0,10.0,Pass,Ferdi Erenay Kadıoğlu,Turkey,True,58.4,False,False,False
121644,3938639,1,24,11,00:24:11.936,Pass,Ferdi Erenay Kadıoğlu,Turkey,Turkey,61.6,4.7,,1.522676,Regular Play,Kaan Ayhan,12.116518,Ground Pass,,1.8638341,58.1,16.3,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,24.0,11.0,Ball Receipt*,Kaan Ayhan,Turkey,True,58.4,False,False,False
121645,3938639,1,24,13,00:24:13.459,Ball Receipt*,Kaan Ayhan,Turkey,Turkey,58.1,16.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Ferdi Erenay Kadıoğlu,Turkey,24.0,11.0,Carry,Kaan Ayhan,Turkey,True,61.9,False,False,False
121646,3938639,1,24,13,00:24:13.459,Carry,Kaan Ayhan,Turkey,Turkey,58.1,16.3,,2.04654,Regular Play,,,,,,,,,,,,False,62.7,18.2,4.976946855251723,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Kaan Ayhan,Turkey,24.0,13.0,Pass,Kaan Ayhan,Turkey,True,61.9,False,False,False
121647,3938639,1,24,15,00:24:15.505,Pass,Kaan Ayhan,Turkey,Turkey,62.7,18.2,,1.068254,Regular Play,Hakan Çalhanoğlu,10.860019,Ground Pass,,0.9291368,69.2,26.9,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Kaan Ayhan,Turkey,24.0,13.0,Ball Receipt*,Hakan Çalhanoğlu,Turkey,True,57.3,False,False,False
121648,3938639,1,24,16,00:24:16.574,Ball Receipt*,Hakan Çalhanoğlu,Turkey,Turkey,69.2,26.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Kaan Ayhan,Turkey,24.0,15.0,Pass,Hakan Çalhanoğlu,Turkey,True,50.8,False,False,False
121649,3938639,1,24,16,00:24:16.574,Pass,Hakan Çalhanoğlu,Turkey,Turkey,69.2,26.9,,0.990491,Regular Play,Kaan Ayhan,8.329466,Ground Pass,,-1.6549345,68.5,18.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Hakan Çalhanoğlu,Turkey,24.0,16.0,Ball Receipt*,Kaan Ayhan,Turkey,True,50.8,False,False,False
121650,3938639,1,24,17,00:24:17.564,Ball Receipt*,Kaan Ayhan,Turkey,Turkey,68.5,18.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Hakan Çalhanoğlu,Turkey,24.0,16.0,Carry,Kaan Ayhan,Turkey,True,51.5,False,False,False
121651,3938639,1,24,17,00:24:17.564,Carry,Kaan Ayhan,Turkey,Turkey,68.5,18.6,,1.772416,Regular Play,,,,,,,,,,,,False,65.1,20.4,3.8470768123342727,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Kaan Ayhan,Turkey,24.0,17.0,Pass,Kaan Ayhan,Turkey,True,51.5,False,False,False
121652,3938639,1,24,19,00:24:19.337,Pass,Kaan Ayhan,Turkey,Turkey,65.1,20.4,,1.170095,Regular Play,Arda Güler,20.72414,Ground Pass,,1.619068,64.1,41.1,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Kaan Ayhan,Turkey,24.0,17.0,Ball Receipt*,Arda Güler,Turkey,True,54.900000000000006,False,False,False
121653,3938639,1,24,20,00:24:20.507,Ball Receipt*,Arda Güler,Turkey,Turkey,64.1,41.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Pass,Kaan Ayhan,Turkey,24.0,19.0,Carry,Arda Güler,Turkey,True,55.900000000000006,False,False,False
121654,3938639,1,24,20,00:24:20.507,Carry,Arda Güler,Turkey,Turkey,64.1,41.1,,1.671974,Regular Play,,,,,,,,,,,,False,62.5,42.2,1.941648783894756,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Arda Güler,Turkey,24.0,20.0,Pass,Arda Güler,Turkey,True,55.900000000000006,False,False,False
121655,3938639,1,24,22,00:24:22.179,Pass,Arda Güler,Turkey,Turkey,62.5,42.2,,1.561176,Regular Play,Samet Akaydin,12.007081,Ground Pass,,1.437144,64.1,54.1,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Carry,Arda Güler,Turkey,24.0,20.0,Ball Receipt*,Samet Akaydin,Turkey,True,57.5,False,False,False
121656,3938639,1,24,23,00:24:23.740,Ball Receipt*,Samet Akaydin,Turkey,Turkey,64.1,54.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Arda Güler,Turkey,24.0,22.0,Carry,Samet Akaydin,Turkey,True,55.900000000000006,False,False,False
121657,3938639,1,24,23,00:24:23.740,Carry,Samet Akaydin,Turkey,Turkey,64.1,54.1,True,1.704525,Regular Play,,,,,,,,,,,,False,68.7,51.9,5.099019513592794,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Samet Akaydin,Turkey,24.0,23.0,Pressure,Khvicha Kvaratskhelia,Georgia,False,55.900000000000006,False,False,False
121658,3938639,1,24,25,00:24:25.314,Pressure,Khvicha Kvaratskhelia,Georgia,Turkey,52.3,25.1,,0.329852,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Carry,Samet Akaydin,Turkey,24.0,23.0,Pass,Samet Akaydin,Turkey,False,67.7,False,False,False
121659,3938639,1,24,25,00:24:25.444,Pass,Samet Akaydin,Turkey,Turkey,68.7,51.9,True,1.072214,Regular Play,Arda Güler,7.8409185,Ground Pass,,-2.2296023,63.9,45.7,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Khvicha Kvaratskhelia,Georgia,24.0,25.0,Ball Receipt*,Arda Güler,Turkey,True,51.3,False,False,True
121660,3938639,1,24,26,00:24:26.517,Ball Receipt*,Arda Güler,Turkey,Turkey,63.9,45.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Pass,Samet Akaydin,Turkey,24.0,25.0,Carry,Arda Güler,Turkey,True,56.1,False,False,False
121661,3938639,1,24,26,00:24:26.517,Carry,Arda Güler,Turkey,Turkey,63.9,45.7,,2.868247,Regular Play,,,,,,,,,,,,False,65.3,40.8,5.096076922496368,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Arda Güler,Turkey,24.0,26.0,Pass,Arda Güler,Turkey,True,56.1,False,False,False
121662,3938639,1,24,29,00:24:29.385,Pass,Arda Güler,Turkey,Turkey,65.3,40.8,,1.92219,Regular Play,Ferdi Erenay Kadıoğlu,41.412075,Ground Pass,,-1.1049889,83.9,3.8,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Carry,Arda Güler,Turkey,24.0,26.0,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,True,54.7,False,False,False
121663,3938639,1,24,31,00:24:31.307,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,Turkey,83.9,3.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Arda Güler,Turkey,24.0,29.0,Carry,Ferdi Erenay Kadıoğlu,Turkey,True,36.099999999999994,False,False,False
121664,3938639,1,24,31,00:24:31.307,Carry,Ferdi Erenay Kadıoğlu,Turkey,Turkey,83.9,3.8,,3.008555,Regular Play,,,,,,,,,,,,False,96.9,11.8,15.264337522473747,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,24.0,31.0,Pass,Ferdi Erenay Kadıoğlu,Turkey,True,36.099999999999994,False,False,False
121665,3938639,1,24,34,00:24:34.316,Pass,Ferdi Erenay Kadıoğlu,Turkey,Turkey,96.9,11.8,,1.529987,Regular Play,Kenan Yildiz,13.267253,Ground Pass,,0.23583815,109.8,14.9,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Ferdi Erenay Kadıoğlu,Turkey,24.0,31.0,Pressure,Solomon Kverkvelia,Georgia,False,23.099999999999994,False,True,False
121666,3938639,1,24,35,00:24:35.751,Pressure,Solomon Kverkvelia,Georgia,Turkey,11.6,62.4,,2.543989,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Ferdi Erenay Kadıoğlu,Turkey,24.0,34.0,Ball Receipt*,Kenan Yildiz,Turkey,False,108.4,False,False,False
121667,3938639,1,24,35,00:24:35.846,Ball Receipt*,Kenan Yildiz,Turkey,Turkey,109.8,14.9,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Solomon Kverkvelia,Georgia,24.0,35.0,Carry,Kenan Yildiz,Turkey,True,10.200000000000003,False,True,True
121668,3938639,1,24,35,00:24:35.846,Carry,Kenan Yildiz,Turkey,Turkey,109.8,14.9,True,1.91981,Regular Play,,,,,,,,,,,,False,110.2,5.1,9.808159868191384,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Kenan Yildiz,Turkey,24.0,35.0,Foul Committed,Solomon Kverkvelia,Georgia,False,10.200000000000003,False,True,False
121669,3938639,1,24,37,00:24:37.765,Foul Committed,Solomon Kverkvelia,Georgia,Turkey,9.9,75.0,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",{'advantage': True},0,0,0,0,0,0,0,0,0,0,Carry,Kenan Yildiz,Turkey,24.0,35.0,Foul Won,Kenan Yildiz,Turkey,False,110.1,False,False,False
121670,3938639,1,24,37,00:24:37.765,Foul Won,Kenan Yildiz,Turkey,Turkey,110.2,5.1,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,0,0,0,0,0,0,Foul Committed,Solomon Kverkvelia,Georgia,24.0,37.0,Carry,Kenan Yildiz,Turkey,True,9.799999999999997,False,True,False
