event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,spain_score,england_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure,event_commentary,sequence_id,sequence_commentary,sequence_length
76428,3940878,1,0,0,00:00:00.000,Starting XI,,Switzerland,Switzerland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,2,0,5,3,0,0,,,,,,Starting XI,,Italy,False,,False,,False,Starting XI,1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji",10
76429,3940878,1,0,0,00:00:00.000,Starting XI,,Italy,Switzerland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,1,1,3,3,0,0,Starting XI,,Switzerland,0.0,0.0,Half Start,,Italy,True,,False,,False,Starting XI,1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji",10
76430,3940878,1,0,0,00:00:00.000,Half Start,,Italy,Switzerland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,1,1,3,3,0,0,Starting XI,,Italy,0.0,0.0,Half Start,,Switzerland,False,,False,,False,Half Start,1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji",10
76431,3940878,1,0,0,00:00:00.000,Half Start,,Switzerland,Switzerland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,2,0,5,3,0,0,Half Start,,Italy,0.0,0.0,Pass,Breel-Donald Embolo,Switzerland,True,,False,,False,Half Start,1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji",10
76432,3940878,1,0,0,00:00:00.595,Pass,Breel-Donald Embolo,Switzerland,Switzerland,61.0,40.1,,1.449353,From Kick Off,Manuel Obafemi Akanji,19.68248,Ground Pass,,3.0500128,41.4,41.9,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,2,0,5,3,1,0,Half Start,,Switzerland,0.0,0.0,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,True,59.0,False,False,False,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji",1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji",10
76433,3940878,1,0,2,00:00:02.045,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,Switzerland,41.4,41.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,2,0,5,3,0,0,Pass,Breel-Donald Embolo,Switzerland,0.0,0.0,Carry,Manuel Obafemi Akanji,Switzerland,True,78.6,False,False,False,Manuel Obafemi Akanji receives,1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji",10
76434,3940878,1,0,2,00:00:02.045,Carry,Manuel Obafemi Akanji,Switzerland,Switzerland,41.4,41.9,,2.451365,From Kick Off,,,,,,,,,,,,False,42.1,42.2,0.7615773105863951,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,2,0,5,3,0,0,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,0.0,2.0,Pass,Manuel Obafemi Akanji,Switzerland,True,78.6,False,False,False,"Manuel Obafemi Akanji under pressure, carries the ball",1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji",10
76435,3940878,1,0,4,00:00:04.496,Pass,Manuel Obafemi Akanji,Switzerland,Switzerland,42.1,42.2,,1.372142,From Kick Off,Fabian Lukas Schär,22.214409,Ground Pass,,1.5347759,42.9,64.4,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,2,0,5,3,0,0,Carry,Manuel Obafemi Akanji,Switzerland,0.0,2.0,Ball Receipt*,Fabian Lukas Schär,Switzerland,True,77.9,False,False,False,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Manuel Obafemi Akanji under pressure, plays a medium pass along the ground to Fabian Lukas Schär",1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji",10
76436,3940878,1,0,5,00:00:05.868,Ball Receipt*,Fabian Lukas Schär,Switzerland,Switzerland,42.9,64.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,2,0,5,3,0,0,Pass,Manuel Obafemi Akanji,Switzerland,0.0,4.0,Carry,Fabian Lukas Schär,Switzerland,True,77.1,False,False,False,Fabian Lukas Schär receives,1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji",10
76437,3940878,1,0,5,00:00:05.868,Carry,Fabian Lukas Schär,Switzerland,Switzerland,42.9,64.4,True,1.922597,From Kick Off,,,,,,,,,,,,False,42.6,58.0,6.407027391856544,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,2,0,5,3,0,0,Ball Receipt*,Fabian Lukas Schär,Switzerland,0.0,5.0,Pressure,Stephan El Shaarawy,Italy,False,77.1,False,False,False,"Fabian Lukas Schär under pressure, carries the ball - BUT LOSES IT!",1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji",10
76438,3940878,1,0,7,00:00:07.412,Pressure,Stephan El Shaarawy,Italy,Switzerland,73.4,15.2,,0.421509,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,1,1,3,3,0,0,Carry,Fabian Lukas Schär,Switzerland,0.0,5.0,Pass,Fabian Lukas Schär,Switzerland,False,46.6,False,False,False,Stephan El Shaarawy closes down Fabian Lukas Schär,2,"[0:07] Stephan El Shaarawy closes down Fabian Lukas Schär . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Fabian Lukas Schär under MASSIVE pressure, plays a long ball forward through the air to Breel-Donald Embolo into the left attacking third, Breel-Donald Embolo receives under pressure in the left attacking third under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a dangerous short pass along the ground to Fabian Rieder into the DANGER ZONE, but the pass doesn't find its target",10
76439,3940878,1,0,7,00:00:07.791,Pass,Fabian Lukas Schär,Switzerland,Switzerland,42.6,58.0,True,3.309522,From Kick Off,Breel-Donald Embolo,53.502335,High Pass,,0.009345522,96.1,58.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,2,0,5,3,0,0,Pressure,Stephan El Shaarawy,Italy,0.0,7.0,Ball Receipt*,Breel-Donald Embolo,Switzerland,True,77.4,False,False,True,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Fabian Lukas Schär under MASSIVE pressure, plays a long ball forward through the air to Breel-Donald Embolo into the left attacking third",2,"[0:07] Stephan El Shaarawy closes down Fabian Lukas Schär . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Fabian Lukas Schär under MASSIVE pressure, plays a long ball forward through the air to Breel-Donald Embolo into the left attacking third, Breel-Donald Embolo receives under pressure in the left attacking third under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a dangerous short pass along the ground to Fabian Rieder into the DANGER ZONE, but the pass doesn't find its target",10
76440,3940878,1,0,11,00:00:11.100,Ball Receipt*,Breel-Donald Embolo,Switzerland,Switzerland,96.1,58.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,2,0,5,3,1,0,Pass,Fabian Lukas Schär,Switzerland,0.0,7.0,Carry,Breel-Donald Embolo,Switzerland,True,23.90000000000001,False,True,False,Breel-Donald Embolo receives under pressure in the left attacking third,2,"[0:07] Stephan El Shaarawy closes down Fabian Lukas Schär . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Fabian Lukas Schär under MASSIVE pressure, plays a long ball forward through the air to Breel-Donald Embolo into the left attacking third, Breel-Donald Embolo receives under pressure in the left attacking third under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a dangerous short pass along the ground to Fabian Rieder into the DANGER ZONE, but the pass doesn't find its target",10
76441,3940878,1,0,11,00:00:11.100,Carry,Breel-Donald Embolo,Switzerland,Switzerland,96.1,58.5,,3.989436,From Kick Off,,,,,,,,,,,,False,109.1,58.3,13.001538370516004,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,2,0,5,3,1,0,Ball Receipt*,Breel-Donald Embolo,Switzerland,0.0,11.0,Pass,Breel-Donald Embolo,Switzerland,True,23.90000000000001,False,True,False,"Breel-Donald Embolo under pressure, carries the ball",2,"[0:07] Stephan El Shaarawy closes down Fabian Lukas Schär . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Fabian Lukas Schär under MASSIVE pressure, plays a long ball forward through the air to Breel-Donald Embolo into the left attacking third, Breel-Donald Embolo receives under pressure in the left attacking third under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a dangerous short pass along the ground to Fabian Rieder into the DANGER ZONE, but the pass doesn't find its target",10
76442,3940878,1,0,15,00:00:15.090,Pass,Breel-Donald Embolo,Switzerland,Switzerland,109.1,58.3,,0.064173,From Kick Off,Fabian Rieder,3.7363083,Ground Pass,Incomplete,-1.2998495,110.1,54.7,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,2,0,5,3,1,0,Carry,Breel-Donald Embolo,Switzerland,0.0,11.0,Ball Receipt*,Fabian Rieder,Switzerland,True,10.900000000000006,False,True,False,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a dangerous short pass along the ground to Fabian Rieder into the DANGER ZONE, but the pass doesn't find its target",2,"[0:07] Stephan El Shaarawy closes down Fabian Lukas Schär . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Fabian Lukas Schär under MASSIVE pressure, plays a long ball forward through the air to Breel-Donald Embolo into the left attacking third, Breel-Donald Embolo receives under pressure in the left attacking third under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a dangerous short pass along the ground to Fabian Rieder into the DANGER ZONE, but the pass doesn't find its target",10
76443,3940878,1,0,15,00:00:15.154,Ball Receipt*,Fabian Rieder,Switzerland,Switzerland,110.4,50.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,1,2,0,5,3,0,0,Pass,Breel-Donald Embolo,Switzerland,0.0,15.0,Block,Gianluca Mancini,Italy,False,9.599999999999994,False,True,False,Fabian Rieder receives under pressure in the central attacking third,2,"[0:07] Stephan El Shaarawy closes down Fabian Lukas Schär . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Fabian Lukas Schär under MASSIVE pressure, plays a long ball forward through the air to Breel-Donald Embolo into the left attacking third, Breel-Donald Embolo receives under pressure in the left attacking third under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a dangerous short pass along the ground to Fabian Rieder into the DANGER ZONE, but the pass doesn't find its target",10
76444,3940878,1,0,15,00:00:15.154,Block,Gianluca Mancini,Italy,Switzerland,10.0,25.4,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,1,1,3,3,0,0,Ball Receipt*,Fabian Rieder,Switzerland,0.0,15.0,Pass,Dan Ndoye,Switzerland,False,110.0,False,False,False,Crucial block by Gianluca Mancini!,2,"[0:07] Stephan El Shaarawy closes down Fabian Lukas Schär . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Fabian Lukas Schär under MASSIVE pressure, plays a long ball forward through the air to Breel-Donald Embolo into the left attacking third, Breel-Donald Embolo receives under pressure in the left attacking third under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a dangerous short pass along the ground to Fabian Rieder into the DANGER ZONE, but the pass doesn't find its target",10
76445,3940878,1,0,20,00:00:20.985,Pass,Dan Ndoye,Switzerland,Switzerland,101.2,80.0,,1.99888,From Throw In,Fabian Lukas Schär,26.815666,Low Pass,,-2.7513912,76.4,69.8,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,1,2,0,5,3,1,0,Block,Gianluca Mancini,Italy,0.0,15.0,Ball Receipt*,Fabian Lukas Schär,Switzerland,True,18.8,False,True,False,"Dan Ndoye under pressure, plays a dangerous medium pass back to Fabian Lukas Schär into the DANGER ZONE",2,"[0:07] Stephan El Shaarawy closes down Fabian Lukas Schär . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Fabian Lukas Schär under MASSIVE pressure, plays a long ball forward through the air to Breel-Donald Embolo into the left attacking third, Breel-Donald Embolo receives under pressure in the left attacking third under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a dangerous short pass along the ground to Fabian Rieder into the DANGER ZONE, but the pass doesn't find its target",10
76446,3940878,1,0,22,00:00:22.984,Ball Receipt*,Fabian Lukas Schär,Switzerland,Switzerland,76.4,69.8,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,2,0,5,3,0,0,Pass,Dan Ndoye,Switzerland,0.0,20.0,Carry,Fabian Lukas Schär,Switzerland,True,43.6,False,False,False,Fabian Lukas Schär receives,2,"[0:07] Stephan El Shaarawy closes down Fabian Lukas Schär . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Fabian Lukas Schär under MASSIVE pressure, plays a long ball forward through the air to Breel-Donald Embolo into the left attacking third, Breel-Donald Embolo receives under pressure in the left attacking third under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a dangerous short pass along the ground to Fabian Rieder into the DANGER ZONE, but the pass doesn't find its target",10
76447,3940878,1,0,22,00:00:22.984,Carry,Fabian Lukas Schär,Switzerland,Switzerland,76.4,69.8,,1.485027,From Throw In,,,,,,,,,,,,False,74.3,65.2,5.056678751908211,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,2,0,5,3,0,0,Ball Receipt*,Fabian Lukas Schär,Switzerland,0.0,22.0,Pass,Fabian Lukas Schär,Switzerland,True,43.6,False,False,False,"Fabian Lukas Schär under pressure, carries the ball",2,"[0:07] Stephan El Shaarawy closes down Fabian Lukas Schär . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Fabian Lukas Schär under MASSIVE pressure, plays a long ball forward through the air to Breel-Donald Embolo into the left attacking third, Breel-Donald Embolo receives under pressure in the left attacking third under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Italy and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Breel-Donald Embolo under pressure, plays a dangerous short pass along the ground to Fabian Rieder into the DANGER ZONE, but the pass doesn't find its target",10
76448,3940878,1,0,24,00:00:24.469,Pass,Fabian Lukas Schär,Switzerland,Switzerland,74.3,65.2,,1.119044,From Throw In,Manuel Obafemi Akanji,18.742731,Ground Pass,,-2.2313716,62.8,50.4,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,2,0,5,3,0,0,Carry,Fabian Lukas Schär,Switzerland,0.0,22.0,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,True,45.7,False,False,False,"Fabian Lukas Schär under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji",3,"[0:24] Fabian Lukas Schär under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji, Manuel Obafemi Akanji under pressure, carries the ball under pressure, plays a medium pass along the ground to Fabian Lukas Schär, Fabian Lukas Schär under pressure, carries the ball under pressure, plays a short pass along the ground to Granit Xhaka",10
76449,3940878,1,0,25,00:00:25.588,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,Switzerland,62.8,50.4,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,2,0,5,3,0,0,Pass,Fabian Lukas Schär,Switzerland,0.0,24.0,Carry,Manuel Obafemi Akanji,Switzerland,True,57.2,False,False,False,Manuel Obafemi Akanji receives,3,"[0:24] Fabian Lukas Schär under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji, Manuel Obafemi Akanji under pressure, carries the ball under pressure, plays a medium pass along the ground to Fabian Lukas Schär, Fabian Lukas Schär under pressure, carries the ball under pressure, plays a short pass along the ground to Granit Xhaka",10
76450,3940878,1,0,25,00:00:25.588,Carry,Manuel Obafemi Akanji,Switzerland,Switzerland,62.8,50.4,,1.292317,From Throw In,,,,,,,,,,,,False,61.6,50.1,1.2369316876852934,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,2,0,5,3,0,0,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,0.0,25.0,Pass,Manuel Obafemi Akanji,Switzerland,True,57.2,False,False,False,"Manuel Obafemi Akanji under pressure, carries the ball",3,"[0:24] Fabian Lukas Schär under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji, Manuel Obafemi Akanji under pressure, carries the ball under pressure, plays a medium pass along the ground to Fabian Lukas Schär, Fabian Lukas Schär under pressure, carries the ball under pressure, plays a short pass along the ground to Granit Xhaka",10
76451,3940878,1,0,26,00:00:26.880,Pass,Manuel Obafemi Akanji,Switzerland,Switzerland,61.6,50.1,,1.534113,From Throw In,Fabian Lukas Schär,15.357409,Ground Pass,,1.3874484,64.4,65.2,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,1,2,0,5,3,0,0,Carry,Manuel Obafemi Akanji,Switzerland,0.0,25.0,Ball Receipt*,Fabian Lukas Schär,Switzerland,True,58.4,False,False,False,"Manuel Obafemi Akanji under pressure, plays a medium pass along the ground to Fabian Lukas Schär",3,"[0:24] Fabian Lukas Schär under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji, Manuel Obafemi Akanji under pressure, carries the ball under pressure, plays a medium pass along the ground to Fabian Lukas Schär, Fabian Lukas Schär under pressure, carries the ball under pressure, plays a short pass along the ground to Granit Xhaka",10
76452,3940878,1,0,28,00:00:28.414,Ball Receipt*,Fabian Lukas Schär,Switzerland,Switzerland,64.4,65.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,2,0,5,3,0,0,Pass,Manuel Obafemi Akanji,Switzerland,0.0,26.0,Carry,Fabian Lukas Schär,Switzerland,True,55.6,False,False,False,Fabian Lukas Schär receives,3,"[0:24] Fabian Lukas Schär under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji, Manuel Obafemi Akanji under pressure, carries the ball under pressure, plays a medium pass along the ground to Fabian Lukas Schär, Fabian Lukas Schär under pressure, carries the ball under pressure, plays a short pass along the ground to Granit Xhaka",10
76453,3940878,1,0,28,00:00:28.414,Carry,Fabian Lukas Schär,Switzerland,Switzerland,64.4,65.2,,1.187278,From Throw In,,,,,,,,,,,,False,64.4,65.2,0.0,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,2,0,5,3,0,0,Ball Receipt*,Fabian Lukas Schär,Switzerland,0.0,28.0,Pass,Fabian Lukas Schär,Switzerland,True,55.6,False,False,False,"Fabian Lukas Schär under pressure, carries the ball",3,"[0:24] Fabian Lukas Schär under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji, Manuel Obafemi Akanji under pressure, carries the ball under pressure, plays a medium pass along the ground to Fabian Lukas Schär, Fabian Lukas Schär under pressure, carries the ball under pressure, plays a short pass along the ground to Granit Xhaka",10
76454,3940878,1,0,29,00:00:29.601,Pass,Fabian Lukas Schär,Switzerland,Switzerland,64.4,65.2,,0.710797,From Throw In,Granit Xhaka,9.693296,Ground Pass,,-1.19029,68.0,56.2,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,2,0,5,3,0,0,Carry,Fabian Lukas Schär,Switzerland,0.0,28.0,Ball Receipt*,Granit Xhaka,Switzerland,True,55.6,False,False,False,"Fabian Lukas Schär under pressure, plays a short pass along the ground to Granit Xhaka",3,"[0:24] Fabian Lukas Schär under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji, Manuel Obafemi Akanji under pressure, carries the ball under pressure, plays a medium pass along the ground to Fabian Lukas Schär, Fabian Lukas Schär under pressure, carries the ball under pressure, plays a short pass along the ground to Granit Xhaka",10
76455,3940878,1,0,30,00:00:30.312,Ball Receipt*,Granit Xhaka,Switzerland,Switzerland,68.0,56.2,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,2,0,5,3,0,0,Pass,Fabian Lukas Schär,Switzerland,0.0,29.0,Carry,Granit Xhaka,Switzerland,True,52.0,False,False,False,Granit Xhaka receives,3,"[0:24] Fabian Lukas Schär under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji, Manuel Obafemi Akanji under pressure, carries the ball under pressure, plays a medium pass along the ground to Fabian Lukas Schär, Fabian Lukas Schär under pressure, carries the ball under pressure, plays a short pass along the ground to Granit Xhaka",10
76456,3940878,1,0,30,00:00:30.312,Carry,Granit Xhaka,Switzerland,Switzerland,68.0,56.2,,1.332769,From Throw In,,,,,,,,,,,,False,69.7,58.0,2.475883680627989,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,2,0,5,3,0,0,Ball Receipt*,Granit Xhaka,Switzerland,0.0,30.0,Pass,Granit Xhaka,Switzerland,True,52.0,False,False,False,"Granit Xhaka under pressure, carries the ball",3,"[0:24] Fabian Lukas Schär under pressure, plays a medium pass back along the ground to Manuel Obafemi Akanji, Manuel Obafemi Akanji under pressure, carries the ball under pressure, plays a medium pass along the ground to Fabian Lukas Schär, Fabian Lukas Schär under pressure, carries the ball under pressure, plays a short pass along the ground to Granit Xhaka",10
