event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Czech Republic_score,Turkey_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
38679,3930184,1,0,0,00:00:00.000,Starting XI,,Czech Republic,Czech Republic,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,1,2,3,0,0,,,,,,Starting XI,,Turkey,False,,False,,False
38680,3930184,1,0,0,00:00:00.000,Starting XI,,Turkey,Czech Republic,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,1,3,4,0,0,Starting XI,,Czech Republic,0.0,0.0,Half Start,,Turkey,True,,False,,False
38681,3930184,1,0,0,00:00:00.000,Half Start,,Turkey,Czech Republic,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,1,3,4,0,0,Starting XI,,Turkey,0.0,0.0,Half Start,,Czech Republic,False,,False,,False
38682,3930184,1,0,0,00:00:00.000,Half Start,,Czech Republic,Czech Republic,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,1,2,3,0,0,Half Start,,Turkey,0.0,0.0,Pass,Antonín Barák,Czech Republic,True,,False,,False
38683,3930184,1,0,0,00:00:00.489,Pass,Antonín Barák,Czech Republic,Czech Republic,60.0,40.0,,0.829151,From Kick Off,Ladislav Krejčí,16.417368,Ground Pass,,-2.844885,44.3,35.2,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,1,1,2,3,0,0,Half Start,,Czech Republic,0.0,0.0,Ball Receipt*,Ladislav Krejčí,Czech Republic,True,60.0,False,False,False
38684,3930184,1,0,1,00:00:01.318,Ball Receipt*,Ladislav Krejčí,Czech Republic,Czech Republic,44.3,35.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,3,0,0,Pass,Antonín Barák,Czech Republic,0.0,0.0,Carry,Ladislav Krejčí,Czech Republic,True,75.7,False,False,False
38685,3930184,1,0,1,00:00:01.318,Carry,Ladislav Krejčí,Czech Republic,Czech Republic,44.3,35.2,,2.661182,From Kick Off,,,,,,,,,,,,False,49.0,36.7,4.9335585534176065,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,3,0,0,Ball Receipt*,Ladislav Krejčí,Czech Republic,0.0,1.0,Pass,Ladislav Krejčí,Czech Republic,True,75.7,False,False,False
38686,3930184,1,0,3,00:00:03.979,Pass,Ladislav Krejčí,Czech Republic,Czech Republic,49.0,36.7,,1.843632,From Kick Off,Tomáš Holeš,26.77611,Ground Pass,,1.3294408,55.4,62.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,3,0,0,Carry,Ladislav Krejčí,Czech Republic,0.0,1.0,Ball Receipt*,Tomáš Holeš,Czech Republic,True,71.0,False,False,False
38687,3930184,1,0,5,00:00:05.823,Ball Receipt*,Tomáš Holeš,Czech Republic,Czech Republic,55.4,62.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,3,0,0,Pass,Ladislav Krejčí,Czech Republic,0.0,3.0,Carry,Tomáš Holeš,Czech Republic,True,64.6,False,False,False
38688,3930184,1,0,5,00:00:05.823,Carry,Tomáš Holeš,Czech Republic,Czech Republic,55.4,62.7,,2.116077,From Kick Off,,,,,,,,,,,,False,56.7,69.5,6.923149572268389,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,3,0,0,Ball Receipt*,Tomáš Holeš,Czech Republic,0.0,5.0,Pass,Tomáš Holeš,Czech Republic,True,64.6,False,False,False
38689,3930184,1,0,7,00:00:07.939,Pass,Tomáš Holeš,Czech Republic,Czech Republic,56.7,69.5,,2.646536,From Kick Off,Mojmír Chytil,45.185173,High Pass,Incomplete,-0.23907427,100.6,58.8,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,1,2,3,0,0,Carry,Tomáš Holeš,Czech Republic,0.0,5.0,Ball Receipt*,Mojmír Chytil,Czech Republic,True,63.3,False,False,False
38690,3930184,1,0,10,00:00:10.585,Ball Receipt*,Mojmír Chytil,Czech Republic,Czech Republic,100.2,61.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,1,1,2,3,0,0,Pass,Tomáš Holeš,Czech Republic,0.0,7.0,Duel,Mojmír Chytil,Czech Republic,True,19.799999999999997,False,True,False
38691,3930184,1,0,10,00:00:10.585,Duel,Mojmír Chytil,Czech Republic,Czech Republic,100.6,58.8,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,1,1,2,3,0,0,Ball Receipt*,Mojmír Chytil,Czech Republic,0.0,10.0,Pass,Merih Demiral,Turkey,False,19.400000000000006,False,True,False
38692,3930184,1,0,10,00:00:10.585,Pass,Merih Demiral,Turkey,Turkey,19.5,21.3,True,2.190256,Regular Play,Kenan Yildiz,15.871043,Low Pass,,-1.4761434,21.0,5.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,3,4,0,0,Duel,Mojmír Chytil,Czech Republic,0.0,10.0,Pressure,Vladimír Coufal,Czech Republic,False,100.5,False,False,False
38693,3930184,1,0,12,00:00:12.436,Pressure,Vladimír Coufal,Czech Republic,Turkey,98.5,75.2,,0.498336,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,1,1,2,3,0,0,Pass,Merih Demiral,Turkey,0.0,10.0,Ball Receipt*,Kenan Yildiz,Turkey,False,21.5,False,True,False
38694,3930184,1,0,12,00:00:12.776,Ball Receipt*,Kenan Yildiz,Turkey,Turkey,21.0,5.5,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,1,3,4,0,0,Pressure,Vladimír Coufal,Czech Republic,0.0,12.0,Carry,Kenan Yildiz,Turkey,True,99.0,False,False,True
38695,3930184,1,0,12,00:00:12.776,Carry,Kenan Yildiz,Turkey,Turkey,21.0,5.5,True,0.060366,Regular Play,,,,,,,,,,,,False,21.6,4.2,1.4317821063276357,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,1,3,4,0,0,Ball Receipt*,Kenan Yildiz,Turkey,0.0,12.0,Pass,Kenan Yildiz,Turkey,True,99.0,False,False,False
38696,3930184,1,0,12,00:00:12.836,Pass,Kenan Yildiz,Turkey,Turkey,21.6,4.2,True,0.762527,Regular Play,Ferdi Erenay Kadıoğlu,7.465253,Ground Pass,,2.2518134,16.9,10.0,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,1,3,4,0,0,Carry,Kenan Yildiz,Turkey,0.0,12.0,Pressure,Antonín Barák,Czech Republic,False,98.4,False,False,False
38697,3930184,1,0,13,00:00:13.598,Pressure,Antonín Barák,Czech Republic,Turkey,103.2,69.6,,0.206873,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,1,1,2,3,0,0,Pass,Kenan Yildiz,Turkey,0.0,12.0,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,False,16.799999999999997,False,True,False
38698,3930184,1,0,13,00:00:13.598,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,Turkey,16.9,10.0,True,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,1,3,4,0,0,Pressure,Antonín Barák,Czech Republic,0.0,13.0,Pass,Ferdi Erenay Kadıoğlu,Turkey,True,103.1,False,False,True
38699,3930184,1,0,13,00:00:13.598,Pass,Ferdi Erenay Kadıoğlu,Turkey,Turkey,15.0,10.6,True,1.625384,Regular Play,,19.241882,High Pass,Incomplete,0.42877802,32.5,18.6,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,1,3,4,0,0,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,0.0,13.0,Pass,Lukáš Provod,Czech Republic,False,105.0,False,False,False
38700,3930184,1,0,15,00:00:15.224,Pass,Lukáš Provod,Czech Republic,Turkey,87.6,61.5,,1.353257,Regular Play,Antonín Barák,13.0,High Pass,Incomplete,0.24870999,100.2,64.7,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,1,2,3,1,0,Pass,Ferdi Erenay Kadıoğlu,Turkey,0.0,13.0,Ball Receipt*,Antonín Barák,Czech Republic,True,32.400000000000006,False,False,False
38701,3930184,1,0,16,00:00:16.577,Ball Receipt*,Antonín Barák,Czech Republic,Turkey,100.9,65.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,1,1,2,3,0,0,Pass,Lukáš Provod,Czech Republic,0.0,15.0,Interception,Ferdi Erenay Kadıoğlu,Turkey,False,19.099999999999994,False,True,False
38702,3930184,1,0,16,00:00:16.577,Interception,Ferdi Erenay Kadıoğlu,Turkey,Turkey,19.9,15.4,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,1,3,4,0,0,Ball Receipt*,Antonín Barák,Czech Republic,0.0,16.0,Pass,Vladimír Coufal,Czech Republic,False,100.1,False,False,False
38703,3930184,1,0,31,00:00:31.411,Pass,Vladimír Coufal,Czech Republic,Czech Republic,100.0,80.0,,2.553266,From Throw In,Tomáš Souček,38.03906,High Pass,Unknown,-1.3481354,108.4,42.9,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,1,1,2,3,0,0,Interception,Ferdi Erenay Kadıoğlu,Turkey,0.0,16.0,Ball Receipt*,Tomáš Souček,Czech Republic,True,20.0,False,True,False
38704,3930184,1,0,33,00:00:33.905,Ball Receipt*,Tomáš Souček,Czech Republic,Czech Republic,108.1,47.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,1,1,2,3,0,0,Pass,Vladimír Coufal,Czech Republic,0.0,31.0,Foul Committed,Tomáš Souček,Czech Republic,True,11.900000000000006,False,True,False
38705,3930184,1,0,33,00:00:33.905,Foul Committed,Tomáš Souček,Czech Republic,Czech Republic,107.2,44.0,,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,1,1,2,3,0,0,Ball Receipt*,Tomáš Souček,Czech Republic,0.0,33.0,Foul Won,Hakan Çalhanoğlu,Turkey,False,12.799999999999997,False,True,False
38706,3930184,1,0,33,00:00:33.905,Foul Won,Hakan Çalhanoğlu,Turkey,Czech Republic,12.9,36.1,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,1,3,4,0,0,Foul Committed,Tomáš Souček,Czech Republic,0.0,33.0,Clearance,Hakan Çalhanoğlu,Turkey,True,107.1,False,False,False
38707,3930184,1,0,33,00:00:33.991,Clearance,Hakan Çalhanoğlu,Turkey,Czech Republic,11.7,37.2,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,1,3,4,0,0,Foul Won,Hakan Çalhanoğlu,Turkey,0.0,33.0,Pass,Fehmi Mert Günok,Turkey,True,108.3,False,False,False
38708,3930184,1,1,18,00:01:18.688,Pass,Fehmi Mert Günok,Turkey,Turkey,10.4,34.7,,3.784277,From Free Kick,Barış Alper Yılmaz,75.44654,High Pass,,0.45712724,78.1,68.0,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,1,3,4,0,0,Clearance,Hakan Çalhanoğlu,Turkey,0.0,33.0,Ball Receipt*,Barış Alper Yılmaz,Turkey,True,109.6,False,False,False
38709,3930184,1,1,22,00:01:22.472,Ball Receipt*,Barış Alper Yılmaz,Turkey,Turkey,78.1,68.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,1,3,4,0,0,Pass,Fehmi Mert Günok,Turkey,1.0,18.0,Duel,David Jurásek,Czech Republic,False,41.900000000000006,False,False,False
38710,3930184,1,1,22,00:01:22.472,Duel,David Jurásek,Czech Republic,Turkey,42.0,12.1,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,1,1,2,3,0,0,Ball Receipt*,Barış Alper Yılmaz,Turkey,1.0,22.0,Pass,Barış Alper Yılmaz,Turkey,False,78.0,False,False,False
38711,3930184,1,1,22,00:01:22.472,Pass,Barış Alper Yılmaz,Turkey,Turkey,78.1,68.0,True,3.294909,From Free Kick,Arda Güler,20.160357,High Pass,Out,0.6375488,94.3,80.0,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,1,3,4,0,0,Duel,David Jurásek,Czech Republic,1.0,22.0,Ball Receipt*,Arda Güler,Turkey,True,41.900000000000006,False,False,False
38712,3930184,1,1,25,00:01:25.767,Ball Receipt*,Arda Güler,Turkey,Turkey,83.6,71.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,1,3,4,1,0,Pass,Barış Alper Yılmaz,Turkey,1.0,22.0,Pass,Ladislav Krejčí,Czech Republic,False,36.400000000000006,False,False,False
38713,3930184,1,1,35,00:01:35.431,Pass,Ladislav Krejčí,Czech Republic,Czech Republic,19.1,0.1,,1.45286,From Throw In,Jindřich Staněk,26.043234,Low Pass,,2.271926,2.3,20.0,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,2,3,0,0,Ball Receipt*,Arda Güler,Turkey,1.0,25.0,Ball Receipt*,Jindřich Staněk,Czech Republic,True,100.9,False,False,False
38714,3930184,1,1,36,00:01:36.884,Ball Receipt*,Jindřich Staněk,Czech Republic,Czech Republic,2.3,20.0,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,1,1,2,3,0,0,Pass,Ladislav Krejčí,Czech Republic,1.0,35.0,Carry,Jindřich Staněk,Czech Republic,True,117.7,False,False,False
38715,3930184,1,1,36,00:01:36.884,Carry,Jindřich Staněk,Czech Republic,Czech Republic,2.3,20.0,True,1.301261,From Throw In,,,,,,,,,,,,False,2.2,18.7,1.3038404810405304,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,1,1,2,3,0,0,Ball Receipt*,Jindřich Staněk,Czech Republic,1.0,36.0,Pressure,Hakan Çalhanoğlu,Turkey,False,117.7,False,False,False
38716,3930184,1,1,37,00:01:37.245,Pressure,Hakan Çalhanoğlu,Turkey,Czech Republic,111.9,59.0,,1.087331,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,1,3,4,0,0,Carry,Jindřich Staněk,Czech Republic,1.0,36.0,Pass,Jindřich Staněk,Czech Republic,False,8.099999999999994,False,True,False
38717,3930184,1,1,38,00:01:38.185,Pass,Jindřich Staněk,Czech Republic,Czech Republic,2.2,18.7,True,3.405593,From Throw In,Adam Hložek,56.187275,High Pass,Incomplete,-0.19704652,57.3,7.7,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,1,1,2,3,0,0,Pressure,Hakan Çalhanoğlu,Turkey,1.0,37.0,Ball Receipt*,Adam Hložek,Czech Republic,True,117.8,False,False,True
38718,3930184,1,1,41,00:01:41.591,Ball Receipt*,Adam Hložek,Czech Republic,Czech Republic,55.2,7.0,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,0,1,1,2,3,0,0,Pass,Jindřich Staněk,Czech Republic,1.0,38.0,Pass,Salih Özcan,Turkey,False,64.8,False,False,False
38719,3930184,1,1,41,00:01:41.591,Pass,Salih Özcan,Turkey,Turkey,62.8,72.4,,0.913806,Regular Play,Barış Alper Yılmaz,12.133425,Low Pass,,0.41571388,73.9,77.3,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,1,3,4,0,0,Ball Receipt*,Adam Hložek,Czech Republic,1.0,41.0,Ball Receipt*,Barış Alper Yılmaz,Turkey,True,57.2,False,False,False
38720,3930184,1,1,42,00:01:42.505,Ball Receipt*,Barış Alper Yılmaz,Turkey,Turkey,73.9,77.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,1,3,4,0,0,Pass,Salih Özcan,Turkey,1.0,41.0,Carry,Barış Alper Yılmaz,Turkey,True,46.099999999999994,False,False,False
38721,3930184,1,1,42,00:01:42.505,Carry,Barış Alper Yılmaz,Turkey,Turkey,73.9,77.3,True,2.587767,Regular Play,,,,,,,,,,,,False,70.0,75.7,4.215447781671601,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,1,3,4,0,0,Ball Receipt*,Barış Alper Yılmaz,Turkey,1.0,42.0,Pressure,David Jurásek,Czech Republic,False,46.099999999999994,False,False,False
38722,3930184,1,1,42,00:01:42.804,Pressure,David Jurásek,Czech Republic,Turkey,45.8,3.4,,0.79057,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,1,1,2,3,0,0,Carry,Barış Alper Yılmaz,Turkey,1.0,42.0,Pressure,Adam Hložek,Czech Republic,True,74.2,False,False,False
38723,3930184,1,1,44,00:01:44.153,Pressure,Adam Hložek,Czech Republic,Turkey,49.9,3.7,,1.535007,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,0,1,1,2,3,0,0,Pressure,David Jurásek,Czech Republic,1.0,42.0,Dribbled Past,Adam Hložek,Czech Republic,True,70.1,False,False,False
38724,3930184,1,1,45,00:01:45.092,Dribbled Past,Adam Hložek,Czech Republic,Turkey,50.1,4.4,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,0,1,1,2,3,0,0,Pressure,Adam Hložek,Czech Republic,1.0,44.0,Dribble,Barış Alper Yılmaz,Turkey,False,69.9,False,False,True
38725,3930184,1,1,45,00:01:45.092,Dribble,Barış Alper Yılmaz,Turkey,Turkey,70.0,75.7,True,0.0,Regular Play,,,,,,,,,,,,False,,,,Complete,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,1,3,4,0,0,Dribbled Past,Adam Hložek,Czech Republic,1.0,45.0,Carry,Barış Alper Yılmaz,Turkey,True,50.0,False,False,False
38726,3930184,1,1,45,00:01:45.092,Carry,Barış Alper Yılmaz,Turkey,Turkey,70.0,75.7,True,0.659306,Regular Play,,,,,,,,,,,,False,70.0,72.7,3.0,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,1,3,4,0,0,Dribble,Barış Alper Yılmaz,Turkey,1.0,45.0,Pass,Barış Alper Yılmaz,Turkey,True,50.0,False,False,False
38727,3930184,1,1,45,00:01:45.752,Pass,Barış Alper Yılmaz,Turkey,Turkey,70.0,72.7,,0.468835,Regular Play,Salih Özcan,3.905125,Ground Pass,,-0.69473827,73.0,70.2,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,1,3,4,0,0,Carry,Barış Alper Yılmaz,Turkey,1.0,45.0,Ball Receipt*,Salih Özcan,Turkey,True,50.0,False,False,False
38728,3930184,1,1,46,00:01:46.221,Ball Receipt*,Salih Özcan,Turkey,Turkey,73.0,70.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,1,3,4,0,0,Pass,Barış Alper Yılmaz,Turkey,1.0,45.0,Carry,Salih Özcan,Turkey,True,47.0,False,False,False
38729,3930184,1,1,46,00:01:46.221,Carry,Salih Özcan,Turkey,Turkey,73.0,70.2,,0.039999,Regular Play,,,,,,,,,,,,False,73.0,70.2,0.0,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,1,3,4,0,0,Ball Receipt*,Salih Özcan,Turkey,1.0,46.0,Pass,Salih Özcan,Turkey,True,47.0,False,False,False
38730,3930184,1,1,46,00:01:46.261,Pass,Salih Özcan,Turkey,Turkey,73.0,70.2,,1.061178,Regular Play,Barış Alper Yılmaz,4.004997,Ground Pass,Incomplete,-1.5208379,73.2,66.2,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,1,3,4,0,0,Carry,Salih Özcan,Turkey,1.0,46.0,Ball Receipt*,Barış Alper Yılmaz,Turkey,True,47.0,False,False,False
38731,3930184,1,1,47,00:01:47.322,Ball Receipt*,Barış Alper Yılmaz,Turkey,Turkey,74.9,63.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,1,3,4,0,0,Pass,Salih Özcan,Turkey,1.0,46.0,Ball Recovery,Lukáš Provod,Czech Republic,False,45.099999999999994,False,False,False
38732,3930184,1,1,47,00:01:47.322,Ball Recovery,Lukáš Provod,Czech Republic,Czech Republic,46.9,13.9,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,1,2,3,1,0,Ball Receipt*,Barış Alper Yılmaz,Turkey,1.0,47.0,Carry,Lukáš Provod,Czech Republic,True,73.1,False,False,False
38733,3930184,1,1,47,00:01:47.322,Carry,Lukáš Provod,Czech Republic,Czech Republic,46.9,13.9,True,4.140817,Regular Play,,,,,,,,,,,,False,82.0,18.8,35.44037245853943,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,1,2,3,1,0,Ball Recovery,Lukáš Provod,Czech Republic,1.0,47.0,Pressure,İsmail Yüksek,Turkey,False,73.1,False,False,False
38734,3930184,1,1,50,00:01:50.782,Pressure,İsmail Yüksek,Turkey,Czech Republic,43.3,61.4,,0.680318,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,1,3,4,0,0,Carry,Lukáš Provod,Czech Republic,1.0,47.0,Dispossessed,Lukáš Provod,Czech Republic,False,76.7,False,False,False
38735,3930184,1,1,51,00:01:51.463,Dispossessed,Lukáš Provod,Czech Republic,Czech Republic,82.0,18.8,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,1,2,3,1,0,Pressure,İsmail Yüksek,Turkey,1.0,50.0,Duel,İsmail Yüksek,Turkey,False,38.0,False,False,True
38736,3930184,1,1,51,00:01:51.463,Duel,İsmail Yüksek,Turkey,Czech Republic,38.1,61.3,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,1,3,4,0,0,Dispossessed,Lukáš Provod,Czech Republic,1.0,51.0,Foul Committed,İsmail Yüksek,Turkey,True,81.9,False,False,False
38737,3930184,1,1,51,00:01:51.488,Foul Committed,İsmail Yüksek,Turkey,Czech Republic,38.0,61.4,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",{'advantage': True},0,0,0,1,0,1,3,4,0,0,Duel,İsmail Yüksek,Turkey,1.0,51.0,Foul Won,Lukáš Provod,Czech Republic,False,82.0,False,False,False
38738,3930184,1,1,51,00:01:51.488,Foul Won,Lukáš Provod,Czech Republic,Czech Republic,82.1,18.7,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,1,2,3,1,0,Foul Committed,İsmail Yüksek,Turkey,1.0,51.0,Pass,Adam Hložek,Czech Republic,True,37.900000000000006,False,False,False
38739,3930184,1,1,53,00:01:53.678,Pass,Adam Hložek,Czech Republic,Czech Republic,103.8,17.7,,1.585046,Regular Play,Antonín Barák,15.134728,Ground Pass,,1.942714,98.3,31.8,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,0,1,1,2,3,0,0,Foul Won,Lukáš Provod,Czech Republic,1.0,51.0,Ball Receipt*,Antonín Barák,Czech Republic,True,16.200000000000003,False,True,False
38740,3930184,1,1,55,00:01:55.263,Ball Receipt*,Antonín Barák,Czech Republic,Czech Republic,98.3,31.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,1,1,2,3,0,0,Pass,Adam Hložek,Czech Republic,1.0,53.0,Pass,Antonín Barák,Czech Republic,True,21.700000000000003,False,True,False
38741,3930184,1,1,55,00:01:55.263,Pass,Antonín Barák,Czech Republic,Czech Republic,98.3,31.8,,0.624465,Regular Play,Lukáš Provod,8.962701,Ground Pass,,-1.7616274,96.6,23.0,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,1,1,2,3,0,0,Ball Receipt*,Antonín Barák,Czech Republic,1.0,55.0,Ball Receipt*,Lukáš Provod,Czech Republic,True,21.700000000000003,False,True,False
38742,3930184,1,1,55,00:01:55.887,Ball Receipt*,Lukáš Provod,Czech Republic,Czech Republic,96.6,23.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,1,2,3,1,0,Pass,Antonín Barák,Czech Republic,1.0,55.0,Carry,Lukáš Provod,Czech Republic,True,23.400000000000006,False,True,False
38743,3930184,1,1,55,00:01:55.887,Carry,Lukáš Provod,Czech Republic,Czech Republic,96.6,23.0,True,0.902752,Regular Play,,,,,,,,,,,,False,99.4,27.2,5.047771785649591,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,1,1,2,3,1,0,Ball Receipt*,Lukáš Provod,Czech Republic,1.0,55.0,Pressure,Salih Özcan,Turkey,False,23.400000000000006,False,True,False
38744,3930184,1,1,56,00:01:56.355,Pressure,Salih Özcan,Turkey,Czech Republic,22.4,55.6,,0.468334,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,1,3,4,0,0,Carry,Lukáš Provod,Czech Republic,1.0,55.0,Shot,Lukáš Provod,Czech Republic,False,97.6,False,False,False
