event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Turkey_score,Portugal_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
155839,3930174,1,0,0,00:00:00.000,Starting XI,,Turkey,Turkey,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,3,1,0,0,,,,,,Starting XI,,Portugal,False,,False,,False
155840,3930174,1,0,0,00:00:00.000,Starting XI,,Portugal,Turkey,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,2,1,0,0,Starting XI,,Turkey,0.0,0.0,Half Start,,Portugal,True,,False,,False
155841,3930174,1,0,0,00:00:00.000,Half Start,,Portugal,Turkey,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,2,1,0,0,Starting XI,,Portugal,0.0,0.0,Half Start,,Turkey,False,,False,,False
155842,3930174,1,0,0,00:00:00.000,Half Start,,Turkey,Turkey,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,3,1,0,0,Half Start,,Portugal,0.0,0.0,Pass,Bruno Miguel Borges Fernandes,Portugal,False,,False,,False
155843,3930174,1,0,0,00:00:00.442,Pass,Bruno Miguel Borges Fernandes,Portugal,Portugal,60.0,40.0,,1.600169,From Kick Off,Nuno Mendes,19.505896,Ground Pass,,-2.650429,42.8,30.8,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,2,1,0,0,Half Start,,Turkey,0.0,0.0,Ball Receipt*,Nuno Mendes,Portugal,True,60.0,False,False,False
155844,3930174,1,0,2,00:00:02.042,Ball Receipt*,Nuno Mendes,Portugal,Portugal,42.8,30.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Bruno Miguel Borges Fernandes,Portugal,0.0,0.0,Carry,Nuno Mendes,Portugal,True,77.2,False,False,False
155845,3930174,1,0,2,00:00:02.042,Carry,Nuno Mendes,Portugal,Portugal,42.8,30.8,,1.888079,From Kick Off,,,,,,,,,,,,False,42.6,34.0,3.2062439083762784,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Nuno Mendes,Portugal,0.0,2.0,Pass,Nuno Mendes,Portugal,True,77.2,False,False,False
155846,3930174,1,0,3,00:00:03.930,Pass,Nuno Mendes,Portugal,Portugal,42.6,34.0,,1.773738,From Kick Off,Bernardo Mota Veiga de Carvalho e Silva,41.63316,High Pass,,0.3840746,81.2,49.6,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Carry,Nuno Mendes,Portugal,0.0,2.0,Ball Receipt*,Bernardo Mota Veiga de Carvalho e Silva,Portugal,True,77.4,False,False,False
155847,3930174,1,0,5,00:00:05.704,Ball Receipt*,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Portugal,81.2,49.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,2,1,0,0,Pass,Nuno Mendes,Portugal,0.0,3.0,Miscontrol,Bernardo Mota Veiga de Carvalho e Silva,Portugal,True,38.8,False,False,False
155848,3930174,1,0,5,00:00:05.704,Miscontrol,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Portugal,81.2,49.6,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Bernardo Mota Veiga de Carvalho e Silva,Portugal,0.0,5.0,Ball Recovery,Altay Bayındır,Turkey,False,38.8,False,False,False
155849,3930174,1,0,9,00:00:09.104,Ball Recovery,Altay Bayındır,Turkey,Portugal,4.7,27.9,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,3,1,0,0,Miscontrol,Bernardo Mota Veiga de Carvalho e Silva,Portugal,0.0,5.0,Carry,Altay Bayındır,Turkey,True,115.3,False,False,False
155850,3930174,1,0,9,00:00:09.104,Carry,Altay Bayındır,Turkey,Portugal,4.7,27.9,,8.143711,From Kick Off,,,,,,,,,,,,False,12.5,37.5,12.369316876852983,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,3,1,0,0,Ball Recovery,Altay Bayındır,Turkey,0.0,9.0,Pass,Altay Bayındır,Turkey,True,115.3,False,False,False
155851,3930174,1,0,17,00:00:17.248,Pass,Altay Bayındır,Turkey,Portugal,12.5,37.5,,1.618597,From Kick Off,Samet Akaydin,21.22687,Ground Pass,,1.3475286,17.2,58.2,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,3,1,0,0,Carry,Altay Bayındır,Turkey,0.0,9.0,Ball Receipt*,Samet Akaydin,Turkey,True,107.5,False,False,False
155852,3930174,1,0,18,00:00:18.866,Ball Receipt*,Samet Akaydin,Turkey,Portugal,17.2,58.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,3,1,0,0,Pass,Altay Bayındır,Turkey,0.0,17.0,Carry,Samet Akaydin,Turkey,True,102.8,False,False,False
155853,3930174,1,0,18,00:00:18.866,Carry,Samet Akaydin,Turkey,Portugal,17.2,58.2,,7.973388,From Kick Off,,,,,,,,,,,,False,39.5,64.6,23.20021551624036,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Samet Akaydin,Turkey,0.0,18.0,Pass,Samet Akaydin,Turkey,True,102.8,False,False,False
155854,3930174,1,0,26,00:00:26.840,Pass,Samet Akaydin,Turkey,Portugal,39.5,64.6,,4.977659,From Kick Off,Yunus Akgün,80.52242,High Pass,Out,-0.023598103,120.0,62.7,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,3,1,0,0,Carry,Samet Akaydin,Turkey,0.0,18.0,Ball Receipt*,Yunus Akgün,Turkey,True,80.5,False,False,False
155855,3930174,1,0,31,00:00:31.817,Ball Receipt*,Yunus Akgün,Turkey,Portugal,105.8,62.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,3,1,0,0,Pass,Samet Akaydin,Turkey,0.0,26.0,Pass,Kléper Laveran Lima Ferreira,Portugal,False,14.200000000000003,False,True,False
155856,3930174,1,0,49,00:00:49.676,Pass,Kléper Laveran Lima Ferreira,Portugal,Portugal,6.0,31.3,,1.813695,From Goal Kick,Rúben Santos Gato Alves Dias,24.000208,Ground Pass,,1.574963,5.9,55.3,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Yunus Akgün,Turkey,0.0,31.0,Ball Receipt*,Rúben Santos Gato Alves Dias,Portugal,True,114.0,False,False,False
155857,3930174,1,0,51,00:00:51.490,Ball Receipt*,Rúben Santos Gato Alves Dias,Portugal,Portugal,5.9,55.3,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Kléper Laveran Lima Ferreira,Portugal,0.0,49.0,Carry,Rúben Santos Gato Alves Dias,Portugal,True,114.1,False,False,False
155858,3930174,1,0,51,00:00:51.490,Carry,Rúben Santos Gato Alves Dias,Portugal,Portugal,5.9,55.3,,1.159999,From Goal Kick,,,,,,,,,,,,False,3.9,55.4,2.002498439450079,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Rúben Santos Gato Alves Dias,Portugal,0.0,51.0,Pass,Rúben Santos Gato Alves Dias,Portugal,True,114.1,False,False,False
155859,3930174,1,0,52,00:00:52.650,Pass,Rúben Santos Gato Alves Dias,Portugal,Portugal,3.9,55.4,,2.195984,From Goal Kick,Kléper Laveran Lima Ferreira,35.501266,Ground Pass,,-1.5623459,4.2,19.9,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Carry,Rúben Santos Gato Alves Dias,Portugal,0.0,51.0,Ball Receipt*,Kléper Laveran Lima Ferreira,Portugal,True,116.1,False,False,False
155860,3930174,1,0,54,00:00:54.846,Ball Receipt*,Kléper Laveran Lima Ferreira,Portugal,Portugal,4.2,19.9,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Rúben Santos Gato Alves Dias,Portugal,0.0,52.0,Carry,Kléper Laveran Lima Ferreira,Portugal,True,115.8,False,False,False
155861,3930174,1,0,54,00:00:54.846,Carry,Kléper Laveran Lima Ferreira,Portugal,Portugal,4.2,19.9,,0.968427,From Goal Kick,,,,,,,,,,,,False,4.8,19.9,0.5999999999999996,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Kléper Laveran Lima Ferreira,Portugal,0.0,54.0,Pass,Kléper Laveran Lima Ferreira,Portugal,True,115.8,False,False,False
155862,3930174,1,0,55,00:00:55.814,Pass,Kléper Laveran Lima Ferreira,Portugal,Portugal,4.8,19.9,,1.259497,From Goal Kick,Nuno Mendes,22.079176,Ground Pass,,-0.9689755,17.3,1.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Carry,Kléper Laveran Lima Ferreira,Portugal,0.0,54.0,Ball Receipt*,Nuno Mendes,Portugal,True,115.2,False,False,False
155863,3930174,1,0,57,00:00:57.074,Ball Receipt*,Nuno Mendes,Portugal,Portugal,17.3,1.7,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Kléper Laveran Lima Ferreira,Portugal,0.0,55.0,Carry,Nuno Mendes,Portugal,True,102.7,False,False,False
155864,3930174,1,0,57,00:00:57.074,Carry,Nuno Mendes,Portugal,Portugal,17.3,1.7,True,1.010684,From Goal Kick,,,,,,,,,,,,False,19.8,1.9,2.5079872407968904,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Nuno Mendes,Portugal,0.0,57.0,Pressure,Yunus Akgün,Turkey,False,102.7,False,False,False
155865,3930174,1,0,57,00:00:57.839,Pressure,Yunus Akgün,Turkey,Portugal,99.1,77.1,,0.39478,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,3,1,0,0,Carry,Nuno Mendes,Portugal,0.0,57.0,Pass,Nuno Mendes,Portugal,False,20.900000000000006,False,True,False
155866,3930174,1,0,58,00:00:58.084,Pass,Nuno Mendes,Portugal,Portugal,19.8,1.9,True,1.493388,From Goal Kick,Rafael Alexandre Conceição Leão,22.588715,Ground Pass,,0.08865588,42.3,3.9,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Pressure,Yunus Akgün,Turkey,0.0,57.0,Pressure,Mehmet Zeki Çelik,Turkey,False,100.2,False,False,True
155867,3930174,1,0,59,00:00:59.320,Pressure,Mehmet Zeki Çelik,Turkey,Portugal,75.9,76.4,,0.422368,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,3,1,0,0,Pass,Nuno Mendes,Portugal,0.0,58.0,Ball Receipt*,Rafael Alexandre Conceição Leão,Portugal,False,44.099999999999994,False,False,False
155868,3930174,1,0,59,00:00:59.578,Ball Receipt*,Rafael Alexandre Conceição Leão,Portugal,Portugal,42.3,3.9,True,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,2,1,0,0,Pressure,Mehmet Zeki Çelik,Turkey,0.0,59.0,Pass,Rafael Alexandre Conceição Leão,Portugal,True,77.7,False,False,True
155869,3930174,1,0,59,00:00:59.578,Pass,Rafael Alexandre Conceição Leão,Portugal,Portugal,42.4,3.7,True,0.621253,From Goal Kick,Bruno Miguel Borges Fernandes,7.9075913,Ground Pass,,1.3411539,44.2,11.4,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Rafael Alexandre Conceição Leão,Portugal,0.0,59.0,Ball Receipt*,Bruno Miguel Borges Fernandes,Portugal,True,77.6,False,False,False
155870,3930174,1,1,0,00:01:00.199,Ball Receipt*,Bruno Miguel Borges Fernandes,Portugal,Portugal,44.2,11.4,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,2,1,0,0,Pass,Rafael Alexandre Conceição Leão,Portugal,0.0,59.0,Carry,Bruno Miguel Borges Fernandes,Portugal,True,75.8,False,False,False
155871,3930174,1,1,0,00:01:00.199,Carry,Bruno Miguel Borges Fernandes,Portugal,Portugal,44.2,11.4,True,1.787141,From Goal Kick,,,,,,,,,,,,False,48.3,17.6,7.43303437365925,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Bruno Miguel Borges Fernandes,Portugal,1.0,0.0,Pressure,Samet Akaydin,Turkey,False,75.8,False,False,False
155872,3930174,1,1,0,00:01:00.379,Pressure,Samet Akaydin,Turkey,Portugal,75.2,68.4,,1.312755,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,3,1,0,0,Carry,Bruno Miguel Borges Fernandes,Portugal,1.0,0.0,Pressure,Kaan Ayhan,Turkey,True,44.8,False,False,False
155873,3930174,1,1,1,00:01:01.714,Pressure,Kaan Ayhan,Turkey,Portugal,72.3,60.7,,0.390849,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,3,1,0,0,Pressure,Samet Akaydin,Turkey,1.0,0.0,Pass,Bruno Miguel Borges Fernandes,Portugal,False,47.7,False,False,True
155874,3930174,1,1,1,00:01:01.986,Pass,Bruno Miguel Borges Fernandes,Portugal,Portugal,48.3,17.6,True,1.282571,From Goal Kick,Bernardo Mota Veiga de Carvalho e Silva,23.286263,Ground Pass,,-0.26060238,70.8,11.6,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,2,1,0,0,Pressure,Kaan Ayhan,Turkey,1.0,1.0,Ball Receipt*,Bernardo Mota Veiga de Carvalho e Silva,Portugal,True,71.7,False,False,True
155875,3930174,1,1,3,00:01:03.269,Ball Receipt*,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Portugal,70.8,11.6,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,2,1,0,0,Pass,Bruno Miguel Borges Fernandes,Portugal,1.0,1.0,Carry,Bernardo Mota Veiga de Carvalho e Silva,Portugal,True,49.2,False,False,False
155876,3930174,1,1,3,00:01:03.269,Carry,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Portugal,70.8,11.6,,3.468167,From Goal Kick,,,,,,,,,,,,False,97.6,17.4,27.42043033943851,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Bernardo Mota Veiga de Carvalho e Silva,Portugal,1.0,3.0,Pass,Bernardo Mota Veiga de Carvalho e Silva,Portugal,True,49.2,False,False,False
155877,3930174,1,1,6,00:01:06.737,Pass,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Portugal,97.6,17.4,,2.110105,From Goal Kick,Cristiano Ronaldo dos Santos Aveiro,37.77327,High Pass,,1.3817079,104.7,54.5,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,2,1,0,0,Carry,Bernardo Mota Veiga de Carvalho e Silva,Portugal,1.0,3.0,Ball Receipt*,Cristiano Ronaldo dos Santos Aveiro,Portugal,True,22.400000000000006,False,True,False
155878,3930174,1,1,8,00:01:08.847,Ball Receipt*,Cristiano Ronaldo dos Santos Aveiro,Portugal,Portugal,104.7,54.5,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,2,1,0,0,Pass,Bernardo Mota Veiga de Carvalho e Silva,Portugal,1.0,6.0,Shot,Cristiano Ronaldo dos Santos Aveiro,Portugal,True,15.299999999999997,False,True,False
155879,3930174,1,1,8,00:01:08.866,Shot,Cristiano Ronaldo dos Santos Aveiro,Portugal,Portugal,104.7,54.5,,1.022898,From Goal Kick,,,,,,,,Saved,0.030822832,Right Foot,Volley,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Cristiano Ronaldo dos Santos Aveiro,Portugal,1.0,8.0,Goal Keeper,Altay Bayındır,Turkey,False,15.299999999999997,False,True,False
155880,3930174,1,1,9,00:01:09.888,Goal Keeper,Altay Bayındır,Turkey,Turkey,2.3,37.3,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,3,1,0,0,Shot,Cristiano Ronaldo dos Santos Aveiro,Portugal,1.0,8.0,Pressure,Bruno Miguel Borges Fernandes,Portugal,False,117.7,False,False,False
155881,3930174,1,1,32,00:01:32.914,Pressure,Bruno Miguel Borges Fernandes,Portugal,Turkey,99.0,33.3,,0.597044,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,2,1,0,0,Goal Keeper,Altay Bayındır,Turkey,1.0,9.0,Pass,Altay Bayındır,Turkey,False,21.0,False,True,False
155882,3930174,1,1,33,00:01:33.440,Pass,Altay Bayındır,Turkey,Turkey,14.4,47.4,True,2.250766,From Keeper,Barış Alper Yılmaz,32.136116,High Pass,Incomplete,0.24195981,45.6,55.1,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,3,1,0,0,Pressure,Bruno Miguel Borges Fernandes,Portugal,1.0,32.0,Ball Receipt*,Barış Alper Yılmaz,Turkey,True,105.6,False,False,True
155883,3930174,1,1,35,00:01:35.691,Ball Receipt*,Barış Alper Yılmaz,Turkey,Turkey,45.6,55.1,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,3,1,0,0,Pass,Altay Bayındır,Turkey,1.0,33.0,Pass,João Maria Lobo Alves Palhinha Gonçalves,Portugal,False,74.4,False,False,False
155884,3930174,1,1,35,00:01:35.691,Pass,João Maria Lobo Alves Palhinha Gonçalves,Portugal,Turkey,74.5,25.0,True,0.951845,From Keeper,,10.602358,Low Pass,Incomplete,-0.43833655,84.1,20.5,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Barış Alper Yılmaz,Turkey,1.0,35.0,Duel,Barış Alper Yılmaz,Turkey,False,45.5,False,False,False
155885,3930174,1,1,35,00:01:35.691,Duel,Barış Alper Yılmaz,Turkey,Turkey,45.6,55.1,True,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,3,1,0,0,Pass,João Maria Lobo Alves Palhinha Gonçalves,Portugal,1.0,35.0,Ball Recovery,Hakan Çalhanoğlu,Turkey,True,74.4,False,False,False
155886,3930174,1,1,36,00:01:36.643,Ball Recovery,Hakan Çalhanoğlu,Turkey,Turkey,36.0,59.6,,0.0,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,3,1,0,0,Duel,Barış Alper Yılmaz,Turkey,1.0,35.0,Carry,Hakan Çalhanoğlu,Turkey,True,84.0,False,False,False
155887,3930174,1,1,36,00:01:36.643,Carry,Hakan Çalhanoğlu,Turkey,Turkey,36.0,59.6,,1.19559,From Keeper,,,,,,,,,,,,False,42.5,61.2,6.694027188471825,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,3,1,0,0,Ball Recovery,Hakan Çalhanoğlu,Turkey,1.0,36.0,Pass,Hakan Çalhanoğlu,Turkey,True,84.0,False,False,False
155888,3930174,1,1,37,00:01:37.838,Pass,Hakan Çalhanoğlu,Turkey,Turkey,42.5,61.2,,2.582962,From Keeper,Ferdi Erenay Kadıoğlu,50.543644,High Pass,,-1.6123565,40.4,10.7,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,3,1,0,0,Carry,Hakan Çalhanoğlu,Turkey,1.0,36.0,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,True,77.5,False,False,False
155889,3930174,1,1,40,00:01:40.421,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,Turkey,40.4,10.7,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,3,1,0,0,Pass,Hakan Çalhanoğlu,Turkey,1.0,37.0,Carry,Ferdi Erenay Kadıoğlu,Turkey,True,79.6,False,False,False
155890,3930174,1,1,40,00:01:40.421,Carry,Ferdi Erenay Kadıoğlu,Turkey,Turkey,40.4,10.7,True,3.685093,From Keeper,,,,,,,,,,,,False,20.0,3.6,21.60023148024113,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Ferdi Erenay Kadıoğlu,Turkey,1.0,40.0,Pressure,Bernardo Mota Veiga de Carvalho e Silva,Portugal,False,79.6,False,False,False
155891,3930174,1,1,41,00:01:41.845,Pressure,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Turkey,83.5,70.1,,2.357971,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,2,1,0,0,Carry,Ferdi Erenay Kadıoğlu,Turkey,1.0,40.0,Pass,Ferdi Erenay Kadıoğlu,Turkey,False,36.5,False,False,False
155892,3930174,1,1,44,00:01:44.106,Pass,Ferdi Erenay Kadıoğlu,Turkey,Turkey,20.0,3.6,True,1.576249,From Keeper,Abdülkerim Bardakcı,20.985949,Ground Pass,,1.9362596,12.5,23.2,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,3,1,0,0,Pressure,Bernardo Mota Veiga de Carvalho e Silva,Portugal,1.0,41.0,Ball Receipt*,Abdülkerim Bardakcı,Turkey,True,100.0,False,False,False
155893,3930174,1,1,45,00:01:45.683,Ball Receipt*,Abdülkerim Bardakcı,Turkey,Turkey,12.5,23.2,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,3,1,0,0,Pass,Ferdi Erenay Kadıoğlu,Turkey,1.0,44.0,Carry,Abdülkerim Bardakcı,Turkey,True,107.5,False,False,False
155894,3930174,1,1,45,00:01:45.683,Carry,Abdülkerim Bardakcı,Turkey,Turkey,12.5,23.2,True,0.884724,From Keeper,,,,,,,,,,,,False,13.6,25.2,2.2825424421026654,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Abdülkerim Bardakcı,Turkey,1.0,45.0,Pressure,Bernardo Mota Veiga de Carvalho e Silva,Portugal,False,107.5,False,False,False
155895,3930174,1,1,46,00:01:46.392,Pressure,Bernardo Mota Veiga de Carvalho e Silva,Portugal,Turkey,105.6,57.6,,0.322832,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,2,1,0,0,Carry,Abdülkerim Bardakcı,Turkey,1.0,45.0,Pass,Abdülkerim Bardakcı,Turkey,False,14.400000000000006,False,True,False
155896,3930174,1,1,46,00:01:46.567,Pass,Abdülkerim Bardakcı,Turkey,Turkey,13.6,25.2,True,1.534865,From Keeper,Altay Bayındır,14.775656,Ground Pass,,2.2603354,4.2,36.6,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,3,1,0,0,Pressure,Bernardo Mota Veiga de Carvalho e Silva,Portugal,1.0,46.0,Ball Receipt*,Altay Bayındır,Turkey,True,106.4,False,False,True
155897,3930174,1,1,48,00:01:48.102,Ball Receipt*,Altay Bayındır,Turkey,Turkey,4.2,36.6,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,3,1,0,0,Pass,Abdülkerim Bardakcı,Turkey,1.0,46.0,Carry,Altay Bayındır,Turkey,True,115.8,False,False,False
155898,3930174,1,1,48,00:01:48.102,Carry,Altay Bayındır,Turkey,Turkey,4.2,36.6,,6.271815,From Keeper,,,,,,,,,,,,False,14.3,39.1,10.404806581575654,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,3,1,0,0,Ball Receipt*,Altay Bayındır,Turkey,1.0,48.0,Pass,Altay Bayındır,Turkey,True,115.8,False,False,False
155899,3930174,1,1,54,00:01:54.374,Pass,Altay Bayındır,Turkey,Turkey,14.3,39.1,,3.73846,From Keeper,Muhammed Kerem Aktürkoğlu,68.53795,High Pass,Incomplete,0.1656284,81.9,50.4,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,3,1,0,0,Carry,Altay Bayındır,Turkey,1.0,48.0,Ball Receipt*,Muhammed Kerem Aktürkoğlu,Turkey,True,105.7,False,False,False
155900,3930174,1,1,58,00:01:58.113,Ball Receipt*,Muhammed Kerem Aktürkoğlu,Turkey,Turkey,82.5,49.1,,,From Keeper,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,3,1,1,0,Pass,Altay Bayındır,Turkey,1.0,54.0,Pass,Kléper Laveran Lima Ferreira,Portugal,False,37.5,False,False,False
155901,3930174,1,1,58,00:01:58.113,Pass,Kléper Laveran Lima Ferreira,Portugal,Portugal,38.2,29.7,,2.035022,Regular Play,Diogo Meireles Costa,24.1754,Low Pass,,2.7242084,16.1,39.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Muhammed Kerem Aktürkoğlu,Turkey,1.0,58.0,Ball Receipt*,Diogo Meireles Costa,Portugal,True,81.8,False,False,False
