event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Germany_score,Hungary_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
95051,3930168,1,0,0,00:00:00.000,Starting XI,,Germany,Germany,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,5,1,0,0,,,,,,Starting XI,,Hungary,False,,False,,False
95052,3930168,1,0,0,00:00:00.000,Starting XI,,Hungary,Germany,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,1,3,0,0,Starting XI,,Germany,0.0,0.0,Half Start,,Hungary,True,,False,,False
95053,3930168,1,0,0,00:00:00.000,Half Start,,Hungary,Germany,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,1,3,0,0,Starting XI,,Hungary,0.0,0.0,Half Start,,Germany,False,,False,,False
95054,3930168,1,0,0,00:00:00.000,Half Start,,Germany,Germany,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,5,1,0,0,Half Start,,Hungary,0.0,0.0,Pass,Kai Havertz,Germany,True,,False,,False
95055,3930168,1,0,0,00:00:00.500,Pass,Kai Havertz,Germany,Germany,60.0,40.0,,0.329057,From Kick Off,İlkay Gündoğan,3.436568,Ground Pass,,-1.4247841,60.5,36.6,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,5,1,1,0,Half Start,,Germany,0.0,0.0,Ball Receipt*,İlkay Gündoğan,Germany,True,60.0,False,False,False
95056,3930168,1,0,0,00:00:00.829,Ball Receipt*,İlkay Gündoğan,Germany,Germany,60.5,36.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,5,1,0,0,Pass,Kai Havertz,Germany,0.0,0.0,Carry,İlkay Gündoğan,Germany,True,59.5,False,False,False
95057,3930168,1,0,0,00:00:00.829,Carry,İlkay Gündoğan,Germany,Germany,60.5,36.6,True,2.815929,From Kick Off,,,,,,,,,,,,False,68.8,33.4,8.895504482602433,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,5,1,0,0,Ball Receipt*,İlkay Gündoğan,Germany,0.0,0.0,Pressure,Barnabás Varga,Hungary,False,59.5,False,False,False
95058,3930168,1,0,3,00:00:03.625,Pressure,Barnabás Varga,Hungary,Germany,53.7,47.7,,0.328231,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,3,1,0,Carry,İlkay Gündoğan,Germany,0.0,0.0,Pass,İlkay Gündoğan,Germany,False,66.3,False,False,False
95059,3930168,1,0,3,00:00:03.645,Pass,İlkay Gündoğan,Germany,Germany,68.8,33.4,True,0.416753,From Kick Off,Maximilian Mittelstädt,7.299315,Ground Pass,Incomplete,-1.4056476,70.0,26.2,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,5,1,0,0,Pressure,Barnabás Varga,Hungary,0.0,3.0,Ball Receipt*,Maximilian Mittelstädt,Germany,True,51.2,False,False,True
95060,3930168,1,0,4,00:00:04.062,Ball Receipt*,Maximilian Mittelstädt,Germany,Germany,69.8,17.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,5,1,0,0,Pass,İlkay Gündoğan,Germany,0.0,3.0,Interception,Dominik Szoboszlai,Hungary,False,50.2,False,False,False
95061,3930168,1,0,4,00:00:04.062,Interception,Dominik Szoboszlai,Hungary,Hungary,50.1,53.9,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,1,1,3,0,0,Ball Receipt*,Maximilian Mittelstädt,Germany,0.0,4.0,Carry,Dominik Szoboszlai,Hungary,True,69.9,False,False,False
95062,3930168,1,0,4,00:00:04.062,Carry,Dominik Szoboszlai,Hungary,Hungary,50.1,53.9,True,2.406993,Regular Play,,,,,,,,,,,,False,50.4,61.6,7.705841939723396,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,1,1,3,0,0,Interception,Dominik Szoboszlai,Hungary,0.0,4.0,Pressure,İlkay Gündoğan,Germany,False,69.9,False,False,False
95063,3930168,1,0,5,00:00:05.860,Pressure,İlkay Gündoğan,Germany,Hungary,69.5,22.9,,0.790599,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,5,1,0,0,Carry,Dominik Szoboszlai,Hungary,0.0,4.0,Pass,Dominik Szoboszlai,Hungary,False,50.5,False,False,False
95064,3930168,1,0,6,00:00:06.469,Pass,Dominik Szoboszlai,Hungary,Hungary,50.4,61.6,True,1.543278,Regular Play,Bendegúz Bolla,15.370751,Ground Pass,,1.2325864,55.5,76.1,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,1,1,3,0,0,Pressure,İlkay Gündoğan,Germany,0.0,5.0,Ball Receipt*,Bendegúz Bolla,Hungary,True,69.6,False,False,True
95065,3930168,1,0,8,00:00:08.012,Ball Receipt*,Bendegúz Bolla,Hungary,Hungary,55.5,76.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,1,3,0,0,Pass,Dominik Szoboszlai,Hungary,0.0,6.0,Carry,Bendegúz Bolla,Hungary,True,64.5,False,False,False
95066,3930168,1,0,8,00:00:08.012,Carry,Bendegúz Bolla,Hungary,Hungary,55.5,76.1,True,1.310294,Regular Play,,,,,,,,,,,,False,65.3,77.8,9.946356116689165,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,1,3,0,0,Ball Receipt*,Bendegúz Bolla,Hungary,0.0,8.0,Pressure,Florian Wirtz,Germany,False,64.5,False,False,False
95067,3930168,1,0,8,00:00:08.020,Pressure,Florian Wirtz,Germany,Hungary,65.8,7.8,,1.39537,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,1,0,0,5,1,1,0,Carry,Bendegúz Bolla,Hungary,0.0,8.0,Pass,Bendegúz Bolla,Hungary,False,54.2,False,False,False
95068,3930168,1,0,9,00:00:09.323,Pass,Bendegúz Bolla,Hungary,Hungary,65.3,77.8,True,2.849858,Regular Play,Barnabás Varga,36.170708,High Pass,Incomplete,-0.50817263,96.9,60.2,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,1,3,0,0,Pressure,Florian Wirtz,Germany,0.0,8.0,Ball Receipt*,Barnabás Varga,Hungary,True,54.7,False,False,True
95069,3930168,1,0,12,00:00:12.172,Ball Receipt*,Barnabás Varga,Hungary,Hungary,95.3,59.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,3,1,0,Pass,Bendegúz Bolla,Hungary,0.0,9.0,Duel,Barnabás Varga,Hungary,True,24.700000000000003,False,True,False
95070,3930168,1,0,12,00:00:12.172,Duel,Barnabás Varga,Hungary,Hungary,96.9,60.2,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,1,1,3,1,0,Ball Receipt*,Barnabás Varga,Hungary,0.0,12.0,Clearance,Jonathan Tah,Germany,False,23.099999999999994,False,True,False
95071,3930168,1,0,12,00:00:12.172,Clearance,Jonathan Tah,Germany,Hungary,23.2,19.9,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,5,1,0,0,Duel,Barnabás Varga,Hungary,0.0,12.0,Ball Recovery,Roland Sallai,Hungary,False,96.8,False,False,False
95072,3930168,1,0,14,00:00:14.023,Ball Recovery,Roland Sallai,Hungary,Hungary,102.6,37.1,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,0,0,1,1,3,0,0,Clearance,Jonathan Tah,Germany,0.0,12.0,Error,Joshua Kimmich,Germany,False,17.400000000000006,False,True,False
95073,3930168,1,0,15,00:00:15.608,Error,Joshua Kimmich,Germany,Hungary,17.7,46.1,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,5,1,0,0,Ball Recovery,Roland Sallai,Hungary,0.0,14.0,Shot,Roland Sallai,Hungary,False,102.3,False,False,False
95074,3930168,1,0,15,00:00:15.632,Shot,Roland Sallai,Hungary,Hungary,113.3,35.8,,0.01913,Regular Play,,,,,,,,Saved,0.43428022,Right Foot,Half Volley,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,0,0,1,1,3,0,0,Error,Joshua Kimmich,Germany,0.0,15.0,Goal Keeper,Manuel Neuer,Germany,False,6.700000000000003,False,True,False
95075,3930168,1,0,15,00:00:15.651,Goal Keeper,Manuel Neuer,Germany,Hungary,5.6,43.8,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,5,1,0,0,Shot,Roland Sallai,Hungary,0.0,15.0,Ball Recovery,András Schäfer,Hungary,False,114.4,False,False,False
95076,3930168,1,0,16,00:00:16.527,Ball Recovery,András Schäfer,Hungary,Hungary,98.6,40.8,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,1,3,0,0,Goal Keeper,Manuel Neuer,Germany,0.0,15.0,Carry,András Schäfer,Hungary,True,21.400000000000006,False,True,False
95077,3930168,1,0,16,00:00:16.527,Carry,András Schäfer,Hungary,Hungary,98.6,40.8,,1.143037,Regular Play,,,,,,,,,,,,False,102.8,33.5,8.421995013059552,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,1,3,0,0,Ball Recovery,András Schäfer,Hungary,0.0,16.0,Pass,András Schäfer,Hungary,True,21.400000000000006,False,True,False
95078,3930168,1,0,17,00:00:17.670,Pass,András Schäfer,Hungary,Hungary,102.8,33.5,,0.945523,Regular Play,Milos Kerkez,4.494441,Ground Pass,Incomplete,-1.00748,105.2,29.7,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,1,3,0,0,Carry,András Schäfer,Hungary,0.0,16.0,Ball Receipt*,Milos Kerkez,Hungary,True,17.200000000000003,False,True,False
95079,3930168,1,0,18,00:00:18.615,Ball Receipt*,Milos Kerkez,Hungary,Hungary,103.1,28.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,1,1,3,0,0,Pass,András Schäfer,Hungary,0.0,17.0,Interception,Joshua Kimmich,Germany,False,16.900000000000006,False,True,False
95080,3930168,1,0,18,00:00:18.615,Interception,Joshua Kimmich,Germany,Hungary,14.9,50.4,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,5,1,0,0,Ball Receipt*,Milos Kerkez,Hungary,0.0,18.0,Pressure,András Schäfer,Hungary,False,105.1,False,False,False
95081,3930168,1,0,20,00:00:20.062,Pressure,András Schäfer,Hungary,Hungary,94.8,34.2,,2.111855,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,1,1,3,0,0,Interception,Joshua Kimmich,Germany,0.0,18.0,Ball Recovery,Jamal Musiala,Germany,False,25.200000000000003,False,False,False
95082,3930168,1,0,20,00:00:20.494,Ball Recovery,Jamal Musiala,Germany,Germany,29.5,46.8,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,5,1,1,0,Pressure,András Schäfer,Hungary,0.0,20.0,Carry,Jamal Musiala,Germany,True,90.5,False,False,True
95083,3930168,1,0,20,00:00:20.494,Carry,Jamal Musiala,Germany,Germany,29.5,46.8,True,1.711506,Regular Play,,,,,,,,,,,,False,37.1,49.9,8.207923001588163,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,5,1,1,0,Ball Recovery,Jamal Musiala,Germany,0.0,20.0,Pass,Jamal Musiala,Germany,True,90.5,False,False,False
95084,3930168,1,0,22,00:00:22.206,Pass,Jamal Musiala,Germany,Germany,37.1,49.9,,0.610544,Regular Play,Joshua Kimmich,15.405194,Ground Pass,,1.5967646,36.7,65.3,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,5,1,1,0,Carry,Jamal Musiala,Germany,0.0,20.0,Ball Receipt*,Joshua Kimmich,Germany,True,82.9,False,False,False
95085,3930168,1,0,22,00:00:22.816,Ball Receipt*,Joshua Kimmich,Germany,Germany,36.7,65.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,5,1,0,0,Pass,Jamal Musiala,Germany,0.0,22.0,Carry,Joshua Kimmich,Germany,True,83.3,False,False,False
95086,3930168,1,0,22,00:00:22.816,Carry,Joshua Kimmich,Germany,Germany,36.7,65.3,,0.381176,Regular Play,,,,,,,,,,,,False,36.7,65.3,0.0,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,5,1,0,0,Ball Receipt*,Joshua Kimmich,Germany,0.0,22.0,Pass,Joshua Kimmich,Germany,True,83.3,False,False,False
95087,3930168,1,0,23,00:00:23.197,Pass,Joshua Kimmich,Germany,Germany,36.7,65.3,,0.651294,Regular Play,Robert Andrich,13.606616,Ground Pass,,-1.6960629,35.0,51.8,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,5,1,0,0,Carry,Joshua Kimmich,Germany,0.0,22.0,Ball Receipt*,Robert Andrich,Germany,True,83.3,False,False,False
95088,3930168,1,0,23,00:00:23.849,Ball Receipt*,Robert Andrich,Germany,Germany,35.0,51.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,5,1,0,0,Pass,Joshua Kimmich,Germany,0.0,23.0,Carry,Robert Andrich,Germany,True,85.0,False,False,False
95089,3930168,1,0,23,00:00:23.849,Carry,Robert Andrich,Germany,Germany,35.0,51.8,,0.152087,Regular Play,,,,,,,,,,,,False,35.0,51.8,0.0,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,5,1,0,0,Ball Receipt*,Robert Andrich,Germany,0.0,23.0,Pass,Robert Andrich,Germany,True,85.0,False,False,False
95090,3930168,1,0,24,00:00:24.001,Pass,Robert Andrich,Germany,Germany,35.0,51.8,,0.585662,Regular Play,Kai Havertz,14.2088,Ground Pass,,0.035196725,49.2,52.3,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,5,1,0,0,Carry,Robert Andrich,Germany,0.0,23.0,Ball Receipt*,Kai Havertz,Germany,True,85.0,False,False,False
95091,3930168,1,0,24,00:00:24.586,Ball Receipt*,Kai Havertz,Germany,Germany,49.2,52.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,5,1,1,0,Pass,Robert Andrich,Germany,0.0,24.0,Carry,Kai Havertz,Germany,True,70.8,False,False,False
95092,3930168,1,0,24,00:00:24.586,Carry,Kai Havertz,Germany,Germany,49.2,52.3,,2.171874,Regular Play,,,,,,,,,,,,False,42.8,48.2,7.600657866263948,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,5,1,1,0,Ball Receipt*,Kai Havertz,Germany,0.0,24.0,Pass,Kai Havertz,Germany,True,70.8,False,False,False
95093,3930168,1,0,26,00:00:26.758,Pass,Kai Havertz,Germany,Germany,42.8,48.2,,1.140519,Regular Play,Maximilian Mittelstädt,22.005682,Ground Pass,,-1.5480729,43.3,26.2,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,5,1,1,0,Carry,Kai Havertz,Germany,0.0,24.0,Ball Receipt*,Maximilian Mittelstädt,Germany,True,77.2,False,False,False
95094,3930168,1,0,27,00:00:27.899,Ball Receipt*,Maximilian Mittelstädt,Germany,Germany,43.3,26.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,5,1,0,0,Pass,Kai Havertz,Germany,0.0,26.0,Carry,Maximilian Mittelstädt,Germany,True,76.7,False,False,False
95095,3930168,1,0,27,00:00:27.899,Carry,Maximilian Mittelstädt,Germany,Germany,43.3,26.2,,3.323283,Regular Play,,,,,,,,,,,,False,49.2,21.8,7.360027173862883,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,5,1,0,0,Ball Receipt*,Maximilian Mittelstädt,Germany,0.0,27.0,Pass,Maximilian Mittelstädt,Germany,True,76.7,False,False,False
95096,3930168,1,0,31,00:00:31.222,Pass,Maximilian Mittelstädt,Germany,Germany,49.2,21.8,,0.980168,Regular Play,Jonathan Tah,14.490341,Ground Pass,,2.0437028,42.6,34.7,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,5,1,0,0,Carry,Maximilian Mittelstädt,Germany,0.0,27.0,Ball Receipt*,Jonathan Tah,Germany,True,70.8,False,False,False
95097,3930168,1,0,32,00:00:32.202,Ball Receipt*,Jonathan Tah,Germany,Germany,42.6,34.7,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,5,1,0,0,Pass,Maximilian Mittelstädt,Germany,0.0,31.0,Carry,Jonathan Tah,Germany,True,77.4,False,False,False
95098,3930168,1,0,32,00:00:32.202,Carry,Jonathan Tah,Germany,Germany,42.6,34.7,,1.71708,Regular Play,,,,,,,,,,,,False,46.1,35.7,3.640054944640259,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,5,1,0,0,Ball Receipt*,Jonathan Tah,Germany,0.0,32.0,Pass,Jonathan Tah,Germany,True,77.4,False,False,False
95099,3930168,1,0,33,00:00:33.919,Pass,Jonathan Tah,Germany,Germany,46.1,35.7,,0.659182,Regular Play,Toni Kroos,9.646243,Ground Pass,,-1.2654377,49.0,26.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,5,1,0,0,Carry,Jonathan Tah,Germany,0.0,32.0,Ball Receipt*,Toni Kroos,Germany,True,73.9,False,False,False
95100,3930168,1,0,34,00:00:34.579,Ball Receipt*,Toni Kroos,Germany,Germany,49.0,26.5,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,5,1,0,0,Pass,Jonathan Tah,Germany,0.0,33.0,Carry,Toni Kroos,Germany,True,71.0,False,False,False
95101,3930168,1,0,34,00:00:34.579,Carry,Toni Kroos,Germany,Germany,49.0,26.5,,1.88121,Regular Play,,,,,,,,,,,,False,49.0,26.5,0.0,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,5,1,0,0,Ball Receipt*,Toni Kroos,Germany,0.0,34.0,Pass,Toni Kroos,Germany,True,71.0,False,False,False
95102,3930168,1,0,36,00:00:36.460,Pass,Toni Kroos,Germany,Germany,49.0,26.5,,0.844958,Regular Play,Maximilian Mittelstädt,21.63354,Ground Pass,,-1.1920067,57.0,6.4,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,5,1,0,0,Carry,Toni Kroos,Germany,0.0,34.0,Ball Receipt*,Maximilian Mittelstädt,Germany,True,71.0,False,False,False
95103,3930168,1,0,37,00:00:37.305,Ball Receipt*,Maximilian Mittelstädt,Germany,Germany,57.0,6.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,5,1,0,0,Pass,Toni Kroos,Germany,0.0,36.0,Carry,Maximilian Mittelstädt,Germany,True,63.0,False,False,False
95104,3930168,1,0,37,00:00:37.305,Carry,Maximilian Mittelstädt,Germany,Germany,57.0,6.4,True,2.594309,Regular Play,,,,,,,,,,,,False,51.8,5.7,5.246903848937965,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,5,1,0,0,Ball Receipt*,Maximilian Mittelstädt,Germany,0.0,37.0,Pressure,Bendegúz Bolla,Hungary,False,63.0,False,False,False
95105,3930168,1,0,39,00:00:39.086,Pressure,Bendegúz Bolla,Hungary,Germany,62.2,74.7,,0.828237,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,1,1,3,0,0,Carry,Maximilian Mittelstädt,Germany,0.0,37.0,Pass,Maximilian Mittelstädt,Germany,False,57.8,False,False,False
95106,3930168,1,0,39,00:00:39.899,Pass,Maximilian Mittelstädt,Germany,Germany,51.8,5.7,True,1.096896,Regular Play,Jonathan Tah,18.748867,Ground Pass,,2.158799,41.4,21.3,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,5,1,0,0,Pressure,Bendegúz Bolla,Hungary,0.0,39.0,Ball Receipt*,Jonathan Tah,Germany,True,68.2,False,False,True
95107,3930168,1,0,40,00:00:40.996,Ball Receipt*,Jonathan Tah,Germany,Germany,41.4,21.3,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,5,1,0,0,Pass,Maximilian Mittelstädt,Germany,0.0,39.0,Carry,Jonathan Tah,Germany,True,78.6,False,False,False
95108,3930168,1,0,40,00:00:40.996,Carry,Jonathan Tah,Germany,Germany,41.4,21.3,,4.467316,Regular Play,,,,,,,,,,,,False,54.4,44.2,26.332679316772914,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,5,1,0,0,Ball Receipt*,Jonathan Tah,Germany,0.0,40.0,Pass,Jonathan Tah,Germany,True,78.6,False,False,False
95109,3930168,1,0,45,00:00:45.463,Pass,Jonathan Tah,Germany,Germany,54.4,44.2,,1.308307,Regular Play,Antonio Rüdiger,20.412006,Ground Pass,,1.6050966,53.7,64.6,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,5,1,0,0,Carry,Jonathan Tah,Germany,0.0,40.0,Ball Receipt*,Antonio Rüdiger,Germany,True,65.6,False,False,False
95110,3930168,1,0,46,00:00:46.772,Ball Receipt*,Antonio Rüdiger,Germany,Germany,53.7,64.6,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,5,1,0,0,Pass,Jonathan Tah,Germany,0.0,45.0,Carry,Antonio Rüdiger,Germany,True,66.3,False,False,False
95111,3930168,1,0,46,00:00:46.772,Carry,Antonio Rüdiger,Germany,Germany,53.7,64.6,,2.083926,Regular Play,,,,,,,,,,,,False,56.3,65.7,2.823118842698619,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,5,1,0,0,Ball Receipt*,Antonio Rüdiger,Germany,0.0,46.0,Pass,Antonio Rüdiger,Germany,True,66.3,False,False,False
95112,3930168,1,0,48,00:00:48.856,Pass,Antonio Rüdiger,Germany,Germany,56.3,65.7,,1.455614,Regular Play,Kai Havertz,35.562057,High Pass,,-0.38938344,89.2,52.2,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,5,1,0,0,Carry,Antonio Rüdiger,Germany,0.0,46.0,Ball Receipt*,Kai Havertz,Germany,True,63.7,False,False,False
95113,3930168,1,0,50,00:00:50.311,Ball Receipt*,Kai Havertz,Germany,Germany,89.2,52.2,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,5,1,1,0,Pass,Antonio Rüdiger,Germany,0.0,48.0,Carry,Kai Havertz,Germany,True,30.799999999999997,False,False,False
95114,3930168,1,0,50,00:00:50.311,Carry,Kai Havertz,Germany,Germany,89.2,52.2,True,9.413414,Regular Play,,,,,,,,,,,,False,84.6,61.7,10.55509355714103,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,5,1,1,0,Ball Receipt*,Kai Havertz,Germany,0.0,50.0,Pressure,Willi Orban,Hungary,False,30.799999999999997,False,False,False
95115,3930168,1,0,52,00:00:52.746,Pressure,Willi Orban,Hungary,Germany,11.8,13.6,,2.012085,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,1,1,3,0,0,Carry,Kai Havertz,Germany,0.0,50.0,Pass,Kai Havertz,Germany,False,108.2,False,False,False
95116,3930168,1,0,59,00:00:59.725,Pass,Kai Havertz,Germany,Germany,84.6,61.7,,0.945605,Regular Play,Jonathan Tah,19.795202,Ground Pass,,-2.4384458,69.5,48.9,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,5,1,1,0,Pressure,Willi Orban,Hungary,0.0,52.0,Ball Receipt*,Jonathan Tah,Germany,True,35.400000000000006,False,False,False
95117,3930168,1,1,0,00:01:00.670,Ball Receipt*,Jonathan Tah,Germany,Germany,69.5,48.9,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,5,1,0,0,Pass,Kai Havertz,Germany,0.0,59.0,Carry,Jonathan Tah,Germany,True,50.5,False,False,False
95118,3930168,1,1,0,00:01:00.670,Carry,Jonathan Tah,Germany,Germany,69.5,48.9,,2.886899,Regular Play,,,,,,,,,,,,False,72.8,37.6,11.772000679578639,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,5,1,0,0,Ball Receipt*,Jonathan Tah,Germany,1.0,0.0,Pass,Jonathan Tah,Germany,True,50.5,False,False,False
95119,3930168,1,1,3,00:01:03.557,Pass,Jonathan Tah,Germany,Germany,72.8,37.6,,1.389723,Regular Play,Maximilian Mittelstädt,28.369879,Ground Pass,,-1.4613069,75.9,9.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,5,1,0,0,Carry,Jonathan Tah,Germany,1.0,0.0,Ball Receipt*,Maximilian Mittelstädt,Germany,True,47.2,False,False,False
