event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Netherlands_score,France_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
83667,3930173,1,0,0,00:00:00.000,Starting XI,,Netherlands,Netherlands,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,2,1,0,0,,,,,,Starting XI,,France,False,,False,,False
83668,3930173,1,0,0,00:00:00.000,Starting XI,,France,Netherlands,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,1,0,0,0,Starting XI,,Netherlands,0.0,0.0,Half Start,,Netherlands,False,,False,,False
83669,3930173,1,0,0,00:00:00.000,Half Start,,Netherlands,Netherlands,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,2,1,0,0,Starting XI,,France,0.0,0.0,Half Start,,France,False,,False,,False
83670,3930173,1,0,0,00:00:00.000,Half Start,,France,Netherlands,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,0,1,0,0,0,Half Start,,Netherlands,0.0,0.0,Pass,Memphis Depay,Netherlands,False,,False,,False
83671,3930173,1,0,0,00:00:00.758,Pass,Memphis Depay,Netherlands,Netherlands,61.0,40.1,,2.318195,From Kick Off,Virgil van Dijk,21.17475,Ground Pass,,-2.9080682,40.4,35.2,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,2,1,0,0,Half Start,,France,0.0,0.0,Ball Receipt*,Virgil van Dijk,Netherlands,True,59.0,False,False,False
83672,3930173,1,0,3,00:00:03.076,Ball Receipt*,Virgil van Dijk,Netherlands,Netherlands,40.4,35.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Memphis Depay,Netherlands,0.0,0.0,Carry,Virgil van Dijk,Netherlands,True,79.6,False,False,False
83673,3930173,1,0,3,00:00:03.076,Carry,Virgil van Dijk,Netherlands,Netherlands,40.4,35.2,,0.647987,From Kick Off,,,,,,,,,,,,False,40.2,35.2,0.19999999999999574,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Virgil van Dijk,Netherlands,0.0,3.0,Pass,Virgil van Dijk,Netherlands,True,79.6,False,False,False
83674,3930173,1,0,3,00:00:03.724,Pass,Virgil van Dijk,Netherlands,Netherlands,40.2,35.2,,2.91859,From Kick Off,Stefan de Vrij,26.789923,Ground Pass,,1.3792572,45.3,61.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Carry,Virgil van Dijk,Netherlands,0.0,3.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,79.8,False,False,False
83675,3930173,1,0,6,00:00:06.643,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,45.3,61.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Virgil van Dijk,Netherlands,0.0,3.0,Carry,Stefan de Vrij,Netherlands,True,74.7,False,False,False
83676,3930173,1,0,6,00:00:06.643,Carry,Stefan de Vrij,Netherlands,Netherlands,45.3,61.5,,1.087064,From Kick Off,,,,,,,,,,,,False,51.8,69.2,10.076705810928493,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Stefan de Vrij,Netherlands,0.0,6.0,Pass,Stefan de Vrij,Netherlands,True,74.7,False,False,False
83677,3930173,1,0,7,00:00:07.730,Pass,Stefan de Vrij,Netherlands,Netherlands,51.8,69.2,,1.3507,From Kick Off,Jerdy Schouten,11.497826,Ground Pass,,-0.22810262,63.0,66.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Carry,Stefan de Vrij,Netherlands,0.0,6.0,Ball Receipt*,Jerdy Schouten,Netherlands,True,68.2,False,False,False
83678,3930173,1,0,9,00:00:09.081,Ball Receipt*,Jerdy Schouten,Netherlands,Netherlands,63.0,66.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Pass,Stefan de Vrij,Netherlands,0.0,7.0,Carry,Jerdy Schouten,Netherlands,True,57.0,False,False,False
83679,3930173,1,0,9,00:00:09.081,Carry,Jerdy Schouten,Netherlands,Netherlands,63.0,66.6,,1.997377,From Kick Off,,,,,,,,,,,,False,64.0,71.8,5.295280917949493,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Jerdy Schouten,Netherlands,0.0,9.0,Pass,Jerdy Schouten,Netherlands,True,57.0,False,False,False
83680,3930173,1,0,11,00:00:11.078,Pass,Jerdy Schouten,Netherlands,Netherlands,64.0,71.8,,1.400453,From Kick Off,Stefan de Vrij,16.819334,Ground Pass,,3.0224,47.3,73.8,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Carry,Jerdy Schouten,Netherlands,0.0,9.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,56.0,False,False,False
83681,3930173,1,0,12,00:00:12.478,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,47.3,73.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Jerdy Schouten,Netherlands,0.0,11.0,Carry,Stefan de Vrij,Netherlands,True,72.7,False,False,False
83682,3930173,1,0,12,00:00:12.478,Carry,Stefan de Vrij,Netherlands,Netherlands,47.3,73.8,,1.725395,From Kick Off,,,,,,,,,,,,False,38.9,72.3,8.532877591996733,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Stefan de Vrij,Netherlands,0.0,12.0,Pass,Stefan de Vrij,Netherlands,True,72.7,False,False,False
83683,3930173,1,0,14,00:00:14.204,Pass,Stefan de Vrij,Netherlands,Netherlands,38.9,72.3,,1.729074,From Kick Off,Bart Verbruggen,30.459974,Ground Pass,,-2.2655346,19.4,48.9,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Carry,Stefan de Vrij,Netherlands,0.0,12.0,Ball Receipt*,Bart Verbruggen,Netherlands,True,81.1,False,False,False
83684,3930173,1,0,15,00:00:15.933,Ball Receipt*,Bart Verbruggen,Netherlands,Netherlands,19.4,48.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,2,1,0,0,Pass,Stefan de Vrij,Netherlands,0.0,14.0,Carry,Bart Verbruggen,Netherlands,True,100.6,False,False,False
83685,3930173,1,0,15,00:00:15.933,Carry,Bart Verbruggen,Netherlands,Netherlands,19.4,48.9,,2.439089,From Kick Off,,,,,,,,,,,,False,19.4,49.0,0.10000000000000142,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Bart Verbruggen,Netherlands,0.0,15.0,Pass,Bart Verbruggen,Netherlands,True,100.6,False,False,False
83686,3930173,1,0,18,00:00:18.372,Pass,Bart Verbruggen,Netherlands,Netherlands,19.4,49.0,,2.157731,From Kick Off,Stefan de Vrij,20.10199,Ground Pass,,0.88051665,32.2,64.5,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,2,1,0,0,Carry,Bart Verbruggen,Netherlands,0.0,15.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,100.6,False,False,False
83687,3930173,1,0,20,00:00:20.530,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,32.2,64.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Bart Verbruggen,Netherlands,0.0,18.0,Carry,Stefan de Vrij,Netherlands,True,87.8,False,False,False
83688,3930173,1,0,20,00:00:20.530,Carry,Stefan de Vrij,Netherlands,Netherlands,32.2,64.5,,3.549983,From Kick Off,,,,,,,,,,,,False,44.0,68.2,12.366486970841798,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Stefan de Vrij,Netherlands,0.0,20.0,Pass,Stefan de Vrij,Netherlands,True,87.8,False,False,False
83689,3930173,1,0,24,00:00:24.080,Pass,Stefan de Vrij,Netherlands,Netherlands,44.0,68.2,,1.444274,From Kick Off,Jerdy Schouten,12.662148,Ground Pass,,0.75747246,53.2,76.9,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Carry,Stefan de Vrij,Netherlands,0.0,20.0,Ball Receipt*,Jerdy Schouten,Netherlands,True,76.0,False,False,False
83690,3930173,1,0,25,00:00:25.524,Ball Receipt*,Jerdy Schouten,Netherlands,Netherlands,53.2,76.9,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Pass,Stefan de Vrij,Netherlands,0.0,24.0,Carry,Jerdy Schouten,Netherlands,True,66.8,False,False,False
83691,3930173,1,0,25,00:00:25.524,Carry,Jerdy Schouten,Netherlands,Netherlands,53.2,76.9,,1.147778,From Kick Off,,,,,,,,,,,,False,52.0,76.9,1.2000000000000028,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Jerdy Schouten,Netherlands,0.0,25.0,Pass,Jerdy Schouten,Netherlands,True,66.8,False,False,False
83692,3930173,1,0,26,00:00:26.672,Pass,Jerdy Schouten,Netherlands,Netherlands,52.0,76.9,,1.067071,From Kick Off,Tijjani Reijnders,13.776793,Ground Pass,,-1.4104209,54.2,63.3,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Carry,Jerdy Schouten,Netherlands,0.0,25.0,Ball Receipt*,Tijjani Reijnders,Netherlands,True,68.0,False,False,False
83693,3930173,1,0,27,00:00:27.739,Ball Receipt*,Tijjani Reijnders,Netherlands,Netherlands,54.2,63.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Pass,Jerdy Schouten,Netherlands,0.0,26.0,Carry,Tijjani Reijnders,Netherlands,True,65.8,False,False,False
83694,3930173,1,0,27,00:00:27.739,Carry,Tijjani Reijnders,Netherlands,Netherlands,54.2,63.3,,0.013768001,From Kick Off,,,,,,,,,,,,False,53.8,62.3,1.077032961426903,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Tijjani Reijnders,Netherlands,0.0,27.0,Pass,Tijjani Reijnders,Netherlands,True,65.8,False,False,False
83695,3930173,1,0,27,00:00:27.753,Pass,Tijjani Reijnders,Netherlands,Netherlands,53.8,62.3,,1.751328,From Kick Off,Stefan de Vrij,21.524405,Ground Pass,,2.9970675,32.5,65.4,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Carry,Tijjani Reijnders,Netherlands,0.0,27.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,66.2,False,False,False
83696,3930173,1,0,29,00:00:29.504,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,32.5,65.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Tijjani Reijnders,Netherlands,0.0,27.0,Carry,Stefan de Vrij,Netherlands,True,87.5,False,False,False
83697,3930173,1,0,29,00:00:29.504,Carry,Stefan de Vrij,Netherlands,Netherlands,32.5,65.4,,0.041304,From Kick Off,,,,,,,,,,,,False,32.5,65.4,0.0,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Stefan de Vrij,Netherlands,0.0,29.0,Pass,Stefan de Vrij,Netherlands,True,87.5,False,False,False
83698,3930173,1,0,29,00:00:29.545,Pass,Stefan de Vrij,Netherlands,Netherlands,32.5,65.4,,0.866347,From Kick Off,Jerdy Schouten,6.8117547,Ground Pass,,0.058755822,39.3,65.8,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Carry,Stefan de Vrij,Netherlands,0.0,29.0,Ball Receipt*,Jerdy Schouten,Netherlands,True,87.5,False,False,False
83699,3930173,1,0,30,00:00:30.412,Ball Receipt*,Jerdy Schouten,Netherlands,Netherlands,39.3,65.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Pass,Stefan de Vrij,Netherlands,0.0,29.0,Pass,Jerdy Schouten,Netherlands,True,80.7,False,False,False
83700,3930173,1,0,30,00:00:30.412,Pass,Jerdy Schouten,Netherlands,Netherlands,39.3,65.8,,2.66808,From Kick Off,Virgil van Dijk,34.404797,Ground Pass,,-2.0058432,24.8,34.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Jerdy Schouten,Netherlands,0.0,30.0,Ball Receipt*,Virgil van Dijk,Netherlands,True,80.7,False,False,False
83701,3930173,1,0,33,00:00:33.080,Ball Receipt*,Virgil van Dijk,Netherlands,Netherlands,24.8,34.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Jerdy Schouten,Netherlands,0.0,30.0,Carry,Virgil van Dijk,Netherlands,True,95.2,False,False,False
83702,3930173,1,0,33,00:00:33.080,Carry,Virgil van Dijk,Netherlands,Netherlands,24.8,34.6,,4.391349,From Kick Off,,,,,,,,,,,,False,24.8,33.3,1.3000000000000043,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Virgil van Dijk,Netherlands,0.0,33.0,Pass,Virgil van Dijk,Netherlands,True,95.2,False,False,False
83703,3930173,1,0,37,00:00:37.471,Pass,Virgil van Dijk,Netherlands,Netherlands,24.8,33.3,,1.760664,From Kick Off,Bart Verbruggen,11.697008,Ground Pass,,2.099486,18.9,43.4,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Carry,Virgil van Dijk,Netherlands,0.0,33.0,Ball Receipt*,Bart Verbruggen,Netherlands,True,95.2,False,False,False
83704,3930173,1,0,39,00:00:39.232,Ball Receipt*,Bart Verbruggen,Netherlands,Netherlands,18.9,43.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,2,1,0,0,Pass,Virgil van Dijk,Netherlands,0.0,37.0,Carry,Bart Verbruggen,Netherlands,True,101.1,False,False,False
83705,3930173,1,0,39,00:00:39.232,Carry,Bart Verbruggen,Netherlands,Netherlands,18.9,43.4,,2.394951,From Kick Off,,,,,,,,,,,,False,18.8,42.7,0.707106781186543,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Bart Verbruggen,Netherlands,0.0,39.0,Pass,Bart Verbruggen,Netherlands,True,101.1,False,False,False
83706,3930173,1,0,41,00:00:41.627,Pass,Bart Verbruggen,Netherlands,Netherlands,18.8,42.7,,1.314875,From Kick Off,Virgil van Dijk,11.783463,Ground Pass,,-1.4517044,20.2,31.0,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,2,1,0,0,Carry,Bart Verbruggen,Netherlands,0.0,39.0,Ball Receipt*,Virgil van Dijk,Netherlands,True,101.2,False,False,False
83707,3930173,1,0,42,00:00:42.942,Ball Receipt*,Virgil van Dijk,Netherlands,Netherlands,20.2,31.0,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Bart Verbruggen,Netherlands,0.0,41.0,Carry,Virgil van Dijk,Netherlands,True,99.8,False,False,False
83708,3930173,1,0,42,00:00:42.942,Carry,Virgil van Dijk,Netherlands,Netherlands,20.2,31.0,,0.621171,From Kick Off,,,,,,,,,,,,False,18.9,34.3,3.5468295701936374,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Virgil van Dijk,Netherlands,0.0,42.0,Pass,Virgil van Dijk,Netherlands,True,99.8,False,False,False
83709,3930173,1,0,43,00:00:43.563,Pass,Virgil van Dijk,Netherlands,Netherlands,18.9,34.3,,1.730513,From Kick Off,Stefan de Vrij,33.65427,Ground Pass,,1.1709766,32.0,65.3,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,2,1,0,0,Carry,Virgil van Dijk,Netherlands,0.0,42.0,Ball Receipt*,Stefan de Vrij,Netherlands,True,101.1,False,False,False
83710,3930173,1,0,45,00:00:45.293,Ball Receipt*,Stefan de Vrij,Netherlands,Netherlands,32.0,65.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Virgil van Dijk,Netherlands,0.0,43.0,Carry,Stefan de Vrij,Netherlands,True,88.0,False,False,False
83711,3930173,1,0,45,00:00:45.293,Carry,Stefan de Vrij,Netherlands,Netherlands,32.0,65.3,True,0.883016,From Kick Off,,,,,,,,,,,,False,32.8,68.7,3.492849839314601,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Stefan de Vrij,Netherlands,0.0,45.0,Pressure,Antoine Griezmann,France,False,88.0,False,False,False
83712,3930173,1,0,45,00:00:45.660,Pressure,Antoine Griezmann,France,Netherlands,85.1,17.3,,0.524374,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,1,0,0,0,Carry,Stefan de Vrij,Netherlands,0.0,45.0,Pass,Stefan de Vrij,Netherlands,False,34.900000000000006,False,False,False
83713,3930173,1,0,46,00:00:46.176,Pass,Stefan de Vrij,Netherlands,Netherlands,32.8,68.7,True,1.344982,From Kick Off,Denzel Dumfries,9.5692215,Ground Pass,,0.97120005,38.2,76.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,0,2,1,0,0,Pressure,Antoine Griezmann,France,0.0,45.0,Ball Receipt*,Denzel Dumfries,Netherlands,True,87.2,False,False,True
83714,3930173,1,0,47,00:00:47.521,Ball Receipt*,Denzel Dumfries,Netherlands,Netherlands,38.2,76.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Stefan de Vrij,Netherlands,0.0,46.0,Carry,Denzel Dumfries,Netherlands,True,81.8,False,False,False
83715,3930173,1,0,47,00:00:47.521,Carry,Denzel Dumfries,Netherlands,Netherlands,38.2,76.6,,0.588511,From Kick Off,,,,,,,,,,,,False,38.2,76.6,0.0,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Denzel Dumfries,Netherlands,0.0,47.0,Pass,Denzel Dumfries,Netherlands,True,81.8,False,False,False
83716,3930173,1,0,48,00:00:48.110,Pass,Denzel Dumfries,Netherlands,Netherlands,38.2,76.6,,1.094919,From Kick Off,Memphis Depay,17.605112,Ground Pass,,-0.6969201,51.7,65.3,,,,,False,,,,,False,,"{'id': 2, 'name': 'Right Back'}",,0,0,0,1,0,0,2,1,0,0,Carry,Denzel Dumfries,Netherlands,0.0,47.0,Ball Receipt*,Memphis Depay,Netherlands,True,81.8,False,False,False
83717,3930173,1,0,49,00:00:49.205,Ball Receipt*,Memphis Depay,Netherlands,Netherlands,51.7,65.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,2,1,0,0,Pass,Denzel Dumfries,Netherlands,0.0,48.0,Pass,Memphis Depay,Netherlands,True,68.3,False,False,False
83718,3930173,1,0,49,00:00:49.205,Pass,Memphis Depay,Netherlands,Netherlands,51.7,65.8,,1.278393,From Kick Off,Jeremie Frimpong,15.953056,High Pass,Incomplete,0.56192154,65.2,74.3,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Memphis Depay,Netherlands,0.0,49.0,Error,Theo Bernard François Hernández,France,False,68.3,False,False,False
83719,3930173,1,0,50,00:00:50.451,Error,Theo Bernard François Hernández,France,Netherlands,54.5,4.2,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Memphis Depay,Netherlands,0.0,49.0,Ball Receipt*,Jeremie Frimpong,Netherlands,False,65.5,False,False,False
83720,3930173,1,0,50,00:00:50.483,Ball Receipt*,Jeremie Frimpong,Netherlands,Netherlands,64.0,77.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,2,1,0,0,Error,Theo Bernard François Hernández,France,0.0,50.0,Pass,Theo Bernard François Hernández,France,False,56.0,False,False,False
83721,3930173,1,0,50,00:00:50.483,Pass,Theo Bernard François Hernández,France,Netherlands,54.9,5.8,,1.766267,From Kick Off,William Saliba,12.448695,Low Pass,Incomplete,1.6592743,53.8,18.2,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Ball Receipt*,Jeremie Frimpong,Netherlands,0.0,50.0,Pressure,William Saliba,France,True,65.1,False,False,False
83722,3930173,1,0,51,00:00:51.699,Pressure,William Saliba,France,Netherlands,56.0,15.5,,0.593736,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Theo Bernard François Hernández,France,0.0,50.0,Ball Receipt*,William Saliba,France,True,64.0,False,False,False
83723,3930173,1,0,52,00:00:52.249,Ball Receipt*,William Saliba,France,Netherlands,53.6,22.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,0,1,0,0,0,Pressure,William Saliba,France,0.0,51.0,Pass,Xavi Simons,Netherlands,False,66.4,False,False,True
83724,3930173,1,0,52,00:00:52.249,Pass,Xavi Simons,Netherlands,Netherlands,66.3,61.9,True,2.626318,From Kick Off,Jeremie Frimpong,32.18012,Ground Pass,,-0.105852865,98.3,58.5,,,,,False,,,,,False,,"{'id': 19, 'name': 'Center Attacking Midfield'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,William Saliba,France,0.0,52.0,Pressure,Theo Bernard François Hernández,France,False,53.7,False,False,False
83725,3930173,1,0,54,00:00:54.669,Pressure,Theo Bernard François Hernández,France,Netherlands,18.9,25.5,,1.680399,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,1,0,0,0,Pass,Xavi Simons,Netherlands,0.0,52.0,Ball Receipt*,Jeremie Frimpong,Netherlands,False,101.1,False,False,False
83726,3930173,1,0,54,00:00:54.876,Ball Receipt*,Jeremie Frimpong,Netherlands,Netherlands,98.3,58.5,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,2,1,0,0,Pressure,Theo Bernard François Hernández,France,0.0,54.0,Carry,Jeremie Frimpong,Netherlands,True,21.700000000000003,False,True,True
83727,3930173,1,0,54,00:00:54.876,Carry,Jeremie Frimpong,Netherlands,Netherlands,98.3,58.5,True,1.388164,From Kick Off,,,,,,,,,,,,False,108.6,53.7,11.363538181394029,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Jeremie Frimpong,Netherlands,0.0,54.0,Shot,Jeremie Frimpong,Netherlands,True,21.700000000000003,False,True,False
83728,3930173,1,0,56,00:00:56.264,Shot,Jeremie Frimpong,Netherlands,Netherlands,108.6,53.7,True,0.782378,From Kick Off,,,,,,,,Saved,0.09676152,Right Foot,Normal,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,1,0,0,2,1,0,0,Carry,Jeremie Frimpong,Netherlands,0.0,54.0,Goal Keeper,Mike Maignan,France,False,11.400000000000006,False,True,False
83729,3930173,1,0,57,00:00:57.046,Goal Keeper,Mike Maignan,France,Netherlands,4.0,34.9,,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,1,0,0,1,0,0,0,Shot,Jeremie Frimpong,Netherlands,0.0,56.0,Pass,Memphis Depay,Netherlands,False,116.0,False,False,False
83730,3930173,1,2,6,00:02:06.242,Pass,Memphis Depay,Netherlands,Netherlands,120.0,0.1,,1.058365,From Corner,Nathan Aké,36.46834,High Pass,Incomplete,1.6669179,116.5,36.4,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,2,1,0,0,Goal Keeper,Mike Maignan,France,0.0,57.0,Ball Receipt*,Nathan Aké,Netherlands,True,0.0,False,True,False
83731,3930173,1,2,7,00:02:07.300,Ball Receipt*,Nathan Aké,Netherlands,Netherlands,115.5,36.4,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Pass,Memphis Depay,Netherlands,2.0,6.0,Duel,Nathan Aké,Netherlands,True,4.5,False,True,False
83732,3930173,1,2,7,00:02:07.300,Duel,Nathan Aké,Netherlands,Netherlands,116.5,36.4,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,1,0,0,2,1,0,0,Ball Receipt*,Nathan Aké,Netherlands,2.0,7.0,Clearance,Marcus Thuram,France,False,3.5,False,True,False
83733,3930173,1,2,7,00:02:07.300,Clearance,Marcus Thuram,France,Netherlands,3.6,43.7,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,0,1,0,0,0,Duel,Nathan Aké,Netherlands,2.0,7.0,Foul Committed,Xavi Simons,Netherlands,False,116.4,False,False,False
