event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Hungary_score,Switzerland_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
181129,3930159,1,0,0,00:00:00.000,Starting XI,,Hungary,Hungary,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Starting XI,,Switzerland,False,,False,,False
181130,3930159,1,0,0,00:00:00.000,Starting XI,,Switzerland,Hungary,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Hungary,0.0,0.0,Half Start,,Switzerland,True,,False,,False
181131,3930159,1,0,0,00:00:00.000,Half Start,,Switzerland,Hungary,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Switzerland,0.0,0.0,Half Start,,Hungary,False,,False,,False
181132,3930159,1,0,0,00:00:00.000,Half Start,,Hungary,Hungary,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Half Start,,Switzerland,0.0,0.0,Pass,Ádám Nagy,Hungary,True,,False,,False
181133,3930159,1,0,0,00:00:00.310,Pass,Ádám Nagy,Hungary,Hungary,60.0,40.0,,1.685987,From Kick Off,Dominik Szoboszlai,22.055386,Ground Pass,,-2.608949,41.0,28.8,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Half Start,,Hungary,0.0,0.0,Ball Receipt*,Dominik Szoboszlai,Hungary,True,60.0,False,False,False
181134,3930159,1,0,1,00:00:01.996,Ball Receipt*,Dominik Szoboszlai,Hungary,Hungary,41.0,28.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Ádám Nagy,Hungary,0.0,0.0,Carry,Dominik Szoboszlai,Hungary,True,79.0,False,False,False
181135,3930159,1,0,1,00:00:01.996,Carry,Dominik Szoboszlai,Hungary,Hungary,41.0,28.8,,0.767306,From Kick Off,,,,,,,,,,,,False,42.0,26.7,2.325940669922603,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Dominik Szoboszlai,Hungary,0.0,1.0,Pass,Dominik Szoboszlai,Hungary,True,79.0,False,False,False
181136,3930159,1,0,2,00:00:02.763,Pass,Dominik Szoboszlai,Hungary,Hungary,42.0,26.7,,1.098274,From Kick Off,Attila Szalai,20.543125,Ground Pass,,-1.3199146,47.1,6.8,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Dominik Szoboszlai,Hungary,0.0,1.0,Ball Receipt*,Attila Szalai,Hungary,True,78.0,False,False,False
181137,3930159,1,0,3,00:00:03.861,Ball Receipt*,Attila Szalai,Hungary,Hungary,47.1,6.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Dominik Szoboszlai,Hungary,0.0,2.0,Carry,Attila Szalai,Hungary,True,72.9,False,False,False
181138,3930159,1,0,3,00:00:03.861,Carry,Attila Szalai,Hungary,Hungary,47.1,6.8,,1.278541,From Kick Off,,,,,,,,,,,,False,49.2,5.8,2.325940669922603,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Attila Szalai,Hungary,0.0,3.0,Pass,Attila Szalai,Hungary,True,72.9,False,False,False
181139,3930159,1,0,5,00:00:05.140,Pass,Attila Szalai,Hungary,Hungary,49.2,5.8,,2.498232,From Kick Off,Roland Sallai,58.929535,High Pass,,1.0562807,78.2,57.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Attila Szalai,Hungary,0.0,3.0,Ball Receipt*,Roland Sallai,Hungary,True,70.8,False,False,False
181140,3930159,1,0,7,00:00:07.638,Ball Receipt*,Roland Sallai,Hungary,Hungary,78.2,57.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Attila Szalai,Hungary,0.0,5.0,Pass,Roland Sallai,Hungary,True,41.8,False,False,False
181141,3930159,1,0,7,00:00:07.638,Pass,Roland Sallai,Hungary,Hungary,78.2,57.1,,3.3847,From Kick Off,,25.13404,High Pass,Out,1.1000314,89.6,79.5,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Roland Sallai,Hungary,0.0,7.0,Pass,Michel Aebischer,Switzerland,False,41.8,False,False,False
181142,3930159,1,0,15,00:00:15.866,Pass,Michel Aebischer,Switzerland,Switzerland,29.1,0.1,,1.003602,From Throw In,Granit Xhaka,7.1589108,Low Pass,,1.7818897,27.6,7.1,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Roland Sallai,Hungary,0.0,7.0,Pressure,Roland Sallai,Hungary,False,90.9,False,False,False
181143,3930159,1,0,16,00:00:16.344,Pressure,Roland Sallai,Hungary,Switzerland,90.4,72.7,,0.321929,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Michel Aebischer,Switzerland,0.0,15.0,Ball Receipt*,Granit Xhaka,Switzerland,False,29.599999999999994,False,False,False
181144,3930159,1,0,16,00:00:16.870,Ball Receipt*,Granit Xhaka,Switzerland,Switzerland,27.6,7.1,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Roland Sallai,Hungary,0.0,16.0,Pass,Granit Xhaka,Switzerland,True,92.4,False,False,True
181145,3930159,1,0,16,00:00:16.870,Pass,Granit Xhaka,Switzerland,Switzerland,27.6,7.2,,0.736186,From Throw In,Michel Aebischer,3.9204593,Low Pass,,-1.4685897,28.0,3.3,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Granit Xhaka,Switzerland,0.0,16.0,Ball Receipt*,Michel Aebischer,Switzerland,True,92.4,False,False,False
181146,3930159,1,0,17,00:00:17.606,Ball Receipt*,Michel Aebischer,Switzerland,Switzerland,28.0,3.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Granit Xhaka,Switzerland,0.0,16.0,Pass,Michel Aebischer,Switzerland,True,92.0,False,False,False
181147,3930159,1,0,17,00:00:17.606,Pass,Michel Aebischer,Switzerland,Switzerland,28.0,3.3,,3.286471,From Throw In,Remo Freuler,24.380526,High Pass,,0.93385786,42.5,22.9,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Michel Aebischer,Switzerland,0.0,17.0,Ball Receipt*,Remo Freuler,Switzerland,True,92.0,False,False,False
181148,3930159,1,0,20,00:00:20.892,Ball Receipt*,Remo Freuler,Switzerland,Switzerland,42.5,22.9,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Michel Aebischer,Switzerland,0.0,17.0,Duel,András Schäfer,Hungary,False,77.5,False,False,False
181149,3930159,1,0,20,00:00:20.892,Duel,András Schäfer,Hungary,Switzerland,77.6,57.2,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Remo Freuler,Switzerland,0.0,20.0,Pass,Remo Freuler,Switzerland,False,42.400000000000006,False,False,False
181150,3930159,1,0,20,00:00:20.892,Pass,Remo Freuler,Switzerland,Switzerland,42.5,22.9,True,1.229801,From Throw In,Kwadwo Duah,9.272001,High Pass,,-0.28422552,51.4,20.3,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Duel,András Schäfer,Hungary,0.0,20.0,Pressure,Ádám Lang,Hungary,False,77.5,False,False,False
181151,3930159,1,0,21,00:00:21.907,Pressure,Ádám Lang,Hungary,Switzerland,66.6,60.8,,0.197334,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Remo Freuler,Switzerland,0.0,20.0,Ball Receipt*,Kwadwo Duah,Switzerland,False,53.400000000000006,False,False,False
181152,3930159,1,0,22,00:00:22.122,Ball Receipt*,Kwadwo Duah,Switzerland,Switzerland,51.4,20.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Ádám Lang,Hungary,0.0,21.0,Carry,Kwadwo Duah,Switzerland,True,68.6,False,False,True
181153,3930159,1,0,22,00:00:22.122,Carry,Kwadwo Duah,Switzerland,Switzerland,51.4,20.3,,0.101597,From Throw In,,,,,,,,,,,,False,51.4,20.1,0.1999999999999993,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Kwadwo Duah,Switzerland,0.0,22.0,Pass,Kwadwo Duah,Switzerland,True,68.6,False,False,False
181154,3930159,1,0,22,00:00:22.224,Pass,Kwadwo Duah,Switzerland,Switzerland,51.4,20.1,,1.035079,From Throw In,Dan Ndoye,11.761803,Ground Pass,Incomplete,1.1033465,56.7,30.6,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Carry,Kwadwo Duah,Switzerland,0.0,22.0,Ball Receipt*,Dan Ndoye,Switzerland,True,68.6,False,False,False
181155,3930159,1,0,23,00:00:23.259,Ball Receipt*,Dan Ndoye,Switzerland,Switzerland,53.5,31.6,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Kwadwo Duah,Switzerland,0.0,22.0,Pass,Attila Szalai,Hungary,False,66.5,False,False,False
181156,3930159,1,0,23,00:00:23.259,Pass,Attila Szalai,Hungary,Switzerland,63.4,49.5,,1.984533,From Throw In,Roland Sallai,16.82201,High Pass,Incomplete,0.65895766,76.7,59.8,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Dan Ndoye,Switzerland,0.0,23.0,Ball Receipt*,Roland Sallai,Hungary,True,56.6,False,False,False
181157,3930159,1,0,25,00:00:25.243,Ball Receipt*,Roland Sallai,Hungary,Switzerland,77.6,61.4,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Attila Szalai,Hungary,0.0,23.0,Pass,Granit Xhaka,Switzerland,False,42.400000000000006,False,False,False
181158,3930159,1,0,25,00:00:25.243,Pass,Granit Xhaka,Switzerland,Switzerland,43.4,20.3,True,0.87412,From Throw In,Kwadwo Duah,13.870832,High Pass,Incomplete,-0.10110337,57.2,18.9,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Roland Sallai,Hungary,0.0,25.0,Duel,Roland Sallai,Hungary,False,76.6,False,False,False
181159,3930159,1,0,25,00:00:25.243,Duel,Roland Sallai,Hungary,Switzerland,76.7,59.8,True,0.0,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Granit Xhaka,Switzerland,0.0,25.0,Ball Receipt*,Kwadwo Duah,Switzerland,False,43.3,False,False,False
181160,3930159,1,0,26,00:00:26.118,Ball Receipt*,Kwadwo Duah,Switzerland,Switzerland,58.3,20.3,,,From Throw In,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Duel,Roland Sallai,Hungary,0.0,25.0,Pass,Ádám Lang,Hungary,False,61.7,False,False,False
181161,3930159,1,0,26,00:00:26.118,Pass,Ádám Lang,Hungary,Hungary,62.9,61.2,,2.094485,Regular Play,Barnabás Varga,20.278067,High Pass,,0.25933173,82.5,66.4,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Kwadwo Duah,Switzerland,0.0,26.0,Ball Receipt*,Barnabás Varga,Hungary,True,57.1,False,False,False
181162,3930159,1,0,28,00:00:28.212,Ball Receipt*,Barnabás Varga,Hungary,Hungary,82.5,66.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pass,Ádám Lang,Hungary,0.0,26.0,Miscontrol,Barnabás Varga,Hungary,True,37.5,False,False,False
181163,3930159,1,0,28,00:00:28.212,Miscontrol,Barnabás Varga,Hungary,Hungary,82.5,66.4,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Barnabás Varga,Hungary,0.0,28.0,Pass,Ricardo Iván Rodríguez Araya,Switzerland,False,37.5,False,False,False
181164,3930159,1,0,30,00:00:30.438,Pass,Ricardo Iván Rodríguez Araya,Switzerland,Hungary,29.9,3.7,,1.633474,Regular Play,Kwadwo Duah,29.811743,High Pass,Incomplete,0.14474335,59.4,8.0,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Miscontrol,Barnabás Varga,Hungary,0.0,28.0,Ball Receipt*,Kwadwo Duah,Switzerland,True,90.1,False,False,False
181165,3930159,1,0,32,00:00:32.072,Ball Receipt*,Kwadwo Duah,Switzerland,Hungary,59.8,10.1,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pass,Ricardo Iván Rodríguez Araya,Switzerland,0.0,30.0,Interception,Ádám Lang,Hungary,False,60.2,False,False,False
181166,3930159,1,0,32,00:00:32.072,Interception,Ádám Lang,Hungary,Hungary,60.7,72.1,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Kwadwo Duah,Switzerland,0.0,32.0,Pass,Ruben Vargas,Switzerland,False,59.3,False,False,False
181167,3930159,1,0,34,00:00:34.673,Pass,Ruben Vargas,Switzerland,Hungary,59.4,10.5,True,1.972516,Regular Play,,1.7888544,High Pass,Incomplete,-1.1071488,60.2,8.9,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Interception,Ádám Lang,Hungary,0.0,32.0,Duel,Ádám Nagy,Hungary,False,60.6,False,False,False
181168,3930159,1,0,34,00:00:34.673,Duel,Ádám Nagy,Hungary,Hungary,60.7,69.6,True,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Ruben Vargas,Switzerland,0.0,34.0,Pass,Ádám Nagy,Hungary,True,59.3,False,False,False
181169,3930159,1,0,36,00:00:36.645,Pass,Ádám Nagy,Hungary,Hungary,59.9,71.2,,0.546586,Regular Play,,7.0213957,High Pass,Incomplete,-0.9472356,64.0,65.5,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Duel,Ádám Nagy,Hungary,0.0,34.0,Ball Recovery,Remo Freuler,Switzerland,False,60.1,False,False,False
181170,3930159,1,0,37,00:00:37.192,Ball Recovery,Remo Freuler,Switzerland,Hungary,56.1,14.6,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Ádám Nagy,Hungary,0.0,36.0,Foul Committed,Remo Freuler,Switzerland,True,63.9,False,False,False
181171,3930159,1,0,37,00:00:37.697,Foul Committed,Remo Freuler,Switzerland,Hungary,55.9,19.8,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}","{'type': {'id': 24, 'name': 'Handball'}}",0,0,0,0,0,0,0,0,0,0,Ball Recovery,Remo Freuler,Switzerland,0.0,37.0,Pressure,Remo Freuler,Switzerland,True,64.1,False,False,False
181172,3930159,1,0,37,00:00:37.826,Pressure,Remo Freuler,Switzerland,Hungary,55.7,18.7,,0.359603,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Foul Committed,Remo Freuler,Switzerland,0.0,37.0,Pass,Ádám Nagy,Hungary,False,64.3,False,False,False
181173,3930159,1,1,14,00:01:14.094,Pass,Ádám Nagy,Hungary,Hungary,64.2,56.3,,1.388033,From Free Kick,Dominik Szoboszlai,4.669047,Ground Pass,,-1.3986055,65.0,51.7,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Remo Freuler,Switzerland,0.0,37.0,Ball Receipt*,Dominik Szoboszlai,Hungary,True,55.8,False,False,False
181174,3930159,1,1,15,00:01:15.482,Ball Receipt*,Dominik Szoboszlai,Hungary,Hungary,65.0,51.7,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Ádám Nagy,Hungary,1.0,14.0,Carry,Dominik Szoboszlai,Hungary,True,55.0,False,False,False
181175,3930159,1,1,15,00:01:15.482,Carry,Dominik Szoboszlai,Hungary,Hungary,65.0,51.7,,0.226454,From Free Kick,,,,,,,,,,,,False,69.7,50.6,4.827007354458871,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Dominik Szoboszlai,Hungary,1.0,15.0,Pass,Dominik Szoboszlai,Hungary,True,55.0,False,False,False
181176,3930159,1,1,15,00:01:15.709,Pass,Dominik Szoboszlai,Hungary,Hungary,69.7,50.6,,2.910755,From Free Kick,Willi Orban,49.104073,High Pass,,-0.6858728,107.7,19.5,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Dominik Szoboszlai,Hungary,1.0,15.0,Ball Receipt*,Willi Orban,Hungary,True,50.3,False,False,False
181177,3930159,1,1,18,00:01:18.619,Ball Receipt*,Willi Orban,Hungary,Hungary,107.7,19.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Dominik Szoboszlai,Hungary,1.0,15.0,Duel,Silvan Widmer,Switzerland,False,12.299999999999997,False,True,False
181178,3930159,1,1,18,00:01:18.619,Duel,Silvan Widmer,Switzerland,Hungary,12.7,60.7,True,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Willi Orban,Hungary,1.0,18.0,Pass,Willi Orban,Hungary,False,107.3,False,False,False
181179,3930159,1,1,18,00:01:18.619,Pass,Willi Orban,Hungary,Hungary,107.4,19.4,True,0.693115,From Free Kick,Attila Szalai,8.895505,High Pass,,1.2028154,110.6,27.7,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,0,0,0,0,0,Duel,Silvan Widmer,Switzerland,1.0,18.0,Ball Receipt*,Attila Szalai,Hungary,True,12.599999999999994,False,True,False
181180,3930159,1,1,19,00:01:19.312,Ball Receipt*,Attila Szalai,Hungary,Hungary,110.6,27.7,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Willi Orban,Hungary,1.0,18.0,Shot,Attila Szalai,Hungary,True,9.400000000000006,False,True,False
181181,3930159,1,1,19,00:01:19.344,Shot,Attila Szalai,Hungary,Hungary,110.6,27.7,,0.986799,From Free Kick,,,,,,,,Wayward,0.09601528,Right Foot,Volley,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Attila Szalai,Hungary,1.0,19.0,Goal Keeper,Yann Sommer,Switzerland,False,9.400000000000006,False,True,False
181182,3930159,1,1,20,00:01:20.331,Goal Keeper,Yann Sommer,Switzerland,Hungary,1.2,42.3,,0.0,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Shot,Attila Szalai,Hungary,1.0,19.0,Ball Recovery,Yann Sommer,Switzerland,True,118.8,False,False,False
181183,3930159,1,1,20,00:01:20.908,Ball Recovery,Yann Sommer,Switzerland,Switzerland,2.9,45.4,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Goal Keeper,Yann Sommer,Switzerland,1.0,20.0,Carry,Yann Sommer,Switzerland,True,117.1,False,False,False
181184,3930159,1,1,20,00:01:20.908,Carry,Yann Sommer,Switzerland,Switzerland,2.9,45.4,,5.917785,Regular Play,,,,,,,,,,,,False,12.2,43.9,9.420191080864548,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Ball Recovery,Yann Sommer,Switzerland,1.0,20.0,Pass,Yann Sommer,Switzerland,True,117.1,False,False,False
181185,3930159,1,1,26,00:01:26.826,Pass,Yann Sommer,Switzerland,Switzerland,12.2,43.9,,1.249974,Regular Play,Remo Freuler,22.70022,Ground Pass,,0.92288995,25.9,62.0,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Carry,Yann Sommer,Switzerland,1.0,20.0,Ball Receipt*,Remo Freuler,Switzerland,True,107.8,False,False,False
181186,3930159,1,1,28,00:01:28.076,Ball Receipt*,Remo Freuler,Switzerland,Switzerland,25.9,62.0,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Yann Sommer,Switzerland,1.0,26.0,Carry,Remo Freuler,Switzerland,True,94.1,False,False,False
181187,3930159,1,1,28,00:01:28.076,Carry,Remo Freuler,Switzerland,Switzerland,25.9,62.0,,5.181374,Regular Play,,,,,,,,,,,,False,45.5,57.4,20.132560691576224,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Remo Freuler,Switzerland,1.0,28.0,Pass,Remo Freuler,Switzerland,True,94.1,False,False,False
181188,3930159,1,1,33,00:01:33.257,Pass,Remo Freuler,Switzerland,Switzerland,45.5,57.4,,1.748171,Regular Play,Manuel Obafemi Akanji,21.972939,Ground Pass,,-1.9978005,36.4,37.4,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Remo Freuler,Switzerland,1.0,28.0,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,True,74.5,False,False,False
181189,3930159,1,1,35,00:01:35.005,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,Switzerland,36.4,37.4,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Remo Freuler,Switzerland,1.0,33.0,Carry,Manuel Obafemi Akanji,Switzerland,True,83.6,False,False,False
181190,3930159,1,1,35,00:01:35.005,Carry,Manuel Obafemi Akanji,Switzerland,Switzerland,36.4,37.4,,4.214718,Regular Play,,,,,,,,,,,,False,48.3,34.4,12.2723265927859,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Manuel Obafemi Akanji,Switzerland,1.0,35.0,Pass,Manuel Obafemi Akanji,Switzerland,True,83.6,False,False,False
181191,3930159,1,1,39,00:01:39.220,Pass,Manuel Obafemi Akanji,Switzerland,Switzerland,48.3,34.4,,1.188086,Regular Play,Ricardo Iván Rodríguez Araya,26.820887,Ground Pass,,-1.2679114,56.3,8.8,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Manuel Obafemi Akanji,Switzerland,1.0,35.0,Ball Receipt*,Ricardo Iván Rodríguez Araya,Switzerland,True,71.7,False,False,False
181192,3930159,1,1,40,00:01:40.408,Ball Receipt*,Ricardo Iván Rodríguez Araya,Switzerland,Switzerland,56.3,8.8,,,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Manuel Obafemi Akanji,Switzerland,1.0,39.0,Carry,Ricardo Iván Rodríguez Araya,Switzerland,True,63.7,False,False,False
181193,3930159,1,1,40,00:01:40.408,Carry,Ricardo Iván Rodríguez Araya,Switzerland,Switzerland,56.3,8.8,True,1.168362,Regular Play,,,,,,,,,,,,False,57.7,8.2,1.5231546211727873,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Ricardo Iván Rodríguez Araya,Switzerland,1.0,40.0,Pressure,Roland Sallai,Hungary,False,63.7,False,False,False
181194,3930159,1,1,41,00:01:41.195,Pressure,Roland Sallai,Hungary,Switzerland,62.4,68.6,,0.463836,Regular Play,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Ricardo Iván Rodríguez Araya,Switzerland,1.0,40.0,Pass,Ricardo Iván Rodríguez Araya,Switzerland,False,57.6,False,False,False
181195,3930159,1,1,41,00:01:41.576,Pass,Ricardo Iván Rodríguez Araya,Switzerland,Switzerland,57.7,8.2,True,3.085477,Regular Play,Kwadwo Duah,43.16538,High Pass,Incomplete,0.20057592,100.0,16.8,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pressure,Roland Sallai,Hungary,1.0,41.0,Ball Receipt*,Kwadwo Duah,Switzerland,True,62.3,False,False,True
