event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Denmark_score,Serbia_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
65225,3930182,1,0,0,00:00:00.000,Starting XI,,Denmark,Denmark,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,2,0,2,2,0,0,,,,,,Starting XI,,Serbia,False,,False,,False
65226,3930182,1,0,0,00:00:00.000,Starting XI,,Serbia,Denmark,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,1,1,2,0,0,Starting XI,,Denmark,0.0,0.0,Half Start,,Serbia,True,,False,,False
65227,3930182,1,0,0,00:00:00.000,Half Start,,Serbia,Denmark,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,1,1,2,0,0,Starting XI,,Serbia,0.0,0.0,Half Start,,Denmark,False,,False,,False
65228,3930182,1,0,0,00:00:00.000,Half Start,,Denmark,Denmark,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,2,0,2,2,0,0,Half Start,,Serbia,0.0,0.0,Pass,Rasmus Winther Højlund,Denmark,True,,False,,False
65229,3930182,1,0,0,00:00:00.105,Pass,Rasmus Winther Højlund,Denmark,Denmark,61.0,40.1,,0.457171,From Kick Off,Jonas Older Wind,1.9697715,Ground Pass,,-1.9890207,60.2,38.3,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,2,0,2,2,0,0,Half Start,,Denmark,0.0,0.0,Ball Receipt*,Jonas Older Wind,Denmark,True,59.0,False,False,False
65230,3930182,1,0,0,00:00:00.563,Ball Receipt*,Jonas Older Wind,Denmark,Denmark,60.2,38.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,2,0,2,2,0,0,Pass,Rasmus Winther Højlund,Denmark,0.0,0.0,Carry,Jonas Older Wind,Denmark,True,59.8,False,False,False
65231,3930182,1,0,0,00:00:00.563,Carry,Jonas Older Wind,Denmark,Denmark,60.2,38.3,,1.912541,From Kick Off,,,,,,,,,,,,False,57.1,46.3,8.57962703152066,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Jonas Older Wind,Denmark,0.0,0.0,Pass,Jonas Older Wind,Denmark,True,59.8,False,False,False
65232,3930182,1,0,2,00:00:02.475,Pass,Jonas Older Wind,Denmark,Denmark,57.1,46.3,,1.897204,From Kick Off,Joachim Andersen,8.459906,Ground Pass,,2.145685,52.5,53.4,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,2,0,2,2,0,0,Carry,Jonas Older Wind,Denmark,0.0,0.0,Ball Receipt*,Joachim Andersen,Denmark,True,62.9,False,False,False
65233,3930182,1,0,4,00:00:04.372,Ball Receipt*,Joachim Andersen,Denmark,Denmark,52.5,53.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,2,0,2,2,0,0,Pass,Jonas Older Wind,Denmark,0.0,2.0,Carry,Joachim Andersen,Denmark,True,67.5,False,False,False
65234,3930182,1,0,4,00:00:04.372,Carry,Joachim Andersen,Denmark,Denmark,52.5,53.4,,0.048111,From Kick Off,,,,,,,,,,,,False,52.5,53.4,0.0,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Joachim Andersen,Denmark,0.0,4.0,Pass,Joachim Andersen,Denmark,True,67.5,False,False,False
65235,3930182,1,0,4,00:00:04.420,Pass,Joachim Andersen,Denmark,Denmark,52.5,53.4,,1.159135,From Kick Off,Pierre-Emile Højbjerg,10.804166,Ground Pass,,-1.5430257,52.8,42.6,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,2,0,2,2,0,0,Carry,Joachim Andersen,Denmark,0.0,4.0,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,True,67.5,False,False,False
65236,3930182,1,0,5,00:00:05.580,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,Denmark,52.8,42.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,2,0,2,2,0,0,Pass,Joachim Andersen,Denmark,0.0,4.0,Carry,Pierre-Emile Højbjerg,Denmark,True,67.2,False,False,False
65237,3930182,1,0,5,00:00:05.580,Carry,Pierre-Emile Højbjerg,Denmark,Denmark,52.8,42.6,,3.907102,From Kick Off,,,,,,,,,,,,False,64.5,30.1,17.121331723905126,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,0.0,5.0,Pass,Pierre-Emile Højbjerg,Denmark,True,67.2,False,False,False
65238,3930182,1,0,9,00:00:09.487,Pass,Pierre-Emile Højbjerg,Denmark,Denmark,64.5,30.1,,1.624237,From Kick Off,Joakim Mæhle,28.047104,Ground Pass,,-1.1677772,75.5,4.3,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,2,0,2,2,0,0,Carry,Pierre-Emile Højbjerg,Denmark,0.0,5.0,Ball Receipt*,Joakim Mæhle,Denmark,True,55.5,False,False,False
65239,3930182,1,0,11,00:00:11.111,Ball Receipt*,Joakim Mæhle,Denmark,Denmark,75.5,4.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,2,0,2,2,0,0,Pass,Pierre-Emile Højbjerg,Denmark,0.0,9.0,Carry,Joakim Mæhle,Denmark,True,44.5,False,False,False
65240,3930182,1,0,11,00:00:11.111,Carry,Joakim Mæhle,Denmark,Denmark,75.5,4.3,True,1.452912,From Kick Off,,,,,,,,,,,,False,74.0,6.1,2.3430749027719964,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Joakim Mæhle,Denmark,0.0,11.0,Pressure,Srđan Mijailović,Serbia,False,44.5,False,False,False
65241,3930182,1,0,12,00:00:12.132,Pressure,Srđan Mijailović,Serbia,Denmark,44.0,74.6,,0.643419,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,1,1,1,2,0,0,Carry,Joakim Mæhle,Denmark,0.0,11.0,Pass,Joakim Mæhle,Denmark,False,76.0,False,False,False
65242,3930182,1,0,12,00:00:12.564,Pass,Joakim Mæhle,Denmark,Denmark,74.0,6.1,True,1.024612,From Kick Off,Pierre-Emile Højbjerg,20.56429,Ground Pass,,2.1237257,63.2,23.6,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,2,0,2,2,0,0,Pressure,Srđan Mijailović,Serbia,0.0,12.0,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,True,46.0,False,False,True
65243,3930182,1,0,13,00:00:13.588,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,Denmark,63.2,23.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,2,0,2,2,0,0,Pass,Joakim Mæhle,Denmark,0.0,12.0,Carry,Pierre-Emile Højbjerg,Denmark,True,56.8,False,False,False
65244,3930182,1,0,13,00:00:13.588,Carry,Pierre-Emile Højbjerg,Denmark,Denmark,63.2,23.6,,1.804823,From Kick Off,,,,,,,,,,,,False,64.2,28.2,4.707440918375926,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Pierre-Emile Højbjerg,Denmark,0.0,13.0,Pass,Pierre-Emile Højbjerg,Denmark,True,56.8,False,False,False
65245,3930182,1,0,15,00:00:15.393,Pass,Pierre-Emile Højbjerg,Denmark,Denmark,64.2,28.2,,0.599461,From Kick Off,Morten Hjulmand,3.6055512,Ground Pass,,1.2315037,65.4,31.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,2,0,2,2,0,0,Carry,Pierre-Emile Højbjerg,Denmark,0.0,13.0,Ball Receipt*,Morten Hjulmand,Denmark,True,55.8,False,False,False
65246,3930182,1,0,15,00:00:15.993,Ball Receipt*,Morten Hjulmand,Denmark,Denmark,65.4,31.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,2,0,2,2,1,0,Pass,Pierre-Emile Højbjerg,Denmark,0.0,15.0,Carry,Morten Hjulmand,Denmark,True,54.599999999999994,False,False,False
65247,3930182,1,0,15,00:00:15.993,Carry,Morten Hjulmand,Denmark,Denmark,65.4,31.6,,0.039999,From Kick Off,,,,,,,,,,,,False,65.4,31.6,0.0,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,2,0,2,2,1,0,Ball Receipt*,Morten Hjulmand,Denmark,0.0,15.0,Pass,Morten Hjulmand,Denmark,True,54.599999999999994,False,False,False
65248,3930182,1,0,16,00:00:16.033,Pass,Morten Hjulmand,Denmark,Denmark,65.4,31.6,,1.015771,From Kick Off,Jannik Vestergaard,13.513327,Ground Pass,,3.0971775,51.9,32.2,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,2,0,2,2,1,0,Carry,Morten Hjulmand,Denmark,0.0,15.0,Ball Receipt*,Jannik Vestergaard,Denmark,True,54.599999999999994,False,False,False
65249,3930182,1,0,17,00:00:17.049,Ball Receipt*,Jannik Vestergaard,Denmark,Denmark,51.9,32.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,2,0,2,2,0,0,Pass,Morten Hjulmand,Denmark,0.0,16.0,Carry,Jannik Vestergaard,Denmark,True,68.1,False,False,False
65250,3930182,1,0,17,00:00:17.049,Carry,Jannik Vestergaard,Denmark,Denmark,51.9,32.2,,3.123607,From Kick Off,,,,,,,,,,,,False,58.0,35.0,6.711929677819934,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Jannik Vestergaard,Denmark,0.0,17.0,Pass,Jannik Vestergaard,Denmark,True,68.1,False,False,False
65251,3930182,1,0,20,00:00:20.172,Pass,Jannik Vestergaard,Denmark,Denmark,58.0,35.0,,1.483729,From Kick Off,Andreas Christensen,22.1199,Ground Pass,,-1.333493,63.2,13.5,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,2,0,2,2,0,0,Carry,Jannik Vestergaard,Denmark,0.0,17.0,Ball Receipt*,Andreas Christensen,Denmark,True,62.0,False,False,False
65252,3930182,1,0,21,00:00:21.656,Ball Receipt*,Andreas Christensen,Denmark,Denmark,63.2,13.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,2,0,2,2,0,0,Pass,Jannik Vestergaard,Denmark,0.0,20.0,Carry,Andreas Christensen,Denmark,True,56.8,False,False,False
65253,3930182,1,0,21,00:00:21.656,Carry,Andreas Christensen,Denmark,Denmark,63.2,13.5,True,3.9696,From Kick Off,,,,,,,,,,,,False,54.6,19.0,10.208329931972223,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Andreas Christensen,Denmark,0.0,21.0,Pressure,Lazar Samardžić,Serbia,False,56.8,False,False,False
65254,3930182,1,0,22,00:00:22.270,Pressure,Lazar Samardžić,Serbia,Denmark,55.6,67.5,,0.710353,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,1,1,1,2,0,0,Carry,Andreas Christensen,Denmark,0.0,21.0,Pressure,Lazar Samardžić,Serbia,True,64.4,False,False,False
65255,3930182,1,0,25,00:00:25.436,Pressure,Lazar Samardžić,Serbia,Denmark,62.7,62.6,,0.482432,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,1,1,1,2,0,0,Pressure,Lazar Samardžić,Serbia,0.0,22.0,Pass,Andreas Christensen,Denmark,False,57.3,False,False,False
65256,3930182,1,0,25,00:00:25.625,Pass,Andreas Christensen,Denmark,Denmark,54.6,19.0,True,1.233473,From Kick Off,Jannik Vestergaard,17.088007,Ground Pass,,2.5730681,40.2,28.2,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,2,0,2,2,0,0,Pressure,Lazar Samardžić,Serbia,0.0,25.0,Ball Receipt*,Jannik Vestergaard,Denmark,True,65.4,False,False,True
65257,3930182,1,0,26,00:00:26.859,Ball Receipt*,Jannik Vestergaard,Denmark,Denmark,40.2,28.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,2,0,2,2,0,0,Pass,Andreas Christensen,Denmark,0.0,25.0,Carry,Jannik Vestergaard,Denmark,True,79.8,False,False,False
65258,3930182,1,0,26,00:00:26.859,Carry,Jannik Vestergaard,Denmark,Denmark,40.2,28.2,,7.323595,From Kick Off,,,,,,,,,,,,False,54.9,36.5,16.88135065686392,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Jannik Vestergaard,Denmark,0.0,26.0,Pass,Jannik Vestergaard,Denmark,True,79.8,False,False,False
65259,3930182,1,0,34,00:00:34.183,Pass,Jannik Vestergaard,Denmark,Denmark,54.9,36.5,,0.643117,From Kick Off,Morten Hjulmand,7.406079,Ground Pass,,0.04051835,62.3,36.8,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,2,0,2,2,0,0,Carry,Jannik Vestergaard,Denmark,0.0,26.0,Ball Receipt*,Morten Hjulmand,Denmark,True,65.1,False,False,False
65260,3930182,1,0,34,00:00:34.826,Ball Receipt*,Morten Hjulmand,Denmark,Denmark,62.3,36.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,2,0,2,2,1,0,Pass,Jannik Vestergaard,Denmark,0.0,34.0,Carry,Morten Hjulmand,Denmark,True,57.7,False,False,False
65261,3930182,1,0,34,00:00:34.826,Carry,Morten Hjulmand,Denmark,Denmark,62.3,36.8,,0.03208,From Kick Off,,,,,,,,,,,,False,62.3,36.8,0.0,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,2,0,2,2,1,0,Ball Receipt*,Morten Hjulmand,Denmark,0.0,34.0,Pass,Morten Hjulmand,Denmark,True,57.7,False,False,False
65262,3930182,1,0,34,00:00:34.858,Pass,Morten Hjulmand,Denmark,Denmark,62.3,36.8,,0.667296,From Kick Off,Jannik Vestergaard,7.006426,Ground Pass,,3.0987618,55.3,37.1,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,2,0,2,2,1,0,Carry,Morten Hjulmand,Denmark,0.0,34.0,Ball Receipt*,Jannik Vestergaard,Denmark,True,57.7,False,False,False
65263,3930182,1,0,35,00:00:35.525,Ball Receipt*,Jannik Vestergaard,Denmark,Denmark,55.3,37.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,2,0,2,2,0,0,Pass,Morten Hjulmand,Denmark,0.0,34.0,Carry,Jannik Vestergaard,Denmark,True,64.7,False,False,False
65264,3930182,1,0,35,00:00:35.525,Carry,Jannik Vestergaard,Denmark,Denmark,55.3,37.1,,1.51215,From Kick Off,,,,,,,,,,,,False,52.2,35.9,3.3241540277189277,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Jannik Vestergaard,Denmark,0.0,35.0,Pass,Jannik Vestergaard,Denmark,True,64.7,False,False,False
65265,3930182,1,0,37,00:00:37.037,Pass,Jannik Vestergaard,Denmark,Denmark,52.2,35.9,,0.640406,From Kick Off,Morten Hjulmand,6.203225,Ground Pass,,-0.36254424,58.0,33.7,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,2,0,2,2,0,0,Carry,Jannik Vestergaard,Denmark,0.0,35.0,Ball Receipt*,Morten Hjulmand,Denmark,True,67.8,False,False,False
65266,3930182,1,0,37,00:00:37.678,Ball Receipt*,Morten Hjulmand,Denmark,Denmark,58.0,33.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,2,0,2,2,1,0,Pass,Jannik Vestergaard,Denmark,0.0,37.0,Carry,Morten Hjulmand,Denmark,True,62.0,False,False,False
65267,3930182,1,0,37,00:00:37.678,Carry,Morten Hjulmand,Denmark,Denmark,58.0,33.7,,0.743424,From Kick Off,,,,,,,,,,,,False,57.4,33.7,0.6000000000000014,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,2,0,2,2,1,0,Ball Receipt*,Morten Hjulmand,Denmark,0.0,37.0,Pass,Morten Hjulmand,Denmark,True,62.0,False,False,False
65268,3930182,1,0,38,00:00:38.421,Pass,Morten Hjulmand,Denmark,Denmark,57.4,33.7,,0.951135,From Kick Off,Andreas Christensen,15.206906,Ground Pass,,-1.735945,54.9,18.7,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,2,0,2,2,1,0,Carry,Morten Hjulmand,Denmark,0.0,37.0,Ball Receipt*,Andreas Christensen,Denmark,True,62.6,False,False,False
65269,3930182,1,0,39,00:00:39.372,Ball Receipt*,Andreas Christensen,Denmark,Denmark,54.9,18.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,2,0,2,2,0,0,Pass,Morten Hjulmand,Denmark,0.0,38.0,Carry,Andreas Christensen,Denmark,True,65.1,False,False,False
65270,3930182,1,0,39,00:00:39.372,Carry,Andreas Christensen,Denmark,Denmark,54.9,18.7,,0.722367,From Kick Off,,,,,,,,,,,,False,54.3,18.7,0.6000000000000014,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Andreas Christensen,Denmark,0.0,39.0,Pass,Andreas Christensen,Denmark,True,65.1,False,False,False
65271,3930182,1,0,40,00:00:40.095,Pass,Andreas Christensen,Denmark,Denmark,54.3,18.7,,1.538239,From Kick Off,Jannik Vestergaard,15.255163,Ground Pass,,2.5426815,41.7,27.3,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,2,0,2,2,0,0,Carry,Andreas Christensen,Denmark,0.0,39.0,Ball Receipt*,Jannik Vestergaard,Denmark,True,65.7,False,False,False
65272,3930182,1,0,41,00:00:41.633,Ball Receipt*,Jannik Vestergaard,Denmark,Denmark,41.7,27.3,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,2,0,2,2,0,0,Pass,Andreas Christensen,Denmark,0.0,40.0,Carry,Jannik Vestergaard,Denmark,True,78.3,False,False,False
65273,3930182,1,0,41,00:00:41.633,Carry,Jannik Vestergaard,Denmark,Denmark,41.7,27.3,,1.822102,From Kick Off,,,,,,,,,,,,False,47.3,29.4,5.980802621722265,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Jannik Vestergaard,Denmark,0.0,41.0,Pass,Jannik Vestergaard,Denmark,True,78.3,False,False,False
65274,3930182,1,0,43,00:00:43.455,Pass,Jannik Vestergaard,Denmark,Denmark,47.3,29.4,,2.786045,From Kick Off,Alexander Hartmann Bah,43.72505,High Pass,Incomplete,0.40429118,87.5,46.6,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,2,0,2,2,0,0,Carry,Jannik Vestergaard,Denmark,0.0,41.0,Ball Receipt*,Alexander Hartmann Bah,Denmark,True,72.7,False,False,False
65275,3930182,1,0,46,00:00:46.241,Ball Receipt*,Alexander Hartmann Bah,Denmark,Denmark,92.4,53.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,2,0,2,2,0,0,Pass,Jannik Vestergaard,Denmark,0.0,43.0,Pass,Strahinja Pavlović,Serbia,False,27.599999999999994,False,False,False
65276,3930182,1,0,46,00:00:46.241,Pass,Strahinja Pavlović,Serbia,Denmark,32.6,33.5,,1.774125,From Kick Off,Saša Lukić,10.475209,High Pass,Incomplete,-0.3610053,42.4,29.8,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,1,1,1,2,0,0,Ball Receipt*,Alexander Hartmann Bah,Denmark,0.0,46.0,Ball Receipt*,Saša Lukić,Serbia,True,87.4,False,False,False
65277,3930182,1,0,48,00:00:48.015,Ball Receipt*,Saša Lukić,Serbia,Denmark,41.8,30.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,1,1,1,2,0,0,Pass,Strahinja Pavlović,Serbia,0.0,46.0,Duel,Saša Lukić,Serbia,True,78.2,False,False,False
65278,3930182,1,0,48,00:00:48.015,Duel,Saša Lukić,Serbia,Denmark,42.4,29.8,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 21, 'name': 'Left Wing'}",,0,0,0,0,1,1,1,2,0,0,Ball Receipt*,Saša Lukić,Serbia,0.0,48.0,Pass,Jonas Older Wind,Denmark,False,77.6,False,False,False
65279,3930182,1,0,48,00:00:48.015,Pass,Jonas Older Wind,Denmark,Denmark,77.7,50.3,True,1.626469,From Kick Off,Alexander Hartmann Bah,6.8066144,Low Pass,,0.17722538,84.4,51.5,,,,,False,,,,,False,,"{'id': 18, 'name': 'Right Attacking Midfield'}",,0,0,0,0,2,0,2,2,0,0,Duel,Saša Lukić,Serbia,0.0,48.0,Pressure,Andrija Živković,Serbia,False,42.3,False,False,False
65280,3930182,1,0,49,00:00:49.589,Pressure,Andrija Živković,Serbia,Denmark,34.5,28.6,,0.597792,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,0,0,0,0,1,1,1,2,0,0,Pass,Jonas Older Wind,Denmark,0.0,48.0,Ball Receipt*,Alexander Hartmann Bah,Denmark,False,85.5,False,False,False
65281,3930182,1,0,49,00:00:49.641,Ball Receipt*,Alexander Hartmann Bah,Denmark,Denmark,84.4,51.5,True,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,2,0,2,2,0,0,Pressure,Andrija Živković,Serbia,0.0,49.0,Pass,Alexander Hartmann Bah,Denmark,True,35.599999999999994,False,False,True
65282,3930182,1,0,50,00:00:50.144,Pass,Alexander Hartmann Bah,Denmark,Denmark,83.8,50.9,True,1.276033,From Kick Off,Morten Hjulmand,5.9076223,Low Pass,,-2.5488954,78.9,47.6,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Alexander Hartmann Bah,Denmark,0.0,49.0,Ball Receipt*,Morten Hjulmand,Denmark,True,36.2,False,False,False
65283,3930182,1,0,51,00:00:51.420,Ball Receipt*,Morten Hjulmand,Denmark,Denmark,78.9,47.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,2,0,2,2,1,0,Pass,Alexander Hartmann Bah,Denmark,0.0,50.0,Carry,Morten Hjulmand,Denmark,True,41.099999999999994,False,False,False
65284,3930182,1,0,51,00:00:51.420,Carry,Morten Hjulmand,Denmark,Denmark,78.9,47.6,,0.043143,From Kick Off,,,,,,,,,,,,False,78.9,47.6,0.0,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,2,0,2,2,1,0,Ball Receipt*,Morten Hjulmand,Denmark,0.0,51.0,Pass,Morten Hjulmand,Denmark,True,41.099999999999994,False,False,False
65285,3930182,1,0,51,00:00:51.463,Pass,Morten Hjulmand,Denmark,Denmark,78.9,47.6,,0.277831,From Kick Off,Christian Dannemann Eriksen,5.8,Ground Pass,,0.0,84.7,47.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,0,2,0,2,2,1,0,Carry,Morten Hjulmand,Denmark,0.0,51.0,Ball Receipt*,Christian Dannemann Eriksen,Denmark,True,41.099999999999994,False,False,False
65286,3930182,1,0,51,00:00:51.741,Ball Receipt*,Christian Dannemann Eriksen,Denmark,Denmark,84.7,47.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,0,2,0,2,2,1,0,Pass,Morten Hjulmand,Denmark,0.0,51.0,Carry,Christian Dannemann Eriksen,Denmark,True,35.3,False,False,False
65287,3930182,1,0,51,00:00:51.741,Carry,Christian Dannemann Eriksen,Denmark,Denmark,84.7,47.6,,0.037781,From Kick Off,,,,,,,,,,,,False,84.7,47.6,0.0,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,0,2,0,2,2,1,0,Ball Receipt*,Christian Dannemann Eriksen,Denmark,0.0,51.0,Pass,Christian Dannemann Eriksen,Denmark,True,35.3,False,False,False
65288,3930182,1,0,51,00:00:51.779,Pass,Christian Dannemann Eriksen,Denmark,Denmark,84.7,47.6,,0.540867,From Kick Off,Rasmus Winther Højlund,7.4330344,Ground Pass,,-0.30047718,91.8,45.4,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,0,0,0,0,2,0,2,2,1,0,Carry,Christian Dannemann Eriksen,Denmark,0.0,51.0,Ball Receipt*,Rasmus Winther Højlund,Denmark,True,35.3,False,False,False
65289,3930182,1,0,52,00:00:52.320,Ball Receipt*,Rasmus Winther Højlund,Denmark,Denmark,91.8,45.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,2,0,2,2,0,0,Pass,Christian Dannemann Eriksen,Denmark,0.0,51.0,Carry,Rasmus Winther Højlund,Denmark,True,28.200000000000003,False,False,False
65290,3930182,1,0,52,00:00:52.320,Carry,Rasmus Winther Højlund,Denmark,Denmark,91.8,45.4,True,1.760856,From Kick Off,,,,,,,,,,,,False,90.9,43.6,2.0124611797498044,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,2,0,2,2,0,0,Ball Receipt*,Rasmus Winther Højlund,Denmark,0.0,52.0,Pressure,Ivan Ilić,Serbia,False,28.200000000000003,False,False,False
