game_id,team,prediction,actual,predicted_direction,actual_direction,direction_match
3930164,Slovakia,0.4146283363662304,-0.7050000000000001,positive,negative,0
3930164,Slovakia,1.247760894485733,-5.265,positive,negative,0
3930164,Slovakia,1.345469430287424,0.569,positive,positive,1
3930164,Slovakia,1.3454716349739035,0.6580000000000004,positive,positive,1
3930164,Slovakia,8.199252786089291,6.014,positive,positive,1
3930164,Slovakia,0.5942111110522212,0.1340000000000003,positive,positive,1
3930164,Slovakia,0.4767028522347774,-0.0280000000000004,positive,negative,0
3930164,Slovakia,0.2588501756061054,-0.5780000000000003,positive,negative,0
3930165,Austria,-0.0218136777555244,-0.6619999999999999,negative,negative,1
3930165,Austria,-0.0694545568940991,-0.601,negative,negative,1
3930165,Austria,-0.1252384144568523,-0.3330000000000002,negative,negative,1
3930165,Austria,0.9721798889635344,0.6070000000000002,positive,positive,1
3930165,Austria,0.8393828462731179,0.3739999999999996,positive,positive,1
3930165,Austria,0.374442205431821,-0.1440000000000001,positive,negative,0
3930165,Austria,0.0177226481150789,-0.4770000000000003,positive,negative,0
3930165,Austria,0.2500712919521302,0.056,positive,positive,1
3930165,Austria,0.5916458361869452,0.694,positive,positive,1
3930165,Austria,0.753583139988212,0.7330000000000005,positive,positive,1
3930165,Austria,0.1599190002293404,0.4450000000000003,positive,positive,1
3930165,Austria,-0.4878591734528434,0.1399999999999996,negative,positive,0
3930165,Austria,-0.3857983544883723,-0.0490000000000003,negative,negative,1
3930165,Austria,-0.5319730911590597,-0.5670000000000002,negative,negative,1
3930165,Austria,-0.7060090179394845,-0.6209999999999996,negative,negative,1
3930165,France,-0.3623593922087131,0.1029999999999997,negative,positive,0
3930165,France,-0.3136356419924127,0.2469999999999999,negative,positive,0
3930165,France,-0.1011717670662406,0.6539999999999999,negative,positive,0
3930165,France,-0.4383328648025948,0.734,negative,positive,0
3930165,France,-0.7427872710150991,0.5129999999999999,negative,positive,0
3930165,France,-1.0198527778114732,0.1179999999999994,negative,positive,0
3930165,France,-1.5690021730212491,-0.5200000000000005,negative,negative,1
3930165,France,-1.4693508953208312,-1.5169999999999997,negative,negative,1
3930165,France,-1.2229430405549009,-0.9819999999999992,negative,negative,1
3930165,France,-0.7747746344976196,-0.7039999999999997,negative,negative,1
3930165,France,0.7619298080980137,0.5679999999999996,positive,positive,1
3930165,France,0.2489264437021878,0.9429999999999996,positive,positive,1
3930165,France,0.2568662486890192,-0.1790000000000002,positive,negative,0
3930165,France,-0.0702806470709243,0.2339999999999999,negative,positive,0
3930165,France,-1.1581410351185122,-0.1429999999999998,negative,negative,1
3930166,Portugal,0.1833288189578787,0.3150000000000004,positive,positive,1
3930166,Portugal,0.1955732345415999,0.4790000000000001,positive,positive,1
3930166,Portugal,-0.6244917288512255,-0.2590000000000003,negative,negative,1
3930166,Portugal,-0.2602150045933946,-0.0999999999999996,negative,negative,1
3930166,Portugal,-0.4850590013233216,-0.4330000000000007,negative,negative,1
3930166,Portugal,-0.2563086406790802,-0.213,negative,negative,1
3930166,Portugal,-0.1192095220971776,0.056,negative,positive,0
3930166,Portugal,0.1290279475653601,0.2110000000000003,positive,positive,1
3930166,Portugal,0.0452691356642471,0.3010000000000001,positive,positive,1
3930166,Portugal,-0.1983945829280102,-0.1230000000000002,negative,negative,1
3930166,Portugal,-0.1701083567236523,-0.4790000000000001,negative,negative,1
3930166,Portugal,-0.3812321307219832,-0.4269999999999996,negative,negative,1
3930166,Portugal,-0.024125405313379,-0.2960000000000002,negative,negative,1
3930166,Portugal,0.5087485914938012,0.2240000000000002,positive,positive,1
3930166,Portugal,0.2238864169492789,-0.8130000000000006,positive,negative,0
3930166,Czech Republic,-0.6612885772960881,0.5010000000000003,negative,positive,0
3930166,Czech Republic,-1.0152280612477194,0.1600000000000001,negative,positive,0
3930166,Czech Republic,0.4360456893734188,1.5359999999999996,positive,positive,1
3930166,Czech Republic,-1.3437533686928882,-0.5470000000000006,negative,negative,1
3930166,Czech Republic,-1.213575770958892,-0.5720000000000001,negative,negative,1
3930166,Czech Republic,-1.5402055869347686,-0.4849999999999994,negative,negative,1
3930166,Czech Republic,-0.6402032071742099,0.4160000000000003,negative,positive,0
3930166,Czech Republic,-0.4782072001280149,0.6509999999999998,negative,positive,0
3930166,Czech Republic,-0.916630704569732,-0.7650000000000006,negative,negative,1
3930166,Czech Republic,-1.1750566321043738,-1.0940000000000003,negative,negative,1
3930166,Czech Republic,-1.3151979936017577,-0.5540000000000003,negative,negative,1
3930166,Czech Republic,0.0669302694894842,0.5860000000000003,positive,positive,1
3930166,Czech Republic,0.2314999613187769,1.069,positive,positive,1
3930166,Czech Republic,-0.6029198013684605,0.6880000000000006,negative,positive,0
3930166,Czech Republic,-0.6864903476749067,0.492,negative,positive,0
3930167,Croatia,-0.3839191870784919,-0.3259999999999996,negative,negative,1
3930167,Croatia,0.1359936793612952,-0.0099999999999997,positive,negative,0
3930167,Croatia,0.0479265751210622,-0.3079999999999998,positive,negative,0
3930167,Croatia,0.0677322641200248,-0.4329999999999998,positive,negative,0
3930167,Croatia,0.1391194907536608,-0.7690000000000001,positive,negative,0
3930167,Croatia,0.4739110934538875,-0.6390000000000002,positive,negative,0
3930167,Croatia,0.6437760690267371,-0.6619999999999999,positive,negative,0
3930167,Croatia,1.1869410198411892,0.5430000000000001,positive,positive,1
3930167,Croatia,1.3294574076335168,1.1930000000000005,positive,positive,1
3930167,Croatia,1.545957062889193,1.638,positive,positive,1
3930167,Croatia,0.446051864514251,1.2239999999999993,positive,positive,1
3930167,Croatia,-0.2762008427565146,-0.8870000000000005,negative,negative,1
3930167,Croatia,-0.673909480369808,-0.9690000000000004,negative,negative,1
3930167,Croatia,-1.202301599030374,-1.287,negative,negative,1
3930167,Croatia,0.9170791296254216,0.0940000000000003,positive,positive,1
3930167,Albania,0.2380240581055588,0.0330000000000003,positive,positive,1
3930167,Albania,-0.2172404040426769,-0.1619999999999999,negative,negative,1
3930167,Albania,-0.160219312984192,-0.0659999999999998,negative,negative,1
3930167,Albania,0.1922274634278427,0.3439999999999994,positive,positive,1
3930167,Albania,-0.010009237266777,0.1169999999999999,negative,positive,0
3930167,Albania,-0.0774606772295118,0.2909999999999995,negative,positive,0
3930167,Albania,-0.2433797226305243,0.2770000000000001,negative,positive,0
3930167,Albania,-0.1585157915606778,0.2339999999999999,negative,positive,0
3930167,Albania,-0.4462191057911679,-0.2169999999999996,negative,negative,1
3930167,Albania,-0.5945357744027904,-0.3969999999999993,negative,negative,1
3930167,Albania,-0.4550992276639363,-0.2360000000000006,negative,negative,1
3930167,Albania,-0.1711724034679838,0.4820000000000002,negative,positive,0
3930167,Albania,-0.0913155891053714,0.6609999999999996,negative,positive,0
3930167,Albania,-0.1559610796610435,0.5230000000000006,negative,positive,0
3930167,Albania,-0.782127762543114,0.399,negative,positive,0
3930168,Germany,0.1261616302306931,0.1949999999999994,positive,positive,1
3930168,Germany,-0.1992887657353197,-1.011,negative,negative,1
3930168,Germany,-0.0979599670023239,-0.7350000000000003,negative,negative,1
3930168,Germany,-0.1599356506600351,-0.9179999999999992,negative,negative,1
3930168,Germany,0.8196670694196886,0.7750000000000004,positive,positive,1
3930168,Germany,0.6429532255180037,0.6299999999999999,positive,positive,1
3930168,Germany,0.7870867610603556,0.7879999999999994,positive,positive,1
3930168,Germany,-0.0267643786425724,0.1059999999999998,negative,positive,0
3930168,Germany,-0.0432022851571343,0.3620000000000001,negative,positive,0
3930168,Germany,-0.0628874344999648,0.0099999999999997,negative,positive,0
3930168,Germany,-0.1478212168798043,-0.2480000000000002,negative,negative,1
3930168,Germany,-0.4344223994013054,-0.5949999999999998,negative,negative,1
3930168,Germany,-0.0778635898716748,-0.1559999999999997,negative,negative,1
3930168,Germany,0.1129588131369319,0.072,positive,positive,1
3930168,Hungary,0.1989645228679739,0.3759999999999994,positive,positive,1
3930168,Hungary,0.0153269983284847,0.3809999999999993,positive,positive,1
3930168,Hungary,-0.1218101799343216,0.1829999999999998,negative,positive,0
3930168,Hungary,-0.3641076587498855,0.0689999999999999,negative,positive,0
3930168,Hungary,-0.5151255764337996,-0.314,negative,negative,1
3930168,Hungary,-0.3987017208466401,-0.5409999999999995,negative,negative,1
3930168,Hungary,-0.4526007888985823,-0.5859999999999994,negative,negative,1
3930168,Hungary,-0.071956618775097,-0.3469999999999995,negative,negative,1
3930168,Hungary,0.3859444891342232,0.064,positive,positive,1
3930168,Hungary,0.3849988749030366,0.0969999999999995,positive,positive,1
3930168,Hungary,0.4311390226727694,0.383,positive,positive,1
3930168,Hungary,0.2907276031829546,0.4829999999999996,positive,positive,1
3930168,Hungary,0.2479834866438652,0.3879999999999999,positive,positive,1
3930168,Hungary,-0.1216295573690988,-0.04,negative,negative,1
3930169,Scotland,-1.4181469621886738,-0.0219999999999993,negative,negative,1
3930169,Scotland,-0.0862958482722486,0.827,negative,positive,0
3930169,Scotland,0.5443381448006583,1.239,positive,positive,1
3930169,Scotland,-1.314584502437885,-0.569,negative,negative,1
3930169,Scotland,-1.148485650760371,-0.3679999999999994,negative,negative,1
3930169,Scotland,-1.0884521447576505,-0.4569999999999998,negative,negative,1
3930169,Scotland,-0.5147784359543852,0.1269999999999997,negative,positive,0
3930169,Scotland,-0.6280613338941361,-0.0430000000000001,negative,negative,1
3930169,Scotland,-0.4535982821024857,0.0209999999999999,negative,positive,0
3930169,Scotland,-0.6733980399174051,-0.6539999999999999,negative,negative,1
3930169,Scotland,-0.5602397082373018,0.3599999999999994,negative,positive,0
3930169,Scotland,-0.4746988737154396,0.3360000000000003,negative,positive,0
3930169,Scotland,0.2157431015003972,0.902,positive,positive,1
3930169,Scotland,-1.0426018721353163,0.1390000000000002,negative,positive,0
3930169,Scotland,-0.9256568928991288,0.2939999999999996,negative,positive,0
3930169,Switzerland,0.4349260525702325,0.1029999999999997,positive,positive,1
3930169,Switzerland,0.1625266789847277,-0.1619999999999999,positive,negative,0
3930169,Switzerland,-0.2559299908542201,-0.7780000000000005,negative,negative,1
3930169,Switzerland,0.2489769176050602,-0.0389999999999997,positive,negative,0
3930169,Switzerland,0.4186944664967473,-0.7080000000000002,positive,negative,0
3930169,Switzerland,0.6797692343312374,-0.5140000000000002,positive,negative,0
3930169,Switzerland,0.3420195797299286,-0.6850000000000005,positive,negative,0
3930169,Switzerland,1.2730290683816383,0.4199999999999999,positive,positive,1
3930169,Switzerland,1.3665213459851344,0.3340000000000005,positive,positive,1
3930169,Switzerland,1.1733223947343854,0.1619999999999999,positive,positive,1
3930169,Switzerland,0.7739339043003879,-0.5910000000000002,positive,negative,0
3930169,Switzerland,0.9152584146050052,-0.6930000000000005,positive,negative,0
3930169,Switzerland,0.9955263827129944,-0.2329999999999996,positive,negative,0
3930169,Switzerland,1.4959452785704626,0.2729999999999997,positive,positive,1
3930169,Switzerland,1.813889993073765,0.8220000000000001,positive,positive,1
3930170,Slovenia,0.2373613035352093,0.5189999999999992,positive,positive,1
3930170,Slovenia,-0.519380950227502,-0.9169999999999998,negative,negative,1
3930170,Slovenia,-0.3616998283011332,-0.6959999999999997,negative,negative,1
3930170,Slovenia,-0.5586517096965942,-1.231,negative,negative,1
3930170,Slovenia,0.3142885566050699,-0.5,positive,negative,0
3930170,Slovenia,0.2863750027347498,-0.2170000000000005,positive,negative,0
3930170,Slovenia,0.7017032270552406,-0.3559999999999998,positive,negative,0
3930170,Slovenia,0.8088902962777089,-0.1719999999999997,positive,negative,0
3930170,Slovenia,0.4908388625297952,-0.4269999999999996,positive,negative,0
3930170,Slovenia,1.0662452374169789,0.4530000000000003,positive,positive,1
3930170,Slovenia,0.9815322301988774,0.71,positive,positive,1
3930170,Slovenia,0.9430584460553826,0.8179999999999996,positive,positive,1
3930170,Slovenia,0.5717391775036633,0.7610000000000001,positive,positive,1
3930170,Slovenia,0.2116109867377869,0.5519999999999996,positive,positive,1
3930170,Slovenia,0.0578604149693813,0.5179999999999998,positive,positive,1
3930170,Serbia,0.1985120254301868,0.3849999999999998,positive,positive,1
3930170,Serbia,0.2719651347037395,0.4699999999999997,positive,positive,1
3930170,Serbia,0.0522358644862768,0.3770000000000006,positive,positive,1
3930170,Serbia,-0.3041066574171545,0.0260000000000006,negative,positive,0
3930170,Serbia,-0.377713884810845,-0.1520000000000001,negative,negative,1
3930170,Serbia,-0.4453637600753293,-0.1820000000000003,negative,negative,1
3930170,Serbia,-0.3489967256662041,0.0449999999999999,negative,positive,0
3930170,Serbia,-0.1642975665786892,0.0949999999999997,negative,positive,0
3930170,Serbia,-0.2059602503440629,0.0110000000000001,negative,positive,0
3930170,Serbia,-0.4044333250403671,-0.2350000000000003,negative,negative,1
3930170,Serbia,-0.2970945837421901,-0.2889999999999997,negative,negative,1
3930170,Serbia,-0.2172094273294895,-0.1639999999999997,negative,negative,1
3930170,Serbia,-0.0898109846975021,-0.3579999999999996,negative,negative,1
3930170,Serbia,0.095903362611204,-0.0949999999999997,positive,negative,0
3930170,Serbia,0.0024321375206159,0.133,positive,positive,1
3930171,Denmark,-0.582011551962192,-0.181,negative,negative,1
3930171,Denmark,-0.5922521817294699,-0.4139999999999997,negative,negative,1
3930171,Denmark,0.216780120770875,0.064,positive,positive,1
3930171,Denmark,-0.3126764894030458,-0.3779999999999992,negative,negative,1
3930171,Denmark,-0.0174471860900826,0.1229999999999993,negative,positive,0
3930171,Denmark,0.1370541482173441,0.2510000000000003,positive,positive,1
3930171,Denmark,0.2041828027826824,0.1799999999999997,positive,positive,1
3930171,Denmark,-0.1822212146691697,-0.1669999999999998,negative,negative,1
3930171,Denmark,-0.2023859719856675,-0.2570000000000005,negative,negative,1
3930171,Denmark,-0.0394386560653821,-0.149,negative,negative,1
3930171,Denmark,0.0447540726000488,-0.3839999999999994,positive,negative,0
3930171,Denmark,0.146562235576364,0.0730000000000004,positive,positive,1
